Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells	otherCells
mix_63	0.0297552743199915	0.0157478741704905	0.134820418160998	1.25579665563862e-08	1.04688982826384e-08	1.09646960952826e-07	0.819676300674694
mix_64	0.0380407643736538	0.0165982588128291	0.114024141216366	5.67873549555122e-09	0.000450229722785353	2.00029401796209e-07	0.830886400166229
mix_65	0.0341107292606673	0.0170251702794142	0.124738476822238	3.25899129365979e-08	1.48035823102173e-08	1.26328848808956e-07	0.824125449915336
mix_66	0.0333660174291766	0.0174737755641635	0.127391783469185	3.35772841996069e-08	3.90539931207807e-08	1.61541843530529e-07	0.821768189364354
mix_67	0.0286304999405304	0.0162116643914852	0.136280583549453	1.90370642277608e-08	6.40228058305497e-09	2.61371607335363e-06	0.818874612963113
mix_68	0.0336328269174451	0.0163184681987923	0.128256176439964	6.08097508625253e-09	5.51964052297803e-08	5.18742059004447e-05	0.821740592960518
mix_69	0.033007163101667	0.0153698810314667	0.132899026920466	9.33101850047743e-09	1.06533689173674e-07	1.48738155520884e-09	0.818723811594311
mix_70	0.0327769155023386	0.0165071359803914	0.124433770105688	4.35677703918927e-08	8.60802189081344e-08	0.000481280329606096	0.825800768433987
mix_71	0.0323961514056541	0.0163498449378546	0.129379266309675	3.87078056712589e-06	5.81784894674857e-08	7.05029016412547e-10	0.82187080768273
mix_72	0.0312322555280953	0.0169060009224989	0.127325127566844	1.13978064353965e-08	1.07821490349054e-07	3.69245932870324e-08	0.824536459838672
mix_73	0.0335175786510051	0.0164763486548703	0.123734494979981	6.56021829162621e-08	5.94483592766577e-07	1.47047610956799e-07	0.826270770580756
mix_74	0.0280065493768832	0.0143440975774913	0.142030899284968	0.000133984487055351	3.31397253842814e-10	2.65651550623629e-09	0.815484466285689
mix_75	0.0337644259409434	0.0166263932450993	0.128644042632209	7.79560655299478e-08	7.52809802617077e-10	5.06307597591634e-06	0.820959996396898
mix_76	0.0290298873198013	0.0170385101512127	0.131577515884961	5.47516817010915e-09	1.41143513052483e-08	5.07597825108276e-07	0.822353559456681
mix_77	0.0312968521951097	0.0157561181625429	0.134444431077243	2.4288170961322e-08	1.17709393762756e-09	1.50039634039104e-08	0.818502558095876
mix_78	0.0317181805343238	0.0159740905794865	0.131817366729754	3.82814918016154e-07	1.02334328750769e-09	1.57327055222014e-07	0.820489820991119
mix_79	0.0358024650956256	0.0175847722609706	0.119404283414752	1.55013754910649e-07	1.18298332580249e-08	8.61512220669638e-08	0.827208226233842
mix_80	0.035693953313922	0.0174656211998301	0.125825350734391	3.47452393724713e-08	2.8775450616407e-08	2.19028292045606e-06	0.821012820948247
mix_81	0.0356146160118247	0.0186460008747225	0.118894019405707	1.13069771064399e-05	2.07306483385592e-08	1.80348682277594e-09	0.826834034196504
mix_82	0.0323819677872213	0.0173945904379826	0.116149854727614	1.68478348345922e-08	1.52859687941747e-07	1.8634921448473e-05	0.834054782418211
mix_83	0.0318902957219669	0.0161800044156075	0.127562171460294	3.15938889230991e-08	1.83295377092375e-09	6.26984833190568e-05	0.82430479649197
mix_84	0.0299934989976189	0.0161982694904373	0.132612789050993	8.21852315966802e-10	3.45727660581016e-07	2.81962157366093e-06	0.821192276289864
mix_85	0.0325878521501121	0.0176671236709656	0.124227326523177	5.11809376500336e-06	2.33023660318216e-08	2.95126414595614e-08	0.825512526746973
mix_86	0.0301757217788614	0.0152883275032885	0.134937894453254	4.48464372691091e-10	3.64219188798415e-08	8.32194088811414e-06	0.819589697453325
mix_87	0.02094312691436	0.0150239800822246	0.147556157373146	3.96496562113152e-08	3.5581557892931e-06	1.34969646584233e-09	0.816473136475127
mix_88	0.0292140620266268	0.0157958338851387	0.135762433962095	6.83040831415325e-05	4.89853991862066e-09	2.58206789951096e-08	0.819159335323779
mix_89	0.0399613063795663	0.0182459888258412	0.112920384504995	7.46531174208354e-08	3.77794809556061e-10	5.0403019020236e-06	0.828867204956783
mix_90	0.0234367909926441	0.014708798191698	0.14592126805875	1.22096166219529e-08	4.76141880204014e-09	3.80526270970517e-09	0.81593312198061
mix_91	0.025285589267196	0.0160321794642375	0.137776960047264	2.39872528197221e-08	0.000130792681885278	1.08130955540106e-08	0.820774443739069
mix_92	0.0322166905197536	0.0154839499757641	0.132854686419908	7.12178515756598e-08	7.37955176093236e-09	1.81900228281065e-08	0.819444576297148
mix_93	0.0332138700579796	0.0160242509771389	0.118685253400737	4.45764532186521e-07	0.00229406562437316	6.90311313642461e-07	0.829781423863925
mix_94	0.0265329904057432	0.015344389548361	0.140647535545825	3.20349311852008e-08	5.09788281010367e-06	2.23077148818313e-08	0.817469932274615
mix_95	0.0291360840860771	0.0159348001578725	0.134087586345276	0.000428335342214669	2.56066785222909e-09	8.01458790188723e-08	0.820413111362013
mix_96	0.0332357228561378	0.0172165664702812	0.12861078726623	6.03385324582115e-07	8.35189118791158e-09	1.3338559143492e-09	0.82093631033628
mix_97	0.0249853520019516	0.01639113711457	0.138906712318955	1.46527445114349e-07	2.82368364760456e-09	1.10476063029585e-09	0.819716648108634
mix_98	0.0272556546579559	0.0168849019837546	0.134762609477344	8.56416132934767e-08	2.12312815402388e-08	1.9859176652596e-05	0.821076867831398
mix_99	0.0340601808047171	0.0176025379739775	0.117073195231641	6.08846703514476e-09	1.53475427281787e-06	3.60865210871735e-05	0.831226458625837
mix_100	0.0281405261626896	0.0159176480005508	0.13455171540733	1.03834476790857e-08	7.76254655166343e-11	7.7181060505245e-07	0.821389328157751
