Gene,naive_B_cell,memory_B_cell,CD14_positive_monocyte,CD16_positive_monocyte,CD56dim_natural_killer_cell,CD56bright_natural_killer_cell,neutrophil,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,macrophage_m0,macrophage_m1,macrophage_m2,MAST_cell,basophil,eosinophil,gamma_delta_T_cell,hematopoietic_progenitor,myeloid_dendritic_cell,plasma_cell,plasmacytoid_dendritic_cell
Mix_16,2381.15605041,54.0820918202,55.8413411483,211.779796274,171.353849943,174.222788056,40.9143771175,195.922392803,872.57449058,32.5494071125,132.623185215,465.220051672,27.5418060156,1132.6776375,75.8095165621,846.096799814,311.723168158,56.603776663,271.469759311,76.6341810269
Mix_17,2333.70263005,34.8538439688,43.3890912678,186.820215431,196.767707153,216.557346536,34.8045921794,230.854044208,1025.56984374,27.0884797625,100.001637799,475.051672823,31.9644061206,1143.79600896,77.6536419889,982.860340735,317.747867603,52.6290463976,266.717339205,66.3022790353
Mix_18,2252.67339333,34.0353556716,49.6129410551,210.663279857,151.268247421,98.9917207463,37.0081407429,336.182557225,1052.76026612,25.025996815,121.167534576,524.062911044,27.695436475,1119.94116406,84.9030114176,1107.48377899,330.843677836,52.4354219011,274.515934282,66.0209630294
Mix_19,1946.02623191,33.0758561144,76.8868585163,254.373609894,250.445059962,298.443069554,52.7934902966,86.0162350088,664.55858038,45.621870505,194.486984463,469.947508692,30.224489209,1158.03514597,69.7000799377,609.622244558,284.946599515,73.5924220586,289.815856858,84.4547721861
Mix_20,2313.43531609,60.743536974,66.4447649141,233.669654848,194.482407866,178.688559586,46.5705256135,140.889056602,670.55789632,35.8830946225,155.030828696,455.180029013,25.5344894322,1132.76916149,72.2507982462,650.812281865,297.37371235,66.3851411086,285.356764363,87.5694779519
Mix_21,2320.46239282,57.1038899652,81.5372308,260.404313025,175.438777158,172.574770351,51.5921789225,127.485021843,669.73698112,42.078869535,194.642310127,480.173999241,26.7894792438,1150.5963834,68.2465900332,633.165816995,308.079011315,69.9950679526,285.31608839,90.8928760124
Mix_22,1970.23075697,29.061156682,87.77702078,278.755771575,229.706033229,251.393463588,60.2319088636,96.8705222733,646.06855038,51.778739985,225.955915073,489.894954713,29.0611566812,1155.94003789,71.8094916376,622.103939925,293.647807072,77.764928866,292.029591121,92.636309682
Mix_23,2457.13222694,77.036956806,47.782768591,204.080359289,195.310133639,118.993011097,39.584207055,184.80642959,607.30507148,23.357887365,111.50085855,432.488178676,23.7986022214,1103.66752301,78.5451809926,655.607419639,298.452100414,58.6780351081,277.582556949,81.8470446691
Mix_24,2152.93433977,11.7356915082,63.5511715624,224.412500972,134.417133293,164.951663989,39.7116833895,318.384964062,1317.00538026,36.1850488175,157.453861075,562.588767068,34.9462813812,1126.71331614,74.3260462193,1252.58947365,359.764143,51.2272248447,266.811447969,66.874813519
Mix_25,2524.12244277,71.677418994,31.4514990519,164.927394503,212.725673351,209.725781364,31.9261231084,162.127495328,790.05155114,17.79935907,73.2973606512,407.096452122,27.6790033144,1132.33255932,80.1748907769,758.852674669,286.549681731,47.88399004,274.8208733,72.340252256
Mix_26,2451.75056561,59.3497567862,42.9664189866,185.235839573,169.873538579,205.099839806,35.6759205956,224.47935224,1021.78479236,22.7103661225,106.890123198,459.994260122,29.3115125392,1135.88167181,79.4021689573,977.938645604,308.376491404,49.4869692247,264.418539688,62.118258569
Mix_27,2599.76672519,66.08980588,71.3567612869,236.392142509,136.417640062,205.456488645,46.4460918146,118.157011087,895.49343348,36.6189083975,175.47780902,459.347586982,25.5453504978,1179.92958398,57.5486489272,754.056561635,317.559173598,65.9558852914,278.619189787,94.9162105616
Mix_28,2124.45683272,47.5292851618,73.0692151301,248.021097721,209.921009449,187.17850204,50.1078534134,148.465132688,650.8445662,41.39647417,176.605791421,480.999772916,27.4443291728,1133.65011084,75.8935359839,655.827475075,300.737718823,67.1323774321,287.239637721,86.2974117539
Mix_29,2536.11662269,60.0875741036,40.8406156528,180.868701021,172.066062765,167.122552163,33.401315076,217.514466772,978.04965354,28.7042551425,94.6044409102,448.743188774,29.8524253478,1145.55492944,74.843687487,912.508270985,318.23450867,51.1209115353,270.556004919,74.2210025877
Mix_30,2208.57096867,40.5200876972,32.3977029573,153.45286801,281.120225658,333.951440503,32.6945466225,123.919087989,827.07509144,19.872291814,74.7634393325,411.663410883,34.122179116,1161.83434874,78.6274960687,748.167552312,256.594909437,46.6687271219,273.066914137,62.8712228801
Mix_31,2362.30956837,59.495203952,52.1887753917,205.932473358,197.426214627,175.309941914,45.1605009203,188.919955907,805.71282742,27.9491358425,122.73316175,454.31522845,29.9420307444,1130.79773227,75.503172774,778.881657013,300.392451348,51.9402574133,275.191491372,77.0771199573
Mix_32,2219.57371478,36.2358840068,58.4065235735,227.355008354,139.344588688,115.753518373,37.5741410896,296.303843215,1076.50772076,24.534713132,148.387832326,522.358721488,33.5936841362,1108.0883002,77.1690122419,1073.48806386,338.956498331,67.403058054,276.995459512,71.9864660039
Mix_33,2116.57642097,25.3918309606,61.7313638255,225.844589518,185.702368387,203.1100432,42.9460143117,236.449123582,1004.1583384,34.8768608375,153.162933848,503.079751582,28.6396232934,1135.00500223,77.3401052788,984.966838279,318.726529307,62.5305471617,275.097095271,72.1262972527
Mix_34,2156.99052744,54.999465384,88.0533312626,279.964437878,220.359105942,194.394662114,57.388604715,69.7653317067,460.315722606,49.106665515,202.861328547,462.994952156,24.925866082,1184.70112755,68.6364428422,461.12852255,285.699193312,75.2807601479,292.503788022,95.6007596621
Mix_35,2095.48725476,44.863241854,42.5322906832,186.570693257,250.258762289,220.601571163,38.301077684,186.45086622,702.4260782,23.9054934525,98.49782266,441.522681119,29.0460732486,1116.21279503,84.2783478456,757.786168431,278.525959795,55.9763434161,281.224833301,70.4582964893
Mix_36,2288.42204794,53.640725642,47.6209641582,196.122606732,218.628479636,223.088168737,38.5249252968,156.089118517,764.16254168,24.5801469075,116.13341559,441.820362036,29.1228069642,1135.25016074,79.6521216134,746.987553014,286.125355602,55.9165005466,278.830293526,74.4071716476
Mix_37,1989.05584882,30.101135882,51.555915158,202.885057113,276.068798013,328.646582447,40.6604968562,109.123703532,750.82776788,30.6113246275,132.96794134,447.548903506,34.1826458306,1153.19662411,77.4731055417,697.342981282,264.277769267,61.5870697899,279.818903328,72.2767387024
Mix_38,1876.67564017,19.9088984756,70.2365769298,245.493184209,226.657070988,225.2849038,48.2413158516,191.479693992,774.50105794,39.668105985,175.325543905,498.221431817,32.0338667198,1115.09790279,77.2571707743,794.7841839,294.591821105,64.0463490041,279.63423915,77.4116138311
Mix_39,2403.98227923,71.6283637316,85.8389073689,277.327581939,140.022013446,96.147853516,59.7552898268,146.008915103,537.4271842,45.5719380025,209.362844592,484.43267954,20.5877931662,1145.33896587,67.6728386499,567.451049174,320.61198741,74.2937476683,290.753088622,105.083527635
Mix_40,2190.42755034,47.0927917976,42.8451343914,181.485232337,282.731816948,313.076614622,38.3553998754,93.514496728,659.12401896,26.2599210775,98.8029530557,415.879342702,30.4615084516,1158.47100714,77.7099146044,621.484798918,259.53555331,53.3951728517,280.84648928,70.4015979326
Mix_41,1950.70382524,45.6329029592,55.9863140889,208.688309624,295.226382345,251.803180767,46.6700143951,129.755720693,548.51982684,33.530933765,132.774789455,430.29223818,34.5330076498,1135.47818033,85.1334563518,564.090513258,274.568243859,61.0053770294,304.417000774,73.7790660909
Mix_42,2564.41424451,54.6244386252,45.3817650102,185.015832732,155.183064258,164.776199129,32.5243182604,238.887868607,1081.42845214,23.982837205,101.433293831,473.261320863,29.7951483384,1147.7151332,74.8640722034,1020.82241185,316.686311452,47.5626015129,257.408551353,72.553120955
Mix_43,2237.11512744,62.923904936,64.0419860204,228.412878552,234.732159611,239.438007195,47.3029355234,70.5877138625,525.710402346,36.6383848175,153.024079704,424.572027133,25.8149353574,1140.1596447,70.3636258867,491.021582921,270.384557321,65.4977154527,290.31459753,85.9537468229
Mix_44,1803.68770966,26.6070447802,69.5618962496,241.801159673,260.708067817,230.401583408,48.9680048403,145.688030513,579.4262415,37.0546479625,169.457231516,477.4325698,29.6437183694,1116.5800588,81.5403093326,654.47546023,277.638728137,67.0340530344,290.041259465,79.8417919826
Mix_45,2226.98818135,35.2599511116,60.7021908852,215.692324663,203.218643028,289.093685245,41.7742529378,147.106032626,969.76239762,34.4068877875,150.139146703,480.622201047,31.3927306768,1157.89129803,69.7616237216,847.603728186,305.624156995,64.1828603343,283.042039392,80.5941739931
Mix_46,2578.63019802,57.164149741,55.4357823855,205.344977584,140.376502462,190.344456034,39.6942548418,170.27619071,1030.41420536,26.4536224825,132.268112417,466.637846404,27.973945611,1157.47267695,67.8401966056,925.086218914,319.511109245,55.9478912329,265.425029125,83.2268319879
Mix_47,2084.07849788,50.850362029,77.1860487211,254.295496042,226.94813641,212.750226048,49.5636143529,92.832490832,576.65359004,44.8872396825,180.368068949,463.652785539,29.0947947736,1146.57955488,72.6641771311,552.276870091,295.534964923,79.0090308529,289.536557826,92.3020194417
Mix_48,2266.49602312,57.6158049536,47.1756478233,196.826564189,214.207332022,196.716819805,39.3583291024,182.861590517,756.08397776,22.8405512525,107.92674894,439.52628357,28.972519066,1118.24046602,81.6681171891,765.302506409,293.099830643,57.2630551277,281.620989518,75.1357129977
Mix_49,1959.67828483,29.6855766518,34.2077991799,169.447484112,295.011941842,299.16054724,32.3507413534,184.228811632,753.38674662,20.9735052422,74.6748978006,444.156868054,33.3732259264,1128.29775603,90.0401030866,774.590729961,262.284054581,48.5979493553,271.467719587,59.265791891
Mix_50,2361.00973685,27.4227140202,57.5469909597,215.514406333,152.8367074,229.889846176,40.0580437859,233.6008972,1206.13065258,35.45030338,153.666810929,505.874852644,32.5791217848,1159.48860059,72.5282607169,1091.98653515,331.885154314,56.4191369127,267.82670398,73.4955522311
Mix_51,2302.62818367,52.9687398308,53.2151777089,209.363090002,194.304067513,151.809578944,40.5047244657,214.118570793,797.01857984,27.80127229,123.185242685,463.110667382,28.8255296896,1117.56237217,79.4205936512,820.064371342,303.253351689,56.1251248869,277.055998968,74.6244677231
Mix_52,2066.74141982,21.1406684618,48.6645304508,194.197438722,235.143575534,320.262582777,37.8306698759,169.867125535,1035.0026212,32.545502765,124.201427226,478.941225821,34.9377362998,1156.65418706,75.2904508341,943.875213514,291.85249146,49.4341946777,276.198126035,70.2569583539
Mix_53,2276.00918642,51.0752635148,72.6519149157,246.025417085,176.216108043,187.824122479,48.1029083075,134.781945403,766.32241974,41.8372187,183.068061002,479.475485263,27.278833927,1154.15907964,69.5406050009,731.788576784,302.292042676,66.8842736614,278.592346477,87.6128708616
Mix_54,1649.19745399,31.7596652082,76.5682930338,254.376135714,321.865424323,303.296265255,57.5120037115,49.5177575813,317.852778402,40.9802131725,186.491985718,459.035304543,27.9177702236,1130.45625546,76.1264376644,385.470130189,250.491553009,74.2766363759,302.327582248,84.3387422893
Mix_55,1896.83758307,15.769433589,46.359763409,193.588570441,304.124790662,335.288195152,40.3451742465,129.15917033,753.77892556,23.6541503827,119.115543,461.068201066,33.3410881584,1158.52772103,83.8533373376,706.695902338,278.217864034,65.9741609326,282.810061691,65.9741609316
Mix_56,2305.70463266,29.1954317568,62.6237662321,227.779453434,174.782400011,246.508598364,42.6914332331,187.291449013,1092.3498334,38.215718455,170.421447167,504.034340771,36.081146794,1160.74793602,69.7752457017,983.968678799,324.592606821,57.0530674534,266.530138963,82.6285804374
Mix_57,1558.29750594,13.3266374716,51.8795596671,211.617812269,325.315475093,284.914318347,45.7450408505,168.497715173,572.12633284,25.2746572725,122.639530183,475.878395564,31.9379760082,1105.65137116,93.4396420374,697.695425641,265.613670994,62.8584008857,291.100423261,67.4537931133
Mix_58,2221.6749517,39.7160117802,52.0029936055,192.445065236,183.040765698,191.314934812,46.6729185054,253.472107705,1012.2739588,23.0062263368,115.636558704,497.257383353,31.4822044602,1131.09910001,76.4183424577,1058.77075322,323.782364382,45.3205360903,282.594699235,66.4239918396
Mix_59,1855.80563981,28.0009419646,46.6136538784,196.041162834,336.356994212,356.234206112,40.3515257935,92.8179372498,591.75324028,31.371425725,119.522539326,428.541165317,35.0530310534,1156.47347229,85.1551280408,591.027289827,245.993460544,56.4463433359,287.268923158,69.1875126837
Mix_60,2899.03220586,82.165603606,26.7840337737,148.384012118,167.644336397,235.453046957,27.1074205456,143.127180477,1055.96053162,19.878775069,60.133294579,404.054509476,29.4205871012,1190.60610134,71.5635902383,876.123879806,303.615157873,42.9760184723,269.637743867,73.4568069179
Mix_61,2304.0956503,69.166098316,53.5869615549,214.05845668,247.617665558,219.556858138,47.1587034006,70.1520185737,477.79212646,32.421608585,130.681834597,401.067306178,21.3868856632,1140.33054178,76.0928201463,456.177720764,267.336070791,62.2429879083,292.800815983,84.8324796071
Mix_62,2364.9636514,81.05577573,27.9372492019,153.95217581,293.722579632,255.24200765,32.8494344521,78.7544133618,464.636094922,14.5703136675,59.9624447142,370.509377962,30.1269254918,1135.37861698,81.5937565358,490.638500897,242.80867331,49.9553611514,290.371694844,72.6274096743
Mix_63,1673.60600115,23.2682467014,71.9619121853,252.001515893,305.084427318,289.963624828,54.9200485214,84.8543859335,446.366090326,43.494543725,183.984588323,477.698765154,32.020522984,1139.50367782,79.3397402918,497.705662282,263.849109403,79.4413927357,297.790863782,83.7107957957
Mix_64,2179.2004873,53.7531612738,87.8626647953,275.256754082,201.827907383,208.251241116,58.4554103553,84.6865842563,581.54835234,47.16079243,215.392974005,478.932778627,26.5723174538,1158.363722,64.9094777487,546.963771185,298.076492377,79.5430876913,293.730990065,95.1909082241
Mix_65,2268.92688123,54.411838216,73.6459429928,246.90605863,185.725221412,201.380967608,49.1109714509,122.907351843,725.75102258,40.5360399325,182.119852476,476.211853738,26.348425956,1152.7306432,66.9537582607,678.432991336,302.461221079,67.8199129579,285.491251655,90.9833643509
Mix_66,2305.2204437,56.943336174,33.3443028131,166.199958002,229.721736977,212.123354943,33.0255351274,179.44064546,776.8428643,18.3840240958,77.8571276832,424.316544718,30.4200603848,1108.23715878,82.614626802,773.38603926,283.396802166,48.2159752797,277.464600368,67.7896859269
Mix_67,2361.70505509,86.32321925,72.6236458187,250.784378004,211.085771361,128.44592797,53.5763763827,81.8527972367,299.014564696,33.528165025,172.363101886,427.103698417,22.1002552546,1129.63156598,72.6181226887,363.615310826,283.053269245,73.262750944,301.571859195,95.5249128299
Mix_68,2389.50335769,32.775682896,61.3405637774,219.793865229,154.378216551,215.450917608,40.8076684319,205.272134097,1092.38704612,38.6793773325,154.081335361,493.105512199,30.536350524,1170.35652796,69.7812158316,986.222334157,321.751346725,58.164477195,273.730978058,76.486287505
Mix_69,2483.26838361,77.346672872,45.4476015767,188.421754446,231.382600457,224.951336093,39.5230428733,95.6114636877,599.22233924,21.4375479125,101.613977108,399.78644905,27.0970605618,1151.91090752,76.1271145799,562.092506226,276.715868462,57.0851275903,282.97563247,83.5451867273
Mix_70,2344.57853631,42.777699968,53.2456852235,210.651489968,166.562596133,221.263965344,40.5650603144,228.229682762,1097.46926798,31.3457284225,131.529134946,512.73143581,34.4188390522,1166.30694597,72.5254108588,1025.92725269,322.799540522,58.652511443,269.109933922,76.3887499316
Mix_71,2169.99865314,43.9701480452,47.0103956465,189.675148451,273.448339014,327.189631077,39.5025929055,96.7055870567,751.63088382,29.097892095,112.511849422,435.582272801,33.6242308626,1162.8810921,77.2111968037,669.639489997,272.183838028,57.8878699824,288.690881571,73.0372487204
Mix_72,2172.51584972,29.9947689074,79.6606223989,265.282681993,127.444878847,117.578178553,50.8583551725,259.823107848,958.64860092,42.4268112825,196.964004635,533.349966064,27.2320928216,1126.05361612,72.9039521984,981.243344527,343.854505379,67.5164206111,274.066575193,86.5450569056
Mix_73,1847.76815679,16.8079532132,45.8150511575,183.988294441,300.537270382,322.498279288,36.6907620635,151.9978485,799.93406968,26.45696339,103.234033615,457.665118399,36.9359959498,1138.9982123,84.7314513878,785.512430789,267.37095944,62.1034602971,282.447039048,65.3642624966
Mix_74,2201.12590267,68.751751726,61.4791624488,220.58557527,252.751372298,239.307899138,48.9109513665,57.0115877442,399.5034222,36.3184929275,143.373585462,414.331127338,26.3520227758,1137.02221349,72.3554471563,396.716189051,261.662072307,70.1031375159,287.364390376,89.5293081479
Mix_75,1982.17711104,37.4596217892,39.8177610395,183.564388492,303.441299043,259.524177062,39.8133680865,161.590525365,603.94458856,19.5102196828,91.2389685238,431.724181444,33.419858657,1118.70834547,89.4664714396,667.754483631,260.197470991,51.9398117246,284.407799715,65.4494092239
Mix_76,2048.15218099,40.9527410486,36.0420722491,170.346661086,299.499114497,305.696758068,33.9809407911,127.172427003,671.2772413,23.66373009,79.9254556994,420.581216364,35.3507151534,1134.31365782,85.5328475268,679.100760159,259.431751082,53.5366021874,283.518976541,61.1255535274
Mix_77,1926.8219832,39.4519922096,77.7124519213,254.301660128,230.483421508,194.762999573,53.2685127085,145.101209083,548.832145,41.8241056775,186.855954705,477.844453327,25.3025435326,1111.14788234,77.5907676389,607.094580721,284.0709904,72.29298153,290.159735072,88.1070712293
Mix_78,2076.63967724,21.9950878864,30.5775631974,161.449001446,251.236995283,285.177691238,30.4070023754,230.063562965,1039.98843152,21.2366365825,73.4749703157,459.621491697,35.495521141,1125.39004822,85.1993634332,1012.83587471,286.922129269,41.3897712891,268.258392849,53.5249921929
Mix_79,1599.81051389,25.8531276472,62.7915171749,234.654687636,354.195754898,338.383444383,53.2587366909,67.7952812093,365.975926258,33.5023328475,163.064451902,446.961309835,32.494298054,1131.68706171,86.1770921633,435.11525389,239.912280881,72.5107381019,299.947366685,78.9486073641
Mix_80,2192.2985544,44.4661114904,59.3822995237,216.325076856,195.923479735,149.285173155,41.4691792067,238.941461178,794.00119778,29.7079624175,126.338700386,487.821069899,31.4329408818,1108.92689521,88.0235923524,866.961397939,303.085104765,54.2136088369,277.07773716,72.2848117874
Mix_81,2085.29869153,45.838416192,62.8985785963,220.657404386,253.748375284,273.284271713,45.6002945441,91.6768323615,621.04505578,33.39656036,154.049820102,444.268840014,31.5630237138,1143.34106657,75.5242476103,579.659514306,269.398920256,64.9221649637,288.479790647,78.393046456
Mix_82,2315.79766792,54.749717294,25.2136855909,142.64294158,257.229275176,284.630354952,30.0351113611,142.380730283,833.98922798,13.7660927075,54.1794077274,401.882503293,35.0838705568,1127.87564128,83.1209788186,770.743864802,263.286355957,45.5123881414,271.509705392,61.4698180436
Mix_83,2253.32245923,62.642355578,57.4713245645,211.77512141,232.985603205,216.171076175,44.8986835645,104.074229355,577.4965792,32.804812525,132.785309,425.015561074,28.6176656026,1136.57410767,75.6836880818,565.957197836,273.582245569,63.2075497676,284.80714702,82.1415549794
Mix_84,2272.76287607,45.7341531384,63.7684489278,228.966205905,176.303978563,198.092698161,43.1879952029,180.66172248,880.11655156,36.1175724825,151.22848601,484.620515837,27.2986805528,1141.22665846,71.2995841192,859.997069491,305.160250463,58.4971726049,272.918626985,81.1616615697
Mix_85,2143.72530496,46.081256548,36.1030753093,171.244121569,268.807329911,246.538229513,32.0407242505,179.029539345,724.46468644,18.148440081,87.5859499606,425.860014223,33.877088153,1119.27654776,85.452558438,746.242814444,267.650038059,51.1011977463,276.778885538,67.934533474
Mix_86,1955.30759699,35.8781334436,65.2911616616,226.898788833,269.782786626,306.332368165,48.8556246984,83.1075407425,631.82001092,37.05633486,159.62728862,448.645585826,31.165327776,1158.08331037,75.2528646376,582.411564511,267.945805895,65.153995346,285.808859658,82.311214129
Mix_87,2455.01575827,102.822571274,62.9312104537,228.481590618,233.439246855,161.026236342,48.3344868103,34.9378137023,212.671741964,34.840222045,144.630837725,380.997834361,20.6113582514,1122.61636474,72.0877050014,262.326377743,268.533207209,68.7602941736,311.692742761,94.5244919853
Mix_88,2598.12660861,62.1756034424,50.3880186991,199.528163281,133.105817705,143.207291741,37.0324910767,224.843694127,1024.16577538,25.9752189425,110.600833043,469.478031201,27.2121341306,1129.82581925,73.0238077551,970.64857826,323.906857183,54.3064668074,270.028100224,77.0421459801
Mix_89,1727.57170778,13.1875702892,81.5916302893,265.575218685,265.972716423,250.891186538,55.7347022861,148.710899003,666.95435278,46.99825582,207.984818725,512.694074284,29.1810065974,1134.78574723,79.6554186586,698.800932074,274.273403359,69.3449744683,282.744960384,75.1571255077
Mix_90,1909.04614488,44.2377536448,32.5499051484,168.330888476,345.538672791,296.202206305,34.3137709244,115.179557588,450.74089299,23.6594951125,72.9042581901,408.875202372,35.4342205852,1126.63214373,94.3934378616,555.282848153,240.556540996,53.4500221773,293.479318637,63.825614725
Mix_91,2593.85872673,100.58441596,34.6510906661,175.298824934,223.838425647,140.970582962,36.1605131698,143.256592425,459.48790022,14.2875590835,73.0094269326,384.8115913,25.6033058808,1118.16342435,81.153335596,534.354709806,277.292946713,52.4149310411,288.828502095,77.3977486381
Mix_92,1959.36575095,51.0578914648,54.9556252384,214.22337546,281.418933828,217.59656949,43.4891131257,125.855913648,430.082238896,31.0487177825,131.094586185,426.504608927,27.5988602536,1107.88980319,84.0743057578,518.015274194,254.982803334,61.3308005596,290.790555329,76.1159042601
Mix_93,2238.77437461,30.3717059444,82.4232151597,262.715256467,108.35738842,101.555391765,48.6637561195,284.418371335,1060.35218388,46.98123264,189.823162214,557.658267602,31.1309986,1101.86018217,70.4454846343,1041.3698677,359.145422827,63.7263473114,263.416141975,84.878071092
Mix_94,2585.52838173,71.361041614,47.9817723055,197.743192142,154.329163977,135.029493885,35.2639008824,204.8629291,864.51610504,28.4380297725,117.230151495,442.914925687,28.1516035728,1133.64761777,73.470593301,830.635977567,314.90514692,53.076528333,277.738986958,76.5751675234
Mix_95,2034.25733171,40.6885093162,46.3696800332,198.6787404,245.54618655,185.227993503,39.3587195637,223.75877884,720.7918985,24.58964664,109.07715048,470.682732832,28.5828371202,1095.50728869,89.5782379044,799.394700637,290.788334134,52.9623158446,281.043009358,66.6532546314
Mix_96,2154.68429109,24.1869606704,53.5028115525,209.561903188,197.395394593,210.467453665,39.3555947689,260.856955052,1042.66832624,35.2726509775,133.313093914,496.300074669,34.1772270378,1134.04128877,81.6942834223,1038.54953229,320.564862786,52.705540594,268.766477688,65.224671373
Mix_97,2084.48158527,55.74173393,67.2418305421,234.153691971,253.622488796,239.098910407,50.3469501928,74.418335571,474.74096907,38.3494487325,165.460767064,425.064729574,27.9428847078,1131.20671244,72.25780325,470.131833425,270.858735559,67.902444443,290.342305251,85.2895855
Mix_98,2422.82595953,73.758810571,115.609954717,334.664427811,122.796557817,66.3182288127,69.2591702247,93.2768584098,396.291855126,48.92991272,282.054662211,511.315341363,20.7042275304,1159.00540394,57.691467342,411.496522182,337.252456229,95.6646227429,308.448197409,124.086720801
Mix_99,2088.85558679,10.1837438216,39.0600174177,185.344137529,191.581680635,191.157357959,32.2870968863,357.067517733,1284.17009586,18.13979368,99.2915022666,531.251969321,36.9160713506,1126.32206632,95.331157424,1312.93917206,334.154094138,43.462763808,264.091895056,56.3742961516
Mix_100,1978.04566107,51.506618122,80.1922079095,262.697432784,229.146309054,173.056764733,55.3122501775,132.699653588,418.82473146,37.706538165,191.482522037,466.158834693,24.2142666856,1105.7848456,72.049983733,508.80740882,284.2098251,76.3658168586,295.417210588,92.7822688534
