naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
mix_39	0.2363	0	0	0.0554	0.109	0.0026	0	0.1064	0.4903
mix_40	0.1314	0	0.3059	0.0927	0.0653	0	0	0.3446	0.0601
mix_41	0.0229	0	0.4556	0.0832	0.1199	0	0	0.0788	0.2395
mix_42	0.2455	0	0	2e-04	0.0256	0	0	0.2381	0.4905
mix_43	0	0	0.1505	0.0439	0.1245	0	0	0.2207	0.4604
mix_44	0.0189	0	0.0939	0.0472	0.1285	0	0	0.3678	0.3436
mix_45	0	0	0.2826	0.0524	0.0301	0	0	0.4136	0.2213
mix_46	0.122	0	0.0204	0.0354	0.0885	0	0	0.1372	0.5965
mix_47	0.1321	0	0.3231	0.0822	0.0688	0	0	0.2527	0.1411
mix_48	0.2183	0	0.4942	0.127	0.1591	0	0	0.0014	0
mix_49	0.1742	0	0.3628	0.0881	0.1262	0	0	0.027	0.2217
mix_50	0.1784	0	0	0.0556	0	0	0	0.4167	0.3492
mix_51	0.1902	0	0.4162	0.117	0.155	0	0	0.1193	0.0024
mix_52	0.285	0	0	0.0207	0.0922	0	0	0.2593	0.3428
mix_53	0.2016	0	0.3818	0.1214	0.1097	0	0	0.0819	0.1036
mix_54	0.2559	0	0	0.0219	0	0	0	0.1304	0.5918
mix_55	0.1601	0	0.3808	0.1119	0.1146	0	0	0.1233	0.1092
mix_56	0.0707	0	0.1733	0.0549	0.0089	0	0	0.3992	0.293
mix_57	0	0	0.3514	0.065	0.117	0	0	0.2726	0.1939
mix_58	0.1214	0	0.1266	0.0714	0.0976	0	0	0.1957	0.3873
mix_59	0	0	0.4316	0.081	0.117	0	0	0.0583	0.312
mix_60	0.2271	0	0.2337	0.0749	0.0264	0	0	0.2159	0.222
mix_61	0.1474	0	0	0	0	0	0	0.4825	0.3701
mix_62	0.1379	0	0	0.0105	0.0887	0	0	0.4177	0.3452
mix_63	0	0	0.3905	0.0828	0.1018	0	0	0.245	0.18
mix_64	0.1471	0	0.3618	0.0999	0.0409	0	0	0.3005	0.0499
mix_65	0.1259	0	0.1522	0.0653	0.1576	0	0	0.1315	0.3675
mix_66	0.1903	0	0.4334	0.1164	0.1545	0	0	0.0445	0.0609
mix_67	0.219	0	0	0.012	0.0982	0	0	0.2303	0.4406
mix_68	0.0603	0	0.0378	0.042	0.1024	0	0	0.1059	0.6516
mix_69	0.1401	0	0.3766	0.0959	0.0581	0	0	0.2798	0.0495
mix_70	0.2985	0	0.2048	0.1246	0.1569	0.127	0	0	0.0883
mix_71	0.227	0	0.498	0.1136	0.0687	0	0	0.0927	0
mix_72	0.359	0	0	0.0907	0	0	0	0.3403	0.21
mix_73	0.2582	0	0.116	0.1043	0.103	0.0608	0	0.0843	0.2733
mix_74	0.1811	0	0.2214	0.0802	0.0988	0	0	0.3093	0.1092
mix_75	0.1678	0	0.4682	0.1188	0.1255	0	0	0.1197	0
mix_76	0.0335	0	0.1166	0.0505	0.112	0	0	0.1838	0.5037
mix_77	0.0452	0	0	0	0.0367	0	0	0.3476	0.5705
mix_78	0.132	0	0.3804	0.0943	0.1166	0	0	0.0946	0.1821
mix_79	0.0064	0	0.4632	0.0705	0.1061	0	0	0.2386	0.1153
mix_80	0.2043	0	0.1522	0.0691	0.0156	0	0	0.24	0.3189
mix_81	0.0746	0	0.1422	0.0474	0.0099	0	0	0.4222	0.3037
mix_82	0.166	0	0.3309	0.0668	0.0612	0	0	0.1626	0.2125
mix_83	0.1334	0	0.4554	0.1046	0.1159	0	0	0.1608	0.0299
mix_84	0.128	0	0.1935	0.0655	0.0241	0	0	0.2973	0.2916
mix_85	0.0785	0	0.1845	0.052	0.0298	0	0	0.3291	0.3262
mix_86	0.024	0	0	0.0365	0.0809	0	0	0.4	0.4586
mix_87	0.0414	0	0.2782	0.0696	0.0325	0	0	0.3846	0.1938
mix_88	0.134	0	0.0954	0.0516	0.0806	0	0	0.2682	0.3703
mix_89	0.0929	0	0	0.0165	0.0591	0	0	0.3172	0.5143
mix_90	0.0314	0	0.3182	0.0721	0.0575	0	0	0.2739	0.2469
mix_91	0.1231	0	0.4186	0.1067	0.1442	0	0	0.1411	0.0663
mix_92	0.0931	0	0.3054	0.0827	0.0418	0	0	0.33	0.147
mix_93	0	0	0.6746	0.1074	0.129	0	0	0.0889	0
mix_94	0	0	0.5133	0.0899	0.175	0	0	0.0418	0.1799
mix_95	0.2055	0	0.4062	0.1199	0.1766	0	0	0.0782	0.0135
mix_96	0.1841	0	0.3512	0.0943	0.1832	0.0316	0	0.0246	0.131
mix_97	0.0736	0	0.3751	0.0857	0.0825	0	0	0.1964	0.1867
mix_98	0.1253	0	0.3398	0.0889	0.0629	0	0	0.2967	0.0864
mix_99	0.0506	0	0	0	0	0	0	0.4364	0.513
mix_100	0.1127	0	0.2553	0.0785	0.0591	0	0	0.3149	0.1796
