Mixture	naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
Mix_16	0.195945955379678	0	0.633589200014064	0.0834818295879436	0	0	0.0983871582277604	0	9999	0.657469274632385	0.751700621720788	1.01140414320945
Mix_17	0.129740872288192	0.00800833727654006	0.587525683718271	0.0851321666151612	0	0	0.0516395996528682	0	9999	0.650510144910871	0.757772507098793	0.862046659551033
Mix_18	0.124019049519675	0	0.617216277643988	0.0513448287829398	0	0	0.081853902113765	0.0322640351994701	9999	0.649760982632877	0.758963560297967	0.906698093259839
Mix_19	0.104181020229753	0.0395974473726401	0.714842049180882	0.143605055460807	0	0	0.152541028478666	0.000177402567403087	9999	0.602489323209746	0.797459021659924	1.15494400329015
Mix_20	0.257630504126356	0.053724661776668	0.649559485357259	0.0843635247211373	0	0	0.111776261199589	0	9999	0.657864583886146	0.751312399294035	1.15705443718101
Mix_21	0.246781570030483	0.0638204377249314	0.675817424049461	0.0957361200425604	0	0	0.135198878164413	0	9999	0.647566505736037	0.760167302669747	1.21735443001185
Mix_22	0.147119180911374	0.0221271308040995	0.798013523455563	0.128826519601021	0	0	0.176457631011753	0	9999	0.615786331098988	0.786558095998999	1.27254398578381
Mix_23	0.26877996283684	0	0.625617113305321	0.02996724276711	0	0	0.0824463789520945	0	9999	0.673237721220945	0.737738581383483	1.00681069786137
Mix_24	0.0509827728848056	0	0.682490019212087	0.0918094702840216	0	0	0.108618295584081	0.0205625585886526	9999	0.62627711301927	0.778134646256865	0.954463116553648
Mix_25	0.272318206180268	0.00354566293278538	0.437250929512758	0.0912423197028558	0.0070972654051011	0	0.0313237125888772	0.00301824187793682	9999	0.675332644296842	0.735920090301796	0.845796338200583
Mix_26	0.16702172492788	0.0155354997755069	0.596944429217492	0.117993815779463	0	0	0.0525632657157371	0	9999	0.65987121651878	0.74961230836634	0.950058735416079
Mix_27	0.25387039331878	0.0607280935921225	0.477418134828032	0.148564017011874	0	0	0.137204844369421	0	9999	0.65166860232367	0.756949544885561	1.07778548312023
Mix_28	0.206371970781253	0.0512998540550448	0.700483437666079	0.073222741588695	0	0	0.113515226936595	0	9999	0.647204970651621	0.760502295052979	1.14489323102767
Mix_29	0.214470090952479	0	0.536387993245112	0.139325598764817	0	0	0.0685245129572283	0	9999	0.665977884655967	0.744171286269673	0.958708195919637
Mix_30	0.127548901957314	0	0.379950314782275	0.146009794483836	0	0	0.0827999662093656	0	9999	0.618309604999137	0.78587570974601	0.736308977432791
Mix_31	0.212844784758862	0	0.647524924899369	0.0740034000137121	0	0	0.085863943439615	0	9999	0.660492713137329	0.749078172957911	1.02023705311156
Mix_32	0.120097757788727	0	0.767646509023857	0.0574383653472176	0	0	0.0819644392000707	0	9999	0.642187363879547	0.76488923329881	1.02714707135987
Mix_33	0.107559650841984	0	0.685223247609938	0.0903761178890393	0	0	0.143799081928858	0.00829559546705234	9999	0.626421591336379	0.77780443373	1.03525369373687
Mix_34	0.331587865858606	0.0433203637109844	0.694393393794313	0.0919050829239673	0	0	0.164985889958653	0	9999	0.649993473072017	0.758195376634617	1.32619259624652
Mix_35	0.158503702610394	0.0130393841315228	0.567086372884967	0.0976739964085578	0	0	0.0620244906937476	0	9999	0.647647286301237	0.760170343972997	0.898327946729188
Mix_36	0.202364848600455	0.00365298664893878	0.610499155894894	0.0811109959961951	0	0	0.0743590139733481	0	9999	0.655439598574277	0.753440844678269	0.971987001113831
Mix_37	0.126679628505195	0	0.653100959334057	0.112615031110936	0	0	0.162642638987707	0	9999	0.60135251073751	0.798443278425156	1.05503825793789
Mix_38	0.114303155719289	0	0.77651978516801	0.0784478660612438	0	0	0.162482876204781	0.00402429752288137	9999	0.614977836274848	0.787127156721828	1.13577798067621
Mix_39	0.330236137933491	0.0733867981582496	0.701545571840239	0.0602562350723675	0	0	0.170426428580513	0	9999	0.658816441065258	0.750481164020408	1.33585117158486
Mix_40	0.218145081148313	0	0.362204512442278	0.250119530768875	0	0	0.0821830349097647	0	9999	0.620351788011499	0.787168825990342	0.912652159269231
Mix_41	0.170459013821254	0	0.597076997916996	0.077578526196562	0	0	0.18717237285587	0	9999	0.626221327344363	0.778017204037868	1.03228691079068
Mix_42	0.185347380752012	0	0.547354592161397	0.132348902553352	0	0	0.0599980869059843	0	9999	0.661581523373893	0.748080273737469	0.925048962372746
Mix_43	0.282952170080811	0.0245347528961777	0.524914033162524	0.134002423485376	0	0	0.124871991790305	0	9999	0.6500484095844	0.758419948653812	1.09127537141519
Mix_44	0.139066241366651	0	0.734120313103336	0.0637619975411424	0	0	0.180568774512272	0	9999	0.618624179623601	0.784112026770922	1.1175173265234
Mix_45	0.149092769118087	0	0.57628266595107	0.128833088405135	0	0	0.146626649211023	0.0658709181055334	9999	0.628871298585522	0.775756165979867	1.06670609079085
Mix_46	0.218828972301694	0.00767203023151033	0.539892045409996	0.128561858851163	0	0	0.102860872304302	0	9999	0.659666661125967	0.74974182340721	0.997815779098666
Mix_47	0.208550862659951	0.0727834516839349	0.693429665590386	0.102575532564465	0	0	0.127224161802445	0	9999	0.632741273260404	0.772605379052089	1.20456367430118
Mix_48	0.213690777715064	0	0.633838468414122	0.0592321247668841	0	0	0.0631847309949135	0	9999	0.663032066043531	0.746866740488412	0.969946101890983
Mix_49	0.108129189539721	0	0.436220076052488	0.108367282114087	0	0	0.0659466509181744	0	9999	0.631751163029601	0.773840285605146	0.71866319862447
Mix_50	0.097904917292812	0	0.610851757110258	0.120716322745442	0	0	0.13026125855041	0.031764746512083	9999	0.623494347530562	0.78014543404392	0.991499002211005
Mix_51	0.189811190499564	0	0.654304610110118	0.0562989767604481	0	0	0.0822309758728597	0	9999	0.649917542356201	0.758216109802421	0.98264575324299
Mix_52	0.0955479293112837	0	0.629461075495522	0.120613254318909	0	0	0.136970220803213	0	9999	0.609863520604346	0.791757427346786	0.982592479928927
Mix_53	0.229624683328274	0.0303459189583946	0.654065508029019	0.106804834425781	0	0	0.117080384497552	0	9999	0.654559315889539	0.754179149438889	1.13792132923902
Mix_54	0.164302918779999	0	0.543769162774812	0.0770239611451933	0	0	0.23556737104098	0.132190130298918	9999	0.60707738776663	0.79296836471947	1.1528535440399
Mix_55	0.0966034692418278	0	0.596106788812601	0.10123074693631	0	0	0.13382359567403	0	9999	0.603837615105326	0.796498164284396	0.927764600664769
Mix_56	0.13078700652546	0	0.612580929144028	0.130656458801414	0	0	0.154166422789036	0.0383538844662104	9999	0.624354055445187	0.779360626571168	1.06654470172615
Mix_57	0.0513734968604005	0	0.662024728006844	0.0357573303923828	0	0	0.130075362126186	0	9999	0.600586185610683	0.798891965056199	0.879230917385813
Mix_58	0.103838432327439	0.00940510619878859	0.707262317944646	0.0783361025606104	0	0	0.0620244730263011	0	9999	0.631220891609833	0.77411078552003	0.960866432057785
Mix_59	0.121067040024303	0	0.610272750513189	0.087589110382232	0	0	0.141542763412939	0	9999	0.602435369036836	0.797415329477539	0.960471664332664
Mix_60	0.177753676025356	0.0614377559147148	0.341939835238352	0.111661988431281	0	0	0.0892130154057276	0	9999	0.657765136983951	0.751549008597885	0.782006271015432
Mix_61	0.309440764752902	0.0403415485011246	0.505795045340396	0.0757356220911038	0	0	0.101543925840503	0	9999	0.659786651936564	0.749989790129713	1.03285690652603
Mix_62	0.331388204835676	0	0.353227801554764	0.161462523531955	0	0	0.0304625721417091	0	9999	0.667044965349161	0.74655020398925	0.876541102064104
Mix_63	0.125100994799338	0	0.607553385781287	0.0766976362491469	0	0	0.201415040986234	0.105938132548053	9999	0.601829446623822	0.796916887091182	1.11670519036406
Mix_64	0.267699767169161	0.0433285959441122	0.6896735555981	0.128639706888757	0	0	0.165025233796697	0	9999	0.644594170225432	0.76273358747453	1.29436685939683
Mix_65	0.232966431396433	0.0609994488052846	0.640433933024254	0.112984572959987	0	0	0.112257002077698	0	9999	0.643949538312755	0.763281561457413	1.15964138826366
Mix_66	0.197924075683603	0	0.535699396322969	0.066849743006686	0	0	0.0457371074906478	0	9999	0.661460152521944	0.748192064333229	0.846210322503905
Mix_67	0.368347241386829	0.100543308827706	0.628610672120421	0.0301081080993969	0	0	0.161283084045291	0	9999	0.666067022160216	0.744190812079192	1.28889241447964
Mix_68	0.132975515414237	0.0189807698289394	0.606278556419211	0.168615607633271	0	0	0.0990205253433382	0	9999	0.633247507491806	0.772557356851871	1.025870974639
Mix_69	0.332962583468641	0	0.494745344357905	0.0862341959379044	0	0	0.0677600019333653	0	9999	0.669943564021878	0.741117239388102	0.981702125697816
Mix_70	0.125470313264036	0.00633169541376375	0.668168099716139	0.147670812606612	0	0	0.076342422785048	0	9999	0.6383559438894	0.768239224546518	1.0239833437856
Mix_71	0.14115163238582	0.0385614371592308	0.457703090263224	0.194248083614076	0	0	0.0910130319369875	0	9999	0.607106858256199	0.795266069743523	0.922677275359339
Mix_72	0.128193816070857	0.0139326421181574	0.873199280130518	0.0656657223262709	0	0	0.115806303370735	0	9999	0.636117673863321	0.769897877526704	1.19679776401654
Mix_73	0.0774427641099864	0	0.658865231727714	0.0855002355660379	0	0	0.108880110453329	0	9999	0.608046623680995	0.793116724788821	0.930688341857068
Mix_74	0.314614645462806	0.0580843933550961	0.496955009277401	0.122684898155319	0	0	0.111384909717772	0	9999	0.648718523793501	0.760049518198443	1.10372385596839
Mix_75	0.13661877573336	0	0.533520135398838	0.0459032901323148	0	0	0.0815343670518579	0	9999	0.637827381578755	0.768382555552607	0.797576568316371
Mix_76	0.131870021418943	0	0.510474034329703	0.071374908718884	0	0	0.0822242322482873	0	9999	0.632413134631688	0.772943320700792	0.795943196715817
Mix_77	0.167785941715522	0.0473614303726883	0.818287735865466	0.0480113126808511	0	0	0.120990324968643	0	9999	0.631844625059385	0.773325490023585	1.20243674560317
Mix_78	0.0647575285051048	0	0.490472489391374	0.0775581300379261	0	0	0.0643951262120247	0.0117330447828274	9999	0.621138166766746	0.78234031477751	0.708916318929257
Mix_79	0.140350580043661	0	0.641874852358298	0.0800445640756176	0	0	0.16375733455888	0.109189516040625	9999	0.604412743573868	0.795095220987865	1.13521684707708
Mix_80	0.154234411373384	0	0.763483188517677	0.025649078017603	0	0	0.0787345848537302	0	9999	0.641097525804902	0.765778031663782	1.02210126276239
Mix_81	0.191823498971308	0.0606862579958651	0.545157772146129	0.154796313329445	0	0	0.105094893368051	0	9999	0.63111147998357	0.774320162218989	1.0575587358108
Mix_82	0.106330845585688	0.0565342183360984	0.365551032483046	0.116492706378576	0	0	0.113094191984354	0	9999	0.623737199387282	0.780266777713874	0.758002994767762
Mix_83	0.261484180834034	0.0340697362889502	0.59387401332273	0.0778243829019569	0	0	0.0945121508363673	0	9999	0.656158952893931	0.75281376083137	1.06176446418404
Mix_84	0.169836959192262	0	0.652501237054445	0.108916273691193	0	0	0.088121994343975	0	9999	0.651639920760974	0.756727507138797	1.01937646428187
Mix_85	0.132625322995673	0	0.57314454867853	0.0635467950089162	0	0	0.0810658451024523	0	9999	0.632184741178132	0.77311697465759	0.850382511785571
Mix_86	0.151559237237736	0	0.611309147353338	0.110051866144643	0	0	0.161152989839445	0.0213381318773374	9999	0.610218743377603	0.790836798704027	1.0554113724525
Mix_87	0.349625283948232	0.0897414596069632	0.30160999171512	0.0558399530545086	0	0	0.142997005070203	0.168741461058421	9999	0.657822757845005	0.751550018962147	1.10855515445345
Mix_88	0.206158359623742	0	0.571054334029583	0.0869446145866564	0	0	0.0848660660652901	0	9999	0.665819416238686	0.744362187562989	0.949023374305272
Mix_89	0.0931492262043017	0	0.791382979845577	0.0854117292350043	0	0	0.207600992998037	0	9999	0.601550277741514	0.798149079125778	1.17754492828292
Mix_90	0.1525358299004	0.0225478695458966	0.506355314006058	0.108328091236318	0.0022209057150853	0	0.0443520958916932	0	9999	0.632828757322991	0.772931037110554	0.836340106295451
Mix_91	0.322645025575635	0.0372805964290418	0.489045334064594	0.0520312073361508	0	0	0.0479497042911123	0	9999	0.687813881649873	0.724258300213211	0.948951867696534
Mix_92	0.197247600541631	0	0.678130093817981	0.0276846278333012	0	0	0.108339767363978	0	9999	0.650273394559522	0.757934621300724	1.01140208955689
Mix_93	0.101611171475536	0.030437354148228	0.84713718737787	0.0728002987916822	0	0	0.101920884846328	0	9999	0.628489751886507	0.776227349215475	1.15390689663965
Mix_94	0.219264090292575	0.00979504189752205	0.573552452156216	0.0705205866870939	0	0	0.0935183348572482	0	9999	0.665896688331004	0.7443094389222	0.966650505890655
Mix_95	0.120943689629147	0	0.646226767184981	0.0304848634661868	0	0	0.0640886168833472	0	9999	0.635026509892326	0.770831088328974	0.861743937163662
Mix_96	0.0731718492857742	0.0138541428893414	0.699615682614382	0.0696261605390091	0	0	0.067671989249426	0	9999	0.62267049227082	0.781208292893759	0.923939824577932
Mix_97	0.254176271249968	0.0327923567302725	0.592639001492899	0.108438801608519	0	0	0.133723074944171	0	9999	0.643250840845319	0.763959680321407	1.12176950602583
Mix_98	0.351672889530156	0.150946400502347	0.566230983772224	0.0502700674371979	0	0	0.173269020458874	0	9999	0.637698537121726	0.769712816115355	1.2923893617008
Mix_99	0.049372042575326	0	0.536371127234153	0.0541641131132736	0	0	0.0648418829945854	0.0314831911480619	9999	0.638969922840241	0.767933046231235	0.7362323570654
Mix_100	0.226495673354793	0.0567361475962115	0.824618137591109	0.0237896452314989	0	0	0.118478517027995	0	9999	0.63720942392951	0.768893993332885	1.25011812080161
