CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	otherCells
Mix_18	0.0342840955319388	3.5442269297363e-07	2.32965033655405e-05	3.25961977166378e-10	2.9401791086469e-07	5.16088048457615e-05	2.90115801331884e-08	3.24541969572235e-06	0.965637075962008
Mix_19	0.0342145102937984	3.56592278788083e-05	3.73398850575492e-08	8.56853010591223e-05	2.33407515078104e-06	3.35021754385246e-05	8.17567439181923e-08	9.40080260709405e-10	0.965628188889965
Mix_20	0.0351991872901301	1.2701783824646e-05	2.91974592055276e-06	7.76903983272659e-10	9.24406804487998e-09	4.12095436874279e-06	2.34050424017141e-06	2.49082534277236e-07	0.96477847061801
Mix_21	0.0345533942963928	8.00265369630177e-05	2.60406984730447e-05	6.95435506288168e-09	7.66969556583264e-08	6.73335992409918e-05	2.10912523879176e-07	4.17252787388214e-08	0.965272868579817
Mix_22	0.0340516250521987	5.32573199152088e-05	4.01586522928552e-07	1.42277380325426e-05	1.58535642415107e-05	8.12452096186959e-07	1.242535634605e-06	1.57177747520857e-09	0.965862578179581
Mix_23	0.0353973287139041	4.98515989759244e-06	2.01828332255309e-08	1.82906636490915e-06	2.48519417065816e-10	1.88028580057939e-05	4.96582375914246e-08	1.56655325720755e-05	0.964561318579665
Mix_24	0.0347156552621474	1.63900946024505e-05	1.44194111580356e-09	2.76378777189623e-06	2.36635637451723e-06	1.09240624106301e-08	4.02304209486635e-08	2.42450430845514e-05	0.965238526859595
Mix_25	0.0370915956202676	1.1825765899797e-05	3.28968067259161e-08	8.33521549452514e-06	5.36011133275635e-09	1.54488345312809e-07	1.10163033854855e-07	1.38993403452684e-05	0.962874041149696
Mix_26	0.0364563608167238	8.58093363944687e-06	4.94327834124137e-09	7.18719589499866e-07	4.82303781020046e-06	1.72754023090139e-06	1.4088643973858e-07	1.25636388685309e-07	0.963527517485899
Mix_27	0.0366690256265597	6.2390793593452e-05	4.7077556320782e-06	6.1587874610421e-06	1.62402035314489e-09	7.01656257494801e-07	4.69297310190293e-08	1.52997547223848e-08	0.96325695152699
Mix_28	0.0341911333630133	3.84765280923201e-06	4.06313055842346e-05	3.51376741815518e-10	9.52764854616104e-07	5.82110142519561e-06	1.17613713919112e-07	2.36290462823476e-07	0.96575725955676
Mix_29	0.0365639515127843	5.29302019155207e-09	1.91303166214538e-05	1.03638750541714e-10	5.14300429225347e-08	1.78924395595084e-05	3.85622518185207e-07	4.46752631627259e-07	0.963398136529183
Mix_30	0.0365871996094431	5.77855597052843e-08	4.72143094419779e-07	2.11132112639799e-08	3.66506162577827e-09	7.57272495957283e-06	1.25653175623515e-06	1.62718186693961e-06	0.963401789245047
Mix_31	0.0355615233666951	6.52735508635692e-06	6.7297670959691e-10	1.34571122912356e-06	6.78793463768979e-08	1.54695311451205e-06	3.26224887528232e-06	3.52866790371432e-06	0.964422197144773
Mix_32	0.0344298537609524	2.93436818148658e-05	2.62977964259001e-05	9.26280132623338e-09	4.65577339951489e-07	5.31446281755215e-11	6.5037395475424e-08	0.000101842540600759	0.965412122289525
Mix_33	0.0346923964119555	6.31887693103677e-05	8.97027327101079e-06	1.87117988846368e-08	3.75218478976429e-06	1.8634884008301e-07	9.75788243211545e-06	4.98283299545352e-06	0.965216746584607
Mix_34	0.0339604198405247	6.15661846470222e-06	8.78657708343647e-08	2.02508200522263e-09	1.97093826704258e-05	1.11066062461259e-05	3.2694806850143e-07	2.0147992847497e-06	0.966000175913888
Mix_35	0.0349962025768581	2.07745612199908e-05	5.66436709718571e-07	2.57967006841919e-08	8.47881623473716e-06	2.76909161406391e-06	5.33358197370036e-07	2.12862199403268e-07	0.964970436500266
Mix_36	0.0357295364362126	2.34982009074606e-05	8.73231929900663e-06	5.19648948665899e-10	5.91091915300166e-07	7.19466867646449e-06	4.29178702237709e-08	5.42656345789823e-09	0.964230398418907
Mix_37	0.0352739035144992	2.55789501563763e-08	7.69596308682097e-10	2.44846608637011e-07	7.77192349891041e-07	2.22666040044869e-06	5.02370369761309e-09	4.29738358997945e-06	0.964718519030302
Mix_38	0.0336519942416454	6.74330479861526e-09	3.42702994491085e-06	2.40722643158325e-05	5.7010861977013e-07	9.49761832304094e-07	3.76707160201178e-06	1.42102456829366e-08	0.966315198568489
Mix_39	0.0345053383853715	3.62520840729787e-06	4.96065756458759e-06	4.41731492044539e-06	2.8699146705393e-10	4.06788617302556e-07	2.45596669225865e-08	1.24852175902327e-05	0.96546874158087
Mix_40	0.0360549613037404	2.70240450200503e-05	1.36829688384842e-05	2.43770788057638e-05	1.1351830684661e-05	6.60377913277507e-08	8.93194626097881e-07	1.0091936607846e-07	0.963867542621127
Mix_41	0.0340040127552422	2.35520330397828e-06	4.21413129954676e-10	1.09346651205737e-05	1.8311432328278e-07	1.73015813384275e-07	1.3248584865012e-08	0.000134502156963938	0.965847825419235
Mix_42	0.0368794816723747	8.5541783829761e-06	6.42908025544608e-09	7.6980943296885e-07	1.28929930170413e-05	8.44150938520436e-10	5.42601746717019e-06	1.73586697716564e-06	0.963091132189117
Mix_43	0.0353084693074057	1.6108885159178e-05	2.76337114349254e-09	1.39825798834906e-07	5.19245647263065e-06	1.0142641078217e-06	3.13901288938251e-09	5.12581642181011e-06	0.96466394354225
Mix_44	0.0326629060506406	5.28394230666672e-06	1.67224236014422e-05	1.13288113248766e-10	9.92845025185856e-06	5.21407795234134e-09	2.39979122530675e-08	0.000188565861717954	0.967116563946203
Mix_45	0.0358228697153728	2.38338162264689e-05	1.74696987992177e-05	1.75980384471923e-11	4.73820086342313e-07	4.48383426959841e-06	3.13112168868852e-09	5.23906659495617e-06	0.964125626899931
Mix_46	0.0368068471475898	8.89195107744363e-07	5.67010586376099e-08	4.64734750129522e-06	5.97987487553654e-06	2.31352487365366e-07	7.52818735681345e-07	2.33661389198526e-05	0.963157229423724
Mix_47	0.034399591250612	1.35410652172937e-05	5.69905230832754e-08	1.35743324320111e-07	1.15402558399196e-08	7.73983275357157e-06	3.05400649604728e-08	3.91158892348627e-06	0.965574981448325
Mix_48	0.0351576681420391	2.61072881396933e-05	1.38523545284648e-05	5.0972381792241e-10	3.87409085353179e-07	1.5404176451938e-06	1.8093197502567e-08	1.86047834849669e-05	0.964781821002156
Mix_49	0.0349721836055783	8.61169246220932e-06	1.49290812622363e-06	3.06658826148101e-08	2.22646521999519e-05	6.9516660463062e-09	5.7099772086431e-07	4.65427277178741e-06	0.964990184253592
Mix_50	0.0361860384853839	9.18205167141287e-06	1.54688976552146e-09	7.71456713938389e-06	5.44971886390834e-06	1.50904832446548e-05	5.2479070454804e-07	1.90980057999134e-08	0.963775979258097
Mix_51	0.0350307668584419	3.18096667986754e-06	1.13893857284264e-06	2.36767656887112e-10	2.44291596574273e-05	4.98080941125791e-09	1.18540574550321e-08	1.38978063951594e-07	0.964940328026949
Mix_52	0.0358216592338421	4.11063147043739e-07	1.11302431622901e-05	1.32190126917304e-09	6.88514212549937e-07	1.30857089459222e-06	1.08423876183719e-08	3.17222406019375e-06	0.964161617986392
Mix_53	0.0351215535113446	6.95519880905559e-05	1.2804791965659e-06	3.84446629593996e-06	1.57652443019002e-09	8.29027726641933e-08	1.57533600034259e-06	6.42554222788407e-08	0.964802045484353
Mix_54	0.0326325966196212	5.24701266576934e-06	4.38262070190977e-10	1.02119930688481e-05	2.99712848300126e-06	1.74956997304848e-07	1.5056134037592e-07	2.04720274043185e-09	0.967348619242359
Mix_55	0.0346628802171969	1.5893743888883e-06	1.94178575327506e-05	1.8708310140481e-09	7.72962718662015e-10	8.31802712603148e-06	1.18883799535786e-07	8.10844756573883e-06	0.965299564548596
Mix_56	0.0358441807882061	2.23283581958882e-07	7.43939844093125e-09	1.51276635425705e-06	8.94191685917492e-09	7.06197345119149e-06	1.23111040607452e-08	2.10937539908217e-07	0.964146781558447
Mix_57	0.0327317082492318	3.1102742876862e-06	2.75240240515238e-06	2.13813834162521e-09	1.35533135688428e-06	1.63244951800517e-06	5.7453486076372e-07	1.04068369732599e-06	0.967257823936504
Mix_58	0.0351921647716593	9.84448107623142e-06	2.04695943805621e-11	1.57223583951634e-09	3.34372820643385e-06	8.63573673876251e-06	6.50911893188856e-08	1.87031686766825e-07	0.964785757566738
Mix_59	0.0346780713812276	4.14356378020088e-07	1.18116350045411e-05	1.06052781838159e-07	4.30683962346224e-09	1.1778882127937e-07	6.86461732227868e-08	9.11869507894008e-06	0.965300287137695
Mix_60	0.0383444117105837	6.95990912583677e-05	8.99178015982108e-05	6.65957102254172e-09	2.22460849977369e-06	4.10727495165855e-05	2.87887712294674e-07	2.93539482006973e-05	0.961423125543059
Mix_61	0.0355668848228875	1.67939855691781e-05	2.85089149959203e-09	1.29478912498577e-09	1.66166348680693e-06	3.01713125408881e-06	1.06034480204486e-07	4.34771787448592e-06	0.964407184498767
Mix_62	0.0362971814409962	1.22024346618223e-05	6.52883784723743e-05	4.04205645461481e-12	2.83441908022696e-06	1.36624089495235e-05	2.59009035194201e-09	4.15434806596209e-06	0.963604673975641
Mix_63	0.0326987917178416	1.03538901420701e-09	2.1102040081104e-06	1.76636427839904e-05	7.28501231440143e-06	4.08946404013693e-10	3.4258918865144e-06	2.58296042410099e-05	0.967244892482589
Mix_64	0.0343393142900029	2.44901047764471e-05	2.07988667302756e-05	7.4870415823526e-05	3.12920414097576e-09	4.62046963248439e-05	2.29721095480982e-08	3.6755975448465e-11	0.965494295488272
Mix_65	0.0350318262265819	4.43628315890566e-05	9.92335562756474e-08	4.71082329989628e-06	3.03209963700132e-09	2.9987283154035e-06	9.56757635930478e-09	1.90456331336189e-05	0.964896943923848
Mix_66	0.0358343405398273	4.15911531876679e-06	2.58679028504709e-06	3.49492533511393e-07	4.890786791586e-06	4.95423706322391e-10	1.03363975518099e-07	2.56394926711501e-05	0.964127929923173
Mix_67	0.0343112748295743	9.10940807255625e-07	4.34373738779493e-08	6.73028514507821e-08	1.25221079018944e-06	5.17013352656315e-06	6.60986360510561e-07	4.95071049073775e-07	0.965680125087667
Mix_68	0.0360202530689174	7.56188763853902e-08	3.22806881639363e-09	1.52197171260984e-08	1.12520376312661e-06	2.81231603522492e-05	1.66302978260226e-07	2.18627064550512e-05	0.963928375490872
Mix_69	0.0364849326311654	1.91679136509294e-08	1.72821965766591e-07	9.65033687875453e-07	4.00808458247272e-06	5.67880036831325e-10	1.87606047820386e-07	2.89485219040132e-06	0.963506819234567
Mix_70	0.0355408349628763	2.66949604983241e-06	5.20748280312653e-06	9.48420266035906e-08	1.40841068650146e-06	1.56213489342614e-07	1.11566362841323e-05	1.04624224167817e-05	0.964428009533367
Mix_71	0.0361214186746744	2.83578091321007e-06	8.59852079366903e-07	4.33640137502965e-09	2.56656940957866e-06	3.74633209324432e-08	1.05547634854007e-07	1.93915965384778e-06	0.963870232615913
Mix_72	0.0342948639047376	1.37675205175275e-05	7.75706605573525e-08	3.23493524808484e-07	1.6443591803811e-05	2.01379177823712e-06	9.91894413647584e-08	1.24955096235677e-06	0.965671161386574
Mix_73	0.0346628149073003	1.35201943037971e-05	1.1159410790533e-09	1.19240032409358e-05	1.22164276302399e-08	1.23181416821067e-05	4.94971995855878e-07	8.42579421983301e-06	0.965290488654889
Mix_74	0.0344988352788583	1.18473144966988e-08	2.62954598819659e-08	1.81166439810428e-07	7.37797534693554e-10	6.54429013711918e-10	1.89481271405651e-06	0.000223534716414339	0.965275514490573
Mix_75	0.034353814804304	2.57286346165097e-09	1.1065115886842e-09	5.12689669280111e-06	1.45437330286318e-05	5.09797611661165e-06	2.30937501281474e-06	6.34117846909349e-05	0.965555691750779
Mix_76	0.0354286722012146	2.44999810631104e-05	1.46182701228718e-06	2.59386335699457e-06	2.3863041466242e-08	6.73208439864228e-09	8.45852150013936e-07	5.90094050158508e-06	0.964535994739576
Mix_77	0.0328405968330428	6.25186176087276e-08	8.97895633624809e-06	2.18317992583009e-05	1.46682937012651e-05	1.73665913751962e-10	7.38543230888616e-08	0.000124986859048208	0.966988800712006
Mix_78	0.0356242547808641	7.2243115676525e-05	2.85450956718881e-05	3.21134423450346e-10	2.61922328944877e-05	2.67697770975366e-10	1.42742203971411e-06	7.02294729494368e-05	0.964177107291072
Mix_79	0.0326960170229943	7.94021299248628e-06	1.55372336934412e-05	5.76700928124795e-11	7.32166054052622e-06	4.31086161601882e-09	2.03155368339199e-07	5.90390997765473e-05	0.967213937246103
Mix_80	0.0341714927557771	1.09450825311317e-06	4.54517265728546e-05	3.20094226194988e-10	8.22495638401812e-06	1.14447838784479e-05	7.08467268065448e-08	2.13087630741091e-07	0.965762007014683
Mix_81	0.0350207505160841	1.02422010509581e-07	3.03707682826619e-07	5.17835719927799e-06	1.41594113320047e-09	8.45671581476473e-06	1.8374085336822e-08	7.50445347550004e-06	0.964957684037707
Mix_82	0.0371707976459191	7.1092853991747e-05	8.00125432303132e-08	1.68579909025896e-05	5.47595571165284e-10	7.41280897598348e-07	1.97432277922205e-08	6.09889139775813e-05	0.962679421010945
Mix_83	0.0350156315782402	2.41740010754911e-08	1.84305047300511e-05	9.51529047489635e-07	3.24092530217686e-07	7.9640977031032e-10	1.45258107783498e-08	0.000143999811331682	0.964820622987899
Mix_84	0.0354605730175131	3.48282858438668e-05	1.74026146048124e-05	2.38461154185363e-09	2.26588492945518e-05	1.403284997713e-05	5.2931427651031e-08	3.71417074385817e-07	0.964450077649653
Mix_85	0.0353213159976288	5.71440551601541e-07	6.24683877580314e-06	5.80780326094869e-05	6.46920439515119e-06	1.23172121106212e-06	1.22143779927364e-07	6.12714181448375e-11	0.964605964559777
Mix_86	0.0343526332952993	2.05503795881561e-06	4.6911895659395e-05	3.8373565165435e-09	6.86471135813127e-08	1.97629715070647e-07	2.84331731283028e-07	0.000146654322249453	0.965451191002917
Mix_87	0.0352984832294732	1.35721896909557e-06	1.28701936066282e-05	6.90714024161574e-09	8.88039966296674e-09	7.86007812105798e-08	1.77668468503233e-06	2.01345644526543e-05	0.964665283720492
Mix_88	0.0368121562838428	3.8974013237432e-07	1.33679193562872e-06	2.41165614063594e-06	1.6573376938962e-08	1.43460893556364e-10	8.9786601090552e-08	1.74347303747174e-06	0.963181855551472
Mix_89	0.0326962805749391	6.01426058769164e-06	4.33310199717776e-07	6.3417565591125e-05	1.83000056642452e-06	1.57742602405847e-05	2.43703708732036e-08	3.14684644810579e-10	0.96721622534282
Mix_90	0.0344455467086758	6.7137998100495e-07	9.04418193293505e-07	1.75544404221144e-08	1.19209766787e-09	5.52385054401406e-07	1.35197845186832e-07	3.69196322070858e-06	0.965548479200491
Mix_91	0.0364049314710424	3.68228057260848e-05	1.26286226747546e-07	1.06255348184511e-09	7.35094200108233e-06	5.96456434198104e-06	6.33788251428421e-08	1.57033039700776e-06	0.963543169158886
Mix_92	0.0334020688575764	5.26839985239701e-06	1.25575907557907e-08	3.43025861252895e-06	1.63983397909309e-08	9.38926134973797e-09	2.03169840311619e-05	0.000105771633929307	0.966463105520806
Mix_93	0.0331992431128236	0.00010226470688367	1.56609892722137e-06	3.25536042462317e-05	1.00208644798659e-05	2.317445894892e-05	1.73609851828089e-05	8.56984276952016e-08	0.96661373047008
Mix_94	0.0362359087634435	4.16359869388129e-07	1.35066576554619e-07	1.02056996812909e-09	2.18544088429381e-05	4.62523552503571e-05	9.36686106149604e-09	1.7322832664364e-05	0.963678099825922
Mix_95	0.0339689540661164	1.44597581856984e-07	1.06565462586586e-05	3.95150232181086e-06	3.95230657388051e-08	1.41214848084031e-07	1.33923696668499e-07	5.96109324647407e-05	0.965956367693646
Mix_96	0.0346694588392497	1.9406161859383e-06	1.14528141382288e-06	1.24643803714518e-05	8.58136422780876e-09	3.9038120541473e-10	2.12199184116244e-07	0.000117579296952212	0.965197190414897
Mix_97	0.0348569011689708	4.43802621664753e-05	3.30986590017205e-07	1.71871524256901e-06	1.18876255674055e-08	1.95007581254378e-07	1.00247369621267e-06	1.0075619710763e-05	0.965085383878416
Mix_98	0.0334434890626996	3.21131152099397e-06	5.60313445676529e-06	8.87670519226184e-06	3.14648282500632e-07	4.31859723482738e-07	2.78110257090249e-09	6.06488501062782e-10	0.966538069890533
Mix_99	0.0343900634519628	8.0883056421333e-06	2.76563780475257e-08	2.38052031250432e-06	2.86783105157208e-06	7.30550637425471e-06	2.59469059245393e-07	4.44030776404165e-09	0.965589002818912
Mix_100	0.0330448295573984	8.62688339735284e-06	5.11991976259952e-07	1.76504101257463e-06	7.22856327726652e-08	6.97903169814776e-06	1.04110402829276e-07	1.08957187875385e-08	0.966937100202763
