B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage	otherCells
mix_15	0.565988720275588	8.11164618286156e-05	0.433929972409352	3.88472452859442e-08	1.15252730912984e-07	3.63941575515088e-08	3.59097418467513e-10
mix_16	0.532187067056163	0.0479920848294413	0.419590715890223	0.000230073564586696	4.12949423097098e-08	1.66897844422743e-08	6.74859723659438e-10
mix_17	0.330227575460474	0.000161088728027177	0.614853928964186	0.0449277108609158	0.00965268329994985	0.000160535974460959	1.64767119865683e-05
mix_18	0.506044963889995	0.0589775768728325	0.247048062143568	5.38100684164137e-06	0.123945999356765	0.0639780139800462	2.74995104465603e-09
mix_19	0.619012915947727	0.00421081044331386	0.376776247057832	8.55478273864828e-09	1.08393413728627e-08	6.85950071519307e-09	2.97503022217427e-10
mix_20	0.162919080292054	0.424423590999273	0.412656038566192	2.76859918828483e-07	2.89583731784748e-07	7.20492612571638e-07	3.2062181798409e-09
mix_21	0.40040244606164	0.253637401712463	0.345383252483609	3.62899172409629e-06	0.000573047243048449	2.235033038962e-07	4.21207513312538e-12
mix_22	0.541486797968881	3.53244003992321e-05	0.413797352239761	4.00263258419391e-05	0.04193558849837	0.00269075311445969	1.41574522867227e-05
mix_23	0.571175195855713	0.00599484217784058	0.37726111860275	5.2370358584405e-08	0.0455684618871357	3.27482750948086e-07	1.62345126231145e-09
mix_24	0.707486093931536	0.000114120348696258	0.290350773865803	8.62980227384889e-07	0.00204796988162758	1.73752766538586e-07	5.23934362561818e-09
mix_25	0.521407008322079	0.019907806666841	0.448489670549966	1.96038215497057e-08	0.010192527551865	2.96250058854073e-06	4.8048389711397e-09
mix_26	0.604142077791	0.103846088508806	0.292010990133125	7.25906725640637e-09	4.04914259357458e-08	7.86835593818644e-07	8.98098129198388e-09
mix_27	0.613191017144178	1.89132190767643e-07	0.386749676904756	9.86565808974732e-09	1.11683502484576e-05	4.64938413834224e-05	1.44476158447926e-06
mix_28	0.203160999271094	0.385995292347044	0.410836810448599	6.39841653820031e-08	3.16850408692886e-08	8.44525310854986e-10	6.80141953091074e-06
mix_29	0.555635303449882	0.000147237580565916	0.444213159298469	9.05850147259515e-08	3.60068955708495e-08	4.17156831574321e-06	1.51085755017988e-09
mix_30	0.599153936254638	2.77755101524432e-08	0.400834226527853	1.09477548234878e-05	1.49230308792434e-08	8.46074106399418e-07	6.90038914896718e-10
mix_31	0.517600200187402	0.0122812674746113	0.470116578430696	8.16025263283664e-09	1.93718270636803e-06	6.7798027277321e-09	1.78452941312912e-09
mix_32	0.579942652602662	0.000401828544578299	0.419614280759267	1.25313671957565e-07	3.39465927027764e-10	4.1111837409559e-05	6.02945249283948e-10
mix_33	0.7159148825569	0.00316381962423881	0.280916958429841	1.14432407257234e-06	8.26589046504776e-07	2.36847449982751e-06	1.40121247937941e-12
mix_34	0.513657360179824	5.62203840311373e-05	0.481219001326102	2.78053368580345e-05	3.86706670187727e-09	0.00503959822501585	1.06811021138853e-08
mix_35	0.499536526826066	0.00238899636743686	0.463938841955117	2.16403096339715e-08	0.0341334942821276	1.85045931798353e-06	2.68469624864487e-07
mix_36	0.444955800409265	0.155695703135915	0.395702593975899	0.00164433963293576	0.00159189355155673	0.000409648797874911	2.04965532324408e-08
mix_37	0.418473372673385	0.244944657968084	0.336474464964728	9.60940020513136e-05	1.09579681988255e-05	4.51825953088903e-07	5.97599747464983e-10
mix_38	0.567150875137394	0.000265581878829672	0.43258322255803	2.35127300960839e-07	3.32602372301289e-08	4.82507675349148e-08	3.78744113849194e-09
mix_39	0.357550706651345	0.000107001096078727	0.642341638961314	6.01041976031092e-07	1.788414399617e-08	3.43034309102541e-08	6.17110806899746e-11
mix_40	0.620414743038662	0.0351251589714141	0.342455106990917	0.00196019263503329	2.65724036064783e-05	1.82249860616178e-05	9.74305081058447e-10
mix_41	0.744467821132579	2.61511074140614e-05	0.255505743088124	1.74176341684308e-08	2.19267197722896e-07	4.64144090069503e-08	1.57264246070099e-09
mix_42	0.320055878202511	0.00987740095103947	0.669064133650982	0.000204149290962058	1.62788809047343e-06	0.000796809099697254	9.16717923793442e-10
mix_43	0.649066043350992	0.00301853236518361	0.347904802999426	1.98839567342971e-09	2.36549830865565e-07	8.25920115844034e-06	2.12354501294421e-06
mix_44	0.573728515722049	0.00297700670787169	0.423277041259801	4.54215389890949e-07	1.64256127355956e-05	5.49390478177028e-07	7.09167480295037e-09
mix_45	0.646673110830988	0.0414337987623327	0.311876946894577	6.48797809990078e-06	7.32619503449809e-08	9.57766523917198e-06	4.6068125980625e-09
mix_46	0.173431511030213	0.364540704313412	0.46202766429778	6.23874375269468e-08	2.80969172047441e-08	2.53643951861723e-08	4.50984483091332e-09
mix_47	0.602191674940046	0.0255537991465151	0.370153400009524	0.00209079056257083	8.33183375949922e-07	9.49585541101335e-06	6.30255736489005e-09
mix_48	0.5831653864834	3.00204765597105e-08	0.415363347502586	0.00144113890457392	6.84936532699393e-10	1.51250092641799e-05	1.49713947634744e-05
mix_49	0.568129095726738	0.00180681377464726	0.429462110712586	1.56875113211877e-07	1.43758527300999e-07	0.000601678528556386	6.23831430957012e-10
mix_50	0.23179179834982	0.284445814057544	0.483734657575489	2.44752841478965e-05	2.3405091107382e-07	4.28972555378203e-08	2.97778483349109e-06
mix_51	0.367496674556386	0.00197522478376282	0.628959793108707	2.96120794132897e-08	0.00145604391324552	0.000112233443789773	5.82029757723035e-10
mix_52	0.318488848016317	0.128734965658583	0.552518970114407	0.000256523974945269	9.36987472933634e-08	5.97219400616674e-07	1.31759969601575e-09
mix_53	0.503408608389406	5.2074789438097e-08	0.488694362417609	4.50537564139623e-05	0.00785190898091235	1.23807593031681e-08	2.00010996653788e-09
mix_54	0.176096582842262	0.380679809505773	0.443192870061745	1.26432146239673e-09	7.39383823577723e-07	2.99968467241444e-05	9.53508383361168e-11
mix_55	0.731982082382172	0.00880755658370909	0.250517787740624	0.00869237035287349	2.10805945262273e-08	1.84436370885599e-09	1.80015663486799e-07
mix_56	0.532842617418562	0.0460248974958777	0.421131878090629	6.41583300853994e-08	1.16580006916499e-07	2.72119880413245e-08	3.99044606025356e-07
mix_57	0.501673902202355	0.0178310794417957	0.480494893273451	5.63248963106055e-08	1.43912024849838e-08	4.6184950085262e-08	8.18134981983576e-09
mix_58	0.554775607011779	0.000390031842647189	0.444791382469673	5.7439790328731e-07	1.10031334127603e-07	4.22892210268709e-05	5.02563712867499e-09
mix_59	0.652703499178996	4.76925403410644e-06	0.34677660023192	3.92860710020023e-05	0.000472209575688194	3.53198217286727e-09	3.63215637766423e-06
mix_60	0.662353858712221	1.38700302615417e-05	0.337630415310951	1.73178992927716e-06	4.69774029871231e-08	6.90033369171899e-08	8.17589762558413e-09
mix_61	0.737367810150197	0.00447834014117469	0.258137958741394	1.18338294991502e-05	4.56348732244311e-09	4.21103219005494e-10	4.05215314458474e-06
mix_62	0.355537517450861	3.26932999251578e-05	0.642808806140129	0.00100239861429341	2.12618324808486e-05	0.000587802180495109	9.52048181479537e-06
mix_63	0.61380969191438	2.91564454023909e-05	0.386159129597671	1.46560525697085e-06	2.97433410368711e-09	1.11025693720783e-08	5.4236038637967e-07
mix_64	0.652255144168703	0.00767197724681695	0.329697736081087	0.0103644387140633	1.20835093338397e-06	9.47821580490495e-06	1.72225917971502e-08
mix_65	0.461525957235237	0.155837902562211	0.325845041308745	0.05679098124073	8.74886902400531e-09	3.96461928925676e-08	6.92580142125365e-08
mix_66	0.367496674556386	0.00197522478376282	0.628959793108707	2.96120794132897e-08	0.00145604391324552	0.000112233443789773	5.82029757723035e-10
mix_67	0.231790823398086	0.284447105746532	0.483734819946978	2.40359368702441e-05	2.43582834995503e-07	2.28931327922274e-08	2.94849556636834e-06
mix_68	0.43214983759329	0.000771685398591037	0.567046965751918	3.8135553123695e-09	3.14957144852398e-05	1.15228744955542e-08	2.0528556632371e-10
mix_69	0.70753605332258	8.62876330769497e-06	0.291757383516869	0.000689211906979823	1.72193465651587e-07	8.54658241950439e-06	3.71437791635287e-09
mix_70	0.615360712874355	0.000895206064796275	0.347523769975651	0.0361754427554709	4.25649740504873e-05	1.48133623237605e-08	2.28854231398845e-06
mix_71	0.473219804036747	6.58149633004084e-08	0.526379345539278	8.48248918221614e-05	5.12414919491438e-08	0.000315905288346345	3.18735104976042e-09
mix_72	0.666491061017141	0.000240491923880452	0.33326663751282	7.7297563523143e-07	3.05431784093965e-08	9.04114741693898e-07	1.01912603356347e-07
mix_73	0.571842724222087	1.63079790577424e-07	0.382847566790791	9.39051169975154e-08	0.0448496844848857	0.000459750463514474	1.70538140276122e-08
mix_74	0.60539908499694	2.06471808452979e-08	0.393915960827206	3.04574184905782e-08	0.000631770988777921	5.31288104363454e-05	3.27204063843567e-09
mix_75	0.281447945561882	0.173581063835572	0.544966754213032	8.37397088690041e-07	1.91420711580165e-06	1.15523752177804e-06	3.29547786948048e-07
mix_76	0.71939935877235	3.0244792919557e-06	0.280555835621697	2.42177543456453e-05	1.15150032640716e-05	4.28155284993002e-06	1.76681620223107e-06
mix_77	0.668316377040784	0.0756992956024159	0.255956835688972	1.34259908240808e-05	1.39708640478159e-05	6.78317489693629e-09	8.80297817973386e-08
mix_78	0.696604572422793	4.02281599225559e-07	0.303391846250479	2.94595650185935e-06	6.71421456029129e-09	2.24904039022653e-07	1.47037382269843e-09
mix_79	0.447174269839267	0.172783538937979	0.380015037879332	6.91477491144041e-06	3.091876804672e-08	1.98421856400259e-05	3.65464103091462e-07
mix_80	0.683427615155732	0.019073886964466	0.297498433846596	3.74366182737548e-08	1.12110993306563e-08	2.54244365352723e-09	1.28430447388084e-08
mix_81	0.522206553485859	0.05722258989439	0.410551867686821	0.00995663461099605	7.49586063215367e-07	6.16045079507485e-05	2.27919905171348e-10
mix_82	0.542303936894939	0.00277848341739604	0.418353782422137	3.63039255726153e-06	0.0365599874885975	1.78502582376792e-07	8.81790751527944e-10
mix_83	0.567699842470787	1.92561915692318e-08	0.395541954372939	0.000294992423745469	0.0267249230708731	0.00973815163359957	1.16771864400178e-07
mix_84	0.694741621063617	3.29745457785504e-06	0.305254680768276	3.31911908427066e-08	2.596084045773e-08	6.97040100464992e-08	2.71857487410543e-07
mix_85	0.582200650800145	0.00104235926552648	0.416717731653651	3.47933252265568e-09	5.88431022056268e-08	3.91954341489547e-05	5.24093990428298e-10
mix_86	0.175889182088335	0.380565286211663	0.443542731479787	2.83611138168057e-10	1.93421102615471e-09	2.79774329802299e-06	2.59094079524402e-10
mix_87	0.718507545765043	0.0250042796280134	0.250294440458894	0.00252296824047192	0.00367060176241193	1.62975263890153e-07	1.16990206411316e-09
mix_88	0.527934863901844	0.0509505920772384	0.42067118074646	1.34494864591447e-08	4.22566669582728e-08	0.000443307535472422	3.28320703957274e-11
mix_89	0.17590818419733	0.38052991719207	0.443561761785539	9.86270101359678e-08	2.81720526725472e-09	3.04693960718067e-08	4.91144946934696e-09
mix_90	0.592546361203007	2.83722060503508e-05	0.407389168812201	3.44920995126172e-05	2.2083768500812e-07	1.37940702440066e-06	5.43451950107965e-09
mix_91	0.593938517343232	0.00244321431621492	0.40345934926382	1.78218815115593e-08	1.28659250975992e-07	0.000158770319094571	2.27650587270034e-09
mix_92	0.546605925194433	5.50526811780518e-06	0.45337109242081	1.23780748484521e-07	1.70630767870598e-05	2.93283808059996e-09	2.87326265446808e-07
mix_93	0.539771854645972	0.0297503867432716	0.430413519081315	4.22349372628631e-06	2.54675583058255e-05	3.29050711186495e-05	1.64340629082993e-06
mix_94	0.567663706160356	2.97263518916434e-06	0.430317060611352	3.90824099887626e-05	0.0008165770549302	0.00116060104319747	8.4986684356636e-11
mix_95	0.779733007681649	0.000872263407834299	0.219318798829478	6.57816197157676e-05	1.14550701115803e-07	1.00304748409529e-05	3.435781326111e-09
mix_96	0.368294053745786	0.00093475919369168	0.630763558486336	6.18032729499854e-06	4.17725554691621e-08	5.41042767549784e-07	8.6543156785357e-07
mix_97	0.661728715147388	1.77060744071802e-09	0.338253090401556	9.67827373093275e-06	6.50297780791888e-07	5.18169906842418e-06	2.68240986811552e-06
mix_98	0.539731871925446	0.000366449312473822	0.45989582316371	1.35102371468626e-06	4.07835921972318e-06	4.01227105752327e-07	2.49883299607845e-08
mix_99	0.439438224226862	0.00131454123885201	0.55924545030533	9.39217205039773e-07	3.38064313734519e-07	5.03610213669456e-07	3.33722349754595e-09
mix_100	0.603191293001527	1.61650526484137e-08	0.349606133178885	1.6313307086232e-06	0.0472004582400313	3.71663609185599e-09	4.64367159502821e-07
