T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
mix_21	639.446	2603.56	821.119285714286	43.04125	2267.02333333333	111.19	15.396	64.6665384615385	6.003	27.349
mix_22	364.084	1509.08	1551.88285714286	120.143125	2225.49944444444	168.332142857143	19.292	81.3134615384615	7.172	26.078
mix_23	455.851333333333	916.43	312.154285714286	22.938125	2334.83555555556	193.47	23.151	87.4634615384615	8.108	23.44
mix_24	180.405333333333	613.93	734.094285714286	69.748125	149.055555555556	323.165714285714	38.613	125.754230769231	10.3325	19.808
mix_25	630.076	1662.19	300.845	16.205625	453.403888888889	193.608571428571	20.823	88.5026923076923	6.6725	26.714
mix_26	898.993666666667	1827.97	3311.92785714286	240.630625	472.944444444444	47.3028571428571	9.152	45.4865384615385	6.5785	33.379
mix_27	124.532333333333	333.99	1157.03928571429	101.601875	2419.14666666667	255.433571428571	31.056	104.373846153846	8.29	21.483
mix_28	919.262666666667	2914.05	1719.62928571429	110.14	1848.83055555556	42.3971428571429	11.224	41.6596153846154	6.313	35.182
mix_29	495.467333333333	1318.79	1258.08785714286	94.814375	1037.46111111111	183.145	18.146	84.225	7.7205	25.347
mix_30	497.386666666667	1496	991.111428571429	71.305	1493.60166666667	175.537142857143	21.63	84.415	6.8915	24.168
mix_31	554.555	780.71	627.252142857143	41.36	902.237777777778	188.199285714286	23.427	85.9180769230769	7.081	23.22
mix_32	604.645333333333	1641.02	1061.75857142857	81.27375	1455.32277777778	147.414285714286	19.692	73.9323076923077	6.7955	25.476
mix_33	440.843	538.27	775.807142857143	65.638125	1573.24944444444	209.721428571429	23.021	91.5430769230769	7.1905	20.744
mix_34	340.797333333333	897.22	885.437857142857	78.0975	228.005555555556	267.840714285714	31.634	110.473461538462	8.137	24.012
mix_35	433.449	2030.67	1074.64214285714	75.866875	902.686666666667	213.502857142857	23.17	92.555	7.44	26.112
mix_36	644.475333333333	386.41	660.047857142857	55.404375	2680.69555555556	116.87	17.642	63.1569230769231	7.82	22.942
mix_37	639.181	736.11	478.057857142857	26.383125	2527.56888888889	128.735714285714	14.76	66.8842307692308	7.992	25.05
mix_38	889.111666666667	1140.8	2121.97785714286	159.18	1043.20166666667	64.7864285714286	10.45	51.5815384615385	6.787	28.857
mix_39	565.586	2199.47	2369.73071428571	169.580625	2914.23333333333	76.745	13.892	52.1607692307692	7.988	32.343
mix_40	480.497666666667	279.07	476.202857142857	34.78375	1628.28277777778	200.643571428571	23.03	86.7984615384615	8.4645	22.329
mix_41	354.030333333333	1488.72	1190.715	96.033125	561.727777777778	240.327857142857	27.697	101.843076923077	8.156	24.742
mix_42	788.847333333333	2230.39	1154.12642857143	82.29125	3080.94277777778	49.6035714285714	8.425	43.4553846153846	7.2245	31.238
mix_43	671.633333333333	2266.64	2102.54785714286	166.875625	295.798333333333	130.922857142857	18.746	64.6546153846154	6.889	29.042
mix_44	752.880666666667	837.26	1629.39857142857	132.1525	613.877777777778	118.17	17.534	67.8969230769231	5.8805	25.517
mix_45	715.797666666667	1537.48	285.270714285714	14.298125	166.998333333333	179.282142857143	19.152	88.4242307692308	6.8385	27.35
mix_46	746.722666666667	3699.77	1764.84785714286	124.68	1638.00777777778	80.6321428571429	12.444	57.3411538461539	5.7665	33.624
mix_47	471.564666666667	1113.71	381.580714285714	28.483125	1677.65833333333	195.247142857143	22.344	87.4561538461538	6.891	24.901
mix_48	83.4603333333333	138.15	1291.16142857143	107.831875	2297.76111111111	278.678571428571	28.658	108.294615384615	9.5755	18.651
mix_49	296.671	1133.135	1238.465	103.986875	1881.71944444444	209.482142857143	24.414	91.245	8.629	23.212
mix_50	839.450666666667	1793.79	402.304285714286	18.538125	2389.52111111111	75.5257142857143	13.736	55.1765384615385	5.878	27.171
mix_51	209.35	166.23	1206.01142857143	107.591875	2086.28222222222	239.165	27.921	97.9553846153846	9.0445	20.614
mix_52	637.148333333333	1177.56	1739.72142857143	132.54875	3434.72166666667	61.585	10.24	48.8580769230769	8.0405	27.825
mix_53	284.983666666667	639.19	1048.07714285714	85.65125	1986.13444444444	223.73	27.374	93.3069230769231	8.9015	20.492
mix_54	762.652333333333	4193.6	987.384285714286	53.208125	3074.00166666667	54.205	14.955	45.6638461538462	7.3965	34.376
mix_55	327.359666666667	798.09	953.061428571429	77.8625	1846.49055555556	218.657142857143	24.422	94.9853846153846	7.534	23.494
mix_56	753.045666666667	1686.63	246.527857142857	8.118125	1163.79722222222	137.352857142857	14.518	72.8846153846154	6.256	26.138
mix_57	517.574666666667	768.04	1142.89928571429	94.584375	180.724444444444	208.692142857143	24.781	93.1376923076923	7.422	23.129
mix_58	600.97	1628.88	1563.09071428571	121.591875	1552.67277777778	126.096428571429	12.202	64.1765384615385	7.9025	22.548
mix_59	406.860666666667	2046.89	1202.975	91.85875	242.788888888889	232.261428571429	28.256	100.186923076923	7.6505	27.44
mix_60	502.805333333333	2023.535	280.293571428571	9.85375	2602.12888888889	155.91	21.029	76.9307692307692	7.1075	26.13
mix_61	995.534333333333	1309.04	496.522857142857	26.52125	2370.66888888889	39.3671428571429	10.156	43.4526923076923	7.019	29.223
mix_62	835.478666666667	781.92	1564.80428571429	119.763125	2056.33166666667	62.5921428571429	12.01	49.4323076923077	6.347	27.95
mix_63	470.502333333333	1223.735	796.638571428571	62.19625	360.532222222222	221.072142857143	24.109	97.1669230769231	7.545	25.398
mix_64	452.349	615.485	130.339285714286	6.076875	1791.755	212.423571428571	24.987	94.0038461538462	7.8275	20.54
mix_65	494.043666666667	1037.23	2477.48	191.25625	1380.18444444444	141.475714285714	18.053	69.7107692307692	7.6495	26.781
mix_66	195.988	598.83	1257.205	109.203125	2059.10333333333	240.303571428571	25.565	98.99	8.621	21.755
mix_67	705.717	1709.41	2015.90714285714	146.45875	2984.92111111111	59.9857142857143	11.981	47.6234615384615	7.8205	28.036
mix_68	737.568333333333	3230.21	2530.12642857143	195.825	819.37	81.0857142857143	14.812	56.2173076923077	6.5855	32.769
mix_69	420.815	809.01	254.531428571429	15.4675	1656.74777777778	222.15	24.6	95.9180769230769	7.7525	22.364
mix_70	122.823333333333	212.05	2870.83357142857	231.37375	3720.45888888889	180.182857142857	20.53	74.8673076923077	7.926	22.213
mix_71	191.711333333333	603.5	129.670714285714	6.78375	2347.42222222222	271.327142857143	29.8	108.547692307692	8.5645	21.212
mix_72	593.458333333333	618	453.838571428571	33.94125	4253.72	90.1121428571429	16.478	55.6211538461538	9.0795	23.697
mix_73	340.468666666667	1250.46	2345.18214285714	173.995	3180.93944444444	134.246428571429	17.13	68.4392307692308	8.7345	28.633
mix_74	487.812666666667	426.745	822.555	68.994375	2238.74722222222	164.212142857143	22.871	81.9407692307692	7.453	21.487
mix_75	222.321333333333	144.35	841.191428571429	68.604375	1804.955	255.343571428571	30.506	106.042307692308	8.824	20.976
mix_76	695.429	2284.53	1907.80142857143	144.605625	772.001666666667	117.707142857143	11.936	68.8715384615385	5.213	36.008
mix_77	1001.42566666667	2777.67	1563.88142857143	100.858125	990.314444444444	44.8071428571429	9.062	44.4719230769231	6.2045	32.701
mix_78	341.788333333333	1339.87	1027.75714285714	80.85625	1526.18222222222	219.916428571429	24.202	94.4034615384615	7.067	24.184
mix_79	429.711	1202.43	545.075714285714	39.61125	432.333333333333	244.923571428571	27.907	104.881538461538	7.245	23.344
mix_80	620.741666666667	2224.34	303.789285714286	12.4275	2459.61166666667	138.904285714286	17.126	68.0734615384615	6.872	27.649
mix_81	794.287	1722.14	323.816428571429	14.966875	1210.28166666667	121.856428571429	12.828	70.8592307692308	6.215	25.991
mix_82	430.716666666667	1765.76	667.657857142857	37.109375	1853.46333333333	188.688571428571	26.014	92.2080769230769	8.4605	22.506
mix_83	281.910666666667	434.22	810.687857142857	71.273125	1459.02388888889	249.769285714286	27.342	104.955384615385	9.645	24.93
mix_84	648.693333333333	1785.92	435.966428571429	24.139375	1687.40722222222	139.462857142857	18.836	75.2934615384615	7.103	26.098
mix_85	722.465333333333	2046.89	437.913571428571	23.13375	1216.15111111111	137.462857142857	16.492	74.82	6.6735	28.489
mix_86	881.276	1750.98	1509.33428571429	113.835625	749.989444444444	78.6764285714286	9.553	57.5923076923077	6.433	31.947
mix_87	650.750666666667	1529.48	188.387857142857	4.589375	890.865555555555	174.513571428571	20.935	85.3373076923077	7.13	26.834
mix_88	659.567333333333	1745.45	1405.86928571429	98.20875	1749.42333333333	109.965714285714	14.766	63.0238461538462	6.691	28.598
mix_89	874.232333333333	2801.35	1408.62428571429	89.705	1525.415	68.0671428571429	13.6	56.5684615384615	6.469	33.083
mix_90	569.696333333333	1885.34	382.84	20.419375	727.183888888889	197.09	19.199	88.1392307692308	6.463	27.283
mix_91	263.818	567.02	1243.35357142857	107.56375	1527.27	240.811428571429	27.894	99.5430769230769	8.7775	22.957
mix_92	545.524	1004.46	394.128571428571	20.956875	1335.89888888889	189.592142857143	21.639	86.0846153846154	6.726	23.665
mix_93	184.126	407.51	327.591428571429	30.084375	188.607777777778	343.422142857143	39.785	131.188846153846	9.611	20.194
mix_94	280.523333333333	1265.39	1405.80142857143	118.590625	186.264444444444	271.717142857143	30.069	110.363076923077	8.7545	28.148
mix_95	186.354333333333	375.755	1471.81785714286	130.33875	2144.25222222222	237.618571428571	26.615	93.8269230769231	8.902	20.492
mix_96	213.143	631.68	2195.32571428571	178.5275	1801.24944444444	213.153571428571	25.482	88.5503846153846	9.1095	22.734
mix_97	441.999333333333	1421.99	637.895714285714	42.77125	1097.08722222222	214.269285714286	23.119	94.7980769230769	7.1215	23.034
mix_98	453.914333333333	779.53	423.412142857143	30.775625	1656.06833333333	207.716428571429	24.001	91.6873076923077	6.9935	22.208
mix_99	1166.86166666667	2310.685	927.13	51.36625	1187.53611111111	28.8914285714286	6.436	49.145	7.275	38.49
mix_100	561.759333333333	1165.45	467.561428571429	33.95	1458.46555555556	174.758571428571	21.872	81.1938461538462	7.034	23.285
