Gene symbol	B cells naive	B cells memory	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated
FAM65B	4719.699579	5267.741473	4454.485846	2808.159439	256.5379971	3376.093302	92.82935445	193.0268711	86.87890188	187.4701407	170.8249765
FASLG	342.8390554	274.6088916	144.0787779	140.8491762	478.9874938	169.2167794	101.1502198	80.50952615	85.78259883	128.362777	147.2678931
FBXL8	7.713639432	3.515112115	53.47478762	313.0593206	66.28866703	91.19310135	14.5008585	148.2319802	114.7348137	7.765887386	6.318548034
FCER1A	106.1351171	80.99986492	70.33336588	129.667324	64.11513732	111.3010937	45.65742898	56.54869661	801.8866109	4443.124585	4222.609307
FCER2	990.3077473	210.1913338	19.37674145	10.14786303	17.85021806	8.626141867	212.7516179	10.52617889	352.9280319	13.539828	16.26399175
FCGR2B	3389.8606	4533.908058	8.255798098	30.69853755	59.92126523	65.97309417	991.9681697	311.314882	1548.943526	626.9589967	1610.39688
FCGR3B	434.6883898	191.9423831	61.46749025	133.7448215	106.4982845	178.1993614	256.3156774	154.0822062	155.6717837	290.4715044	123.6149676
FCN1	160.5487443	92.91123613	144.5883358	98.71765801	63.37271678	130.0754644	1401.079575	306.8296547	593.0958939	483.4804269	562.6779332
FCRL2	4384.737162	3466.953007	34.17485561	55.77947477	79.24179515	73.7221496	36.19137437	30.94941671	17.75900367	42.54800493	30.86969384
FES	8.544430362	8.676013229	8.032047496	6.024967349	7.843078446	9.520155138	41.65766393	20.94215824	982.2000845	121.9591412	76.89948356
FFAR2	12.83845224	15.54382491	11.92870205	15.89364427	16.94262088	11.77579288	31.01207332	454.5513273	87.81654144	76.33948281	89.36683692
FLJ13197	129.5124355	51.64103294	260.3922902	110.1171051	19.8911471	167.3200623	7.575081726	15.19584325	10.88684503	22.40135257	16.54334331
FLT3LG	26.22845437	56.33557728	2489.205564	1471.268235	234.4917711	1267.031752	18.86233643	18.188607	60.37056445	22.87589336	47.4891672
FLVCR2	69.18049192	86.59482486	90.1471958	145.8719106	242.0193671	83.37381583	1142.352389	1989.419532	951.2228505	266.9231614	198.7626785
FOSB	200.0093028	243.4082578	401.5583963	59.70898915	32.1556293	41.65285438	29.34004788	23.17042572	22.49743226	92.82531833	644.5586469
FOXP3	135.9782583	93.5353139	129.5124355	190.192431	478.810999	65.14694151	62.1654919	171.731211	63.79022174	69.49716875	23.27253143
FPR1	361.3212533	387.2639146	161.9808797	240.3083941	161.2444569	210.2034137	880.9211063	801.8866109	408.5415267	660.8588777	716.9951177
FPR2	227.4506603	162.9187996	60.78015047	57.00754952	24.31747659	54.91749032	182.3163119	274.9365739	95.43864594	195.1670966	344.4167653
FPR3	325.6674246	243.6605005	97.29879579	116.5979064	99.98686977	105.807962	3004.448975	608.2692535	2357.542622	200.0838912	328.0502272
FRK	138.3048999	125.3630578	11.24943836	5.639101241	6.171513508	26.38936082	10.88453313	3.762990897	3.129845825	2.434618453	5.775390014
FRMD4A	57.81750686	73.55800845	24.03797283	71.89460431	48.33458991	49.31923782	161.857003	256.1732314	1094.097795	43.95612501	57.91160526
FRMD8	197.3732828	150.7395951	14.61435957	141.1237411	249.2964218	28.9702418	125.8231332	271.9483575	170.7725366	31.1452567	134.4864268
FZD2	40.20305932	10.76683514	23.74932601	6.482478073	10.89927471	13.86980966	98.02418421	409.5554813	777.4188883	210.0179936	171.534545
FZD3	121.5674974	138.3505755	96.62044786	39.04159069	136.5432862	50.26515479	31.33678222	32.63242659	195.3507704	58.84581105	68.23533874
GAL3ST4	69.54706802	72.93354863	942.3193748	238.0119755	123.3772483	335.5930908	84.21537991	40.44995594	141.0660169	198.8061414	98.79983558
GALR1	2.661554274	4.348941107	41.01608039	6.212037366	3.847184414	3.908160923	2.442423079	4.897631255	8.968861076	4.223909018	18.24601309
GFI1	27.63680315	25.20303785	48.08423235	132.9727705	700.6608098	293.640883	29.03365269	24.66700128	26.60841604	1114.642442	628.8432206
GGT5	11.49823256	9.101161188	24.53939902	9.261514296	11.57823288	12.99967839	10.60327972	290.2150742	407.7940357	15.14646617	52.37771168
GIPR	8.245074698	8.69890136	20.2876468	5.19508538	9.251047619	10.90883943	7.247773205	31.73041766	23.65144355	17.06083294	25.50899867
GNG7	768.0078466	1494.305763	99.42210121	104.2562884	75.96955929	133.5514698	82.41009583	94.49057817	243.4861493	170.2524464	115.3507975
GNLY	9.016559093	14.52025513	134.9186388	1198.37505	233.4211369	3732.536058	16.57744727	20.40693277	15.74284151	26.17106781	18.37211337
GPC4	126.6902267	73.41170643	59.39944184	77.95639785	53.75861921	43.02443597	1153.718547	129.3188315	145.8719106	72.23389989	79.65437831
GPR1	3.129845825	4.79850122	44.35621868	1.244201526	0.453354164	1.559283973	1.064159643	0.972464723	0.453354164	37.47986528	12.27884037
GPR171	33.51495052	22.98219258	899.2846127	969.236538	2693.556404	924.3717963	12.06520012	25.51768362	54.79422344	84.11631212	46.41606111
GPR18	3056.84082	1822.014185	1241.790015	678.2573057	431.4075402	1037.066376	23.11613842	51.61492393	54.63497421	52.30100217	39.9013615
GPR183	275.8348106	2308.149818	854.0807595	3012.768061	2265.096641	630.5280037	437.1733508	1631.804333	2474.434424	303.5641536	795.5512127
GPR19	27.02537152	36.08351025	73.33196188	71.86055345	373.0594532	40.61246787	19.66810706	10.56154776	11.00115106	17.35908885	16.0100968
GPR25	4.292572754	29.42735453	10.77863651	138.1919025	12.75467855	28.7191378	8.494154594	27.36083709	14.41666747	22.81784638	15.84215873
GPR65	507.5709281	490.2704567	572.3060778	1499.931247	850.211608	1518.573945	702.0291957	263.7450621	993.5543835	1700.97754	1507.86671
GPR97	154.4101049	141.428644	57.15128061	138.4573773	94.40581808	104.9389313	98.36835876	137.5495819	92.19065542	261.4611106	460.8781982
GRAP2	12.62708927	15.00203046	318.9107126	269.2219489	151.959726	280.9234111	9.44203317	15.99426095	20.12785138	234.8866301	140.1321556
GSTT1	6.958858985	12.48982331	43.10259613	14.99403456	14.09510035	18.64410933	51.03653105	82.52506061	520.5704059	349.3679467	391.8491675
GUSBP11	8048.07448	10388.03123	587.5664324	151.2654723	9.073509293	521.3361484	6.401562035	14.61435957	286.719961	51.74630466	22.89358188
GYPE	38.71816582	61.40275529	8.008517109	3.69898121	4.833493917	26.87927605	7.19407517	7.071638638	13.09271261	9.235760341	3.745156913
GZMA	204.958358	217.1903236	440.9534741	4034.52042	1173.96483	6301.839315	95.37711154	109.7080589	68.0390322	50.07477091	68.27005989
GZMB	102.255299	68.32230989	85.36127082	58.9177582	21960.79819	2080.697741	136.87295	159.2974346	111.0281937	947.0769465	5600.547397
GZMH	21.35853068	33.95743123	198.9335618	630.7749174	896.7120375	8555.821981	24.82219085	15.89364427	14.88173325	17.9815414	19.61378309
GZMK	184.0395826	278.1808222	1423.65694	3724.329794	187.7181578	8814.387272	69.54165218	107.0724606	24.66700128	38.19756342	76.14236186
GZMM	6.305414565	16.45527256	1215.533292	884.0128037	529.132872	1048.989355	17.49904782	29.38087813	10.33284771	10.50550296	31.99969933
HAL	380.2322774	308.5027329	61.60426486	75.48182942	78.63381891	84.17530879	102.784423	90.95985764	76.24018935	130.3179977	91.4599882
HCK	273.5706061	489.3443473	107.2851313	80.31784648	81.79892574	106.4569423	3576.179245	8146.586422	4811.755806	616.1411859	834.9287387
HDC	147.9736788	177.8451002	18.24228689	118.9595662	82.7123624	123.8596636	114.2614669	200.9810494	172.2889652	9299.383668	9389.503009
HESX1	6.869435614	5.810228378	8.172396024	5.971548735	7.370460489	7.046990167	7.285721879	2324.301051	100.3133583	6.47248879	11.36628394
HHEX	4489.488986	2773.84053	83.41360206	105.0214682	88.61808798	139.0353705	489.3080097	66.50542817	566.3249387	1317.400196	636.7392929
HIC1	5.092351833	4.093578948	18.79636185	5.971548735	7.057961151	8.159927666	6.432515224	12.57775597	6.223850888	8.937587114	8.052876552
HIST1H2AE	35.26722995	21.8243194	30.34545814	45.64822436	11.24943836	29.91298037	6.633607497	6.332890006	9.272327825	16.93785386	29.36019802
HIST1H2BG	17.44318854	42.30455978	138.8837705	190.054614	52.48031743	78.31604621	11.49352112	10.13745863	8.737345423	49.45247756	29.77503454
HK3	12.94364358	9.44765425	25.374709	12.81515335	21.8935711	21.81413027	3713.557866	31.97610013	159.1217051	37.91335842	234.2311504
HLA-DOB	6607.334733	4832.779431	54.34069564	47.963256	44.00072194	212.2757519	49.6673024	1573.187324	41.5765162	63.49779998	48.71801042
HLA-DQA1	942.7749076	1379.121703	122.6942485	106.9349988	167.0688665	173.4117383	874.2342868	4169.716387	5225.867112	190.2949934	390.0099509
HMGB3P30	30.97425375	30.88530653	3.547906137	52.31915781	40.80982734	42.79987867	39.38790361	55.10360905	37.55103381	36.03095911	16.65415201
HNMT	61.73602193	55.47571769	10.96771886	11.06762282	31.71073352	19.61866274	774.9294257	161.3031858	948.8385009	131.7566915	122.4906095
HOXA1	12.90856012	10.23319877	13.26159685	6.91970575	11.04729816	12.85536224	12.91531933	6.869435614	9.891781855	760.2924663	450.3900541
HPGDS	203.7910498	224.547027	88.13751751	182.147041	92.78922471	83.72110944	239.7846459	64.8769987	138.6741034	21760.60028	17743.45795
HPSE	30.8024485	29.58277474	132.3282146	207.2614073	494.245822	55.34751097	61.93696691	841.0904631	894.528267	164.6993882	103.8988856
HRH1	206.5394742	165.4581351	26.48229454	101.1491714	284.8186666	75.97436695	217.6585736	145.2834807	2195.073255	119.1113422	116.6680467
HSPA6	70.64960056	148.2879125	89.65418124	21.31200497	20.34672736	106.7169109	22.41022369	139.8627137	207.4981375	69.23074494	129.0246893
HTR2B	6.171513508	13.11478166	11.3103513	5.822857646	4.605860048	22.71063607	6.900538825	31.86953296	216.0502815	52.69279218	4.888042211
ICA1	191.4053509	115.3270172	149.651559	289.2721081	160.7794316	134.2533776	198.8629383	192.8882167	157.9232363	218.8477587	198.9860864
ICOS	6.458825767	8.407302028	1018.135876	786.5967435	1804.928958	194.1905981	4.485992218	18.58723205	5.065226719	5.202255893	5.256582916
IDO1	241.0650179	312.4524995	192.0869901	248.9097098	201.7392421	241.3331484	338.8974249	26473.42255	91.36792646	207.8915127	164.8463693
IFI44L	24.57422621	37.30993947	147.4365503	127.385545	18.32015721	84.26221988	12.5901686	6016.733404	984.7302507	81.33879659	95.98817333
IFNA10	63.51120873	158.4224613	14.25566764	13.99751273	9.372947039	12.57137446	10.54848621	8.485896389	7.997120003	31.31689645	22.44617229
IFNG	233.2462403	168.0836515	107.3272359	142.1822906	6344.879706	249.0786281	105.0542732	96.36432219	71.1513012	109.1827541	70.32219401
IGHD	10811.41236	2526.481303	125.466199	26.14159933	21.20380232	62.3476822	44.70050298	97.72702921	106.3962528	32.60266038	30.03853946
IGHE	18.17410575	73.92464991	46.81934	54.27863199	23.03809769	15.63289317	23.51249171	11.92870205	16.09778833	67.3916899	25.52891416
IGHM	21960.79819	14250.20741	46.93569691	156.9391502	260.5780432	361.7379219	32.10709446	32.67724104	26.51832445	70.02577331	41.64994169
IGKC	27164.52012	30254.0679	489.1798399	40.36292074	67.88787751	3097.474216	78.07530888	235.9541063	170.8361038	100.706419	162.9166765
IGLL3P	6633.535586	8962.420222	18.00926412	41.51758679	96.40860336	217.4652812	45.93797103	157.7551766	102.1260256	37.36510829	56.06416798
IGSF6	46.07125476	70.4016677	40.17569562	48.71083673	35.64452519	27.09871228	6076.582495	295.0724091	1626.552661	156.3302861	366.6351782
IL12B	105.275436	89.59925365	28.4476789	59.255418	77.91715796	41.94288686	43.55770236	513.0848293	18.65300514	38.07655929	72.40950258
IL12RB2	13.44126834	18.33818525	33.86467066	106.8888316	726.4496109	95.11508424	19.79170172	14.52740162	43.64768257	39.54913244	31.27438783
IL17A	24.10976356	31.66676526	6.547727883	6.560415317	294.032794	7.018701499	7.622591789	11.84351258	5.797213647	12.06834847	20.20321364
IL18R1	32.74521328	56.21530515	73.22426678	243.8532814	400.3612339	197.574303	19.54166867	7.9840431	32.56301861	1442.746463	2220.298354
IL18RAP	63.16533501	45.38600163	83.75974388	275.2312246	367.9599908	541.6070596	93.75421468	24.97523206	38.64095647	239.2744548	362.4767389
IL1A	207.8094975	114.0328396	98.02150804	89.41077945	147.6537197	65.8236721	627.6075867	90.02342615	27.04752387	140.5103893	2906.366436
IL1B	508.1423339	364.9197528	136.961868	251.1017935	200.4208119	144.2186891	1273.463059	675.1218227	291.824541	3282.430504	17770.60586
IL1RL1	161.2444569	100.3685885	19.32045331	70.12950502	95.88469778	34.56285806	98.08944243	93.26068194	76.11959313	730.4759326	1305.536765
IL21	346.0439646	299.7702438	21.34280658	81.58442785	333.1909722	59.42001123	83.58872184	59.64008096	42.67287335	96.13005298	60.01519603
IL26	6.120665994	7.623841163	7.902366544	9.532387256	273.5706061	7.410920044	2.491129956	4.330193687	4.366178616	3.032229715	38.01550446
IL2RA	151.2654723	216.016679	87.16147336	360.4452087	4978.13072	85.8239546	33.9871692	3963.774053	146.4600699	193.2645954	310.0050923
IL2RB	2118.459057	1945.518804	818.7927424	2988.605281	7562.491571	4000.216538	294.5506048	221.9788101	172.9682935	341.9687806	442.6048403
IL3	20.12785138	12.58545616	9.485254596	8.603842518	1689.599596	9.157134905	9.762406535	10.04573553	7.30958941	8.370755211	411.2800676
IL4	10.0823446	28.84260472	10.44585498	10.77863651	232.713076	13.17067743	7.664565106	8.673663183	7.429093546	7.282627513	10.14540159
IL4R	11009.29392	1883.66674	2125.328314	1148.814515	864.1960215	884.659355	1054.288345	3007.592556	846.6140012	3106.475575	4652.787414
IL5	6.618252721	11.61192289	11.36906118	35.07363094	159.9554562	18.71157669	11.32827552	48.58576071	18.8378526	12.570626	317.6908754
IL5RA	122.2890422	101.5434264	26.5887412	63.93112851	43.62068846	42.9451164	36.13968537	43.73965746	22.0447246	154.5243618	105.6851394
IL7	250.9247833	611.4516464	34.7070222	69.25499148	30.32542187	41.57938135	93.50347161	133.4873015	79.20083093	55.59054639	25.03009419
IL7R	277.7164299	454.5504216	19513.31337	18085.9446	1965.113683	15195.16858	5078.293455	2163.365124	85.59144108	36.56114051	325.7294175
IL9	60.05830259	42.70618828	31.36207011	89.90011254	6525.444386	43.06562332	22.74633599	28.83176888	10.07084824	4.125140757	15.58698236
IRF8	9506.386392	7886.092193	279.6879535	45.41225697	487.5663213	350.3493603	1929.656915	12117.94539	3495.416283	363.7262259	798.9447795
ITK	468.9985735	409.7558423	9578.936337	7704.627853	3954.854034	6471.889098	115.0222464	90.2244571	71.26574474	1344.476541	1083.589895
KCNA3	306.2764477	411.3873405	465.479642	975.6549806	324.103216	573.9051164	102.9419725	129.9134995	20.61657512	13.81687679	18.00422957
KCNG2	12.5310046	21.62331457	7.924164041	12.07805481	12.5310046	18.15238454	21.28655105	32.65230838	15.93115384	18.17240921	21.55778412
KIAA0226L	7209.224512	5267.694585	82.79229745	64.8769987	50.36671815	41.69784069	104.5999421	210.4700584	711.6687161	108.4065512	90.21510801
KIAA0754	9.870549848	7.165981269	80.9645004	7.879203828	4.366178616	23.11849958	7.819073969	414.8050146	157.7551766	7.690245228	54.64334078
KIR2DL1	7.406441697	5.157127328	12.79241876	6.332890006	4.126234993	8.01647279	4.751833847	8.603842518	8.522115249	30.90286056	25.65281368
KIR2DL4	331.7763894	242.5966898	125.3243228	79.00529624	62.54142777	122.2246008	99.74347628	300.0125058	75.07815363	97.22199641	116.9912535
KIR2DS4	621.6999538	437.1452806	113.6054513	120.4987696	87.81654144	280.1613018	114.1247729	136.0850535	62.96408983	147.351626	135.0551191
KIR3DL2	12.24576038	10.57912504	14.16687271	9.251047619	13.16479841	22.06039056	9.60888568	28.01546378	13.76775417	17.20022019	14.72443266
KIRREL	15.52894714	13.70655219	26.78347553	9.694581053	12.95560951	34.23347857	10.87526239	22.74378501	37.96319899	42.11575303	19.78886308
KLRB1	119.5727193	241.3252476	317.5656356	10026.23944	500.6894521	8818.269216	26.68511703	33.3990692	13.5124231	37.48705237	72.13784357
KLRC3	13.84066629	44.61637486	13.18858231	32.02053189	12.41173255	724.7758509	6.245979354	14.44417944	9.753147704	8.281151752	15.21430708
KLRC4	68.25016134	85.07512829	48.80110093	17.67634993	22.20688826	218.1751146	24.93153862	17.06104789	6.458825767	14.14835289	12.25029921
KLRD1	204.0068731	170.2059521	75.78362334	207.8812187	155.9617882	1670.271427	53.17243141	62.89115552	75.6389405	69.9817193	47.96373123
KLRF1	153.1504496	198.6098814	21.90774996	127.2371142	37.05749544	851.1875307	41.2903796	76.15970242	182.5359056	69.58226846	59.59794077
KLRG1	1351.157456	1076.359373	467.4716087	1939.944493	275.5197677	3859.14824	270.2038954	253.1007469	148.5655127	1310.19144	1313.328247
KLRK1	670.2708554	280.4713279	353.8455751	276.2455792	69.14462123	8228.460511	44.14759366	38.56086836	62.47198947	88.01964485	77.98871131
KRT18P50	23.97041806	28.15146632	44.1209146	22.87490438	18.71219759	23.80795592	20.18111153	56.97214117	20.17213484	14.97730628	18.08634139
KYNU	296.2994306	573.2552275	41.3563524	39.20610994	27.37818895	45.94858696	3089.346164	6316.573655	1059.119128	132.0617598	327.6913744
LAG3	36.29565926	8.732532802	6.264629561	175.1856105	999.6943311	521.3214165	6.759088639	1427.702674	97.67723625	12.7599446	22.32766244
LAIR2	424.4791722	238.1828119	212.5228127	371.0335929	81.43053168	1078.390893	85.54718583	207.8812187	88.73958185	85.27872952	114.86678
LAMP3	47.28278554	46.66817965	120.9265077	160.3048593	368.6319956	134.7841361	316.7767691	17116.19562	113.1413857	81.94628982	130.0600242
LAT	157.4129632	133.1507052	5669.605245	3282.260737	1447.742457	3224.978584	603.6863585	162.813157	181.9526719	3738.758621	2477.465096
LCK	337.4400897	327.1096376	8948.349603	7786.120969	4042.377012	8763.864592	64.45522652	25.99553349	22.85969301	33.89599017	20.84968098
LEF1	30.90820518	28.4865918	2704.715795	1154.223661	412.9279657	1204.840659	11.51825528	11.83156209	15.80624293	20.33091749	18.49440463
LHCGR	154.6890469	195.3792191	24.46628657	8.255798098	5.598819437	9.897454754	31.7588928	23.03809769	22.03161941	31.75279947	22.23624099
LILRA2	20.88194891	19.97153628	27.39864055	18.02258618	13.56995609	20.16252339	852.0801094	317.6856228	220.1788316	133.8752859	107.1102323
LILRA3	7.153043448	6.787328787	28.11270143	6.052620848	7.382940272	9.02114446	53.4640133	973.1747582	154.5203653	37.57554618	18.25338212
LILRA4	33.02123349	111.7082404	17.45746015	57.84876862	18.43170071	24.77824314	44.41590756	92.50411622	38.58613078	15.20381774	8.331049833
LILRB2	30.88657745	28.11397271	6.646385161	9.996682874	9.085608856	25.57422148	541.4074958	4796.504314	1185.826811	334.3576063	328.4510229
LIME1	23.92087663	43.82308141	995.0546469	1225.59738	171.9065402	1287.731562	41.8287759	34.53702578	50.33543999	45.04108146	104.2880897
LINC00597	15.98296208	18.32668535	60.43870697	3.681017104	3.720542522	6.841729202	11.37053999	87.56074506	126.3468697	68.98009213	313.742119
LINC00921	675.1218227	227.5869807	40.64411705	146.1436716	22.79147187	132.8112012	21.48566946	43.47348792	70.79707101	24.93138681	87.94657299
LOC100130100	19.84751256	28.75087131	19.12046512	16.09778833	15.86814667	23.05076042	13.76101418	15.93115384	14.61435957	18.81189118	13.06014039
LOC126987	135.5693196	103.5430592	106.3115117	91.28169833	101.1966631	72.45319298	49.24995457	120.1283625	101.4058634	52.82210885	25.0176638
LRMP	2106.83981	2947.585258	861.6605651	327.4987971	185.1858088	631.9125478	155.3040258	38.79936244	773.4916653	727.1797268	621.2830904
LST1	29.98420127	20.94422774	264.6015763	332.3730932	131.0995558	520.3780954	2191.478522	2243.545374	2286.079952	1224.997584	1641.972335
LTA	11.68110017	12.01527664	258.3876509	27.69750654	2867.607058	21.16573991	12.5287015	114.1041953	14.98197508	12.95614608	17.78813205
LTB	10351.64143	12117.94539	13247.62405	12009.36242	5257.453469	9829.724672	127.317149	116.2863022	161.002021	222.2586327	400.9057785
LTC4S	61.1295924	25.94383276	77.11890893	78.40840372	50.09224489	132.3582101	110.0952748	145.9248694	581.6689523	1156.117714	1035.91691
LY86	6947.982466	7763.972248	398.8717851	198.5520941	176.7444504	382.951912	1832.781159	1246.621776	6395.572444	297.4214468	221.121219
LY9	289.0732036	607.833791	1851.721168	1298.433446	51.04583679	1310.964334	34.01455014	28.29412112	252.2799806	53.62595267	25.98366937
MAGEA11	21.99996581	32.72734275	9.272327825	46.81934	31.49065027	20.72781035	8.165451989	6.881696305	5.473565526	5.96527055	28.6908932
MAK	20.11347878	20.28901775	13.44126834	9.822978292	40.92391452	8.152190939	11.76696799	40.72370334	106.2299542	27.90947126	58.25891278
MAN1A1	293.5258353	262.0187671	96.36432219	219.4246857	337.6772681	239.4182791	541.5412754	493.8657698	534.8061268	641.7452468	519.5952215
MANEA	3.436589508	17.60224736	48.36415338	63.61546587	343.1966006	52.68877507	120.265675	81.69270078	117.0081644	87.12900391	34.12837499
MAP3K13	5.152513024	4.887907798	8.886630463	6.382539853	7.500776659	7.381955365	7.239320879	37.08407242	7.843078446	5.545198276	6.098718067
MAP4K1	48.65001463	923.4585215	2431.498593	1387.561664	1231.701055	1721.22046	25.60814698	31.1038533	367.2710553	361.741886	310.297677
MAP4K2	10.65044684	12.63242373	144.6964726	20.0115018	85.19343142	17.70603378	15.05384266	9.050871942	11.5997819	8.807533308	10.13352773
MAP9	10.29840785	13.08373168	96.15733766	25.30523597	55.74523407	93.40076641	2.140728959	2.387820415	3.785240835	2.778249883	2.815665601
3-Mar	611.9846331	264.9416398	110.8989432	78.59525306	79.73662851	78.87501105	175.8754876	328.0740952	56.54869661	1744.531054	2814.293695
MARCO	9.029403736	10.74173048	38.56086836	10.71025113	14.49169961	14.45792523	2418.052513	48.77266347	117.1511345	14.22873553	26.61544932
MAST1	9.251047619	14.90583928	10.18494196	8.220261044	11.14631073	6.640168162	7.33322736	9.151450435	8.533286435	28.7744498	20.84717616
MBL2	59.05366978	96.12663648	21.37467901	6.171513508	3.594013	2.661464134	9.464931333	5.398099627	9.195676707	4.872899118	5.575591779
MEFV	27.28348256	27.22990284	7.225818568	12.67206304	8.23248634	10.29578093	12.49592782	10.0823446	9.173433177	18.06194726	16.27540589
MEP1A	939.6261506	391.2004498	22.42983417	141.2290524	43.13043305	54.17625589	171.9329356	25.48235387	66.46616213	25.29772111	96.70274469
MGAM	8.043975587	5.311140732	4.929861418	6.159428432	5.092351833	3.964324624	14.13313291	5.166817607	5.665802146	234.352858	137.7165021
MICAL3	328.9820884	319.7728118	19.30656418	126.6902267	131.4519579	100.6010965	19.84503831	25.35785089	17.81194748	150.5320494	127.6291786
MMP12	746.9258791	488.893271	52.70903607	114.8747346	105.1489388	79.27159307	243.058639	399.1895721	221.5740634	207.7939338	2823.785573
MMP25	136.2875659	125.5332669	232.4626329	168.1540221	115.6721617	211.5319494	119.3129296	1099.921767	583.9384858	147.1246374	181.1486053
MMP9	338.94428	388.1056494	359.6153524	395.4202673	258.4783862	286.9137339	38944.01868	2727.981464	16386.05747	1191.482432	12655.47888
MNDA	29.5032353	276.0791648	9.217386051	8.750532337	4.525700455	50.81863936	2609.874357	4016.523813	1867.617958	2154.019115	1279.186504
MROH7	23.05515036	26.76307736	29.60547378	31.49065027	27.55771004	28.67423007	30.49050205	26.72336531	24.0216752	39.08973983	67.89494755
MS4A1	18085.9446	17478.14564	52.22897356	220.8581711	125.466199	343.9223112	31.97803261	94.49057817	64.19016147	80.29122433	52.09389632
MS4A2	151.2024037	187.5914373	99.13536849	111.3833723	94.92027298	108.6218788	70.5034722	67.69994038	68.77420162	4441.180768	2673.250779
MS4A3	121.2914634	62.7546875	8.750532337	40.41954215	20.88194891	80.86216165	7.818215887	20.77904136	38.22269719	1963.692404	893.55158
MS4A6A	1102.971199	616.0957235	167.8644908	216.3694922	177.7168106	221.1962643	268.5081463	402.5623243	16167.182	704.4355853	501.7726181
MSC	28.93411812	44.52165409	42.41248076	85.70898291	243.5748238	78.78518268	631.8453475	1562.138826	101.4843406	63.76316724	148.3606244
MXD1	22.77650595	22.40684859	255.8877786	110.942725	65.29264421	67.17780431	83.19369257	135.7286165	26.56895465	27.88347076	51.87740674
MYB	365.4798555	297.3542162	590.5897003	269.6240292	838.0011211	647.9999569	95.31275979	78.10250073	118.9099184	4336.138621	5021.57244
MZB1	46.81934	122.2593141	70.2363913	9.914966708	21.78305128	42.83903749	22.27069193	30.4274162	33.81911592	30.79487517	29.49339673
NAALADL1	11.62316713	15.79395952	207.9599013	147.3280124	20.45437223	70.98305911	14.37732844	8.288872254	10.286083	8.867943028	11.21471067
NCF2	153.4955828	345.1359814	225.0278308	88.17850315	60.47608557	62.34284219	15650.12064	762.0351121	11487.88902	956.1678627	1619.076321
NCR3	152.0118385	792.8512873	250.1023415	411.610723	407.2225704	1756.075472	30.83325447	105.9964013	55.94701428	96.4754312	83.51655348
NFE2	6.094544149	6.768979235	48.98562369	33.47001344	7.618893885	107.3563954	30.55010836	32.42880369	110.0759892	233.7156172	148.1955068
NIPSNAP3B	1577.975004	744.7742002	41.71079514	137.6053305	86.05619964	128.0373349	79.70267094	105.2363956	106.9349988	207.1530615	142.5503686
NKG7	6.994769751	10.33850341	106.5387015	679.6910465	947.3726372	8640.630717	4.93466715	217.2245766	6.547727883	429.3526592	573.0034371
NLRP3	22.14183418	20.53269856	18.45676256	48.05321317	14.17835244	15.30576169	32.50574568	37.67910545	322.0620463	26.84988325	423.0729418
NMBR	507.384036	573.6463176	8.77366203	31.0595517	92.99539565	45.63830073	49.44515642	16.42178108	35.1722477	11.1988627	24.63797792
NME8	4.031081011	3.928660473	6.421545431	3.210667699	3.69898121	4.66238798	5.97286223	97.09045136	422.959594	58.47502369	23.33658092
NOD2	6.932520098	10.18850108	8.568369563	124.1410057	147.9736788	8.398706067	91.56365214	2182.907505	811.2539416	31.6866415	7.939244863
NOX3	12.00966261	6.682825624	8.615516504	9.107287855	7.489070848	7.382208399	7.877966901	9.70690203	8.992612544	133.3117235	215.5792618
NPAS1	18.22767575	16.19541233	10.25273904	20.72030953	8.311325156	24.54202898	15.36265788	12.49569028	17.39161784	22.04957549	13.78738275
NPIPB15	1624.147916	2800.237224	11.1028997	753.235961	217.6161372	315.43784	212.5601012	282.2159665	370.1582078	82.55559576	173.8764126
NPL	18.58723205	15.43171438	16.80025027	77.75838355	115.4350344	84.14120251	1653.078338	501.9616375	4287.536344	552.9189042	434.39859
NR4A3	136.961868	146.6985292	117.4897219	96.79674591	315.2674688	83.36646929	198.7422467	448.7091592	100.4851433	126.340664	1237.55158
NTN3	6.560415317	15.17015534	23.29056908	11.48733325	28.15146387	8.668709617	6.387053062	11.62316713	15.7165782	3.851996371	5.968588791
NTRK1	13.56995609	13.73659599	22.8422122	15.01956589	21.08132558	10.62433837	8.11603997	8.77366203	8.95713845	353.8858453	1165.767806
ORC1	23.68477152	41.00915539	40.53053139	49.69010165	571.8507896	48.78745757	50.27542876	21.53089091	49.33707158	138.2764869	141.3227716
OSM	2.05303015	2.708641993	2.307902038	4.818030863	45.01752131	3.823397028	3.540709893	3.129845825	6.319098182	13.94683468	8.408928144
P2RX1	161.7246112	37.90926885	168.4091537	119.891114	110.7662487	180.7978777	198.6785267	134.6490049	356.2137024	2865.596717	2193.457858
P2RX5	9725.14216	9116.674392	670.8311858	770.0178375	524.8550881	784.9884834	33.05027296	21.68739568	20.0115018	174.3664719	298.9924978
P2RY10	436.5800269	348.9025998	340.8834245	516.3687437	293.2102273	319.1050423	11.36968834	20.4848163	16.64319163	27.33260384	59.53712782
P2RY13	9.195676707	35.59674022	7.357242825	6.469992914	7.274663001	7.470609935	120.6493256	473.3335035	2965.888162	43.78982454	60.88154521
