Gene	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
CLCF1	61.40173626	42.80986937	48.05511666	121.3992867	68.07687803	43.74098558	57.6686755	36.93265732	43.31568268
CLEC4E	20.70414541	18.58558176	98.55401972	49.1399919	11.13723716	24.73981091	280.0084598	21.11894247	17.27420315
CLEC5A	12.98292748	11.86480331	97.52192056	23.25975407	10.22467155	15.16108743	56.22675932	19.92657933	12.7425743
CLIC2	7.468387247	8.611576173	32.75340669	43.32486621	14.53433078	17.92876361	26.3459459	16.40414786	10.72987451
CNNM1	19.61789398	17.66561499	18.80153057	17.61030231	20.51884528	24.53321458	30.39384259	21.8796479	22.13548439
CNOT1	260.3170197	230.8352719	140.850067	83.83487872	228.6621511	81.27237088	102.9307928	139.1820965	127.6277602
COL4A3	19.29580211	38.98891791	12.43995681	11.25667227	19.12420137	17.49470048	17.28859084	16.13812635	13.97814569
CP	17.00364152	20.70941969	13.2037511	11.04519585	14.08199321	21.34070423	18.1156877	13.83729271	11.36970415
CRISPLD2	19.19545005	23.76177648	180.2384048	53.03085184	20.60014779	27.32188501	138.2098871	32.29319963	17.61098593
CRLF2	16.03267477	13.66886662	27.25744833	19.67819383	11.40339121	19.15539169	28.60984736	18.07931937	17.86107986
CSTA	17.25957913	15.35953638	574.7465298	401.8013435	61.11498416	36.78289124	293.7510535	29.48469399	24.49647625
CTLA4	16.39125434	18.33073654	19.21570613	20.25422079	16.76107336	21.20998798	21.08915552	129.8358033	41.05685999
CXCL10	20.90699047	19.41381296	87.92190309	115.4718369	10.56003288	48.75446359	43.35840761	31.66823352	23.55096242
CXCL9	22.07527932	19.58578528	34.93987019	34.98413505	13.81583269	38.27197326	31.45440524	20.31221477	20.77819418
CYCS	174.8771412	171.6617042	85.02489829	69.67067255	316.5942886	66.27103308	36.09045788	102.7156898	187.0283832
CYP2B6	24.00242662	21.69562159	14.46540426	14.2729004	15.96733242	23.69739118	23.30608286	16.02207936	16.21721204
CYP4F3	13.21151514	12.26800991	22.85906473	16.16546252	14.21587399	16.25843104	436.9726259	17.06078128	12.55577068
CYSLTR1	62.69630639	70.70398363	43.04723975	110.0226911	43.07090676	52.01735227	114.4745112	61.87980983	17.88480491
DEFB1	15.85576983	14.86633036	29.62628318	18.63120606	7.824830729	22.35750157	26.42043284	16.82859449	18.92851977
DENND3	122.082299	82.49760389	92.17932251	205.5595299	98.67207644	84.54777717	229.2851953	45.52199184	42.42020975
DPYD	41.31204965	27.52972346	164.6202964	100.8119196	111.4858179	68.72078771	80.14509206	77.80568603	51.21699397
DUSP4	21.6728451	47.24746394	20.88317657	12.00250321	31.82523212	37.93551429	17.33877089	58.78188282	47.96458798
DYSF	17.91609591	16.85155624	201.0213036	108.3294468	28.23630348	63.86636351	379.7752739	31.61575906	33.27004148
EDN1	19.66071264	19.19874936	25.92446307	30.13190819	18.99435572	22.58979725	66.10140152	21.87177636	19.55849287
EIF1	751.3306066	665.3015201	521.0260328	1362.369181	1474.136332	282.2918075	352.8301683	864.0347869	1022.237841
ELSPBP1	22.36499527	18.85363609	25.96809393	24.75298608	14.74662916	19.96967456	29.21103078	21.97998967	18.0344645
EMILIN2	27.88557602	29.10908855	139.4097467	355.1855263	51.98170656	40.94943893	69.96143497	61.41250531	42.84410397
ESPL1	35.62166878	40.29560461	36.54500488	29.3030134	18.48080069	32.24532856	43.94898038	34.83076708	34.33550232
EVL	312.3915454	172.8872923	109.1319104	576.5245978	316.9537431	344.946216	75.34402874	483.6684471	475.7815281
FARS2	65.40103015	56.51347306	43.70708366	90.79365826	37.88692111	63.29049773	30.86963569	68.91493692	57.63681053
FBLN1	16.97673405	18.86073726	18.29219151	19.69125387	17.40448684	15.49298208	22.54323102	17.46339588	16.26708074
FCHO1	70.91452629	54.85744008	43.85176214	97.18208886	33.06349914	46.43579349	78.98770212	69.78904316	54.16017361
FCN1	21.78727505	19.61009413	2067.532582	3371.826194	99.44854721	64.36928333	317.4604056	111.8669392	37.55306367
FGFR3	12.28823998	12.57019149	13.18081331	10.83440778	26.76219887	16.41693263	19.31676985	16.16241894	16.27252849
FGR	104.6493239	104.5049507	877.0522505	1154.684171	321.3166028	240.971666	561.1761835	67.6244936	85.70727674
FKBP11	55.70072112	103.4019889	54.57046782	68.40175112	306.6674633	250.1514897	68.06764854	152.2115486	232.5187051
FLT4	23.7866577	20.7650773	17.96046036	16.11212481	25.11053109	21.64839919	21.26062717	24.19187576	26.11136311
FMO5	24.49876971	18.66550961	43.16146523	35.32797298	17.61099771	31.19976916	24.99455984	20.20486516	15.00466246
FST	17.26727567	18.02608319	21.66556983	12.1672384	19.55187329	19.684031	21.74624803	21.24630049	20.41739639
FSTL1	16.36246373	14.83866762	18.2018517	8.011584719	14.06714961	12.83558449	26.10108905	15.99744838	15.89624331
FUT3	22.89313818	19.72088912	21.89810539	19.46871216	17.90915665	20.19698596	27.68177182	18.16149056	16.99234409
FXYD6	18.4050691	15.08157973	84.76128076	41.87129767	32.33369218	20.82129081	23.12622813	23.40226979	17.40094514
GAS7	37.72261067	32.31294408	130.0359376	88.15071548	71.71099616	52.72034561	102.0873387	27.36101796	28.70453111
GATA2	27.05054805	26.17997548	37.10310758	23.38055189	22.83855309	23.47721837	43.48252884	24.50215867	26.62998346
GBP1	52.1610363	57.56930271	150.0213163	138.4376249	137.6884806	130.0954553	201.5976669	131.7108153	168.8761223
GCH1	200.019374	217.0440148	270.792589	293.7851532	718.8957886	216.0294652	144.9619989	132.1649523	195.8943772
GFOD1	67.27533267	83.58693843	66.13875942	159.4712815	80.93701663	185.5033473	105.5626919	44.01506919	59.66219329
GIMAP4	14.04155675	14.82705266	522.1604631	534.0291957	337.5113387	444.5650695	263.6919476	355.5067025	328.9828401
GJB1	20.99714866	24.60596487	30.0152769	27.62814837	19.87641852	19.69937063	39.85907775	20.90393074	26.28677095
GLRA1	13.55853382	13.9332404	15.16609712	20.19643587	12.14023384	19.5840056	23.28058537	17.16400595	14.18285704
GLRX2	35.10739771	64.63901106	84.45275679	85.06793784	48.78727149	66.58057884	76.60064347	53.76708579	57.42815006
GP5	11.56543218	10.9494715	14.10316163	14.3139444	22.10956286	19.51204587	20.0671064	24.1141718	20.28837667
GPNMB	15.61488612	17.93416598	27.04072872	20.35665131	12.59921604	19.05134317	19.39375478	16.54549252	14.50196706
HAGH	53.84207699	77.05956706	88.13032112	231.8086056	92.52369219	80.10562425	57.84331385	115.8230252	93.68965564
HAVCR1	15.58492959	12.35895996	12.057971	11.59423306	41.25695029	40.11192434	19.42734322	21.63682548	16.29918086
HBD	17.80699269	16.54163062	19.50953469	34.50161509	19.72110788	24.57824207	44.8631265	23.73438088	22.11340185
HCK	35.75472225	76.40662764	727.5687237	999.7880336	47.05417864	60.50318527	514.0049379	53.65923183	20.38960763
HDC	23.60161805	17.63783467	31.8817682	19.16264284	16.12387721	27.12769465	46.03912706	24.79671255	24.49503799
HGD	13.37414261	15.27678381	21.76468477	23.85427909	13.11847117	19.71925767	27.52683248	19.74540739	19.54822941
HIST1H2BC	91.29108698	33.89727417	18.98534053	47.41982879	44.68292025	20.75525926	180.1359818	25.31454849	19.7877356
HOMER2	26.33567178	23.26630529	21.46805006	17.79457626	29.0614611	64.31812775	26.77783978	25.16089884	19.9894923
HOXA2	13.52273386	11.0420293	11.83396793	19.18315905	28.72779023	18.43706507	20.83897175	15.16854978	11.65181663
HPSE	21.04585024	21.43446204	162.8782819	105.480848	22.8968644	34.50565663	193.2663048	47.03004653	27.07976294
HTRA1	17.39077722	14.54584203	50.69479819	15.5468329	20.27829483	25.37191014	30.27724518	24.02771968	19.66165458
ICOS	9.474305736	12.19663532	16.20388287	20.27816383	15.99561015	31.73077289	18.15031669	262.2459957	128.2692591
IFI27	14.69742768	17.93501526	19.86261331	22.34340097	25.8845167	19.69897357	24.18862404	32.86394603	27.04397517
IFNB1	11.16649586	9.678102198	14.59276916	10.04851259	9.566131349	11.36682803	14.50513232	13.42832706	12.92187053
IFT20	113.3178067	163.4379884	168.1503913	193.3775233	209.2932541	113.2627418	112.7835745	105.0194904	119.7015465
IGFBP2	11.38408361	11.41790889	17.96018167	17.07936688	34.74783979	16.06666268	16.96916315	18.53067689	22.09406833
IL15RA	36.87123725	49.43536439	56.76373	48.6689714	63.76228257	50.59454286	53.33224855	38.65306276	48.24120477
IL1R2	11.36663054	12.1691811	49.06090804	30.61653492	24.73359716	15.43959088	361.4521089	22.14873879	13.95811697
IL1RAP	21.60369602	18.04471171	28.87757163	31.94723253	41.13519095	22.80236489	143.4462668	29.77486199	22.77637014
IL1RL1	17.43619951	15.89768192	19.2216275	17.25745513	13.49741195	22.13385391	39.47909068	16.82384224	15.93023392
IL2RA	25.92118143	60.59147788	23.9556593	17.28964161	18.80790962	43.37721895	32.02635047	83.57645383	40.0419995
IL32	16.33230535	22.63510014	21.18197243	13.72824769	86.14318989	230.2299172	26.27974432	371.0070797	547.3676325
IL4R	375.6406102	77.7473534	124.0596109	103.2191779	78.66209896	79.87643461	154.1953432	133.4605312	140.6215335
IL5RA	16.71994519	19.11990495	15.70334716	17.2331993	13.3050437	19.36587771	55.23833671	16.80990115	17.66818467
IL6ST	48.38122351	35.43195123	37.18354987	15.95513395	60.36649813	27.41463583	32.29275522	66.95846414	48.10916813
ING2	33.26759008	41.27163811	39.82278444	88.8725753	64.75935164	44.22625154	58.74540308	53.46608463	60.28268741
IRS1	34.69869111	28.20365657	16.84385512	8.009778169	13.25058009	19.37208709	18.6209625	22.06229989	23.27846122
JRKL	26.27941299	33.23124942	33.0780762	18.70791123	28.07468355	38.09596269	36.35972733	36.41475259	31.08567243
KCNJ15	17.60642181	18.44670182	43.18707005	22.10572695	21.86351274	26.17620132	218.9717585	19.06435212	16.51906583
KIF1A	23.67217201	17.7693384	13.62215756	16.45377815	22.69147436	19.76129686	21.83971716	18.94226323	19.10054627
KIF22	50.83765296	57.80792073	35.92394798	80.97597283	64.60176368	42.83782646	41.66658182	83.77423308	87.88455585
KIR3DL1	20.49959873	16.68034794	23.07241398	25.48779327	119.6876306	227.9787831	39.65025835	24.63514698	33.20305617
KLHL18	57.26209285	63.69362464	55.75527881	110.7941512	67.68081264	43.1762552	66.9491149	44.97760504	44.49563429
KLRC3	10.84892361	12.40222519	10.52350246	10.13598699	143.9193874	241.222422	16.18971962	12.75451241	82.90798645
KLRD1	18.63445684	21.63709305	22.25432552	24.50077715	270.5291636	331.256296	42.45389071	28.6562603	158.3502436
KLRF1	15.17427017	16.98512544	22.90095484	36.99651794	673.7489574	565.6932824	42.63188841	25.0391711	88.75665882
KRT19	9.490013335	9.792627233	10.1300099	10.50826341	16.27772197	9.579039354	13.95831358	11.99865607	11.57226859
KRT5	20.01456372	16.17776375	19.10683004	16.58760808	20.59448006	15.27227027	23.15904078	17.73161545	13.92685989
KSR1	19.53475219	26.6530874	29.75429435	51.04670086	39.83386739	33.52625867	36.79593621	31.05951173	32.20444509
LAIR1	169.3916158	58.23111439	134.2345606	221.7075953	66.85153946	117.4395769	70.55892785	82.81974575	78.87399164
LAMP3	14.4047974	12.53568786	33.4583233	19.95134887	14.42469167	29.08803723	59.87608787	51.06559862	33.7397647
LGALS13	17.06609469	15.32526543	14.80677312	19.49602419	8.74291442	22.89825595	22.33297878	15.30101896	14.38561439
LILRA3	19.25196215	15.33975432	257.4257181	269.1539238	19.42275678	33.17727739	123.928456	32.34396029	20.4219805
LILRA4	58.68698021	59.58338099	29.12650213	31.43404042	30.57530433	29.40359451	38.70564453	23.61492201	26.71006619
LILRA5	18.07715546	15.52814799	70.35298796	171.9406187	18.32246116	26.33976743	91.43950692	31.72404275	15.02406596
LILRB1	88.78953524	86.45010813	261.5720198	338.2947964	50.64602144	66.91515295	104.6336779	39.5345332	39.54458751
LIMA1	34.75600124	39.25852962	24.435072	19.21445543	28.67787028	43.14039998	18.80383907	74.8671303	49.82570946
LIMK2	56.85167375	44.94089664	46.69608162	31.98883409	29.6993842	48.33144594	185.6402223	42.22148783	39.10210529
LIPF	15.3742955	13.32646977	14.5412582	17.67923065	8.581607583	21.29408348	25.21611401	13.65587898	15.13010258
LRP5L	30.96499888	25.36349144	47.97887205	105.1239058	44.79549495	61.45769588	54.72770791	52.92407491	43.3981602
LRRC8D	138.7081087	134.2945506	203.6275923	201.1363607	116.4554216	101.4114073	94.54367216	142.8370216	142.7724325
LSM4	88.98427596	105.7842737	74.42962165	195.5655033	105.0400739	88.91104634	37.43949911	121.0106074	135.425977
MAG	18.9625577	20.05885038	17.71604481	28.77225835	16.06287523	21.73221796	22.26121409	19.38010952	15.4544302
MAL	27.7108582	22.58958379	21.98082047	17.00570414	16.50613621	24.36833996	34.51274065	320.7125872	182.8970995
MAOA	10.39920444	12.76710804	17.52776354	10.63779871	11.88497491	14.3507425	18.26845227	16.04345723	13.02623284
MAPK7	33.73194444	32.97070321	55.67954035	85.04005347	34.37849275	35.1941459	33.50113961	38.53064349	39.04135242
MAT2B	693.2130969	610.1014731	148.0282412	132.7647893	189.5613969	206.9148487	153.0522144	169.0684473	252.7013478
MEST	26.6982874	24.24340261	26.54739742	18.46474705	16.24709819	20.06025446	28.19834367	22.26591892	27.56139987
MME	17.16725553	16.66138203	20.19588019	15.71942248	10.22148513	13.86791051	238.5493595	16.01947423	13.22752296
MMP25	27.8877984	24.15992273	54.89841597	33.71449772	26.50723309	38.6301524	167.1530174	35.65355189	37.01412604
MMP8	17.19890567	14.46538126	15.0378252	10.17883031	9.318402917	16.58922465	41.06900956	13.563454	11.40491931
MMP9	22.02023517	22.46057904	71.0484368	19.12128466	30.56561174	41.19276221	479.8010018	31.30604498	24.32904544
MOCS3	28.76160581	24.29961888	30.82444571	16.58146993	19.85762938	25.99305691	32.0788357	33.99311035	24.96936943
MPO	14.56696088	13.2390239	43.19840418	34.88054683	16.0464285	29.21356224	41.15901761	23.44734784	16.63514223
MPPED2	14.50192069	10.99389663	10.30500564	12.25702932	13.9726976	20.84170748	16.87620771	15.06922112	11.91963402
MRPL3	255.0718646	342.3912238	148.0956752	236.4708622	148.6067668	145.3158348	45.63488421	204.3076218	207.7236983
MRPL4	48.4910992	53.5109069	39.61261576	41.80435395	38.09769081	34.67654211	17.32654541	53.74594948	60.7536004
MS4A1	1518.542733	1425.959673	23.62489814	16.37315155	17.08430493	23.59910361	31.43809225	25.6870312	29.09362967
MS4A6A	23.84058066	22.16608874	446.0485563	285.9098531	22.32233981	39.22914965	86.60456504	62.51195241	19.8563612
MT1X	43.61808169	72.14046687	149.8094743	185.1021295	103.874123	68.89061706	86.1766727	132.5304834	162.4430448
MTMR11	20.35202598	18.38267966	179.5649807	194.8768012	35.27654309	27.48901295	32.29785212	37.92172956	23.23172493
MTSS1	136.8338526	110.1000479	67.89571607	199.6556971	122.4464251	134.1263521	30.1073677	45.31013535	41.45677758
MUC1	21.15940953	25.36014392	24.30944778	20.35956079	25.78892901	16.51917612	31.79798346	31.92419418	29.01863265
MYLIP	131.3911025	118.916417	97.70121741	307.9021861	225.3320848	131.5082242	266.9578082	150.0150301	131.2137904
NAGA	56.91808615	64.64153099	193.4523314	253.9119606	44.32925356	40.04588602	39.67814193	53.57259922	40.30828893
NBN	71.55835333	105.0491688	87.18340308	73.59558453	169.8097567	102.7631609	169.7808264	64.77969197	81.17406274
NBR1	61.07990054	66.6063616	63.47841164	21.86992434	73.09144794	54.01534483	71.62665701	58.81069426	69.58273107
NDRG2	29.1725599	26.73085506	26.94037659	27.40159218	29.6999487	31.90470195	32.03729203	39.61226074	26.81456841
NEFL	13.41266956	14.10050093	13.46444923	17.56371234	14.75623551	13.72333368	24.83212512	29.24769675	14.19207094
NGFRAP1	23.25826167	28.73775429	45.90343994	39.26563497	27.12350394	32.46341485	40.08861757	95.37075221	85.7695015
NME1	176.1862467	233.5281896	82.86861481	123.7898164	53.05675147	54.00266122	43.1976046	110.4531213	121.3829507
NOTCH4	35.38610358	29.44693273	30.03392263	82.35065983	40.02536952	27.00917151	25.00426124	26.04926333	22.24507761
NOV	18.68579879	13.59326158	18.18954012	22.75398417	20.27226746	15.79635968	116.4208383	18.72601959	14.6829381
NPEPPS	70.26796034	77.23940015	81.25409804	70.58367738	241.1978712	61.61760305	113.2371582	80.70966512	81.31942699
NR2E3	20.03518548	18.80540383	16.86250434	14.62544322	27.86025597	17.40389773	19.89899243	18.57041274	15.03250604
NR4A2	48.23055105	60.67680721	44.37856755	237.0473623	937.6631016	87.9594746	179.0937793	97.48089096	170.0973233
NRG1	15.55800841	14.29776407	41.97409244	20.08432168	20.30695762	15.01071836	21.69112162	18.19652847	16.36535625
NRGN	23.02412522	20.87575488	183.1562184	129.2336011	34.19915545	29.18640595	72.85989994	41.33990717	29.90204555
NUDT1	69.0775237	78.8452126	55.35500161	129.6974599	73.51446503	52.2868293	21.41630814	78.87652511	86.94464827
NUDT18	39.32100194	34.30207126	54.24460724	119.0920061	35.35678601	48.60511	46.2659202	56.65081803	52.85544508
NXT1	116.4704663	97.11042173	93.77289101	225.2499083	156.1548961	98.9993326	105.740605	164.1503968	224.0567431
NXT2	47.13085851	70.97196189	64.94703883	110.4360863	90.64629384	66.08612451	55.637105	58.75690524	59.64845766
OLFM1	13.01591221	13.60352868	37.20237527	55.5957251	13.39205588	17.61282462	18.55587107	19.50176482	15.3121072
OR2F1	14.70546546	11.75854504	18.7656117	13.92144304	15.63838727	15.28803819	18.94028207	18.14242915	12.85605776
OR2J2	12.48202156	10.83052045	13.32759872	14.86394249	7.645069	11.62689815	15.81221445	14.17546853	9.688608305
ORM1	15.92259276	16.18297629	24.14276185	22.19614204	12.49927039	15.94540881	185.8752815	17.52609902	16.91123006
OSBPL10	105.278523	104.8699386	16.34026917	11.22948289	20.49008645	18.60900888	21.34756121	19.38783891	18.37111616
PALLD	25.6123872	25.64908807	52.11078669	43.40409736	34.00971986	60.39619946	20.77189965	25.14299248	22.00001842
PANX1	25.54239171	34.66678104	49.18379799	50.36965466	80.0505484	50.00250853	24.17130176	46.19916789	44.61534081
PAX5	212.0252857	169.2611704	23.44412571	15.45840118	21.44556405	20.57807518	24.08132606	18.67527116	22.34666715
PCGF2	28.85880246	29.00033023	24.94240962	42.00222808	24.75964543	23.907789	34.70816385	27.85059059	24.07973792
PDGFB	23.89904124	18.27973208	23.78580125	19.34862476	14.80261054	21.25407142	21.9189289	23.7937757	22.10112584
PDK4	21.1842502	14.58106362	68.80269998	123.6134415	15.18466476	20.58184344	36.61101496	22.07451304	14.73371552
PGLYRP1	16.89847601	14.74840073	26.52875101	21.39776609	17.98748159	20.27613905	169.4718449	21.15320561	18.57870452
PHEX	22.60471451	21.86549945	18.76270199	15.9330515	14.80531229	17.64635366	30.84258428	23.68828349	22.57833869
PI3	25.14356735	20.63204272	33.5527768	14.96900275	16.04271171	34.37545545	486.9529895	18.8127959	16.40221621
PIK3CG	73.09466473	68.21191522	42.0216535	143.0564556	146.0602813	102.4660155	121.6946636	58.97877543	50.71206659
PLAT	15.91152026	13.03553058	12.76716727	11.08317432	18.94461796	18.63013775	21.21183441	17.8518733	11.14766743
POU2AF1	793.3270891	579.4564008	18.19229778	9.69272773	22.35308831	23.04809206	22.95444767	41.10526208	26.71265193
PPA1	277.6064137	419.289092	427.7470604	362.7888701	142.9054878	137.4205704	69.69378202	369.0317681	423.1915341
PRKCDBP	14.32704851	13.25320744	28.742332	14.32247315	23.98678137	21.20868645	21.07436128	28.40170096	19.85858748
