Symbol	B_cells	T_cells_(CD4+)	T_cells_(CD8+)	Endothelial_cells	Fibroblasts	Macrophage
AGPAT6	132.5	380.3636364	222.5384615	441.8181818	435.375	445.9090909
AGPAT9	22.75	87.90909091	46.07692308	110.9090909	25.25	1594.272727
AGPHD1	17.25	22.18181818	19.5	22.45454545	23.375	15.81818182
AGPS	49.25	97.31818182	105.6153846	383.3636364	248.625	550.5454545
AGR2	25.25	24.18181818	22.92307692	20.90909091	18.75	20.63636364
AGR3	9	8.681818182	8.807692308	8.818181818	8.5	8.909090909
AGRN	113.75	78.63636364	90.92307692	270.1818182	178.125	175.6363636
AGRP	74.5	65.04545455	72.92307692	67.81818182	61.375	76
AGT	42.25	33.77272727	46.5	32.63636364	119.25	31.09090909
AGTPBP1	55.75	97	71.61538462	46.54545455	47	42.90909091
AGTR1	18.75	20.04545455	20.73076923	20.72727273	102.875	18.90909091
AGTR2	23.5	17.40909091	20.76923077	19	16.5	17.36363636
AGTRAP	284	320.0909091	214.0384615	336.1818182	546	510.2727273
AGXT	25	25.86363636	26.38461538	29.09090909	23.75	24.54545455
AGXT2	34.75	24.13636364	30.65384615	19.90909091	15.125	21.27272727
AGXT2L1	11	9.636363636	9.846153846	9.636363636	8.5	9.272727273
AGXT2L2	179.5	545.9090909	262.7692308	157.2727273	169.875	201.2727273
AHCTF1	68.5	193.0454545	197.8846154	183.8181818	127.625	139.7272727
AHCY	246.25	197.6818182	108.3461538	1007.909091	952.75	546
AHCYL1	610.5	992.9090909	510.6923077	1872.636364	2103.25	3300.545455
AHCYL2	85.5	209.7727273	102.7692308	172.5454545	155	220.1818182
AHDC1	28.5	68.59090909	43.42307692	66.45454545	53.75	37.63636364
AHI1	43.5	65.54545455	59.73076923	119.5454545	236	97.27272727
AHNAK	227.75	129.4545455	114.2307692	123.0909091	185.875	98.18181818
AHNAK2	54.5	37	43.23076923	51.09090909	36.25	44.54545455
AHR	66.75	286.1818182	159.1153846	346.4545455	410.5	732.2727273
AHRR	24.25	26.31818182	26.88461538	109.5454545	399.75	297.9090909
AHSA1	551	724.6363636	420.6538462	1588	1323.875	659.5454545
AHSA2	181	804.2272727	299.5384615	198.2727273	244.5	273.7272727
AHSG	33	28.81818182	31	30.45454545	29.375	30.09090909
AHSP	63.5	47.77272727	55.69230769	48	44.375	52.81818182
AICDA	44.75	13.68181818	20.84615385	10.90909091	13.125	17.81818182
AIDA	2194.5	2060.909091	1267.576923	2258.818182	3045.5	1314.818182
AIF1	636.5	477.7272727	489.3846154	99	65.75	2304.545455
AIF1L	32.75	30.18181818	33.03846154	234.3636364	28.75	21.27272727
AIFM1	78.25	216.5	111.6923077	344.8181818	349.375	510.2727273
AIFM2	67.75	50.18181818	54.26923077	171	285.75	562
AIFM3	50.5	56.54545455	56.5	56.27272727	53.625	76.09090909
AIG1	26.25	56.90909091	29.73076923	138	294.375	79.18181818
AIM1	778	910.9090909	980	227.9090909	56.375	1300.181818
AIM1L	73.75	77.18181818	72.65384615	84.45454545	67.5	83.18181818
AIM2	2339.5	71	73.96153846	24.45454545	19.25	53.36363636
AIMP1	1172.75	1054.545455	1296.384615	1158.454545	1164.75	890
AIMP2	465.5	304.5454545	342.8461538	1183.363636	1076.75	764.0909091
AIP	568.75	976.1363636	682.4615385	483	476.875	554.7272727
AIPL1	59.25	38.54545455	60.65384615	48.81818182	46.125	53.45454545
AIRE	85.25	67.40909091	69.07692308	66.45454545	57	60.81818182
AJAP1	27.5	21.04545455	25	23.90909091	26.875	22.18181818
AK1	164.5	147.5454545	126.3461538	174.2727273	150	181.0909091
AK2	176.75	188.9545455	140.3461538	730.9090909	620.875	459.0909091
AK3	295.25	877	746.4615385	1933.909091	2786.375	1252.181818
AK3L1	52.5	44.31818182	43.96153846	74.36363636	326.625	176.1818182
AK5	66.25	104.5909091	69.26923077	58	265.5	28.36363636
AK7	69.5	62.68181818	74.07692308	58	53.75	60.09090909
AKAP1	135	401.1818182	173.3461538	299.3636364	159.875	291.5454545
AKAP10	79	326.6818182	284.9615385	34.72727273	46.875	111.4545455
AKAP11	472.25	897.6363636	366.8461538	398.2727273	871.375	463.8181818
AKAP12	52	39.95454545	50.46153846	2371	1012.875	36.27272727
AKAP13	959	765.8181818	1520.076923	281.6363636	218	997.5454545
AKAP14	9.75	9.181818182	10.07692308	9	9.25	8.818181818
AKAP3	28.75	28.13636364	31.03846154	25.72727273	25.875	28
AKAP4	44.25	29.18181818	31.07692308	29.27272727	26.25	27.09090909
AKAP5	36	18.45454545	26.11538462	23.18181818	24.125	41.72727273
AKAP6	62.75	36.5	52.92307692	21.90909091	17.875	24.18181818
AKAP7	93.75	455.5454545	225	79	177.75	140.1818182
AKAP8	94.75	210.2272727	195.8846154	232.3636364	163.625	191.1818182
AKAP8L	207.75	127.4090909	143.6538462	147.0909091	139.75	145.5454545
AKAP9	28	137.5909091	289.7307692	24.09090909	29.5	32.36363636
AKD1	120.75	48.09090909	71.15384615	29.90909091	18.375	25.81818182
AKIRIN1	121.75	752.4545455	300.1923077	347.2727273	485.875	468.5454545
AKIRIN2	210	400.3636364	285.5	346.6363636	453.125	592.6363636
AKNA	196	1718.772727	735.4230769	114.5454545	134.75	218.6363636
AKNAD1	10.5	7.681818182	8.346153846	8.272727273	7.875	7.818181818
AKR1A1	571	506.3636364	301.1923077	1276.181818	937	3828.363636
AKR1B1	1091	1073.727273	911.1538462	2532.727273	2581.125	1791.272727
AKR1B10	25	20.04545455	22.92307692	29.54545455	39.25	19
AKR1C1	96	92.72727273	93.07692308	160.3636364	1276.75	146.1818182
AKR1C2	10.75	10.31818182	10.03846154	8.545454545	8.875	8.545454545
AKR1C3	30.75	84.36363636	124.1923077	323.8181818	941.625	92.54545455
AKR1C4	13.25	12.40909091	11.03846154	10.18181818	9.875	10.81818182
AKR1D1	11.75	8.772727273	10.07692308	9.090909091	8.5	8.818181818
AKR1E2	234.25	148.8181818	168.9230769	136.7272727	109.125	131.9090909
AKR7A2	217	485.8181818	173.6923077	970.7272727	1004.75	1420.090909
AKR7A3	57.5	118.5909091	84.84615385	166.0909091	166.375	237
AKT1	52.25	384.1818182	126	659.8181818	464.5	485.7272727
AKT1S1	24.25	67.59090909	31.76923077	258.3636364	207.875	112.2727273
AKT2	136.25	253.0454545	170.3461538	152	400.125	275.7272727
AKT3	134.75	354.5909091	204.9615385	520.6363636	932.25	158
AKTIP	142	732.4545455	437.4230769	357.2727273	521.375	173.3636364
ALAD	114.75	338.2272727	97.11538462	284.3636364	239.75	359.7272727
ALAS1	134.75	174.4545455	124.1153846	616.1818182	332.75	2549.727273
ALAS2	51.25	94	94.34615385	84.18181818	70.125	63.27272727
ALB	18	11.22727273	13.96153846	11.09090909	9.875	10.81818182
ALCAM	226.5	99.27272727	90.92307692	2079.545455	2794.375	3768.727273
ALDH16A1	116.75	248.2272727	90	200.9090909	129.375	256.9090909
ALDH18A1	300.5	347.5	189.6538462	773.7272727	776.75	172.9090909
ALDH1A1	34.75	18.22727273	22.96153846	2296.272727	2077.125	1691.090909
ALDH1A2	36.5	28.59090909	36.88461538	451.0909091	119.25	2141.818182
ALDH1A3	18	13.45454545	17.76923077	181.3636364	393	13.09090909
ALDH1B1	61.75	56.72727273	50.96153846	125.6363636	227.5	69.18181818
ALDH1L1	69.5	53.90909091	67.92307692	57.54545455	55.625	51.45454545
ALDH1L2	9	8.409090909	8.307692308	17.45454545	908.625	49.90909091
ALDH2	185.75	133.5	111.8846154	1198.909091	994.625	1843.090909
ALDH3A1	49.75	33.45454545	41.61538462	50.63636364	40	54
ALDH3A2	79	237.3636364	96.03846154	274	193.25	718.1818182
ALDH3B1	139.25	114	128.1538462	88	95.5	101.5454545
ALDH3B2	13.25	12.04545455	12	13.54545455	11.625	14.09090909
ALDH4A1	57.75	53.31818182	49.15384615	89.09090909	109	153.0909091
ALDH5A1	63.75	45.72727273	39.57692308	29.81818182	35.75	53.72727273
ALDH6A1	67.75	142	80.53846154	190.9090909	179.875	193
ALDH7A1	50.5	36.31818182	38.76923077	335	773.25	123.3636364
ALDH8A1	10.25	45.27272727	19.73076923	11.72727273	15.875	12.36363636
ALDH9A1	1159.5	1093	721.6153846	1112.818182	2152.375	1674.727273
ALDOA	1936.5	3826.045455	2558.5	5886.636364	6939	7179.454545
ALDOAP2	82	33.13636364	50.38461538	22.18181818	18.875	25.63636364
ALDOB	99.75	73.81818182	80.61538462	73.90909091	55.25	62.27272727
ALDOC	240.25	316.3181818	167.3461538	131.7272727	174	130.0909091
ALG1	71.5	63.36363636	56.03846154	136.0909091	179.625	129.3636364
ALG10	22.25	18.54545455	20.38461538	20.09090909	25.375	27.63636364
ALG10B	22	36.54545455	36.46153846	33.72727273	33.75	46.90909091
ALG12	108	145.5454545	87.46153846	148.3636364	141.875	147.8181818
ALG13	61.5	522.8636364	209.0769231	129.2727273	272.5	138.7272727
ALG14	93.75	48.86363636	50.46153846	234.3636364	361.25	331.0909091
ALG2	139.75	367.9090909	230.1923077	829.1818182	1002.5	785.3636364
ALG3	313.75	269.5	235.3076923	413.3636364	470.25	433.4545455
ALG5	616	519.0454545	1057.538462	917.3636364	1117.375	1170.727273
ALG6	345.5	400.7727273	259.9615385	471.8181818	319	293
ALG8	435.25	317.9090909	226.6538462	554	550.125	640.6363636
ALG9	53.75	97.40909091	195.6153846	240.7272727	236.25	258.0909091
ALK	23.75	20.31818182	24.84615385	23.09090909	22.25	26
ALKBH1	190.75	263.3636364	273.8461538	316.0909091	296.125	364.8181818
ALKBH2	52.25	76.81818182	43.5	91.27272727	106.625	54.09090909
ALKBH3	59.75	140.8181818	107.5769231	252.2727273	252.375	235.9090909
ALKBH4	91.5	68.95454545	70.11538462	91.54545455	107	72.63636364
ALKBH5	333.25	854.4545455	517.8076923	547.7272727	718.75	616.0909091
ALKBH6	49	234.8181818	79.26923077	215.2727273	223	285.2727273
ALKBH7	334.25	457.1363636	239.1538462	263.6363636	373.5	343.0909091
ALKBH8	107	111.4090909	77.53846154	122.5454545	93.5	63.09090909
ALLC	28.5	30.59090909	32.61538462	24.18181818	18.25	22.18181818
ALMS1	32	149.7272727	65.92307692	99.45454545	124.375	68.27272727
ALMS1P	44.5	31.45454545	32.76923077	25	22.75	26
ALOX12	20.75	20.54545455	21.38461538	19.45454545	17.875	19.09090909
ALOX12B	17	14.54545455	16.69230769	18.90909091	14.125	16.18181818
ALOX12P2	89	55.90909091	63.26923077	45.18181818	35.25	44.54545455
ALOX15	31	14.81818182	19.26923077	15.54545455	16.625	16.18181818
ALOX15B	56	33.36363636	39.84615385	34.72727273	25.5	87.90909091
ALOX5	263	78.45454545	80.65384615	53.36363636	46.625	222.9090909
ALOX5AP	4119.5	2307.818182	3274.730769	67.72727273	56.875	5907.454545
ALOXE3	17.75	15.68181818	21.26923077	13.45454545	11.875	12.72727273
ALPI	52	32.40909091	35.53846154	36.27272727	29.25	40.27272727
ALPK1	33	34.59090909	28.96153846	21.81818182	25.75	34.45454545
ALPK2	28.25	25.36363636	27.57692308	26	63.5	24.18181818
ALPK3	26.25	11.63636364	15.30769231	139.5454545	13.625	73.72727273
ALPL	22.5	16.54545455	19.38461538	18.36363636	32.375	22
ALPP	36.25	22.86363636	27.92307692	20.90909091	15.625	25.27272727
ALPPL2	87.5	69.54545455	76.15384615	68.54545455	72.875	73.45454545
ALS2	13.25	14.63636364	16.23076923	31.09090909	40.875	22.18181818
ALS2CL	172	170.7727273	151.3076923	129.2727273	82	105.3636364
ALS2CR10	23.25	18.31818182	20.84615385	18.72727273	17.375	14.63636364
ALS2CR11	13.5	10.63636364	14.03846154	9.727272727	9	10.81818182
ALS2CR12	16.75	15.36363636	15.84615385	13.54545455	12.375	13.18181818
ALS2CR4	24.75	25	29.11538462	247.1818182	373	36.54545455
ALS2CR8	28.75	50.5	33.15384615	12.81818182	35.625	22.90909091
ALX1	45.25	30.5	42.07692308	113.1818182	40	32.90909091
ALX3	58	42.31818182	46.69230769	46.81818182	49.75	45.45454545
ALX4	40.25	35.36363636	33.69230769	38	29.625	40.18181818
AMAC1	25.5	13.72727273	20.76923077	10	10.375	11.90909091
AMACR	31.25	42.18181818	28.76923077	33.45454545	134.125	40.90909091
AMBN	35.75	31.40909091	41.84615385	31	23.25	32.81818182
AMBP	21.75	19.77272727	22.5	27.90909091	25.5	26.27272727
AMBRA1	32	175.7272727	78.57692308	133.1818182	116.375	149.0909091
AMD1	338	471.8181818	793.3461538	538.0909091	591.25	1035.454545
AMDHD1	11	17.40909091	13.69230769	9.090909091	8.5	125.5454545
AMDHD2	55	69.77272727	45.84615385	110.9090909	85.75	210.0909091
AMELX	15.25	12.5	12.92307692	11.54545455	12.75	12.27272727
AMELY	49	31	33.34615385	31	26.75	32.81818182
AMFR	184	135.6363636	170.4230769	205.2727273	415.25	314.2727273
AMH	42.5	42.54545455	41.26923077	46.09090909	49	46.27272727
AMHR2	76.75	49.77272727	62.30769231	48.36363636	37	54
AMICA1	143	601.7727273	361.7692308	58.90909091	46.375	856.2727273
AMIGO1	38.25	204.4090909	89.19230769	45.18181818	60.875	50.27272727
AMIGO2	73.75	408.3181818	508.9230769	441.7272727	909.5	56.90909091
AMIGO3	164	119.3181818	150.8076923	112.1818182	95.875	115.4545455
AMMECR1	27.5	45.5	32.11538462	29	38.125	21.09090909
AMMECR1L	84.5	301.1363636	136.5384615	459.0909091	592.75	202.0909091
AMN	191.75	106.1363636	137.7692308	135.4545455	122.875	134.6363636
AMN1	272.5	134.6818182	92.61538462	126.7272727	58.25	38.36363636
AMOT	20.75	20	19.69230769	17	16.875	15.45454545
AMOTL1	80	54.18181818	75.65384615	112.7272727	88.125	61.90909091
AMOTL2	32.5	22.77272727	30.65384615	975.5454545	2455.625	18.45454545
AMPD1	15	13.04545455	14.38461538	15.27272727	12.5	14.27272727
AMPD2	157	392.1818182	221.2307692	304.8181818	441.625	304.0909091
AMPD3	62.5	41.95454545	42.15384615	40.36363636	38.25	110.1818182
AMPH	38.25	25.13636364	34.46153846	187.6363636	90.5	22
AMT	142.75	239.0454545	140.9230769	99	116.625	100.0909091
AMZ1	76.5	55.40909091	63	43.45454545	39.5	58.54545455
AMZ2	636.25	1004.363636	789.7307692	939.8181818	1201.75	1110
ANAPC1	187.75	322.1818182	222.5769231	403.9090909	256.5	283.2727273
ANAPC10	251	182.7272727	590.6538462	263.2727273	222.125	281.9090909
ANAPC11	813.25	768.5	832.7307692	2096.545455	1609.75	1571.636364
ANAPC13	10.25	9.136363636	9.346153846	10.54545455	11.375	8.818181818
ANAPC2	67.25	309.0454545	88.30769231	222.5454545	171.75	174.5454545
ANAPC4	225.75	716.7727273	442.9615385	448.0909091	491.75	480.6363636
ANAPC5	666.25	271.0909091	452.9615385	382	300.375	254.7272727
ANAPC7	62.5	111.3636364	79.61538462	72.81818182	122	114.2727273
ANG	37	34.68181818	34.53846154	117.4545455	105.375	132.4545455
ANGEL1	137.75	192.2272727	115.3846154	167.3636364	141.125	343
ANGEL2	45	111.5	184.0769231	116.2727273	130.375	73.90909091
ANGPT1	13.75	10	10.84615385	13.36363636	110.75	15.81818182
ANGPT2	11.5	10.68181818	11.76923077	99.72727273	8.75	9.818181818
ANGPT4	57.25	51.13636364	61.73076923	50	41.25	56.54545455
ANGPTL1	22	15.09090909	18.46153846	18.18181818	77	15.90909091
ANGPTL2	83.25	42.68181818	59.73076923	140.0909091	369.125	35
ANGPTL3	18	13.59090909	17.80769231	13	13.5	12.09090909
ANGPTL4	59.5	48.72727273	52.42307692	356.3636364	93	65
ANGPTL6	59.25	35.72727273	49.11538462	40.09090909	44.25	91.63636364
ANGPTL7	29.75	23.72727273	27.42307692	25.81818182	21.375	24.09090909
ANK1	119	65.72727273	65.42307692	48.72727273	44.375	57.18181818
ANK2	23.75	18.90909091	22.84615385	19.27272727	39.5	23.90909091
ANK3	19.25	111.5454545	33.46153846	13.18181818	12.375	13.72727273
ANKAR	15	13.31818182	15.96153846	9.545454545	10.25	10.09090909
ANKDD1A	24	70.77272727	67.76923077	29.54545455	56.5	62.54545455
ANKFN1	28.5	21.90909091	24	17.81818182	17.5	16.72727273
ANKFY1	213	530.9545455	256.5384615	417.3636364	642.5	540.6363636
ANKH	61.5	306.2272727	126.8846154	66.81818182	367.125	143.6363636
ANKHD1	156.75	221.8181818	303.0769231	195.3636364	132.375	205.1818182
ANKIB1	137.75	397.8181818	260.3076923	398	562.875	336.4545455
ANKLE1	19.25	15.31818182	14.96153846	13.63636364	12.25	12.36363636
ANKLE2	51.5	238.1363636	95.96153846	198.0909091	281.375	129
ANKMY1	28.75	32.81818182	23.26923077	23.72727273	28.375	30.09090909
ANKMY2	268.25	308.1363636	297.0769231	346	735	494
ANKRA2	210.25	554.6818182	475.7307692	179.5454545	406	238.6363636
ANKRD1	13.25	12.68181818	13.34615385	248.3636364	170.125	12.63636364
ANKRD10	250.75	350.7272727	232.0769231	148	182.375	172.9090909
ANKRD11	166.5	599.4090909	274.5769231	487.2727273	322.75	248.2727273
ANKRD12	379	679.7727273	1084.807692	144.1818182	224.25	334.7272727
ANKRD13A	1379.75	1650.727273	835.5384615	585.4545455	2132.75	1206.818182
ANKRD13B	85	51.36363636	57.07692308	82.72727273	62.25	55
ANKRD13C	48.5	112.5909091	117.5	114	253.625	130.0909091
ANKRD13D	78.75	152.5454545	99.11538462	57.09090909	50.75	78.18181818
ANKRD16	46.75	77.86363636	42.53846154	81.63636364	89.125	66.18181818
ANKRD17	155.5	291.3636364	199.5	275.8181818	293.625	286.7272727
ANKRD18A	34	20.68181818	23.11538462	16.90909091	15.125	16.36363636
ANKRD19	77.5	60.04545455	69.61538462	73.27272727	56.75	61.81818182
ANKRD2	32.75	24.68181818	28.11538462	36.54545455	33.5	28.45454545
ANKRD22	22.5	19.86363636	19.46153846	15.54545455	13.5	27.18181818
ANKRD23	38.25	76.45454545	41.5	28.81818182	28.75	29
ANKRD24	47.25	38.81818182	41.76923077	44.90909091	43.5	45.81818182
ANKRD26	37.5	34.72727273	35.73076923	36.90909091	47.75	28.81818182
ANKRD27	175.75	463.4545455	211.6923077	415.2727273	458.25	352.4545455
ANKRD28	96.75	292.5	160.7692308	418.7272727	341.875	150.1818182
ANKRD29	14	13.77272727	14.88461538	14.63636364	62.625	109.0909091
ANKRD30A	18	11.95454545	13.11538462	11.36363636	11	12.54545455
ANKRD30B	10.75	8.909090909	8.5	8.454545455	7.25	8.363636364
ANKRD31	20.75	16.13636364	18.61538462	14.27272727	11.875	15.90909091
ANKRD32	48.75	100.7727273	154.2692308	105.4545455	88	72.54545455
ANKRD33	46.25	28.77272727	30.96153846	29.72727273	19.25	25.36363636
ANKRD33B	126.25	71.68181818	82.80769231	109.0909091	130.875	62.63636364
ANKRD34A	72.5	60.36363636	73.96153846	42.09090909	64.875	44.81818182
ANKRD34C	20	15.59090909	19.30769231	14	14.875	13.27272727
ANKRD35	67.25	38.59090909	49.5	52.09090909	132.625	56.09090909
ANKRD36	26.5	60.77272727	115.8076923	17.90909091	21.875	15.54545455
ANKRD36B	155.25	449.6363636	380.8076923	76.81818182	60.625	84.18181818
ANKRD37	67	62.63636364	70.34615385	273.0909091	1585.25	157.0909091
ANKRD39	50.5	94.40909091	80.03846154	167.8181818	108.25	116.5454545
ANKRD40	96	114.3181818	98.84615385	157.1818182	154.125	132.4545455
ANKRD42	27	22.45454545	28.96153846	32.09090909	25.75	28.63636364
ANKRD43	16	13.13636364	15.92307692	14.45454545	12	13.36363636
ANKRD44	75.25	56.86363636	55.57692308	30.36363636	28.75	61.27272727
ANKRD45	16.75	11.18181818	12.76923077	12	11.125	11.54545455
ANKRD46	195.75	176.3636364	116.5769231	213.5454545	228.75	146.3636364
ANKRD49	588	758.8181818	866.3461538	256.4545455	296.5	408.9090909
ANKRD5	43.5	79.27272727	50.5	38.45454545	22.5	29.27272727
ANKRD50	37.5	26.63636364	31.5	1144.272727	551.375	239.3636364
ANKRD52	83.5	142.9545455	126.5	261.6363636	304.875	137.8181818
ANKRD53	34.75	15.81818182	17.42307692	13.09090909	11.5	13.72727273
ANKRD54	111.25	193.8181818	158.3461538	262.2727273	179.75	127.3636364
ANKRD55	24	311.2272727	25.96153846	36.72727273	14	18.54545455
ANKRD57	23.25	28.54545455	22.53846154	63.18181818	224.375	158.6363636
ANKRD6	18.25	38.22727273	35	61.63636364	549.125	98.63636364
ANKRD60	49.25	29.63636364	36.5	29.09090909	22.625	28.90909091
ANKRD7	8.75	8.954545455	10	10.27272727	11.5	8.818181818
ANKRD9	16.25	22.72727273	20.5	367.2727273	369.125	321.1818182
ANKS1A	68.5	155.3181818	91.42307692	301.7272727	261.375	270.7272727
ANKS1B	18.25	19.31818182	19.23076923	15.09090909	14.5	13.54545455
ANKS3	74	92.63636364	58.84615385	91.54545455	130.375	75.72727273
ANKS4B	54.75	33.31818182	40.96153846	22.63636364	22.625	27.45454545
ANKS6	68.25	93.54545455	59.42307692	105.0909091	97.75	86.54545455
ANKZF1	145.25	448.0909091	166.6538462	156.0909091	131.5	127.4545455
ANLN	13.75	14.31818182	14.57692308	450	281.25	74.72727273
ANO1	97.75	62.09090909	62.65384615	63.63636364	54.875	65.09090909
ANO10	63	63.77272727	64.30769231	553.3636364	556.125	407.6363636
ANO2	23.25	15.77272727	19.76923077	46.54545455	14.875	16.54545455
ANO3	16.5	14.40909091	14.53846154	14	17.25	13.63636364
ANO4	20.75	19.27272727	23.73076923	17.45454545	17.5	19.72727273
ANO5	20	12.90909091	16.84615385	17	12.25	91
ANO6	79.5	484.9090909	151.7307692	1046	1174.375	1198
ANO7	178.5	111.8636364	191.2692308	146.7272727	113	133.2727273
ANO8	54	143.0909091	68.42307692	61	48.5	70.63636364
ANO9	67.5	210.8181818	75.11538462	45	35.75	50.81818182
ANP32A	117	491.7272727	232.8461538	431.0909091	216.75	443.7272727
ANP32B	2199.25	5754.5	2965.653846	4401.545455	3924	3312.909091
ANP32C	19.75	17.81818182	18.96153846	18.45454545	16.25	21
ANP32E	942.25	1882.727273	1151.692308	1285.272727	1166	901.3636364
ANPEP	39	34.68181818	30.73076923	1447.909091	1007.5	1425.363636
ANTXR1	208	136.5	194.0384615	162	965.875	89.09090909
ANTXR2	124	151.5454545	110.6923077	116.4545455	157.75	127.9090909
ANUBL1	26.75	55.45454545	37.61538462	29.45454545	36.25	25.72727273
ANXA1	484.5	4328.954545	4824	6414.363636	6531	4831.727273
ANXA10	34	26.13636364	38.23076923	27.63636364	50.75	23
ANXA11	742.25	2109.5	1080.576923	1687.272727	2718.25	5834.545455
ANXA13	39.5	30.31818182	37.88461538	33.27272727	32	35.18181818
ANXA2	3242	2211.272727	1993	16005.09091	15755.75	17500
ANXA2P1	42.25	24.68181818	31.73076923	111.7272727	95.25	121.8181818
ANXA2P2	640.5	528.4090909	454.5769231	3851.909091	3439.5	4001.272727
ANXA2P3	93	70.5	90.96153846	226.3636364	166	228.7272727
ANXA3	11.25	32.40909091	51.46153846	838.9090909	261.875	13.18181818
ANXA4	579	177.6818182	123.9230769	869.2727273	1698.5	1769.636364
ANXA5	1260.5	972.9545455	828.3846154	4691.818182	6834.875	5557.090909
ANXA6	807.5	2255.590909	465.6538462	1371	1699.875	412.6363636
ANXA7	607	1071.318182	869.5	1230.636364	1613.375	1456.636364
ANXA9	43	45.36363636	50.30769231	41.54545455	32.5	57.27272727
AOAH	123.75	94.95454545	179.2692308	66	59	517.1818182
AOC2	33.5	32.09090909	37.84615385	29.63636364	30.875	27.63636364
AOC3	27.25	21.40909091	24.73076923	23.18181818	27.875	22.63636364
AOX1	25.5	16.04545455	19.34615385	27.18181818	434.25	16.36363636
AP1AR	14.25	13.40909091	19.30769231	13.90909091	12.375	15.36363636
