Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8
FPR3	325.6674246	243.6605005	203.421307	112.657984	94.70041249	277.4149037	97.29879579	116.5979064	99.98686977	105.807962
FRK	138.3048999	125.3630578	7.43265118	3.655442581	6.694465385	61.16828044	11.24943836	5.639101241	6.171513508	26.38936082
FRMD4A	57.81750686	73.55800845	52.74025927	46.14200777	43.21756185	21.62064394	24.03797283	71.89460431	48.33458991	49.31923782
FRMD8	197.3732828	150.7395951	247.2516889	249.1822219	162.813157	172.2630314	14.61435957	141.1237411	249.2964218	28.9702418
FZD2	40.20305932	10.76683514	455.2912189	21.52230454	11.61080204	16.40047837	23.74932601	6.482478073	10.89927471	13.86980966
FZD3	121.5674974	138.3505755	39.70835546	29.43502605	38.82769283	73.00874476	96.62044786	39.04159069	136.5432862	50.26515479
GAL3ST4	69.54706802	72.93354863	44.09898382	35.6643216	36.41518352	77.37112075	942.3193748	238.0119755	123.3772483	335.5930908
GALR1	2.661554274	4.348941107	4.179834102	4.227180464	3.69898121	6.071751695	41.01608039	6.212037366	3.847184414	3.908160923
GFI1	27.63680315	25.20303785	19.38352568	508.7800779	394.3207649	41.43881952	48.08423235	132.9727705	700.6608098	293.640883
GGT5	11.49823256	9.101161188	11.13018839	16.95386801	13.68021641	16.79237197	24.53939902	9.261514296	11.57823288	12.99967839
GIPR	8.245074698	8.69890136	8.506723418	13.45361226	11.72814867	10.05277019	20.2876468	5.19508538	9.251047619	10.90883943
GNG7	768.0078466	1494.305763	112.449475	60.45334031	53.08765217	455.4134725	99.42210121	104.2562884	75.96955929	133.5514698
GNLY	9.016559093	14.52025513	19.94743339	21760.60028	23235.35012	118.2602821	134.9186388	1198.37505	233.4211369	3732.536058
GPC4	126.6902267	73.41170643	56.14456485	77.48575035	42.58445228	111.2722902	59.39944184	77.95639785	53.75861921	43.02443597
GPR1	3.129845825	4.79850122	5.245664557	17.25032467	1.863695454	4.064088815	44.35621868	1.244201526	0.453354164	1.559283973
GPR171	33.51495052	22.98219258	14.67922106	443.0770732	1041.132076	30.67179408	899.2846127	969.236538	2693.556404	924.3717963
GPR18	3056.84082	1822.014185	109.6660347	1204.171373	2025.829576	156.3072275	1241.790015	678.2573057	431.4075402	1037.066376
GPR183	275.8348106	2308.149818	196.979149	216.2351844	201.5996553	144.0671927	854.0807595	3012.768061	2265.096641	630.5280037
GPR19	27.02537152	36.08351025	19.81202335	42.35493987	65.65533364	49.98684446	73.33196188	71.86055345	373.0594532	40.61246787
GPR25	4.292572754	29.42735453	14.04592183	11.1673751	21.43533197	16.9118569	10.77863651	138.1919025	12.75467855	28.7191378
GPR65	507.5709281	490.2704567	1473.160908	2138.331722	2137.237334	2530.19965	572.3060778	1499.931247	850.211608	1518.573945
GPR97	154.4101049	141.428644	71.26388228	295.1646205	418.1169425	2246.982554	57.15128061	138.4573773	94.40581808	104.9389313
GRAP2	12.62708927	15.00203046	11.82509864	200.763896	307.2558216	10.85570109	318.9107126	269.2219489	151.959726	280.9234111
GSTT1	6.958858985	12.48982331	17.31196185	15.93181405	15.76945271	23.00205986	43.10259613	14.99403456	14.09510035	18.64410933
GUSBP11	8048.07448	10388.03123	43.51505491	311.6532884	98.43888337	277.7647569	587.5664324	151.2654723	9.073509293	521.3361484
GYPE	38.71816582	61.40275529	6.627731906	15.90605862	24.75298907	14.23666653	8.008517109	3.69898121	4.833493917	26.87927605
GZMA	204.958358	217.1903236	132.0433731	13660.47953	22380.29444	334.8696127	440.9534741	4034.52042	1173.96483	6301.839315
GZMB	102.255299	68.32230989	61.71915165	15276.85279	23235.35012	154.330993	85.36127082	58.9177582	21960.79819	2080.697741
GZMH	21.35853068	33.95743123	36.90093477	11889.00904	7419.827913	41.85793547	198.9335618	630.7749174	896.7120375	8555.821981
GZMK	184.0395826	278.1808222	67.13748264	1967.19369	233.6749633	421.2121304	1423.65694	3724.329794	187.7181578	8814.387272
GZMM	6.305414565	16.45527256	13.20630847	3771.290343	2616.387026	65.82671625	1215.533292	884.0128037	529.132872	1048.989355
HAL	380.2322774	308.5027329	877.1793038	99.60146076	96.12281291	3105.095231	61.60426486	75.48182942	78.63381891	84.17530879
HCK	273.5706061	489.3443473	7368.002228	391.7033029	184.1658664	7443.161769	107.2851313	80.31784648	81.79892574	106.4569423
HDC	147.9736788	177.8451002	129.5522336	200.3498771	150.8083027	150.6140872	18.24228689	118.9595662	82.7123624	123.8596636
HESX1	6.869435614	5.810228378	8.365084929	8.440480409	9.195676707	7.283926945	8.172396024	5.971548735	7.370460489	7.046990167
HHEX	4489.488986	2773.84053	1914.137567	245.8936654	202.8459866	946.2641209	83.41360206	105.0214682	88.61808798	139.0353705
HIC1	5.092351833	4.093578948	7.017818913	15.68354842	41.82249473	7.476611925	18.79636185	5.971548735	7.057961151	8.159927666
HIST1H2AE	35.26722995	21.8243194	8.28188422	14.84822972	6.198523194	22.11671753	30.34545814	45.64822436	11.24943836	29.91298037
HIST1H2BG	17.44318854	42.30455978	23.39236935	68.37610587	11.21409988	45.19348156	138.8837705	190.054614	52.48031743	78.31604621
HK3	12.94364358	9.44765425	3103.136582	222.5053519	32.40772779	1255.80611	25.374709	12.81515335	21.8935711	21.81413027
HLA-DOB	6607.334733	4832.779431	102.1825691	230.4248523	188.3202183	96.88647987	54.34069564	47.963256	44.00072194	212.2757519
HLA-DQA1	942.7749076	1379.121703	275.3534268	219.2102706	214.9325691	218.2099668	122.6942485	106.9349988	167.0688665	173.4117383
HMGB3P30	30.97425375	30.88530653	27.19577484	38.72002482	62.1534728	76.9105534	3.547906137	52.31915781	40.80982734	42.79987867
HNMT	61.73602193	55.47571769	815.4265044	26.91293797	13.5847049	29.96288574	10.96771886	11.06762282	31.71073352	19.61866274
HOXA1	12.90856012	10.23319877	10.68723722	11.76733746	9.61033962	17.61748588	13.26159685	6.91970575	11.04729816	12.85536224
HPGDS	203.7910498	224.547027	36.75265198	177.6752993	148.3391263	219.1322864	88.13751751	182.147041	92.78922471	83.72110944
HPSE	30.8024485	29.58277474	1285.833086	29.9724331	54.88908823	973.4037642	132.3282146	207.2614073	494.245822	55.34751097
HRH1	206.5394742	165.4581351	72.1745748	54.07639831	42.47010982	227.8748322	26.48229454	101.1491714	284.8186666	75.97436695
HSPA6	70.64960056	148.2879125	641.2142131	184.8377232	284.0317902	3303.08264	89.65418124	21.31200497	20.34672736	106.7169109
HTR2B	6.171513508	13.11478166	13.85052231	30.97175272	6.958858985	7.446654092	11.3103513	5.822857646	4.605860048	22.71063607
ICA1	191.4053509	115.3270172	183.2555042	133.7203845	135.275358	309.3789708	149.651559	289.2721081	160.7794316	134.2533776
ICOS	6.458825767	8.407302028	5.362446048	12.554434	22.53108052	6.199101199	1018.135876	786.5967435	1804.928958	194.1905981
IDO1	241.0650179	312.4524995	269.4662793	667.1972433	671.6285143	527.4082419	192.0869901	248.9097098	201.7392421	241.3331484
IFI44L	24.57422621	37.30993947	307.8493777	302.4006942	311.314882	74.97678161	147.4365503	127.385545	18.32015721	84.26221988
IFNA10	63.51120873	158.4224613	13.10429637	8.565645005	13.16479841	20.7783228	14.25566764	13.99751273	9.372947039	12.57137446
IFNG	233.2462403	168.0836515	108.1486375	247.3486217	3575.236664	187.1620872	107.3272359	142.1822906	6344.879706	249.0786281
IGHD	10811.41236	2526.481303	50.4303708	32.58210537	21.68739568	79.25564732	125.466199	26.14159933	21.20380232	62.3476822
IGHE	18.17410575	73.92464991	25.291882	19.3650878	15.52894714	45.89295939	46.81934	54.27863199	23.03809769	15.63289317
IGHM	21960.79819	14250.20741	127.0436672	162.309451	134.8648186	98.13122154	46.93569691	156.9391502	260.5780432	361.7379219
IGKC	27164.52012	30254.0679	318.0695055	324.3571791	121.6124805	119.9968023	489.1798399	40.36292074	67.88787751	3097.474216
IGLL3P	6633.535586	8962.420222	70.0394246	33.45486904	62.78986393	83.43489613	18.00926412	41.51758679	96.40860336	217.4652812
IGSF6	46.07125476	70.4016677	2662.140929	100.2893009	74.41451203	4222.728231	40.17569562	48.71083673	35.64452519	27.09871228
IL12B	105.275436	89.59925365	42.42610973	85.58316556	56.90002211	127.5501333	28.4476789	59.255418	77.91715796	41.94288686
IL12RB2	13.44126834	18.33818525	20.50390251	594.0469774	1531.023729	14.16736964	33.86467066	106.8888316	726.4496109	95.11508424
IL17A	24.10976356	31.66676526	7.929351943	9.511607877	8.087608443	39.5476383	6.547727883	6.560415317	294.032794	7.018701499
IL18R1	32.74521328	56.21530515	19.50301241	829.4466231	1084.441173	516.0935366	73.22426678	243.8532814	400.3612339	197.574303
IL18RAP	63.16533501	45.38600163	92.02184739	6172.262928	5732.166309	2653.493356	83.75974388	275.2312246	367.9599908	541.6070596
IL1A	207.8094975	114.0328396	61.10993853	81.80415638	75.92997592	204.892697	98.02150804	89.41077945	147.6537197	65.8236721
IL1B	508.1423339	364.9197528	1257.182131	250.0432905	241.5910262	3099.346146	136.961868	251.1017935	200.4208119	144.2186891
IL1RL1	161.2444569	100.3685885	37.42366918	65.350782	125.0829545	102.9096081	19.32045331	70.12950502	95.88469778	34.56285806
IL21	346.0439646	299.7702438	103.5720427	38.68027919	68.0390322	201.0983497	21.34280658	81.58442785	333.1909722	59.42001123
IL26	6.120665994	7.623841163	3.424557859	7.691378335	5.136655175	4.557666573	7.902366544	9.532387256	273.5706061	7.410920044
IL2RA	151.2654723	216.016679	25.41115885	42.04435301	628.1600217	31.22286334	87.16147336	360.4452087	4978.13072	85.8239546
IL2RB	2118.459057	1945.518804	321.9612928	18026.39249	19190.61594	1044.851269	818.7927424	2988.605281	7562.491571	4000.216538
IL3	20.12785138	12.58545616	11.52632712	13.59206642	28.81247015	12.25400672	9.485254596	8.603842518	1689.599596	9.157134905
IL4	10.0823446	28.84260472	8.872339575	12.25198156	9.624468251	34.58584621	10.44585498	10.77863651	232.713076	13.17067743
IL4R	11009.29392	1883.66674	1192.215763	851.30019	1609.901147	2809.100785	2125.328314	1148.814515	864.1960215	884.659355
IL5	6.618252721	11.61192289	11.47899088	8.169496573	13.81492461	13.25903543	11.36906118	35.07363094	159.9554562	18.71157669
IL5RA	122.2890422	101.5434264	41.02366335	45.67953351	44.27072755	256.0574097	26.5887412	63.93112851	43.62068846	42.9451164
IL7	250.9247833	611.4516464	51.3943268	24.76130902	26.22845437	14.89186794	34.7070222	69.25499148	30.32542187	41.57938135
IL7R	277.7164299	454.5504216	163.3050166	1159.340489	341.6294609	742.6718185	19513.31337	18085.9446	1965.113683	15195.16858
IL9	60.05830259	42.70618828	15.74553195	45.8168679	31.82797542	24.3295572	31.36207011	89.90011254	6525.444386	43.06562332
IRF8	9506.386392	7886.092193	2458.705658	1625.377439	2594.872072	281.068165	279.6879535	45.41225697	487.5663213	350.3493603
ITK	468.9985735	409.7558423	124.1014103	3056.935046	3981.741268	380.4695205	9578.936337	7704.627853	3954.854034	6471.889098
KCNA3	306.2764477	411.3873405	143.5528595	411.3943392	577.1730417	65.0351555	465.479642	975.6549806	324.103216	573.9051164
KCNG2	12.5310046	21.62331457	18.84293691	17.88167287	15.86814667	11.70521171	7.924164041	12.07805481	12.5310046	18.15238454
KIAA0226L	7209.224512	5267.694585	176.3964323	54.34410784	30.36307028	2046.296729	82.79229745	64.8769987	50.36671815	41.69784069
KIAA0754	9.870549848	7.165981269	44.79047534	151.0455484	150.2587239	7.870074424	80.9645004	7.879203828	4.366178616	23.11849958
KIR2DL1	7.406441697	5.157127328	5.116435124	281.9844186	532.2521388	12.34421311	12.79241876	6.332890006	4.126234993	8.01647279
KIR2DL4	331.7763894	242.5966898	128.8246048	602.9726262	1692.521387	282.8093	125.3243228	79.00529624	62.54142777	122.2246008
KIR2DS4	621.6999538	437.1452806	129.0849772	1172.82887	3017.546724	344.8539572	113.6054513	120.4987696	87.81654144	280.1613018
KIR3DL2	12.24576038	10.57912504	11.38893073	511.2935608	1163.915182	20.01964437	14.16687271	9.251047619	13.16479841	22.06039056
KIRREL	15.52894714	13.70655219	13.64075973	18.20868192	12.13897809	15.74318836	26.78347553	9.694581053	12.95560951	34.23347857
KLRB1	119.5727193	241.3252476	90.24623781	12957.39238	5576.724303	322.6159656	317.5656356	10026.23944	500.6894521	8818.269216
KLRC3	13.84066629	44.61637486	12.58558886	1485.991589	662.1427421	8.77366203	13.18858231	32.02053189	12.41173255	724.7758509
KLRC4	68.25016134	85.07512829	20.05492885	205.1777143	119.9854466	44.4640693	48.80110093	17.67634993	22.20688826	218.1751146
KLRD1	204.0068731	170.2059521	81.02147756	7278.146564	6195.927488	195.370024	75.78362334	207.8812187	155.9617882	1670.271427
KLRF1	153.1504496	198.6098814	100.1145382	10475.7852	5911.213148	121.9079756	21.90774996	127.2371142	37.05749544	851.1875307
KLRG1	1351.157456	1076.359373	305.4474128	1700.856514	912.2671752	605.3949976	467.4716087	1939.944493	275.5197677	3859.14824
KLRK1	670.2708554	280.4713279	78.91616578	8790.503534	5454.73273	246.4439838	353.8455751	276.2455792	69.14462123	8228.460511
KRT18P50	23.97041806	28.15146632	58.20626127	23.74696304	16.91790381	68.38796964	44.1209146	22.87490438	18.71219759	23.80795592
KYNU	296.2994306	573.2552275	858.7450615	70.07148215	66.70647411	100.1093538	41.3563524	39.20610994	27.37818895	45.94858696
LAG3	36.29565926	8.732532802	7.92284356	139.8539928	23.50429099	8.170942175	6.264629561	175.1856105	999.6943311	521.3214165
LAIR2	424.4791722	238.1828119	103.0030242	1596.837227	1637.522871	260.8513758	212.5228127	371.0335929	81.43053168	1078.390893
LAMP3	47.28278554	46.66817965	38.76231871	210.8261404	418.7096295	320.9232259	120.9265077	160.3048593	368.6319956	134.7841361
LAT	157.4129632	133.1507052	239.5833162	1722.578313	1262.245177	209.6546017	5669.605245	3282.260737	1447.742457	3224.978584
LCK	337.4400897	327.1096376	80.75884433	3604.565205	2808.159439	186.8691266	8948.349603	7786.120969	4042.377012	8763.864592
LEF1	30.90820518	28.4865918	12.54164279	115.1927029	115.8526336	31.2755148	2704.715795	1154.223661	412.9279657	1204.840659
LHCGR	154.6890469	195.3792191	11.47012114	21.7148195	26.06781415	82.91574196	24.46628657	8.255798098	5.598819437	9.897454754
LILRA2	20.88194891	19.97153628	1764.823942	101.3950793	38.77174192	2439.781118	27.39864055	18.02258618	13.56995609	20.16252339
LILRA3	7.153043448	6.787328787	880.456908	20.37949338	12.10187282	117.4599802	28.11270143	6.052620848	7.382940272	9.02114446
LILRA4	33.02123349	111.7082404	65.68769791	19.49828414	18.12117817	63.10838368	17.45746015	57.84876862	18.43170071	24.77824314
LILRB2	30.88657745	28.11397271	3344.118855	201.7195756	36.09030097	2905.942642	6.646385161	9.996682874	9.085608856	25.57422148
LIME1	23.92087663	43.82308141	78.16252525	181.4780792	47.46263396	79.53831265	995.0546469	1225.59738	171.9065402	1287.731562
LINC00597	15.98296208	18.32668535	23.18626902	128.013785	72.72761985	20.71458679	60.43870697	3.681017104	3.720542522	6.841729202
LINC00921	675.1218227	227.5869807	69.03803764	116.2458441	70.47336347	287.709765	40.64411705	146.1436716	22.79147187	132.8112012
LOC100130100	19.84751256	28.75087131	16.13831431	10.35285767	14.70906515	17.23014635	19.12046512	16.09778833	15.86814667	23.05076042
LOC126987	135.5693196	103.5430592	68.19210687	86.37729281	76.62216013	91.27327826	106.3115117	91.28169833	101.1966631	72.45319298
LRMP	2106.83981	2947.585258	1048.681062	1245.630394	436.5800269	3231.634624	861.6605651	327.4987971	185.1858088	631.9125478
LST1	29.98420127	20.94422774	5975.189254	672.9594285	291.3221307	9953.015759	264.6015763	332.3730932	131.0995558	520.3780954
LTA	11.68110017	12.01527664	12.51621864	24.18839952	2880.862643	16.83523098	258.3876509	27.69750654	2867.607058	21.16573991
LTB	10351.64143	12117.94539	321.3564756	1009.906661	16862.16904	5458.249488	13247.62405	12009.36242	5257.453469	9829.724672
LTC4S	61.1295924	25.94383276	91.87551209	162.8566162	97.97552647	114.1929024	77.11890893	78.40840372	50.09224489	132.3582101
LY86	6947.982466	7763.972248	5218.063407	243.1158973	224.0756082	691.7851206	398.8717851	198.5520941	176.7444504	382.951912
LY9	289.0732036	607.833791	30.00087721	271.972779	28.5057754	59.93806713	1851.721168	1298.433446	51.04583679	1310.964334
MAGEA11	21.99996581	32.72734275	5.93274616	19.87971163	10.00970252	18.05763943	9.272327825	46.81934	31.49065027	20.72781035
MAK	20.11347878	20.28901775	24.81417634	11.47152467	14.95790508	1120.128556	13.44126834	9.822978292	40.92391452	8.152190939
MAN1A1	293.5258353	262.0187671	205.5255231	381.9911766	308.6636084	662.1081563	96.36432219	219.4246857	337.6772681	239.4182791
MANEA	3.436589508	17.60224736	67.09972733	72.1721013	132.9727705	3.047541504	48.36415338	63.61546587	343.1966006	52.68877507
MAP3K13	5.152513024	4.887907798	7.051783275	7.176074961	6.292627292	7.993696005	8.886630463	6.382539853	7.500776659	7.381955365
MAP4K1	48.65001463	923.4585215	317.9668785	747.3149188	451.4493332	35.18234699	2431.498593	1387.561664	1231.701055	1721.22046
MAP4K2	10.65044684	12.63242373	12.04202684	11.12538801	10.43288028	12.24076681	144.6964726	20.0115018	85.19343142	17.70603378
MAP9	10.29840785	13.08373168	1.421006596	37.63679768	43.71021332	2.738399982	96.15733766	25.30523597	55.74523407	93.40076641
3-Mar	611.9846331	264.9416398	103.5658121	190.5710992	194.2572943	205.0752959	110.8989432	78.59525306	79.73662851	78.87501105
MARCO	9.029403736	10.74173048	236.7362055	16.1160018	13.72935017	14.64273507	38.56086836	10.71025113	14.49169961	14.45792523
MAST1	9.251047619	14.90583928	8.492607794	10.71480628	7.644655016	23.9863503	10.18494196	8.220261044	11.14631073	6.640168162
MBL2	59.05366978	96.12663648	4.939369175	14.15214366	6.332890006	21.75446848	21.37467901	6.171513508	3.594013	2.661464134
MEFV	27.28348256	27.22990284	552.7124986	19.76334445	14.76826697	871.8164344	7.225818568	12.67206304	8.23248634	10.29578093
MEP1A	939.6261506	391.2004498	98.26125945	85.62849683	89.41077945	165.3704727	22.42983417	141.2290524	43.13043305	54.17625589
MGAM	8.043975587	5.311140732	159.713285	314.5412721	47.87522011	5009.465768	4.929861418	6.159428432	5.092351833	3.964324624
MICAL3	328.9820884	319.7728118	15.57018571	40.04773519	117.9119847	10.63927101	19.30656418	126.6902267	131.4519579	100.6010965
MMP12	746.9258791	488.893271	95.85109514	98.16379	84.9536497	296.4122687	52.70903607	114.8747346	105.1489388	79.27159307
MMP25	136.2875659	125.5332669	446.4796965	149.937847	457.3283307	4281.638501	232.4626329	168.1540221	115.6721617	211.5319494
MMP9	338.94428	388.1056494	335.4295326	688.2490954	284.1304512	6429.776491	359.6153524	395.4202673	258.4783862	286.9137339
MNDA	29.5032353	276.0791648	11447.56145	790.3716005	301.3206314	22598.07416	9.217386051	8.750532337	4.525700455	50.81863936
MROH7	23.05515036	26.76307736	31.92868262	19.11115142	24.83406901	35.65136128	29.60547378	31.49065027	27.55771004	28.67423007
MS4A1	18085.9446	17478.14564	128.6338935	193.3316222	177.3861387	274.6589928	52.22897356	220.8581711	125.466199	343.9223112
MS4A2	151.2024037	187.5914373	52.17720971	93.27967612	69.18049192	126.264012	99.13536849	111.3833723	94.92027298	108.6218788
MS4A3	121.2914634	62.7546875	23.55316735	592.6171613	191.1348695	174.6897078	8.750532337	40.41954215	20.88194891	80.86216165
MS4A6A	1102.971199	616.0957235	8814.800982	222.7095319	191.822788	1136.619238	167.8644908	216.3694922	177.7168106	221.1962643
MSC	28.93411812	44.52165409	47.46789206	60.98475714	42.30368151	111.4753412	42.41248076	85.70898291	243.5748238	78.78518268
MXD1	22.77650595	22.40684859	250.0158171	201.8229525	62.75327788	2389.810861	255.8877786	110.942725	65.29264421	67.17780431
MYB	365.4798555	297.3542162	300.7619354	615.5214621	235.7125916	505.0813817	590.5897003	269.6240292	838.0011211	647.9999569
MZB1	46.81934	122.2593141	24.85648896	21.76048739	26.15989089	29.79626914	70.2363913	9.914966708	21.78305128	42.83903749
NAALADL1	11.62316713	15.79395952	31.52382891	344.9584692	228.0189635	15.89251626	207.9599013	147.3280124	20.45437223	70.98305911
NCF2	153.4955828	345.1359814	12280.85608	483.3850653	168.835817	17226.82018	225.0278308	88.17850315	60.47608557	62.34284219
NCR3	152.0118385	792.8512873	56.94572009	1482.733424	3218.191907	223.2727212	250.1023415	411.610723	407.2225704	1756.075472
NFE2	6.094544149	6.768979235	1517.644033	134.3635052	82.87062985	2938.86897	48.98562369	33.47001344	7.618893885	107.3563954
NIPSNAP3B	1577.975004	744.7742002	89.57172242	152.7729655	105.1928183	331.760106	41.71079514	137.6053305	86.05619964	128.0373349
NKG7	6.994769751	10.33850341	34.65463899	13911.17937	14574.73469	13.31565465	106.5387015	679.6910465	947.3726372	8640.630717
NLRP3	22.14183418	20.53269856	636.6292677	44.60257144	88.89574256	478.8774821	18.45676256	48.05321317	14.17835244	15.30576169
NMBR	507.384036	573.6463176	77.85728222	29.15508056	48.05321317	201.7522159	8.77366203	31.0595517	92.99539565	45.63830073
NME8	4.031081011	3.928660473	14.82529394	253.5462988	13.4174629	10.36459567	6.421545431	3.210667699	3.69898121	4.66238798
NOD2	6.932520098	10.18850108	1302.129171	178.2578801	166.0621042	689.3755544	8.568369563	124.1410057	147.9736788	8.398706067
NOX3	12.00966261	6.682825624	11.17305851	7.475615219	7.106612265	15.12937746	8.615516504	9.107287855	7.489070848	7.382208399
NPAS1	18.22767575	16.19541233	14.37797149	12.18029946	12.95560951	23.07570972	10.25273904	20.72030953	8.311325156	24.54202898
NPIPB15	1624.147916	2800.237224	176.7823779	288.973686	230.6806713	1079.514585	11.1028997	753.235961	217.6161372	315.43784
NPL	18.58723205	15.43171438	856.4061947	98.03373398	113.5081582	2221.125735	16.80025027	77.75838355	115.4350344	84.14120251
NR4A3	136.961868	146.6985292	91.30097224	81.37480444	142.7268857	289.5950348	117.4897219	96.79674591	315.2674688	83.36646929
NTN3	6.560415317	15.17015534	8.728208573	5.960532656	6.670735069	14.63118719	23.29056908	11.48733325	28.15146387	8.668709617
NTRK1	13.56995609	13.73659599	11.91460935	9.510068915	13.60956204	16.05784624	22.8422122	15.01956589	21.08132558	10.62433837
ORC1	23.68477152	41.00915539	42.26892867	28.16743979	199.5193663	15.70455066	40.53053139	49.69010165	571.8507896	48.78745757
OSM	2.05303015	2.708641993	4.071675747	2.264192614	172.7170749	188.2377246	2.307902038	4.818030863	45.01752131	3.823397028
P2RX1	161.7246112	37.90926885	686.8592062	133.7653785	137.761379	1169.401245	168.4091537	119.891114	110.7662487	180.7978777
P2RX5	9725.14216	9116.674392	175.5409499	507.7460936	492.8199974	35.46460502	670.8311858	770.0178375	524.8550881	784.9884834
P2RY10	436.5800269	348.9025998	20.95780349	236.9914349	207.4981375	350.0244998	340.8834245	516.3687437	293.2102273	319.1050423
P2RY13	9.195676707	35.59674022	2786.279688	76.92819841	13.81492461	4885.264485	7.357242825	6.469992914	7.274663001	7.470609935
P2RY14	1638.857158	196.0477382	51.7107481	214.6448472	215.2283477	1604.23718	63.19960659	75.4038863	76.77594259	154.8611784
P2RY2	11.65755142	13.6018949	172.1808803	14.83438983	11.91498962	20.46490608	11.66918119	11.41545947	13.35591205	14.97257129
PADI4	10.86384541	14.72490782	765.8740271	117.7115047	26.4439513	834.1791302	22.06014827	15.94453415	24.61338222	54.8131472
PAQR5	23.55278029	20.52510491	14.23047428	16.92537277	12.69616964	21.35009578	25.79852882	15.95742958	14.88173325	14.17914437
PASK	513.8685117	628.0406815	146.7089795	194.6949707	256.2684015	260.1254538	1036.993881	2312.349458	982.6694359	1441.389436
PAX7	67.60022415	81.26725901	38.03678229	13.99767158	21.90774996	43.89458066	25.73025482	42.55469556	34.32244633	23.31147251
PBXIP1	399.906182	918.0224791	253.4748335	527.8700969	195.0766104	980.0231145	1070.73357	3186.537019	192.0869901	1520.324793
PCDHA5	5.122171371	7.929425728	10.28963858	10.21122017	11.39071505	12.67803161	25.92410763	33.86467066	7.73695061	15.43591938
PDCD1	103.8732743	124.685259	153.2622842	128.5338061	122.4494002	277.5988266	130.6987203	149.0261337	234.7672258	153.8622347
PDCD1LG2	17.24705732	11.81520376	14.01790012	22.01108215	12.92033658	22.62515879	15.10593558	11.03474465	14.41666747	12.8049967
PDE6C	0.972464723	3.751282949	4.556478651	14.89875645	2.387820415	2.18143109	21.41944377	6.212037366	1.658857567	1.934003663
PDK1	32.80967907	24.86674344	25.63097887	32.92518869	37.96319899	43.65251141	518.4525497	121.1522918	170.8986502	231.2949243
PGLYRP1	18.90822468	23.3446173	13.97992365	99.27421716	30.4274162	1587.726613	9.789026033	15.62904812	16.08395924	9.957040446
PIK3IP1	2462.087898	1132.15121	647.7544918	1203.06945	322.6103849	545.6500777	5090.528151	4353.539533	461.309405	5245.606657
PKD2L2	9.70690203	6.77668278	13.39656756	10.97872887	7.924164041	62.5622821	52.06339581	11.46263134	23.12217296	18.90534167
PLA1A	35.62073897	28.11928425	59.35576681	25.1394749	12.84867382	26.03523647	16.45891984	7.843078446	14.26798853	16.1139255
PLA2G7	100.7324553	79.06118962	1290.202807	73.09936856	50.30565877	59.09237491	12.76669965	36.51263796	39.26542516	24.31875779
PLCH2	31.91347153	14.44424591	47.06577352	152.093623	132.3765006	101.4466056	169.1927281	136.8549573	42.93384847	26.92691404
PLEKHF1	39.92144865	32.66376393	45.53332862	1513.840196	982.2000845	50.11176168	341.0076265	508.7385617	485.6449165	884.5112502
PLEKHG3	11.39071505	10.80558704	417.6498993	855.4915686	317.7910043	1603.250854	76.73435744	559.7419793	106.6290931	293.5247521
PMCH	12.39999002	10.5949733	9.49164333	6.727160344	11.09025115	13.42857679	12.96669349	14.81798486	138.142275	7.056096164
PNOC	4198.527432	4255.796399	230.8474814	65.36645851	78.13755037	269.3613294	64.69325183	65.69416471	83.02319643	88.67789621
PPBP	112.7304414	89.83852158	80.46672814	37.90535113	17.49572851	564.5799005	65.62156196	58.2388091	20.89581929	61.67249965
PPFIBP1	68.77420162	10.81398033	24.45704984	21.69814253	9.753147704	12.05579356	45.86348711	26.78347553	19.75629479	40.76620059
PRF1	201.9573668	236.1351207	142.7487889	26164.60132	27164.52012	422.6697907	847.8104385	2130.073632	1288.368436	8182.518825
PRG2	98.84281244	125.3109437	117.086355	70.81916153	82.7123624	59.65270386	107.0290453	139.1010495	165.4537351	126.6467707
PRR5L	114.4648121	191.9719939	109.1297143	1048.389642	1138.959696	183.3709267	88.78052856	230.07536	127.9674477	302.0175264
PSG2	1541.92252	1234.841312	170.0696655	148.4491223	136.1349156	553.4992818	109.5312437	214.8615441	99.13536849	157.1462452
PTGDR	84.74897834	75.93103964	36.25887091	1627.918557	2044.535858	79.20265559	59.43850829	135.8294143	56.51547019	549.7297474
PTGER2	47.37880726	20.49640288	1154.310555	2983.001501	5770.127086	183.6977894	258.841965	4236.414392	1056.864994	2260.804067
PTGIR	32.06615205	21.65542661	482.8617503	31.06375629	30.86641388	47.10622736	233.2462403	59.60491785	161.002021	46.51032228
PTPRCAP	4113.169696	4036.430692	35.76573661	3602.345527	3305.985414	40.98388057	1887.920817	4607.979618	1493.347557	4378.93295
PTPRG	106.5825021	96.88881184	6.373268195	8.39063172	5.598819437	109.6278029	4.273621867	3.949271467	12.60267124	3.798829584
PVRIG	874.708657	1156.813644	99.88281165	4533.058778	4025.406714	357.6545327	2515.245009	1786.799569	818.4743673	3978.913368
QPCT	15.58990295	25.78610834	1499.926054	69.39293926	48.52460385	3236.166445	3.411622987	22.22269743	65.08699055	24.03521349
RAB27B	7.831610308	10.49747881	6.931516995	91.19546276	82.18072015	8.590150366	23.27195892	35.43354856	10.79075018	25.25617138
