Mixture	B cells naive	B cells memory	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	P-value	Correlation	RMSE
mix_60	0.476902256187848	0	0.262181380350188	0.0270546127493288	0.00185149288363101	0.0775708404820368	0	0	0.154439417346967	0	0	9999	0.683632564127882	0.730663565586014
mix_61	0.293709672509537	0	0.451961907933936	0.119178352949736	0.0118051275767686	0.108546575562427	0	0	0.0147983634675954	0	0	9999	0.769891265089805	0.639232447564602
mix_62	0.274836350173788	0	0.129705657606713	0.112929555157566	0.0626486557586446	0.37586072738933	0	0	0.0409387837980397	0	0.00308027011591954	9999	0.732712268679289	0.683086527567604
mix_63	0.007511649841371	0.0724239977803746	0.212826934538912	0.0846427575945778	0	0.233791210459345	0	0	0.346773582107489	0	0.0420298676779316	9999	0.448514380566668	0.898281272086166
mix_64	0.320839606665142	0.00674433885726798	0.239033472692949	0.139791315262526	0	0.0381576428233895	0	0	0.25366903295139	0	0.0017645907473347	9999	0.569439056804279	0.821992934125834
mix_65	0.179684532573738	0	0	0.0166608115359471	0.0624286268004729	0.552199440860753	0	0	0.148195423998658	0	0.0408311642304305	9999	0.573379152236275	0.82267150986167
mix_66	0.317686565374307	0	0	0	0.0220387005511476	0.335930886782031	0	0	0.285753388240588	0	0.0385904590519264	9999	0.520910172637297	0.855505599756666
mix_67	0.377030395239571	0	0.00834552698293215	0.0618267162963829	0.0410129182722511	0.442098417201709	0	0	0.0455095995959422	0	0.0241764264112114	9999	0.740586683778549	0.67559809157344
mix_68	0.151257527743444	0	0.00662488142571333	0.0141790130148839	0.0361807707827239	0.687595693527216	0	0	0.0695695765026172	0	0.0345925370034013	9999	0.656301218994104	0.761194108693962
mix_69	0.300280921092846	0	0.200501407881668	0.0654535888613373	0.0256270535052358	0.0858297814381501	0	0	0.307283942738879	0	0.0150233044818839	9999	0.550577130785654	0.834103012711061
mix_70	0.458335711412269	0	0	0	0.0257311147746219	0.335167767893356	0	0	0.141216851279705	0	0.0395485546400483	9999	0.597647851976519	0.80812381700513
mix_71	0.457225647099952	0	0.0788267340251261	0.0385561874590678	0.00660917809167517	0.0403880115159396	0	0	0.370499959707944	0	0.00789428210029524	9999	0.555703209076261	0.836592068531442
mix_72	0.520795491894252	0	0.196883255634485	0.0956241182109387	0.0210297579713198	0.0913179666806842	0	0	0.0688617289204061	0	0.00548768068791406	9999	0.777551979446292	0.630667585151536
mix_73	0.381906813822562	0	0	0	0.054179782879819	0.433611915036588	0	0	0.113207807413429	0	0.0170936808476019	9999	0.648978259456874	0.763122903558112
mix_74	0.359091200829504	0	0.0700373957360779	0.12009126331585	0.037731499094311	0.253579817355394	0	0	0.159468823668864	0	0	9999	0.652810538143895	0.75841470092365
mix_75	0.339864170884506	0	0	0.0829451816891376	0	0.186894542467049	0	0.0018423687781278	0.350252700886278	0	0.0382010352949019	9999	0.503991835124848	0.865824469576964
mix_76	0.128972595224121	0	0.0571172806390628	0.104156104734449	0.0370516419680633	0.540366427990077	0	0	0.119705183015163	0	0.0126307664290642	9999	0.642800156588728	0.768837395903074
mix_77	0.156766082827104	0	0.250176409921894	0.214312147785989	0.0233847909578795	0.321257730404414	0	0	0.0264295926939536	0	0.00767324540876611	9999	0.740247123399668	0.673092824233286
mix_78	0.288202870405183	0	0.00676203586977914	0	0.0189597341143223	0.404559061781093	0	0	0.263505324795199	0	0.0180109730344236	9999	0.522367477861375	0.855811938990961
mix_79	0.0292338766930591	0.0762747026962173	0.199992288811185	0.0510222319789581	0	0.221090999875209	0	0	0.377381496915609	0	0.0450044030297631	9999	0.427227664145942	0.90869213213863
mix_80	0.417449516107171	0	0.305023229489581	0.097598465831114	0.000182958649953688	0.0637016736020431	0	0	0.116044156320137	0	0	9999	0.706402467640031	0.708215193942603
mix_81	0.230288741441427	0	0.463861513569313	0.0941519303189375	0	0.0821417301910882	0	0	0.129556084479235	0	0	9999	0.681178184213632	0.731756960504376
mix_82	0.362967225295295	0	0.139641055982042	0.016960070896743	0.0141963963342901	0.242787917677328	0	0	0.223447333814302	0	0	9999	0.591004996260449	0.807533502459511
mix_83	0.293925939571731	0	0	0.0124271771149344	0	0.284278504189403	0	0	0.370942169115532	0	0.0384262100083998	9999	0.484735646427243	0.877183745267106
mix_84	0.306778296149618	0	0.346449915124997	0.0716419040535724	0.00155549355852572	0.12674061686933	0	0	0.146833774243957	0	0	9999	0.658304866383298	0.752693222211914
mix_85	0.233466615804811	0	0.397859223909195	0.0808029141173738	0	0.140975909366363	0	0	0.144107267150669	0	0.00278806965158684	9999	0.649915707364122	0.759680111555653
mix_86	0.133519027388743	0	0.194194417014713	0.162469380428779	0.0204585498058659	0.411347768219188	0	0	0.0630671806371219	0	0.0149436765055899	9999	0.699574081926756	0.715758822714091
mix_87	0.12511168429885	0.027081655237609	0.438885799843641	0.0749490829696195	0.0128101438616436	0.0352606454855821	0	0	0.269223534034426	0	0.0166774542686288	9999	0.570034019412305	0.820747757423178
mix_88	0.28038060484471	0	0.0960624626611111	0.107858896807057	0.0236883284011392	0.391780783390433	0	0	0.0911576980108311	0	0.00907122588471819	9999	0.689797639380739	0.725673200034468
mix_89	0.216249076186195	0	0.187380608830817	0.16152784381374	0.0355202411606061	0.334574284327546	0	0	0.0519839337858779	0	0.0127640118952175	9999	0.731010842049653	0.684315880540136
mix_90	0.101847033719239	0.0381721543947649	0.369717696309258	0.0293403652660948	0.00542391038787535	0.155869830785983	0	0	0.280869235610004	0	0.018759773526782	9999	0.528901118331392	0.848926142961343
mix_91	0.232583997718212	0	0	0	0.0240209516694007	0.380047778013606	0	0	0.320622478948883	0	0.0427247936498984	9999	0.48160771293472	0.878671635578977
mix_92	0.252492809979246	0	0.270757172434775	0.127930128064541	0.00300532627403525	0.129489552622583	0	0	0.21632501062482	0	0	9999	0.573317298726499	0.819369544876308
mix_93	0.0299322984471567	0.0467231439621931	0.0243540519716323	0.110754833005678	0	0.104101618362334	0	0.00068747082371111	0.634444171913632	0	0.0490024115136628	9999	0.330983148712262	0.967308926232682
mix_94	0.0384820969165846	0	0	0	0.0281006291869322	0.49789809389974	0	0.00404538807699249	0.38444851807776	0	0.0470252738419906	9999	0.380423942737695	0.943493515660975
mix_95	0.332283296467613	0	0	0.0243494710003707	0	0.371200558792801	0	0	0.242489402535619	0	0.0296772712035958	9999	0.528996848408691	0.8527895788233
mix_96	0.287092817084662	0	0	0	0	0.466557467475679	0	0	0.208446824174322	0	0.0379028912653373	9999	0.499644161485718	0.875017885994147
mix_97	0.204809251670304	0	0.172010174723435	0.0393557198572107	0.0209710567901716	0.228217183319384	0	0	0.308903778222061	0	0.025732835417433	9999	0.500872857481166	0.865735720561295
mix_98	0.299600601899255	0	0.208586199570762	0.0683807701328926	0.0218944404261054	0.120411413354692	0	0	0.26930408593297	0	0.0118224886833226	9999	0.568489821634473	0.822138196002964
mix_99	0.169384303856435	0	0.514916606043293	0.0921805402036402	0.0156031736845284	0.206063741280541	0	0	0.00185163493156201	0	0	9999	0.767108327099734	0.64176506200364
mix_100	0.252933455224538	0	0.236768832673346	0.146274338247767	0.00576871166340594	0.14211916925742	0	0	0.212031914914741	0	0.00410357801878192	9999	0.600931537635138	0.798905190573342
