Gene,B cells naive,B cells memory,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells CD8,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells resting,Mast cells activated
mix_45,364.192419355,114.745416667,466.61175,915.3703125,57.27,720.99875,113.5825,176.427758621,823.243125,32.0132142857,183.823125
mix_46,799.917258065,160.05625,497.442,937.55875,76.0641666667,1159.90125,52.5929166667,161.27862069,360.0690625,29.3014285714,91.069375
mix_47,777.628387097,232.094166667,322.81525,698.4175,45.5258333333,496.3275,121.528333333,186.152068966,910.940625,34.8485714286,202.81375
mix_48,867.100483871,302.63,89.38725,393.1453125,43.88,102.035,163.611666667,187.966034483,1142.8828125,50.6685714286,278.71
mix_49,820.28016129,252.23875,215.5335,559.159375,54.6283333333,424.034375,126.77875,180.873448276,937.533125,43.005,210.683125
mix_50,1085.01532258,229.427916667,545.5965,1028.8403125,62.7408333333,834.655,51.1529166667,177.627758621,385.0725,23.3517857143,79.461875
mix_51,856.250322581,284.021666667,158.57825,485.6790625,49.6783333333,178.628125,145.984583333,185.430689655,1050.211875,44.5617857143,242.575625
mix_52,1450.87516129,300.988333333,444.60225,875.9678125,72.7475,621.759375,34.8304166667,173.613275862,256.7309375,28.035,63.979375
mix_53,844.905322581,270.405833333,204.82575,547.8715625,49.8558333333,306.020625,135.939166667,186.551551724,973.8365625,43.3446428571,237.68125
mix_54,1308.38080645,265.645,516.98125,942.0375,61.9175,1261.01625,29.7154166667,175.307758621,253.5028125,24.7246428571,48.9775
mix_55,811.298548387,253.050416667,231.906,592.266875,50.0458333333,354.781875,131.727083333,185.265689655,966.8653125,39.5571428571,220.004375
mix_56,679.318709677,166.6775,491.9,950.6578125,60.38,769.703125,89.2241666667,176.665517241,664.185625,27.8135714286,145.893125
mix_57,337.255483871,124.69125,342.67875,760.6828125,62.7083333333,457.36,132.261666667,171.517931034,970.5509375,39.2375,219.070625
mix_58,789.085645161,182.290416667,411.58625,852.1628125,71.9783333333,691.314375,77.9204166667,162.35137931,556.789375,29.265,128.87
mix_59,329.544193548,136.949166667,282.09975,643.55375,50.3908333333,651.1925,146.875416667,176.437931034,1028.54875,40.9014285714,241.744375
mix_60,1085.72612903,290.96625,355.8295,709.3890625,43.8225,712.86875,96.4583333333,190.901896552,732.1925,32.3707142857,157.465
mix_61,1125.1533871,205.61625,646.0255,1186.8984375,79.9183333333,831.850625,24.23125,172.306896552,199.6434375,23.1682142857,36.986875
mix_62,977.865483871,190.174583333,538.42875,1067.3190625,85.0083333333,625.928125,41.92375,165.381896552,303.370625,26.9978571429,74.029375
mix_63,381.052096774,143.859166667,318.3725,712.32375,54.7333333333,519.8625,142.3575,179.258103448,1015.888125,39.5271428571,234.298125
mix_64,799.399516129,251.066666667,302.99725,672.17875,42.2416666667,388.888125,134.016666667,191.045172414,967.6015625,36.6953571429,219.813125
mix_65,719.663548387,177.199166667,334.38325,768.9775,74.76,512.2925,88.8970833333,153.495172414,650.825,35.0189285714,149.284375
mix_66,828.43483871,275.401666667,158.42725,475.434375,46.3966666667,255.238125,146.206666667,183.444482759,1065.548125,44.0207142857,244.833125
mix_67,1279.67,256.73625,467.329,923.299375,77.6916666667,752.479375,32.2883333333,163.409482759,251.0859375,28.5564285714,55.1275
mix_68,594.263709677,108.3475,491.51725,963.5796875,82.6375,1070.823125,52.0375,151.24637931,376.3715625,32.3539285714,78.296875
mix_69,762.136612903,242.449583333,282.90125,646.18125,43.3491666667,412.55125,137.113333333,188.926206897,989.3390625,36.9853571429,223.974375
mix_70,1293.87677419,335.588333333,122.94875,430.831875,68.6758333333,157.908125,112.986666667,175.756206897,766.0021875,43.3460714286,181.243125
mix_71,939.826290323,325.29375,149.8635,453.2996875,26.9066666667,246.2975,162.655833333,201.866034483,1156.94625,42.7475,274.08875
mix_72,1683.85225806,385.0975,403.4835,810.1353125,52.6266666667,476.113125,49.4745833333,192.611896552,413.639375,26.1471428571,74.440625
mix_73,1201.3083871,310.352916667,251.70325,624.85,61.0775,468.605,79.82,174.403275862,614.4128125,35.7446428571,133.59125
mix_74,950.151129032,258.483333333,331.7315,737.995625,54.5216666667,383.215625,100.03375,177.657586207,746.481875,33.8996428571,172.420625
mix_75,784.062258065,272.639583333,168.53875,485.32875,45.6725,174.07,156.01875,191.051724138,1121.3996875,45.3214285714,256.926875
mix_76,571.861935484,118.247916667,473.45875,935.921875,83.4658333333,878.981875,69.595,157.365172414,529.17,30.1857142857,125.750625
mix_77,670.306774194,107.325416667,645.499,1180.829375,88.5075,1124.955,30.2470833333,156.386206897,218.1453125,24.6146428571,46.944375
mix_78,705.248709677,226.27125,246.43975,592.535,46.8966666667,484.24125,134.171666667,183.252758621,973.96125,39.5232142857,222.661875
mix_79,394.292419355,162.067083333,288.80625,662.454375,45.4625,494.75625,155.378333333,185.91,1090.6228125,40.2175,250.35375
mix_80,1048.96951613,258.266666667,424.24875,838.3821875,48.5333333333,817.29125,83.115,185.520862069,616.2784375,27.855,143.21125
mix_81,711.231451613,167.686666667,519.051,1010.0803125,61.925,797.984375,79.7995833333,176.892586207,593.3740625,25.4014285714,121.7025
mix_82,823.756129032,251.42875,293.9085,647.885,40.1641666667,594.361875,120.268333333,185.283793103,894.1915625,35.7707142857,195.600625
mix_83,701.513548387,241.402083333,204.9455,534.9628125,46.8358333333,276.544375,152.73875,188.889827586,1121.5234375,45.0028571429,253.3475
mix_84,825.34016129,207.7375,431.75275,872.0271875,52.8716666667,737.294375,90.3245833333,178.015,694.773125,29.8982142857,147.8875
mix_85,691.615,170.320833333,473.0835,908.579375,56.295,831.58125,86.5425,177.061724138,664.365,30.4942857143,148.54
mix_86,604.929032258,104.00125,569.98375,1104.0521875,86.885,849.97875,53.3729166667,155.183793103,392.9234375,26.1782142857,91.045
mix_87,575.9,166.2575,426.42875,847.235,51.7516666667,671.94,114.305,182.322241379,822.79125,30.8946428571,186.19625
mix_88,848.131451613,191.22125,445.24475,885.8884375,69.3316666667,738.945,69.0833333333,168.658103448,527.255625,30.6239285714,123.845625
mix_89,824.032096774,150.770416667,564.293,1077.8859375,79.115,1055.48625,41.4691666667,161.311551724,324.0353125,27.2482142857,71.31625
mix_90,506.873225806,161.742083333,388.862,775.10875,47.6316666667,707.9275,123.05875,181.070517241,900.903125,32.3471428571,208.024375
mix_91,671.06983871,237.18875,198.839,531.203125,52.1925,275.89875,143.82625,182.292413793,1071.661875,44.4332142857,235.25875
mix_92,681.43983871,204.274166667,361.80825,766.359375,51.2083333333,521.34375,120.851666667,182.71362069,872.5528125,33.705,199.624375
mix_93,273.134677419,182.2975,135.14225,443.5196875,33.9733333333,193.053125,209.49625,200.577068966,1450.3659375,51.2928571429,318.25
mix_94,297.631935484,146.81625,202.783,535.70125,49.7058333333,436.25125,168.29875,181.357241379,1138.860625,48.9192857143,273.60375
mix_95,870.81516129,280.278333333,152.7845,469.0684375,53.65,209.50125,143.82625,183.584137931,1012.165625,45.6271428571,240.383125
mix_96,780.788709677,244.43,170.6275,499.9078125,61.42,279.7775,126.9275,175.838275862,931.97125,43.7353571429,205.3175
mix_97,600.854193548,199.312916667,301.25975,672.2584375,47.7675,548.45625,132.864583333,182.585172414,983.7646875,36.8610714286,219.855625
mix_98,762.495,233.391666667,305.66325,677.9775,46.565,414.989375,129.92125,181.825517241,937.8046875,36.2860714286,208.500625
mix_99,758.034677419,107.864166667,742.9515,1325.0615625,89.7575,1105.860625,19.9258333333,161.626206897,138.2375,20.7007142857,31.160625
mix_100,731.653387097,204.771666667,371.079,783.2609375,52.7166666667,565.50375,108.947916667,182.340517241,812.864375,33.4810714286,189.06
