naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
S10167	1.39541190397548e-123	2.31023126160018e-24	1.14804071516215e-18	0	1	1.88557077166602e-202	7.74191395525036e-103	2.08516749926428e-58
S10168	1.32757746543739e-123	2.03188292414545e-24	1.06124209538845e-18	0	1	1.35217445795864e-202	1.01958037659992e-102	1.85348864711227e-58
S10173	1.60312958418622e-123	2.44483529688652e-24	1.61303060063776e-18	0	1	1.21751085404392e-202	8.26085021780323e-103	1.64742556100338e-58
S10175	1.05329974015529e-123	1.713251888534e-24	9.64580672530617e-19	0	1	1.31699630741378e-202	7.4342658158595e-103	1.63083777396009e-58
S10179	9.72450045426477e-124	1.37918623168879e-24	1.42006189045344e-18	0	1	2.02772869166719e-202	1.06548393821424e-102	1.62833019222859e-58
S10186	1.41616664897703e-123	2.0844073936332e-24	1.48244009596241e-18	0	1	1.32719893517104e-202	9.10393510240117e-103	1.42216443012447e-58
S1019	1.18606333108738e-123	2.41475576328871e-24	1.11073434517559e-18	0	1	1.38364576136252e-202	8.77012217092038e-103	2.48230136719422e-58
S10190	1.09472692926181e-123	1.46369735017479e-24	1.13331884940496e-18	0	1	1.79257229020244e-202	8.73881063438557e-103	1.37203594529812e-58
S10195	1.04578482870768e-123	1.82128573242996e-24	1.3225239125809e-18	0	1	1.18219768498918e-202	8.30421390925688e-103	1.429126158595e-58
S10196	7.04612046865498e-124	1.62090245995111e-24	1.07113016442792e-18	0	1	1.14493151154185e-202	6.56403807244228e-103	1.58839891275904e-58
S10200	6.9334775983572e-124	1.6585209974919e-24	8.9541836170379e-19	0	1	1.6558186046839e-202	8.69840132682183e-103	1.51314293934971e-58
S10201	1.2091104567208e-123	2.43532999829647e-24	7.29436252709009e-19	0	1	1.47149363369379e-202	9.85578150798119e-103	2.07306920487737e-58
S10202	1.29323642354754e-123	1.99703176039223e-24	7.34224829270524e-19	0	1	1.62240945736148e-202	9.39446023748029e-103	1.59530611130618e-58
S10205	2.16219410994471e-123	2.08857257684353e-24	1.6536498760952e-18	0	1	1.55588054610253e-202	1.07891073890413e-102	1.88520090425263e-58
S10211	7.79970273774895e-124	2.06198991594333e-24	1.38835239999627e-18	0	1	1.25175420389451e-202	8.63316925683392e-103	1.8989320452661e-58
S10221	1.03999100194214e-123	1.80777769362403e-24	1.12752061247222e-18	0	1	1.19847346511196e-202	8.75598979695419e-103	1.27791623944926e-58
S10222	1.20203261885096e-123	2.99176587055684e-24	7.90005064953904e-19	0	1	1.61824266797819e-202	9.20456966237664e-103	1.60513904767121e-58
S10226	1.15614796412075e-123	1.73039005308398e-24	7.04725736878767e-19	0	1	1.26819620716398e-202	7.17253750453036e-103	1.66013236952621e-58
S10227	9.90408805327963e-124	2.16057794315878e-24	1.41858618990126e-18	0	1	1.55794895701656e-202	8.36328816587997e-103	1.84646802325061e-58
S10228	9.03311853934747e-124	2.30061133798922e-24	1.47279211501878e-18	0	1	1.85722417747785e-202	8.53527087958991e-103	2.09796888066573e-58
S10232	1.5979154197974e-123	2.03628186808197e-24	2.42430935788405e-18	0	1	1.84847384970586e-202	9.95731616986099e-103	2.08451720310062e-58
S10248	8.06114146990717e-124	1.36639753487218e-24	7.4966284614223e-19	0	1	9.90863317808548e-203	5.90347164240532e-103	1.31160042876793e-58
S10249	7.64217948318877e-124	1.54764789037005e-24	7.75561884431045e-19	0	1	2.96036411587263e-202	7.25829288550866e-103	1.45251521764159e-58
S1025	1.27953183836089e-123	1.96079305214744e-24	1.17354552417791e-18	0	1	1.52460407141989e-202	1.11087424822888e-102	2.13344996872015e-58
S10266	1.09804794257076e-123	1.89478909936427e-24	1.28928732112306e-18	0	1	1.60319654059899e-202	8.30928077177845e-103	1.5665200972171e-58
S10269	1.57485177233172e-123	3.15477535445011e-24	9.7108790863162e-19	0	1	1.58732913112534e-202	9.63503744545196e-103	2.44716822306556e-58
S10272	6.97415844569991e-124	2.07777189272892e-24	7.71144863302595e-19	0	1	9.73701385964287e-203	7.97705895374196e-103	1.90681288383698e-58
S10273	1.99597831406487e-123	2.19225751789195e-24	1.10011459196205e-18	0	1	1.66310735702037e-202	9.80603746361105e-103	2.00818652793591e-58
S10274	9.74747899698374e-124	2.26906396198778e-24	9.89336910734676e-19	0	1	1.28490464685919e-202	9.51684653363748e-103	1.43656500672617e-58
S1028	1.41849989728532e-123	1.68919663382122e-24	1.02262259494261e-18	0	1	2.76299822227394e-202	1.1870347570374e-102	1.98944122641414e-58
S10280	1.21222377755581e-123	1.26354520304559e-24	8.05978806381704e-19	0	1	1.4886878717914e-202	8.42959668394436e-103	1.41409424888253e-58
S10283	1.17683825221029e-123	1.59586352146504e-24	1.01591085156796e-18	0	1	1.39892436903865e-202	8.94009569044248e-103	1.59503521773491e-58
S1029	1.43875011746599e-123	2.77048254443384e-24	1.20888231774664e-18	0	1	1.65332227140841e-202	9.52767106848997e-103	1.74794922608634e-58
S10292	1.32352555049168e-123	2.50994765541042e-24	1.31402598735566e-18	0	1	1.1677417887945e-202	8.279882378596e-103	1.83704030331626e-58
S10294	1.26902109040548e-123	2.48722543855689e-24	8.96747552643223e-19	0	1	1.35883281808388e-202	1.11262095188902e-102	1.80011400514e-58
S10302	7.7550126846236e-124	1.40590321235493e-24	8.65516847846809e-19	0	1	1.07380197778651e-202	7.07640657303501e-103	1.45198170802602e-58
S10303	1.06206056987315e-123	1.95373835911657e-24	7.87075429276871e-19	0	1	1.12544948240731e-202	7.46266163042925e-103	1.30198540698555e-58
S10323	1.27663494692773e-123	2.05610975463726e-24	1.02665667383015e-18	0	1	1.36135937871667e-202	9.7290814783274e-103	1.92104761559366e-58
S10326	1.10099738790902e-123	2.09806194990579e-24	8.66753587555996e-19	0	1	1.61146326450741e-202	9.86744751245488e-103	2.03475949206555e-58
S10328	1.35479638850788e-123	2.33528281312763e-24	1.0399641585248e-18	0	1	1.4838664986459e-202	9.41275432044592e-103	2.17844437940466e-58
S10329	1.48006552328871e-123	2.14363202899752e-24	8.32599044519528e-19	0	1	1.24708053342869e-202	1.01789036402537e-102	1.66112228036438e-58
S10336	1.22135368780101e-123	1.90828582689401e-24	8.60003125419413e-19	0	1	1.39156468046043e-202	1.03998941533858e-102	1.94457284279086e-58
S10340	1.77068311322331e-123	1.97421248705998e-24	1.14243636515811e-18	0	1	1.2790665241086e-202	9.52023337815625e-103	1.90798956150358e-58
S10347	1.26115102056507e-123	3.12777617680255e-24	1.20228073529762e-18	0	1	1.46555925582495e-202	8.59674357133172e-103	1.66542256733368e-58
S10353	1.56895181566698e-123	2.1688003893668e-24	1.04234568035635e-18	0	1	1.64778494595365e-202	8.39725000221019e-103	1.86031674134842e-58
S10356	1.64001163059042e-123	2.12148911628236e-24	1.63525293970032e-18	0	1	1.43945694122907e-202	8.07146344342177e-103	1.79994556758795e-58
S10358	9.10064715982066e-124	2.01927482675971e-24	9.31336101425818e-19	0	1	1.897655312808e-202	1.11056629118153e-102	1.66946781261229e-58
S10365	9.35825240714708e-124	1.56434343661904e-24	9.40952504183419e-19	0	1	1.40431959411356e-202	9.93883628612413e-103	1.89978120948277e-58
S1037	1.43876009015646e-123	2.30904658104334e-24	1.52344118978653e-18	0	1	1.31813180116661e-202	9.64702166731069e-103	1.84996538752859e-58
S10373	1.14416970137116e-123	1.59206283553991e-24	8.66116986377744e-19	0	1	1.42190784647348e-202	8.42620845338588e-103	1.44275194753342e-58
S10374	1.10721166385015e-123	1.83131158588114e-24	8.92741135042918e-19	0	1	1.49732905062473e-202	9.48641910104869e-103	2.07484458812756e-58
S10375	1.07910933539704e-123	1.54535391192843e-24	1.55722111062649e-18	0	1	1.22511566890229e-202	8.1778613701777e-103	1.86033608354845e-58
S10377	1.25280862160541e-123	2.68633136850983e-24	1.25264169679542e-18	0	1	1.17215874551251e-202	8.29278644149071e-103	1.78647197056619e-58
S10378	1.30559374097184e-123	1.63023198509347e-24	8.41779223987377e-19	0	1	1.09595708012811e-202	9.26632279580128e-103	1.68634916005504e-58
S10390	2.02981190730725e-123	2.73135583467618e-24	1.47473303004505e-18	0	1	1.48012050017509e-202	8.48905290850078e-103	2.2614816322764e-58
S10391	8.49326427329603e-124	1.36257654437766e-24	1.16632819498953e-18	0	1	1.59237997488141e-202	1.06922255661677e-102	1.57024347946347e-58
S10393	9.95453648507133e-124	2.60159660038455e-24	1.01019500122477e-18	0	1	1.07871316820435e-202	8.05834519083089e-103	1.48303051018528e-58
S10400	1.19047394530006e-123	2.20237063209088e-24	1.22288929639079e-18	0	1	1.48765291231794e-202	1.15099548841222e-102	1.79210886401227e-58
S10401	1.60464709645273e-123	2.68770961898229e-24	9.75364796657749e-19	0	1	1.5188098922273e-202	8.1067872000717e-103	1.87865907169714e-58
S10406	9.25673961765598e-124	1.61372783214228e-24	7.20331953525478e-19	0	1	1.23966012477979e-202	9.70156128011334e-103	1.54196848387357e-58
S10408	1.57777452200577e-123	2.20096663816408e-24	1.23248817766059e-18	0	1	1.38156295142616e-202	7.87014531162685e-103	1.51906992262627e-58
S10409	1.14992601773673e-123	1.96201664012289e-24	1.08754402795367e-18	0	1	1.27339908608261e-202	9.02915058794481e-103	1.88718816791434e-58
S10418	9.7348526435151e-124	2.02858995363481e-24	7.12822019300419e-19	0	1	1.00024815477343e-202	7.10579929542719e-103	1.78302666496409e-58
S10431	7.61077906825793e-124	2.26818336754451e-24	1.3223222531384e-18	0	1	1.15912377795918e-202	9.00748039585513e-103	1.61184529266015e-58
S10438	9.30788987005669e-124	1.76503559385296e-24	1.09045770042706e-18	0	1	1.19794469101502e-202	8.94397986329952e-103	1.55946187031134e-58
S10439	1.03787740845624e-123	2.12351938294168e-24	9.36268228975387e-19	0	1	1.3378391170403e-202	8.76878489608487e-103	1.51048125297552e-58
S10441	1.058954825628e-123	2.28506828360788e-24	8.14154108282787e-19	0	1	1.86850527150245e-202	9.96675321604414e-103	1.44632149663967e-58
S10442	1.19609008015914e-123	1.82601330491538e-24	1.31670650910269e-18	0	1	1.37787463742751e-202	8.46817024303877e-103	1.59961340738952e-58
S1046	1.18239415769828e-123	2.08356957741344e-24	1.09808810079778e-18	0	1	1.34857706491292e-202	8.29615935854024e-103	1.57727397297361e-58
S10478	1.27291496550057e-123	2.22015019177617e-24	7.08526544030793e-19	0	1	1.37291086918378e-202	1.01013551085363e-102	1.43436111057332e-58
S10480	1.12873439803268e-123	2.37491730146129e-24	9.39661997173039e-19	0	1	1.05300184725299e-202	6.73524428830284e-103	1.9713422639327e-58
S10484	1.0331581037737e-123	1.94161515890392e-24	9.82203458739029e-19	0	1	1.43299936196391e-202	7.55453840364634e-103	1.54323554533338e-58
S10492	1.33341054926926e-123	1.60115977498509e-24	1.56087370363915e-18	0	1	1.49872044170776e-202	8.9859452601653e-103	1.67492126473359e-58
S10496	1.31384132214203e-123	2.39269627860873e-24	9.6652155206749e-19	0	1	1.14857996408896e-202	1.04920421742499e-102	1.39889558129791e-58
S10510	9.12803384601045e-124	2.49388904031396e-24	1.38178562460071e-18	0	1	1.6884443547416e-202	1.1784213811645e-102	1.77922415367682e-58
S10513	7.66679785075291e-124	1.57550821547488e-24	1.21255804280713e-18	0	1	2.01237331944569e-202	1.09959748470268e-102	1.57319038989315e-58
S10516	1.28979881228232e-123	2.12920856867932e-24	9.60897072087513e-19	0	1	1.37617566128539e-202	9.42812099490626e-103	1.79392338700264e-58
S10534	1.23080827309465e-123	2.22526519257139e-24	8.82772631659199e-19	0	1	1.28906466199948e-202	1.15332745064067e-102	1.95677554446206e-58
S10535	9.25799087739451e-124	2.03329180629045e-24	9.47799501948057e-19	0	1	1.17466385250038e-202	8.84566296059379e-103	1.61974676729732e-58
S10537	1.39005411286581e-123	2.00657805484338e-24	1.03567676515313e-18	0	1	1.45764018108855e-202	1.06648389414394e-102	1.75830857436383e-58
S1054	7.89773598812261e-124	2.48329779262783e-24	9.72381134124709e-19	0	1	1.12892890465561e-202	8.79292770316459e-103	1.49773592775381e-58
S10543	1.25733234926352e-123	2.63798667505659e-24	1.03812042336839e-18	0	1	1.25307083151842e-202	7.45421763054233e-103	1.71613527520839e-58
S10546	1.08112702976284e-123	2.00911100633859e-24	1.01811025726572e-18	0	1	1.69974850472281e-202	8.81835938129648e-103	1.81240864623352e-58
S1055	9.53206732309959e-124	1.83522541706505e-24	9.18972635647525e-19	0	1	1.6117239145359e-202	9.84968058399055e-103	1.73927164922662e-58
S10551	1.37011885186212e-123	2.0424450679969e-24	1.17750550771071e-18	0	1	1.57916432206571e-202	9.88894722418461e-103	1.67092650500854e-58
S10552	1.09669400426121e-123	2.54163573134251e-24	9.84589191934918e-19	0	1	1.6564997288281e-202	1.00199977078858e-102	1.71907594159754e-58
S10555	1.36992417841963e-123	2.21793529452183e-24	1.31362529056232e-18	0	1	1.42513438564128e-202	1.06511473360241e-102	1.72260661735094e-58
S10559	1.00743450245695e-123	1.82128573242993e-24	9.18654199185848e-19	0	1	1.68993915066338e-202	1.28364729008301e-102	2.03239846335997e-58
S1056	1.4972561374711e-123	1.98222025551097e-24	1.14603714733255e-18	0	1	1.46192027200156e-202	9.5394335827469e-103	1.73675382953002e-58
S10563	1.60010440915302e-123	2.26755458075444e-24	1.03862424475753e-18	0	1	1.78653969231042e-202	9.45224444930428e-103	1.79949024126259e-58
S10574	9.09992175862184e-124	1.98466743214507e-24	1.03722853960821e-18	0	1	1.45396710929782e-202	8.4638668987361e-103	1.4719189966202e-58
S10576	9.11358793198623e-124	1.39111074622272e-24	7.17859697310708e-19	0	1	1.12111528102977e-202	7.8776042416741e-103	1.53691595914109e-58
S10578	8.33013075390738e-124	1.63484887246149e-24	9.2851286713362e-19	0	1	1.67615391669251e-202	9.86949960383492e-103	2.07007534455441e-58
S10579	8.70819757925456e-124	2.36512638259829e-24	1.06124209538845e-18	0	1	1.27044269358386e-202	1.04203869039088e-102	1.91337317647853e-58
S10582	1.1653562429163e-123	1.66869151938514e-24	7.25151231446926e-19	0	1	1.1938718342542e-202	7.32402613915461e-103	1.55188137024672e-58
S1059	1.68438980220825e-123	2.62787613772614e-24	1.18931741743536e-18	0	1	1.8721698152544e-202	1.10817739602489e-102	2.28465017711692e-58
S10599	1.18617021104181e-123	1.35430931411176e-24	7.61118930328248e-19	0	1	1.35499541257268e-202	1.04033548845739e-102	1.53262875470686e-58
S10611	7.1425248029326e-124	1.55312858556575e-24	7.41497538186859e-19	0	1	1.1746855650994e-202	8.02108243701977e-103	1.52446526458491e-58
S10614	1.02420964215886e-123	1.74527850817641e-24	1.21941889669842e-18	0	1	1.37318052396311e-202	8.30728436607353e-103	1.8037611070697e-58
S10624	1.17389310816373e-123	3.0104878133215e-24	7.96327512710052e-19	0	1	2.36637377183613e-202	8.97814215988678e-103	1.86128409774987e-58
S10632	1.51048938564677e-123	2.68279585339464e-24	1.08633857160143e-18	0	1	1.46298803171137e-202	1.18229947267529e-102	2.14587089294685e-58
S10634	1.59286725980293e-123	2.72999304801552e-24	9.99469057156471e-19	0	1	1.33837088582641e-202	1.01627359301909e-102	2.00607184950549e-58
S10638	1.69062424674099e-123	2.20866907727043e-24	1.55521475109211e-18	0	1	2.38343337962685e-202	1.30546958430494e-102	1.80106878237633e-58
S10644	1.02991911983068e-123	1.80747698519418e-24	1.70658681616774e-18	0	1	1.35816425410196e-202	9.33616639182895e-103	1.61175032954598e-58
S10649	1.06015561481114e-123	1.94449736166809e-24	1.00286944634383e-18	0	1	1.59779017958436e-202	9.32637823581592e-103	1.81761705676795e-58
S10652	1.33543156505564e-123	2.2688752344023e-24	6.68182363150568e-19	0	1	1.24716985903105e-202	8.65777879316424e-103	1.97113731003782e-58
S10654	9.75673971281999e-124	2.07299592044518e-24	7.90618603633166e-19	0	1	1.3163848249879e-202	9.66656691346634e-103	1.64711727458882e-58
S10655	7.95625293400641e-124	2.06932074046293e-24	1.00020367290631e-18	0	1	1.35856911975587e-202	9.05790205975586e-103	1.78717793418335e-58
S10656	9.66579998323503e-124	1.84402380151096e-24	8.96387109839727e-19	0	1	1.20411342765905e-202	7.60989706904515e-103	1.78022337816403e-58
S10657	1.49529594406051e-123	2.98965140935806e-24	1.53902195000369e-18	0	1	3.40237297444555e-202	1.02590858156617e-102	2.65043338051276e-58
S10658	1.33033173624418e-123	1.91554813261681e-24	9.63190994096027e-19	0	1	1.2269172654761e-202	9.0253128385402e-103	1.61981974593015e-58
S10660	8.30105176357259e-124	2.09527161687225e-24	9.4309421480187e-19	0	1	1.14546599766598e-202	1.0274694594746e-102	1.6418681524241e-58
S10661	1.33232499792057e-123	2.59245199986998e-24	1.22684569563457e-18	0	1	1.37961396155441e-202	8.23577037837885e-103	1.61977483561313e-58
S10676	1.0593329090555e-123	1.61773721687414e-24	6.64441370224363e-19	0	1	2.9963191528037e-202	1.05370341149793e-102	1.77209172192747e-58
S1068	1.48509070173877e-123	1.85368650619486e-24	1.0283517371562e-18	0	1	1.4732592257601e-202	9.06631910352618e-103	1.62374296879891e-58
S10681	1.10123017425161e-123	2.10633846116101e-24	1.005821158866e-18	0	1	1.30903284873766e-202	1.0820462595887e-102	2.2240100053678e-58
S10686	9.17513344548054e-124	2.14562399628713e-24	9.08988412089533e-19	0	1	1.21469544081868e-202	9.63521554040538e-103	1.75957045041227e-58
S10688	1.14707605188932e-123	2.06860369280656e-24	1.7317057483483e-18	0	1	1.63203421203681e-202	8.43727392037903e-103	1.57023803742371e-58
S10690	9.59387831471453e-124	2.50438658306674e-24	1.20982116750031e-18	0	1	1.37608663421902e-202	9.18328470456687e-103	2.09599209889682e-58
S10698	1.16131636694436e-123	2.37768447326578e-24	1.09938279579084e-18	0	1	1.2879601595196e-202	9.86288883686517e-103	1.48535551680799e-58
S107	8.06133703679094e-124	2.03430680629301e-24	1.07056605037767e-18	0	1	1.11695260280624e-202	6.53607078010173e-103	1.6381736324492e-58
S10703	9.15499527247377e-124	1.58631279750903e-24	1.12039993744277e-18	0	1	1.47277934675661e-202	1.04478216781934e-102	1.75905827562387e-58
S10726	1.82903926448301e-123	2.72141556837065e-24	1.7920287808624e-18	0	1	1.58970011095967e-202	1.09650737224578e-102	1.88548187035151e-58
S10729	8.51277288624253e-124	1.72392531843814e-24	7.98815265311221e-19	0	1	1.57357357297119e-202	8.53811112754832e-103	1.41769607206033e-58
S10733	1.07968543494916e-123	1.84760618046562e-24	9.75554115009176e-19	0	1	1.49304188011238e-202	1.15400449635616e-102	1.70244510369141e-58
S10734	1.03808245822186e-123	2.58760476992884e-24	1.47964779528582e-18	0	1	1.04459808733843e-202	1.04877764910095e-102	1.48969633696099e-58
S10735	1.54947668426222e-123	2.5644994773598e-24	1.24981434832446e-18	0	1	1.52188354463436e-202	1.046086519412e-102	1.89103790070015e-58
S10740	1.19929871812685e-123	1.8076774519224e-24	1.41732813813048e-18	0	1	2.25089896481475e-202	1.03641048205607e-102	1.553544189448e-58
S10745	1.35091887986664e-123	2.28601881443439e-24	6.34667911655214e-19	0	1	1.55806054943204e-202	8.48191645865017e-103	1.88385546125137e-58
S10748	1.48397423733841e-123	2.70670428424097e-24	1.30375592391119e-18	0	1	1.54586889246171e-202	9.65018727469557e-103	1.91343285862441e-58
S10753	1.38452014579988e-123	1.6683908177882e-24	1.58106185217232e-18	0	1	1.59708153437332e-202	1.04955820689415e-102	1.3766704812583e-58
S10756	1.56558956599515e-123	1.84098424120748e-24	9.69971193850122e-19	0	1	1.45928125392883e-202	1.01630646681901e-102	1.58609400378556e-58
S10757	1.49796202064526e-123	2.62732974305727e-24	2.06857004166461e-18	0	1	1.52523122021532e-202	9.6076500739651e-103	1.73069113383971e-58
S1076	1.53655674451127e-123	2.14176067215938e-24	1.22139835561258e-18	0	1	1.4837465074117e-202	8.39492211287395e-103	1.45487809948231e-58
S10764	1.00089181669216e-123	2.04422964812955e-24	8.88284552652779e-19	0	1	1.1846585536954e-202	6.59669593130427e-103	1.68119058059466e-58
S10767	1.47045338115283e-123	2.1285297836381e-24	1.01002696388608e-18	0	1	1.25671249469749e-202	9.63606153639184e-103	2.27684057714236e-58
S10776	1.37813865572709e-123	2.08481197720317e-24	6.72662066707115e-19	0	1	1.32837698626991e-202	8.62188671500367e-103	1.75429732074988e-58
S10778	1.21123688634108e-123	1.84827224526317e-24	1.03549013409909e-18	0	1	1.50320451025776e-202	9.55460969254475e-103	1.80672668673294e-58
S10784	1.38817653348066e-123	2.09498117068211e-24	7.67412307647209e-19	0	1	1.48591470130946e-202	8.18220834561751e-103	1.74087579828314e-58
S10787	1.14042458511684e-123	2.43549880835912e-24	1.04735738312942e-18	0	1	1.23404753472116e-202	8.52994796101611e-103	1.80536842220112e-58
S10800	2.42420389500327e-123	1.45887601364912e-24	1.08831320446768e-18	0	1	1.31362604261152e-202	8.7047947039531e-103	1.8100546775903e-58
S10805	1.27730764499274e-123	1.77126157041904e-24	8.13950975323136e-19	0	1	1.13770350943066e-202	7.160350818081e-103	1.2660446436973e-58
S10813	1.39660693929592e-123	2.23798020749061e-24	8.49057290110873e-19	0	1	1.8657357069022e-202	1.12056177011821e-102	2.2279599184442e-58
S10814	1.12429142846128e-123	3.55595551778439e-24	8.25061637912329e-19	0	1	1.82855155162713e-202	1.19639643100615e-102	2.27598062841544e-58
S10815	1.06834384127049e-123	1.73387185480417e-24	1.26965260398936e-18	0	1	1.44025869469579e-202	8.39414629317849e-103	1.70615448029752e-58
S10817	1.15700575953172e-123	1.62294856391389e-24	1.25976427822654e-18	0	1	1.1406566846035e-202	8.7758382792364e-103	1.8136779190798e-58
S1083	1.27694469806916e-123	1.7727846286163e-24	1.34262257743191e-18	0	1	1.94092983764484e-202	1.1524271159871e-102	1.82908012886415e-58
S10835	6.26143850738432e-124	1.81646967043268e-24	8.10887572809701e-19	0	1	2.26148114442692e-202	9.65286324568701e-103	1.59456540941844e-58
