Mixture	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	P-value	Correlation	RMSE
S10534	0.419546393098227	0	0.0434080810656593	0	0.0823152196726271	0.235521933230404	0	0.219208372933082	9999	0.348343482680957	0.93863198838702
S10535	0.405601462933585	0	0.0271315482965242	0.00142806223780252	0.0901345109903864	0.230197007483597	0	0.245507408058105	9999	0.365736626422149	0.931322386974607
S10537	0.281743061714471	0	0.0769519720567276	0.12472851957516	0.0958455169793944	0.235203363036326	0	0.185527566637921	9999	0.358405389717547	0.937470351134527
S1054	0.264241577101797	0	0.0580276231027522	0.0757808621937872	0.0761665914923342	0.0622449277726291	0	0.4635384183367	9999	0.334560614327045	0.945549396114429
S10543	0.321389327185415	0	0.0493786669459303	0.139778717772324	0.0833799312151265	0.196268793124947	0	0.209804563756258	9999	0.358983615055519	0.934765210536594
S10546	0.361437873025069	0	0.0655641043798313	0.119147095006211	0.0917897892662817	0.261325099569567	0	0.10073603875304	9999	0.341570875059784	0.943580196484143
S1055	0.223210719262081	0	0.0585004894836363	0.148614232978928	0.149564517532465	0.27154697527691	0	0.148563065465979	9999	0.35625097598583	0.946817927024526
S10551	0.225977600905392	0.0267440584676442	0.0549072930777113	0.191165570368893	0.105629345617721	0.212328379012647	0	0.183247752549991	9999	0.370068701069094	0.932162876232191
S10552	0.202242407804167	0	0.0770592897109758	0.269544822556646	0.119768652813646	0.312805320366072	0	0.0185795067484937	9999	0.322890673746402	0.9598929146339
S10555	0.258751862920179	0	0.0480934655541209	0.123998935392602	0.0673048131311809	0.121596789284431	0	0.380254133717487	9999	0.362240803904963	0.932757312377838
S10559	0.347515474610511	0	0.0645529465931333	0.0870538675202346	0.0972440814050488	0.258503466865875	0	0.145130163005198	9999	0.366583789215918	0.932709335101234
S1056	0.353436889997051	0	0.039298643626487	0.0326306790287218	0.0796654238214056	0.247236225775632	0	0.247732137750703	9999	0.372014465272155	0.928586632426979
S10563	0.183938354436919	0.0710630160450086	0.0388610337929265	0.17801136656841	0.111974103828162	0.229064331131183	0	0.187087794197391	9999	0.345701806864708	0.943555858430816
S10574	0.377805401743929	0	0.0451205980562859	0.0697073180117832	0.0735408499801219	0.245304139645033	0	0.188521692562848	9999	0.350836670333875	0.937326486249707
S10576	0.305900366407615	0	0.039137750948715	0.0584902569783596	0.131093055406248	0.311190984490987	0	0.154187585768076	9999	0.36896631843407	0.934292420811663
S10578	0.276763375647964	0	0.0676969858650652	0.121812510789564	0.112129867674141	0.366484655581125	0	0.0551126044421402	9999	0.363035590933132	0.936639430625308
S10579	0.367684173052661	0	0.0573540824392763	0.0801079599445002	0.104242069179049	0.257962018005169	0	0.132649697379345	9999	0.332000993474421	0.948916365552192
S10582	0.340797215654255	0	0.0462173120237695	0.1219782194194	0.102774729544307	0.225056022380903	0	0.163176500977366	9999	0.359643343369752	0.935750740396451
S1059	0.287673711051555	0	0.049818844555185	0.132888211261583	0.0838075027763828	0.170067767720181	0	0.275743962635115	9999	0.36238934456875	0.933470399641831
S10599	0.303570242726298	0	0.0850215711425261	0.0517852664249953	0.122219697240102	0.370101706433633	0	0.067301516032446	9999	0.370339315880748	0.935251849066308
S10611	0.374748383678661	0	0.0511668950342836	0.0570370488870976	0.089336173174331	0.346605131822953	0	0.0811063674026738	9999	0.342012858439606	0.942318542978231
S10614	0.240117022191019	0	0.0805834237478838	0.144388928279095	0.117501574373635	0.26646808913305	0	0.150940962275317	9999	0.370666705945255	0.934894706493279
S10624	0.386811452942948	0	0.0608618275318187	0.119134613086568	0.0919024052448311	0.163823012911919	0	0.177466688281914	9999	0.33955283206542	0.944158920792883
S10632	0.24235809531978	0	0.0501340708013543	0.141200623466684	0.12869862688481	0.345578031130391	0	0.09203055239698	9999	0.342322762882572	0.948648560016702
S10634	0.427029136568072	0	0.0349796895934277	0.0453371918309593	0.0804566960128393	0.260111529021499	0	0.152085756973203	9999	0.35904670266019	0.933852162006061
S10638	0.28173550195954	0	0.0793941210365254	0.110341600792982	0.0861705037088127	0.260236681417725	0	0.182121591084414	9999	0.310889625011519	0.958249188547492
S10644	0.298138815384365	0	0.0460601920018581	0.117055704127622	0.0752816598144794	0.235745333895032	0	0.227718294776644	9999	0.354984099411634	0.936002213483385
S10649	0.381163953562627	0	0.0536521995412636	0.0567792482954334	0.120076193920215	0.287634117190801	0	0.10069428748966	9999	0.336850008562476	0.948565355740959
S10652	0.347806768032984	0	0.0720579103279642	0.075385003449183	0.108747289666065	0.164922440973323	0	0.231080587550481	9999	0.344624109733825	0.944871534024485
S10654	0.394750881296868	0	0.0492984668179013	0.0491389509725965	0.08150515010441	0.275485272367603	0	0.149821278440622	9999	0.357363302123725	0.934991581036102
S10655	0.361457951339581	0	0.0599900184458789	0.0344423063775774	0.0920608929241003	0.216791522145736	0	0.235257308767127	9999	0.356814790938792	0.936463540337226
S10656	0.341306277079248	0	0.039019715769354	0.086299969352009	0.0818251737827788	0.204291097226739	0	0.247257766789871	9999	0.363712650279682	0.932271613031518
S10657	0.10966244660232	0.0859737583511916	0.0726753763193722	0.225107365140748	0.0997216008765447	0.268913633733531	0	0.137945818976292	9999	0.351047704530094	0.941979015817693
S10658	0.359948372533214	0	0.046156975317662	0.0693509415439713	0.0826918436250669	0.252798443369572	0	0.189053423610513	9999	0.364612987727064	0.931991047097582
S10660	0.266104433202089	0	0.0452784739387351	0.0536023465266549	0.066514524380419	0.0478119004327924	0	0.520688321519309	9999	0.342657291675006	0.940885861904076
S10661	0.382722164997512	0	0.0407736038743312	0.0482883372757369	0.0791801684079447	0.286468763842477	0	0.162566961601998	9999	0.334442433074456	0.944345222726164
S10676	0.442391784118377	0	0.0494492427533831	0.0605620228461962	0.113583791461537	0.188586865650902	0	0.145426293169605	9999	0.329840977479156	0.950135292000178
S1068	0.357370193914759	0	0.0483800986424758	0.0577744159457596	0.0780128690145808	0.183892766918352	0	0.274569655564073	9999	0.374434488546243	0.927628141527434
S10681	0.344071810208533	0	0.0576661267669632	0.0447667681680694	0.112280301271616	0.282362385112775	0	0.158852608472043	9999	0.352731974090015	0.940472227282924
S10686	0.291481314457392	0	0.0462565518366459	0.112370519913865	0.113197433616119	0.281529850166818	0	0.155164330009161	9999	0.351863626969749	0.940855288696567
S10688	0.377762991463271	0	0.0367747395905215	0.0375548456526857	0.0821229258913676	0.0367780320743199	0	0.429006465327834	9999	0.31292304333582	0.953597244624174
S10690	0.239494212211073	0	0.065235847852495	0.24280400194479	0.0920840269540218	0.128249028803246	0	0.232132882234375	9999	0.332847438772581	0.948908010016244
S10698	0.361655194645556	0	0.0651134526152669	0.0203155587236598	0.0845651620507266	0.0922876763809076	0	0.376062955583883	9999	0.374832966936675	0.928057441695843
S107	0.274633639862977	0	0.0416662484338778	0.0504042153505135	0.0884408188106399	0.265267082955306	0	0.279587994586686	9999	0.36753824034727	0.931226061414101
S10703	0.416617818079521	0	0.0550622184567845	0.0374471355388896	0.0779121666760656	0.224497451529012	0	0.188463209719727	9999	0.371482199779898	0.928849930991071
S10726	0.299819963762322	0	0.0457069214622059	0.061152639439276	0.0951919140443921	0.342394824316582	0	0.155733736975222	9999	0.357330704834671	0.93625211874944
S10729	0.214311571926553	0.0332812196367265	0.0240865042535998	0.156549566998326	0.106873595761683	0.305024254210837	0	0.159873287212274	9999	0.31929553803287	0.954165994445625
S10733	0.386895910227257	0	0.0447464782598602	0.0587698075759406	0.0895361361515075	0.227101682062297	0	0.192949985723138	9999	0.365090327080734	0.932013548774073
S10734	0.160160164562857	0.0840009032281424	0.0497029418774296	0.0947997515328292	0.11045529475788	0.301211650207982	0	0.199669293832881	9999	0.357610930171998	0.938229170614357
S10735	0.29241140280704	0	0.059263995249969	0.116316651055872	0.096855369177825	0.246449982709612	0	0.188702598999682	9999	0.355084181048255	0.938147237990361
S10740	0.0743599568654501	0.154421243936524	0.0645638668843079	0.12351116728147	0.101892419590658	0.390444507432464	0	0.0908068380091258	9999	0.352185963801674	0.940594496083411
S10745	0.322742738848312	0	0.0709378383244921	0.1342004828604	0.121040099323622	0.203142760802167	0	0.147936079841007	9999	0.364713919042718	0.937040293567474
S10748	0.266568893100204	0	0.0691818260923635	0.146199654301145	0.100629299400793	0.218383179167459	0	0.199037147938035	9999	0.340484011395992	0.946270763273685
S10753	0.206956766358357	0.0493780517241362	0.0616932521037229	0.0936649493798769	0.0953907423084305	0.261620752841128	0	0.231295485284348	9999	0.328478400762974	0.950555845688555
S10756	0.40599295429329	0	0.0418935087059351	0.0300300593250437	0.0908247358980745	0.294951690947654	0	0.136307050830003	9999	0.347859502515105	0.939401946857123
S10757	0.435769561948658	0	0.0157395817112274	0.0399640814674625	0.0621261522561166	0.0769595374014971	0	0.369441085215038	9999	0.342439334205151	0.939783827505421
S1076	0.292268675336314	0	0.0637308728948715	0.12765648352465	0.0972612809972035	0.232013420020976	0	0.187069267225986	9999	0.36642415573347	0.933133365646414
S10764	0.17902706392563	0.0486748316149865	0.0603483220730365	0.181026484519808	0.106097359889375	0.368369198597545	0	0.0564567393796187	9999	0.31703562654185	0.957785836628857
