Gene,naive_B_cell,memory_B_cell,CD4_positive_alpha_beta_T_cell,CD8_positive_alpha_beta_T_cell,macrophage_m0,macrophage_m1,macrophage_m2,MAST_cell
mix_39,1133.86689118,197.231878995,1033.16746386,1710.32219466,439.948059669,583.384651329,546.226705153,268.747483794
mix_40,1087.0337098,209.791507619,1042.1051537,1511.88675304,566.462248782,653.068876802,653.141372973,288.01256851
mix_41,1058.21196415,225.208179437,724.361549794,921.861357322,706.436172819,779.149386131,656.3091336,294.099561636
mix_42,1195.44420152,171.522935691,1456.91193189,1662.70150969,343.62284086,445.405923634,625.12114594,258.285101006
mix_43,1066.25702133,234.129426614,825.977153484,927.32046259,648.230514366,733.84041902,647.51586299,292.070246515
mix_44,1166.1651604,165.397629115,1019.70147768,1703.46154071,502.994415158,586.240396396,612.068498318,210.728213908
mix_45,1095.57577257,227.015632474,836.958197959,1529.43883424,514.679566361,614.538836333,555.403196791,331.113478096
mix_46,1054.30192434,218.94360273,864.343218393,1242.49646787,720.61017647,790.422271841,685.592826614,272.086170767
mix_47,1030.13493451,271.352208028,133.365209827,263.906047029,766.770381585,901.167562739,477.070544038,353.336835123
mix_48,1139.46947718,160.0693329,1179.69645584,1348.18108645,537.692867304,592.611194419,682.779315065,262.512085485
mix_49,1092.63097004,166.967707761,1041.69370602,1708.36677668,675.121930555,650.479237319,793.721426794,273.607465669
mix_50,1121.36539623,207.587230479,1102.89671459,1805.60941654,452.113783275,565.431988582,559.827708604,292.506623167
mix_51,1046.93977592,252.923236296,627.338369602,709.251774178,691.720595516,800.984749481,590.207212661,327.615290209
mix_52,1058.10074518,223.704078752,728.688374498,966.804094072,673.42524525,767.794787385,636.677810099,299.201333974
mix_53,1113.91202914,175.917466804,702.410603661,968.199790466,614.511060287,679.463668153,629.477823733,264.642222948
mix_54,1112.07027968,217.898256008,1048.38503261,1515.23883438,526.888429983,642.195985601,599.250695277,245.594890969
mix_55,1085.34934267,196.724537178,1001.18523509,1121.37245,602.171435396,711.130090552,618.936394574,279.520113243
mix_56,1129.14189853,203.116716292,1296.17569535,1845.9111155,526.010382529,615.751484766,686.28749093,232.341135138
mix_57,1153.48130115,206.996777892,1230.0793136,1989.76582862,408.716876166,540.665860387,591.893949826,249.328113605
mix_58,1087.81531399,223.748988412,964.316494735,1583.14245529,541.656027532,678.016243489,559.528663104,279.814120106
mix_59,1042.7580113,234.431608191,565.751546502,825.91705725,676.986091269,739.288195394,619.773365927,329.56238031
mix_60,1101.88052332,190.764044794,1039.94729162,1321.64578648,573.53843569,686.143166255,647.314369702,242.131084637
mix_61,1088.20994217,243.269232412,922.357264138,1479.96563674,535.342545373,651.590731147,580.177854701,284.369411124
mix_62,1036.03946151,234.754613001,680.968730119,1074.52005734,697.712644132,795.57297113,617.436484964,295.062986104
mix_63,1097.36614484,223.222757705,1043.5032368,1644.34602799,528.095417112,662.879220101,577.098255395,270.953183827
mix_64,1047.50352725,264.317798674,147.948909756,304.824805786,697.882966706,828.630263692,478.926245595,359.608943037
mix_65,1052.42119784,217.994811529,624.896997189,896.888988361,713.905956809,818.559786457,643.125849795,305.736407172
mix_66,1080.45163864,183.356591189,602.374915305,1092.10285807,647.415676448,686.430113606,616.995682016,307.416019716
mix_67,1112.56311816,216.015814362,837.853694747,1655.02945842,593.932990889,680.704571938,620.813541693,240.484239473
mix_68,1064.72829776,248.940730187,769.622584827,1152.43393164,591.933279375,709.207741084,543.727098402,310.354478043
mix_69,1172.40603116,237.897612887,1067.7134882,1552.18412972,414.872763338,560.843718878,532.279615254,266.283666773
mix_70,1045.31749843,246.75040094,702.453918309,886.823641211,675.27775419,795.754080154,570.943052945,326.732470369
mix_71,1061.58418304,216.536982488,696.24751057,1163.26400162,634.273389918,750.028404832,574.397638232,298.600627626
mix_72,1029.67439527,251.574633443,602.152097204,1075.88128802,685.373106785,809.040128278,593.941951806,296.880723124
mix_73,1044.39286595,294.537314174,728.048529413,974.139498951,591.907974869,770.139798087,526.297229194,325.11999482
mix_74,1186.94843542,144.352308483,1484.7949035,2104.46917787,396.588207403,476.028550686,648.220142785,201.306662714
mix_75,1123.00824932,201.634663006,1045.40457755,1309.97798781,542.187755092,644.252973807,621.759928967,251.306842564
mix_76,1047.22903232,252.169728937,683.980768052,1463.82915606,637.552385849,728.829680043,609.860964322,306.012488316
mix_77,1125.93876862,215.588153685,1068.17742582,1632.05303776,479.07293861,591.645052516,612.343490292,252.709478908
mix_78,1078.89569543,218.469082829,836.347368715,1219.25996811,594.270892909,729.536631474,577.666621939,276.40110722
mix_79,1068.64724077,266.605161666,493.149312017,705.841404949,721.317283742,809.599240213,602.150834742,285.520384603
mix_80,1118.75340721,192.407824878,841.877532882,1066.77728318,621.441034409,676.240807312,682.81430703,238.824994714
mix_81,1059.8701124,178.218036257,531.683152621,706.822739236,817.822333778,826.463965002,707.161313995,272.282364111
mix_82,976.81534376,302.101441402,145.497178636,337.744135187,780.259026897,896.876488456,504.038862494,422.935356988
mix_83,1046.63110831,265.683182529,907.796160257,1069.69101733,537.721227417,694.190128171,540.198151148,346.976396562
mix_84,1061.1959775,244.894162236,748.234083859,1313.17320193,585.396808433,708.834562644,554.556164315,316.313097171
mix_85,1030.88678842,249.036143506,507.360313067,905.485499181,729.03907754,814.37228924,603.609598505,345.670250413
mix_86,1113.54228433,241.963884531,992.773645465,1559.88033146,501.632390681,637.250301578,545.913387249,260.258683476
mix_87,1177.72878313,168.03678021,1630.66922454,2503.71391119,402.337610167,467.382398557,712.015448011,169.511973241
mix_88,1135.11454571,168.954494216,1173.9552131,1789.27880985,551.383962425,633.9326437,677.425335026,231.247346059
mix_89,1104.86294642,204.304853868,374.084198689,505.580013021,771.269598457,834.054973857,608.676724393,269.590181506
mix_90,1159.02272442,172.728591152,1400.05169003,2302.74114885,398.30182389,486.657625712,629.620149621,252.708227647
mix_91,1088.11571588,211.531372946,1085.40811124,1746.82596717,529.054178185,632.861221651,603.842124611,300.656049517
mix_92,1137.6851564,187.618634441,1120.58088259,1589.31192298,484.074300331,596.541760138,577.893492705,254.618559147
mix_93,1025.58021256,338.72440151,418.474806925,649.178721372,649.266568461,816.649930642,456.723122308,359.227164467
mix_94,1143.93179633,204.454406133,1361.21923318,2015.33475157,416.205030801,527.311555513,626.478654034,252.111666286
mix_95,1121.49241094,188.082398416,1268.85957815,1710.91239296,458.40978016,608.788834281,608.961018902,269.899177504
mix_96,1109.4921583,178.114568705,904.252504817,1376.69441585,600.444137718,690.086122703,667.307551685,261.737852351
mix_97,1155.15115029,145.380230758,1317.81238667,1885.24872392,459.30828243,510.834815215,687.441856854,298.040747393
mix_98,1104.35724931,206.69355605,1216.26222011,1514.04984394,545.697192805,635.038645866,680.72881251,281.933240899
mix_99,1036.39447033,309.878654457,229.801550228,417.326925356,658.004687089,759.694855466,514.4138126,406.501785015
mix_100,1081.16854026,245.66523357,1046.16121894,1569.5158451,511.26839047,657.379634824,566.404051053,312.608425577
