B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8
Mix_45	0	0.0956	0.1332	0	0.0832	0	0	0.0515	0	0.6365
Mix_46	0	0.3012	0.0827	0	0	0	0.0476	0.102	0	0.4666
Mix_47	0	0.2207	0.2192	0.0512	0.124	0	0	0.0202	0	0.3647
Mix_48	0	0.2676	0.016	0.0162	0.1243	0	0.042	0.131	0	0.4028
Mix_49	0	0.0321	0	0.1796	0.1724	0	0.0124	0.1256	0	0.4779
Mix_50	0	0.0631	0.102	0	0	0	0.0602	0.1938	0	0.5809
Mix_51	0	0.2583	0.0543	0	0.0727	0	0.0764	0.1669	0	0.3714
Mix_52	0	0	0.0589	0.042	0.1346	0	0	0.0898	0	0.6747
Mix_53	0	0.2357	0.193	0	0.0433	0	0.0244	0.0564	0	0.4471
Mix_54	0	0.0571	0.1975	0.3448	0.1807	0	0	0	0	0.2199
Mix_55	0	0	0.0222	0.1997	0.2093	0	0	0.0467	0	0.5221
Mix_56	0	0.0762	0.1637	0	0.0211	0	0.0126	0.1348	0	0.5916
Mix_57	0	0	0.0236	0.3056	0.209	0	0	0.1296	0	0.3322
Mix_58	0	0.1144	0.0241	0	0.072	0	0.0731	0.233	0	0.4834
Mix_59	0	0.0283	0	0.3051	0.2108	0	0	0.0019	0	0.4539
Mix_60	0.0184	0.3898	0	0	0	0	0.0263	0.0415	0	0.5239
Mix_61	0.0089	0.3917	0.0828	0.1163	0.1077	0	0	0	0	0.2926
Mix_62	0.0328	0.3964	0	0.1382	0.142	0	0	0	0	0.2906
Mix_63	0	0.0055	0.1884	0.2634	0.1876	0	0	0.0078	0	0.3472
Mix_64	0	0.2498	0.2781	0.0095	0.0908	0	0	0	0	0.3718
Mix_65	0	0.2589	0.1958	0	0.0583	0	0.009	0.0383	0	0.4397
Mix_66	0	0.2685	0	0.0074	0.1262	0	0.0278	0.1096	0	0.4605
Mix_67	0	0.5247	0.1633	0.0526	0.0733	0	0.0198	0.0022	0	0.1641
Mix_68	0	0.128	0.128	0	0	0	0.0411	0.1621	0	0.5409
Mix_69	0.0253	0.4251	0.0111	0.029	0.1121	0	0	0.0031	0	0.3943
Mix_70	0	0.1189	0.0854	0	0.0081	0	0.0466	0.1892	0	0.5518
Mix_71	0	0.162	0.0281	0.1137	0.1581	0	0	0	0	0.5382
Mix_72	0	0.0954	0.2361	0	0	0	0.113	0.2409	0	0.3146
Mix_73	0	0	0	0.1945	0.2012	0	0	0.0907	0	0.5136
Mix_74	0.0111	0.3586	0.105	0.136	0.1236	0	0	0	0	0.2657
Mix_75	0	0.1245	0	0.2117	0.1785	0	0	0.1155	0	0.3697
Mix_76	3e-04	0.1177	0	0.1807	0.1794	0	0	0.0604	0	0.4614
Mix_77	0	0.1619	0.2067	0.113	0.1161	0	0.0151	0.0854	0	0.3018
Mix_78	0	0	0	0.0308	0.1593	0	0.0057	0.1827	0	0.6214
Mix_79	0	0.0172	0.1127	0.3914	0.2111	0	0	0	0	0.2676
Mix_80	0	0.1861	0.0612	0	0.0956	0	0.0826	0.2376	0	0.3369
Mix_81	0	0.1846	0.1172	0.1162	0.1423	0	0	0	0	0.4397
Mix_82	0.01	0.203	0	0.0434	0.1446	0	0	0.054	0	0.5451
Mix_83	0	0.3389	0.0833	0.0586	0.1176	0	0	0.0081	0	0.3936
Mix_84	0	0.1835	0.1429	0	0.0414	0	0.0373	0.111	0	0.484
Mix_85	8e-04	0.1471	0	0.1002	0.1611	0	0.0172	0.127	0	0.4466
Mix_86	0	0.1036	0.1391	0.1535	0.1537	0	0	0	0	0.45
Mix_87	0	0.6448	0.0853	0.0906	0.083	0	0	0	0	0.0963
Mix_88	0	0.3321	0.0292	0	0	0	0.1062	0.1674	0	0.3651
Mix_89	0	0	0.2167	0.1592	0.1445	0	0	0.0671	0	0.4125
Mix_90	0.0251	0.1329	0	0.3006	0.1978	0	0	0.0712	0	0.2723
Mix_91	0.0114	0.5732	0	0.0213	0.0867	0	0.0479	0.0563	0	0.2032
Mix_92	0.0021	0.2324	0.0524	0.2116	0.1524	0	0	0.0822	0	0.267
Mix_93	0	0.1199	0.2129	0	0	0	0.1288	0.2889	0	0.2495
Mix_94	0	0.3996	0.0296	0	0	0	0.0975	0.135	0	0.3383
Mix_95	0	0.1441	0.0106	0.0937	0.1312	0	0.044	0.2194	0	0.3569
Mix_96	0	0.0254	0.0565	0	0.083	0	0.0564	0.2551	0	0.5237
Mix_97	0	0.266	0.1468	0.1311	0.1358	0	0	0	0	0.3203
Mix_98	0	0.4508	0.3933	0	0	0	0.0994	0.0141	0	0.0424
Mix_99	0	0	0	0	0.0591	0	0.1057	0.3462	0	0.489
Mix_100	0	0.2396	0.2224	0.1194	0.1122	0	0.0222	0.0786	0	0.2056
