Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	P-value	Correlation	RMSE
Mix_54	0.147098567688239	0	0.0205674625137719	0.121234843691786	0.145132116778493	0.230662376771075	0	0.305287840126388	0.0300167924302462	9999	0.618308556198879	0.787947659182601
Mix_55	0.0941585920106402	0	0.0426176250146482	0.0463180906050686	0.0739357483602033	0.152430669274787	0	0.478267815947221	0.112271458787431	9999	0.607247067080106	0.799329121843602
Mix_56	0.149154751411279	0	0.0157385938092008	0.0903871171090072	0.00441388053976033	0.0976410122315119	0	0.511190047456076	0.131474597443165	9999	0.613596196987702	0.791600839265535
Mix_57	0.077725382268934	0	0	0.0652453989274233	0.119814315369443	0.264855270110679	0	0.46610825166564	0.00625138165788117	9999	0.621685165624717	0.794361684159505
Mix_58	0.119777538481942	0	0.0444825091124627	0.0416091934658356	0	0.0704502428069436	0	0.540019907257763	0.183660608875053	9999	0.610072338437614	0.794676968364563
Mix_59	0.134767010604143	0	0	0.0532085243784538	0.0872988012308713	0.262281709213319	0	0.400707599719375	0.0617363548538376	9999	0.614877569195037	0.798750892825514
Mix_60	0.261340115497407	0.0836888197219537	0	0.021233223811035	0.00683845827648539	0.0548408619067781	0.00212986223033439	0.418120146481425	0.151808512074581	9999	0.662210584226596	0.754566467846519
Mix_61	0.309577279344792	0	0.0491452532131696	0.107963963796337	0.0750535064391386	0.0414207074707366	0	0.332801210444803	0.0840380792910235	9999	0.649587416503419	0.759606529643423
Mix_62	0.378515925165128	0	0	0.0235271799557692	0.0568763199098955	0.148310365727675	0.00232385145315775	0.344382212463972	0.0460641453244022	9999	0.678282019612501	0.741909366295693
Mix_63	0.127118127766894	0	0.0083732460671126	0.12426160408831	0.112132435745021	0.220111895631604	0	0.366786113896283	0.0412165768047763	9999	0.606590164039884	0.796770633726133
Mix_64	0.281218711406892	0	0.0843351190342653	0.12189194269325	0.0337557155311963	0	0	0.252985763041436	0.22581274829296	9999	0.619984494182035	0.782998001342354
Mix_65	0.212824398244153	0.0186101370578368	0.08538127665454	0.083037195119368	0.0222638915216749	0.00877193808078531	0	0.454141013432377	0.114970149889264	9999	0.623251330010828	0.781580657331193
Mix_66	0.245215731908763	0	0.0229722076516386	0.00551617290051775	0.024322343127177	0.110946317588943	0	0.465527357826091	0.125499868996869	9999	0.658634385539693	0.762764025448916
Mix_67	0.287517621096404	0.113331401213936	0.067514331010632	0.0933568652838811	0.0658577099597933	0.0278226547136917	0	0.327339959716458	0.0172594570052049	9999	0.653439592834073	0.756465447586649
Mix_68	0.16234443681932	0	0.0205028403389201	0.0774826447180373	0.007409947334078	0.0340527371027225	0	0.559640286121349	0.138567107565574	9999	0.630463127329896	0.778229452238314
Mix_69	0.351668049890448	0	0.0468411344396018	0.0461839588968609	0.0560633232271868	0.0342600551205225	0	0.316928719111428	0.148054759313952	9999	0.668026341293911	0.74543384811678
Mix_70	0.139907119164137	0	0.0402906497600293	0.0500203028274761	0	0	0	0.537857953441555	0.231923974806802	9999	0.624076802434856	0.781647442250842
Mix_71	0.207558096808624	0	0.0434678176357057	0.0655235755739854	0.0750799361729481	0.0247513737719504	0	0.306692446045045	0.276926753991742	9999	0.615215307545889	0.786761969250934
Mix_72	0.141616242442655	0	0.0383954798107119	0.102744831723342	0.0130288820918365	0	0	0.613990710468111	0.0902238534633443	9999	0.624206556889141	0.781309254998521
Mix_73	0.0991208112351188	0	0	0.0395526264114288	0.0916736897719696	0.214018028147373	0	0.488475705237168	0.0671591391969417	9999	0.627220442532115	0.790086833437359
Mix_74	0.317728724330559	0	0.0648494007457791	0.112441210703567	0.0647083172742911	0.0604051027706647	0	0.305073351897747	0.0747938922773916	9999	0.632819976175541	0.772802270824512
Mix_75	0.173117549833877	0	0.0106085533932966	0.0322694383951758	0.0585864085673022	0.157027492282495	0	0.51406195693414	0.054328600593714	9999	0.648681414336897	0.77442271881435
Mix_76	0.186164052108991	0	0	0.0336558168201308	0.0619679832959967	0.148526987812839	0	0.36800191451449	0.201683245447552	9999	0.633950241795744	0.778350451360348
Mix_77	0.175290719303635	0	0.0816236808600327	0.104375519582251	0.0384937978928447	0.0219559752545309	0	0.532645039491499	0.045615267615206	9999	0.61170756311145	0.790132820374455
Mix_78	0.0947601452732933	0	0	0.0288055169520458	0.0632849922379398	0.199474769622594	0	0.537904993388785	0.0757695825253428	9999	0.626417398547565	0.791352335028324
Mix_79	0.127945375311449	0	0	0.0957041742399617	0.137988142950797	0.26155082534985	0	0.350209901010273	0.0266015811376699	9999	0.620427480470754	0.790473780870991
Mix_80	0.166903194540976	0	0.0427447873637636	0.0487652960346638	0	0.0884876679617561	0	0.633710253183446	0.0193888009153944	9999	0.628447263418675	0.785755460937538
Mix_81	0.219755023372341	0	0.0699346893225982	0.10001127020009	0.0605022522063023	0.0346175238991451	0	0.349665604910113	0.165513636089411	9999	0.618100542031109	0.784615365809541
Mix_82	0.231928653527476	0	0	0.012764949652327	0.0358557107298396	0.10903263881513	0.0149079074468361	0.380012424694328	0.215497715134064	9999	0.645511045768566	0.769106891296995
Mix_83	0.309015747597309	0	0.0452413561348784	0.0927242876806283	0.0591621438049635	0	0	0.349929073871095	0.143927390911126	9999	0.652711490172919	0.756752136986143
Mix_84	0.194101557742641	0	0.0605804271802033	0.0682557877119676	0.0069068440038902	0	0	0.431797875209894	0.238357508151404	9999	0.630026420635973	0.775993539127477
Mix_85	0.197092110515389	0	0.0117854023095694	0.0146004733586239	0.0344865801347716	0.170005618855659	0	0.426545981446086	0.1454838333799	9999	0.636748277382227	0.780692082699653
Mix_86	0.156933240789146	0	0.0178922459444157	0.0996063289022829	0.0703868877803663	0.212556004080732	0	0.354833624243594	0.0877916682594638	9999	0.601098951952331	0.801807714871001
Mix_87	0.377320064964045	0	0.0298735267578952	0.093963926658829	0.0198163640999044	0.20316637058198	0	0.248481867663518	0.0273778792738292	9999	0.650498229979924	0.76190330518296
Mix_88	0.19498845906536	0.0457586068982761	0.0099662419936973	0.0498800061688015	0.0117805644047697	0	0	0.570849200807171	0.116776920661925	9999	0.659985873273527	0.75662697507608
Mix_89	0.0919433703611761	0	0.0388599445285342	0.119064567610539	0.0722168082004741	0.197377013670342	0	0.428564849766191	0.0519734458627424	9999	0.584285840788426	0.811777276732931
Mix_90	0.208209488765676	0	0	0.0207799585647909	0.0933903580172697	0.237127004671126	0	0.359993543056193	0.0804996469249445	9999	0.653491778753352	0.771838343218936
Mix_91	0.307283460941456	0.0379812886334613	0.0132024834041793	0.0262920856223906	0.0569831124491779	0.118403992398217	0	0.430972127120872	0.00888144943024537	9999	0.690974254401339	0.736003994814123
Mix_92	0.248996505077974	0	0.0393585748471107	0.0879460078404839	0.0745190087258872	0.078915856661511	0	0.457882573380021	0.0123814734670128	9999	0.655081032379454	0.759966312149877
Mix_93	0.147096220803705	0	0.0514489479918019	0.0874091514516067	0.0148731739705792	0	0	0.605149176210182	0.0940233295721253	9999	0.624482743407748	0.781587142222476
Mix_94	0.240230061841296	0.0562802658700865	0.00803927498109655	0.0509677300731857	0.0118943399490988	0.000700727549500467	0	0.538336268694269	0.0935513310414668	9999	0.665093664110365	0.751720212393888
Mix_95	0.158911108743091	0	0.03853451455983	0.0357089662592418	0.0411971620831864	0.0808002728659962	0	0.630025961928979	0.0148220135596758	9999	0.642698658036205	0.776213495247696
Mix_96	0.110301757263029	0	0	0.0579662075076108	0.00301255928594494	0.155985830755076	0	0.60390140343823	0.0688322417501089	9999	0.61422839157249	0.797059165277089
Mix_97	0.278260536832761	0	0.0768017444634009	0.109391152798349	0.0708942370243841	0.0250145450148817	0	0.348603781701754	0.0910340021644681	9999	0.63169250180334	0.77370850503033
Mix_98	0.261193684665233	0.131209410457606	0.110281962924841	0.128958154487481	0	0	0	0.319707217371307	0.0486495700935327	9999	0.601295657638557	0.797880724350489
Mix_99	0.0237815587715458	0	0.0240008516460577	0.0150192345056507	0	0.0757536194558568	0	0.690933008014157	0.170511727606732	9999	0.613669179258353	0.793687534545622
Mix_100	0.229294409398835	0	0.0815879804035593	0.107574201636665	0.0185556618733859	0.0536514252021806	0	0.459996145142107	0.0493401763432672	9999	0.61027937701539	0.791147155271706
