ID,B cells naive,B cells memory,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells CD8,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells resting,Mast cells activated
S10073,6.45270322581,6.16648461538,6.69641363636,7.72449230769,5.04521538462,7.06178333333,6.36637333333,5.91302941176,6.07586521739,5.777715,4.94395238095
S10077,6.42522903226,6.13596153846,6.49424090909,7.24550769231,4.84334615385,6.51241666667,6.4177,5.94061176471,6.12400434783,5.651265,4.97591904762
S10080,6.47957741935,6.32617692308,6.45875909091,7.20359230769,4.94566153846,6.68716666667,6.53825333333,5.99811764706,6.23619565217,5.8131,5.13908571429
S10082,6.47893548387,6.32694615385,6.59804090909,7.58050769231,5.0133,6.73038333333,6.26910666667,6.00530588235,6.09017826087,5.659275,4.9293952381
S10087,6.65875806452,6.42321538462,6.50354090909,7.6172,5.04026153846,6.60986666667,6.38076666667,5.89210588235,6.13409130435,5.76733,5.01679047619
S10089,6.1940516129,6.13209230769,6.45776818182,7.23283846154,4.90513076923,6.36683333333,6.40941333333,5.84750588235,6.05196521739,5.595565,5.0921047619
S1009,6.82814516129,6.34223846154,6.7689,7.60576153846,5.09546923077,6.94501666667,6.28698666667,5.86294705882,6.05574347826,5.65863,5.0098952381
S10090,6.12207741935,6.08596153846,6.42714545455,7.39222307692,5.08541538462,6.51238333333,6.39914666667,5.80805,5.87103478261,5.600245,5.16438095238
S10093,6.0546516129,6.06157692308,6.26285,6.83079230769,4.95316153846,6.23855,6.49638,5.81770588235,6.12241304348,5.8054,5.08744285714
S10094,6.27412903226,6.16524615385,6.47297272727,7.24942307692,4.91993076923,6.41408333333,6.44278666667,5.8994,6.20122173913,5.865965,5.00033333333
S1010,6.37282903226,6.49271538462,6.66199090909,7.55713846154,5.04076923077,7.02236666667,6.50976666667,6.10253235294,6.21824347826,6.051855,5.13997142857
S10111,6.33776129032,6.34449230769,6.57902727273,7.66056923077,5.05577692308,6.5863,6.40018666667,5.94849411765,6.09237391304,5.93079,4.98363333333
S10116,6.21178387097,6.21447692308,6.71054545455,7.49611538462,4.96693076923,7.02626666667,6.31328666667,5.77517058824,5.97709565217,5.56458,4.92554285714
S10119,6.46687741935,6.24453846154,6.51858636364,7.33344615385,4.85994615385,6.80861666667,6.34246,5.81445294118,6.07339565217,5.707465,5.04444285714
S10121,6.30062903226,6.18189230769,6.43246363636,7.17592307692,4.7525,6.80255,6.40325333333,5.91276470588,6.00603043478,5.630375,5.01087619048
S10130,6.24083548387,6.10933076923,6.42094545455,7.12962307692,4.80426153846,6.41306666667,6.35121333333,5.86270294118,6.11550869565,5.802665,5.06287619048
S10140,6.6841,6.41181538462,6.23284090909,7.16766923077,4.89917692308,6.39665,6.59256,5.92833529412,6.22354782609,5.98311,4.99319047619
S10142,6.48955806452,6.44441538462,6.36502727273,7.38310769231,4.9934,6.48726666667,6.37434,5.84740882353,6.05333043478,5.8014,4.91773333333
S10150,6.28251935484,6.35288461538,6.18351363636,6.74365384615,4.88436923077,6.02785,6.66439333333,5.87864117647,6.10294347826,5.840245,5.06261428571
S10155,6.47039354839,6.3471,6.61288181818,7.58499230769,4.98836923077,6.59715,6.51692666667,5.90441176471,6.13386086957,5.85043,5.32753333333
S1016,6.08754193548,6.18459230769,6.29846363636,7.08723076923,4.90721538462,6.26601666667,6.44618666667,5.74735294118,5.94227826087,5.68796,5.06977142857
S10163,6.41808709677,6.18346153846,6.62654090909,7.32419230769,4.92459230769,6.70033333333,6.53219333333,5.87689117647,6.08606521739,5.90884,4.9657952381
S10167,6.27404516129,6.15424615385,6.37023636364,7.09802307692,5.08804615385,6.69856666667,6.42802666667,5.88648823529,5.95843478261,6.07589,5.30643809524
S10168,6.47246451613,6.26371538462,6.51824545455,7.38313846154,4.99236923077,6.74366666667,6.17868666667,5.85345588235,5.93873478261,5.68723,5.13477619048
S10173,6.81267741935,6.54949230769,6.56885909091,7.46465384615,4.9886,6.71535,6.33036666667,5.84220588235,5.99176956522,5.576355,5.00474761905
S10175,6.34854193548,6.20792307692,6.33344090909,7.17516923077,4.96686153846,6.33696666667,6.35734,5.94032352941,6.07637826087,5.79757,5.0896047619
S10179,6.30858709677,6.43210769231,6.59023181818,7.69676153846,5.01224615385,7.02945,6.35306666667,5.98654411765,6.17923913043,5.74466,5.06592857143
S10186,6.6075483871,6.52080769231,6.55192272727,7.49247692308,4.96931538462,6.82378333333,6.25660666667,5.76594411765,6.03084347826,5.584765,4.97442380952
S1019,6.36838709677,6.24522307692,6.49212727273,7.37726923077,4.8951,6.54925,6.31764666667,5.88273235294,5.9545826087,5.72401,5.07433333333
S10190,6.70028064516,6.50913076923,6.61801363636,7.68931538462,5.03848461538,6.81893333333,6.52515333333,6.11184117647,6.20595652174,5.736565,5.09407619048
S10195,6.31326774194,6.2294,6.37214545455,7.16852307692,4.98687692308,6.32686666667,6.57768666667,5.85778823529,6.1692173913,5.912675,5.0562952381
S10196,6.21841612903,6.22366923077,6.58680909091,7.46342307692,5.02283846154,6.42158333333,6.65673333333,5.86806764706,6.10659565217,6.09348,5.27662857143
S10200,5.96976129032,6.18563846154,6.24470454545,7.11754615385,4.81996153846,6.34823333333,6.47956666667,5.96102941176,6.0738173913,5.59864,4.99520952381
S10201,6.35467419355,6.11787692308,6.12901818182,6.69606153846,4.66983076923,6.09553333333,6.50467333333,5.85917058824,6.13514782609,5.7785,5.08415714286
S10202,6.33190967742,6.09036923077,6.43985909091,7.17343076923,4.89657692308,6.49741666667,6.36138,6.00032058824,6.02853478261,5.657925,5.10524761905
S10205,6.72747096774,6.4157,6.48078181818,7.58993846154,4.89703846154,6.38848333333,6.55066,5.96624117647,6.12592608696,5.940735,5.09609047619
S10211,6.13309354839,6.22203846154,6.22409545455,6.9491,5.11096923077,6.7188,6.34785333333,5.7022,6.13119565217,5.73131,5.19497619048
S10221,6.49276451613,6.28091538462,6.54842272727,7.47522307692,4.95162307692,6.72491666667,6.41582,5.89275882353,6.16446521739,5.991815,5.28844285714
S10222,6.23590645161,6.2865,6.32547727273,7.09832307692,4.89286153846,6.41516666667,6.4536,5.84582352941,6.02263913043,5.763715,4.96814761905
S10226,6.50927741935,6.40520769231,6.44921363636,7.41149230769,4.97656153846,6.67723333333,6.52151333333,5.77312352941,6.14607826087,5.891745,5.10057142857
S10227,6.18416451613,6.17737692308,6.36334090909,7.18609230769,4.85500769231,6.24213333333,6.56325333333,5.90014117647,6.16035652174,5.972765,5.09227142857
S10228,6.32033870968,6.23621538462,6.53160454545,7.31248461538,4.95922307692,6.65185,6.52938,5.93436470588,6.05853043478,5.943315,5.10442380952
S10232,6.46947096774,6.32940769231,6.53228181818,7.38414615385,5.07103846154,6.41625,6.30214,5.78984411765,5.91547826087,5.535395,5.07005238095
S10248,6.40240967742,6.27626923077,6.41847727273,7.42978461538,4.97865384615,6.5406,6.39186,5.80893823529,6.00796956522,5.74012,5.12838095238
S10249,6.24401612903,6.35167692308,6.28511818182,6.87248461538,4.99540769231,6.3253,6.74044,6.23640882353,6.10437391304,6.060545,5.30689047619
S1025,6.45725806452,6.45237692308,6.48671363636,7.54868461538,4.91010769231,6.5995,6.46034666667,5.99330294118,6.12821304348,5.85727,5.06344761905
S10266,6.19715806452,6.21469230769,6.51617727273,7.25578461538,4.93230769231,6.5254,6.56014,5.93007058824,6.12206956522,5.71777,5.0561047619
S10269,6.39700645161,6.47833846154,6.30387272727,7.17176153846,4.96083846154,6.39685,6.52995333333,5.85613235294,6.0198826087,5.866135,5.0865952381
S10272,6.11343870968,6.20353846154,6.21882272727,7.00152307692,4.86364615385,6.28673333333,6.43218,5.70643235294,6.06732608696,5.763305,5.13256190476
S10273,6.63806129032,6.25356923077,6.34528636364,7.2876,4.81740769231,6.25661666667,6.39212666667,5.84342352941,5.95476956522,5.754085,5.03934285714
S10274,6.30458709677,6.2949,6.44663181818,7.26834615385,4.78393076923,6.28988333333,6.46526,5.86647647059,6.08484347826,5.785015,5.09460952381
S1028,6.65096129032,6.27554615385,6.35059090909,7.2094,4.91757692308,6.24023333333,6.53162666667,6.03549705882,6.15714347826,5.811275,5.19736666667
S10280,6.58658064516,6.48173076923,6.67613636364,7.7066,5.10043846154,7.10763333333,6.35757333333,6.10199705882,6.31883478261,6.25582,5.19476190476
S10283,6.46523870968,6.19396923077,6.58470454545,7.60623076923,4.94252307692,7.02058333333,6.22913333333,6.03285,6.01800869565,5.498405,4.93468571429
S1029,6.3949,6.40397692308,6.46142272727,7.34314615385,4.84042307692,6.42026666667,6.36227333333,5.98506470588,5.97606086957,5.98917,5.0587
S10292,6.35426774194,6.1629,6.56903636364,7.42759230769,4.91368461538,6.63005,6.28492666667,5.75566470588,5.9454826087,5.674985,5.00649047619
S10294,6.37900645161,6.37367692308,6.35455909091,7.30209230769,4.91409230769,6.81856666667,6.2979,5.93531764706,6.06729130435,5.658965,4.92468095238
S10302,6.28028064516,6.15688461538,6.41635454545,7.35193076923,5.06129230769,6.47026666667,6.45020666667,5.75058823529,6.06299130435,6.304415,5.19976190476
S10303,6.53751612903,6.31343846154,6.40051818182,7.19630769231,4.93369230769,6.3012,6.36226666667,5.81798235294,6.07455217391,5.784605,5.04345238095
S10323,6.42369677419,6.20732307692,6.47858181818,7.29890769231,4.92638461538,6.65735,6.48826,5.88815882353,6.0966,5.748565,5.02950952381
S10326,6.29940967742,6.26496923077,6.32590909091,7.22310769231,4.88787692308,6.5392,6.54391333333,5.87844705882,6.07651304348,5.91369,5.2254
S10328,6.26175483871,6.1221,6.60325454545,7.45389230769,4.95846923077,7.10951666667,6.24054,5.89310882353,6.03821304348,5.693445,4.98327142857
S10329,6.73149354839,6.35773076923,6.47030454545,7.45503846154,5.02544615385,6.74385,6.34123333333,5.87425588235,6.17359130435,5.758615,5.0051047619
S10336,6.40700967742,6.21195384615,6.34472272727,7.03001538462,4.85791538462,6.20526666667,6.36645333333,5.80790294118,6.03949130435,5.87035,5.05501904762
S10340,6.57858064516,6.22525384615,6.51005909091,7.46600769231,5.09316153846,6.60411666667,6.24398,5.88475,6.0701173913,5.69068,5.11125238095
S10347,6.06906774194,6.05876153846,6.52755909091,7.06176923077,4.95289230769,6.44711666667,6.37523333333,5.85152941176,6.00025217391,5.717315,5.02122857143
S10353,6.5835516129,6.44738461538,6.43730909091,7.40120769231,4.81653076923,6.44788333333,6.60226666667,5.95808235294,6.07845217391,5.94431,5.06647619048
S10356,6.48212258065,6.14946153846,6.54086818182,7.40630769231,4.99667692308,6.37661666667,6.34452666667,5.87786176471,6.0626826087,5.838015,4.9572952381
S10358,6.11034193548,6.22472307692,6.37905,7.37516153846,4.8704,6.53835,6.49844666667,5.99959705882,6.10812173913,6.09219,5.00502857143
S10365,6.30299677419,6.08901538462,6.33235454545,7.19423846154,4.89925384615,6.31338333333,6.33710666667,5.90344411765,6.12276521739,5.618,5.05346666667
S1037,6.55501612903,6.30185384615,6.72694090909,7.72646923077,5.12447692308,7.01288333333,6.27062,5.81442058824,6.01793913043,5.71975,5.02345714286
S10373,6.71518064516,6.23831538462,6.57336818182,7.48702307692,4.95447692308,6.59886666667,6.42352,5.97714411765,6.12805217391,5.88184,5.01621904762
S10374,6.27787096774,6.113,6.24581363636,7.12856923077,5.07397692308,6.23113333333,6.38752,5.70773235294,5.92966521739,5.85786,5.23917142857
S10375,6.38246451613,6.20548461538,6.44985,7.24691538462,5.08247692308,6.47868333333,6.53728,5.80178529412,6.03024782609,5.80743,5.20152857143
S10377,6.39848064516,6.21544615385,6.40245909091,6.98160769231,5.00972307692,6.4481,6.33314666667,5.80219411765,6.09183478261,5.775505,5.22217142857
S10378,6.62565483871,6.42845384615,6.52970909091,7.48933846154,5.02232307692,6.97446666667,6.37318666667,5.84168823529,6.19541304348,5.8455,5.08602380952
S10390,6.2635516129,6.07373076923,6.41454090909,6.84867692308,5.06073846154,6.41326666667,6.25186,5.76305882353,5.83398695652,5.796985,5.07321428571
S10391,6.35636774194,6.16752307692,6.10676818182,7.00273076923,5.04946923077,6.19375,6.32376666667,5.85903529412,6.14357826087,5.98934,5.26051428571
S10393,6.51092580645,6.44544615385,6.24678181818,7.37214615385,4.98906153846,6.67093333333,6.54178666667,5.79194117647,6.10466956522,5.8662,5.25484285714
S10400,6.21601935484,6.11764615385,6.48515454545,7.15618461538,4.93877692308,6.39241666667,6.35282,5.90098823529,6.11520869565,6.062995,5.02737142857
S10401,6.36878387097,6.23754615385,6.37294090909,7.25866923077,4.7681,6.6439,6.45320666667,5.86407352941,6.12770434783,5.874255,4.96342380952
S10406,6.15551612903,6.23842307692,6.27355454545,6.97346153846,4.97405384615,6.32105,6.57522666667,5.82881764706,6.13935652174,5.90836,5.12912380952
S10408,6.46699354839,6.26816923077,6.55640454545,7.33357692308,4.96437692308,6.8035,6.42538666667,5.96888235294,6.12464347826,5.9956,5.1141
S10409,6.47154516129,6.43536153846,6.48521363636,7.42183846154,4.97632307692,6.8341,6.44652666667,5.87806176471,6.29569565217,5.847615,5.10711428571
S10418,6.0223483871,5.9861,6.22851363636,6.7345,4.89738461538,6.06178333333,6.5491,5.75895882353,5.98763913043,5.880365,5.03447619048
S10431,6.13128064516,6.13838461538,6.48397272727,7.24467692308,5.04523076923,6.26418333333,6.46771333333,5.78254411765,6.04964782609,5.825675,5.18167619048
S10438,6.36837096774,6.30021538462,6.44285909091,7.18523076923,4.95966153846,6.51826666667,6.45486,5.88411176471,6.11820434783,5.80134,5.12455714286
S10439,6.36419032258,6.46826923077,6.45015909091,7.25357692308,4.83806923077,6.44641666667,6.68319333333,5.97581470588,6.27106086957,6.02886,5.15990952381
S10441,6.32621935484,6.4356,6.30498636364,7.10613076923,5.01938461538,6.55015,6.45726666667,6.13330294118,6.23895217391,6.187065,5.21287142857
S10442,6.46342580645,6.31497692308,6.50251363636,7.35830769231,4.98275384615,6.33831666667,6.58285333333,5.86676176471,6.16074347826,5.776365,4.98714285714
S1046,6.50110645161,6.23665384615,6.36061818182,7.14166923077,4.89453846154,6.27386666667,6.47202,5.89907352941,6.08134782609,5.89983,5.1564
S10478,6.3669,6.39674615385,6.12015909091,7.0171,4.66299230769,6.02906666667,6.71006,5.95714117647,6.22703478261,5.777525,5.01607142857
S10480,6.53414516129,6.34840769231,6.44521818182,7.26202307692,5.05756923077,6.47808333333,6.17165333333,5.75516764706,5.91248695652,5.715565,5.07028095238
S10484,6.22167096774,6.26609230769,6.36390454545,7.09108461538,4.93658461538,6.58286666667,6.58281333333,5.91810294118,6.10985217391,5.89655,5.15450952381
S10492,6.7226516129,6.40703846154,6.58567727273,7.58475384615,5.04288461538,6.95578333333,6.41867333333,5.83893529412,6.10323913043,5.95686,5.2203
S10496,6.81746451613,6.57536153846,6.46689090909,7.55643076923,5.00303076923,6.62278333333,6.37039333333,5.83867058824,6.1454173913,5.831425,5.0423047619
S10510,6.16457741935,6.10554615385,6.28339545455,7.12726923077,4.95396923077,6.4697,6.48012666667,5.93049705882,6.14856956522,6.049305,5.34388095238
S10513,6.0151516129,5.93613076923,6.43086363636,7.14733846154,4.73275384615,6.41088333333,6.59167333333,5.89996176471,6.04701304348,6.131495,5.03334285714
S10516,6.47006451613,6.19044615385,6.35945,7.18003076923,4.83073846154,6.35715,6.36054,5.95407352941,6.12916521739,5.89634,5.08562380952
S10534,6.41741935484,6.20155384615,6.47913181818,7.4115,4.78886923077,6.6038,6.36274666667,5.82217352941,6.10582608696,5.79471,4.97075714286
S10535,6.43443548387,6.33146923077,6.40620909091,7.37007692308,4.98972307692,6.5518,6.28849333333,5.78730882353,6.02315217391,5.67458,5.08946190476
S10537,6.48656774194,6.38026153846,6.46768181818,7.27783076923,4.83475384615,6.48795,6.49625333333,5.88861176471,6.25966956522,6.015355,5.15824761905
S1054,6.12241612903,6.29604615385,6.44817272727,7.2246,5.14107692308,6.73045,6.28416,5.80942647059,6.0699,5.691485,5.02173333333
S10543,6.51665806452,6.43676923077,6.40770454545,7.36459230769,4.8541,6.4912,6.47840666667,5.80827647059,5.9713826087,5.7318,5.00884285714
S10546,6.2058516129,6.25408461538,6.21914090909,7.0418,4.71472307692,6.14726666667,6.38300666667,5.84418823529,6.00926956522,5.756155,5.05450952381
S1055,6.07041612903,6.23182307692,6.21755454545,6.92105384615,4.94816153846,6.24955,6.5001,5.89092352941,6.09073478261,5.726815,5.13016190476
S10551,6.23369354839,6.28503076923,6.45365,7.27025384615,4.95230769231,6.52361666667,6.29119333333,5.83270882353,6.0898173913,5.896745,5.16303333333
S10552,6.15808387097,6.17767692308,6.18511818182,6.9042,4.89005384615,6.24295,6.5384,5.91232352941,6.03791304348,5.837825,5.02169047619
S10555,6.47551290323,6.34127692308,6.58132727273,7.51953076923,5.11442307692,7.379,6.46050666667,5.92375882353,6.08108695652,5.712395,4.98402380952
S10559,6.11562258065,6.09883076923,6.32817272727,7.22813846154,4.83590769231,6.3292,6.49205333333,6.00916470588,6.1828,5.85923,5.04046666667
S1056,6.80245806452,6.45648461538,6.50298181818,7.47653846154,5.01729230769,6.83578333333,6.25758,6.06338235294,6.02782608696,5.84394,4.95564761905
S10563,6.4777,6.22839230769,6.50521818182,7.43150769231,5.05190769231,6.7967,6.46866666667,5.98413235294,6.17664347826,5.918815,5.16612857143
S10574,6.43130645161,6.29883076923,6.54804090909,7.61342307692,4.95996923077,6.58056666667,6.32198666667,5.92213235294,6.05019130435,5.65256,5.03674761905
S10576,6.35872580645,6.1781,6.21368181818,6.88555384615,4.91675384615,6.31661666667,6.52006666667,5.87060294118,6.10013043478,5.768525,5.21030952381
S10578,6.08647741935,6.19298461538,6.18359545455,6.91684615385,4.89208461538,6.31003333333,6.43362,5.86508235294,6.1017826087,5.99805,5.17958571429
S10579,6.33459032258,6.18194615385,6.31142272727,7.2784,4.85096923077,6.4487,6.32936,5.78257058824,6.03246521739,5.92009,5.06665238095
S10582,6.48354193548,6.30309230769,6.41285,7.36008461538,4.8098,6.41985,6.48444666667,5.83344705882,6.11004347826,5.745675,5.02865714286
S1059,6.53292258065,6.32686153846,6.44595,7.33143076923,4.89440769231,6.75718333333,6.40330666667,6.05114411765,6.08298695652,5.86869,5.01072857143
S10599,6.60603870968,6.35403076923,6.39850454545,7.13369230769,4.86611538462,6.26463333333,6.36806666667,6.05476764706,6.2243173913,5.88331,5.13575238095
S10611,6.19376774194,6.30883076923,6.43551363636,7.32352307692,4.88743846154,6.32485,6.50615333333,5.96513529412,6.12003913043,5.886915,5.03438095238
S10614,6.30034193548,6.18524615385,6.39803636364,7.04021538462,4.84332307692,6.4084,6.47210666667,5.91076470588,6.09427826087,5.836095,5.1203
S10624,6.61558709677,6.60352307692,6.32786363636,7.16083846154,4.89028461538,6.46633333333,6.35574,6.22604117647,6.0761173913,5.62651,4.9280952381
S10632,6.34347741935,6.04865384615,6.16563636364,7.04910769231,4.9373,6.22911666667,6.34354666667,5.81546764706,6.00374782609,5.754015,4.97443809524
S10634,6.56608709677,6.29718461538,6.41245909091,7.3838,4.92810769231,6.40868333333,6.34176666667,5.8475,5.95799565217,5.683905,5.02722857143
S10638,6.45811612903,6.42287692308,6.53322272727,7.33316153846,5.01846153846,6.87468333333,6.40079333333,6.2661,6.18883043478,5.918105,5.09543809524
S10644,6.37588709677,6.39724615385,6.58740909091,7.52271538462,5.10409230769,6.63641666667,6.44608,5.81721764706,6.1227173913,5.843805,5.11755238095
S10649,6.35504516129,6.2464,6.33095,7.20956923077,4.84464615385,6.36561666667,6.54668666667,5.89565882353,6.07675217391,5.874225,5.2563047619
S10652,6.3892483871,6.15346923077,6.11949090909,6.86343846154,4.88839230769,6.28791666667,6.43711333333,5.80923823529,5.91163043478,6.21107,5.11736666667
S10654,6.38349354839,6.43778461538,6.37530454545,7.36476923077,4.91374615385,6.4474,6.28962666667,5.90737647059,6.10620869565,5.783745,5.13701904762
S10655,6.28033225806,6.3365,6.43063181818,7.30868461538,4.88354615385,6.56426666667,6.32337333333,5.85815,6.07943043478,5.75259,5.0334
S10656,6.44419032258,6.36154615385,6.58396818182,7.65870769231,5.01096923077,6.90311666667,6.57826,5.96477647059,6.12704782609,5.920905,5.22445714286
S10657,6.42759354839,6.44741538462,6.35437727273,7.04668461538,5.11055384615,6.40326666667,6.48458,5.91668529412,6.03567391304,5.899415,5.06519047619
S10658,6.78662258065,6.36046923077,6.49976363636,7.47750769231,4.97376923077,6.72493333333,6.45122666667,5.86015,6.15604782609,5.849365,4.98325238095
S10660,6.14032258065,6.3541,6.42637727273,7.28465384615,5.06326923077,6.77625,6.27202,5.77119411765,6.04953913043,5.76841,5.06620952381
S10661,6.68197419355,6.39316923077,6.57339545455,7.66076153846,5.05406923077,6.71015,6.42459333333,5.84525588235,6.02628695652,5.703595,4.9184952381
S10676,6.54015806452,6.5891,6.05045454545,6.9545,4.89183846154,6.14576666667,6.53881333333,6.35577352941,6.20631304348,5.978965,5.20154285714
S1068,6.59258387097,6.34135384615,6.50396818182,7.44452307692,4.98567692308,6.76501666667,6.28886,6.00226764706,6.07605217391,5.699715,4.95105238095
S10681,6.29646774194,6.13270769231,6.18011363636,6.75696923077,4.96963846154,6.38563333333,6.54868,5.74398529412,6.09575652174,5.780525,5.20324761905
S10686,6.06798709677,6.08849230769,6.26805909091,7.16894615385,4.91956923077,6.18313333333,6.513,5.75740588235,6.08709565217,5.849625,5.07013333333
S10688,6.25556451613,6.39276923077,6.74629545455,7.76775384615,5.21033846154,6.68811666667,6.57704,6.00240294118,6.0996173913,5.816995,5.15531428571
S10690,6.23603548387,6.19805384615,6.34286363636,7.03841538462,4.90288461538,6.22826666667,6.39940666667,5.86673823529,6.06356086957,5.71955,5.04333333333
S10698,6.42151612903,6.31698461538,6.46553181818,7.52597692308,5.11817692308,6.68016666667,6.27678666667,5.86911764706,6.01542608696,5.652915,5.0185
S107,6.35133548387,6.36510769231,6.63775,7.54013076923,5.12501538462,6.87555,6.57038666667,5.86769117647,6.02352608696,5.881485,5.09111904762
S10703,6.31594193548,6.26962307692,6.50160909091,7.41536923077,4.97956923077,6.48616666667,6.31050666667,5.80066764706,5.99530434783,5.78089,4.95953333333
S10726,6.56843870968,6.28297692308,6.52878181818,7.43074615385,4.94209230769,6.51275,6.46222,5.87233823529,6.06382608696,5.823205,5.0925047619
S10729,6.28448064516,6.06889230769,6.40346363636,7.16732307692,4.89662307692,6.45198333333,6.43766666667,6.03615,6.20830434783,5.941055,5.16038571429
S10733,6.3642483871,6.24153076923,6.34767272727,7.42791538462,4.92483846154,6.48093333333,6.47926666667,5.87430882353,6.17580434783,5.86042,5.09249047619
S10734,6.36333225806,6.31225384615,6.52808181818,7.24993076923,5.0347,6.79056666667,6.52159333333,5.82662058824,6.29765652174,6.01196,5.09372380952
S10735,6.68762258065,6.47240769231,6.43626363636,7.36155384615,4.89133846154,6.36006666667,6.49256,5.81018823529,6.04397826087,5.770865,5.00549047619
S10740,6.19645806452,6.28830769231,6.62032727273,7.17894615385,5.03184615385,6.6107,6.54693333333,6.18556470588,6.27512173913,5.68197,5.0103952381
S10745,6.39404516129,6.28325384615,6.17248636364,7.07396923077,4.75650769231,6.24093333333,6.77383333333,6.01874117647,6.21769565217,5.78037,5.0589
S10748,6.39748709677,6.21133076923,6.51772727273,7.32197692308,5.04506923077,6.46646666667,6.48314,5.82455882353,6.0749173913,5.953805,5.13216190476
S10753,6.47020322581,6.38190769231,6.69154545455,7.50156923077,4.97565384615,6.69618333333,6.47198,6.07242647059,6.24748695652,5.764935,5.02303809524
S10756,6.68727419355,6.41327692308,6.34188181818,7.45194615385,4.91808461538,6.52181666667,6.49678666667,5.9068,6.16556956522,5.72876,5.02416666667
S10757,6.66210645161,6.55857692308,6.71005909091,7.73628461538,5.22506153846,7.19138333333,6.28418,5.89838823529,6.08016086957,5.76803,4.99836190476
S1076,6.56249032258,6.37850769231,6.48551818182,7.35233846154,4.85151538462,6.49386666667,6.46452666667,5.90297941176,6.20640434783,5.873985,4.9387047619
S10764,6.2274,5.99863846154,6.46891818182,7.13876153846,4.97597692308,6.6364,6.43510666667,5.85897941176,6.03625217391,6.377585,5.27356190476
S10767,6.43463225806,6.35382307692,6.51155909091,7.45112307692,5.13788461538,6.88775,6.45099333333,5.76732647059,6.08416086957,5.83298,5.06767142857
S10776,6.4379,6.15455384615,6.38964090909,7.41190769231,4.84817692308,6.59136666667,6.43443333333,5.95609117647,6.16922608696,5.85973,5.01975238095
S10778,6.44304193548,6.43701538462,6.56707272727,7.43316153846,5.03338461538,6.79378333333,6.58308,6.01752941176,6.20602608696,5.852,5.13954761905
S10784,6.44943548387,6.00524615385,6.33593181818,7.14469230769,4.75597692308,6.47855,6.5163,5.94741470588,6.17226956522,5.97288,5.06726190476
S10787,6.35841935484,6.31310769231,6.48334545455,7.18816153846,4.87056153846,6.53928333333,6.27949333333,5.88555294118,6.06027826087,5.77031,4.95923809524
S10800,7.26476451613,6.66553846154,6.31864090909,7.19294615385,4.90992307692,6.31875,6.38839333333,5.84177352941,5.9759173913,5.758695,4.87881428571
