ID,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
S13084,6.589224,6.528458,6.566648,6.701282,6.938328,5.855476,6.56708,6.391168,6.396698,6.557758,6.115256,6.373826,7.1016,6.06306,6.685512,6.33163,6.594294,6.632344,7.285972,6.89852,6.483958,6.149286,6.347344,6.142616,6.739046,6.594422,6.115396,6.69411,6.335088,6.447958,5.878966,6.700924,6.945272,6.949704
S13094,6.53976,6.330532,6.352442,6.455872,6.586068,5.831496,6.339038,6.319264,6.15908,6.442416,6.012254,6.25785,6.743498,6.008764,6.615534,6.159768,6.453206,6.438526,6.993436,6.674504,6.264084,6.105502,6.188962,6.05958,6.559408,6.489618,5.961042,6.440566,6.181214,6.28938,5.88937,6.603048,6.781392,6.704974
S13109,6.729486,6.886668,6.629298,6.602466,6.81569,6.039534,6.508912,6.37605,6.407988,6.897406,6.139958,6.136238,7.025236,6.315768,7.073088,6.305238,6.508664,6.625106,7.216732,6.84949,6.382362,6.189048,6.377224,6.38254,6.882724,6.615824,6.20199,6.793356,6.28706,6.401382,6.192132,6.889168,7.073616,6.8766
S13114,6.743202,6.73971,6.52095,6.642346,6.812852,5.953296,6.50577,6.378948,6.334858,6.779936,6.185856,6.23948,7.040052,6.172994,6.984258,6.282368,6.476692,6.616216,7.282546,6.873518,6.401978,6.15,6.36758,6.30583,6.78326,6.564656,6.128266,6.648706,6.254142,6.348656,6.056676,6.86586,7.016862,6.787868
S13131,6.022834,6.05833,6.45668,6.613438,6.505696,5.674662,6.382198,6.21211,6.122572,6.0125,5.887156,6.473778,6.636102,5.604342,5.98664,6.229076,6.522298,6.28942,7.190886,6.607898,6.43967,5.995688,6.04839,5.680196,6.34118,6.324946,5.785284,6.427754,6.279524,6.27469,5.565514,6.100574,6.525134,6.39999
S13132,6.178514,6.372058,6.60409,6.662086,6.824288,5.713836,6.49891,6.322164,6.229318,6.336194,5.965368,6.442588,6.730254,5.841486,6.325184,6.28658,6.572132,6.423666,7.095088,6.732196,6.544774,6.025518,6.20981,5.904064,6.533768,6.520126,5.91252,6.578108,6.301656,6.371686,5.641936,6.3911,6.803528,6.639846
S13134,6.351668,6.40296,6.52116,6.623314,6.596412,5.817344,6.395136,6.330922,6.24503,6.467942,6.053898,6.239526,6.811942,5.953386,6.598642,6.24498,6.488084,6.485834,7.122666,6.712612,6.293384,6.107496,6.244714,6.091922,6.535178,6.44688,5.959438,6.570426,6.238558,6.346248,5.762004,6.537868,6.897922,6.713548
S13154,6.706116,6.679604,6.47943,6.721898,6.74816,5.969346,6.530162,6.459592,6.409748,6.74993,6.083372,6.301434,6.917266,6.125514,6.869312,6.31374,6.500144,6.545662,7.317034,6.87519,6.379342,6.186344,6.408044,6.269296,6.807108,6.492672,6.107842,6.756254,6.31711,6.37618,6.000872,6.811712,6.94336,6.747584
S13161,6.797958,6.69267,6.41247,6.570064,6.649666,5.925604,6.38049,6.459744,6.303704,6.70435,6.021786,6.134406,6.760158,6.153074,6.84396,6.268156,6.36545,6.51368,7.328688,6.802874,6.15768,6.1326,6.243476,6.242812,6.781364,6.411716,6.119264,6.66868,6.251356,6.346542,6.02838,6.694248,6.735618,6.647998
S13169,6.586382,6.542036,6.537078,6.670216,6.73444,5.878704,6.475006,6.429934,6.360624,6.530956,6.074716,6.319496,6.93423,6.030812,6.69711,6.33449,6.548654,6.507686,7.332928,6.796036,6.389364,6.149458,6.29898,6.115126,6.723306,6.503738,6.062004,6.721996,6.385054,6.383712,5.901486,6.694112,6.903318,6.665734
S1317,6.20329,6.337088,6.741198,6.693906,6.877944,5.733648,6.761852,6.378614,6.351524,6.31438,6.115904,6.610542,6.99685,5.80512,6.384408,6.420032,6.856056,6.556486,7.14377,6.8563,6.771296,6.146648,6.405878,5.947518,6.651746,6.634804,5.978414,6.647504,6.47674,6.522322,5.719514,6.386768,6.782162,6.859542
S13170,6.766184,6.546376,6.4305,6.628712,6.76756,5.985368,6.448182,6.460992,6.312462,6.677236,6.059486,6.18871,6.91822,6.15555,6.871506,6.3005,6.400416,6.576748,7.440002,6.84096,6.315808,6.18114,6.306872,6.297964,6.812364,6.449846,6.223268,6.70997,6.22736,6.394702,6.037262,6.696902,6.831638,6.675244
S13173,6.48719,6.597386,6.575128,6.752846,6.769144,5.902902,6.489648,6.331732,6.396464,6.673648,6.10527,6.341438,6.997922,6.119932,6.713482,6.265326,6.60629,6.603918,7.303234,6.798832,6.454114,6.17513,6.314204,6.223638,6.746234,6.62268,6.085088,6.721988,6.32162,6.387556,5.89337,6.72272,7.030244,6.846894
S13178,6.492908,6.535994,6.689388,6.560232,6.74863,5.832964,6.53043,6.340434,6.3065,6.522996,6.166568,6.318794,6.973678,6.060438,6.67746,6.295194,6.659908,6.534196,7.1481,6.741992,6.518868,6.105414,6.301704,6.138814,6.655106,6.580628,6.055722,6.597992,6.340626,6.37553,5.872164,6.650088,6.986054,6.743758
S13192,6.49549,6.504234,6.403878,6.581498,6.652418,5.806072,6.424098,6.327628,6.267252,6.476158,6.005118,6.310624,6.671268,5.93017,6.600926,6.231172,6.414082,6.48581,7.278132,6.731958,6.311928,6.063602,6.204012,6.097668,6.565386,6.377458,5.983896,6.55066,6.265548,6.276848,5.84869,6.58047,6.653834,6.603836
S13194,6.286026,6.441786,6.42711,6.697292,6.755266,5.78535,6.509322,6.36102,6.286124,6.456152,5.937352,6.344528,6.562946,5.851778,6.480588,6.281596,6.519462,6.491508,7.243364,6.76056,6.387014,6.090328,6.264136,6.027808,6.60231,6.445896,5.940376,6.658224,6.29739,6.325084,5.72376,6.395194,6.80511,6.618352
S13195,6.190022,6.36739,6.32015,6.407794,6.77848,5.735642,6.317298,6.274078,6.187412,6.393572,5.882502,6.268352,6.513258,5.873862,6.446862,6.204484,6.459596,6.413314,6.87342,6.584998,6.23376,6.044836,6.138192,6.029966,6.409058,6.40573,5.85735,6.474694,6.27283,6.276414,5.783508,6.432156,6.739836,6.70079
S132,6.549716,6.57914,6.479164,6.59354,6.634134,5.826462,6.47005,6.37985,6.349738,6.581532,6.052994,6.293754,6.804888,6.006086,6.674886,6.289634,6.449724,6.538846,7.202704,6.763534,6.362824,6.089006,6.288922,6.193874,6.610908,6.426122,6.024392,6.646712,6.283464,6.323552,5.937266,6.576252,6.778546,6.586124
S13203,6.296172,6.248034,6.362482,6.408552,6.584554,5.664138,6.340628,6.314608,6.18088,6.282326,5.934302,6.344714,6.58734,5.717068,6.368978,6.189282,6.442182,6.334622,6.91302,6.579886,6.273744,6.036394,6.10939,5.90083,6.394076,6.295782,5.885714,6.38495,6.279692,6.21007,5.679316,6.371062,6.587514,6.509596
S13216,6.361562,6.574446,6.669002,6.651258,6.826464,5.802524,6.58171,6.402634,6.372324,6.48462,6.052274,6.439704,6.808078,5.936164,6.49002,6.38855,6.661464,6.534366,7.217104,6.869828,6.512864,6.18052,6.362464,6.073402,6.667334,6.54594,6.062314,6.77073,6.385614,6.464532,5.84972,6.59855,6.882348,6.768962
S13217,6.776256,6.697948,6.590526,6.676848,6.924652,5.95168,6.652084,6.424138,6.413504,6.737866,6.19074,6.289662,7.159172,6.182084,6.937582,6.37116,6.587052,6.645888,7.367794,6.967572,6.52377,6.177464,6.470824,6.282806,6.801296,6.599214,6.168884,6.756528,6.335308,6.472922,6.049018,6.826578,7.067178,6.924792
S13219,6.568386,6.262042,6.34862,6.625672,6.5451,5.807126,6.311134,6.32209,6.251914,6.48917,6.003304,6.279784,6.802216,5.891856,6.516964,6.197082,6.426136,6.394452,7.213842,6.722772,6.233778,6.044398,6.15137,6.01465,6.575086,6.383372,5.950408,6.453842,6.214218,6.278088,5.794332,6.347304,6.663128,6.43594
S1322,6.337394,6.40581,6.452316,6.766498,6.710412,5.821708,6.455694,6.392358,6.28593,6.464704,6.028182,6.365704,6.78361,5.892472,6.499728,6.284086,6.546022,6.613722,7.255002,6.843904,6.375274,6.072194,6.229298,5.98079,6.638568,6.449014,5.96693,6.639548,6.285346,6.395042,5.784412,6.406976,6.780568,6.611634
S13227,6.232256,6.378792,6.394552,6.447116,6.610926,5.7357,6.3057,6.2694,6.204066,6.38182,5.941294,6.272748,6.612556,5.808628,6.475294,6.184542,6.413834,6.349024,6.990338,6.560192,6.26988,6.080302,6.148196,5.99098,6.484278,6.393968,5.902394,6.508288,6.305782,6.32186,5.733078,6.475764,6.747288,6.585498
S13231,6.452298,6.471636,6.453122,6.5361,6.676072,5.833294,6.398858,6.30161,6.295756,6.52334,6.060418,6.307898,6.875398,6.02068,6.654216,6.209192,6.5278,6.422554,6.96283,6.759012,6.393698,6.117148,6.222444,6.192602,6.624922,6.521514,6.057122,6.557614,6.291888,6.328742,5.878186,6.674066,6.942202,6.707358
S13234,6.518766,6.51489,6.49196,6.609176,6.733792,5.89156,6.411932,6.364422,6.27927,6.5884,5.984146,6.259806,6.784626,5.99189,6.575478,6.275856,6.41621,6.501192,7.453518,6.724974,6.299558,6.095746,6.23727,6.100514,6.693622,6.43572,6.02963,6.663288,6.269086,6.321712,5.863826,6.522794,6.736866,6.589
S13243,6.609466,6.611776,6.582154,6.742726,6.913618,5.897008,6.640584,6.446184,6.431182,6.632634,6.125182,6.418992,7.009966,6.069182,6.717182,6.381296,6.620858,6.683978,7.320012,6.924016,6.552662,6.138018,6.42529,6.150958,6.735658,6.598284,6.132248,6.792756,6.478382,6.459044,5.900124,6.753642,7.07591,6.905636
S13248,6.708068,6.647722,6.565352,6.546276,6.703828,5.89379,6.452484,6.403824,6.322508,6.72895,6.141608,6.216862,6.89701,6.144898,6.969894,6.227438,6.470252,6.527574,7.207776,6.815226,6.347778,6.185706,6.292184,6.274746,6.746094,6.553786,6.130038,6.727906,6.214662,6.34603,6.092386,6.80431,6.8378,6.689778
S13253,6.335358,6.283686,6.382536,6.584226,6.542696,5.798862,6.34544,6.247164,6.14553,6.426352,5.981548,6.25085,6.682304,5.944048,6.5673,6.124186,6.380514,6.398498,7.147144,6.635532,6.269004,6.028042,6.096508,6.105504,6.569174,6.434074,5.950342,6.463646,6.187096,6.248132,5.842804,6.512804,6.774052,6.563558
S13272,6.246718,6.347546,6.376656,6.513766,6.673578,5.714966,6.329054,6.293438,6.150602,6.417944,5.9682,6.285662,6.578564,5.846704,6.414982,6.1489,6.422194,6.364344,7.150652,6.63958,6.307064,5.973106,6.066446,5.942348,6.4779,6.387476,5.861536,6.50246,6.189514,6.207916,5.732552,6.405306,6.622752,6.540932
S13275,6.614536,6.626798,6.463838,6.681942,6.702008,5.888288,6.500968,6.301132,6.2914,6.665154,6.0719,6.154446,6.843298,6.023966,6.710978,6.25748,6.428228,6.543002,7.365062,6.762336,6.32555,6.106326,6.334932,6.189522,6.669034,6.458568,6.06889,6.716544,6.180484,6.371444,5.886414,6.714904,6.900438,6.75891
S13278,5.982826,6.07372,6.297002,6.418136,6.482732,5.624912,6.124986,6.164182,6.091904,6.170354,5.842354,6.295456,6.422882,5.67782,6.145554,6.066206,6.348502,6.213362,7.105014,6.52594,6.177686,5.943862,5.925484,5.770534,6.333198,6.269706,5.733836,6.290852,6.230924,6.20242,5.489662,6.142886,6.501264,6.35978
S13283,6.421748,6.506712,6.457372,6.544218,6.711944,5.778558,6.41987,6.276132,6.241638,6.534102,5.990898,6.271832,6.88261,6.016508,6.582584,6.246874,6.52566,6.438476,7.038532,6.766166,6.313478,6.072868,6.290248,6.075438,6.61316,6.506042,6.01166,6.629506,6.271672,6.337786,5.804822,6.528674,6.94518,6.741364
S13289,6.832076,6.764894,6.517868,6.584436,6.661034,6.004876,6.543336,6.375358,6.38169,6.887112,6.226178,6.16413,7.113458,6.366948,7.155478,6.245082,6.501422,6.571814,7.156544,6.887694,6.312704,6.22033,6.418696,6.494348,6.781892,6.626826,6.26137,6.735298,6.203158,6.361618,6.204634,7.070378,7.120204,6.94293
S1329,6.651848,6.591726,6.526674,6.525608,6.595746,5.863978,6.462124,6.335592,6.31761,6.598328,6.08495,6.221158,6.953764,6.066676,6.86866,6.28103,6.447212,6.449552,7.143236,6.773516,6.308564,6.16742,6.314224,6.263438,6.684404,6.520424,6.105932,6.610202,6.244214,6.316806,5.929204,6.836246,7.023036,6.773684
S13291,6.131498,6.235136,6.55916,6.567314,6.85951,5.673512,6.512108,6.31079,6.200908,6.251348,5.96344,6.503634,6.748298,5.716432,6.256766,6.297574,6.560286,6.398148,7.037356,6.648024,6.465378,6.035816,6.202714,5.872226,6.424144,6.452256,5.884746,6.57553,6.353652,6.36859,5.637842,6.358758,6.745024,6.66883
S13293,6.386916,6.482272,6.403738,6.440682,6.60631,5.777854,6.332342,6.304886,6.225996,6.44326,5.944306,6.185194,6.656384,5.955786,6.60011,6.287802,6.447964,6.336122,6.915386,6.679844,6.195404,6.094024,6.235804,6.07074,6.515584,6.406644,5.928276,6.624908,6.285466,6.252284,5.762866,6.640662,6.890452,6.755632
S13296,6.978738,6.88901,6.570842,6.712566,6.960836,6.020632,6.71412,6.49228,6.504276,6.9904,6.180048,6.243088,7.140868,6.341352,7.113102,6.361212,6.577592,6.740288,7.266308,6.981928,6.423268,6.257442,6.533498,6.493334,6.922762,6.673638,6.266506,6.927264,6.292976,6.47944,6.14425,6.96344,7.186078,7.008892
S13299,6.30779,6.378608,6.449996,6.611078,6.594356,5.787024,6.387808,6.24621,6.206526,6.372752,6.043224,6.315358,6.811596,5.930466,6.513296,6.216914,6.480814,6.471652,7.20692,6.694878,6.27845,6.127068,6.131362,6.020698,6.581782,6.4141,5.92848,6.457758,6.218704,6.3363,5.78035,6.454652,6.724158,6.605388
S1330,6.209134,6.273952,6.279124,6.388882,6.476762,5.698772,6.190606,6.297158,6.139634,6.24669,5.820096,6.214382,6.441254,5.69558,6.244812,6.15494,6.306958,6.261044,7.042648,6.51708,6.157654,5.989804,6.01767,5.834398,6.340132,6.15127,5.855682,6.37826,6.238382,6.183722,5.654152,6.257002,6.4571,6.37774
S13300,6.532014,6.46707,6.398388,6.482072,6.711124,5.857498,6.408332,6.342844,6.272178,6.471896,6.090446,6.319904,6.803832,5.967674,6.594568,6.287808,6.488612,6.474048,7.16274,6.71194,6.331468,6.136988,6.204686,6.084226,6.526628,6.44788,5.948832,6.559038,6.321648,6.290508,5.86882,6.623568,6.90705,6.751544
S13305,6.936926,6.739546,6.451972,6.763172,6.710506,6.114196,6.640116,6.536104,6.424656,6.910154,6.207976,6.180604,7.035806,6.28802,7.107794,6.270326,6.505148,6.670618,7.320142,6.959412,6.3291,6.162508,6.45955,6.397168,6.874026,6.578134,6.22049,6.733606,6.284552,6.35706,6.112082,6.856992,6.911658,6.786366
S1331,6.57926,6.598248,6.462484,6.614296,6.745854,5.85129,6.47116,6.3349,6.327996,6.583478,6.02638,6.270568,6.859814,6.044108,6.70366,6.259116,6.424102,6.519912,7.313892,6.852724,6.328288,6.072004,6.3045,6.117986,6.673152,6.485872,6.03819,6.623474,6.258194,6.356556,5.892514,6.584762,6.88526,6.72397
S13310,6.372806,6.468964,6.630848,6.654602,6.83561,5.83667,6.544998,6.362648,6.31315,6.542772,6.096404,6.37502,7.022618,5.94151,6.508488,6.293506,6.609738,6.54791,7.301508,6.778498,6.509382,6.159694,6.331122,6.093198,6.670914,6.51797,6.02728,6.601282,6.321708,6.392576,5.85521,6.56845,6.847726,6.659338
S13311,6.209284,6.395526,6.506306,6.727772,6.844264,5.765398,6.486978,6.313104,6.29411,6.421986,5.981896,6.421588,6.840678,5.878936,6.433184,6.276034,6.57446,6.390838,7.049166,6.808186,6.527458,6.02719,6.234324,6.028092,6.635998,6.551896,5.881056,6.549986,6.397944,6.423812,5.755912,6.321488,6.779882,6.734862
S13324,6.305144,6.338488,6.327262,6.525952,6.605572,5.71717,6.302574,6.197886,6.174324,6.376358,5.938856,6.22814,6.691612,5.830592,6.422858,6.152478,6.415406,6.437144,7.088988,6.708866,6.19238,6.037442,6.107548,5.910606,6.516584,6.382652,5.865206,6.489308,6.1775,6.271614,5.715244,6.376728,6.664698,6.562676
S13326,6.622026,6.474672,6.474766,6.508912,6.618994,5.958678,6.454202,6.30972,6.212582,6.652308,6.08038,6.20593,6.854414,6.132838,6.848652,6.144396,6.4242,6.481634,6.873698,6.764488,6.35009,6.180812,6.173898,6.26161,6.615996,6.554616,6.026944,6.466048,6.153946,6.226886,6.049848,6.725382,6.859736,6.734666
S13329,6.204202,6.318816,6.400686,6.568904,6.683238,5.739604,6.35127,6.268922,6.165598,6.359574,5.949106,6.322468,6.63664,5.92309,6.369304,6.193264,6.472344,6.395146,7.12965,6.64073,6.335934,6.111564,6.079236,6.005012,6.504422,6.4132,5.800938,6.48655,6.272286,6.311882,5.750682,6.331312,6.67231,6.543478
S13331,6.318662,6.41509,6.40511,6.519146,6.6654,5.770494,6.400522,6.201612,6.180404,6.39422,5.949624,6.25153,6.714972,5.898966,6.501354,6.186626,6.476164,6.40041,7.230464,6.721368,6.297196,6.033756,6.14486,5.996804,6.50187,6.447012,5.947622,6.53766,6.224316,6.30838,5.711998,6.465922,6.802946,6.646698
S13336,6.480824,6.56861,6.681836,6.746682,6.894046,5.908738,6.662448,6.431368,6.398424,6.58136,6.12375,6.4262,6.995068,6.058998,6.582912,6.366508,6.680826,6.656614,7.223964,6.876678,6.625724,6.143236,6.437882,6.170692,6.683376,6.624252,6.083018,6.751594,6.39042,6.458396,5.859818,6.613456,6.975368,6.815356
S13339,6.434136,6.508534,6.403206,6.485976,6.561152,5.779136,6.382194,6.354662,6.243288,6.473086,5.992388,6.25672,6.67201,5.931852,6.579994,6.242498,6.399468,6.369418,7.003708,6.671922,6.27304,6.032112,6.1637,6.066184,6.50305,6.354518,5.978996,6.508162,6.297812,6.30349,5.84816,6.566754,6.716104,6.604672
S13341,6.087094,6.18306,6.258642,6.464738,6.50739,5.635306,6.233786,6.188718,6.09531,6.04008,5.882388,6.329498,6.47818,5.660674,6.081014,6.114982,6.342332,6.269272,7.078024,6.604978,6.209218,5.864636,6.051484,5.743186,6.331184,6.247764,5.732914,6.276334,6.176254,6.224554,5.513158,6.093456,6.433848,6.326258
S13345,6.394072,6.610064,6.507174,6.505764,6.811976,5.777464,6.47159,6.361158,6.31104,6.51923,5.98099,6.26468,6.707802,5.952898,6.643948,6.302796,6.492378,6.490362,7.210614,6.746546,6.425756,6.100414,6.322856,6.176908,6.608272,6.507494,6.037198,6.70319,6.285522,6.37345,5.850772,6.613616,6.915246,6.734484
S13346,6.311086,6.529278,6.411716,6.559938,6.714162,5.81949,6.439442,6.384868,6.316078,6.536566,5.938752,6.295596,6.682272,5.908364,6.530764,6.324228,6.4812,6.447666,7.235358,6.728016,6.338868,6.038444,6.20771,6.072466,6.62395,6.397388,5.966846,6.646574,6.348954,6.34297,5.78881,6.533808,6.829078,6.631326
S13349,6.570488,6.43079,6.436464,6.482732,6.668462,5.847668,6.425634,6.332272,6.321664,6.528586,6.027908,6.273798,6.807758,6.005872,6.710032,6.221176,6.445568,6.448548,7.038012,6.778442,6.319786,6.116204,6.283532,6.061826,6.588806,6.458146,6.003422,6.533296,6.215202,6.344582,5.935772,6.585692,6.81366,6.686922
S1335,6.533158,6.60726,6.421286,6.636818,6.720204,5.926316,6.463106,6.320148,6.304842,6.61824,6.020988,6.236664,6.836532,6.082442,6.697954,6.207692,6.420368,6.532254,7.391156,6.786778,6.338122,6.118428,6.217814,6.108858,6.71109,6.46473,6.04869,6.565232,6.215098,6.327772,5.867366,6.627992,6.834958,6.723658
S13352,6.56753,6.529128,6.402868,6.557346,6.783142,5.927714,6.399738,6.379878,6.293876,6.624022,5.989936,6.191994,6.707804,6.094074,6.737504,6.254616,6.410364,6.531618,7.363,6.772546,6.231674,6.112114,6.274284,6.120848,6.629824,6.42011,6.047556,6.626376,6.264468,6.364988,5.904668,6.668728,6.856922,6.674842
S13354,6.121308,6.3651,6.449996,6.708608,6.773908,5.704542,6.420434,6.34771,6.209658,6.366148,5.94176,6.31609,6.642436,5.782428,6.310274,6.30073,6.515652,6.439286,7.197114,6.673294,6.355086,6.076064,6.183564,5.904554,6.50173,6.414968,5.906252,6.61392,6.277186,6.313096,5.611494,6.424976,6.743812,6.611688
S13357,6.25709,6.370052,6.444832,6.576778,6.759988,5.754852,6.441996,6.394726,6.312626,6.365344,5.97281,6.41143,6.577512,5.79005,6.419804,6.271412,6.537228,6.434726,7.164134,6.725008,6.421972,6.091122,6.230234,5.948898,6.56481,6.432722,5.952992,6.626596,6.31923,6.350144,5.695426,6.429252,6.6991,6.662754
S13367,6.251456,6.439352,6.519168,6.630412,6.772028,5.729434,6.533216,6.305592,6.257092,6.341352,5.964846,6.358544,6.76894,5.847802,6.488276,6.293862,6.601294,6.45917,7.197958,6.750532,6.41796,6.123036,6.288336,5.972126,6.550966,6.500848,5.981424,6.660682,6.326994,6.39251,5.708852,6.544286,6.868184,6.748462
S13369,6.348366,6.372168,6.37617,6.571542,6.596248,5.82892,6.2759,6.33335,6.198238,6.418888,6.018456,6.193284,6.640774,5.938424,6.482228,6.184908,6.39849,6.413562,7.203792,6.650866,6.243264,6.050418,6.135064,6.00834,6.547986,6.376332,5.946316,6.467436,6.264132,6.262456,5.773908,6.426836,6.666198,6.518378
S13370,6.556504,6.60298,6.50939,6.567526,6.768928,5.831672,6.526164,6.381442,6.300454,6.554624,5.99434,6.280618,6.928102,5.955328,6.639092,6.293758,6.446634,6.48509,7.297314,6.814208,6.413798,6.082602,6.278788,6.130682,6.616326,6.47556,6.039486,6.675174,6.263382,6.321594,5.862696,6.68374,6.860838,6.678176
S13374,6.419854,6.474328,6.436656,6.47527,6.6899,5.772044,6.387308,6.260364,6.194124,6.378114,5.98749,6.252534,6.816996,5.87364,6.529604,6.186004,6.4526,6.453156,6.962346,6.739088,6.33983,6.066326,6.302782,6.03964,6.417298,6.492464,5.969268,6.54543,6.285704,6.253852,5.798806,6.549116,6.79935,6.696394
S13378,6.871042,6.584874,6.57547,6.654718,6.908122,5.991902,6.738434,6.4293,6.470814,6.724878,6.184628,6.375934,7.179756,6.128372,6.924568,6.347846,6.60171,6.710818,7.283196,6.968926,6.479828,6.184432,6.504584,6.306144,6.822112,6.618676,6.189062,6.757188,6.334422,6.42237,5.97733,6.781138,7.015746,6.935556
S13382,6.046876,6.083516,6.320104,6.43114,6.517562,5.585184,6.240108,6.230054,6.041906,6.074746,5.843218,6.325308,6.450434,5.631526,6.08814,6.178252,6.470706,6.25679,6.908364,6.545708,6.24759,5.99687,6.03979,5.768684,6.252278,6.230384,5.764514,6.274406,6.288708,6.222688,5.515674,6.211892,6.447238,6.43102
S13389,6.135964,6.240148,6.331768,6.56097,6.653248,5.682698,6.34613,6.28535,6.146308,6.26908,5.848316,6.293578,6.535172,5.69531,6.32412,6.192942,6.444452,6.33163,7.092186,6.596782,6.23364,5.97907,6.094814,5.855004,6.464912,6.324794,5.813422,6.436294,6.218644,6.244036,5.631696,6.196476,6.579078,6.471856
S13391,6.68695,6.747242,6.52352,6.599506,6.88984,5.92879,6.643376,6.41094,6.461304,6.777762,6.114362,6.30351,6.801172,6.085732,6.82749,6.363166,6.479874,6.652574,7.535408,6.926076,6.479064,6.119644,6.40242,6.252884,6.792496,6.559936,6.162416,6.82196,6.335872,6.459914,6.010766,6.833004,6.963566,6.986718
S13396,6.119634,6.416472,6.421578,6.566378,6.661426,5.701966,6.387172,6.158566,6.129572,6.312342,5.916798,6.254714,6.640094,5.764402,6.24838,6.129904,6.412352,6.356502,7.154706,6.66504,6.316732,5.959844,6.1321,5.944446,6.418286,6.343662,5.819754,6.42142,6.172318,6.24924,5.659842,6.242844,6.530894,6.481578
S13398,6.26373,6.41573,6.428312,6.579188,6.784974,5.783634,6.36187,6.316034,6.286584,6.42389,5.963908,6.267988,6.794994,5.863204,6.463588,6.259656,6.507586,6.493514,7.122796,6.691414,6.374394,6.109544,6.252122,6.025874,6.530822,6.46764,5.929306,6.651734,6.262472,6.310598,5.73776,6.496794,6.818252,6.658434
S13403,6.550368,6.513652,6.471282,6.55947,6.674908,5.839028,6.427296,6.416248,6.33703,6.520694,6.01904,6.34579,6.8225,5.958032,6.560822,6.30407,6.511584,6.472094,7.061818,6.737918,6.376264,6.135198,6.284602,6.101686,6.673342,6.449722,6.067744,6.600006,6.299088,6.298086,5.77844,6.510118,6.818536,6.618182
S13405,6.289042,6.446266,6.415184,6.599954,6.724938,5.779698,6.357782,6.37444,6.234848,6.458148,5.95999,6.225686,6.680244,5.89036,6.401888,6.218322,6.451576,6.442504,7.263384,6.677472,6.296306,6.08627,6.20765,6.067462,6.55529,6.44497,6.005958,6.609726,6.266866,6.309264,5.753622,6.45758,6.646182,6.640678
