Gene,Chondrocyte.articular,B.cell.naive,B.cell.memory,Monocyte.CD14,NK.cell.CD56,Endothelial.large.blood.vessel,Endothelial.microvascular.mammary.or.endometrial,Endothelial.microvascular.non.reproductive,Epithelial.cell.mammary,Epithelial.renal.cortical,Epithelial.respiratory,Fibroblast.cardiac.ventricle,Fibroblast.of.arm,Fibroblast.of.lung,Fibroblast.of.the.aortic.adventitia,Fibroblast.or.papilla.dermal.cell,Hair.follicular.keratinocyte,Macrophage,Mature.neutrophil,Melanocyte.of.skin,Myometrial.cell,Osteoblast,MSC.like.pluripotent.cell,Myocyte.regular.cardiac,Smooth.muscle.cell.aortic,Smooth.muscle.cell.bronchial,Smooth.muscle.cell.of.bladder,Smooth.muscle.cell.coronary.artery,Smooth.muscle.cell.pulmonary.artery,Smooth.muscle.cell.of.trachea,Smooth.muscle.cell.uterine,T.Cell.CD4,T.cell.CD4.memory,T.cell.CD8.memory
mix_11,625.13582842,602.368998235,548.594032678,486.598514188,845.26344989,795.357299436,799.507099919,698.452584799,485.461805849,672.949766361,551.219759389,318.011544424,1452.61312926,465.313548906,769.138283878,594.467964603,904.753550785,756.619064995,490.584589507,1101.09293845,643.145027169,584.492107791,885.722743566,724.081114777,738.571940716,750.87498965,674.077596029,606.392872931,554.841473085,1073.74053884,417.904767355,597.01506961,1019.08607172,1000.04847204
mix_12,666.808189078,586.849919387,497.285034524,412.142300852,719.983543578,648.92676409,751.767307809,578.644267135,493.713065417,691.010209851,549.303092684,471.681082041,1485.28751604,559.317826874,808.727782407,735.78692882,848.736244009,724.877006263,444.665322856,1108.36697443,627.147445892,779.940725287,878.875497564,757.274769844,762.941557701,806.561096625,758.34025836,642.520796921,621.675170823,1185.67227573,447.486486462,564.329805588,968.502901246,893.331403526
mix_13,653.990016153,615.920034667,509.535535245,433.839455674,765.394459521,793.724019953,774.326710881,706.697489547,493.064986058,659.689240213,516.443764108,373.386226066,1411.98083719,482.467202343,796.515619778,632.822555627,878.817861662,699.983608992,451.824709522,1074.30731018,621.728935806,659.572048371,859.752024625,725.666757623,749.503490009,774.36627739,710.218795738,641.528376417,591.955244169,1151.06310799,413.654710038,621.254576572,1060.29464108,962.791139857
mix_14,619.53858012,622.739687382,543.850357751,476.12825273,813.536048027,665.161570442,768.359673738,588.396067316,467.120777865,680.57890062,528.199340295,362.778129251,1438.55561492,486.017986544,783.274640594,623.688077117,867.121889551,731.404318058,488.869232666,1092.93072973,647.591732485,638.742419289,869.37008686,704.245838509,682.142012757,759.076334674,691.930340625,604.746018238,548.632089029,1113.80236416,426.753055973,612.022696571,1099.95470208,1030.3139559
mix_15,668.976697744,576.351540612,502.749527624,386.713367189,712.400456311,731.760787528,778.668080069,644.832367595,510.852699401,685.500846619,549.39002724,455.630771241,1523.94431684,556.486691423,809.081660558,726.737885297,880.057384974,733.161153626,423.503796966,1099.88614967,636.418813767,759.725940763,881.91666509,772.531666533,792.480391592,802.14593332,753.806226754,656.198538883,654.204600755,1182.28349842,450.243347231,553.491816279,890.286970948,836.960440237
mix_16,699.499413238,540.280144013,486.211895184,382.965817697,581.889197282,736.706667415,786.908211996,674.144870571,550.753052275,702.163709685,552.386098246,554.516456956,1573.78895327,612.793649797,839.730742591,792.665096998,921.234446733,762.363294161,390.523777311,1113.97372504,640.52298607,829.074576808,880.535338184,844.76279534,865.840572864,857.596468815,805.037502581,710.035021566,721.627310178,1238.41838729,462.023241561,496.789970905,702.605549494,554.459961529
mix_17,693.311929359,544.868691669,474.887439748,378.607468007,588.273132835,751.62255135,790.384884396,674.161466096,536.103809868,700.177274277,558.148825696,538.479047399,1547.49041151,610.416300694,850.168502685,778.685038412,915.755203561,757.479267448,391.310779457,1121.54890057,634.037468237,825.592136498,881.164855669,827.5832348,863.415440059,855.454069674,816.256036754,703.977909703,712.557325516,1246.50990482,469.951893735,500.742734898,744.480983866,578.151341389
mix_18,645.569484457,605.450306267,533.719358673,478.71672927,718.810869298,821.361513575,808.490951223,724.755810088,493.105601745,682.783591575,532.988322528,363.251764909,1468.81854448,476.475166932,790.680024438,617.854002396,925.076645994,763.966140449,455.050820553,1106.45980041,655.217942512,635.528250889,870.057500056,712.460989008,764.904615734,795.797321984,713.084500166,643.219976584,597.947160347,1156.59886428,424.702702147,577.064834765,1009.10270284,806.85004736
mix_19,682.852862291,557.774608605,484.052129756,434.54572057,632.135974023,779.743063596,795.217197464,703.569132311,531.507747815,710.247371294,568.755737842,507.426916396,1551.62118648,579.847680952,836.506724819,750.941355755,938.905819015,801.246415871,418.382483688,1141.18254945,623.196784646,787.247427815,896.224230548,804.438034143,869.175134093,827.111022294,768.500859322,678.084221872,691.805310454,1228.34345789,442.591219969,495.419477684,762.909735306,611.506030292
mix_20,652.780318196,602.54644725,524.798147384,387.736118221,763.077741157,813.567700258,801.409549347,708.222418351,502.548641193,670.415302718,528.129653079,364.96094863,1464.06788463,493.220197242,779.701117962,650.899901532,891.023939744,692.200857607,430.336272099,1077.62345363,646.465058283,660.325290545,870.830400287,742.789167128,759.625836991,786.632156669,705.731847619,635.580600005,607.960085727,1136.01884629,441.397556707,599.575242093,1001.06549906,943.597206616
mix_21,683.908419989,570.485316789,483.83738517,389.980050009,633.380259262,744.518711223,770.040852552,661.466134338,514.36571707,696.236124724,536.584622411,501.538677216,1523.65737205,578.023796162,832.850564863,754.162538996,884.148192559,729.39853151,399.319142234,1112.69687767,636.662487829,787.958591729,874.935470723,779.987501441,819.50558364,842.093211211,778.703276051,678.965703772,672.952450887,1233.93811579,455.212474043,543.598610242,868.28511525,715.738930124
mix_22,633.29424105,595.730738067,529.716139156,504.006850047,811.554489753,641.970501576,762.779613473,579.094763044,462.672131496,688.607486969,547.388590869,394.174129604,1468.13077018,511.599811523,797.189968883,659.38852237,880.31563766,780.33830488,507.568552332,1111.67498058,640.715444572,667.067716266,889.065681791,717.15231768,719.376695112,770.689222522,714.455516945,606.632832319,553.332075712,1121.71545115,425.403940348,573.811021793,1056.93428455,983.641809274
mix_23,629.94391355,614.24198356,539.848816781,444.978413475,807.963301103,787.948035418,797.651495727,690.891637643,483.755074288,663.256093791,531.363699811,339.909624168,1444.18411616,466.672167546,774.383430344,613.007925786,890.310582554,727.03578732,467.962703409,1082.39638991,648.438656773,616.575878882,871.386316692,707.225827681,729.684230885,765.041733411,693.787698171,618.012052199,567.653140205,1111.91366438,422.976863979,603.18041752,1039.60529807,991.332907848
mix_24,672.521647555,574.925610457,497.350384094,383.492639758,683.880975663,670.619282876,758.678377313,600.702866124,505.514772547,683.429059339,544.514100754,484.451729415,1519.86050875,571.262647035,819.196039786,748.282303955,860.735350092,713.52209556,421.427596199,1106.423093,635.978789413,780.99162967,875.014502488,782.997503069,773.731288062,817.27584453,767.992842103,659.313748975,647.324590326,1194.66619948,453.010785816,565.557226258,904.37604268,840.94189379
mix_25,641.249634596,624.996087769,534.833148675,406.489205219,801.463819026,713.168296206,776.067290395,620.87490357,478.883832461,661.229946633,529.444223866,358.76522268,1425.8326141,488.681991121,778.858943208,645.859102113,846.140547538,680.264835712,457.236853759,1064.93033888,635.298060931,654.138409096,869.570699749,719.418841469,700.686623907,760.612913187,691.967365861,613.744355273,567.829315841,1120.15925661,443.727328645,629.156453617,1090.64704183,1054.76709175
mix_26,679.901526817,567.678917657,485.724113973,443.58746181,628.782814754,746.944142967,781.798586455,671.437319197,522.183552761,703.021520217,547.771820184,500.093852785,1529.44325515,568.107929804,829.504880425,741.402959374,906.782921058,768.895617786,414.048307368,1128.46493179,635.219839343,776.655612588,890.181821729,773.999711426,825.813417974,832.094923451,777.606258823,687.35382349,671.553251713,1238.2488869,449.374249567,524.3461327,845.599285912,661.743771576
mix_27,634.015756055,610.807668148,532.059799889,442.57082736,815.919660718,762.262290305,786.668012924,662.955645273,483.652691117,672.069405739,547.122343264,359.406321378,1474.71548442,492.078909364,794.759937632,640.365303536,880.560306517,726.745277734,463.659585183,1099.62463252,632.555090783,651.072769252,887.368533221,723.58711199,738.641554204,769.451620678,694.807973545,612.775054,571.891803598,1119.5786184,434.355932104,594.876710987,1012.12576432,1012.90097163
mix_28,655.792151851,600.533470627,511.261779909,392.472419975,747.208510978,705.132243382,771.763342369,628.934566329,496.065530503,678.285895806,532.957970433,422.021607273,1487.93450732,535.863343303,790.373173678,693.42367493,872.153464675,704.806723437,437.941043264,1092.46815681,644.709027447,719.525595844,871.204888369,756.590754974,749.805285641,794.564985058,738.743569253,637.049157627,610.906951319,1155.39137946,442.540360025,589.441593408,988.302442218,937.97577418
mix_29,631.402204269,594.616740111,523.928584458,457.174534391,803.756243889,743.814908601,791.08379805,662.395861216,484.834184234,686.811799665,554.505238166,371.90820804,1472.77845616,505.933739497,787.468059269,648.332618521,908.831626964,760.065726583,473.420543853,1113.7922296,637.755134318,657.664393689,890.119660428,733.176007961,766.544355367,766.933103054,699.627705838,625.067462098,582.427344664,1133.38590297,429.941344255,569.837690334,981.318369997,941.064321594
mix_30,642.719428694,609.76563414,522.988191562,417.883260262,780.839732072,680.840537486,763.104942907,593.805632719,482.430458456,669.742013793,533.730016234,396.542289798,1455.91525507,511.04014045,787.681172422,671.882762734,853.525352992,698.26905297,460.793891609,1079.97248879,637.656752638,693.893850507,868.95142346,722.741635804,715.277389128,774.114244538,719.435834083,616.009515833,581.376549183,1137.51054738,438.81913091,608.543821159,1061.43768667,1014.53757576
mix_31,647.276266967,597.119859923,518.756612828,454.724183916,760.963408737,745.539392375,785.761454473,656.339959159,490.006513853,685.131181407,541.4510843,391.490851977,1474.38481482,504.750960921,790.122205183,660.833920965,890.840490736,747.182285735,461.575688435,1103.2715262,635.539780932,688.281138738,882.615500026,729.347168488,757.792865291,784.212976872,721.612743292,627.659705071,597.843554571,1153.04977983,435.759319637,571.358245219,1007.10347881,901.568377874
mix_32,604.883640628,620.02643955,562.157082417,522.381265368,839.278280636,646.526924884,768.166196474,569.283129439,460.890864581,677.338726554,529.747931323,333.655887573,1389.0893067,473.707629066,772.787829859,586.10143806,860.250742767,739.401801771,519.055495346,1090.98084253,652.023718299,608.010298726,866.591840802,695.24873932,654.276141566,746.335489436,676.770381369,593.855444259,505.270467649,1087.10069679,418.6516498,621.29690716,1167.07173568,1070.47038513
mix_33,649.045801518,595.14115662,512.094744121,476.481654667,719.981606754,765.381147582,790.801242974,679.805638395,496.869727241,683.680459636,535.430215712,413.274596029,1488.04723459,501.840546728,802.413585502,661.111170886,904.697336344,759.346103943,443.988919667,1116.55910691,640.090840476,695.000423587,880.450255509,731.616552869,764.130608758,796.596269342,730.917801882,647.727053569,615.739420297,1176.76180144,434.744435176,567.127559552,977.061141764,852.207059169
mix_34,664.507207601,560.350611899,516.916596706,475.139811108,665.055598263,801.661383998,814.427889701,721.426353322,522.072507119,707.318924012,553.400063076,432.82558826,1543.97271243,529.439556815,821.632248752,680.708253464,963.903213416,812.47505527,446.210976523,1145.84940355,649.184193551,706.967806458,885.186766066,769.384422776,833.697779158,817.081540005,755.472247774,673.180083458,648.754318231,1194.65674527,438.232445278,512.923929691,844.869219475,617.245884931
mix_35,658.170088808,596.090990026,513.298135007,430.66722925,766.785139609,658.308411975,756.058880595,587.304990189,490.04350953,691.201380376,556.038247664,423.779604296,1476.83369736,540.508280987,800.377276318,692.48550528,858.122120557,737.982891034,462.306971996,1104.53702071,627.442566523,728.0668305,876.619079567,742.218739955,741.1021855,782.902674922,730.954958105,625.456608749,589.398248542,1157.31229669,443.585790192,578.36097811,1011.73380361,936.444511973
mix_36,643.407086247,586.452890165,516.353353829,460.510945165,731.105149133,651.46904843,755.860264822,584.971977295,486.842269612,700.492136705,545.515834153,444.948148206,1493.70381667,545.084238279,806.226880208,705.926881554,878.151586516,761.17833438,466.774154118,1116.04528222,636.09840872,736.828084717,881.504184019,755.599789782,757.534876768,796.502425152,749.172755146,629.607318213,604.429997364,1167.03505004,441.341653379,555.055816796,973.920501859,870.042125829
mix_37,683.298526341,555.235337103,479.867816587,394.722756081,632.062243926,735.354705546,773.914187161,660.844964593,528.605293099,698.011041653,554.137128233,520.506181208,1533.95369767,589.371309546,825.472446606,772.142324254,893.440515536,761.107836762,403.641720107,1123.7664822,625.945841625,806.331945013,884.35162571,800.47464812,843.935628962,834.625977028,793.995698752,681.387870135,690.254448194,1228.78535435,450.409982037,518.297466182,796.940578615,677.295639995
mix_38,675.915621746,560.510758832,495.03279667,424.332810407,671.146352319,718.547612754,775.610249646,648.225628724,518.673290857,700.068900885,551.813484774,492.577320729,1551.05439483,573.544102238,823.06066502,748.567482594,904.47464548,766.779304057,418.845819406,1127.7161872,639.2567812,778.150971617,891.842245199,789.696491329,821.461363141,824.000176506,772.786395739,663.07116991,660.265246792,1202.01134808,448.833671768,529.658241347,832.578876656,743.083149615
mix_39,657.04280857,598.411362079,517.230253599,392.139357689,755.54703398,718.640102599,777.012897432,636.425703156,494.146507532,671.448902513,538.182152707,397.717855439,1476.37135798,526.210198945,796.839242651,681.802228829,872.15373892,705.396047046,439.959178795,1088.43997278,632.990157283,701.475817132,873.294218965,752.831186804,754.083632551,783.944698968,723.416820115,629.106178276,600.210022549,1149.98128136,444.639047255,587.194467269,990.608359386,934.887803887
mix_40,642.508340792,588.631436426,520.705178524,476.394773269,739.929739292,634.289053303,762.901085162,567.517068663,486.196652907,695.582933179,550.432789079,439.342297202,1490.99455536,549.765848113,808.460197954,703.664972696,876.452263485,767.24881674,467.615118616,1119.83322407,636.034092916,731.880127232,881.419680493,738.874705262,747.002897536,791.215058133,747.083509105,625.601396671,591.101448218,1168.32859918,438.208808349,559.902299855,996.887548195,877.851780384
mix_41,666.388517835,563.629721631,500.453137228,461.644736955,661.290788854,753.071413377,806.58254191,670.724024217,512.827636338,705.820048285,543.480594201,474.585614569,1553.28968951,546.099570127,834.647561616,721.397306363,932.121101686,803.330242969,431.195461558,1141.41489883,649.998654087,744.66611664,872.964224142,773.138271567,823.085725367,824.369559947,760.162348705,676.228419369,658.238240068,1208.68481145,444.291959422,508.553195329,862.961469854,675.915792014
mix_42,620.454009689,628.503549868,554.976975646,445.003751449,795.73936002,691.249252764,769.358684195,610.96132718,466.129935445,669.497203446,518.38309557,324.054401804,1406.14602038,464.114080964,772.204404809,586.76586383,860.083537098,701.156790259,496.195075447,1072.09109282,656.379888495,596.420863193,849.695089973,697.999288493,660.790418635,752.927436427,684.077034636,607.302230885,531.48974163,1107.41356439,428.749304366,640.123072747,1167.21942254,1011.96489061
mix_43,663.622314444,575.107715539,515.047007182,472.060935948,667.445825714,737.498511538,789.785246632,668.32560014,512.974419252,699.945597394,542.414032454,439.851933894,1525.75892913,539.266166236,819.448887684,691.964657652,924.550086117,776.701314715,437.137616942,1122.82985211,657.166741202,723.152306868,876.682966534,760.800996499,790.567347589,823.824477175,757.573178902,665.046739545,637.989095796,1193.64184791,429.530846078,532.298827945,905.75388689,709.554073439
mix_44,636.104802992,604.278846919,534.648770277,434.747255954,789.023160564,811.93546265,802.688530814,716.31780833,488.618204192,665.237583381,539.770131598,333.304038562,1459.25652638,468.040417707,770.543791609,613.643496163,898.037847858,728.695269231,452.09760455,1091.34954915,645.845152267,611.243406943,879.206462335,728.029770796,744.380781759,772.082026726,693.059554655,631.698214584,578.334127278,1111.54548783,428.990013555,599.113973496,999.735448663,946.164804334
mix_45,654.48358498,586.006039771,517.44436748,410.801370765,736.075926851,663.903039131,763.953946467,599.925649857,493.436313406,699.915854191,547.712723866,432.507071179,1520.21002817,558.9417039,799.817885888,710.20587731,879.598667226,746.279353608,453.941021148,1106.92291221,638.499740605,734.850679057,881.80952281,768.129212397,781.902728459,799.160243784,744.466542361,632.139244466,610.287756993,1151.69019528,446.788933756,556.342009039,938.274431924,855.985597064
mix_46,649.910105665,576.331303306,526.272616073,505.757261143,692.352300358,699.42895261,791.353980715,623.994729694,507.092470266,703.786089586,553.997732342,465.375343851,1515.04653586,544.144751059,818.989273487,707.190235411,900.614291646,804.995182524,456.558986427,1131.35934371,643.601993581,735.934047843,890.765311521,757.634452812,792.372617206,807.607341527,751.753499187,648.51541288,627.397408702,1195.88673732,430.293933858,516.367377544,918.821721238,768.636760318
mix_47,720.34446025,531.421281977,461.401593538,349.26880656,517.423122273,854.81513035,810.013377253,776.181827378,584.464270483,716.010616342,565.595033381,589.432422357,1575.93316987,631.930690703,853.09495349,803.734767469,963.005186131,777.594981956,352.765214955,1115.72330842,638.178267059,841.400522822,888.530792425,852.65128455,947.09981769,873.106141482,816.658336864,751.829714196,775.511790274,1269.3186696,472.11596379,476.436701146,582.047356525,402.925070547
mix_48,630.318301978,606.99904689,545.118847646,486.326743592,758.457648329,735.733164619,793.800700513,649.86318124,472.540081522,683.35157102,527.671778549,360.96997076,1454.93646829,480.90465899,784.894453593,610.349558817,907.075424561,759.821017241,478.959915037,1101.72134098,667.962575443,625.06285888,869.101502241,712.408518663,719.228007269,778.353433331,704.74485897,621.199876775,569.417944411,1137.58584787,420.221905319,592.157931994,1063.39320858,899.022721102
mix_49,618.810034909,598.632098478,554.66672981,589.708806943,808.868441528,628.137449498,764.218695696,555.629970697,450.756423397,715.745823034,548.256873306,376.309707506,1458.65208928,498.584322093,790.084928504,618.801663734,903.444615108,834.241642801,542.341048713,1132.96030017,660.727757835,642.244914454,880.538299308,706.827442939,711.033061699,754.555797629,709.305295857,584.802922368,523.23113479,1123.93946109,420.609868016,556.144063312,1047.33785951,944.221968513
mix_50,648.710108503,597.126997376,523.313599042,403.757229261,778.681265675,675.457121778,762.906334606,598.555751809,483.21941519,673.16662671,543.897569778,409.509718796,1470.02156189,523.752064666,796.94227713,679.274597705,861.439376004,714.35796507,467.010635285,1089.69801588,635.049061516,719.272370146,878.155641219,748.550295297,738.965884313,771.254205826,737.100188621,619.996192498,584.56765497,1145.22286662,440.618104697,589.751816678,1009.94597797,953.525748404
mix_51,685.353833315,553.27349508,488.90515071,428.617457214,600.514278264,733.345038756,779.847353909,655.39133794,525.173623597,710.573562835,546.657253129,519.111234246,1548.03236709,583.14609595,834.835655825,756.767867389,919.922523463,782.231769703,408.106264824,1143.75424527,647.040206967,793.493126581,879.325313143,797.649422478,837.766228339,847.945119761,791.555763969,692.993273393,686.522971964,1233.49122101,449.963724141,512.307419594,802.879786413,610.335885495
mix_52,665.624565585,572.225764597,506.879840697,455.469456605,664.476890207,754.448652919,787.640284623,668.980612035,511.350415246,701.461789521,540.776931542,456.117812499,1540.0611937,549.414682148,826.572013021,713.559396327,921.650778721,786.55080938,436.740203914,1125.88556829,641.569578965,742.740096309,878.632590205,772.867127172,812.576094221,822.37037463,762.605397046,670.574775119,657.653040076,1205.65583826,435.341243763,528.945353673,867.267102872,691.810868255
mix_53,650.075946709,586.489502196,538.550268549,465.009767635,705.465308061,786.487723892,810.987241997,715.622955217,507.783709401,689.587080154,531.050842367,394.798931931,1511.06745394,498.02620312,801.929211957,643.95512681,946.301372148,783.230495088,451.126891327,1107.78353115,678.334626868,653.488437293,882.783555704,765.841124092,784.194018264,809.117656778,720.600538901,655.612273989,622.500986942,1179.28130923,429.779701495,546.594690555,899.178840487,729.317855007
mix_54,656.984045988,589.722069828,519.457152833,427.448775018,721.272210435,693.176003622,777.584492411,618.399298743,500.101975882,676.221978693,530.026361736,434.228112319,1502.63711818,532.562437472,809.882774238,691.195990369,869.479145893,718.220066667,434.358617581,1106.45583629,644.585883746,723.012809584,870.343894018,755.725839382,748.276830086,800.488526914,740.912647014,650.835033044,622.109192723,1169.50277676,447.024457234,583.377501284,978.086816296,892.211161036
mix_55,678.25395184,588.349062702,496.432622568,423.98633508,664.722930316,784.239805765,795.093384682,700.705981888,506.062678054,690.752213011,537.74155827,446.302242049,1500.19964162,534.401790308,817.530679326,692.201059357,890.142071433,742.204860494,413.565727644,1114.08412806,633.235429578,725.362849523,882.415897478,749.955572988,799.530097212,823.958135687,756.63706698,662.777419173,656.050496095,1207.23639641,446.801748079,557.917702623,938.410536844,760.761227525
mix_56,649.365817826,605.429634162,522.494676707,473.924481679,789.767136391,683.080843854,777.242202404,612.061704968,473.760607636,674.815296492,528.855810602,391.826679155,1446.88595737,506.849392254,796.601492222,660.494739484,860.75395083,738.295387545,473.980752148,1099.36564084,644.238363435,682.645079637,869.760624765,708.867669049,721.840257303,774.685502758,711.07115879,617.636220413,571.887049661,1145.65211787,440.518741925,596.663027624,1079.61140223,1008.41985018
mix_57,637.333910806,608.358589802,535.186048263,426.281195709,810.424056277,632.771981861,754.146167477,557.565057008,476.651982175,669.662650106,533.63929377,392.327341194,1441.73219215,509.61098674,782.83808994,668.06949318,843.557059135,711.793342426,473.518506126,1080.30657844,642.595266611,684.835249364,859.880302718,729.658794266,701.823260479,764.446019516,706.917342435,602.436350539,562.532679997,1131.38724055,445.073661948,609.675498247,1068.8823572,1036.3963095
mix_58,666.440776243,581.852770833,489.810667112,398.477736248,717.226125745,713.009913533,773.087954563,641.212548413,505.668839019,682.852521593,549.026589916,462.802605243,1504.71776672,553.912248356,807.699918491,727.312663705,867.034338522,718.155279945,425.000969397,1103.73388318,624.926798234,766.256425923,881.568681283,765.90564458,779.910412752,809.607643385,753.268496787,647.242746184,637.201227082,1178.81779796,450.987152545,563.055561878,923.585188128,872.306509377
mix_59,666.233548135,559.764210752,511.611829252,474.204241265,653.417474275,711.887207335,794.315747224,649.367713094,517.122264946,713.524507486,550.036081822,470.000055646,1552.17926378,567.303029768,825.578043064,717.222673354,941.359903245,804.430833812,445.285763613,1138.16613846,658.423369313,738.65901767,886.70758967,791.063900972,817.233627855,828.752321946,771.439030439,669.442240404,651.540246404,1197.8846073,431.471430887,519.591011958,841.681071359,648.19145797
mix_60,651.726361733,592.274269076,513.339843181,448.354675637,710.619839727,757.162601971,793.355439899,671.059771567,505.956136353,680.144620375,522.908652948,428.125266747,1494.16857587,518.18116614,801.061730048,677.108618072,890.991139466,738.059831013,428.395938715,1108.55143612,645.921427029,711.327994634,873.697903399,747.656054262,777.138696372,802.912930316,727.650528051,644.621457827,621.464970295,1174.81925623,438.615271047,569.981967161,958.410352293,842.229178691
mix_61,659.343143118,576.607378529,509.151239024,432.304940119,715.528374955,625.796398088,749.670727206,564.322291182,496.626000084,692.327219822,545.663203131,471.504035247,1511.00319466,563.306131743,810.363235126,729.751775714,866.324790444,739.622745342,441.480207427,1110.78617694,639.852947489,765.88835613,881.359047368,769.034136818,759.545298169,804.008452414,759.331069238,643.875660567,627.044851004,1175.04560422,448.957921435,553.55895664,944.594854591,853.968781075
