Gene,B cells naive,B cells memory,Monocytes,NK cells resting,NK cells activated,Neutrophils,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells CD8,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells resting,Mast cells activated,Plasma cells,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,Dendritic cells resting,Dendritic cells activated,Eosinophils
Mix_11,682.247065378,237.665941168,123.377510533,482.654299006,1853.55522234,141.709525752,197.35002232,547.08923375,88.01109068,266.193053358,40.8815758599,102.401807811,182.833799458,35.5014062065,25.3774310497,174.132372649,770.448007791,1100.99763741,905.218365031,355.284034709,48.2351171779,83.1515825924
Mix_12,324.17634319,126.222003443,334.164023349,600.382954877,2467.25173704,198.80086242,161.823593028,444.866361798,68.2496840725,408.899423012,109.302125629,112.291814294,430.958531382,77.0802353076,42.9055031387,127.159937684,637.176655762,721.519985461,1323.68466226,393.832606741,38.5151725945,95.8888105195
Mix_13,940.250406105,375.457275804,126.486989042,430.666072018,1728.7049454,146.830715706,147.780695514,412.209109062,64.503915865,450.78598672,48.4255998961,112.606236332,203.811842397,41.1490497761,24.1704328417,199.650740981,683.830479036,1013.7831741,1071.20985796,520.998869839,53.9756905183,86.2276484493
Mix_14,425.268241382,116.955612626,37.7471776296,685.95980762,2816.29028549,107.035914476,205.199115036,554.418230799,80.72438589,626.542510632,16.2423311654,75.37571562,95.4349402895,32.5171469936,19.404171632,146.258943694,829.573815873,933.632820483,1626.76692035,166.527207333,34.0330979039,70.2264258458
Mix_15,534.566156278,178.44322765,143.442839162,419.951651053,1481.98287611,150.008627194,229.693196982,627.179069949,92.1592963075,487.319557708,48.7775198289,104.793155655,222.514921371,45.3242440835,24.3407977515,176.109868394,818.757289312,1075.64961085,972.960439671,325.243418221,45.0724427275,79.5692285161
Mix_16,722.366649763,280.790798857,213.81413422,319.531072447,1126.97851051,172.580510287,194.764385075,529.409365637,67.2896397,499.195234114,65.9930287087,118.467867187,296.218864698,49.9195234051,29.732631497,191.384254321,725.538803528,1017.7949222,877.895066814,479.373479699,51.745211305,87.0070690174
Mix_17,586.74229713,203.464581328,130.927652185,427.665314722,1555.00773113,144.996185209,221.087142335,594.349028991,78.33085398,579.091500726,40.7617124101,105.370260413,198.996139798,35.5536296886,20.1658682692,180.364127748,815.724420566,1040.40283856,1101.25957093,324.309299369,48.2325431378,80.926833291
Mix_18,543.952150136,186.026576318,183.384943344,306.107455768,891.640515066,161.834779389,256.683307327,694.054311697,87.5909888675,393.464283259,52.435421893,114.539272373,241.789630754,47.1322939951,28.0847297583,199.790874557,860.977710398,1175.00846857,637.120168991,353.283655026,51.5813600958,81.821106248
Mix_19,406.488413416,169.497921659,351.985403651,588.081918461,2478.87881668,208.916280644,132.921220626,371.993713342,59.878705035,513.721271013,110.660191841,116.203532479,451.320202905,80.788729015,41.3448201497,146.322645088,592.276429265,659.356995847,1435.06920272,475.703045549,37.3845883296,101.540343724
Mix_20,780.103976856,324.071263438,278.738293027,357.891871325,1364.21842599,191.086591907,149.083354446,428.584144152,63.4397252975,399.802435456,86.4366257186,127.189753603,365.022419398,60.664237313,36.081343763,189.962327453,637.133091115,921.750372407,889.048275224,579.283991637,51.7430259437,95.5230447013
Mix_21,730.286207288,319.667223552,373.348992517,297.763948659,1079.51026555,224.771235545,154.92073851,422.652841804,54.8567461475,425.488603981,115.945067588,136.552780346,477.357066851,76.116489136,43.0335384777,190.258176616,593.598461121,863.608212458,833.756448983,634.854846617,52.7271000447,103.838606499
Mix_22,417.028297989,183.078057959,417.754127396,511.937500863,2080.59912272,233.314775009,137.227215599,391.624944343,60.7248050075,450.917822933,131.208953677,128.663037939,532.843481335,85.529803485,46.2665181027,150.239673803,568.210675447,651.066517317,1235.50579841,527.185286344,43.2844964268,104.461122903
Mix_23,983.703991679,399.287659433,164.974261079,342.783375823,1284.78873698,162.524265574,158.040347337,446.478050218,69.1922323775,242.099360852,57.0410942113,123.208544504,241.17272966,47.8175618625,26.1490814503,206.695267437,677.42280502,1092.05134799,694.676791669,583.286111817,59.5699580273,91.631963796
Mix_24,258.269339993,71.8267785917,259.163187484,286.529310252,781.323842587,179.652825927,279.896242458,758.30622056,81.1718662625,698.056316972,85.3166144571,111.460722251,351.569219944,59.167444686,30.6431944882,184.185158409,867.267602482,1024.9763298,886.533695984,263.401076054,43.4655241075,81.2261981695
Mix_25,926.676308946,353.920589095,69.1975082852,423.184761686,1628.89372669,125.079367013,177.273616605,475.859787902,67.3975730975,484.115900945,24.5705438151,104.587538285,125.595477457,27.8989953912,20.665922515,191.113118264,748.13306066,1086.79722928,1082.86100756,444.383998329,54.46470546,78.2305163479
Mix_26,713.486444235,269.09260478,118.699513587,350.361185092,1177.30537966,142.337830142,216.505490352,593.777080089,80.243293635,579.770413281,40.3163070954,107.377244105,191.093172996,33.6113418593,20.5907319487,199.487855988,825.688351175,1117.57023504,967.46159679,375.578988155,46.3291468874,76.3572976393
Mix_27,832.132799396,351.34621973,314.824961763,171.206887919,480.384277889,205.595089298,178.114370429,471.155776482,50.094666685,698.005219292,96.5902178043,136.79550475,421.218852776,66.0605107439,34.5682495308,213.327112763,642.55930939,911.824135225,821.874779933,632.384135418,52.2429759745,98.431625766
Mix_28,620.477260071,261.730485613,323.314129314,420.985196348,1635.08772006,203.693403666,148.49068605,429.827493194,69.3774243025,358.38614212,101.410410271,126.255913161,416.146607148,72.7313053113,40.757639694,174.516802691,627.271573876,852.216808598,950.58570322,544.350858625,50.020739618,99.1790527029
Mix_29,819.923159007,305.780051329,116.092765249,317.509348617,1060.1893856,141.916306625,212.507168925,568.197050499,72.9566485,571.214677288,40.0492702739,110.074578416,188.638476756,33.9667019142,20.890319021,201.216828552,794.294580244,1121.16211094,907.652467886,445.474093023,53.6610103091,79.4948399418
Mix_30,604.549201667,203.085128543,47.7419693612,697.392443738,2931.12842201,111.103466273,169.544577476,455.310370792,69.795366385,596.65344447,18.4182216819,82.9873649706,109.838220804,33.4436130506,20.3569818598,144.776916242,760.284803452,900.906604203,1695.08225732,269.730009626,38.7752035415,73.3093691994
Mix_31,750.90272957,294.316552219,191.755375461,375.810348361,1358.64047678,166.769710402,181.499257805,497.513313122,72.6677531925,442.325454211,60.9673074953,113.571762587,270.255991829,46.2983511185,25.7618121692,196.761916351,720.018346468,1016.24383569,922.078446798,470.436614025,51.7666603013,89.5992586731
Mix_32,539.459287976,195.648609844,238.427084027,271.471137642,720.224143052,176.004604646,245.630224193,674.922374886,90.1178886325,451.061264502,78.9963840424,125.299354361,325.629358361,52.3721761055,29.8820224132,205.14794752,806.059690706,1080.38523507,673.525057575,418.191039817,49.3839738668,84.3773948387
Mix_33,410.593335603,145.843098855,248.751367238,408.615786502,1452.89497895,178.152362393,218.450941088,597.945822548,81.19480831,554.831190053,80.1403302704,113.255525102,336.362268791,56.5595653298,32.3549008907,170.472190733,761.607301943,933.773846981,1042.70741892,359.287026776,44.4110996964,86.6385511372
Mix_34,712.510951074,322.184881352,427.510212132,442.904691331,1811.25379909,237.503650324,111.082664072,315.012095197,58.5893319625,338.440880958,128.886854117,131.697156341,526.444295351,98.3826643563,48.3164433208,173.058662594,505.561588163,731.519982652,1071.71064161,670.221317628,52.6062209925,111.082664065
Mix_35,611.094685429,225.035171442,120.965391681,589.019249858,2393.69908445,137.437743576,169.028015359,475.842372787,78.906102455,323.652821127,41.2889725761,97.2474535783,176.201046048,39.363180949,23.8455799355,160.112883973,725.684505773,982.233098048,1215.85496586,355.406985397,46.6726300747,83.2198757011
Mix_36,711.589732661,274.219022852,161.845228883,477.617964417,1888.65611001,152.720096055,170.25640995,464.796935641,71.5624530175,457.688558252,53.6051666604,105.625639528,234.313182242,44.570962579,24.5801469055,174.767955912,710.926299496,965.470833416,1130.84232817,425.796595429,47.9157294064,85.1748761347
Mix_37,427.625941673,151.639432188,192.241953063,699.898400307,2961.28123694,150.862262942,154.62970509,421.756028168,71.2138454875,525.91956334,65.595695626,94.5327983911,266.867958282,61.6478065362,31.4616391988,136.135363136,688.92486697,790.483347528,1641.21341507,308.947628153,35.7840716144,83.0828197323
Mix_38,339.629486842,122.372364691,302.874721157,544.244838387,2163.31958385,189.238353456,178.094826775,493.28930631,77.8393023125,398.42745446,95.0537633927,111.226896026,387.239014279,69.6998560362,38.1711963315,148.568283723,682.291422953,810.236373962,1170.30268348,373.167103903,39.4186210399,91.2179323957
Mix_39,901.338565818,404.071183594,420.780894267,177.9421926,562.845347458,244.203326216,139.074831976,386.680987072,50.6652722525,288.264847056,132.196915951,154.828036936,536.965278531,82.8336990722,46.108078454,206.306844057,541.769921788,907.734516826,469.390961405,775.437799962,64.6049238758,108.88118913
Mix_40,672.677526684,245.749094749,121.087413855,676.953123404,2901.34613746,135.958623635,139.221348249,379.220193565,64.33680665,489.018085907,41.390637508,93.4700958987,190.216094997,45.845445551,25.9681441755,148.368554106,683.545745658,863.036285,1565.96662686,370.848441027,40.4111007721,83.849386881
Mix_41,570.41128706,213.518819622,193.862755028,721.168637168,3045.20342318,154.911173431,124.025913636,367.031794875,83.6346279,303.962411073,62.1065571203,104.02800441,243.699624713,61.2806720549,30.3191584997,143.60489564,652.195932337,831.020571697,1482.87663975,386.31232887,45.478737751,90.1866494419
Mix_42,765.047955948,279.611666686,128.566817485,269.142378631,811.251378369,149.449027263,234.467502545,621.166335528,67.434095205,629.008687086,41.5971226816,107.708087282,210.441257502,39.7832946589,22.3839813903,206.703841583,828.169691274,1135.37572845,871.000216915,407.049880087,46.0846675649,79.660639655
Mix_43,780.216519099,327.896737497,272.154852348,491.778764394,2061.03319506,186.433971157,115.259652786,328.943917912,55.4617751825,390.47330608,87.0101615843,118.639971257,355.834475545,63.6129754762,37.534736736,169.141607692,573.710047764,806.105581062,1167.72246652,564.421600955,49.2433337222,96.5819196089
Mix_44,398.662531894,157.135807944,291.014552283,638.234203418,2666.1098945,186.258642729,143.844335846,411.230119379,72.4825064875,281.735827432,90.3771901509,107.886788378,369.906887226,64.710068145,38.6814373937,140.012342991,629.495204853,775.896393523,1275.22215303,394.827818068,40.9107414043,92.8776257443
Mix_45,491.804770877,184.16689524,246.535303427,435.990193545,1692.96511848,180.739354029,188.128900491,508.600734199,66.2545855725,712.023529087,75.7195263711,112.653812977,345.949991878,68.8137755673,35.0703814907,170.32831228,718.848035714,832.331309356,1304.04948247,408.996476021,38.9565588998,87.3442068795
Mix_46,783.623584484,313.693339395,212.135754211,200.490612503,541.119200587,178.554595376,209.014024078,555.362345006,56.8600851075,714.349161892,70.7167445057,124.375652334,318.191936573,64.1576361338,31.4200113833,197.946071685,742.039313915,1008.88642973,875.402059031,530.795482519,50.6774377046,85.3914825327
Mix_47,611.066788208,270.197155628,347.411945066,479.532985441,1971.60608417,211.93287738,129.419413685,358.291408964,61.597088035,384.872585522,113.084015725,132.653118356,442.773176181,80.436622935,44.7780249927,162.183822215,561.516433339,761.444854211,1129.06151793,595.329302981,48.7097540172,104.136211773
Mix_48,725.746734018,275.938551625,154.808180715,470.066992234,1823.83418521,151.181748125,174.205501722,482.199967738,77.7813366975,376.286078585,47.7388098249,112.97707842,215.141214527,37.5531585877,30.1797073587,182.1894061,718.921783452,1004.68495244,1028.75077458,433.421751854,48.0131708012,81.5195049907
Mix_49,457.209031709,136.827153254,62.6132116221,771.398001912,3226.12240632,113.276258727,174.51800187,473.579266358,86.19880178,391.198127085,21.994193882,79.4848751014,114.175294812,36.3002975319,20.1284189495,136.396927524,774.77511239,926.521879902,1543.97265523,212.808093515,36.0314064445,74.3291806695
Mix_50,451.22348294,166.411341475,230.085164658,303.771629684,921.345153558,179.11334302,244.51920002,651.852876668,71.193584465,784.984954766,69.6449879789,109.853904545,321.013427454,53.0289662093,31.2509561397,186.743994804,814.243662409,974.816756981,1045.34448298,363.487683665,46.8764342258,88.0886326387
Mix_51,717.853394986,277.403045888,194.669873714,385.174690798,1407.09973264,162.347157972,187.91465231,525.410279606,77.368014325,383.730718859,61.4554440057,112.954597146,270.358931353,47.0975501004,28.045143099,186.268524341,728.795720804,1037.42642374,865.588954661,448.844224984,52.3102886481,87.5801044937
Mix_52,335.307512365,95.2257303058,169.032625492,590.357558859,2373.21223323,148.953776117,202.783517208,552.5674315,73.99233961,730.465728727,59.1302907369,93.7058920186,259.850483644,52.5735044718,26.333113349,148.151579243,774.360432485,836.927707492,1535.61921384,244.137631848,32.823669457,77.1448954378
Mix_53,668.272142923,276.738288617,330.425355378,338.668912421,1233.81216945,207.571268919,163.092602833,461.344163495,63.3604121375,495.436505102,104.472129935,127.05728846,432.844999859,77.0240124566,41.9178299197,179.101989435,643.616033817,878.339759162,944.481257852,556.781636927,50.3013958954,98.4665946812
Mix_54,384.602605458,163.387256166,340.22114477,826.748840106,3635.89623471,195.440915855,85.2260370758,254.057619635,62.4307935075,197.217275873,103.548217209,109.911604352,423.495039472,87.2430319439,46.74305565,124.733523845,517.183096539,572.442352771,1636.64726362,438.936502058,35.0039320845,101.116541615
Mix_55,344.093401107,100.624004802,153.939708843,773.176514591,3402.22847834,139.744796296,159.158640433,437.558459507,79.410362012,499.74085961,46.0210000671,86.7808581399,226.317365565,60.8249581195,34.1671061085,118.158113113,716.044923754,770.039873981,1772.65329354,270.896341302,33.6039120527,84.8545712133
Mix_56,472.27120357,175.470971528,277.035268357,351.026504449,1238.51061134,191.644997863,214.834309141,587.722261885,64.725721345,727.361031675,87.9404177553,121.607715129,379.667733746,62.1435782086,36.264765867,170.628018616,756.395796803,905.095942724,1152.84084001,396.043376509,40.9700044677,84.3500092023
Mix_57,221.912973256,58.3997762762,190.613040256,880.199009395,3772.92643629,144.569557228,152.107482874,421.980728935,86.1636043325,212.919840083,61.0530682207,87.9618012953,240.197617035,53.8522527119,33.8910177067,115.286902611,694.133996605,764.140619607,1600.63255671,232.163045043,31.8805336106,85.6849176511
Mix_58,527.77611253,174.161169553,158.823685337,432.211155182,1563.38551631,148.036668618,231.152032001,626.663525505,82.943500215,518.649137639,40.4771200176,102.343487423,233.601682861,57.8182793513,29.4641144338,191.557105613,822.77530515,1062.35928415,1024.0797855,304.529785459,47.0214976851,79.8154606736
Mix_59,411.048475415,143.202348266,143.202348267,890.899365985,3895.24214896,139.435992971,128.95989383,362.975173656,76.48405444,412.927471345,50.2239117807,81.7483217127,206.536862565,48.2238445015,28.865168571,116.359469939,681.511815286,735.849670203,1854.28460142,259.008713148,31.3714257235,84.4349391991
Mix_60,1038.99731018,389.623991332,36.5548585975,280.465103687,929.758708144,123.291155491,205.480271609,534.076423493,62.6181414625,811.054022769,19.121488397,103.542489265,110.09783114,24.1858429973,13.6942672677,214.425720412,805.024127657,1153.33038629,1088.52859141,463.617209641,53.6726926825,73.7171242136
Mix_61,887.364931666,368.772097665,225.150059624,512.818241055,2214.961958,177.245466284,106.422508173,309.602297307,54.0360143075,315.494483542,72.96893361,114.600865122,302.689187855,48.3480127987,34.3176090833,168.933644717,579.379833407,870.884739619,1182.1089129,573.91935194,53.7516142347,93.8046248338
Mix_62,996.623916802,389.288893403,30.2614206919,653.410730497,2807.53399354,112.16610702,111.631018568,318.650173455,66.350966855,300.970376708,15.1146990153,93.4059439397,76.8346955143,27.235278628,19.2776457772,172.42285038,660.012793323,989.395621078,1375.54968967,451.455565031,49.1654686876,82.9013487937
Mix_63,319.895353843,129.949955786,324.741470602,778.997530239,3418.92780907,194.912022184,113.886326754,316.100034555,73.380365175,276.62174024,100.026014667,109.751502704,404.690148248,76.7158363182,46.073974741,120.877474273,563.988144877,620.179311061,1593.9549505,413.509475989,35.400467081,100.28649908
Mix_64,665.87832696,295.642386994,416.33344713,386.307475686,1522.23350377,234.838826262,121.654560257,357.782289655,52.4853980275,437.631869475,128.65985769,138.946850812,526.06323138,83.418821015,46.8227222313,175.154168863,534.235428231,725.344973647,1024.47947211,656.447804308,50.7950470464,108.520533118
Mix_65,675.709633418,292.262249408,330.264786917,361.829287567,1348.86271328,206.879652903,152.399919365,428.926469881,57.296133365,487.991557604,103.901443018,127.403824502,430.665442015,71.8150515194,41.4455023608,178.59243747,624.839669384,838.819644582,996.348577823,571.402255213,50.0204338889,100.10582938
Mix_66,752.513303909,277.279269398,73.9027293399,497.220451964,1985.74396522,123.857737183,179.849179314,487.581546325,76.992921425,433.674414552,25.7690594159,97.6928816662,135.710599969,33.8611725868,20.1124366187,181.389037717,741.237566372,1032.30509177,1142.08785589,382.71243322,45.724367626,77.2024259747
Mix_67,1037.40803931,457.824732268,327.568598181,365.901886923,1496.51199371,211.43613384,90.8093821749,276.798068745,58.320118035,140.566438353,99.3027342429,140.641721011,410.692777612,68.4730130806,41.5560355247,200.791207995,518.317097618,900.624038553,761.821299003,755.013349958,61.4683025458,108.848479416
Mix_68,558.486866749,204.508725331,253.875825323,278.63080543,898.398820632,184.137477151,219.96351162,601.252912002,67.6889103225,710.139796129,80.2669785307,120.021134243,350.228451022,51.148387132,33.0810464095,190.699509056,755.214842363,967.447105258,980.725790995,430.308072872,45.8893489815,87.2406569871
Mix_69,969.5857154,390.449205973,148.776582512,453.122065352,1895.85507052,152.939615999,129.911540354,368.000245528,63.24076634,427.607622312,44.2225988409,113.152970284,218.794912108,50.5926130761,26.439642424,184.36291206,645.14156683,980.085713357,1130.40190154,562.235423241,55.0230396414,89.5374917807
Mix_70,523.57874519,195.757147114,204.771604967,332.09003922,1080.68130366,169.040911152,231.589617054,612.920095367,71.6034776675,669.938117238,65.6767643091,112.342235536,292.843803681,53.472124952,28.8872399182,197.416626874,798.885839279,1002.50456195,979.707668733,389.465553777,43.0235488146,84.4593238007
Mix_71,578.314521579,221.503213145,154.182904759,651.066753576,2725.77968183,147.957740441,147.644859875,407.801569221,66.170762025,575.491643592,49.8821007247,96.4869233422,230.461937404,51.406276027,29.7445119187,150.877959008,685.848093606,818.111239429,1553.39635775,374.105491687,38.7971894572,85.3538168086
Mix_72,479.712602877,194.620663368,371.070153673,210.731946331,516.592237012,222.064412835,218.103410072,607.636942956,79.9202724075,462.583798965,115.0175349,137.447425014,478.838555248,76.0969260511,40.453471228,185.691299613,719.726453223,959.08811757,620.492114975,529.677361002,50.8957290347,97.145886682
Mix_73,314.237102185,91.216001232,122.774143846,793.818115218,3368.95215068,131.598709755,172.748408019,467.526068025,80.40841815,480.548374233,38.3885351213,85.3930634313,188.0319932,46.1699949389,27.4944913653,124.399604353,741.780626524,805.498992409,1737.0812141,227.910312082,31.1258392858,79.759963162
Mix_74,837.314272095,354.034921387,248.809830431,544.910754302,2328.00333072,179.249336062,96.3706986703,277.358937945,56.8004336975,294.067177227,80.3591903309,118.282978495,337.19674115,57.2227417713,35.0515687635,160.392600171,548.704858883,794.937330299,1213.81893382,598.128978499,50.6065822052,96.4973910974
Mix_75,561.775858753,187.986704945,99.3873543942,754.266301023,3226.69522297,125.398512561,149.103984777,419.090112558,81.71339067,287.068016675,32.1344794767,86.7830538943,147.818605598,41.2009933196,25.0954982595,140.565394534,715.72667076,918.253184555,1459.70873035,284.696186085,38.6378860393,82.2489653372
Mix_76,567.524481323,191.804995924,77.0278561006,760.391137797,3240.11427285,119.954392142,154.200592188,421.117808952,77.027856105,408.88349948,28.8380150913,85.4161969765,136.558668484,40.8078610659,21.4100415083,140.050647487,722.806220866,902.646179409,1602.37258024,281.308628088,38.6346613658,80.4083889711
Mix_77,526.080261053,225.628218525,344.372611425,521.777347704,2110.76481583,208.858750182,134.211682393,389.846122433,69.49876267,254.551356267,108.558375212,124.341446767,435.175577964,75.5330863738,43.8355469165,158.348977201,596.232798061,784.878242037,1035.30267559,520.130959357,47.095468915,102.236702761
Mix_78,384.118887454,97.9666270913,48.4144750697,641.969153198,2548.75755732,107.430957631,222.795071295,599.584929035,85.89461046,607.266679323,18.2028313553,78.9119120222,101.107393388,29.6744073658,17.3179714985,153.7380798,854.319551584,990.502931345,1493.29581605,143.284092673,34.5095344476,67.7233812392
Mix_79,346.939944716,131.04452316,260.804296093,927.267176111,4098.55087831,172.111898921,92.3834240273,280.334020024,68.7835506325,203.781151408,82.1675420067,94.4613678767,329.048099632,71.4518780207,40.32139175,113.196377706,576.29942114,622.340197413,1753.68406,333.145616592,33.9964675536,95.4668245744
Mix_80,620.827374206,236.918338287,203.696530822,430.336732346,1588.562177,163.677167886,194.986454414,541.574434847,84.0128399525,317.310853077,74.2927232274,114.22079613,278.945235232,47.7563481963,27.0459586172,180.803298146,763.846018674,1037.42644139,875.426570062,417.189235699,49.5132706963,85.6100422344
Mix_81,589.05533354,236.613538773,252.60241492,589.00641541,2484.09914885,175.91812441,131.752704795,371.089683499,61.718153225,441.031047068,81.1994800914,109.243480057,334.066347426,66.629412085,37.1072892838,154.475462531,611.549955345,770.144922254,1383.25606266,450.580717207,42.9462304019,92.9319318582
Mix_82,719.338610253,253.886081218,9.24294796133,604.548829267,2480.40642371,99.4711214906,175.773338033,471.43572872,74.3369006275,551.037025285,7.64158615671,81.8783253198,63.4147919004,24.0906622326,16.9126281848,162.164572116,768.423294906,994.483990699,1451.53614681,293.611091593,40.8394083624,71.7147877244
Mix_83,792.314126651,323.707119919,220.457132129,480.350605833,1990.99071812,173.377874482,131.779734349,371.491993765,62.147810665,374.865043663,70.5550741827,116.225221748,300.78475187,56.7078166316,31.3211777893,169.661874615,620.390107837,880.020192586,1116.18786732,529.108106897,50.3336822043,92.8920193957
Mix_84,597.151489306,238.050994086,271.583464211,346.644728588,1230.88855862,187.271007117,190.426023246,516.384132076,63.150356795,553.802778039,83.060920413,121.387413515,363.664240927,63.9258874935,35.4528318852,189.09654205,705.910198859,916.173693095,981.378702732,464.50595775,48.0829032423,93.950004499
Mix_85,621.815276563,212.345516299,69.1744890096,654.063689508,2711.82032613,116.747328424,175.329712427,475.622663822,82.5885534025,367.00178829,21.9434555023,85.1730193604,118.804504079,31.6940149264,19.8142389298,157.391689032,763.444379348,991.349572927,1360.34394345,273.541705527,44.3628535294,76.18837889
Mix_86,479.053508099,186.295180887,268.135838406,655.992143244,2797.38679021,179.145464004,130.362285705,367.902893775,63.6608829525,472.040696417,86.7634038174,106.120750261,358.605919807,68.1266463962,38.3865622603,139.027767095,616.997477067,698.041149757,1518.45458299,411.990430645,39.7801338297,94.161097033
Mix_87,1179.22204514,514.210448029,259.105853028,392.934835088,1738.58145241,195.800347913,67.3382442883,213.230266558,45.9656711,135.65240517,80.4712931714,135.796671086,335.925502302,51.9675580854,40.012579945,212.02763701,486.065013779,897.009291906,847.583553051,778.781433888,60.9947865016,103.739932863
Mix_88,826.738151291,322.697428991,177.153741886,181.240625425,415.996174574,164.443219154,220.50074748,594.987921084,69.061097975,594.406465194,57.7227087687,119.353352463,257.468653669,47.9304635203,25.2880438402,221.40781861,782.225164711,1118.69608152,684.941785163,488.718934221,54.4242682611,83.457416417
Mix_89,261.081307466,99.7251547608,374.583113502,656.941841326,2726.63370688,206.593199615,149.342218861,431.240023574,77.8627820375,357.046450923,111.633383756,108.940798043,460.701616745,89.6123459824,43.2571011332,132.226436148,630.407947785,684.75884798,1354.35645406,372.71253616,34.605680902,98.9652327143
Mix_90,601.657588399,212.018421315,57.2229649219,883.538795441,3885.71180863,112.245046583,118.682630139,353.072465572,83.6335641075,189.275960898,21.0655969771,82.1503601786,103.780110938,37.415015526,25.4935645002,132.493172629,677.596935659,893.25848551,1665.1057461,295.285171595,38.1486432841,83.7252675849
Mix_91,1193.8131304,485.967509661,88.9638679056,400.593077628,1612.99738462,137.824247374,132.645698545,369.45429706,69.4375371625,180.594746842,32.0041323559,117.331919997,141.820509559,30.2896252589,22.0980913837,214.71343792,662.199788484,1136.82211008,784.529869287,613.126785507,62.9605103698,87.4874867936
Mix_92,643.478802617,254.778367324,202.902731874,665.560233691,2851.48065518,159.806303705,117.831800576,348.583040448,74.93857192,172.109559068,62.535512708,105.228987697,268.617112057,57.9767724093,33.348622804,148.803854876,616.48954084,850.267916789,1253.35240703,435.768115183,45.4231241662,91.8364852136
Mix_93,502.663980091,211.969197777,361.929495919,157.153596878,225.076035157,220.807200911,225.320093497,650.947428416,79.725728115,503.980495592,109.283906231,134.196722484,463.752586978,69.0481752391,38.5973763093,191.43665907,754.072511748,1020.64462951,516.556280023,506.195099129,51.4104397548,97.6798355398
Mix_94,909.568174336,360.624224052,168.582277186,231.079181707,715.870650104,162.668962121,195.629094021,533.067484432,65.059665235,482.969129128,55.5316100414,121.010621526,251.047842201,36.1101601028,26.4603250627,218.420435837,735.951659711,1112.82158103,688.855008929,523.341583853,59.0583543927,86.0983515301
