ID,B_cells,Blood_CD34._cells,Dendritic_cells,Eosinophils,Fibroblasts,Keratinocytes,Lymphatic_endothelial_cells,Macrophages,Monocytes,NK_cells,Neutrophils,Plasma_cells_CD138.,Platelets,Reticulocytes,Subcutaneous_Adipose,T_cells_CD3.,T_cells_CD4.,T_cells_CD8.,T_cells_Gamma_Delta,T_cells_Regulatory,Vascular_Endothelial_Cells
S2872,6.728196,6.17075,6.218384,6.725902,6.425762,5.726602,6.153844,6.329914,7.447276,6.897774,7.85859,5.56899,6.44085,4.931402,5.312484,6.832826,7.007058,7.414048,6.886508,6.38306,6.619206
S288,6.532766,5.950702,6.00363,6.64081,6.256876,5.668272,6.080956,6.189672,7.107444,6.591914,7.659872,5.591158,6.182554,5.07083,5.302144,6.660038,6.720976,7.176206,6.527218,6.214238,6.483258
S2880,6.869916,6.230922,6.200882,6.74511,6.372796,5.782684,6.091576,6.343234,7.536322,7.034272,7.931466,5.596286,6.27043,4.857582,5.31026,6.819754,7.029658,7.466298,6.847982,6.452654,6.672522
S2886,6.398938,5.851802,6.102998,6.727386,6.21756,5.661716,6.197844,6.190068,7.308506,6.423122,7.679948,5.412666,6.183094,5.128854,5.398922,6.553328,6.51049,7.097348,6.431196,6.254068,6.409636
S2889,6.697256,6.188426,6.124412,6.62215,6.343092,5.765882,6.087444,6.243064,7.287306,6.86659,7.494284,5.593502,6.322284,4.940894,5.348364,6.81383,7.148012,7.426228,6.838954,6.398116,6.504296
S289,6.63272,6.078768,6.14367,6.650396,6.34042,5.68323,6.102038,6.26757,7.494012,6.844722,7.807962,5.54097,6.2409,4.97246,5.225088,6.739492,6.835374,7.35577,6.770366,6.372418,6.637878
S2891,6.763448,6.20542,6.20386,6.764568,6.388816,5.755008,6.180956,6.307254,7.402484,6.938828,7.600054,5.524976,6.33623,5.006396,5.317812,6.864344,6.98837,7.485728,6.855624,6.427678,6.589716
S2907,6.549968,6.059726,6.067572,6.603798,6.23515,5.688762,6.015158,6.185654,7.208668,6.70558,7.62262,5.485564,6.26327,5.011318,5.288224,6.77119,6.873892,7.264336,6.66359,6.312348,6.556648
S2908,6.34752,5.91498,6.016096,6.486502,6.154948,5.706554,6.077944,6.037176,6.931274,6.465226,7.301976,5.468598,6.193236,5.1349,5.250422,6.687484,6.740194,7.173496,6.48288,6.208298,6.384608
S291,6.520984,6.063278,6.126924,6.586106,6.37058,5.74809,6.204782,6.288028,7.403666,6.669384,7.56868,5.541946,6.284492,5.031782,5.352024,6.759122,6.835064,7.298402,6.73865,6.359602,6.548428
S2917,6.486672,5.887948,6.095326,6.838854,6.297434,5.706886,6.14398,6.234804,7.473784,6.56403,7.997852,5.413442,6.218732,5.011,5.284164,6.645184,6.62432,7.193352,6.449654,6.263606,6.495082
S2920,6.374814,6.012938,6.146192,6.701678,6.471128,5.72134,6.272178,6.37569,7.487916,6.646268,7.71552,5.519534,6.27011,5.076894,5.305514,6.81055,6.587066,7.187112,6.71008,6.241114,6.57516
S2932,6.395506,6.003936,5.970182,6.41999,6.229088,5.695042,6.0865,6.147168,7.027908,6.570002,7.0098,5.546658,6.110322,5.107594,5.280234,6.506644,6.758946,6.979596,6.477286,6.145282,6.347864
S2935,6.660508,6.037814,6.147656,6.786128,6.355022,5.676786,6.08195,6.34537,7.566984,6.852046,7.977028,5.527718,6.28487,4.994528,5.34168,6.787414,6.825934,7.307422,6.825934,6.30112,6.567152
S2936,6.464686,5.984896,6.03894,6.487026,6.198682,5.732616,6.026838,6.14699,7.09346,6.58677,7.303278,5.633044,6.140568,5.127262,5.293042,6.487894,6.873146,7.093134,6.573982,6.210234,6.430748
S2943,6.517758,6.007174,6.08773,6.687896,6.276844,5.700734,6.07723,6.170878,7.179744,6.60965,7.5056,5.530326,6.238514,5.104008,5.286102,6.593324,6.781592,7.110368,6.606304,6.203084,6.450682
S2945,6.633222,6.30137,6.283818,6.732796,6.51413,5.83231,6.322394,6.393594,7.69352,6.929894,7.698976,5.650506,6.332802,4.973426,5.391404,6.956946,7.012756,7.614158,6.97491,6.46023,6.677138
S2947,6.186948,5.745994,5.96832,6.736416,6.273474,5.695386,6.264242,6.175824,7.275588,6.24838,7.644906,5.404346,6.067704,5.211766,5.335568,6.636072,6.456816,6.968362,6.326676,6.206514,6.38236
S2954,6.688824,6.13448,6.092878,6.665868,6.337836,5.767672,6.12032,6.241718,7.30938,6.783994,7.689776,5.457192,6.246126,5.045492,5.294614,6.87082,7.011854,7.463604,6.735374,6.358286,6.542738
S2956,6.245924,5.886464,6.055212,6.680166,6.282648,5.641938,6.187398,6.128872,7.199436,6.47328,7.448936,5.442866,6.101196,5.179838,5.283258,6.570368,6.471324,7.098366,6.422924,6.161068,6.392336
S2962,6.662252,6.030482,6.146736,6.688616,6.30713,5.70382,6.024216,6.195174,7.41155,6.821472,7.83553,5.51337,6.18695,4.884842,5.24525,6.616524,6.849774,7.321584,6.702016,6.294658,6.570568
S2969,6.37088,5.980874,6.081936,6.836294,6.32342,5.70068,6.225206,6.274974,7.436198,6.497514,7.78012,5.530938,6.186504,5.154576,5.255736,6.685772,6.593624,7.16977,6.555506,6.25554,6.527886
S2970,6.450314,5.876414,6.017334,6.70728,6.161866,5.645806,6.033046,6.13859,7.243332,6.468546,7.6626,5.478724,6.095172,5.079864,5.297428,6.612236,6.598338,7.160414,6.453374,6.208816,6.386616
S2974,6.53205,6.112594,6.167148,6.798282,6.394102,5.806662,6.264984,6.318056,7.557208,6.673706,7.788492,5.548998,6.298968,5.068612,5.312246,6.861944,6.883584,7.298838,6.671474,6.32803,6.601216
S2975,6.357728,6.024398,6.032778,6.593738,6.329058,5.675868,6.188744,6.177708,7.1615,6.60916,7.524496,5.570976,6.301996,5.137906,5.322332,6.557148,6.746244,7.112404,6.570412,6.28328,6.473354
S2977,6.510352,5.986478,6.091248,6.84816,6.392574,5.701868,6.274772,6.272226,7.389836,6.582188,7.70358,5.518276,6.288968,5.06173,5.316522,6.761558,6.681812,7.367142,6.559688,6.31158,6.495492
S2987,6.809062,6.299832,6.244258,6.700784,6.42748,5.815236,6.237232,6.386372,7.491836,7.113926,7.842354,5.582082,6.333076,4.972624,5.360234,6.92701,7.252192,7.47581,6.862258,6.40598,6.619818
S2989,6.492388,6.027432,6.139096,6.831252,6.394144,5.745894,6.274304,6.308382,7.398614,6.74772,7.776432,5.582594,6.286202,5.017308,5.300062,6.805102,6.811014,7.355514,6.736732,6.353808,6.51946
S299,6.563394,6.064476,6.10922,6.695956,6.279438,5.722898,6.087814,6.202782,7.316156,6.67328,7.598722,5.582002,6.18562,5.054226,5.294832,6.710838,6.831524,7.247814,6.637714,6.283444,6.510692
S2996,6.63546,6.141304,6.156782,6.720208,6.304946,5.746878,6.111706,6.228496,7.41604,6.966328,7.851622,5.541594,6.240596,4.95769,5.278208,6.913966,6.996114,7.472076,6.859134,6.347614,6.541612
S3012,6.659156,6.113366,6.068564,6.678568,6.316398,5.75853,6.121982,6.226598,7.316092,6.772426,7.668082,5.5646,6.290282,5.084616,5.339852,6.641128,6.879348,7.270614,6.672482,6.331914,6.580776
S3022,6.551738,6.105104,6.102496,6.674262,6.323978,5.751816,6.087502,6.255044,7.378344,6.852622,7.605048,5.596276,6.262794,5.029812,5.34636,6.72118,6.801198,7.379034,6.648872,6.291674,6.512634
S3023,6.540844,6.261066,6.244924,6.857758,6.531712,5.808366,6.361266,6.396202,7.6522,6.916254,7.734394,5.61939,6.384788,5.000856,5.339564,6.96364,6.9551,7.596868,6.931324,6.435266,6.650108
S3033,6.477044,6.036662,6.08017,6.78853,6.36798,5.719374,6.298304,6.283842,7.446332,6.615876,7.711056,5.52523,6.325844,5.085218,5.26897,6.77998,6.755904,7.280878,6.652854,6.328312,6.491766
S3039,6.574112,6.065968,6.183242,6.764176,6.400102,5.749118,6.216098,6.333876,7.469854,6.771194,7.83745,5.612588,6.312334,5.035552,5.298048,6.811234,6.8551,7.272506,6.75076,6.362526,6.583444
S3043,6.518476,6.063902,6.0755,6.760394,6.334216,5.65364,6.132686,6.193988,7.329146,6.58412,7.673512,5.50387,6.33741,5.127898,5.32242,6.584142,6.716838,7.059148,6.591822,6.230492,6.47138
S3048,6.838014,6.285712,6.166938,6.729132,6.358228,5.781892,6.18327,6.324806,7.507588,7.015616,7.951206,5.615314,6.376406,4.905822,5.39161,6.887514,7.142948,7.497256,6.941162,6.472778,6.696816
S3056,6.554844,5.99604,6.174092,6.599024,6.294196,5.714582,6.161794,6.22941,7.333148,6.59968,7.453798,5.492048,6.082122,5.083766,5.320162,6.883902,6.83452,7.32119,6.651996,6.318334,6.447502
S306,6.56176,5.9475,6.11332,6.693104,6.30937,5.678994,6.095626,6.247646,7.351474,6.68852,7.821516,5.512736,6.267744,5.056134,5.283204,6.592458,6.712776,7.193598,6.640748,6.26855,6.525378
S3067,6.67242,6.169506,6.190218,6.688588,6.39737,5.713314,6.288596,6.300862,7.3839,6.7205,7.463912,5.638376,6.36036,5.140088,5.37444,6.80372,6.904768,7.284006,6.758196,6.371822,6.59216
S3079,7.454358,6.2932,6.158676,6.631288,6.439416,5.768138,6.232694,6.323546,7.047494,6.933044,7.37327,5.594684,6.276394,5.019004,5.49573,6.935092,6.941502,7.461812,6.897108,6.494202,6.598912
S3083,6.68746,6.187664,6.137384,6.669108,6.359866,5.744164,6.066368,6.2564,7.280674,6.930698,7.83603,5.652404,6.214512,5.002258,5.324988,6.786188,7.135782,7.364426,6.79626,6.38837,6.516694
S3097,6.451392,6.039028,6.166758,6.62376,6.309466,5.774648,6.145024,6.191628,7.163318,6.747084,7.38644,5.504648,6.092034,5.12016,5.295602,6.74342,6.820422,7.308994,6.708574,6.310402,6.406976
S3103,6.612338,6.05484,6.131954,6.64892,6.308526,5.671232,6.089554,6.26432,7.424652,6.85787,7.727052,5.523546,6.310592,4.919242,5.264342,6.76993,6.882894,7.360414,6.665534,6.343172,6.555346
S3119,6.519156,6.012728,6.151734,6.750182,6.387104,5.723876,6.106844,6.259036,7.389916,6.736972,7.792798,5.51932,6.225292,5.128706,5.288872,6.558548,6.79047,7.252268,6.648776,6.26247,6.54146
S3121,6.618852,6.124706,6.262012,6.74917,6.400322,5.753776,6.249534,6.362948,7.554598,6.745504,7.884988,5.514992,6.397224,5.033674,5.296696,6.799508,6.80496,7.335154,6.792444,6.40586,6.62539
S3125,6.346984,6.12079,6.24421,6.713958,6.477078,5.776194,6.337208,6.33221,7.60352,6.508826,7.756742,5.57546,6.370072,5.138714,5.304134,6.569292,6.634958,7.066912,6.633922,6.23521,6.514524
S3126,6.390154,5.911,6.037942,6.57649,6.187548,5.671406,6.07532,6.073536,7.128472,6.56407,7.32211,5.43263,6.024244,5.101228,5.270852,6.670066,6.656082,7.173586,6.469456,6.273362,6.34937
S3127,6.84823,6.291544,6.140388,6.737998,6.36247,5.730236,6.084924,6.248944,7.239724,7.029532,7.655642,5.617406,6.35485,4.9449,5.385072,6.836952,7.1676,7.428814,6.852292,6.429698,6.609056
S3140,6.746606,6.115964,6.156724,6.705948,6.358632,5.679364,6.199976,6.316186,7.42181,6.80271,7.683392,5.715978,6.272826,5.036708,5.337558,6.86484,7.020928,7.40846,6.818392,6.397436,6.547894
S3145,6.672146,6.15867,6.1658,6.828496,6.353434,5.683404,6.042342,6.321222,7.547056,6.923386,8.06915,5.617578,6.302658,4.8991,5.311832,6.621218,6.89566,7.235304,6.746748,6.3069,6.610952
S3148,6.549012,6.001472,6.20798,6.646346,6.302336,5.69406,6.092484,6.210236,7.321926,6.652854,7.605494,5.455524,6.294588,5.032028,5.253192,6.599462,6.727156,7.17793,6.717392,6.248304,6.53058
S3153,6.548686,6.161668,6.252528,6.717676,6.465476,5.794004,6.201202,6.333444,7.517164,6.883424,7.68193,5.60773,6.313152,5.102534,5.305084,6.826264,7.03458,7.40185,6.865802,6.35865,6.625088
S3158,6.809308,6.18778,6.20364,6.700746,6.397044,5.772802,6.132468,6.314454,7.497208,7.00386,7.850988,5.661754,6.370442,4.911274,5.363398,6.865606,7.069006,7.53078,6.936158,6.467076,6.64085
S3164,6.297302,5.892596,6.074286,6.676826,6.277154,5.684128,6.170768,6.193584,7.33543,6.348922,7.519174,5.536356,6.053952,5.092242,5.275176,6.526988,6.458936,7.024398,6.40707,6.117088,6.47343
S317,6.135964,5.821498,5.894288,6.538596,6.244346,5.624216,6.224696,6.05667,7.020392,6.181032,7.111326,5.433356,6.128234,5.296792,5.28603,6.59987,6.395556,6.90295,6.338354,6.10912,6.284394
S3176,6.50818,5.950762,6.015952,6.552236,6.11188,5.604516,6.06591,6.08314,7.208944,6.704802,7.342724,5.393426,5.97703,5.017544,5.238598,6.676142,6.766362,7.290236,6.474132,6.35028,6.384438
S3180,6.570066,6.066324,6.152702,6.67562,6.347722,5.684324,6.12418,6.239656,7.430562,6.780674,7.603584,5.557548,6.161328,4.979592,5.301126,6.792234,6.850684,7.35893,6.71736,6.356018,6.498918
S3186,6.607556,6.109842,6.232618,6.88113,6.439494,5.797752,6.12803,6.386006,7.640972,6.985038,8.239064,5.609486,6.420906,4.932936,5.366614,6.693978,6.96354,7.361992,6.816486,6.378366,6.688992
S319,6.524604,6.011662,6.152066,6.700732,6.303274,5.65912,6.134012,6.269794,7.473734,6.791598,7.740968,5.46976,6.14457,4.92365,5.23481,6.750838,6.769532,7.321686,6.60277,6.334058,6.540692
S3193,6.399448,5.982,6.05143,6.69715,6.290644,5.742008,6.15746,6.294998,7.30962,6.647902,7.735282,5.473916,6.308904,5.115534,5.41835,6.699284,6.669892,7.223298,6.561468,6.31872,6.509588
S3195,6.410572,5.904806,6.161864,6.685452,6.312184,5.72885,6.224956,6.250836,7.39252,6.603884,7.596576,5.487742,6.27095,5.065574,5.259432,6.718566,6.61995,7.26805,6.560476,6.307676,6.478036
S3197,6.650776,6.267766,6.194166,6.770792,6.541988,5.896408,6.323414,6.421164,7.554264,6.888292,7.694292,5.729632,6.400864,5.093402,5.395538,7.001204,7.074796,7.420394,6.952482,6.455612,6.557354
S320,6.41505,5.9788,6.135052,6.744508,6.388922,5.699238,6.1342,6.263648,7.470376,6.672802,7.897708,5.515768,6.267478,5.091624,5.336316,6.712636,6.733308,7.241098,6.66368,6.307406,6.486782
S3212,6.482836,5.958974,6.132656,6.73715,6.269724,5.729936,6.095998,6.252092,7.406466,6.62474,8.043302,5.46651,6.126764,5.032362,5.257222,6.627654,6.669918,7.185388,6.533698,6.251808,6.462302
S3217,6.709438,6.091766,6.156882,6.676558,6.28325,5.745574,6.169278,6.24638,7.357602,6.78999,7.732296,5.494556,6.230494,5.041566,5.32554,6.80052,6.918414,7.34447,6.737726,6.365518,6.582304
S3226,6.368078,5.937096,6.022308,6.359576,6.231676,5.781562,5.984984,6.026164,6.690448,6.421028,6.97488,5.549682,6.072042,5.177422,5.250152,6.628266,6.737006,7.047304,6.530828,6.168718,6.303792
S3232,6.480878,5.971486,6.12482,6.635798,6.291982,5.671118,6.127088,6.231414,7.316692,6.655728,7.815976,5.468692,6.238846,5.02925,5.278172,6.636432,6.694384,7.115676,6.6213,6.278662,6.515938
S3237,6.376236,5.946862,6.15437,6.476992,6.219848,5.695978,6.08444,6.136028,7.071108,6.406652,7.130206,5.497932,6.108354,5.176946,5.189706,6.424782,6.633708,6.910858,6.363944,6.082996,6.329882
S3238,6.652024,6.11128,6.14031,6.634406,6.389462,5.762382,6.166922,6.214136,7.406852,6.947052,7.593208,5.551242,6.299184,4.904052,5.347614,6.844996,7.024718,7.525342,6.780888,6.403484,6.572336
S3239,6.283416,5.756652,5.93634,6.597786,6.112334,5.670094,6.122568,6.094692,7.007034,6.21515,7.423078,5.446058,6.10956,5.25746,5.295442,6.520468,6.40779,6.818872,6.27032,6.125512,6.29324
S324,6.598944,6.051466,6.06544,6.615972,6.24881,5.731066,6.091172,6.149784,7.12178,6.636376,7.550468,5.424314,6.234614,5.09647,5.274462,6.7307,6.82458,7.318088,6.627594,6.322314,6.497912
S3244,6.735898,6.301774,6.169358,6.657262,6.358592,5.768266,6.075824,6.290958,7.402832,7.070306,7.651344,5.629382,6.369188,4.911324,5.433918,6.794184,7.134876,7.464076,6.907002,6.417336,6.681792
S3245,6.4321,6.058014,6.048124,6.631712,6.270488,5.650544,6.094904,6.121648,7.143146,6.719942,7.547644,5.435314,6.194282,5.038852,5.297402,6.77529,6.851752,7.289738,6.661206,6.356156,6.437454
S3250,6.516658,6.025826,6.053406,6.690322,6.325944,5.697428,6.158564,6.237314,7.350896,6.639208,7.65642,5.43305,6.179298,5.072024,5.27803,6.696294,6.703918,7.285192,6.645686,6.310916,6.488564
S3251,7.069136,6.089464,6.10167,6.579898,6.314636,5.667764,6.04209,6.18148,7.195142,6.890136,7.552364,5.494924,6.238406,4.913474,5.301084,6.692924,6.906074,7.312978,6.68261,6.367168,6.465652
S3253,6.589248,6.17171,6.157892,6.612184,6.447756,5.782624,6.185786,6.18109,7.247166,6.8315,7.419806,5.685836,6.327472,5.083924,5.347616,6.704112,7.009994,7.317552,6.785794,6.298506,6.520434
S3261,6.45301,6.001302,6.218946,6.732634,6.321114,5.692426,6.07191,6.28156,7.523206,6.674148,8.00175,5.46996,6.305434,4.95796,5.253548,6.485386,6.616386,7.078306,6.60027,6.216224,6.519496
S3262,6.62699,6.015078,6.102812,6.642574,6.31523,5.723402,6.079862,6.312386,7.38284,6.85402,7.803564,5.525516,6.165414,4.954918,5.296494,6.814556,6.93254,7.27089,6.766472,6.337158,6.537476
S3266,6.784228,6.227328,6.296928,6.577578,6.416942,5.74725,6.0527,6.320862,7.414742,7.098138,7.5563,5.675994,6.273136,5.021878,5.363446,6.73802,7.096976,7.2905,6.882696,6.330238,6.619204
S327,6.55468,6.11073,6.190992,6.807096,6.436332,5.795828,6.278624,6.333854,7.602754,6.760406,7.673538,5.528274,6.304076,5.005602,5.30885,6.861172,6.851978,7.385736,6.819912,6.37511,6.566284
S3272,6.67007,6.203368,6.257358,6.877544,6.490646,5.77878,6.212624,6.36869,7.640504,7.064286,8.014778,5.626204,6.417612,4.896066,5.390502,6.858198,6.996542,7.508676,6.919746,6.461208,6.620096
S3274,6.568558,6.165286,6.211796,6.767938,6.466166,5.819662,6.297506,6.298196,7.56897,6.898164,7.721624,5.55136,6.325582,5.043322,5.32163,7.063496,7.02097,7.58906,6.877942,6.481354,6.572606
S3279,6.759474,6.231466,6.224472,6.639446,6.494214,5.782366,6.145498,6.316932,7.397448,6.96901,7.611064,5.68595,6.282572,5.035276,5.334516,6.89258,7.201092,7.426178,6.929624,6.398262,6.585742
S3282,6.893044,6.345204,6.166688,6.56278,6.378286,5.855196,6.061068,6.311916,7.359976,7.094336,7.626782,5.727084,6.346134,4.8693,5.331936,6.78656,7.284888,7.378182,6.925868,6.387494,6.673676
S3295,6.547454,5.959094,6.123822,6.634436,6.274796,5.758478,6.010292,6.151018,7.225036,6.757488,7.65407,5.48298,6.175172,5.013442,5.22218,6.561674,6.789736,7.205926,6.615098,6.263046,6.502946
S3299,6.722488,6.206844,6.248908,6.742694,6.382836,5.773994,6.214462,6.349772,7.502396,6.972422,7.730226,5.62256,6.335406,4.972176,5.360354,6.882412,7.129474,7.460212,6.930412,6.4358,6.606464
S3311,6.359152,5.84712,6.224048,6.74171,6.268374,5.801482,6.12161,6.311416,7.623898,6.514228,7.969378,5.445228,6.140376,5.105772,5.238462,6.387484,6.380394,7.037734,6.40665,6.087982,6.46884
S332,6.82771,6.137246,6.116742,6.679226,6.312584,5.689256,6.050964,6.194982,7.344116,7.044752,7.819192,5.592848,6.216266,4.866298,5.311538,6.801628,7.140316,7.421586,6.848732,6.387698,6.519038
S3321,6.468266,6.024822,6.010832,6.551964,6.297412,5.72836,6.276642,6.175504,7.040632,6.439152,7.328288,5.42389,6.216558,5.184528,5.340448,6.741226,6.685844,7.163232,6.580678,6.277584,6.352418
S3328,6.607398,6.107096,6.125524,6.654098,6.365102,5.73411,6.119524,6.248406,7.379858,6.768872,7.588124,5.518076,6.297444,4.999724,5.32918,6.828678,6.91763,7.348616,6.753334,6.332742,6.579186
S3334,6.500186,5.958906,6.015446,6.552296,6.234416,5.697316,5.985786,6.058546,7.203234,6.640024,7.525774,5.444134,6.11558,5.006758,5.19328,6.553048,6.742224,7.109636,6.549818,6.255006,6.50548
S3343,6.843644,6.334932,6.214234,6.751742,6.407104,5.806802,6.186704,6.38674,7.586316,7.129818,7.861426,5.687158,6.275918,4.944934,5.353708,6.827932,7.198818,7.40236,6.964854,6.417428,6.635424
S3346,6.609942,6.13666,6.0971,6.786068,6.352914,5.738968,6.21296,6.240514,7.320682,6.901286,7.615552,5.56083,6.287978,5.077798,5.386856,6.822616,6.972058,7.503368,6.79388,6.448406,6.568418
S3350,6.53658,6.079036,6.152006,6.782504,6.377396,5.740388,6.237808,6.306876,7.513228,6.731248,7.857146,5.507486,6.277224,5.071234,5.32065,6.783542,6.75603,7.351386,6.703728,6.328686,6.578234
S3356,6.440614,5.995426,6.173762,6.761112,6.335652,5.760962,6.169622,6.258546,7.458382,6.61345,7.733382,5.48459,6.170788,5.127992,5.282648,6.67377,6.630098,7.145766,6.553134,6.244526,6.500306
S3359,6.475966,6.105094,6.135638,6.55744,6.266174,5.671724,6.067644,6.170656,7.186932,6.781194,7.495956,5.514024,6.28625,5.059474,5.286276,6.58565,6.802964,7.216124,6.71907,6.274358,6.4759
S3360,6.539698,6.007186,6.107958,6.77556,6.366114,5.758316,6.385044,6.312528,7.503388,6.560716,7.725602,5.562592,6.28405,5.14885,5.2603,6.88998,6.792756,7.205152,6.693924,6.319794,6.50603
S3364,6.48411,5.900504,6.041668,6.716484,6.233992,5.659456,6.083236,6.160734,7.176658,6.579946,7.599454,5.433744,6.058006,5.088618,5.307668,6.78425,6.735014,7.213528,6.533914,6.231246,6.417558
S337,6.599264,6.064988,6.217948,6.75166,6.3784,5.756952,6.400782,6.350446,7.462418,6.675864,7.657154,5.51491,6.252506,5.049528,5.31035,6.977362,6.90807,7.352312,6.71422,6.385098,6.510484
S3373,6.3794,5.898972,6.057748,6.707862,6.310328,5.714408,6.102976,6.125684,7.255818,6.610756,7.606086,5.433642,6.147758,5.021396,5.239032,6.744508,6.721138,7.28397,6.59245,6.268852,6.451008
S3376,6.665446,5.973436,6.102924,6.655934,6.253134,5.684334,6.162266,6.188328,7.33147,6.663966,7.595022,5.537828,6.25268,5.05358,5.277074,6.761126,6.842818,7.249796,6.668584,6.31748,6.450076
S3380,6.502414,6.049798,6.17147,6.73939,6.371556,5.691814,6.307764,6.268436,7.374012,6.510852,7.562624,5.575056,6.271706,5.157634,5.327066,6.807386,6.684072,7.310388,6.71215,6.356962,6.510282
S3387,6.492702,6.007366,6.158138,6.677152,6.310844,5.659282,6.24127,6.282008,7.462222,6.636724,7.675334,5.543922,6.228972,5.109418,5.33163,6.796292,6.70556,7.274152,6.635764,6.290774,6.505634
S3390,6.652006,5.964414,6.157774,6.674314,6.38388,5.726222,6.269602,6.32033,7.357674,6.64916,7.672516,5.514816,6.300064,4.999068,5.349446,6.841838,6.897784,7.349686,6.712902,6.355526,6.543034
S3392,6.301776,5.956704,6.084964,6.773154,6.491698,5.712022,6.184738,6.253126,7.469252,6.55192,7.774964,5.661796,6.278634,5.063284,5.32592,6.681944,6.714536,7.197792,6.661022,6.267034,6.52342
S3397,6.59452,6.090456,6.057922,6.68121,6.231132,5.67396,6.015144,6.23375,7.283136,6.75328,7.865808,5.492104,6.162034,4.890378,5.262114,6.709816,6.769652,7.269724,6.598184,6.262604,6.471286
S3400,6.803466,6.284384,6.220728,6.787956,6.425966,5.856896,6.214266,6.340994,7.535966,7.06499,7.944242,5.625412,6.433364,4.941516,5.371386,6.943106,7.085248,7.543474,6.95517,6.495994,6.648102
S3410,6.387516,5.885478,6.128336,6.705992,6.324054,5.712036,6.369394,6.279062,7.362986,6.54781,7.632268,5.478586,6.219286,5.153942,5.324712,6.824154,6.699374,7.20947,6.653966,6.319238,6.450886
S3417,6.337208,5.846726,6.05966,6.703396,6.309014,5.709582,6.112342,6.149584,7.267072,6.483656,7.736856,5.420744,6.14277,5.081928,5.27136,6.61326,6.62037,7.177546,6.490938,6.24283,6.4196
S3421,6.336602,5.901378,6.058578,6.714204,6.322514,5.727514,6.221976,6.194938,7.252422,6.457668,7.571836,5.510074,6.18342,5.131912,5.320166,6.75725,6.689158,7.20083,6.668982,6.283346,6.408214
S3425,6.520716,6.08632,6.151042,6.577156,6.350626,5.708218,6.116836,6.160122,7.21854,6.705662,7.404248,5.507424,6.319638,5.06949,5.311286,6.742044,6.908882,7.362178,6.647106,6.294822,6.514596
S3426,6.690762,6.044352,6.21935,6.822086,6.37382,5.769104,6.213126,6.342814,7.525714,6.783212,7.953176,5.553778,6.255744,4.963872,5.340436,6.85777,6.81839,7.372048,6.705906,6.41516,6.58864
S3435,6.589962,6.01905,6.04182,6.656398,6.296016,5.720292,6.095436,6.152208,7.245076,6.563172,7.519202,5.493482,6.154978,5.132262,5.30299,6.570136,6.759356,7.159648,6.618288,6.199144,6.448986
S3448,6.83254,6.252006,6.161182,6.614762,6.368018,5.748038,6.143158,6.285024,7.39758,7.072902,7.593722,5.724366,6.251064,4.981924,5.35031,6.829144,7.194392,7.415304,6.908314,6.41349,6.552134
S3456,6.63542,6.155108,6.348256,6.812332,6.450024,5.737736,6.275244,6.419406,7.636476,6.89283,7.933326,5.61908,6.473632,5.004002,5.296842,6.724732,6.817636,7.368882,6.929636,6.376324,6.674188
S3466,6.274236,5.806898,5.971676,6.521952,6.180972,5.64764,6.150802,6.072608,7.020672,6.232788,7.121224,5.414096,6.064194,5.219388,5.18709,6.58281,6.503274,6.943106,6.374988,6.121448,6.238582
S3467,6.857374,6.235514,6.094708,6.599776,6.307212,5.709576,6.017748,6.198208,7.18222,7.007072,7.603924,5.56466,6.169218,4.876138,5.284296,6.828306,7.099002,7.466574,6.835784,6.451754,6.568068
S3473,6.825858,6.267604,6.253332,6.75942,6.475924,5.805768,6.198774,6.382868,7.52428,7.072668,7.81979,5.619388,6.434364,4.941974,5.37654,6.96118,7.13807,7.640126,7.012658,6.49218,6.682106
S3475,6.735,6.192808,6.181924,6.720196,6.334354,5.766454,6.1233,6.298782,7.467828,6.891382,7.720904,5.579096,6.33116,4.935324,5.350184,6.737582,6.961328,7.393634,6.78778,6.37835,6.629684
S348,6.470928,6.157658,6.26056,6.812244,6.513844,5.810082,6.329958,6.427258,7.693442,6.710774,7.879106,5.587306,6.44522,5.097962,5.376624,6.79866,6.73201,7.417002,6.817628,6.331786,6.630828
S3485,6.45883,6.044294,6.072524,6.6037,6.307028,5.745776,6.221514,6.122158,7.178774,6.52203,7.191746,5.503126,6.215732,5.23112,5.281256,6.664772,6.737458,7.186804,6.463172,6.247102,6.441712
S3486,6.525372,6.030576,6.15695,6.718258,6.366782,5.719642,6.158202,6.257742,7.418886,6.693806,7.779056,5.486982,6.23027,5.00436,5.267852,6.748054,6.777896,7.30918,6.741046,6.283844,6.519212
S3492,6.341714,5.89834,5.958572,6.60005,6.208764,5.714668,6.203264,6.064462,6.94858,6.319294,7.224194,5.514676,6.17941,5.250496,5.300912,6.801296,6.710586,7.02164,6.433616,6.20469,6.266134
S3496,6.531784,6.131908,6.146934,6.745756,6.327536,5.700522,6.040812,6.26972,7.37339,6.86629,7.788784,5.546604,6.403118,4.898948,5.272194,6.694998,6.877552,7.410578,6.725728,6.312772,6.588032
S35,6.745158,6.2947,6.290272,6.73639,6.489234,5.812984,6.246308,6.415534,7.604952,7.048926,7.790822,5.662874,6.295816,4.973888,5.374782,6.816786,7.107486,7.447276,6.97589,6.42052,6.631442
