T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
S10089	7.19062307692308	3.9645	6.7595	5.863325	6.4550625	6.06897142857143	4.7326	8.45045714285714	5.028325	5.4750375
S1009	7.84497692307692	4.4796	7.16086	5.947575	7.14605	6.15997142857143	4.98878	8.17534285714286	4.90055357142857	5.391825
S10090	7.29774615384615	4.1361	6.6149	5.579475	6.0451125	6.14541428571429	4.95324	8.45605	5.02445357142857	5.319175
S10093	7.13940769230769	4.4074	6.92754	5.671025	5.94355	6.00055714285714	4.81668	8.33260714285714	5.22683571428571	5.67165
S10094	7.44220769230769	4.0646	7.13274	6.313475	6.2480125	6.53187142857143	5.13278	8.7547	4.93326428571429	5.26655
S1010	7.61483076923077	5.3415	7.0577	6.0491	6.622725	6.34965714285714	4.73248	8.39691428571428	5.0844	5.4963125
S10111	7.79731538461538	4.3239	7.22346	6.102925	6.481025	6.40318571428571	5.01894	8.47059285714286	4.922175	5.1733875
S10116	7.9014	5.4828	7.36892	6.31235	6.244675	6.14387142857143	4.85984	7.79430714285714	4.92944642857143	5.4304
S10119	7.53959230769231	4.939	6.7388	5.81255	6.572575	6.08768571428571	4.83344	8.18267142857143	4.99734285714286	5.32215
S10121	7.40706153846154	5.334	7.14568	5.915575	6.387775	6.25667142857143	4.79528	8.4296	4.88959285714286	5.3564
S10130	7.15094615384615	4.0309	7.04962	6.058175	6.2200875	6.17568571428571	5.09174	8.61635	5.061875	5.4791125
S10140	7.21164615384615	3.8692	6.7464	6.218775	7.0629125	6.68574285714286	4.94282	8.92783571428571	4.98679285714286	5.182775
S10142	7.34391538461538	4.4033	7.4871	7.037225	6.9459625	6.3961	4.99932	8.12737857142857	4.93531785714286	5.2786375
S10150	6.88365384615385	3.6763	7.34544	5.771475	5.9967125	6.21355714285714	5.056	8.88023571428571	5.05784642857143	5.4847
S10155	7.67850769230769	4.4475	7.00328	5.95495	6.467175	6.20532857142857	4.99888	8.44800714285714	5.02041785714286	5.279675
S1016	7.24986923076923	4.3127	6.88004	6.058175	6.1499	6.40555714285714	4.8149	8.32955714285714	5.03958214285714	5.44305
S10163	7.55992307692308	4.249	7.24212	6.082275	6.5812125	6.1516	4.97828	8.54751428571429	5.05883214285714	5.4386
S10167	7.47826153846154	4.5948	7.50558	6.2657	6.1618	6.12342857142857	5.02584	8.42465714285714	5.00892857142857	5.3200375
S10168	7.52740769230769	4.7176	7.58308	6.556025	6.6023	6.08698571428571	4.8954	8.19090714285714	4.88589642857143	5.2416875
S10173	7.84070769230769	4.3478	6.89496	5.77355	7.12465	6.15724285714286	4.58808	8.24904285714286	4.8048	5.2682625
S10175	7.33575384615385	3.7447	6.92396	6.158075	6.3006375	6.18984285714286	4.9216	8.54298571428571	4.98597857142857	5.171325
S10179	7.97162307692308	5.1256	7.78744	6.8742	6.2472	6.59457142857143	5.66542	8.29592857142857	4.94979642857143	5.1414
S10186	7.58648461538462	5.1094	6.85342	6.0705	7.0240875	6.3632	4.86762	7.52402142857143	4.935225	5.312975
S1019	7.48475384615385	4.0159	7.02256	6.31015	6.440625	6.33432857142857	4.72332	8.19455714285714	4.93652857142857	5.3028625
S10190	7.95649230769231	4.8108	6.83618	5.584275	6.80865	6.57047142857143	4.9136	8.47968571428571	4.95804285714286	5.2120875
S10195	7.33709230769231	4.0032	6.95934	5.82915	6.252125	6.29842857142857	5.08842	8.82225714285714	5.07410357142857	5.445725
S10196	7.62125384615385	4.113	7.00298	6.080575	6.1515375	6.48575714285714	5.1993	8.73939285714286	5.10626428571429	5.2896875
S10200	7.168	4.0597	7.27264	6.456125	5.8924375	6.44605714285714	4.75658	8.56347142857143	4.95641785714286	5.30315
S10201	6.68766923076923	3.7391	6.84646	5.834125	6.2228375	5.99555714285714	4.7136	9.06555714285714	5.05615357142857	5.4582625
S10202	7.34614615384615	3.9889	7.58338	6.283075	6.3546625	6.40798571428571	5.0126	8.35052857142857	4.91647142857143	5.307875
S10205	7.69419230769231	3.7282	7.23048	6.76025	6.958575	6.539	4.86348	8.72575	4.88851785714286	5.246325
S10211	7.38513846153846	5.3308	6.91544	5.64825	6.0564125	5.87941428571429	4.7935	8.36772857142857	5.1851	5.4487
S10221	7.57652307692308	5.0124	7.15408	6.118125	6.506375	6.25517142857143	5.05514	8.52593571428571	4.99671071428571	5.25625
S10222	7.08267692307692	4.0026	6.4652	5.66185	6.4587125	5.9539	4.72764	8.43274285714286	4.95313571428571	5.361325
S10226	7.34686923076923	4.513	6.8337	6.0012	6.8619375	6.44287142857143	5.08006	8.64687857142857	4.96625	5.2191
S10227	7.39983076923077	3.5918	6.62792	5.838475	6.210425	6.22748571428571	4.99564	8.65195714285714	5.05911428571429	5.4258125
S10228	7.5444	4.5738	7.14014	6.146975	6.180525	6.11867142857143	4.7945	8.36304285714286	4.983375	5.2938125
S10232	7.77689230769231	4.7487	7.09234	5.938925	6.672025	5.8971	5.06204	7.86285714285714	5.01901428571429	5.411075
S10248	7.601	4.9125	6.89886	5.620525	6.293475	6.13622857142857	4.85498	8.57478571428571	4.95171071428571	5.0865375
S10249	7.17068461538462	4.239	6.53012	5.73805	5.9682	6.93721428571429	4.58772	8.76267142857143	4.92621071428571	5.22525
S1025	7.50710769230769	4.4254	7.4273	6.332575	6.8079875	6.42284285714286	5.3479	8.34639285714286	4.96514285714286	5.258975
S10266	7.32645384615385	4.6866	6.84256	5.714575	6.2814125	6.27815714285714	4.97808	8.58017142857143	5.09044285714286	5.5193625
S10269	7.28431538461538	4.0854	6.97612	6.0711	6.8521	6.32944285714286	4.91952	8.58572857142857	5.02392857142857	5.4731
S10272	7.16852307692308	4.0346	6.6039	5.79295	6.1059	6.00264285714286	4.7068	8.73690714285714	4.97532142857143	5.3853375
S10273	7.21463846153846	4.0077	7.10036	6.437225	6.978475	6.23282857142857	5.02764	8.70041428571429	4.90841071428571	5.2347625
S10274	7.31610769230769	3.8317	7.0632	5.969775	6.29145	6.28037142857143	4.96714	8.70406428571429	5.04093214285714	5.325775
S1028	7.55976153846154	4.2659	6.60516	5.6176	6.3981125	6.69398571428571	5.03662	8.60992142857143	4.95501428571429	5.0953625
S10280	7.66739230769231	5.469	7.15666	6.274875	6.518275	6.72164285714286	4.93526	8.50945	4.86296785714286	5.07045
S10283	7.74967692307692	4.9153	7.7178	6.697275	6.678575	6.67597142857143	4.85588	8.062	4.807125	5.152075
S1029	7.39796923076923	4.104	7.0193	6.1415	6.5793375	6.3171	4.84654	8.32926428571429	4.93355	5.3156625
S10292	7.55304615384615	4.045	6.69864	5.72065	6.6382875	6.04602857142857	4.9997	8.17387142857143	4.95579285714286	5.4287875
S10294	7.47206153846154	5.2309	7.16156	6.2602	6.5096	6.33264285714286	5.13776	8.23987142857143	4.916125	5.26475
S10302	7.57373846153846	4.5352	7.01772	5.74025	6.2596	6.38354285714286	4.79316	8.34135714285714	5.05143928571429	5.3358
S10303	7.41384615384615	4.2287	7.2019	5.99365	6.41655	6.42144285714286	4.79226	8.3522	4.935325	5.303175
S10323	7.34193076923077	4.5651	7.13614	6.037825	6.5581625	6.24212857142857	5.02552	8.40397142857143	5.003075	5.38545
S10326	7.20106153846154	4.724	7.41916	6.319425	6.4817625	6.55704285714286	4.9548	8.58705	5.03880357142857	5.257475
S10328	7.56177692307692	5.3247	7.90084	6.749925	6.349975	6.06241428571429	4.80952	8.37744285714286	4.88116785714286	5.2819625
S10329	7.52365384615385	4.2761	7.25862	6.3789	6.9548625	6.42798571428571	5.02026	8.40445714285714	4.92216071428571	5.3431125
S10336	7.18783846153846	3.8073	7.49798	6.3767	6.33355	6.4004	4.94264	8.49753571428571	4.98159285714286	5.340225
S10340	7.53934615384615	4.3037	6.84992	5.982625	6.9514125	6.06944285714286	4.81208	8.66942857142857	4.93627142857143	5.2531625
S10347	7.32071538461538	4.2226	7.05632	6.08525	6.236725	5.8124	4.67456	8.25736428571429	5.08090714285714	5.5527875
S10353	7.33014615384615	3.484	6.93886	5.71395	7.0552375	6.43181428571429	4.97286	8.43965714285714	5.01430357142857	5.3427625
S10356	7.44355384615385	3.9707	6.87402	5.9262	6.6927875	6.17322857142857	4.7639	8.21764285714286	5.036825	5.41885
S10358	7.37196923076923	4.1011	6.83456	6.083775	6.1366	6.57252857142857	4.90022	8.64932142857143	4.98811785714286	5.335825
S10365	7.26536923076923	3.5016	6.70064	5.727	6.222925	6.2777	5.05802	8.61996428571429	4.93417142857143	5.29175
S1037	7.8817	5.5403	7.5204	6.3646	6.7984125	6.17282857142857	4.74692	8.0563	4.93443571428571	5.148675
S10373	7.67286153846154	4.1427	6.9883	6.082225	6.7045125	6.21592857142857	5.10604	8.42306428571429	5.04222857142857	5.4540875
S10374	7.37521538461538	4.1005	6.17768	5.6858	6.3456	6.08372857142857	5.02272	8.16540714285714	5.17240714285714	5.3949875
S10375	7.57403076923077	4.0708	7.36886	6.405575	6.1965375	6.37088571428571	5.11168	8.70006428571429	5.10972142857143	5.35095
S10377	7.50998461538462	4.061	6.66444	5.61395	6.5059625	5.8102	5.01374	8.15096428571429	5.24373571428571	5.6404125
S10378	7.644	5.317	7.55238	6.46285	6.7782375	6.47077142857143	5.05292	8.54205714285714	4.89545	5.2127125
S10390	7.23764615384615	4.3616	6.43838	5.2543	6.4233375	5.86194285714286	4.55952	8.07619285714286	5.06454642857143	5.63865
S10391	7.15130769230769	4.2405	6.74814	5.647925	6.2821875	6.0412	5.41466	8.15469285714286	5.11281785714286	5.3395625
S10393	7.52458461538462	4.4518	7.4186	6.039075	6.2545625	6.40527142857143	5.01708	8.49647857142857	5.12448571428571	5.2874375
S10400	7.32121538461538	3.9449	6.74282	5.724425	6.2450875	6.36441428571429	5.00096	8.49504285714286	5.00896428571429	5.4434875
S10401	7.29316153846154	4.4447	7.08398	5.936425	6.7558	6.51702857142857	4.84716	8.34805	4.983675	5.5005375
S10406	6.98075384615385	4.2056	6.6956	5.8291	6.143175	6.19354285714286	5.10468	8.80092857142857	5.11667142857143	5.30385
S10408	7.46241538461538	4.7357	7.46056	6.2422	6.6292375	6.22765714285714	4.77772	8.68977857142857	5.04908928571429	5.4267375
S10409	7.72678461538462	5.1804	7.27294	6.201675	6.5330125	6.674	5.34454	8.51461428571429	4.99531785714286	5.2591375
S10418	6.81588461538462	4.1851	6.26754	5.551275	6.1938	5.74271428571429	4.91882	8.66020714285714	5.12718928571429	5.601875
S10431	7.46246153846154	3.9882	7.01504	6.21085	5.9563125	6.26484285714286	4.78452	8.44776428571429	5.06817857142857	5.4080125
S10438	7.47767692307692	4.2406	6.9073	5.87015	6.3785125	6.41808571428571	5.24386	8.45568571428571	5.04534285714286	5.4207125
S10439	7.52713846153846	4.0619	7.22744	6.167475	6.4402625	6.67707142857143	5.32694	8.58505	4.99077857142857	5.340675
S10441	7.1041	4.1934	6.95696	6.40375	6.1908125	6.63412857142857	4.65082	8.77572857142857	4.99516071428571	5.295575
S10442	7.47372307692308	3.7813	7.0184	6.3161	6.55495	6.36991428571429	5.26896	8.60987857142857	5.02348214285714	5.35715
S1046	7.24144615384615	3.6	6.84774	5.84445	6.36785	6.2813	4.9852	8.86162142857143	4.915	5.2395
S10478	6.77066153846154	3.7616	6.18244	5.46435	6.5928875	6.51614285714286	5.01616	9.07702857142857	5.00650714285714	5.3661125
S10480	7.29147692307692	4.4608	7.4878	6.498975	7.0125875	6.23332857142857	4.80648	7.85822857142857	4.96108571428571	5.370575
S10484	7.24433076923077	4.5743	6.82962	5.9997	6.3989625	6.52445714285714	5.045	8.60891428571429	5.03892857142857	5.3936375
S10492	7.89040769230769	5.1421	7.15462	6.108425	6.616825	6.27692857142857	5.09626	8.41267142857143	5.01861428571429	5.18385
S10496	7.55160769230769	4.2883	7.37358	6.901825	7.3276625	6.58161428571429	5.13124	8.52222857142857	4.83938928571429	5.0597125
S10510	7.43369230769231	4.5704	6.35178	5.673225	6.33635	6.21604285714286	4.82334	8.15065	4.95811785714286	5.218075
S10513	7.4379	4.112	6.82566	6.195175	5.7218625	6.55414285714286	4.76452	8.60195	4.90786071428571	5.330325
S10516	7.17916923076923	4.0294	7.16004	6.07385	6.4396375	6.37458571428571	4.75344	8.32681428571428	4.97303214285714	5.4320125
S10534	7.47394615384615	4.3933	6.50534	5.7306	6.6221375	6.55968571428571	4.85486	8.53802142857143	4.898825	5.3075125
S10535	7.71563846153846	4.2545	6.68648	5.452225	6.5322375	6.37524285714286	4.69018	8.1027	4.90372142857143	5.286675
S10537	7.33216153846154	4.3087	7.15798	6.449275	6.6348625	6.6594	4.953	8.59796428571429	4.872675	5.31435
S1054	7.39568461538462	4.6033	7.28182	6.1611	6.4366	6.17645714285714	4.77176	8.21794285714286	5.10621071428571	5.457925
S10543	7.31106923076923	4.201	7.46414	6.3433	6.87185	6.19137142857143	4.77818	8.6189	4.96661785714286	5.3333375
S10546	7.06524615384615	3.858	7.02916	6.470525	6.3952875	6.22632857142857	5.17894	8.34214285714286	5.02977142857143	5.2706125
S1055	6.96121538461539	3.9317	6.87822	5.667325	6.06205	6.17324285714286	4.98882	8.79960714285714	5.05218571428571	5.36895
S10551	7.24283846153846	4.6306	6.8183	5.95135	6.6212375	6.20214285714286	4.85338	8.10943571428571	5.00095714285714	5.4509875
S10552	6.85717692307692	4.1104	6.85858	5.866925	6.184425	6.23281428571429	5.00538	8.6987	5.06972142857143	5.4991625
S10555	7.7559	5.8023	8.04598	6.704025	6.586175	6.23437142857143	5.03758	8.5619	4.88501785714286	5.3241
S10559	7.27523846153846	4.2018	6.63334	6.01465	6.075775	6.62712857142857	5.00226	8.47379285714286	4.95024285714286	5.3243625
S1056	7.65689230769231	4.774	6.52668	5.415225	7.0065	6.34561428571429	4.87122	8.51375	4.86158928571429	5.22735
S10563	7.52146153846154	4.8383	7.36194	5.90765	6.5347875	6.12645714285714	4.73552	8.80902857142857	4.95742857142857	5.335725
S10574	7.63417692307692	4.2897	7.25952	6.5274	6.407325	6.55477142857143	4.99962	8.39860714285714	4.92693571428571	5.20185
S10576	7.12258461538462	4.7005	6.57694	5.84215	6.2582125	6.22237142857143	4.87434	8.86122142857143	5.04370714285714	5.340725
S10578	7.22216923076923	4.1646	6.90424	6.0444	5.9903125	6.2516	4.8334	8.67828571428571	5.10028214285714	5.3309
S10579	7.22852307692308	4.2106	7.03018	6.061425	6.3859125	6.11682857142857	5.04866	8.79539285714286	4.90771428571429	5.2611375
S10582	7.30946923076923	4.0436	7.2397	6.460125	6.6532375	6.29485714285714	5.02472	8.83262857142857	4.89466071428571	5.126825
S1059	7.42537692307692	4.1153	7.55524	6.20245	6.722025	6.37891428571429	4.94772	8.66474285714286	4.95867857142857	5.32245
S10599	7.32336923076923	3.8696	6.59096	5.855625	6.4167125	6.48928571428571	5.13622	8.84750714285714	5.05198571428571	5.332925
S10611	7.38703846153846	4.0106	6.62712	5.982725	6.232925	6.53224285714286	4.96816	8.61675	5.05703571428571	5.2774375
S10614	7.31805384615385	3.8591	7.11044	5.914825	6.0443875	6.3713	4.91644	9.00686428571429	4.90248214285714	5.2005
S10624	7.24783846153846	3.9749	6.64248	5.5722	7.1212	6.60805714285714	4.84208	8.2295	4.93865714285714	5.3936125
S10632	7.12	3.9407	6.4434	5.77275	6.3854375	6.10418571428571	4.9456	8.48902142857143	4.99601071428571	5.5724125
S10634	7.35144615384615	3.9463	6.75694	5.81955	6.81155	6.36291428571429	4.97628	8.63328571428571	4.94486071428571	5.2307125
S10638	7.52661538461538	5.1667	6.61986	5.99625	6.562225	6.64027142857143	4.89612	8.55698571428571	4.99883571428571	5.39895
S10644	7.81926923076923	4.5787	7.49496	6.507275	6.4402	6.63258571428571	5.03926	8.41975	4.87633571428571	5.201025
S10649	7.1531	4.0293	6.84792	6.17595	6.2789625	6.05245714285714	4.79928	9.11247142857143	5.07258214285714	5.205575
S10652	6.92131538461538	4.2187	7.01042	5.973	6.32985	6.11984285714286	4.82996	8.76439285714286	4.93751785714286	5.3779
S10654	7.42042307692308	3.9618	7.34458	6.87465	6.601425	6.38297142857143	4.82444	8.54845714285714	4.91689642857143	5.208525
S10655	7.39015384615385	4.4772	6.95584	6.019775	6.2582125	6.22631428571429	5.07752	8.56575	4.92480714285714	5.2807
S10656	7.7659	5.0278	7.93896	7.3032	6.3963375	6.44218571428571	5.23732	8.73158571428571	4.91781071428571	5.08765
S10657	7.30348461538462	4.3711	6.76332	5.5621	6.5128125	6.34141428571429	4.8657	8.34287142857143	5.14559285714286	5.4985125
S10658	7.66193846153846	4.6176	7.45652	6.485175	6.9618625	6.33337142857143	5.12242	8.79707857142857	4.96890357142857	5.1199375
S10660	7.57263846153846	5.1146	7.18196	6.098725	6.3456625	6.36684285714286	5.03668	7.74619285714286	5.01550714285714	5.5692375
S10661	7.71808461538462	4.2748	7.08128	6.144575	7.0112125	6.30614285714286	5.04628	8.40929285714286	4.96460357142857	5.2911625
S10676	6.99033846153846	3.6311	7.14494	6.17695	6.8238375	7.05161428571429	5.28748	8.6905	5.01166071428571	5.1941875
S1068	7.51576923076923	4.5718	6.9617	6.248875	6.963925	6.53704285714286	4.76414	8.4324	4.79308928571429	5.25465
S10681	7.27275384615385	4.2101	6.84996	5.7238	6.352025	6.05304285714286	4.84122	8.40037857142857	5.12265	5.4094125
S10686	7.11624615384615	4.2098	6.73976	5.790025	6.2468125	6.26874285714286	5.049	8.32423571428571	5.12720714285714	5.502125
S10688	7.83610769230769	4.5663	7.10426	6.5768	6.55495	6.61335714285714	4.79476	8.50317142857143	4.99521071428571	5.0956125
S10690	7.17747692307692	3.6062	7.35932	6.703775	6.2856625	6.49195714285714	5.07866	8.46687857142857	5.035825	5.5950125
S10698	7.578	4.9053	7.13114	6.11855	6.5647	6.31794285714286	4.86826	8.29956428571429	4.81241785714286	5.250225
S107	7.75671538461538	4.9878	7.26252	6.0805	6.4083375	6.2535	4.83034	8.55651428571429	5.02954285714286	5.286475
S10703	7.52211538461538	4.3109	7.29664	6.628775	6.280625	6.56814285714286	5.05294	8.1937	4.87996428571429	5.141175
S10726	7.57657692307692	4.3938	6.49834	5.677725	6.7129375	6.23652857142857	5.13556	8.42921428571429	5.08359642857143	5.365975
S10729	7.33335384615385	4.7088	6.879	5.8787	6.2573625	6.28148571428571	5.02048	8.49929285714286	5.15618928571429	5.3866375
S10733	7.51849230769231	4.1166	7.03772	6.45185	6.3540875	6.52454285714286	5.1727	8.49257142857143	4.94170357142857	5.20365
S10734	7.59161538461538	4.4577	7.0567	5.854425	6.429025	6.31182857142857	4.86686	8.15492142857143	4.98977857142857	5.3783
S10735	7.40664615384615	3.6597	6.82624	5.67785	6.9869625	6.20324285714286	4.92434	8.47832857142857	4.98052142857143	5.348325
S10740	7.61904615384615	3.8861	6.7443	5.628975	6.0370625	6.57651428571429	4.78144	8.81838571428571	4.94325714285714	5.4017625
S10745	7.00938461538462	4	7.07072	6.2354	6.716775	6.56115714285714	5.24726	8.90787142857143	4.97106785714286	5.26465
S10748	7.39149230769231	4.5113	6.62208	6.11375	6.6098125	6.22151428571429	4.74918	8.30172857142857	5.03977857142857	5.397075
S10753	7.77999230769231	4.1402	7.13296	6.104775	6.5585375	6.57694285714286	5.18574	8.88367857142857	4.89877142857143	5.2108125
S10756	7.49456923076923	4.4953	7.04348	6.213775	6.830225	6.43498571428571	5.02428	8.52297857142857	4.97037142857143	5.259075
S10757	8.03003076923077	5.3081	7.23704	6.486075	6.8625375	6.3243	4.86006	8.16191428571429	4.87571071428571	5.231625
S1076	7.55003846153846	3.5522	6.9538	6.0549	6.765975	6.1968	4.70344	8.50637142857143	4.94012142857143	5.331575
S10764	7.34635384615385	4.5067	6.84386	5.988125	6.470625	5.98621428571429	4.77032	8.31422857142857	5.14677142857143	5.4965375
S10767	7.69218461538462	5.3885	7.73184	6.180075	6.7022875	6.36218571428571	4.97696	7.98672857142857	5.11330714285714	5.4888625
S10776	7.29107692307692	4.0877	7.27762	6.249925	6.6241875	6.45144285714286	4.94294	8.86842857142857	4.83831428571429	5.2587875
S10778	7.56736923076923	4.9823	6.88806	6.0236	6.5756125	6.39217142857143	4.97126	9.00739285714286	4.92575714285714	5.3243625
S10784	7.10141538461539	4.1954	6.99268	6.113275	6.5117125	6.45745714285714	4.79006	9.03405	4.85498928571429	5.206325
S10787	7.32686153846154	4.3666	7.23068	6.29525	6.6593625	6.08328571428571	4.82094	8.36317857142857	5.00040357142857	5.4704125
S10800	7.35239230769231	4.0186	7.05388	5.9312	7.6624125	6.30042857142857	4.74992	8.58697857142857	4.82090714285714	5.22305
S10805	7.28773846153846	4.7471	6.95986	5.7457	6.8121875	6.10315714285714	5.2284	8.72657142857143	5.12827857142857	5.4579
S10813	7.20967692307692	3.9765	7.24896	6.2988	6.5075	6.5408	4.80682	8.4954	4.91732857142857	5.3139875
S10814	7.03033076923077	3.9902	6.6497	5.73805	5.9886375	5.8054	4.97336	8.50675714285714	5.0107	5.4094375
S10815	7.48139230769231	4.1401	7.11832	6.1651	6.428725	6.31127142857143	5.04342	8.7375	4.89001785714286	5.1311875
S10817	7.50595384615385	4.2777	7.18668	6.158225	6.149925	6.04745714285714	5.01306	8.35007857142857	5.013175	5.4628
S1083	7.54676923076923	4.627	7.14394	6.249575	6.7351625	6.529	4.95038	8.33680714285714	4.83322857142857	5.1453375
S10835	7.12589230769231	3.8371	6.59568	5.83945	5.909075	7.04211428571429	5.11052	8.25141428571429	5.05204285714286	5.2053375
S10838	7.35105384615385	4.5817	7.22634	6.103825	6.1433375	6.37814285714286	5.01938	8.59582857142857	5.03436785714286	5.1501375
S10844	7.41928461538462	4.0267	6.6392	6.005925	6.7607	5.97661428571429	4.70228	8.35809285714286	5.03989642857143	5.36535
S10845	7.18142307692308	3.7549	6.83664	6.417725	6.3515625	6.80078571428571	4.96708	8.68205714285714	4.98337857142857	5.2521375
S10846	7.77685384615385	4.8179	7.38416	6.1996	7.16195	6.22124285714286	5.14496	8.12064285714286	4.89956428571429	5.241725
S10853	6.92276923076923	3.7599	6.62286	5.867925	5.87575	6.37068571428571	5.04428	8.82522857142857	5.09330714285714	5.3532875
S10854	7.71168461538462	4.1304	6.99188	6.05815	7.0564125	6.61015714285714	4.85146	8.17990714285714	4.85024285714286	5.2391375
S10865	7.38556923076923	4.5432	7.46554	6.6505	6.511825	6.55374285714286	4.97604	8.52152857142857	4.92693928571429	5.308775
S10866	7.40464615384615	4.3371	7.19638	5.9408	6.24575	6.53845714285714	4.88916	8.68375	4.87082857142857	5.1275125
S10869	6.98889230769231	4.392	7.4167	5.959025	6.1421125	6.83412857142857	4.86496	8.9538	4.96894642857143	5.3458125
S10873	7.24532307692308	4.6623	7.03896	6.362425	6.588625	6.20792857142857	5.09952	8.6736	4.88643571428571	5.357775
S10876	7.70795384615385	5.2434	7.18896	6.053925	6.7222375	6.64194285714286	5.24876	8.38415714285714	4.82903214285714	5.1047375
S10883	7.14524615384615	3.9271	6.95442	6.207075	6.5746625	6.51625714285714	4.95858	8.64760714285714	5.11227857142857	5.3755375
S10885	7.40725384615385	4.8079	6.71278	5.740725	6.404475	6.31521428571429	5.4055	8.6382	5.02610714285714	5.425075
S10893	7.2485	3.8398	6.97736	6.101975	6.12895	6.40287142857143	4.80078	8.68712857142857	4.96368928571429	5.334975
S10895	7.19477692307692	3.7658	7.47382	6.586525	6.0086875	6.40035714285714	5.33486	8.77543571428571	4.91674642857143	5.2161875
S10902	7.3837	4.7052	6.69464	5.8925	6.7570625	6.16532857142857	4.98544	8.25885	5.09153928571429	5.2812875
S10903	7.33380769230769	4.3161	7.6009	6.21115	6.0078125	6.26188571428571	4.97594	8.69183571428571	5.18396428571429	5.4417
S1092	7.35268461538462	3.9581	6.57848	5.6268	6.3515375	6.50318571428571	5.07256	8.91972142857143	4.87924642857143	5.1431
S10925	7.20028461538462	4.5673	6.72706	5.95585	6.6854625	6.60301428571429	4.96636	8.34667142857143	4.95651071428571	5.2440125
S10927	7.63820769230769	3.7336	6.92546	6.215275	5.995825	6.36798571428571	4.88534	8.78184285714286	4.90786071428571	5.2677
S10936	7.70136153846154	4.2432	7.7458	6.37235	6.4437375	6.54232857142857	5.12748	8.41040714285714	4.95215714285714	5.0891375
S10945	7.38882307692308	4.0292	7.30264	6.611775	6.869075	6.66725714285714	4.95268	8.95315	4.87117142857143	5.2013375
S10947	7.27536153846154	4.1194	6.63972	5.6836	6.1073875	5.82952857142857	4.68682	8.30396428571429	5.05338214285714	5.51835
S10949	7.72867692307692	4.119	6.9657	5.8532	6.36425	6.31965714285714	5.05706	8.57341428571429	5.00611071428571	5.1873875
