T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
S20079	7.56826153846154	4.1509	7.05876	5.88925	7.022975	6.095	4.94108	8.15078571428571	4.92076071428571	5.3535125
S2008	7.58846923076923	4.1688	7.19152	6.259075	5.9798625	6.26831428571429	5.00086	8.43520714285714	5.01103928571429	5.255075
S20088	7.39205384615385	4.5684	7.2001	5.921025	6.2912	5.93444285714286	5.11282	8.0314	5.09098928571429	5.2862625
S20093	7.53700769230769	4.4275	6.63208	5.869825	6.253375	6.01068571428571	4.7715	8.60525	5.00204285714286	5.399125
S20095	7.53304615384615	3.5982	6.81652	5.9256	6.4177375	6.04561428571429	4.72534	8.37087142857143	4.950575	5.5523
S20099	7.11093076923077	3.9009	7.06408	6.170975	6.400275	6.18515714285714	5.09886	8.57808571428571	4.94181785714286	5.3583875
S201	7.34626923076923	4.3319	6.89458	6.09385	6.2859125	6.15712857142857	5.07238	8.54807857142857	5.06487142857143	5.3425125
S20102	7.45779230769231	4.3322	7.12216	5.925875	6.3048625	6.05517142857143	4.95128	8.56001428571428	5.00028214285714	5.2665
S20104	7.19149230769231	4.2082	7.08764	6.0978	6.013725	5.9849	4.79154	8.3086	5.11960357142857	5.5518
S20105	7.58554615384615	5.2633	7.39016	6.23385	6.3014375	6.61791428571429	5.20008	8.60584285714286	4.88377857142857	5.11225
S20108	7.55900769230769	4.6418	7.53222	6.238975	6.685075	6.53082857142857	5.2469	8.40431428571429	4.95824285714286	5.2033375
S20115	7.36752307692308	4.3265	6.82306	5.863425	6.54495	6.06864285714286	4.68324	8.60085714285714	5.052375	5.38505
S20117	7.05755384615385	3.8308	6.95212	5.949175	6.5869625	6.89704285714286	5.2512	9.08562857142857	4.87032857142857	5.0993125
S20129	7.05198461538462	3.8966	6.63284	6.183475	5.8891125	6.54481428571429	5.27178	8.28428571428571	5.076375	5.4415875
S20132	7.3988	3.8993	7.6994	5.994825	5.974675	6.09652857142857	5.08634	8.18804285714286	5.04446785714286	5.4146125
S20135	7.36414615384615	4.0938	7.0615	5.79555	6.3578625	6.52627142857143	4.8504	8.71032857142857	4.99186071428571	5.3883
S20138	7.22090769230769	4.2635	7.21328	6.2132	6.20285	6.38361428571429	4.8033	8.58676428571429	5.06235	5.4125375
S20151	7.23174615384615	4.0205	6.91836	6.221475	6.60505	6.1353	4.88908	8.70903571428572	4.97629285714286	5.3918875
S20152	7.38243846153846	3.5543	6.80978	6.13615	6.61235	6.54354285714286	4.8842	8.90322857142857	5.00744642857143	5.3178875
S20156	7.3743	4.4756	6.6278	5.537875	6.609175	6.43187142857143	4.78218	8.34755	5.03451071428571	5.385825
S2016	7.50852307692308	4.4601	7.08928	6.26515	6.2104	6.50295714285714	4.90094	8.76139285714286	4.92293214285714	5.2017125
S20160	7.49431538461538	4.2819	7.01172	6.2735	6.8044625	6.78334285714286	5.14606	8.20885714285714	4.89427142857143	5.1684
S20166	7.28011538461538	4.5668	7.25424	5.93565	6.473525	6.38768571428571	4.88794	8.57054285714286	5.12607142857143	5.4877375
S20168	7.06318461538461	4.0116	7.02146	5.886675	6.5192625	6.53868571428571	5.29088	9.22767857142857	5.00079642857143	5.2464125
S20171	7.22298461538462	4.1898	6.84392	6.236425	6.8735375	6.19897142857143	4.91126	8.50925	5.03161428571429	5.417375
S20175	7.59793846153846	4.1688	7.17292	5.981675	6.2065625	6.58877142857143	4.86772	8.58633571428572	4.87573214285714	5.385925
S20179	7.67145384615385	4.7417	7.00438	6.24315	6.6378125	6.35642857142857	5.08414	8.34273571428571	4.84956785714286	5.16805
S2018	7.59248461538462	4.7173	6.94618	6.27745	6.9317875	6.38058571428571	5.01742	8.66751428571429	5.02508571428571	5.2288
S20186	7.15924615384615	4.3223	7.64382	6.1324	5.733025	6.18561428571429	4.93646	8.25940714285714	5.10737142857143	5.347
S20189	7.60192307692308	5.1801	8.21532	6.9149	7.038875	6.64224285714286	4.60348	8.33384285714286	4.73986428571429	5.1432625
S20192	7.70566153846154	4.2767	7.48076	6.33995	6.071975	6.47882857142857	4.9981	8.35621428571429	5.03134285714286	5.4478875
S20193	7.49386923076923	5.3634	7.48356	6.1134	6.2526375	6.38717142857143	4.94986	8.44809285714286	4.93418928571429	5.38895
S20195	7.39873846153846	3.9931	6.29166	5.643775	6.6350125	6.09914285714286	4.6864	7.89447857142857	4.96778214285714	5.4424875
S20197	7.58327692307692	4.2998	6.86488	5.7873	6.5834	5.85867142857143	4.70092	8.65351428571429	4.97853571428571	5.3384625
S2020	7.55771538461538	4.6122	7.03682	6.10865	6.381475	6.55975714285714	5.49212	8.59775714285714	5.03511071428571	5.186175
S20206	7.56307692307692	4.025	7.20512	5.8873	6.26065	5.87345714285714	4.87002	8.46494285714286	4.95720357142857	5.36985
S20211	7.23870769230769	4.4324	7.20304	5.846975	6.4383375	5.8841	4.8656	8.27146428571429	5.13123214285714	5.5901125
S20217	7.03630769230769	3.8956	6.80662	6.064225	6.3194625	5.69518571428571	4.70808	8.56708571428571	5.05504285714286	5.5230625
S2022	7.32763846153846	3.7424	6.95888	6.1815	6.4233875	6.24885714285714	4.90544	8.40050714285714	5.09916071428571	5.33265
S20220	7.18358461538462	3.561	6.68624	5.79275	5.82345	6.1621	4.601	8.76277142857143	4.97927857142857	5.43205
S20221	7.17913846153846	4.3442	7.43274	6.279775	5.9311375	5.92802857142857	4.76108	8.42679285714286	5.09801428571429	5.4455625
S20229	7.58361538461538	4.7227	6.86726	6.045425	6.8446625	6.43644285714286	5.0672	7.95435714285714	4.98005	5.333675
S20236	6.86537692307692	3.4863	6.83312	6.1616	6.012225	6.0222	4.86482	9.00236428571429	5.09039642857143	5.393225
S20238	7.71028461538462	5.558	7.44276	6.59325	6.5618875	6.47192857142857	5.04928	8.94040714285714	4.94041428571429	5.0397875
S20246	7.42300769230769	3.8003	6.58584	5.944775	6.370375	6.14584285714286	5.18534	8.22399285714286	4.98063928571429	5.4129125
S2025	7.15920769230769	4.1	7.06922	6.199925	6.292275	6.47281428571429	4.99948	8.37397857142857	4.95494285714286	5.3180875
S20252	7.31049230769231	4.6362	7.14648	6.098825	6.228125	6.35595714285714	5.2482	8.86657142857143	5.08671071428571	5.2890125
S20255	7.29704615384615	4.1854	7.34546	5.9733	6.710775	6.08212857142857	4.86106	8.13338571428571	4.87865	5.2848875
S20260	7.7999	4.6021	7.34556	6.6843	7.1666375	6.48178571428571	5.36866	8.2772	4.939775	5.006875
S20262	7.34	4.7389	6.76234	5.811275	6.4417	5.99432857142857	4.96954	8.33205714285714	5.04835357142857	5.3689375
S20270	7.33675384615385	4.0102	6.58712	5.81435	6.4420875	5.87841428571429	4.8956	8.14242142857143	5.007875	5.4477875
S20277	7.5178	4.1105	7.07188	6.090525	6.5539125	6.2923	5.10252	8.94065714285714	5.00521428571429	5.2549
S20294	7.38656153846154	4.0143	7.06226	5.437925	6.5258	5.96698571428571	4.5966	8.47825	5.14738571428571	5.561675
S20296	7.63825384615385	5.2915	6.54828	5.591475	6.5967	6.17375714285714	5.22554	8.30380714285714	4.99946071428571	5.290775
S20300	7.58476153846154	4.5933	6.89422	6.082775	6.2956375	6.16505714285714	5.43472	8.45021428571429	5.14195357142857	5.3752625
S20306	7.66606923076923	4.7305	6.79278	5.569625	6.4716625	6.28945714285714	4.61346	7.72947142857143	5.01046071428571	5.2569125
S20307	7.30803846153846	4.2005	6.89944	5.8327	6.474125	6.12791428571429	5.17154	8.39632857142857	5.08238571428571	5.36695
S20309	7.18442307692308	4.5607	7.0723	6.13505	6.4528	6.11165714285714	4.81172	8.10982142857143	4.98261785714286	5.368275
S20311	7.42423076923077	4.5036	7.09294	6.11195	6.31985	6.1861	4.85772	8.19149285714286	5.027675	5.455225
S20319	7.46415384615385	4.6666	6.8215	5.81245	6.8019125	5.93538571428571	4.99398	8.75032857142857	5.15908928571429	5.4814
S20321	7.05863076923077	4.6125	6.69334	5.978025	6.604075	6.06428571428571	4.62028	8.18255714285714	4.99235	5.2758
S20322	7.03439230769231	4.2202	6.34732	5.7204	6.422425	5.92725714285714	4.94528	8.37527142857143	5.10603928571429	5.5941125
S20327	7.41502307692308	4.0976	7.25906	6.3497	6.262025	6.03842857142857	4.88178	8.52300714285714	4.94541428571429	5.4240125
S20329	7.38002307692308	4.4417	7.17804	5.739275	6.65825	6.16418571428571	4.81522	8.48352142857143	4.97509642857143	5.2153125
S20340	7.42274615384615	4.3579	6.68838	5.53585	6.3314875	6.08095714285714	4.96798	8.41787142857143	5.100725	5.3969375
S20341	7.70143846153846	4.507	6.78714	5.88075	6.8613	6.0962	4.97776	8.43167142857143	4.91363928571429	5.2243
S20349	7.69809230769231	4.3136	7.24936	5.735075	6.73415	6.07292857142857	4.90146	8.33405	4.982725	5.492175
S20363	7.99779230769231	6.7689	8.6291	6.8663	6.109525	6.54048571428571	5.0985	7.78711428571429	4.84723928571429	5.1604
S20368	7.39444615384615	4.4995	7.22006	6.514425	6.0212625	6.26035714285714	4.90334	8.45988571428571	4.99721071428571	5.3130875
S20369	7.27568461538462	4.0178	6.94092	5.83865	6.5629	6.10722857142857	5.11844	8.56447857142857	5.08273214285714	5.5163875
S20374	7.57625384615385	4.4563	7.1171	6.241125	7.0015875	6.2641	4.87202	8.44823571428571	4.96640357142857	5.245875
S2038	7.29183076923077	4.1632	7.81742	7.01745	7.076925	6.62222857142857	5.15872	8.52287142857143	4.83173928571429	5.1400375
S20380	7.29986923076923	4.3998	7.15842	6.4337	6.5561125	6.24011428571429	4.90062	8.59957142857143	4.988725	5.3357875
S20384	7.35673076923077	3.9763	6.27578	5.73295	6.1959	6.09298571428571	4.7584	8.52202857142857	5.060525	5.6202875
S20389	7.30581538461538	4.2427	6.90308	6.0511	6.9174375	6.35762857142857	5.0838	8.77926428571429	4.99149285714286	5.200625
S20393	7.49786923076923	3.9429	7.20794	6.230525	6.0937625	6.20151428571429	4.65324	8.59276428571428	5.06399642857143	5.407975
S2040	7.29526153846154	4.7326	7.06992	5.9873	6.6364875	7.15864285714286	6.02696	8.19058571428571	4.83602857142857	5.1752625
S20406	7.12881538461538	4.4481	6.63118	5.94345	6.4145125	6.292	4.85026	8.38987142857143	5.08766071428571	5.49555
S20411	7.44129230769231	4.405	7.23406	5.75195	6.5975625	6.48664285714286	5.03524	8.35763571428572	5.12553214285714	5.4685
S20413	7.3568	4.3824	6.39928	5.778775	6.551175	6.24051428571429	4.9614	8.83897857142857	4.94378214285714	5.364075
S20414	7.26241538461538	3.9794	7.0415	5.9124	6.4853625	6.15815714285714	4.74608	8.61827857142857	5.097625	5.4731125
S20420	7.43915384615385	3.9184	6.548	5.7437	5.7037375	6.42891428571429	5.00498	8.58662857142857	4.93252857142857	5.16955
S20427	7.75518461538462	4.6326	7.4787	6.695725	6.4614	6.09897142857143	4.74722	8.54697857142857	5.02021071428571	5.3015625
S20430	7.62082307692308	4.561	7.2639	6.38655	7.027625	6.54317142857143	4.91424	8.72957142857143	4.7978	5.14435
S20432	7.14488461538462	4.0125	7.45134	6.111875	6.0086625	6.54155714285714	5.22252	8.71117857142857	4.96549642857143	5.2927
S20434	7.47208461538461	4.4325	6.987	6.376875	6.277725	6.13858571428571	4.85854	8.26875714285714	5.05539285714286	5.409175
S20438	7.32141538461538	4.0263	7.49242	6.430725	6.2815625	6.3014	4.8806	8.21993571428571	5.03328928571429	5.4058
S20441	7.30710769230769	4.4411	7.22666	5.83795	6.3227375	6.05738571428571	4.58802	8.59733571428571	4.91986428571429	5.059525
S20442	7.686	4.2418	7.46436	6.442775	6.4714125	6.60632857142857	4.97862	8.43905	5.02750714285714	5.26485
S20446	7.4855	4.0908	7.6153	6.644575	6.432	6.3706	5.13846	8.94019285714286	4.99249642857143	5.3016125
S20451	7.30079230769231	5.0734	8.00482	6.0182	6.6714375	6.41724285714286	4.75736	8.5712	5.04738928571429	5.6258375
S20457	7.56673846153846	3.9819	6.9447	5.782525	6.6210125	5.81198571428571	4.88316	8.33957857142857	4.99613928571429	5.5630875
S20464	7.26073846153846	4.2975	7.15134	6.232175	6.3205625	6.414	4.915	8.58323571428571	4.95946428571429	5.28155
S20469	7.22850769230769	3.9893	7.19	6.039725	6.3709	6.09992857142857	5.06124	8.64469285714286	4.97509642857143	5.3574375
S20472	7.40808461538462	4.5366	7.30844	6.256475	6.0388875	6.2771	5.30448	8.35728571428571	5.09246071428571	5.4894125
S20473	7.14357692307692	3.6403	7.39936	6.3912	6.498875	6.01062857142857	4.93138	8.35649285714286	5.12795	5.5892
S20475	7.64159230769231	4.2714	7.2412	6.1807	6.1647875	6.21731428571429	5.00332	8.74303571428571	4.9787	5.2870375
S20480	7.56081538461538	3.8304	7.01274	6.020825	6.4627625	6.13141428571429	4.70816	8.20517142857143	4.95358928571429	5.3065125
S20481	7.79609230769231	5.7114	7.44632	6.38995	6.3667625	6.45534285714286	5.18472	8.14037857142857	4.94716071428571	5.08685
S20484	7.30715384615385	4.1082	7.26896	6.245925	6.2799375	6.09025714285714	4.64418	8.41448571428571	5.04954285714286	5.5242375
S20486	7.66046923076923	4.45	7.0271	5.845325	7.1656125	6.32598571428571	4.94312	8.69603571428572	4.99369285714286	5.39175
S20491	7.63637692307692	3.94	6.6513	5.84055	6.368375	6.39934285714286	4.86326	8.36886428571429	4.95442142857143	5.4052125
S20492	7.19316923076923	4.129	7.12766	6.251575	6.6106625	6.19142857142857	5.46568	8.31882142857143	5.03823571428571	5.375175
S20495	7.53470769230769	4.641	7.54198	6.788475	6.842275	6.70807142857143	5.21806	8.38382857142857	4.93206428571429	5.0757625
S20499	7.3605	4.6391	7.53946	5.933275	6.84955	6.42388571428571	4.66792	8.56943571428571	4.88558214285714	5.3457625
S205	7.45343076923077	4.1159	6.77094	5.892775	5.8507125	6.12365714285714	4.92052	8.60939285714286	5.05798571428571	5.5020875
S20500	7.03942307692308	3.8291	7.10788	5.9263	6.38535	6.245	4.74612	9.02276428571429	5.13055	5.5414375
S20501	7.46240769230769	3.7894	7.1374	6.267	6.5366625	5.9506	4.8477	8.47672857142857	5.04546428571429	5.3995
S20505	7.19276923076923	4.6654	7.45068	6.21735	6.054075	6.21472857142857	4.6956	8.64118571428571	5.04734642857143	5.31505
S20508	7.65185384615385	5.1607	7.33012	6.2283	6.9447875	6.6455	4.80118	8.40918571428571	4.81092857142857	5.1723375
S20517	7.62957692307692	4.5574	7.11806	6.062575	6.9825875	6.46135714285714	4.8973	8.48792857142857	4.91611428571429	5.341975
S2052	7.26362307692308	4.1209	6.78718	5.92645	6.2818125	6.05657142857143	4.65372	8.3115	4.99476428571429	5.3315
S20527	7.22940769230769	4.0408	6.83608	5.847375	6.27165	5.96104285714286	4.7786	8.53124285714286	5.14839642857143	5.5595
S20530	7.43986923076923	3.7582	6.7222	5.744875	6.2596875	6.55491428571429	4.8673	8.52847857142857	4.96682857142857	5.3751875
S20540	7.3708	3.9264	7.9365	6.71225	6.3386	6.4073	4.77204	7.99682857142857	4.94410357142857	5.3115
S20542	7.39514615384615	3.939	6.71946	5.619025	6.47295	6.49255714285714	4.93034	8.57919285714286	5.01405357142857	5.4427375
S20543	7.19412307692308	4.5167	6.72634	5.618925	6.976575	6.1659	4.82336	8.41367857142857	4.91586071428571	5.4035375
S20555	7.55353076923077	4.5441	7.4496	6.18135	6.6839	6.36897142857143	5.01154	8.67981428571429	4.893775	5.375825
S20556	7.70366923076923	5.3274	7.78558	6.64815	6.5107125	6.5896	5.01338	8.44107857142857	4.89655714285714	5.1831125
S2056	7.50491538461538	4.9766	7.07502	6.102475	7.176925	6.67431428571429	4.78538	8.49078571428571	4.82589642857143	5.0531125
S20563	7.49517692307692	4.6206	7.37448	6.011	5.8792	6.44342857142857	4.94468	8.53075714285714	5.07136428571429	5.3041125
S2057	7.35606153846154	3.9314	6.3154	5.438125	6.483025	5.95817142857143	4.76048	8.57991428571428	5.10065	5.4852
S20576	7.20811538461538	3.8701	6.51882	5.577175	6.2610375	5.90565714285714	4.73144	8.30120714285714	5.10886071428571	5.6149625
S20581	7.47394615384615	3.8181	6.90804	6.214725	5.856225	6.21301428571429	5.14374	8.53391428571429	5.02873214285714	5.3811625
S20598	7.89851538461538	3.9697	6.59534	5.949725	6.9611125	6.56875714285714	4.87246	8.17538571428571	4.80635	5.217225
S2060	7.55303076923077	4.6864	7.4818	6.382725	6.4616625	6.28461428571429	4.76982	8.44852857142857	4.91574285714286	5.3023625
S20601	7.3388	4.1058	6.96892	5.921475	6.639025	6.44748571428571	4.85962	8.65548571428571	4.91266428571429	5.4034625
S20602	7.0851	3.8129	6.74466	5.575725	6.52985	6.00104285714286	4.81438	8.05644285714286	5.12153571428571	5.506875
S20603	7.58824615384615	4.4189	7.29884	6.049075	6.1044	6.54527142857143	4.98552	8.30183571428571	4.88553571428571	5.2115375
S20607	7.38836153846154	3.9609	6.69278	5.8448	6.3934875	5.82778571428571	5.05594	8.53342857142857	5.01370714285714	5.470025
S20608	7.1129	4.3302	6.83566	5.970475	6.153875	6.61622857142857	5.04504	8.88247142857143	4.84024642857143	5.0663125
S20609	7.19744615384615	3.9086	6.9838	5.853075	6.2421125	6.20652857142857	4.8918	8.67628571428572	5.08509642857143	5.3875125
S20610	7.69194615384615	3.7091	7.33326	6.58235	6.373875	6.64507142857143	4.90248	8.7896	4.91759285714286	5.1768875
S20617	6.92337692307692	3.8336	6.90174	5.59645	6.112225	5.87001428571429	4.8313	8.44296428571429	5.20384642857143	5.602475
S20621	7.57477692307692	4.6143	7.5619	6.353425	6.5692625	6.64825714285714	4.95038	8.27106428571429	5.01217142857143	5.2064625
S20624	6.99395384615385	3.983	7.01216	6.08115	6.02485	6.48357142857143	4.89032	8.28366428571429	5.07980714285714	5.4801375
S20629	7.4765	4.1656	6.67666	5.78825	6.7364625	6.1956	4.95452	7.47432857142857	5.025475	5.4993125
S20630	6.86927692307692	3.6263	6.39254	5.694125	5.7735375	6.03318571428571	5.03418	8.84292142857143	5.20175	5.470225
S20644	7.40893846153846	4.3469	7.3135	6.273725	6.15315	6.40858571428571	4.83004	8.72164285714286	4.84686071428571	5.1381125
S20664	7.64609230769231	4.5032	6.79886	5.596	6.9115125	6.12997142857143	4.65206	8.64427857142857	5.0198	5.412575
S20676	6.89004615384615	3.7539	6.54064	5.529475	6.20395	6.00681428571429	4.84474	8.073	5.20975714285714	5.7988
S20678	7.47521538461538	5.0844	7.4536	6.32895	6.7892875	6.43374285714286	5.06708	8.18363571428571	4.92891428571429	5.2495125
S20687	7.4344	4.7552	7.05702	5.9609	6.2774125	6.2758	5.1088	8.61124285714286	4.97411785714286	5.2199375
S20688	7.72003076923077	3.9989	7.12734	6.2673	6.9572	6.02108571428571	4.77418	8.72021428571429	5.03664642857143	5.436675
S20696	7.20152307692308	5.367	7.215	5.93505	6.5052375	6.35514285714286	4.85932	8.60412857142857	5.0053	5.2522375
S20702	7.50992307692308	4.6938	6.85474	6.0285	6.130825	6.50885714285714	5.0195	8.93155	5.01260357142857	5.1926
S20706	7.39116153846154	4.5235	7.0417	6.3064	6.7096625	6.21967142857143	4.80328	8.61372142857143	4.95232857142857	5.4247875
S20714	7.20066153846154	4.4432	6.39038	5.717925	6.3049625	5.88197142857143	4.74494	8.5909	4.99506785714286	5.3758625
S20719	7.32543846153846	4.4028	7.2629	5.6483	6.6057375	5.9015	5.03606	8.31270714285714	5.1204	5.5252
S20730	7.63406923076923	3.9992	6.49644	5.76355	6.4065875	6.29974285714286	5.00744	8.39745714285714	4.88702142857143	5.3384625
S20739	7.57000769230769	4.2024	7.45768	6.25165	7.1021375	6.71021428571429	4.99188	7.94080714285714	4.85084285714286	5.1847125
S20742	7.04038461538462	3.7569	6.81688	5.58305	6.3294875	6.05941428571429	4.93522	8.52448571428571	5.18625	5.518775
S20748	7.35172307692308	4.058	7.19464	6.37655	6.779575	6.65865714285714	4.8676	8.35264285714286	4.87679285714286	5.2070875
S20752	7.41014615384615	4.4941	7.17104	5.91575	6.7160375	6.40921428571429	4.72642	8.17704285714286	4.8582	5.1802625
S20759	7.85893076923077	5.1262	7.48486	6.6941	7.145925	7.0988	5.08292	8.21424285714286	4.75493928571429	5.0689
S20764	7.12360769230769	4.0447	6.8312	6.092475	6.1177125	6.37642857142857	4.91886	8.37849285714286	5.04357857142857	5.4609625
S20769	7.02570769230769	3.7329	6.85436	5.795125	6.1929625	6.03631428571429	5.06232	8.55375	5.15661071428571	5.5013125
S20774	7.55011538461538	4.913	7.63868	6.68645	6.4006625	6.41224285714286	4.68314	8.07284285714286	4.78308214285714	5.039825
S20782	7.19510769230769	3.8732	6.439	5.481725	5.9787375	6.32567142857143	5.10252	8.93379285714286	5.08847857142857	5.5117875
S20783	7.09520769230769	4.1091	6.8944	6.301	5.836825	6.60614285714286	5.22972	8.90776428571429	5.07782857142857	5.0917125
S20786	7.40681538461538	4.1032	6.88998	5.920475	6.563225	6.33085714285714	4.7966	8.64257142857143	4.90756785714286	5.3367125
S20796	7.33000769230769	4.4241	6.85188	6.3584	6.3968625	6.4098	5.13402	8.36370714285714	4.95225357142857	5.1880125
S208	7.41222307692308	4.165	6.6489	5.69145	6.546375	5.97798571428571	5.09002	8.57475714285714	5.13046785714286	5.309975
S20809	7.47129230769231	4.7772	6.99564	5.827225	6.7571625	6.27191428571429	4.97732	8.55165	4.99375	5.3525
S2081	7.43235384615385	4.0123	6.67702	5.8364	6.4522	6.45822857142857	4.8168	8.35485	4.92216071428571	5.355725
S20816	7.19553076923077	4.117	6.38486	5.825425	5.8716	6.32775714285714	5.25584	8.53935	5.13237142857143	5.3615375
S20820	7.54547692307692	4.8064	7.15278	6.048625	6.1016	7.22338571428571	5.08396	8.46119285714286	4.86365714285714	5.1188625
S20827	7.16326153846154	3.7359	7.0851	5.850175	6.27285	6.00117142857143	4.98532	8.35204285714286	5.05389642857143	5.36925
S2083	7.57535384615385	3.9131	7.18568	6.297	6.902925	6.18122857142857	5.19388	7.54935714285714	5.00036071428571	5.3500125
S20835	7.15183076923077	3.9033	7.02808	6.06655	6.23395	6.65085714285714	5.06586	8.86405714285714	5.01093214285714	5.448075
S20838	7.90303846153846	4.8142	6.77358	6.055925	6.8024875	6.46425714285714	4.92022	8.14840714285714	4.90657857142857	5.3544125
S20853	7.49057692307692	4.1526	6.8167	5.9184	5.91635	6.498	5.22948	8.74395714285714	4.95247857142857	5.1696
S20855	7.27981538461538	4.1001	6.80292	5.56855	6.2181625	5.89078571428571	4.78034	8.49084285714286	5.15346071428571	5.5514875
S20856	7.20282307692308	3.8932	7.0427	5.898325	6.4509125	5.74184285714286	4.75544	7.8694	5.27024285714286	5.6805125
S20858	7.30393846153846	4.0766	7.19622	6.216275	6.4678375	6.40387142857143	4.56138	8.4669	4.97621071428571	5.37705
S20866	7.28434615384615	3.9897	6.36408	5.931325	6.224325	6.11322857142857	4.74676	8.80207857142857	5.006175	5.2765
S20870	7.78141538461538	4.579	7.28218	6.33085	6.9619375	6.57581428571429	5.25544	8.31350714285714	4.84513214285714	5.0896875
S20873	7.45106923076923	4.4524	7.112	6.039875	6.396775	5.81707142857143	4.8123	8.38111428571429	5.05691428571429	5.4434875
S20875	7.34338461538462	3.6065	7.28212	6.219825	6.6329375	6.23058571428571	4.69538	8.75192142857143	5.01228928571429	5.4324375
S20887	7.43073846153846	4.3161	7.11852	6.1362	6.3389625	6.17547142857143	4.84282	8.59177142857143	5.04178928571429	5.502975
S20889	6.85085384615385	4.3827	6.91512	6.094475	6.19375	6.74848571428571	4.68844	8.59859285714286	4.97922142857143	5.25015
S20899	7.55326153846154	4.8422	6.9289	5.7423	6.45135	5.96851428571429	4.93166	8.23533571428571	5.05626071428571	5.3548
S20909	7.44606153846154	4.9831	7.76628	6.014575	6.4162375	6.33034285714286	5.09928	8.59243571428572	4.99689285714286	5.381275
S20913	7.44010769230769	3.8602	6.68972	6.00665	6.63945	6.57901428571429	5.13822	8.37295	5.03862857142857	5.1977375
S20917	6.85966923076923	5.029	6.93284	6.243725	8.2793375	6.069	5.43656	7.96676428571429	4.90963928571429	5.4952625
S20925	7.02523846153846	4.0716	6.88402	5.934275	6.1634625	6.41505714285714	5.08508	8.75310714285714	5.05501428571429	5.3964125
S20931	7.4768	4.538	7.40288	6.702375	6.4584625	6.34422857142857	5.1112	8.6473	4.89473571428571	5.1612125
S20936	7.20906153846154	3.5156	6.49836	5.66475	5.9881375	6.10948571428571	5.1413	8.5871	5.05397142857143	5.44175
S20940	7.33196923076923	4.1822	7.12154	5.95225	6.5142125	6.2884	4.87858	8.706	5.04222142857143	5.4486125
S20943	7.30431538461538	4.4414	7.0446	5.790825	6.548125	6.58377142857143	5.00692	8.42626428571429	4.96798928571429	5.2739375
S20954	7.27126153846154	4.5169	6.87858	5.69505	6.3832375	6.15412857142857	4.82108	8.68237857142857	5.04598928571429	5.4163375
S20956	7.13989230769231	3.7471	7.306	6.481925	6.319325	6.45352857142857	4.73018	8.85694285714286	4.84155357142857	5.2504375
S2096	7.45695384615385	4.2045	6.58948	6.002525	6.334525	6.34017142857143	4.8444	8.63807857142857	4.98871071428571	5.407925
S20972	7.45412307692308	4.1104	6.96492	6.08635	6.402475	6.29632857142857	4.87068	8.74715	4.98475714285714	5.273775
S20979	7.32474615384615	3.877	6.85464	5.98325	6.5111375	6.3658	5.05132	8.75328571428572	4.99824642857143	5.3025
S2098	7.58577692307692	5.1063	7.47326	6.246475	6.20905	6.42284285714286	4.86502	8.70297857142857	4.94155714285714	5.1603125
S20980	7.75503076923077	4.7507	7.09546	6.11595	6.8167875	6.00151428571429	5.05294	8.26015	4.99428928571429	5.3070125
S20986	7.53230769230769	4.5596	7.3812	5.961675	6.11035	6.4105	5.19138	8.53152142857143	4.990275	5.414575
S20989	7.30283846153846	4.4277	6.83168	5.951825	6.2582875	6.37742857142857	4.94062	9.02456428571429	5.01869285714286	5.370925
S20997	7.39366153846154	3.9437	7.69428	6.867525	6.431575	6.4589	4.92538	8.61723571428571	5.01086785714286	5.32275
S21000	7.54457692307692	3.8659	7.4572	6.221125	6.6211625	6.57887142857143	5.5204	8.61882142857143	4.95062142857143	5.3485375
S21005	7.13914615384615	3.8071	6.19048	5.595175	6.5806	5.89825714285714	4.97224	8.36458571428571	5.05555	5.5185125
S21007	7.26558461538461	4.0923	6.93054	6.03045	6.4199375	6.31912857142857	5.02142	8.42021428571429	4.98440357142857	5.3482375
S21009	7.42163846153846	4.8444	6.94268	5.754875	6.3034875	5.92652857142857	4.89702	8.56440714285714	5.14627142857143	5.457975
S21015	7.45740769230769	3.6133	6.75272	5.74095	6.51515	6.02718571428571	4.96406	8.1693	5.03717857142857	5.349425
S21034	7.46617692307692	3.9762	6.63326	5.54995	6.950025	5.86205714285714	4.8428	8.44094285714286	5.03872142857143	5.480825
S21037	7.44129230769231	4.5037	7.2964	6.078475	6.7632625	6.22971428571429	4.96128	8.56807857142857	4.98776071428571	5.4410125
S21048	7.39470769230769	3.676	6.50208	5.957325	6.1329625	6.05892857142857	4.75312	8.65365	5.00896785714286	5.392675
S21058	7.77962307692308	5.4751	7.42556	6.324575	7.1569	6.63977142857143	4.95018	8.65502142857143	4.84654285714286	5.2663125
S21060	7.16816923076923	4.024	6.9562	6.230625	6.3358375	6.37287142857143	5.02776	8.73250714285714	5.01597142857143	5.40485
S21064	7.15905384615385	4.2911	7.33036	6.19975	5.921675	6.86407142857143	4.99008	9.0024	4.97715	5.2913875
S21068	7.30197692307692	4.0402	6.73366	5.676425	6.564075	6.22942857142857	5.06908	8.20753571428572	4.976975	5.44215
S21071	7.11568461538462	3.7899	6.93204	6.24665	6.142025	6.41762857142857	5.0073	8.62549285714286	4.88615	5.165075
