Sample	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	Other
S13725	S13725	0.0650919045519688	0	0	0	0.596185816840199	0.030339399125011	0	0	0.308382879482821	0	2.22044604925031e-16
S1373	S1373	0.0529083129435674	0	0	0	0.404594534069458	0	0	0	0.542497152986975	0	0
S13749	S13749	0.101166969382486	0	0	0	0.411831312358055	0.0439081734562282	0	0	0.44309354480323	0	4.44089209850063e-16
S13751	S13751	0.0721823291454726	0	0	0	0.289134371207965	0.0469134610128449	0	0	0.591769838633718	0	1.11022302462516e-16
S13759	S13759	0.0826236560979876	0	0	0	0.412665591908654	0.0339981603765469	0	0	0.470712591616811	0	1.11022302462516e-16
S13761	S13761	0.0578139426289165	0	0	0	0.413998741803831	0.0283368427486662	0	0	0.499850472818586	0	1.11022302462516e-16
S13766	S13766	0.0786101647977283	0	0	0	0.284494797274144	0.0367315752103737	0	0	0.600163462717753	0	2.22044604925031e-16
S13778	S13778	0.0704119272552768	0	0	0	0.407675567980763	0.0310562622164267	0	0	0.490856242547533	0	0
S1378	S1378	0.181947912628098	0	0	0	0.1913566543043	0.0560500076262182	0	0	0.570645425441384	0	5.55111512312578e-16
S13780	S13780	0.139649629613289	0.00342883380884031	0.00070992485432045	0	0.415495263003976	0.0530628127364294	0	0	0.387653535983144	0	0
S13785	S13785	0.115939825616175	0.00576355173010126	0.0104196036922136	0	0.446099636865036	0.0409250420348331	0	0	0.380852340061641	0	0
S13789	S13789	0.0750677445149553	0	0	0	0.5809098229786	0.0349713504411516	0	0	0.309051082065293	0	0
S13791	S13791	0.123599163682932	0	0	0	0.351493033358775	0.0311988485329595	0	0	0.493708954425333	0	2.22044604925031e-16
S13794	S13794	0.101741097960582	0	0	0	0.447475395187543	0.0449889760310797	0	0	0.405794530820796	0	1.11022302462516e-16
S13795	S13795	0.0908177878574164	0	0	0	0.509965869267129	0.0401900786624825	0	0	0.359026264212972	0	2.22044604925031e-16
S13796	S13796	0.0814951260750398	0	0	0	0.430903744103412	0.0226588343116568	0	0	0.464942295509892	0	0
S13824	S13824	0.110930040830224	0	0	0	0.403857627755126	0.0256626780567322	0	0	0.459549653357918	0	0
S13827	S13827	0.140237205621972	0.00713192442549963	0.00459472593356856	0	0.452693504933069	0.0657569939215646	0	0	0.329585645164325	0	3.33066907387547e-16
S13834	S13834	0.0724878813108624	0	0	0	0.325841302826868	0.0385157317024747	0	0	0.563155084159795	0	0
S13837	S13837	0.0815099339499518	0	0	0	0.457904718850203	0.0145884550235663	0	0	0.445996892176278	0	2.22044604925031e-16
S13846	S13846	0.0879064508384413	0.00139864471574326	0.0587747899567817	0	0.509704448542075	0.0535574726458743	0	0	0.288658193301084	0	4.44089209850063e-16
S1385	S1385	0.0952414744457657	0	0	0	0.423053399232768	0.0366899097926769	0	0	0.445015216528789	0	0
S13851	S13851	0.0567097756950393	0	0	0	0.477060621366212	0.0371381997221248	0	0	0.429091403216624	0	3.33066907387547e-16
S13856	S13856	0.0864343394764572	0	0	0	0.335700597480378	0.0337857449896723	0	0	0.544079318053493	0	2.22044604925031e-16
S13858	S13858	0.146745927976725	0	0	0	0.142477048259098	0.0663525405765585	0	0	0.644424483187617	0	4.44089209850063e-16
S13866	S13866	0.079834440621901	0	0	0	0.667384877125764	0.0534965811693407	0	0	0.199284101082994	0	4.44089209850063e-16
S13877	S13877	0.104443372366746	0	0.0134059197191258	0	0.570293619223809	0.0584849204589823	0	0	0.253372168231336	0	3.33066907387547e-16
S13881	S13881	0.0743580826968324	0	0	0	0.492650513296809	0.0341708554376391	0	0	0.39882054856872	0	0
S13883	S13883	0.069617715032178	0	0.082940932855364	0	0.48711344619388	0.0697681777527555	0	0	0.290559728165822	0	7.7715611723761e-16
S13903	S13903	0.0750129053670985	0	0	0	0.64795367002364	0.0285948396337468	0	0	0.248438584975514	0	0
S13904	S13904	0.111060321017371	0	0	0	0.496333514647623	0.0471828012143577	0	0	0.345423363120648	0	0
S13920	S13920	0.079903007827396	0	0	0	0.497360884670007	0.0397821765799407	0	0	0.382953930922657	0	1.11022302462516e-16
S13925	S13925	0.0688523428350753	0	0	0	0.39525727191075	0.000646457574555777	0	0	0.535243927679618	0	0
S13926	S13926	0.100452611812423	0.000475208367098711	0	0	0.428874457443816	0.0563352844202489	0	0	0.413862437956413	0	4.44089209850063e-16
S1393	S1393	0.14000684637739	0	0	0	0.256960975837557	0.045936070627987	0	0	0.557096107157065	0	6.66133814775094e-16
S13936	S13936	0.142307043266331	0	0	0	0.390341897661546	0.0398584602633235	0	0	0.427492598808799	0	5.55111512312578e-16
S13938	S13938	0.0961099581443529	0	0	0	0.447446485812916	0.025010109750273	0	0	0.431433446292459	0	0
S13948	S13948	0.124973390926205	0	0	0	0.365772577012012	0.0606695754266967	0	0	0.448584456635086	0	0
S13952	S13952	0.159920826463631	0.0130039747683862	0.00408563546883347	0	0.300221818319033	0.071761654225472	0	0	0.451006090754644	0	7.7715611723761e-16
S13955	S13955	0.124980005149916	0	0	0	0.369003510981882	0.0557273400187003	0	0	0.450289143849502	0	0
S13956	S13956	0.0928659989787874	0	0	0	0.542211472396114	0.052175787580763	0	0	0.312746741044335	0	0
S13959	S13959	0.151597752401735	0	0	0	0.337853265998377	0.0422164424891833	0	0	0.468332539110705	0	2.22044604925031e-16
S13972	S13972	0.0990904850384641	0.00202768695249081	0.00472578445365058	0	0.418057130668563	0.0431766999992984	0	0	0.432922212887533	0	1.11022302462516e-16
S13980	S13980	0.0441902663511693	0.0310151707361367	0	0	0.652372443363823	0.0116670608563013	0	0	0.260755058692569	0	2.22044604925031e-16
S13982	S13982	0.100461648251971	0.0107760527814929	0.00316979928280948	0	0.413580615461526	0.0800890979931339	0	0	0.391922786229066	0	0
S13988	S13988	0.0647090072965844	0	0	0	0.594270894493233	0.0110122988917424	0	0	0.33000779931844	0	0
S14012	S14012	0.189510652865603	0	0	0	0.437196248068819	0.0366501029641242	0	0	0.336642996101454	0	1.11022302462516e-16
S14014	S14014	0.0648178966913096	0	0	0	0.382406111335203	0.0364925615279077	0	0	0.516283430445579	0	2.22044604925031e-16
S14022	S14022	0.0861445491274945	0	0.00616954241769081	0	0.453921447268825	0.0459004695872153	0	0	0.407863991598775	0	2.22044604925031e-16
S14028	S14028	0.118494888817574	0	0	0	0.405893508927568	0.0290751746046308	0	0	0.446536427650227	0	0
S14030	S14030	0.0944793215608398	0.00616728100413541	0.021634849267191	0	0.504422087663173	0.0522473127626697	0	0	0.321049147741991	0	1.11022302462516e-16
S14035	S14035	0.179734332037438	0.0164440823674093	0.0133091504786646	0	0.452546574250237	0.0740147834857974	0	0	0.263951077380453	0	3.33066907387547e-16
S14037	S14037	0.0936242092194187	0	0	0	0.283568422863717	0.0557138973854062	0	0	0.567093470531458	0	0
S14038	S14038	0.0310929519248663	0	0	0	0.584885135400373	0.0378174621640023	0	0	0.346204450510758	0	2.22044604925031e-16
S14049	S14049	0.102966198583362	0.0433834195972808	0.0196565715636984	0	0.577166026763599	0.0583082274273944	0	0.000328897822551895	0.198190658242114	0	0
S14051	S14051	0.054057444406082	0	0	0	0.588163320870109	0.0424436581573075	0	0	0.315335576566501	0	2.22044604925031e-16
S14056	S14056	0.077320252656573	0	0	0	0.43839491815445	0.0524769329740803	0	0	0.431807896214896	0	5.55111512312578e-16
S14070	S14070	0.0901637217454419	0	0	0	0.462171853022577	0.0399497267163779	0	0	0.407714698515603	0	2.22044604925031e-16
S1408	S1408	0.0682899124486011	0	0	0	0.636589564486224	0.0178145585288815	0	0	0.277305964536293	0	3.33066907387547e-16
S14089	S14089	0.0741898738946588	0	0	0	0.461557678522097	0.0266396683924491	0	0	0.437612779190795	0	1.11022302462516e-16
S14090	S14090	0.0841320003838395	0	0	0	0.415810540012746	0.0550331500115925	0	0	0.445024309591822	0	0
S14121	S14121	0.0261466526026836	0	0	0	0.622309431060378	0.0238116295388263	0	0	0.327732286798112	0	2.22044604925031e-16
S14122	S14122	0.138546951329336	0	0	0	0.241425131743702	0.0408961145708318	0	0	0.57913180235613	0	1.11022302462516e-16
S14129	S14129	0.065221712361275	0.00431689082890003	0.00776039374346128	0	0.579232898548217	0.0818840567613667	0	0	0.26158404775678	0	1.11022302462516e-16
S14133	S14133	0.0779327682858688	0	0	0	0.460099720536976	0.0436305932190384	0	0	0.418336917958116	0	0
S14138	S14138	0.0918827785488522	0	0	0	0.4068670763335	0.0299393139593305	0	0	0.471310831158317	0	0
S14141	S14141	0.133599925166373	0	0	0	0.387573386358922	0.0321004253567575	0	0	0.446726263117947	0	1.11022302462516e-16
S14151	S14151	0.075468062877961	0	0	0	0.512121932992822	0.0651526966266112	0	0	0.347257307502606	0	2.22044604925031e-16
S14154	S14154	0.137063238281632	0.00404213555615382	0.000103815427451776	0	0.365558404468181	0.0551373872105464	0	0	0.438095019056035	0	0
S14157	S14157	0.160387240439377	0	0	0	0.282191134013595	0.0436899000334024	0	0	0.513731725513626	0	0
S14161	S14161	0.0613421272048895	0	0	0	0.390943559873349	0.0302998562802785	0	0	0.517414456641483	0	0
S14167	S14167	0.102852357593619	0	0.00996918416528961	0	0.514432672999983	0.064432295546941	0	0	0.308313489694167	0	1.11022302462516e-16
S14185	S14185	0.0900422116218267	0	0	0	0.555570343434683	0.0364896691649858	0	0	0.317897775778504	0	2.22044604925031e-16
S1419	S1419	0.0362307143616995	0	0	0	0.509550586441433	0.0257217427279768	0	0	0.428496956468891	0	0
S14193	S14193	0.0754662855380393	0	0.0090307177750812	0	0.479987836752627	0.0427420442000104	0	0	0.392773115734242	0	0
S14197	S14197	0.0672983466180396	0	0.0204696282017674	0	0.431200778602601	0.0754253339749121	0	0	0.405605912602679	0	4.44089209850063e-16
S142	S142	0.109459033788456	0.00673013272548426	0.00193903519724708	0	0.558718822837962	0.0486791701599703	0	0	0.27447380529088	0	7.7715611723761e-16
S14206	S14206	0.173616905167205	0	0	0	0.212163303064337	0.051677603054797	0	0	0.56254218871366	0	2.22044604925031e-16
S14215	S14215	0.0912761430448559	0	0	0	0.532318928760982	0.0287367374910982	0	0	0.347668190703063	0	5.55111512312578e-16
S14220	S14220	0.0909730936245704	0.00818035031010803	0	0	0.470774767042611	0.0758180056141965	0	0	0.354253783408514	0	2.22044604925031e-16
S14222	S14222	0.0630551618957928	0	0	0	0.499557846713984	0.04052693472731	0	0	0.396860056662913	0	1.11022302462516e-16
S14225	S14225	0.0853868250188692	0	0.0587184513781781	0	0.456648583762835	0.0558176566617883	0	0	0.34342848317833	0	0
S1423	S1423	0.0840227128831046	0	0	0	0.552501764029472	0.0192962236086699	0	0	0.344179299478754	0	0
S14233	S14233	0.138947083882976	0	0	0	0.44388096593208	0.0343596909632369	0	0	0.382812259221708	0	0
S14251	S14251	0.0755917720571001	0	0	0	0.368156245454486	0.0365890416022328	0	0	0.519662940886181	0	0
S14260	S14260	0.130765075657196	0	0.00561261641839914	0	0.446770849166756	0.086354835491699	0	0	0.33049662326595	0	6.66133814775094e-16
S14266	S14266	0.120080514493969	0	0.056769922714432	0	0.588994667289436	0.0556115106094935	0	0	0.178543384892669	0	2.22044604925031e-16
S14278	S14278	0.0439865054494391	0	0	0	0.44970816282443	0.00797300090101781	0	0	0.498332330825113	0	5.55111512312578e-16
S14280	S14280	0.0675073042243974	0	0	0	0.446976575143707	0.0371443752040505	0	0	0.448371745427845	0	0
S14286	S14286	0.197913684251708	0.0034773067995913	0	0	0.391027639066326	0.0537858131558761	0	0	0.353795556726498	0	2.22044604925031e-16
S14287	S14287	0.0945542994408264	0	0	0	0.566522843297353	0.0485667982094106	0	0	0.29035605905241	0	3.33066907387547e-16
S14290	S14290	0.113258270320206	0	0	0	0.140270175949048	0.0418205991122316	0	0	0.704650954618514	0	1.11022302462516e-16
S14297	S14297	0.0921557395917067	0	0	0	0.416632464017057	0.0407497599779161	0	0	0.45046203641332	0	0
S14303	S14303	0.0918231844034282	0	0	0	0.410584470823389	0.0233449960231612	0	0	0.474247348750021	0	2.22044604925031e-16
S14305	S14305	0.069479941781073	0	0	0	0.403213377691321	0.0325582554665054	0	0	0.4947484250611	0	3.33066907387547e-16
S1432	S1432	0.205441715607073	0.00273007528739056	0.0331686264027309	0	0.354706696426187	0.0546149872889575	0	0	0.349337898987661	0	4.44089209850063e-16
S14320	S14320	0.0878046367191471	0	0	0	0.444647453386747	0.048098552427504	0	0	0.419449357466602	0	0
S14332	S14332	0.160908270982684	0	0	0	0.388188985292975	0.041688984466817	0	0	0.409213759257524	0	5.55111512312578e-16
S14339	S14339	0.0587102656690544	0	0.0089552996047341	0	0.443876973128384	0.0533790017268605	0	0	0.435078459870966	0	5.55111512312578e-16
S14340	S14340	0.0750531747155387	0	0.0143893851813898	0	0.451206861032923	0.0916606131665688	0	0	0.36768996590358	0	2.22044604925031e-16
S14342	S14342	0.0692640281893	0	0	0	0.417755705486266	0.0450324633263702	0	0	0.467947802998064	0	0
S14346	S14346	0.110973989604953	0	0	0	0.642625809656677	0.0230322695333154	0	0	0.223367931205054	0	0
S14348	S14348	0.102944931497679	0	0	0	0.469144601789868	0.0285059412175212	0	0	0.399404525494932	0	0
S14354	S14354	0.164553516154224	0	0	0	0.482418817996089	0.0303598904883783	0	0	0.322667775361308	0	2.22044604925031e-16
S14358	S14358	0.0556209351768059	0	0	0	0.555385256186747	0.00982526039283756	0	0	0.379168548243609	0	0
S1436	S1436	0.141152418008272	0	0	0	0.432101107376918	0.0524984438431135	0	0	0.374248030771697	0	2.22044604925031e-16
S1437	S1437	0.0420571476922562	0	0	0	0.436774725021905	0.0241338095651686	0	0	0.49703431772067	0	1.11022302462516e-16
S14372	S14372	0.141524885168278	0.00791346926588749	0.0377828687926469	0	0.402805128801092	0.0556147386861451	0	0	0.35435890928595	0	4.44089209850063e-16
S14379	S14379	0.0961008549291183	0	0	0	0.447647450968047	0.0676593613583458	0	0	0.388592332744488	0	4.44089209850063e-16
S14381	S14381	0.0826826912115143	0	0.0351423643351384	0	0.390970233184427	0.0686115662692748	0	0	0.422593144999645	0	6.66133814775094e-16
S14389	S14389	0.126957279104917	0	0	0	0.450791860091359	0.0350379459558499	0	0	0.387212914847874	0	0
S14392	S14392	0.096812950830394	0	0	0	0.509389788683762	0.0163297443542536	0	0	0.37746751613159	0	2.22044604925031e-16
S14393	S14393	0.0998232795717334	0	0.0155890556633595	0	0.512290892544604	0.0611067734169378	0	0	0.311189998803365	0	4.44089209850063e-16
S14395	S14395	0.0474782976496536	0	0	0	0.618623625855779	0.0138371794497209	0	0	0.320060897044845	0	7.7715611723761e-16
S14397	S14397	0.411979625752656	0	0	0	0.226449980284796	0.0307222955815821	0	0	0.330848098380966	0	1.11022302462516e-16
S144	S144	0.0759305936945673	0	0	0	0.218908850257175	0.0380916277321772	0	0	0.667068928316081	0	0
S14402	S14402	0.127781417573185	0.00839056339907542	0.0482367572701666	0	0.479277997063052	0.0869534965007231	0	0	0.249359768193798	0	4.44089209850063e-16
S14405	S14405	0.0787065296796754	0	0	0	0.439508528417897	0.0130001699821449	0	0	0.468784771920282	0	0
S14409	S14409	0.08341235504135	0.00496562863297054	0.0274709318355343	0	0.498295578336984	0.0520272699493824	0	0	0.333828236203779	0	0
S1441	S1441	0.187293051629881	0	0	0	0.199680724427563	0.0512246420600879	0	0	0.561801581882467	0	0
S14414	S14414	0.0908695455990406	0	0.0268451547805196	0	0.462601111489208	0.0469978171400855	0	0	0.372686370991146	0	4.44089209850063e-16
S14415	S14415	0.0706758031916338	0	0	0	0.591763709071407	0.0255000201915614	0	0	0.312060467545397	0	9.99200722162641e-16
S14416	S14416	0.0879417041417683	0	0.0022407520747036	0	0.426387072029784	0.0382274929002679	0	0	0.445202978853476	0	0
S14417	S14417	0.0729295620278316	0	0.0189260917480593	0	0.452768961599642	0.0377621469182738	0	0	0.417613237706193	0	2.22044604925031e-16
S14428	S14428	0.0615836626047079	0	0	0	0.527275191071595	0.036380541485197	0	0	0.3747606048385	0	2.22044604925031e-16
S14432	S14432	0.0561426664173276	0	0	0	0.567066485853424	0.0448058083029428	0	0	0.331985039426306	0	1.11022302462516e-16
S14433	S14433	0.110069355754654	0	0	0	0.444285356756176	0.0431097862234134	0	0	0.402535501265757	0	1.11022302462516e-16
S14434	S14434	0.101977681777913	0	0.050250490060251	0	0.359142772860056	0.067514716559539	0	0	0.421114338742241	0	3.33066907387547e-16
S14437	S14437	0.0461046306569875	0	0.0318383483368485	0	0.499186783444566	0.0510408517622109	0	0	0.371829385799387	0	0
S14438	S14438	0.0723498859093434	0	0	0	0.420399700835235	0.0427054949360548	0	0	0.464544918319366	0	0
S14440	S14440	0.134748664113594	0	0	0	0.497078297141435	0.0609219158568119	0	0	0.307251122888159	0	5.55111512312578e-16
S14462	S14462	0.0610133434034422	0	0	0	0.456079882617748	0.0340933316540451	0	0	0.448813442324765	0	0
S14467	S14467	0.146033676452708	0	0	0	0.131910135881469	0.042305966943394	0	0	0.679750220722429	0	3.33066907387547e-16
S14469	S14469	0.138126029251516	0.003356875264628	0.0207280806210708	0	0.427586858828739	0.0663502360290456	0	0	0.343851920005	0	5.55111512312578e-16
S14488	S14488	0.116883210723299	0.00843579916427289	0	0	0.51179886112828	0.0421945839933471	0	0	0.3206875449908	0	6.66133814775094e-16
S14492	S14492	0.0664784187238142	0	0.0157539100473708	0	0.529425004307978	0.0343493837133151	0	0	0.353993283207522	0	1.11022302462516e-16
S14493	S14493	0.0868482023657245	0	0	0	0.548378566043849	0.0273259993005568	0	0	0.33744723228987	0	0
S14495	S14495	0.107098437026368	0	0.0157186398189117	0	0.491195005672749	0.0801398530942859	0	0	0.305848064387685	0	6.66133814775094e-16
S14502	S14502	0.0740139697008943	0	0	0	0.324818636453535	0.0242098354114247	0	0	0.576957558434146	0	0
S14507	S14507	0.0737193093298573	0.031750390848657	0	0	0.325548804381967	0.0471353500756029	0	0	0.521846145363916	0	0
S14513	S14513	0.104043424858669	0	0	0	0.26844773069223	0.0222485483179903	0	0	0.60526029613111	0	0
S14522	S14522	0.10199151838131	0	0	0	0.282035218562505	0.0219665984271944	0	0	0.59400666462899	0	6.66133814775094e-16
S14532	S14532	0.0503310461758227	0	0.0239570433746628	0	0.796189919045323	0.0342077793162876	0	0	0.0953142120879031	0	3.33066907387547e-16
S14533	S14533	0.116053361837443	0	0	0	0.180377333783893	0.120064030651196	0	0	0.583505273727468	0	4.44089209850063e-16
S14534	S14534	0.045648565909371	0	0	0	0.771237396138749	0.0163080923746521	0	0	0.166805945577228	0	0
S14538	S14538	0.103101636600689	0	0	0	0.30564087240887	0.0544566651099593	0	0	0.536800825880481	0	8.88178419700125e-16
S1454	S1454	0.0869999980090666	0	0	0	0.323865813406639	0.0337386463855805	0	0	0.555395542198714	0	0
S14549	S14549	0.0562562113992483	0	0.00475377830073491	0	0.474700933471356	0.0612156241343144	0	0	0.403073452694346	0	1.11022302462516e-16
S14554	S14554	0.0581635079906192	0	0	0	0.65459032252402	0.022996095315158	0	0	0.264250074170203	0	0
S14562	S14562	0.0847754483903454	0	0	0	0.491629677327349	0.0526226774321076	0	0	0.370972196850198	0	0
S14564	S14564	0.144573926298776	0.000150598628652394	0.0142391873161999	0	0.418012505824706	0.0608134561413747	0	0	0.362210325790291	0	2.22044604925031e-16
S1457	S1457	0.125078773866981	0	0	0	0.30094556290921	0.0669048998651574	0	0	0.507070763358651	0	4.44089209850063e-16
S14570	S14570	0.0770393309856073	0	0	0	0.661328949564912	0.0440899727903204	0	0	0.21754174665916	0	3.33066907387547e-16
S14571	S14571	0.0641559558968264	0.00110299646124905	0	0	0.62905665627014	0.0314955888972751	0	0	0.27418880247451	0	0
S14579	S14579	0.06881202727935	0	0	0	0.474620318322218	0.032968017132199	0	0	0.423599637266233	0	0
S1458	S1458	0.0511950765646296	0	0	0	0.340496773843416	0.00309744405051276	0	0	0.605210705541441	0	2.22044604925031e-16
S1459	S1459	0.0603842905263706	0	0	0	0.462182816363057	0.0421851083387201	0	0	0.435247784771852	0	5.55111512312578e-16
S14594	S14594	0.0927322984910139	0	0	0	0.250820973474085	0.0217300655167192	0	0	0.634716662518182	0	0
S14595	S14595	0.0544688435150787	0	0	0	0.504909719814438	0.0478697910701319	0	0	0.392751645600352	0	0
S14599	S14599	0.178275189045411	0.00730480600622606	0	0	0.220136420674263	0.0562282174824934	0	0	0.538055366791607	0	2.22044604925031e-16
S14608	S14608	0.0841927292047231	0.00243114020774493	0	0	0.504406760651416	0.0512757749278892	0	0	0.357693595008227	0	3.33066907387547e-16
S14614	S14614	0.115484587968155	0	0	0	0.392714811811603	0.0296481161650592	0	0	0.462152484055183	0	2.22044604925031e-16
S14619	S14619	0.065766762965752	0	0.00558359691583499	0	0.447135081986457	0.0560089615736405	0	0	0.425505596558316	0	1.11022302462516e-16
S14640	S14640	0.0580655416331418	0	0	0	0.704859733218405	0.00763698967868944	0	0	0.229437735469763	0	7.7715611723761e-16
S14641	S14641	0.082625168349656	0	0	0	0.282715074104301	0.0417648977304689	0	0	0.592894859815574	0	0
S14644	S14644	0.0709307895970513	0	0	0	0.292248750133074	0.0699574512044591	0	0	0.566863009065415	0	0
S14647	S14647	0.11239872110041	0	0	0	0.494742170635772	0.0374288286233771	0	0	0.355430279640441	0	0
S1465	S1465	0.0854088368513288	0	0	0	0.26117423866072	0.0615080408044303	0	0	0.591908883683521	0	0
S14650	S14650	0.0699525561118732	0	0.00112014737184144	0	0.59895332732749	0.0408098215149139	0	0	0.289164147673881	0	3.33066907387547e-16
S14653	S14653	0.106474637017116	0	0	0	0.526407091057478	0.0296356110738086	0	0	0.337482660851597	0	0
S14660	S14660	0.0696166223868123	0	0	0	0.420523372360466	0.0306106219293352	0	0	0.479249383323387	0	0
S14663	S14663	0.13947684788367	0	0	0	0.415495054372365	0.0421191439284786	0	0	0.402908953815486	0	3.33066907387547e-16
S14664	S14664	0.0833314398552171	0	0	0	0.590686497442663	0.0325546729737442	0	0	0.293427389728375	0	6.66133814775094e-16
S14674	S14674	0.0662718315571741	0	0	0	0.387738186555359	0.0269007163005845	0	0	0.519089265586882	0	2.22044604925031e-16
S14676	S14676	0.102622782572873	0	0	0	0.384332611981556	0.0603476971050732	0	0	0.452696908340497	0	2.22044604925031e-16
S14678	S14678	0.129597516488815	0	0	0	0.36406587523417	0.035401819704309	0	0	0.470934788572706	0	1.11022302462516e-16
S14682	S14682	0.0882997696151297	0	0	0	0.538192674022857	0.0538220970656974	0	0	0.319685459296316	0	3.33066907387547e-16
S14683	S14683	0.0669458233636959	0	0	0	0.474640594915415	0.0264249879833838	0	0	0.431988593737505	0	0
S14685	S14685	0.0286276264381284	0	0	0	0.837681189425032	0.0106242605579816	0	0	0.123066923578858	0	0
S14694	S14694	0.131962860375752	0	0	0	0.348389054153523	0.0416042386387836	0	0	0.478043846831942	0	0
S14696	S14696	0.0905623669887136	0	0	0	0.498487759689203	0.0312329459610058	0	0	0.379716927361078	0	0
S14705	S14705	0.138966233850317	0	0.0603409489465086	0	0.337947122144859	0.0294977223950802	0	0	0.433247972663235	0	6.66133814775094e-16
S14707	S14707	0.0986905764492052	0	0	0	0.333317616764488	0.026296006216824	0	0	0.541695800569483	0	0
S14714	S14714	0.150059078572585	0	0.0334616331676615	0	0.190929345717211	0.0883691754737158	0	0	0.537180767068826	0	5.55111512312578e-16
S14729	S14729	0.11359432828407	0	0	0	0.388052976736698	0.0354300376345844	0	0	0.462922657344647	0	2.22044604925031e-16
S14733	S14733	0.0783702508793059	0	0	0	0.308472756218199	0.0888149495685568	0	0	0.524342043333938	0	2.22044604925031e-16
S14735	S14735	0.0786274963080461	0	0.0270370250451692	0	0.581945303979468	0.0393398515668922	0	0	0.273050323100424	0	3.33066907387547e-16
S14749	S14749	0.103195140779724	0.0012710626595142	0	0	0.445664413798941	0.0545565551034492	0	0	0.395312827658371	0	3.33066907387547e-16
S14761	S14761	0.0604069553428579	0	0	0	0.306074581535722	0.0114978915701986	0	0	0.622020571551222	0	0
S14762	S14762	0.0932229271284589	0	0	0	0.315780528233979	0.0387535111638593	0	0	0.552243033473703	0	0
S14766	S14766	0.0519533125783654	0	0	0	0.530235115969236	0.0479113577498847	0	0	0.369900213702514	0	1.11022302462516e-16
S14767	S14767	0.0820761447799279	0	0	0	0.415737618806822	0.0211156209456301	0	0	0.48107061546762	0	0
S14769	S14769	0.129335308603116	0	0	0	0.441195156488993	0.0496934398675493	0	0	0.379776095040341	0	1.11022302462516e-16
S14770	S14770	0.918404924946268	0	0	0	0	0.0241207060536562	0	0	0.0574743690000757	0	4.44089209850063e-16
S14774	S14774	0.0746292262186825	0	0	0	0.516058795729148	0.0616349778983305	0	0	0.347677000153839	0	1.11022302462516e-16
S14780	S14780	0.144304512308919	0.0114544499639347	0.0021123297429359	0	0.301466850151845	0.076668472925054	0	0	0.463993384907311	0	1.11022302462516e-16
S14793	S14793	0.0650220521938748	0	0	0	0.443182457554667	0.0453681492520119	0	0	0.446427340999446	0	1.11022302462516e-16
S14796	S14796	0.147690113568571	0	0.00398380527503333	0	0.317973928213883	0.0608881182123596	0	0	0.469464034730153	0	2.22044604925031e-16
S14803	S14803	0.153672658605821	0	0	0	0.305667706986539	0.0617951014464449	0	0	0.478864532961196	0	1.11022302462516e-16
S14804	S14804	0.0785791773091929	0	0	0	0.470742092604936	0.0637397436401243	0	0	0.386938986445746	0	0
S14805	S14805	0.0439526201585051	0	0	0	0.436237212138142	0.0208480264134964	0	0	0.498962141289857	0	0
S14814	S14814	0.0854348765130967	0	0	0	0.395334321204372	0.0770916486809407	0	0	0.442139153601591	0	2.22044604925031e-16
S14816	S14816	0.0628053957896298	0	0	0	0.657431409901133	0.0318671185764859	0	0	0.247896075732752	0	0
S1482	S1482	0.101878489368562	0	0	0	0.366157057007092	0.0436234707753175	0	0	0.488340982849028	0	0
S14823	S14823	0.0867393198241455	0	0	0	0.531334185712412	0.0301672561733355	0	0	0.351759238290107	0	1.11022302462516e-16
S14824	S14824	0.112297169288834	0	0.0244610390303081	0	0.358920789119144	0.0799612230096769	0	0	0.424359779552037	0	3.33066907387547e-16
S14829	S14829	0.133755514734027	0	0	0	0.384396892503853	0.028643390803165	0	0	0.453204201958955	0	0
S14838	S14838	0.0605881584104909	0	0	0	0.552080466071327	0.023373167697293	0	0	0.363958207820889	0	3.33066907387547e-16
S14841	S14841	0.0629354846543304	0	0	0	0.591784716246735	0.0297835798343939	0	0	0.31549621926454	0	2.22044604925031e-16
S14848	S14848	0.099157734006247	0	0	0	0.370697641348325	0.0475516531033004	0	0	0.482592971542127	0	1.11022302462516e-16
S14853	S14853	0.0780543139046311	0	0	0	0.422076598703158	0.0503551318947422	0	0	0.449513955497468	0	2.22044604925031e-16
S1486	S1486	0.0698913082476959	0	0	0	0.371238041665792	0.0197441170998154	0	0	0.539126532986696	0	0
S14862	S14862	0.0743893319989336	0	0	0	0.342926904033847	0.0282080745457514	0	0	0.554475689421468	0	0
S14873	S14873	0.0914402459243692	0	0	0	0.358125754587383	0.0581696509119776	0	0	0.49226434857627	0	1.11022302462516e-16
S14885	S14885	0.113004408118183	0	0	0	0.326617779004041	0.0438070136809166	0	0	0.516570799196859	0	0
S14888	S14888	0.128328262154877	0	0	0	0.413172345934594	0.0226877547457739	0	0	0.435811637164754	0	6.66133814775094e-16
S14890	S14890	0.0683251159209271	0	0	0	0.45659922165752	0.0303881315731016	0	0	0.444687530848451	0	0
S14895	S14895	0.0985222537217698	0	0	0	0.418978589709024	0.0527737197632253	0	0	0.429725436805981	0	0
S14896	S14896	0.0826577812689306	0	0.00788878698213546	0	0.496333335443381	0.0296209879942602	0	0	0.383499108311292	0	2.22044604925031e-16
