Mixture	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells	P-value	Correlation	RMSE
Mix_64	0.0158503720791178	0.00684926966102089	0.00993059578256399	0.0258347813991066	0	0	0.104799336076409	0	0.186874060256063	0	0	0.0559494989197002	0	0.0131177852042417	0.00163804244843518	0.10728575351966	0	0.399508138952773	0.0723623657009094	0	0	9999	0.365704239562148	1.08130461271605
Mix_65	0.0185383703925273	0.000910998025730758	0.00283537269969664	0.0264007226155848	0	0	0.103920158000806	0	0.182540089710603	0	0	0.0549084654740813	0	0.0120618632753558	0.00271879902959226	0.107861288416359	0	0.412131773088571	0.0751720992710928	0	0	9999	0.367857203303861	1.08003177191507
Mix_66	0.0296598041154106	0	0.00623631484751457	0.0275806432715891	0	0	0.102072661561053	0	0.140205986416564	0	0	0.0529153166140493	0	0.0090160098965937	0.000550951693919046	0.114349239639855	0	0.442222406328142	0.0751906656153095	0	0	9999	0.370872152950565	1.07854696812168
Mix_67	0.0556145169238642	0	0.00313644713450634	0.0299332939448775	0	0	0.103984699310254	0	0.175856350410325	0	0	0.0539945850712086	0	0.0145753520877316	0.00536605314143847	0.108307701146944	0	0.374345485604008	0.0748855152248414	0	0	9999	0.364270247137536	1.08123536559675
Mix_68	0.00733330587273959	0	0	0.0268412347616159	0	0	0.107577713975125	0	0.187034618968949	0	0	0.0545661563174499	0	0.0111736164616147	0.00325104484181898	0.0816781032417403	0	0.441517810016153	0.0790263955427927	0	0	9999	0.371208475441736	1.07827379231723
Mix_69	0.0549428801220677	0	0.00588267117695137	0.0271979815527551	0	0	0.099744356551685	0	0.156471812723477	0	0	0.0477701322907629	0	0.0136646422723149	0.00408474366591719	0.0956808680663771	0	0.421684356780617	0.0728755547970748	0	0	9999	0.367085088517205	1.07999758167354
Mix_70	0	0	0	0.0263321008663296	0	0	0.104768079321549	0	0.17691655538924	0	0	0.0582912560093361	0	0.00747823827186562	0.00232880383250744	0.0994398314869805	0	0.444415018115429	0.0800301167067628	0	0	9999	0.37164931833893	1.07893877451266
Mix_71	0.00461598395232248	0	0.00706660470725869	0.0266682162907377	0	0	0.106572157831848	0	0.151538680471128	0	0	0.050439298161245	0	0.00998902350435537	0	0.115250183199789	0	0.454642982546882	0.0732168693344338	0	0	9999	0.368211423308216	1.08109779477667
Mix_72	0.00306775268668033	0	0.000880097338233128	0.0294470347192815	0	0	0.112573262595988	0	0.20613447191462	0	0	0.056406630122385	0	0.0160393690181055	0.004328435545496	0.0858511776828724	0	0.405264316620888	0.0800074517554495	0	0	9999	0.371101282673176	1.07644212778077
Mix_73	0	0	0.0114548754610398	0.0285585685872823	0	0	0.11175452145296	0	0.142486141387007	0	0	0.0460042468887154	0	0.0117289330116669	0	0.135346170690033	0	0.443506311556596	0.0691602309646989	0	0	9999	0.369475037801661	1.0792677393776
Mix_74	0.0391744550457842	0	0.00366898418854263	0.0297085957926042	0	0	0.107792956536428	0	0.165546383905925	0	0	0.0499635536305976	0	0.0156384431887467	0.00191298584313597	0.10198484521199	0	0.408833975654721	0.075774821001524	0	0	9999	0.365242651448624	1.08094089718039
Mix_75	0.00101813291230477	0	0.00134610484148163	0.027926600306619	0	0	0.107795128040204	0	0.147378882558778	0	0	0.0520447542193947	0	0.0117284460665753	0	0.145732175127323	0	0.432598412155346	0.0724313637719731	0	0	9999	0.368853423232164	1.07948374252957
Mix_76	0.0025153611448388	0	0.000446084453543415	0.0291644665179346	0	0	0.109459066694468	0	0.142070767284973	0	0	0.0504136023387984	0	0.00845818816450956	0	0.131341694937414	0	0.45148801694236	0.0746427515211607	0	0	9999	0.368745164561308	1.08104883316586
Mix_77	0.00250541128645701	0	0.00159465083369097	0.0244098283351741	0	0	0.110101917231016	0	0.192697121299077	0	0	0.0533874736490107	0	0.0173320690443017	0.00527255369515921	0.127298136474475	0	0.39072924489292	0.0746715932587185	0	0	9999	0.368344051652379	1.07806472846053
Mix_78	0	0	0.0100927718139452	0.0252443451408442	0	0	0.10386298462028	0	0.131502186308591	0	0	0.0489178030172649	0	0.0075237311667661	0	0.138713568734643	0	0.463706136450046	0.0704364727476202	0	0	9999	0.373251072080685	1.07769081933254
Mix_79	0	0	0	0.0258243135581769	0	0	0.114327505426401	0	0.165966303853525	0	0	0.0491533951999232	0	0.0134323055061616	0.00683466147154465	0.144411059858601	0	0.406884085624427	0.073166369501239	0	0	9999	0.365538499284752	1.08176626679897
Mix_80	0.0092015997181958	0	0	0.0236222149609052	0	0	0.104664630918461	0	0.179332816559488	0	0	0.0551050551688003	0	0.0114250876805168	0.000880335962651267	0.119717972784949	0	0.417342862752913	0.0787074234931192	0	0	9999	0.370754453984752	1.07827490341393
Mix_81	0.00442093840097605	0.000128551188415641	0.00316290075725704	0.0264713407899296	0	0	0.105494749828385	0	0.168466362366889	0	0	0.0542810268944115	0	0.0120782151354958	0.00143643070979992	0.125516131205803	0	0.424624378271698	0.0739189744509401	0	0	9999	0.367337117570707	1.08062262418173
Mix_82	0.0330829652188592	0	0.0158091035714429	0.0273316990535655	0	0	0.105518059608298	0	0.115408762024945	0	0	0.0456561902049147	0	0.00882881087661349	0	0.109433862918951	0	0.462322234475907	0.0766083120465027	0	0	9999	0.370175547867841	1.07994648451844
Mix_83	0.034023782947929	0	0.00199667236941975	0.024370871315973	0	0	0.107133218938641	0	0.166686747059327	0	0	0.0523267340679292	0	0.0122334465999215	0.00190664354882179	0.112142215065362	0	0.414233743636154	0.0729459244505221	0	0	9999	0.367741693422428	1.08004301178834
Mix_84	0.00666926290776442	0.000606165168995835	0	0.0264043593059705	0	0	0.102446698541798	0	0.183888082231418	0	0	0.056451125367187	0	0.0108504318349806	0.00186389217201691	0.108492817852	0	0.426564826601922	0.075762338015947	0	0	9999	0.370510344215552	1.07841178719052
Mix_85	0.00778067787415685	0	0.00443887438057401	0.0270311261462893	0	0	0.108969997806983	0	0.13868622080698	0	0	0.0530869323014719	0	0.009114510048846	0	0.127117415012318	0	0.452278187300152	0.0714960583222292	0	0	9999	0.37067278008671	1.078912958668
Mix_86	0	0	0.00146542198126983	0.0291748738987071	0	0	0.108962075491462	0	0.170584899459846	0	0	0.0513271863150336	0	0.0106966820347072	0.00246337195816098	0.121658324270574	0	0.430030131840926	0.0736370327493123	0	0	9999	0.36740028013338	1.08117548312612
Mix_87	0.077836904459798	0	0.00235254925067386	0.0283575878414287	0	0	0.103568664466255	0	0.171968764134338	0	0	0.0514200618022064	0	0.0182802539703266	0.00488821977647993	0.0973102171725978	0	0.373251471057274	0.0707653060686218	0	0	9999	0.363704885830451	1.08039912409904
