ID,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,NK_cells,Neutrophils,T_cells_(CD4+),B_cells,T_cells_(CD8+)
S20329,6.200046,6.088856,6.376324,6.684468,6.480528,5.024152,5.512232
S20340,6.216722,6.115894,6.328318,6.6591,6.43391,5.11367,5.53672
S20341,6.218456,5.921572,6.333176,6.695284,6.61653,4.949442,5.534396
S20349,6.22796,6.006436,6.359174,6.566568,6.390788,5.05494,5.628522
S20363,6.18059,5.9586,6.7147,6.604928,6.758676,4.923064,5.855222
S20368,6.189716,6.022586,6.403666,6.703476,6.546578,4.973256,5.619546
S20369,6.204422,6.241848,6.343254,6.75355,6.402204,5.063316,5.41787
S20374,6.254656,6.00401,6.474812,6.704668,6.528508,5.00904,5.660956
S2038,6.2162,5.9735,6.564002,6.71841,6.619078,4.899694,5.642524
S20380,6.126144,6.016844,6.422692,6.699894,6.44691,4.961866,5.48445
S20384,6.278192,6.245546,6.185288,6.731554,6.378,5.092642,5.265024
S20389,6.166686,6.060658,6.365682,6.807914,6.490204,5.014064,5.485136
S20393,6.274856,6.082564,6.364936,6.703256,6.426566,5.044738,5.505908
S2040,6.437616,5.972522,6.444676,6.706134,6.470512,4.978194,5.702904
S20406,6.229464,6.054078,6.285458,6.66695,6.344096,5.086608,5.490048
S20411,6.314542,6.188156,6.39276,6.720498,6.52787,5.133044,5.718326
S20413,6.194568,6.04727,6.2377,6.790376,6.342458,5.006238,5.463098
S20414,6.299708,6.066988,6.305336,6.742954,6.287652,5.120608,5.522532
S20420,6.17836,5.997448,6.318296,6.797532,6.485144,4.915304,5.539266
S20427,6.306588,5.987848,6.495538,6.666824,6.565376,5.030248,5.780846
S20430,6.132302,5.989246,6.475224,6.727058,6.685518,4.911946,5.633334
S20432,6.184358,6.027076,6.437488,6.792812,6.399998,4.942266,5.585374
S20434,6.220926,6.06003,6.383718,6.686102,6.482952,5.026258,5.4837
S20438,6.257272,6.078196,6.344392,6.638856,6.473654,5.025596,5.475012
S20441,6.030148,5.983054,6.240116,6.678512,6.360162,4.948152,5.372056
S20442,6.201284,5.98948,6.449918,6.692638,6.59974,4.993596,5.71731
S20446,6.262816,5.986404,6.57519,6.822114,6.56623,4.999686,5.667706
S20451,6.392592,6.367718,6.459568,6.726342,6.429318,5.100158,5.43565
S20457,6.160254,6.13676,6.32636,6.630988,6.47799,5.068784,5.476636
S20464,6.247718,5.999858,6.393662,6.748334,6.465298,4.956886,5.436474
S20469,6.203328,6.098776,6.386762,6.777894,6.437216,4.976728,5.466626
S20472,6.270862,6.132476,6.412262,6.71341,6.48983,5.02634,5.532652
S20473,6.232914,6.129444,6.282246,6.644476,6.241122,5.159332,5.463498
S20475,6.187346,6.023576,6.403732,6.824408,6.565656,5.00896,5.459902
S20480,6.18074,5.899196,6.270584,6.59505,6.472164,4.987392,5.498422
S20481,6.233244,5.939094,6.534964,6.642566,6.719038,4.990634,5.829004
S20484,6.229788,6.083874,6.327356,6.691712,6.380732,5.066916,5.506016
S20486,6.245356,6.206224,6.433472,6.732686,6.542696,5.086116,5.45582
S20491,6.212682,6.13788,6.371244,6.746026,6.492264,5.002088,5.483504
S20492,6.257522,6.078078,6.39257,6.711884,6.466038,5.095598,5.513796
S20495,6.147042,5.777834,6.497484,6.576008,6.569744,4.993268,5.839238
S20499,6.149842,6.028728,6.318192,6.696378,6.430282,4.958336,5.449948
S205,6.33093,6.14196,6.389138,6.726126,6.489396,5.058426,5.54926
S20500,6.39662,6.31801,6.404702,6.904,6.36419,5.023378,5.357942
S20501,6.230722,6.160974,6.413294,6.724544,6.501878,5.018852,5.55319
S20505,6.164156,6.173514,6.390664,6.764434,6.409614,4.991976,5.486952
S20508,6.206372,5.953482,6.411252,6.698568,6.640502,4.93585,5.622018
S20517,6.250146,6.075754,6.518978,6.71018,6.66856,4.971386,5.728898
S2052,6.174272,6.084754,6.377094,6.631082,6.488212,4.9873,5.547864
S20527,6.23569,6.043566,6.216094,6.728312,6.293292,5.118532,5.35336
S20530,6.221092,6.095806,6.371518,6.791318,6.495962,4.986432,5.484062
S20540,6.147576,6.007,6.464764,6.637844,6.467848,4.90792,5.438492
S20542,6.245824,6.09554,6.290634,6.730446,6.433864,4.999156,5.417376
S20543,6.169492,5.975838,6.226636,6.661232,6.341842,5.030518,5.411588
S20555,6.242616,6.17415,6.473868,6.794754,6.527856,4.983992,5.441452
S20556,6.143972,5.87314,6.50791,6.64548,6.6358,4.901796,5.725354
S2056,6.143788,6.013792,6.37971,6.704064,6.559726,4.853632,5.5472
S20563,6.176134,5.98501,6.371486,6.679098,6.469176,5.007682,5.611644
S2057,6.296496,6.325066,6.22616,6.665054,6.33039,5.156738,5.334804
S20576,6.252732,6.202452,6.15506,6.548774,6.280944,5.16712,5.198954
S20581,6.304618,6.162294,6.41292,6.749028,6.504916,5.079984,5.595216
S20598,6.193532,6.015884,6.46125,6.651656,6.671648,4.92798,5.5964
S2060,6.13046,6.030774,6.413162,6.736058,6.541916,4.939988,5.473564
S20601,6.300586,6.184758,6.344394,6.81859,6.464392,5.041796,5.450952
S20602,6.24336,6.131216,6.180082,6.594074,6.2429,5.126,5.343114
S20603,6.265742,6.064976,6.392572,6.755454,6.63657,4.945794,5.474996
S20607,6.180632,6.079592,6.311524,6.684322,6.475266,5.014002,5.494982
S20608,6.137568,5.912168,6.301286,6.798342,6.36564,4.842112,5.396868
S20609,6.247126,6.12858,6.396998,6.808926,6.416396,5.010448,5.417508
S20610,6.247732,5.998726,6.470104,6.766982,6.557626,4.957364,5.660328
S20617,6.281244,6.127702,6.156206,6.683842,6.134082,5.157552,5.272016
S20621,6.27629,6.013308,6.496776,6.692966,6.62649,4.958006,5.785774
S20624,6.25759,6.098906,6.340988,6.72772,6.37317,5.058324,5.423182
S20629,6.136596,6.027256,6.229696,6.484092,6.37974,5.123612,5.456622
S20630,6.248282,6.171562,6.35345,6.903016,6.284656,5.053922,5.497674
S20644,6.136354,5.9561,6.381492,6.805186,6.450546,4.870894,5.503968
S20664,6.185974,6.112192,6.292944,6.687464,6.527754,5.05126,5.388872
S20676,6.18133,6.28944,6.134794,6.569012,6.187588,5.15182,5.253232
S20678,6.189276,6.040872,6.456276,6.69396,6.579752,4.973692,5.608592
S20687,6.16387,5.998254,6.36374,6.755198,6.542092,4.939144,5.675064
S20688,6.316306,6.215328,6.462136,6.821844,6.60789,5.068482,5.581418
S20696,6.174972,6.024874,6.351914,6.70738,6.409022,4.969926,5.65147
S20702,6.292846,6.036946,6.450502,6.792338,6.543938,4.987318,5.618912
S20706,6.176418,6.118022,6.322484,6.732396,6.431914,5.000358,5.479974
S20714,6.179904,6.060512,6.259636,6.756732,6.365324,5.007568,5.483982
S20719,6.202896,6.240672,6.268348,6.666198,6.346758,5.131326,5.390246
S20730,6.105824,6.002452,6.300552,6.614842,6.531952,4.9977,5.593786
S20739,6.2147,6.087994,6.491874,6.656294,6.65956,4.977412,5.644952
S20742,6.311146,6.214272,6.285512,6.713192,6.337734,5.157954,5.28093
S20748,6.14331,5.89383,6.375782,6.70161,6.468598,4.857704,5.584064
S20752,6.089748,5.816334,6.32351,6.620934,6.436462,4.894372,5.473682
S20759,6.20001,5.951848,6.59691,6.607078,6.823242,4.892904,5.730738
S20764,6.256722,6.06865,6.282798,6.686478,6.325162,5.065644,5.484848
S20769,6.222348,6.127754,6.320712,6.721836,6.318364,5.118316,5.57982
S20774,6.106518,5.910328,6.45913,6.61689,6.591496,4.841922,5.580908
S20782,6.315906,6.153444,6.322496,6.8309,6.363684,5.053554,5.481606
S20783,6.261478,5.888048,6.423192,6.75019,6.378154,4.986512,5.845758
S20786,6.21918,6.018676,6.312008,6.696048,6.425462,4.943504,5.389392
S20796,6.14427,5.88434,6.369994,6.599648,6.396474,4.952938,5.745592
S208,6.194614,6.020718,6.345622,6.691552,6.435152,5.08137,5.636866
S20809,6.25379,5.988992,6.333396,6.68069,6.496832,4.99985,5.477778
S2081,6.264314,6.01741,6.317364,6.695114,6.471058,4.98834,5.5104
S20816,6.235332,5.986446,6.330118,6.661812,6.309994,5.04967,5.701218
S20820,6.394668,5.989212,6.438796,6.838036,6.647948,4.91133,5.662418
S20827,6.155052,5.922846,6.320204,6.594486,6.28973,5.00171,5.58716
S2083,6.305616,6.137144,6.564904,6.622026,6.59304,5.0977,5.606442
S20835,6.323724,6.129424,6.366798,6.82781,6.38463,5.026008,5.366568
S20838,6.226362,5.965994,6.34826,6.597202,6.689594,5.0332,5.5552
S20853,6.24275,6.016368,6.519664,6.815234,6.64745,4.87653,5.689124
S20855,6.18734,6.13641,6.2444,6.696852,6.342768,5.131324,5.44785
S20856,6.207372,6.25983,6.28789,6.527838,6.360572,5.188958,5.37786
S20858,6.255518,5.995704,6.376726,6.660238,6.362702,5.070146,5.587224
S20866,6.230664,5.999232,6.251342,6.77135,6.288078,5.02353,5.495658
S20870,6.174604,6.00341,6.547618,6.71563,6.780504,4.950006,5.735198
S20873,6.160708,5.994598,6.364144,6.656124,6.386978,5.034262,5.552352
S20875,6.254814,6.154826,6.37102,6.796364,6.45764,4.975098,5.459804
S20887,6.308066,6.198124,6.353214,6.786134,6.481526,5.060122,5.495944
S20889,6.278216,6.02926,6.348846,6.74795,6.262976,4.95059,5.514396
S20899,6.235188,6.042146,6.424756,6.611368,6.524108,5.03934,5.594728
S20909,6.403358,6.089486,6.451498,6.6889,6.428656,5.096096,5.683364
S20913,6.198,5.864588,6.304744,6.660482,6.47404,4.981648,5.658728
S20917,6.11719,6.093944,6.401006,6.59302,6.40447,5.050968,5.600878
S20925,6.236154,6.102224,6.322316,6.839814,6.303014,5.044486,5.372006
S20931,6.154592,5.91516,6.477916,6.680636,6.48888,4.94907,5.708642
S20936,6.27859,6.196972,6.242496,6.720638,6.28663,5.118418,5.431976
S20940,6.205992,6.200434,6.356732,6.725482,6.378446,5.0524,5.415622
S20943,6.16179,6.02798,6.33179,6.700866,6.430036,4.975602,5.4792
S20954,6.32434,6.260794,6.341736,6.761994,6.41231,5.061606,5.463614
S20956,6.141056,5.994316,6.341634,6.829244,6.350824,4.889082,5.445936
S2096,6.241414,6.031664,6.337284,6.814214,6.477444,5.006146,5.622486
S20972,6.171068,6.110532,6.296648,6.764736,6.449418,4.981318,5.444264
S20979,6.16929,5.996762,6.414786,6.747684,6.447826,5.007294,5.649778
S2098,6.174074,6.019038,6.42545,6.750172,6.557286,4.926586,5.559116
S20980,6.087662,6.01795,6.433392,6.672392,6.612208,4.986932,5.584516
S20986,6.371194,6.179428,6.532208,6.737082,6.56493,5.11107,5.648352
S20989,6.233464,5.953962,6.294752,6.861882,6.40995,4.960344,5.479158
S20997,6.37065,6.076498,6.42661,6.769072,6.466204,4.953896,5.56984
S21000,6.26773,6.064334,6.539924,6.733444,6.527678,4.929304,5.665984
S21005,6.173718,6.0394,6.122916,6.627078,6.25292,5.128636,5.422906
S21007,6.31393,6.183856,6.42353,6.721112,6.449282,4.999824,5.414324
S21009,6.11913,6.028488,6.228724,6.69613,6.346284,5.030574,5.578338
S21015,6.166066,5.989246,6.335254,6.622818,6.50191,5.0595,5.577732
S21034,6.233252,6.217466,6.294748,6.690826,6.44739,5.067302,5.37031
S21037,6.249348,6.193114,6.450196,6.75169,6.540638,5.003274,5.487974
S21048,6.11806,6.02899,6.230684,6.72929,6.420314,4.99463,5.387662
S21058,6.328298,6.099676,6.484892,6.77086,6.65542,4.939314,5.561456
S21060,6.125828,6.079966,6.34859,6.806716,6.416362,5.02055,5.593786
S21064,6.403152,6.143626,6.478518,6.876284,6.44772,4.960948,5.650386
S21068,6.134608,5.960228,6.33137,6.584446,6.319962,5.075082,5.66854
S21071,6.165356,5.944164,6.36388,6.818714,6.425166,4.9386,5.558208
S21076,6.188102,5.924402,6.376462,6.669498,6.399986,5.00313,5.626642
S21079,6.302064,6.095244,6.407016,6.826294,6.53753,4.994822,5.591034
S21084,6.245416,5.970242,6.464066,6.703526,6.628766,4.960596,5.709328
S21089,6.1121,5.951356,6.43861,6.696876,6.521622,4.977804,5.639548
S21090,6.200198,6.167276,6.3601,6.685054,6.4715,5.113046,5.412606
S21094,6.293576,6.102738,6.28245,6.858182,6.216138,5.030868,5.481304
S21101,6.195632,5.988994,6.368582,6.789218,6.361958,4.907384,5.562944
S21107,6.064374,6.000134,6.325532,6.561678,6.401238,5.145232,5.44786
S21110,6.3677,6.220442,6.566646,6.695288,6.652388,5.037162,5.600744
S21111,6.299868,6.014792,6.43008,6.605142,6.460672,5.05184,5.804018
S21123,6.193126,5.96174,6.44206,6.742178,6.550274,4.920748,5.530022
S21128,6.273898,5.98368,6.351296,6.713022,6.277378,4.96367,5.514316
S21129,6.182834,6.099406,6.22147,6.628612,6.26656,5.143006,5.519182
S21130,6.281028,5.991228,6.511332,6.68234,6.60837,4.988934,5.68469
S21132,6.301652,6.067576,6.513866,6.819664,6.5677,5.00426,5.6357
S21134,6.191738,5.888592,6.407544,6.68563,6.50364,4.9454,5.549466
S21139,6.296324,6.094596,6.581614,6.832204,6.604096,4.934512,5.667706
S21141,6.256924,6.129166,6.352714,6.73101,6.565286,4.992294,5.484964
S21151,6.304244,6.023536,6.335336,6.743962,6.517208,5.003706,5.5454
S21156,6.064026,5.946588,6.267304,6.659908,6.356276,4.98101,5.44017
S2116,6.144746,5.971372,6.306118,6.71816,6.466424,4.875718,5.45586
S21160,6.157854,5.942242,6.433368,6.605892,6.589612,4.96096,5.62548
S21165,6.175916,6.074916,6.273566,6.718742,6.430612,5.076122,5.421808
S21166,6.19112,5.989318,6.443366,6.676416,6.595028,4.95612,5.651068
S21177,6.143678,5.960784,6.320956,6.720554,6.52227,4.932096,5.487298
S21179,6.251044,5.962542,6.453346,6.684056,6.434372,4.930042,5.679038
S21188,6.254008,5.978844,6.53201,6.693634,6.661256,4.937488,5.724338
S21191,6.396736,6.215544,6.4777,6.823746,6.453034,5.008084,5.552288
S21195,6.336226,6.10475,6.497608,6.790608,6.566816,4.900344,5.570364
S21198,6.20277,6.158004,6.411634,6.683678,6.534696,5.104776,5.481138
S21199,6.375594,6.118318,6.401528,6.832294,6.581138,5.035432,5.548472
S21202,6.259716,6.115142,6.320804,6.808124,6.51091,4.94573,5.490682
S21207,6.093966,5.919816,6.391578,6.622242,6.57012,4.962028,5.53284
S21208,6.134458,5.985846,6.367534,6.735066,6.49489,4.94307,5.498556
S21213,6.313492,6.097816,6.532552,6.78856,6.552784,5.025118,5.604282
S21216,6.227152,5.945202,6.411408,6.75818,6.597942,4.930682,5.535222
S21218,6.262726,6.060778,6.287088,6.620914,6.335252,5.166392,5.588438
S21221,6.261132,6.07129,6.45314,6.548394,6.554008,5.079972,5.621506
S21222,6.326544,6.24961,6.587262,6.687244,6.65847,5.047336,5.557482
S21224,6.139506,5.886318,6.363372,6.638446,6.448132,5.022348,5.774604
S21234,6.051588,5.928562,6.284936,6.663152,6.41361,4.997488,5.560898
S21242,6.2935,6.203272,6.348894,6.78106,6.448224,5.053238,5.409642
S21247,6.214136,5.940548,6.435202,6.654664,6.467796,4.927788,5.711422
S2125,6.182502,5.96425,6.453436,6.753302,6.430442,4.920486,5.621322
S21252,6.234372,6.052616,6.416164,6.787026,6.571948,4.960312,5.64863
S21253,6.108826,5.992834,6.382108,6.696388,6.605862,5.014548,5.584982
S21254,6.320786,6.116488,6.26947,6.66793,6.316558,5.106804,5.424962
S21265,6.354248,6.22861,6.488474,6.759608,6.568056,5.024856,5.497522
S21273,6.158714,5.963872,6.361618,6.579544,6.45681,4.988928,5.506918
S21275,6.160882,5.975718,6.253424,6.680652,6.381322,5.001034,5.50433
S21276,6.266506,6.068146,6.400574,6.741996,6.445182,5.070056,5.673076
S21280,6.17111,6.035038,6.362902,6.7446,6.537922,4.915234,5.483532
S21281,6.195892,6.058698,6.39103,6.723092,6.52824,4.943238,5.514696
S21292,6.2075,6.165748,6.363756,6.791656,6.336296,5.065648,5.449362
S21296,6.14388,6.037298,6.33498,6.774626,6.47472,4.89281,5.616094
S21300,6.221986,6.069424,6.283168,6.78966,6.32477,5.07061,5.493002
S21301,6.277994,6.02665,6.391192,6.797246,6.486354,4.974162,5.582906
S21306,6.086562,6.010384,6.373466,6.789294,6.508224,4.83848,5.42863
S21316,6.075918,5.982436,6.359998,6.693362,6.537998,4.887958,5.638854
S21317,6.081784,6.01972,6.239242,6.635622,6.30055,5.109128,5.487652
S21328,6.224916,6.133338,6.124806,6.704486,6.180976,5.155614,5.335678
S21332,6.133772,6.03705,6.207344,6.55034,6.188944,5.203752,5.517514
S21333,6.223684,6.289436,6.235538,6.657938,6.204068,5.19037,5.237684
S21335,6.288842,5.990224,6.287032,6.620888,6.4455,5.085286,5.590066
S21338,6.213282,5.933482,6.3657,6.759972,6.470826,4.937992,5.596922
S21340,6.217196,6.162178,6.262076,6.664036,6.315674,5.168672,5.55971
S21343,6.256192,6.03976,6.497582,6.728372,6.654802,4.883996,5.647522
S21351,6.164284,6.079912,6.399296,6.715306,6.469702,5.011114,5.465276
S21353,6.234262,6.110222,6.300828,6.56597,6.394042,5.135996,5.428204
S21361,6.19918,6.055822,6.249,6.614752,6.264876,4.994716,5.394224
S21363,6.16285,6.033372,6.420296,6.743608,6.560298,4.924262,5.582908
S21368,6.256664,6.021734,6.313324,6.7913,6.484528,4.928772,5.512774
S21372,6.097486,5.979648,6.242914,6.596924,6.272874,5.073054,5.488568
S21378,6.247762,6.243906,6.292128,6.559102,6.306312,5.21512,5.405732
S21391,6.239388,5.965594,6.392632,6.786898,6.591954,4.988078,5.541262
S21396,6.25159,5.999638,6.364562,6.829858,6.665886,4.954176,5.562792
S21400,6.181036,5.889786,6.490992,6.74753,6.59755,4.836752,5.584518
S21402,6.184878,5.990562,6.384344,6.62969,6.450086,5.033508,5.642424
S21407,6.13324,5.971482,6.376902,6.65418,6.433534,5.009708,5.447016
S21410,6.283148,6.044408,6.512024,6.799516,6.542184,4.978586,5.601398
S21414,6.357814,6.072014,6.3314,6.727922,6.426016,5.070964,5.583338
S21418,6.22779,5.961464,6.195252,6.722224,6.318682,4.990976,5.452714
S21420,6.226172,6.151326,6.49753,6.701428,6.579838,5.085234,5.617638
S21426,6.320324,6.073532,6.4458,6.770484,6.622712,5.022898,5.634932
S21427,6.185108,5.977582,6.368926,6.65884,6.471078,5.00575,5.54629
S21428,6.099912,5.881746,6.30745,6.633826,6.51214,4.967508,5.627504
S21431,6.278506,6.023156,6.343778,6.8022,6.51994,4.971578,5.537834
S21437,6.367882,6.020316,6.420948,6.712416,6.537892,4.93666,5.675492
S21438,6.10975,6.040026,6.268342,6.614018,6.397338,5.008536,5.41973
S21441,6.200288,5.993496,6.333788,6.645372,6.438248,5.045512,5.4428
S21442,6.245882,6.13229,6.35224,6.71094,6.526146,5.055026,5.508388
S21444,6.196738,5.953844,6.16404,6.722674,6.242722,4.999332,5.408952
S21446,6.152488,6.030252,6.414304,6.763152,6.453438,4.97119,5.62647
S21450,6.354778,6.057886,6.356032,6.701464,6.377866,5.097768,5.765258
S21453,6.18095,5.946514,6.46071,6.666742,6.656198,5.006628,5.750298
S21456,6.106064,6.183528,6.337722,6.574756,6.415192,5.178076,5.393304
S21461,6.225778,6.067692,6.322336,6.775406,6.431074,5.050134,5.359958
S21475,6.132958,5.984514,6.204454,6.67973,6.355476,5.078986,5.44506
S21478,6.314064,6.142212,6.416894,6.802916,6.510964,5.020296,5.426856
S21480,6.208466,5.996426,6.368138,6.691448,6.410174,4.955612,5.55628
S21486,6.186214,6.006472,6.498842,6.73938,6.626274,4.959102,5.665174
S21490,6.121788,5.992304,6.49273,6.643824,6.6387,5.003042,5.702602
S21491,6.331526,6.140666,6.44253,6.74861,6.557272,5.00708,5.682444
S21498,6.327512,6.037732,6.44428,6.780338,6.515456,5.02981,5.481954
S2150,6.285244,6.00939,6.334318,6.6371,6.276596,5.05509,5.626084
S21502,6.154382,5.959458,6.361192,6.741342,6.468192,4.858602,5.517856
S21505,6.228822,6.003294,6.28503,6.605018,6.309386,5.04849,5.49013
S21512,6.160716,6.015322,6.179716,6.573358,6.26392,5.125724,5.46849
S21518,6.22597,5.830968,6.45162,6.654688,6.527568,4.99416,5.786382
S21520,6.186352,6.250076,6.431226,6.758196,6.525666,4.98712,5.381346
S21528,6.175796,5.93346,6.31828,6.738336,6.359926,4.972734,5.417572
S21533,6.165534,5.962098,6.481658,6.758202,6.600696,4.9227,5.677812
S21536,6.29056,6.093462,6.48902,6.847272,6.572304,4.930808,5.67
S21537,6.251692,5.99966,6.41407,6.723564,6.50596,4.91134,5.596632
S2154,6.22709,6.150114,6.451836,6.889708,6.508762,4.93612,5.508154
S21540,6.108012,6.020918,6.402402,6.715754,6.509004,4.916288,5.375362
S21543,6.26885,6.127032,6.286304,6.605192,6.290752,5.10235,5.62401
S2155,6.171848,5.963414,6.46189,6.716808,6.6458,4.940626,5.641058
S21550,6.082058,5.963966,6.324902,6.713364,6.477238,4.878126,5.44211
S21557,6.25242,6.019604,6.334488,6.838204,6.365254,4.936742,5.539592
S2156,6.174684,6.102812,6.340758,6.860188,6.455532,4.952018,5.422626
S21562,6.148372,6.08018,6.241636,6.574686,6.302992,5.106774,5.552594
S21563,6.16075,5.949186,6.628394,6.642636,6.783206,4.852628,5.813696
S21567,6.299826,6.103014,6.440768,6.744676,6.63626,4.967024,5.604832
S21570,6.238596,6.067184,6.38827,6.78166,6.534792,4.973246,5.475138
S21577,6.210854,6.167734,6.365374,6.711762,6.431198,5.109386,5.491502
S21578,6.234506,6.001092,6.229312,6.542646,6.309866,5.148496,5.591262
S21589,6.13336,5.951364,6.348466,6.7817,6.518558,4.88726,5.500306
S21597,6.208228,6.091142,6.479162,6.699004,6.6227,4.946224,5.59631
S21602,6.326184,6.069788,6.406866,6.839796,6.405,4.979944,5.582988
S21618,6.229076,6.020414,6.406964,6.699338,6.556714,4.977286,5.545766
S21619,6.17778,5.98218,6.367596,6.704222,6.426302,4.975096,5.618618
S21626,6.196666,6.028006,6.535122,6.712982,6.709784,4.940664,5.701422
S21628,6.1941,5.987468,6.401904,6.668942,6.463486,5.032726,5.691414
S21629,6.251306,6.107516,6.276514,6.722422,6.27612,5.081134,5.509714
S21630,6.24915,5.99932,6.489642,6.760352,6.607762,4.959486,5.68815
S21631,6.217706,5.92559,6.486502,6.83991,6.638766,4.924574,5.673936
S21637,6.183942,6.077488,6.354668,6.800364,6.442744,4.998104,5.489266
S21641,6.269584,6.130832,6.413914,6.648818,6.42636,5.125914,5.50941
S21642,6.103778,5.807344,6.407204,6.602616,6.557752,4.897032,5.764724
S21646,6.22549,6.04764,6.312588,6.64387,6.374004,5.089856,5.542018
S21647,6.252702,6.178734,6.388306,6.823438,6.43418,5.023756,5.4678
S21651,6.122158,6.090244,6.31319,6.637424,6.374028,5.11592,5.537046
S21652,6.38785,6.141246,6.421546,6.758386,6.462248,4.995444,5.568212
S21656,6.237796,6.294978,6.295194,6.71646,6.412166,5.067376,5.280264
S21657,6.169382,6.099556,6.328904,6.672082,6.342864,5.045428,5.438248
S2166,6.25151,5.964374,6.356676,6.559342,6.65538,5.001954,5.559614
S21660,6.25879,6.177024,6.273826,6.740186,6.269354,5.121074,5.329738
S21672,6.335016,5.969892,6.481716,6.627752,6.647818,5.05997,5.875218
S21674,6.23621,6.202928,6.317486,6.753426,6.427116,5.041968,5.334048
S21683,6.177318,5.987904,6.38013,6.749834,6.601684,4.942504,5.602442
S21693,6.354028,6.135218,6.258418,6.770406,6.189576,5.073352,5.388552
S21695,6.140522,6.005402,6.4937,6.677704,6.57487,4.93847,5.575938
S21696,6.241766,6.06882,6.402718,6.787038,6.618758,4.965812,5.648274
S21697,6.215346,6.087088,6.230454,6.642232,6.321624,5.04402,5.375324
S21710,6.275888,6.151416,6.340324,6.767978,6.382906,5.016552,5.455574
S21715,6.134724,6.035184,6.361368,6.721974,6.416408,5.005572,5.60728
S21726,6.163932,6.050032,6.318846,6.612924,6.34814,5.07953,5.612444
S21740,6.191418,5.86286,6.396516,6.68618,6.598936,4.879112,5.628098
S21750,6.195136,5.99326,6.158326,6.646766,6.318798,5.032744,5.398428
S21753,6.14186,6.022082,6.455066,6.774264,6.577646,4.877058,5.626098
S21754,6.255832,5.99992,6.28569,6.659362,6.341938,5.029916,5.587608
S21761,6.184982,6.010764,6.451638,6.666438,6.616586,4.988712,5.657256
S21773,6.203108,6.00512,6.39432,6.779098,6.500786,4.974428,5.526936
S2178,6.232172,5.96775,6.393968,6.855932,6.42889,4.884018,5.550758
S21780,6.182736,6.134446,6.358612,6.723456,6.465422,5.046666,5.458976
S21781,6.147872,5.926148,6.472406,6.65337,6.643534,4.89562,5.706592
S21783,6.199248,6.039878,6.399514,6.893036,6.427512,4.948554,5.470364
S21791,6.28065,6.082238,6.434762,6.810396,6.451494,4.951804,5.472274
S21797,6.217474,6.028232,6.183592,6.706216,6.317048,5.033006,5.497858
S2180,6.190652,6.10751,6.426536,6.787622,6.530386,5.001894,5.537402
S21805,6.06837,5.893854,6.355824,6.704666,6.490122,4.882062,5.533546
S21811,6.101036,6.183452,6.421946,6.62007,6.509828,4.991294,5.495802
S21822,6.165722,5.991288,6.399172,6.68703,6.59514,4.947344,5.542374
S21828,6.179726,6.090856,6.388572,6.64972,6.556658,4.992154,5.503806
S21829,6.410136,6.074236,6.354518,6.860662,6.31426,5.00455,5.654872
S21832,6.123808,6.108084,6.303628,6.713708,6.346892,5.115182,5.579132
S21834,6.269304,6.15803,6.39092,6.84272,6.447864,4.990374,5.452688
S21836,6.152394,6.097702,6.292444,6.594266,6.40547,5.080456,5.353222
S21838,6.236974,5.947012,6.288452,6.728434,6.351912,4.985798,5.545816
S21839,6.15302,5.990208,6.24751,6.782868,6.389852,4.952422,5.406276
S21845,6.165386,5.934828,6.347016,6.739712,6.493542,4.906826,5.522386
S21857,6.307696,5.950914,6.48781,6.802102,6.677998,4.966928,5.719682
S21859,6.271362,6.023942,6.333156,6.592006,6.367746,5.154068,5.70166
S21863,6.16685,5.956548,6.479788,6.743676,6.629174,4.880684,5.51538
S21867,6.297494,6.10236,6.420722,6.762788,6.47733,4.973218,5.608702
S2187,6.268086,6.027944,6.32379,6.698546,6.33355,5.04985,5.607662
S21895,6.131914,5.976168,6.327016,6.733548,6.445824,4.960748,5.531422
S21900,6.069558,5.855792,6.426422,6.630162,6.402268,4.905876,5.65807
S21906,6.232574,5.933574,6.324404,6.607076,6.330936,5.020312,5.616378
S21913,6.150216,6.053436,6.399236,6.731082,6.578742,4.935028,5.452432
S21917,6.192088,6.041884,6.256066,6.6302,6.399384,5.131178,5.504696
S21919,6.313338,6.11634,6.339582,6.739356,6.388176,5.122232,5.640164
S2192,6.38218,6.15401,6.58656,6.792788,6.738332,4.951838,5.6962
S21936,6.2866,6.105148,6.442372,6.77131,6.410478,5.017158,5.5543
S21937,6.204568,5.997864,6.342996,6.755496,6.417718,5.002218,5.495738
S21942,6.34963,6.18302,6.409212,6.810356,6.569478,5.000494,5.532834
S21948,6.128136,6.093838,6.167632,6.583884,6.289328,5.162834,5.394108
S21957,6.174844,6.125228,6.501358,6.768646,6.61165,4.986906,5.62615
S21959,6.10161,5.962098,6.386146,6.509886,6.321004,5.03063,5.615262
S21960,6.036568,5.940672,6.13308,6.628526,6.18456,5.105804,5.531122
S21961,6.263698,6.007616,6.379224,6.629804,6.456968,5.12729,5.827844
S21976,6.105038,6.069768,6.429146,6.609738,6.644842,4.95666,5.476706
S21979,6.217934,5.9249,6.42499,6.709168,6.428954,5.037514,5.733232
S21980,6.084926,5.961018,6.271362,6.413368,6.51186,5.089052,5.534202
S21984,6.27535,6.242638,6.255856,6.73264,6.276912,5.19497,5.386904
S2199,6.238764,6.013578,6.377654,6.704502,6.411016,5.08422,5.62411
