CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
mix_69	0.0548	0.1232	0.0986	0.1423	0.0885	0.2482	0.1085	0.1359
mix_70	0.0679	0.08	0.2051	0.1292	0.097	0.2326	0.1264	0.0618
mix_71	0.074	0.0803	0.1793	0.1463	0.0953	0.1618	0.1316	0.1314
mix_72	0.0687	0.0828	0.2126	0.1406	0.0859	0.193	0.1119	0.1046
mix_73	0.057	0.0929	0.1957	0.133	0.0803	0.2494	0.1196	0.0721
mix_74	0.0341	0.0997	0.0587	0.1331	0.0886	0.2252	0.104	0.2566
mix_75	0.0526	0.1156	0.1438	0.1129	0.0875	0.2476	0.1217	0.1183
mix_76	0.0385	0.0861	0.2022	0.1702	0.0707	0.1648	0.0779	0.1895
mix_77	0.0384	0.1161	0.1252	0.1313	0.0819	0.2179	0.1166	0.1726
mix_78	0.074	0.0803	0.1622	0.1283	0.097	0.2142	0.1318	0.1122
mix_79	0.0784	0.1332	0.2231	0.1159	0.0845	0.1768	0.1375	0.0506
mix_80	0.0738	0.1362	0.1736	0.0853	0.0867	0.215	0.1231	0.1063
mix_81	0.1117	0.0955	0.2125	0.1274	0.1146	0.1275	0.1376	0.0732
mix_82	0.0842	0.0882	0.257	0.1383	0.0987	0.174	0.1311	0.0285
mix_83	0.0418	0.0987	0.1796	0.1244	0.0925	0.2789	0.1179	0.0661
mix_84	0.0541	0.0952	0.1775	0.15	0.0847	0.1842	0.103	0.1514
mix_85	0.0626	0.0965	0.2279	0.1345	0.1023	0.1727	0.1156	0.088
mix_86	0.0566	0.0887	0.1443	0.151	0.077	0.211	0.1154	0.156
mix_87	0	0.0866	0.0768	0.1738	0.0489	0.171	0.07	0.3729
mix_88	0.0334	0.0887	0.1267	0.1521	0.085	0.2083	0.0964	0.2095
mix_89	0.1149	0.1239	0.196	0.1092	0.1189	0.1283	0.1492	0.0595
mix_90	0.006	0.0937	0.0774	0.174	0.0644	0.179	0.0786	0.3268
mix_91	0.0326	0.0854	0.1504	0.1538	0.072	0.2072	0.0821	0.2165
mix_92	0.0534	0.0986	0.1129	0.13	0.0957	0.2185	0.1178	0.1731
mix_93	0.0678	0.0999	0.2156	0.1341	0.0872	0.2174	0.1277	0.0501
mix_94	0.0193	0.0959	0.1052	0.1534	0.0688	0.2234	0.088	0.246
mix_95	0.0486	0.0738	0.1116	0.1328	0.0915	0.239	0.1175	0.1852
mix_96	0.0601	0.1088	0.1584	0.1308	0.1002	0.1699	0.1165	0.1553
mix_97	0	0.1374	0.1143	0.136	0.0698	0.2297	0.0768	0.2361
mix_98	0.0108	0.1124	0.1674	0.1112	0.0759	0.2727	0.0968	0.1528
mix_99	0.0608	0.152	0.23	0.1202	0.0867	0.2053	0.1141	0.031
mix_100	0.0326	0.0816	0.164	0.1384	0.079	0.2433	0.0973	0.1638
