Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
S1037	0.1453	0.087	0.3016	0.1136	0.0601	0.2922
S10373	0.1709	0.1016	0.1681	0.1032	0.0794	0.3766
S10374	0.2078	0.1491	0.1338	0.1464	0.1146	0.2482
S10375	0.0795	0.0395	0.3073	0.0635	0.049	0.4612
S10377	0.1511	0.1699	0.1643	0.1618	0.0754	0.2776
S10378	0.1588	0.058	0.2334	0.0646	0.0362	0.4489
S10390	0.132	0.1514	0.1679	0.1361	0.1017	0.3108
S10391	0.1338	0.1086	0.1838	0.1751	0.1074	0.2912
S10393	0.1186	0.051	0.2423	0.1004	0.1202	0.3676
S10400	0.1123	0.1097	0.1472	0.1239	0.0831	0.4238
S10401	0.1631	0.1128	0.1785	0.1143	0.0711	0.3602
S10406	0.1122	0.1036	0.1815	0.138	0.0751	0.3895
S10408	0.1369	0.0982	0.2602	0.1	0.0371	0.3677
S10409	0.1429	0.0588	0.2162	0.137	0.0375	0.4077
S10418	0.1301	0.1619	0.1587	0.1768	0.0924	0.2802
S10431	0.1506	0.0812	0.1783	0.12	0.0834	0.3865
S10438	0.1432	0.0933	0.1665	0.1154	0.058	0.4236
S10439	0.1044	0.0625	0.1784	0.068	0.0575	0.5291
S10441	0.0813	0.0776	0.1715	0.0935	0.0503	0.5259
S10442	0.123	0.0842	0.1858	0.0942	0.0727	0.4401
S1046	0.1416	0.0882	0.1494	0.1078	0.0522	0.4608
S10478	0.1322	0.1031	0.108	0.1141	0.0583	0.4842
S10480	0.1425	0.0979	0.3697	0.1053	0.0526	0.232
S10484	0.0996	0.0714	0.1987	0.1049	0.0668	0.4586
S10492	0.104	0.0873	0.2149	0.0648	0.0415	0.4873
S10496	0.2336	0.0741	0.2481	0.0733	0.0283	0.3426
S10510	0.1651	0.1263	0.1621	0.1231	0.1135	0.3099
S10513	0.0794	0.1043	0.1874	0.1091	0.0312	0.4886
S10516	0.1357	0.088	0.1904	0.1315	0.0611	0.3933
S10534	0.1533	0.1108	0.117	0.0824	0.0564	0.4801
S10535	0.1659	0.1511	0.1966	0.1221	0.0699	0.2945
S10537	0.1258	0.0604	0.202	0.0624	0.0333	0.5161
S1054	0.0922	0.1192	0.2446	0.1183	0.0846	0.341
S10543	0.1403	0.0776	0.3052	0.1058	0.0509	0.3202
S10546	0.1266	0.137	0.2771	0.0885	0.0784	0.2923
S1055	0.1086	0.0963	0.175	0.1285	0.0826	0.4089
S10551	0.1773	0.1095	0.1527	0.0974	0.0751	0.388
S10552	0.1103	0.0994	0.2058	0.1369	0.0902	0.3573
S10555	0.1141	0.058	0.3996	0.0576	0.0351	0.3356
S10559	0.125	0.0841	0.1326	0.1208	0.0656	0.4719
S1056	0.1951	0.0908	0.1607	0.0916	0.0419	0.4199
S10563	0.1131	0.0985	0.2667	0.0991	0.0573	0.3652
S10574	0.1042	0.0817	0.2348	0.0804	0.0396	0.4592
S10576	0.1285	0.0872	0.126	0.1498	0.0684	0.4402
S10578	0.1278	0.1112	0.1853	0.1164	0.064	0.3953
S10579	0.1566	0.0877	0.2117	0.1153	0.0567	0.3721
S10582	0.1162	0.0905	0.2075	0.0736	0.0317	0.4805
S1059	0.1509	0.108	0.2423	0.0917	0.0485	0.3586
S10599	0.1351	0.0698	0.1078	0.0894	0.045	0.553
S10611	0.1306	0.115	0.1231	0.1038	0.0695	0.4581
S10614	0.1054	0.0903	0.1768	0.081	0.0379	0.5086
S10624	0.2096	0.1303	0.1359	0.0915	0.0531	0.3796
S10632	0.1511	0.1281	0.146	0.1588	0.0827	0.3333
S10634	0.2153	0.1033	0.1514	0.1148	0.0682	0.3471
S10638	0.1383	0.0651	0.1615	0.0944	0.0546	0.486
S10644	0.1003	0.0974	0.2686	0.0812	0.0523	0.4003
S10649	0.1155	0.09	0.1817	0.1182	0.0558	0.4388
S10652	0.2006	0.0785	0.171	0.154	0.047	0.349
S10654	0.1332	0.0888	0.2907	0.0909	0.0466	0.3498
S10655	0.1382	0.1042	0.1708	0.1315	0.066	0.3894
S10656	0.0883	0.0526	0.3791	0.06	0.023	0.397
S10657	0.1519	0.0737	0.2182	0.1752	0.0624	0.3185
S10658	0.1543	0.064	0.2184	0.1052	0.0403	0.4177
S10660	0.1523	0.097	0.2765	0.1014	0.07	0.3028
S10661	0.2178	0.119	0.1968	0.0833	0.0523	0.3309
S10676	0.1408	0.1186	0.1927	0.0698	0.0357	0.4424
S1068	0.1778	0.0892	0.2062	0.0851	0.0362	0.4055
S10681	0.1621	0.0986	0.2164	0.1498	0.075	0.298
S10686	0.1698	0.1754	0.1299	0.1281	0.0756	0.3211
S10688	0.1062	0.0806	0.2362	0.0698	0.0417	0.4654
S10690	0.1045	0.1279	0.2597	0.1054	0.0749	0.3277
S10698	0.1099	0.0964	0.2563	0.0816	0.0484	0.4073
S107	0.1166	0.0704	0.2457	0.1101	0.0698	0.3874
S10703	0.1513	0.085	0.2341	0.0954	0.046	0.3882
S10726	0.1622	0.1046	0.1554	0.127	0.0681	0.3826
S10729	0.1212	0.0958	0.165	0.1395	0.0677	0.4109
S10733	0.1225	0.0921	0.2162	0.0945	0.0513	0.4234
S10734	0.145	0.0913	0.1784	0.1304	0.0934	0.3615
S10735	0.2373	0.0975	0.1629	0.1086	0.0533	0.3403
S10740	0.0794	0.0849	0.1537	0.0781	0.0516	0.5523
S10745	0.1452	0.0748	0.1647	0.0874	0.05	0.478
S10748	0.168	0.109	0.2078	0.1071	0.06	0.3481
S10753	0.1074	0.0731	0.1527	0.0746	0.0378	0.5545
S10756	0.1773	0.072	0.1721	0.09	0.0479	0.4407
S10757	0.2299	0.0982	0.2382	0.0643	0.0522	0.3173
S1076	0.1541	0.0851	0.1876	0.0825	0.042	0.4487
S10764	0.1398	0.1126	0.2186	0.1296	0.0768	0.3226
S10767	0.1426	0.06	0.3412	0.1143	0.0545	0.2873
S10776	0.1353	0.0986	0.1859	0.079	0.0402	0.461
S10778	0.1375	0.09	0.1832	0.072	0.0486	0.4688
S10784	0.1127	0.0729	0.1615	0.0815	0.0444	0.527
S10787	0.1626	0.122	0.1917	0.0971	0.066	0.3606
S10800	0.426	0.0575	0.1368	0.0581	0.0448	0.2768
S10805	0.1711	0.0849	0.1842	0.0968	0.0471	0.4159
S10813	0.1624	0.0929	0.2046	0.0853	0.0474	0.4074
S10814	0.1568	0.1637	0.1834	0.1408	0.0674	0.2879
S10815	0.1217	0.0748	0.2269	0.1181	0.056	0.4025
S10817	0.1178	0.0786	0.2446	0.1712	0.0741	0.3136
S1083	0.1416	0.0839	0.1966	0.0802	0.0496	0.4481
S10835	0.086	0.0927	0.1379	0.1148	0.0878	0.4809
S10838	0.0914	0.089	0.254	0.1226	0.0471	0.3959
S10844	0.2114	0.1074	0.1664	0.0988	0.0881	0.3278
S10845	0.1277	0.0808	0.1639	0.1061	0.0669	0.4546
S10846	0.2553	0.0578	0.2173	0.0862	0.0636	0.3198
S10853	0.1139	0.0973	0.1302	0.1264	0.0887	0.4435
S10854	0.1661	0.0987	0.1821	0.0875	0.06	0.4055
S10865	0.0939	0.0932	0.2528	0.107	0.0407	0.4124
S10866	0.1145	0.0618	0.212	0.0911	0.0492	0.4714
S10869	0.1063	0.0798	0.1969	0.0931	0.046	0.4779
S10873	0.1553	0.0935	0.2058	0.11	0.0812	0.3541
S10876	0.1354	0.0726	0.193	0.0609	0.0359	0.5021
S10883	0.1464	0.0697	0.1844	0.1077	0.0562	0.4357
S10885	0.1388	0.0919	0.1877	0.1121	0.0568	0.4127
S10893	0.1096	0.1009	0.1319	0.1278	0.0495	0.4802
S10895	0.1048	0.0797	0.223	0.0962	0.0626	0.4336
S10902	0.1793	0.1098	0.218	0.0937	0.049	0.3502
S10903	0.1063	0.0804	0.2103	0.1435	0.0589	0.4008
S1092	0.1317	0.0946	0.1388	0.0985	0.0318	0.5046
S10925	0.1502	0.0874	0.1852	0.0931	0.0466	0.4375
S10927	0.0897	0.1106	0.167	0.0726	0.0504	0.5096
S10936	0.1172	0.0621	0.3596	0.0682	0.0414	0.3514
S10945	0.1429	0.0609	0.2023	0.0658	0.0312	0.4968
S10947	0.139	0.1584	0.1878	0.1491	0.0798	0.2858
S10949	0.1427	0.0846	0.2109	0.103	0.0775	0.3813
S1095	0.101	0.1477	0.2538	0.1358	0.0945	0.2672
S10961	0.1066	0.0886	0.2139	0.1233	0.0728	0.3948
S10969	0.1343	0.0939	0.2194	0.0983	0.0551	0.399
S10972	0.2212	0.0698	0.2358	0.1	0.0584	0.3148
S10973	0.1382	0.0679	0.1947	0.0912	0.0391	0.4688
S10978	0.108	0.0656	0.274	0.0895	0.074	0.3889
S10979	0.1519	0.0573	0.2362	0.1039	0.0684	0.3824
S10986	0.1002	0.085	0.2029	0.1205	0.0491	0.4424
S10989	0.1428	0.1055	0.1602	0.1213	0.0647	0.4055
S10995	0.1331	0.0647	0.1946	0.095	0.0526	0.46
S11005	0.1606	0.0764	0.2115	0.1157	0.0667	0.369
S11008	0.1752	0.0905	0.1698	0.1241	0.0517	0.3887
S11010	0.1214	0.118	0.2184	0.1725	0.1067	0.263
S11013	0.1174	0.1094	0.2613	0.081	0.0536	0.3773
S11016	0.1246	0.0706	0.1923	0.0921	0.0562	0.4642
S11017	0.1056	0.0798	0.1651	0.0868	0.0502	0.5124
S11020	0.1094	0.0738	0.231	0.0903	0.0652	0.4303
S11027	0.1108	0.0947	0.1634	0.0984	0.0526	0.4802
S11035	0.1658	0.0984	0.1616	0.161	0.0453	0.3678
S11041	0.1185	0.101	0.2068	0.1136	0.0822	0.378
S1106	0.1476	0.0982	0.2649	0.0887	0.0564	0.3441
S11071	0.1495	0.0633	0.3445	0.0754	0.0519	0.3153
S11076	0.1229	0.096	0.2441	0.1372	0.0494	0.3504
S11078	0.1482	0.0694	0.1836	0.0838	0.0532	0.4617
S11081	0.1107	0.0941	0.2694	0.0789	0.0596	0.3875
S11086	0.1063	0.1187	0.2657	0.0914	0.0684	0.3495
S1109	0.1074	0.036	0.2271	0.0755	0.0296	0.5244
S11096	0.0756	0.0835	0.1774	0.0812	0.0336	0.5487
S11100	0.2157	0.0952	0.1617	0.1027	0.0668	0.3578
S11107	0.1358	0.0912	0.169	0.133	0.0575	0.4135
S11109	0.1066	0.1102	0.1601	0.1521	0.0751	0.3958
S1111	0.1348	0.0859	0.2472	0.1324	0.0759	0.3238
S11119	0.1124	0.1052	0.2376	0.1244	0.0745	0.3459
S11127	0.1026	0.0565	0.3056	0.104	0.0371	0.3941
S11136	0.1613	0.1068	0.1816	0.1167	0.0688	0.3647
S11147	0.1117	0.0763	0.1731	0.0998	0.0579	0.4812
S11150	0.1435	0.1004	0.1415	0.0908	0.0606	0.4632
S11152	0.1483	0.1016	0.1975	0.1138	0.0621	0.3767
S1116	0.1258	0.0748	0.2883	0.077	0.0537	0.3805
S11163	0.1581	0.1167	0.2024	0.0951	0.0616	0.3661
S11164	0.1153	0.0862	0.1465	0.1042	0.0705	0.4774
S11166	0.1402	0.1292	0.2232	0.1326	0.1086	0.2662
S11173	0.2379	0.0712	0.1521	0.0953	0.0422	0.4013
S11174	0.1194	0.1639	0.1479	0.1298	0.078	0.361
S11182	0.2261	0.1173	0.1586	0.0709	0.0253	0.4018
S11188	0.1393	0.101	0.1676	0.1088	0.037	0.4464
S11189	0.1429	0.0533	0.1837	0.086	0.0378	0.4964
S1119	0.1777	0.1084	0.1861	0.1126	0.0535	0.3617
S11195	0.2062	0.0638	0.2443	0.0626	0.0259	0.3972
S11197	0.163	0.1675	0.154	0.1624	0.0759	0.2773
S11198	0.0832	0.0712	0.1652	0.0973	0.0574	0.5257
S11211	0.1058	0.1056	0.2343	0.1204	0.0661	0.3678
S11214	0.1001	0.0961	0.177	0.1344	0.0998	0.3925
S11216	0.1085	0.1066	0.248	0.069	0.0532	0.4148
S11224	0.1225	0.1436	0.1854	0.1128	0.0602	0.3754
S11236	0.1379	0.0933	0.1987	0.1037	0.0505	0.4158
S11241	0.148	0.117	0.1898	0.1275	0.0665	0.3512
S11243	0.1194	0.0875	0.2243	0.1182	0.0741	0.3765
S11245	0.1369	0.1131	0.1705	0.1128	0.1087	0.358
S11249	0.1173	0.1212	0.2374	0.0741	0.0689	0.381
S11274	0.1297	0.1672	0.1887	0.1264	0.1044	0.2836
S11280	0.1556	0.0651	0.2181	0.091	0.0623	0.4079
S11281	0.1244	0.0917	0.1993	0.1122	0.0778	0.3947
S11285	0.1873	0.1373	0.1799	0.1225	0.0845	0.2885
S11298	0.1328	0.1145	0.219	0.1051	0.0817	0.3468
S11311	0.0871	0.0986	0.2905	0.0644	0.0503	0.4092
S11312	0.1096	0.0887	0.2446	0.0912	0.0376	0.4283
S11316	0.1336	0.0965	0.1474	0.0939	0.0566	0.4719
S1133	0.1243	0.1032	0.2243	0.1736	0.0972	0.2773
S11330	0.1134	0.0806	0.3125	0.0868	0.0553	0.3514
S11332	0.1541	0.0759	0.3466	0.0699	0.0319	0.3216
S11334	0.1359	0.0683	0.2189	0.085	0.0461	0.4458
S11335	0.1344	0.1237	0.1798	0.0886	0.0501	0.4234
S11345	0.1349	0.1462	0.2319	0.1241	0.0723	0.2906
S11349	0.1026	0.0766	0.2826	0.0742	0.0379	0.4261
S1135	0.103	0.0706	0.1561	0.0833	0.0576	0.5294
S11352	0.1189	0.1089	0.1812	0.1696	0.0547	0.3668
S11353	0.0978	0.0863	0.1676	0.137	0.0547	0.4566
S11368	0.1446	0.0766	0.1781	0.1197	0.0744	0.4066
S11369	0.1014	0.0857	0.2706	0.1097	0.0658	0.3668
S11371	0.1117	0.1059	0.3487	0.1086	0.0528	0.2722
S11377	0.1655	0.0974	0.1287	0.1026	0.0828	0.4231
S11378	0.168	0.0709	0.2237	0.1387	0.0636	0.3352
S11383	0.1498	0.0733	0.2629	0.0638	0.0655	0.3848
S11384	0.2046	0.1433	0.2502	0.1118	0.0498	0.2403
S11392	0.1424	0.1053	0.1957	0.1095	0.057	0.39
S1140	0.1284	0.1335	0.1838	0.1507	0.0774	0.3262
S11410	0.1454	0.0966	0.1661	0.0807	0.0658	0.4455
S11411	0.1441	0.0957	0.3052	0.0514	0.0497	0.3539
S11414	0.134	0.1059	0.2429	0.1493	0.0608	0.3071
S11419	0.1465	0.0919	0.1707	0.1148	0.06	0.4161
S11424	0.1265	0.0976	0.1346	0.0949	0.1078	0.4386
S11425	0.1473	0.1464	0.1636	0.0644	0.0538	0.4245
S11433	0.1205	0.0885	0.308	0.0781	0.0524	0.3524
S11434	0.1446	0.0839	0.2608	0.0662	0.0461	0.3983
S11436	0.1387	0.0855	0.191	0.0796	0.0528	0.4524
S11437	0.1836	0.0907	0.232	0.1047	0.0504	0.3386
S11440	0.1342	0.0935	0.1484	0.1308	0.0664	0.4268
S11449	0.164	0.0831	0.2202	0.0577	0.0431	0.4319
S11459	0.1654	0.1086	0.2352	0.1243	0.0745	0.2919
S11477	0.1197	0.0725	0.1984	0.1171	0.0524	0.44
S11480	0.1328	0.0852	0.1821	0.1131	0.0669	0.4198
S11486	0.1411	0.1327	0.1844	0.1044	0.09	0.3475
S11501	0.1181	0.0994	0.2113	0.1534	0.1112	0.3066
S11504	0.1533	0.0979	0.2689	0.1158	0.0752	0.2888
S11507	0.1726	0.1054	0.2319	0.1328	0.0694	0.2879
S11518	0.0556	0.0473	0.3821	0.0514	0.0318	0.4318
S11525	0.176	0.1073	0.2068	0.1121	0.0827	0.3151
S11531	0.112	0.0843	0.2593	0.1021	0.0583	0.384
S11532	0.18	0.0899	0.2253	0.1102	0.0585	0.3361
S1154	0.2269	0.0658	0.1369	0.0988	0.0617	0.4099
S11542	0.1082	0.1556	0.2099	0.1451	0.0824	0.2989
S11543	0.1292	0.0792	0.1889	0.1062	0.0418	0.4546
S11546	0.1252	0.0909	0.1346	0.0772	0.0513	0.5209
S1155	0.0741	0.1001	0.2088	0.1159	0.0497	0.4514
S1156	0.1562	0.1085	0.3119	0.139	0.0724	0.2121
S11568	0.1193	0.1023	0.2111	0.1282	0.0736	0.3655
S11576	0.1797	0.1036	0.1604	0.0968	0.0364	0.4232
S11584	0.1008	0.0875	0.1432	0.1206	0.0797	0.4682
S11586	0.135	0.0719	0.2038	0.0897	0.0471	0.4523
S11590	0.1305	0.0881	0.1971	0.0818	0.053	0.4496
S11592	0.1689	0.1485	0.228	0.1408	0.0749	0.2389
S11593	0.1931	0.0853	0.1756	0.0719	0.05	0.424
S11599	0.1284	0.1373	0.1784	0.1568	0.1131	0.2859
S1160	0.2285	0.1428	0.1584	0.1184	0.0825	0.2694
S11610	0.1406	0.1125	0.1981	0.1423	0.0695	0.3371
S11615	0.1248	0.1104	0.2329	0.0737	0.0328	0.4253
S11629	0.0944	0.0732	0.231	0.0562	0.0622	0.483
S11631	0.2038	0.0769	0.1556	0.0685	0.0396	0.4556
S1164	0.113	0.0788	0.2218	0.0888	0.0457	0.452
S11642	0.0949	0.1374	0.2349	0.1192	0.0662	0.3474
S11656	0.091	0.1137	0.2504	0.142	0.0757	0.3272
S11663	0.1343	0.0908	0.2397	0.0798	0.0421	0.4132
S11667	0.1163	0.0754	0.2848	0.0598	0.0549	0.4088
S11668	0.1502	0.0816	0.2187	0.1105	0.0523	0.3867
S1167	0.1212	0.0678	0.2625	0.1202	0.0657	0.3626
S11673	0.1216	0.1881	0.2716	0.1089	0.0532	0.2565
S11682	0.1504	0.0877	0.1861	0.0649	0.0337	0.4773
S11693	0.1725	0.1365	0.2016	0.1138	0.0663	0.3094
S11696	0.1227	0.1121	0.1465	0.1261	0.0579	0.4348
S11699	0.1459	0.0724	0.2199	0.0671	0.0208	0.4739
S117	0.124	0.2207	0.1238	0.1494	0.1344	0.2477
S1170	0.1765	0.088	0.183	0.0914	0.0543	0.4069
S11709	0.0941	0.0761	0.2929	0.0836	0.0365	0.4168
S11713	0.1886	0.094	0.242	0.1124	0.0796	0.2834
S11717	0.1516	0.0816	0.2034	0.1442	0.072	0.3472
S1173	0.1058	0.0875	0.2406	0.1325	0.0757	0.358
S11731	0.1591	0.0685	0.1198	0.108	0.0725	0.4722
S11732	0.1561	0.1079	0.1544	0.1078	0.045	0.4288
S11733	0.0918	0.0734	0.3197	0.0818	0.0642	0.369
S11734	0.114	0.12	0.2215	0.1284	0.062	0.3542
S11735	0.1498	0.0648	0.2837	0.0898	0.0448	0.3672
S11737	0.1257	0.1498	0.2462	0.1241	0.0844	0.2698
S11745	0.1206	0.0969	0.1784	0.1315	0.0702	0.4025
S11760	0.148	0.1213	0.1834	0.149	0.087	0.3114
S11761	0.5694	0.0567	0.1468	0.0874	0.0364	0.1034
S11769	0.1349	0.1196	0.1444	0.1068	0.0668	0.4275
S11783	0.1941	0.0712	0.2327	0.1078	0.0477	0.3465
S11784	0.1412	0.1152	0.13	0.1038	0.0668	0.443
S11786	0.1573	0.0993	0.1768	0.0925	0.0487	0.4254
S11797	0.105	0.1088	0.2725	0.0991	0.0729	0.3418
S11799	0.1151	0.1116	0.2238	0.1335	0.0751	0.3409
S118	0.131	0.089	0.2226	0.101	0.0522	0.4042
S11800	0.1458	0.0762	0.2333	0.0796	0.0513	0.4138
S11802	0.1409	0.0851	0.2029	0.0971	0.0637	0.4104
S11806	0.1354	0.1189	0.1678	0.1433	0.0979	0.3368
S11807	0.5142	0.0544	0.1228	0.0662	0.0541	0.1883
S11810	0.152	0.1107	0.192	0.163	0.0641	0.3181
S11811	0.0891	0.0641	0.1826	0.1034	0.0758	0.485
S11812	0.1224	0.1399	0.2405	0.1	0.092	0.3052
S11820	0.0911	0.09	0.2343	0.104	0.0453	0.4354
S11822	0.1036	0.084	0.1898	0.1179	0.0493	0.4554
S11823	0.1639	0.0742	0.2151	0.1517	0.0837	0.3114
S11826	0.0988	0.0891	0.295	0.103	0.0672	0.3468
S1183	0.1579	0.159	0.1242	0.1487	0.0989	0.3113
S1184	0.1198	0.1168	0.1635	0.0853	0.0573	0.4574
S11842	0.1329	0.0755	0.2322	0.0929	0.0828	0.3837
S11843	0.1216	0.098	0.2366	0.0898	0.0534	0.4007
S11844	0.106	0.0983	0.2415	0.1003	0.0533	0.4006
S11850	0.1381	0.1175	0.3069	0.1006	0.0595	0.2775
S11853	0.1814	0.0957	0.1905	0.1148	0.0549	0.3626
S11857	0.0915	0.1106	0.2398	0.1236	0.0662	0.3683
S11858	0.1287	0.1095	0.2001	0.1615	0.0582	0.342
S11860	0.1043	0.1023	0.192	0.1021	0.0698	0.4295
S11864	0.103	0.074	0.2237	0.1051	0.0424	0.4518
S11870	0.0988	0.1008	0.1784	0.1166	0.0547	0.4507
S11875	0.1122	0.0977	0.204	0.1368	0.0529	0.3965
S11877	0.1196	0.1984	0.1809	0.1456	0.1031	0.2525
S11878	0.1524	0.0714	0.2179	0.099	0.0476	0.4118
S11882	0.1172	0.1134	0.2346	0.139	0.0954	0.3003
S11883	0.1418	0.1454	0.1538	0.1174	0.0941	0.3476
S11884	0.0868	0.0724	0.2075	0.0592	0.0223	0.5518
S11886	0.1335	0.1148	0.1564	0.1183	0.0836	0.3934
S11897	0.22	0.0888	0.1523	0.0763	0.05	0.4126
S1190	0.115	0.0777	0.218	0.0386	0.0351	0.5155
S11903	0.1065	0.1088	0.2283	0.1098	0.0608	0.3858
S11905	0.1222	0.0892	0.1518	0.1942	0.0647	0.3778
S11907	0.0891	0.1096	0.184	0.2094	0.056	0.352
S11914	0.0836	0.1434	0.1693	0.115	0.1259	0.3628
S11917	0.1554	0.123	0.1966	0.1142	0.0588	0.3521
S11928	0.1063	0.0858	0.2539	0.1266	0.0638	0.3636
S11929	0.2089	0.0636	0.1845	0.1048	0.0552	0.3831
S1193	0.1589	0.1208	0.1734	0.0802	0.0507	0.416
S11930	0.1289	0.0742	0.2587	0.1094	0.0662	0.3625
S11934	0.1449	0.126	0.2787	0.0959	0.0717	0.2828
S11939	0.101	0.1252	0.12	0.0969	0.0476	0.5095
