Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages	otherCells
mix_17	0.13151650449464	0.721552441664783	6.37913873768785e-08	1.59731186460868e-06	4.04901233940052e-09	7.52520429564543e-09	0.146929381163108
mix_18	4.21229334497864e-09	0.753210610886469	3.12333929527735e-07	2.6291994104577e-08	1.75220167531359e-06	0.0758444116867651	0.170942882386874
mix_19	0.000118489391775271	0.828536316336091	4.16322025607456e-09	3.9669793050219e-06	8.78078708169189e-08	0.0343142102230793	0.137026925098659
mix_20	0.00934080046101222	0.853001276451526	2.80246956732879e-05	1.62353621758608e-10	1.66684367675997e-07	9.28502260812047e-05	0.137536881318986
mix_21	0.0387541654575202	0.818092615871402	1.8446036031188e-08	3.41792216701949e-09	1.46189140180148e-06	0.0039293785979081	0.13922235631781
mix_22	2.56366289106234e-07	0.838339016310518	4.89926932275207e-08	9.54035308938409e-09	4.43656995915647e-09	0.0321246643180092	0.129536000035568
mix_23	0.000379542832250612	0.824409380817047	8.78052322820086e-08	5.66472656690815e-09	0.000113170426415774	0.0345405636845769	0.140557248769751
mix_24	9.42521026611994e-08	0.734463770419542	8.2880661696246e-09	1.2006466959776e-08	0.000470524947848658	0.086942026600631	0.178123563485343
mix_25	1.58100121263057e-08	0.831202004909459	7.26521754682714e-08	1.52916460676921e-06	0.000239374625615059	0.0231559009119884	0.145401101926143
mix_26	1.03503681590878e-07	0.868880364247555	6.24515087869374e-05	3.46317570175443e-09	2.91238009367753e-08	7.30889457944224e-06	0.131049739258421
mix_27	1.46159019460633e-08	0.761396373949649	2.26823806690034e-08	0.000178618186789655	1.67506416413672e-08	0.0825316732318768	0.155893280582761
mix_28	0.0153616477936975	0.853822915757423	2.11121943468716e-08	4.04066502483218e-09	2.49227558333679e-08	1.78158288426903e-05	0.130797570544422
mix_29	8.73470315601698e-08	0.839511930254418	1.33713103009277e-05	1.46599478728725e-06	2.53169950884355e-06	0.0280645380858705	0.132406075308083
mix_30	1.14459415560087e-07	0.833278158408146	1.78069198095739e-05	6.35457187424856e-09	2.97206251023996e-08	0.0261898630515379	0.140514021085894
mix_31	1.63104556586337e-07	0.835019842281657	2.4859180848002e-05	2.59517747424167e-09	8.62851907963945e-09	0.0274989918092951	0.137456132399947
mix_32	1.94271178933265e-07	0.85162917628964	1.58866724176564e-08	1.26844604521528e-07	5.30431461507982e-08	0.0141109697775246	0.134259463887234
mix_33	9.45011618409779e-09	0.818120436512828	5.26254069523674e-07	1.75065984497773e-08	5.36511664188101e-08	0.0378383573637763	0.144040599261445
mix_34	8.41440828282244e-08	0.788812801064452	5.5011083101459e-09	1.71086474893434e-08	0.000185489570027532	0.0579318737392402	0.153069728872441
mix_35	5.26764486225629e-08	0.829208942706244	5.06905211384886e-07	2.35479329720967e-09	1.17802212024308e-08	0.0347912152979705	0.135999268279111
mix_36	0.0532843549549514	0.804470673595895	1.68727384809632e-07	3.37093061215268e-09	1.75514959407578e-08	0.00439864986212039	0.137846131937222
mix_37	0.041621366608692	0.817337461793965	1.23476299194248e-08	3.24691231245263e-09	1.53004784773235e-08	0.00687060869975049	0.134170532002572
mix_38	0.0031510154842666	0.859356900251392	1.22863389856157e-08	1.70147640470354e-07	4.12050682339167e-07	1.86762384283628e-08	0.137491471103441
mix_39	0.0716464417591969	0.792708446389225	1.13406003552381e-07	2.15914158814537e-08	3.73332990124158e-10	0.000148183141608642	0.135496793339217
mix_40	2.47294170805477e-05	0.825842389057266	9.1615348980123e-10	1.7558781699149e-06	1.7267357652036e-08	0.0334494601057881	0.140681647358184
mix_41	2.70221045743442e-08	0.811749291037781	3.49071171948583e-05	2.41742745380731e-09	9.06463735010648e-08	0.047462142940609	0.14075353881851
mix_42	0.0662128649443263	0.799926625991491	0.000311912446813855	3.19051837689801e-09	4.52207603802494e-05	4.87382540068821e-07	0.13350288528393
mix_43	2.73880368801811e-07	0.860899351975324	2.33912799225785e-06	0.00017049830931315	2.37744138032641e-09	0.00396878729534259	0.134958747034218
mix_44	0.00369737348929446	0.851875393837449	1.42339700411388e-08	1.56141786756261e-09	0.000307728255091374	0.00263790975369571	0.141481578869081
mix_45	6.55757940047856e-05	0.841347446788755	2.24816079621275e-08	0.000172809368835867	8.15594226933153e-09	0.0140662831593517	0.144347854251502
mix_46	0.0199099890716024	0.846758321815624	7.76827495117991e-07	2.72591546553743e-08	2.96567724632856e-06	1.96479328877846e-05	0.13330827141599
mix_47	9.79829693349726e-08	0.822576620087415	4.64894177482527e-08	0.000335031793833775	1.12419453146647e-08	0.0417951209166882	0.135293071487731
mix_48	1.30053525722709e-08	0.762889291670644	7.2235996732984e-05	1.44264399425642e-07	4.09688942315027e-09	0.0801191014487261	0.156919209517256
mix_49	0.000285075904305665	0.814998238921944	7.44157132370104e-08	4.91964080275088e-06	6.48626192519707e-08	0.0515407179047093	0.133170908349906
mix_50	0.0652170481828869	0.788473142818254	5.74687568943579e-09	0.000200063123387054	3.93842478409528e-07	1.44302897191747e-08	0.146109331855829
mix_51	9.48515056652127e-07	0.795853799518911	4.16781441602664e-06	0.000121938579143944	6.05067504058693e-06	0.0594495645324161	0.144563530365015
mix_52	0.0781868278369977	0.78606685544098	9.49730059929710e-09	0.000273427675486775	1.3800558906414e-09	1.00988851594307e-08	0.135472868070294
mix_53	7.00921837905401e-08	0.814142514292271	1.33835389474148e-06	3.62282862055262e-05	1.89476654916095e-08	0.0502577513008021	0.135562078726977
mix_54	0.0641700515978671	0.798182207061969	1.58972303119577e-06	8.77165855488267e-08	3.43927728544214e-06	1.30650000179806e-07	0.137642493973262
mix_55	6.01731598990707e-07	0.808039529651215	0.00111330387656924	5.69969154875221e-07	4.91073858870935e-09	0.0477463331732782	0.143099656687445
mix_56	0.00544131528205132	0.849456016936776	3.98554611185009e-07	2.60058313063252e-09	2.08356352426985e-08	0.0066805132244641	0.138421732565879
mix_57	6.29005277421096e-09	0.827899037215627	1.35220081272826e-07	5.22928360224336e-09	2.31881046969883e-05	0.0343209248460665	0.137756703094192
mix_58	0.00172673446978285	0.850520048200174	2.40502248117789e-05	4.56530525105616e-09	1.25129408096409e-08	0.00861340475617611	0.139115745270809
mix_59	0.000218258232828578	0.818719618346895	5.12565060262489e-09	2.74704371909954e-08	2.81167900237839e-09	0.0401849245556398	0.14087716345687
mix_60	0.0119179422370422	0.824026097068534	1.17902023038576e-09	1.81668428658342e-06	9.422738609556e-09	0.0193573600792826	0.144696773329096
mix_61	0.0399256591533575	0.814345456275017	6.54101728109615e-08	3.55513706828998e-08	1.37468998670633e-08	0.000168814377715734	0.145559955485467
mix_62	0.0224737962682228	0.841684169730092	1.29919518831285e-08	1.08004394329906e-06	1.88375769778649e-08	2.74868165729657e-07	0.135840647260047
mix_63	0.00161904055372367	0.819920362553662	2.69990616413814e-09	5.33205541018377e-07	3.83525116510564e-08	0.0389736997863348	0.139486322848321
mix_64	2.05545686117984e-07	0.818225670668118	4.88903450823658e-05	1.4964412416696e-08	3.01681251276612e-09	0.0388891547129407	0.142836060746948
mix_65	4.00660543622469e-07	0.85974869877509	2.6652540087744e-07	3.09700586342291e-07	3.99901338268595e-09	0.017375648589997	0.122874671749369
mix_66	3.85296460630928e-06	0.791847068667943	3.16268126244026e-08	3.07608628383313e-06	1.20007104813639e-08	0.0634962406306399	0.144649718023004
mix_67	0.0714416938439151	0.795074970404556	5.68024000167518e-09	1.28012682919058e-09	1.00410214613265e-06	1.22473458477068e-06	0.133481099954432
mix_68	0.000104980601273337	0.8682331101034	1.37061922029416e-09	7.68536912235928e-05	9.97745075225257e-09	6.75408608654728e-07	0.131584368847424
mix_69	0.00158621184087355	0.808739474122314	3.98161736072054e-09	4.52099070479879e-09	7.2133098828129e-09	0.0410478356542281	0.148626462666667
mix_70	5.05271016699076e-05	0.822692912273954	5.01078895766694e-09	2.07954014050863e-08	5.45709943566412e-08	0.054374257564645	0.122882222682546
mix_71	9.49816229491399e-08	0.768014104544789	1.23885698286983e-05	5.08339754684983e-06	7.09739903913218e-09	0.0764937832756625	0.155474538133151
mix_72	0.107149357696223	0.753364307951557	0.000212559702389423	1.71424662823675e-08	8.03978758000445e-09	3.56872674189132e-05	0.139238062200157
mix_73	0.0168498207775521	0.833891932985942	1.92560342552698e-08	1.21306234833378e-08	1.38016419505844e-08	0.0238135323135315	0.125444668734674
mix_74	3.09549465438658e-07	0.837359225687982	2.98377740564597e-06	6.41870377756921e-07	9.03874693418747e-08	0.0253941195434426	0.137242629183857
mix_75	2.35568229481489e-08	0.781668003949134	1.58254527933698e-06	3.02341695554119e-08	7.3535869934445e-08	0.0685595452340741	0.14977074094465
mix_76	0.0063428533851055	0.847790222208948	1.0386304491355e-08	1.63983561030837e-08	2.76046377359424e-08	0.00288694745396401	0.142979922562684
mix_77	0.00538969721041485	0.863343462190108	6.61696150249531e-07	1.26258287458415e-08	2.10801928611007e-08	2.14982184340898e-07	0.131265930215121
mix_78	3.61257920207892e-09	0.820780368120901	6.07395266633363e-09	3.32968352280882e-06	6.30170749026583e-06	0.0459868961368916	0.133223094664663
mix_79	1.91174359209818e-05	0.811417989592675	2.57961605087597e-06	5.74037874034424e-09	4.64629528915339e-08	0.0458529161867079	0.142707344965314
mix_80	0.0295621449367142	0.824666105674081	1.38429871203657e-08	5.82694506838217e-09	3.34039884879817e-09	0.00953292364340443	0.136238802735469
mix_81	0.013254148949272	0.841651453938136	3.54409955001706e-09	9.76660883956416e-07	2.04268039313284e-07	0.00218694354543625	0.142906269094133
mix_82	4.86988151285138e-06	0.828599421935682	0.000129815018257608	4.89352256765676e-07	1.4254074338269e-06	0.0293197880968073	0.14194419030805
mix_83	6.83777237310159e-07	0.797551660547856	0.00301838797667215	2.38761847521496e-09	1.74279099188786e-08	0.0544957629269142	0.144933484955792
mix_84	0.0154414210608513	0.833289713157013	5.5696587809404e-09	1.04420187028478e-06	2.23684391871292e-05	0.00997767147560043	0.14126777609582
mix_85	0.00509644888562198	0.843920825759651	5.16727467406477e-08	1.45037230266341e-08	7.60530645928865e-08	0.00824154781890904	0.142741035306284
mix_86	0.00502429082101661	0.85625030353061	1.46465085735707e-07	1.60579624234679e-10	4.51038767564088e-08	1.07010442955916e-06	0.138724143814402
mix_87	1.04031092855807e-06	0.837719529912575	5.58557852879016e-08	6.24373611810544e-10	2.75095794403328e-05	0.0200120915050799	0.142239772211817
mix_88	0.0152579283275926	0.843934837963018	1.4970256259086e-05	1.76591431026966e-08	9.03834972004845e-10	0.00259590908503021	0.138196335805122
mix_89	0.0219183996295873	0.840758383832686	8.92395624914647e-09	8.71804580858641e-09	5.44040936862078e-07	3.96518833698648e-07	0.137322258335954
mix_90	5.97162915063526e-06	0.837418830455326	1.4893036741988e-06	3.14875816903798e-08	2.57340041289917e-07	0.0231800907130742	0.139393329071152
mix_91	0.000889677837129007	0.802535772914735	3.65771149601459e-09	1.37956760806368e-08	8.51769162313911e-05	0.0570087978098378	0.13948055706868
mix_92	4.54714373661915e-08	0.828169202165162	1.47350143046347e-08	1.39434777156158e-08	8.42722184174672e-05	0.0288454248481797	0.142901026618311
mix_93	1.28268085412987e-08	0.720611288941417	1.26073992225125e-07	6.45866775217902e-05	6.37688994381502e-07	0.0794460555168247	0.199877292274441
mix_94	4.6962704620395e-08	0.786061482362998	3.10879847619031e-05	4.3534137252562e-07	2.36337740602584e-08	0.0585680544718532	0.155338869242536
mix_95	0.000139823248883269	0.797350496189439	8.33378834365857e-09	2.09684931227211e-05	1.78037186857596e-08	0.0605844164432801	0.141904269487768
mix_96	0.00102052857650458	0.808171757971063	5.76661574328375e-08	3.12546932404357e-08	9.32800682349687e-09	0.0526776217789588	0.138129993424617
mix_97	0.000195756940598314	0.824177750253546	2.60368390626221e-08	1.77427668481774e-08	8.70589900454795e-09	0.0369033840745486	0.138723056245802
mix_98	1.74011160204511e-06	0.824916623182433	2.00186324063677e-05	4.01538136806322e-08	1.29430793397971e-08	0.0366327373730283	0.138428827603637
mix_99	0.0280345593311845	0.821589280833724	1.70927234932137e-08	9.34681518397297e-09	7.43577287796708e-09	0.000219745833312156	0.150156380126468
mix_100	1.1933327711634e-05	0.838573704203851	9.94394004820236e-06	8.82066197067212e-09	7.64205008277492e-09	0.0227724463695512	0.138631955696126
