ID,HPCA_B_cells,HPCA_Monocytes_CD14plusCD16minus,HPCA_NK_cells,HPCA_Neutrophils,HPCA_T_cells_CD4+,HPCA_T_cells_CD8+
S10817,6.711626,7.835692,7.16918,8.263842,7.478554,7.506862
S1083,7.123116,8.345038,7.348156,8.613908,7.800408,7.807568
S10835,6.722994,8.543108,7.034318,8.460572,7.243676,7.147996
S10838,6.94854,8.525816,7.311768,8.865596,7.651562,7.686532
S10844,6.980482,8.068354,7.14123,8.457746,7.55064,7.482356
S10845,6.842762,8.515446,7.180494,8.691598,7.354162,7.34096
S10846,7.406556,8.071954,7.39105,8.201298,7.95859,7.890576
S10853,6.608066,8.536122,6.96584,9.03334,7.054946,7.094936
S10854,7.276608,8.269472,7.223428,8.369444,7.915448,7.712768
S10865,6.83912,8.373076,7.460336,8.517646,7.558546,7.58437
S10866,6.85381,8.44848,7.23508,8.76129,7.533422,7.628092
S10869,6.675114,8.871994,7.310206,9.13962,7.18761,7.41348
S10873,6.750078,8.274498,7.235896,8.515862,7.36515,7.376998
S10876,7.254158,8.586672,7.389956,8.682316,7.982284,7.934572
S10883,6.947098,8.445384,7.124802,8.728964,7.240958,7.2925
S10885,6.997616,8.5729,7.10906,8.770694,7.474092,7.291828
S10893,6.852916,8.551688,7.135124,8.993396,7.395528,7.380928
S10895,6.720122,8.585964,7.452564,8.79763,7.411602,7.496894
S10902,7.060914,8.20527,7.09482,8.509304,7.571402,7.529148
S10903,6.81036,8.604934,7.526982,8.890768,7.554198,7.763036
S1092,6.870322,8.707896,7.029422,8.993748,7.443144,7.302918
S10925,7.048966,8.37193,7.082526,8.586256,7.455024,7.352088
S10927,6.701872,8.666728,7.29426,8.915576,7.77007,7.518422
S10936,7.091514,8.436972,7.611626,8.463878,7.992002,8.026384
S10945,7.104768,8.826588,7.423762,9.055258,7.605674,7.623292
S10947,6.516534,7.97895,6.980276,8.285312,7.237768,7.176116
S10949,7.064582,8.324724,7.18728,8.813592,7.879882,7.731976
S1095,6.511366,8.03553,6.98952,8.203496,7.113966,7.013148
S10961,6.6727,8.39613,7.207258,8.776268,7.334988,7.4334
S10969,6.9955,8.330618,7.373514,8.545232,7.730068,7.748944
S10972,7.065386,8.221698,7.408832,8.407904,7.327134,7.43108
S10973,7.10118,8.648632,7.182696,9.035278,7.41671,7.442294
S10978,6.87244,8.587898,7.51439,8.906676,7.677638,7.755656
S10979,7.0972,8.380756,7.335434,8.601012,7.75738,7.663622
S10986,6.49316,8.267308,7.004058,8.551006,7.323072,7.182684
S10989,6.875062,8.306902,7.055572,8.628536,7.701326,7.558188
S10995,7.011966,8.647078,7.37441,8.96604,7.788402,7.73806
S11005,6.95884,8.35543,7.337512,8.563844,7.621792,7.637648
S11008,7.081378,8.399324,7.21182,8.766968,7.50974,7.422406
S11010,6.688782,7.706114,6.937848,8.0786,7.311144,7.253238
S11013,6.785448,8.25051,7.360666,8.472018,7.648134,7.599332
S11016,7.247622,8.690372,7.420128,8.8888,7.812902,7.941966
S11017,6.89994,8.669726,7.231746,8.562142,7.351592,7.34909
S11020,6.940692,8.645182,7.486132,8.781098,7.574598,7.565478
S11027,6.910594,8.762668,7.323366,9.0597,7.498476,7.575692
S11035,6.916678,8.351654,7.014954,8.809816,7.297862,7.311844
S11041,6.770696,8.169052,7.195308,8.632028,7.559918,7.462316
S1106,7.046676,8.397634,7.329412,8.724556,7.68681,7.719776
S11071,7.306946,8.153264,7.6951,8.139366,8.066076,8.19066
S11076,6.731766,8.137924,7.22605,8.510608,7.552648,7.502572
S11078,6.936078,8.45811,7.22053,8.77494,7.51179,7.456832
S11081,6.822464,8.316094,7.340218,8.444966,7.555274,7.574212
S11086,6.773528,8.299972,7.284308,8.689436,7.491338,7.49583
S1109,7.129858,8.949032,7.446272,9.08558,7.563954,7.672034
S11096,6.822898,8.814428,7.223998,9.148086,7.447814,7.49999
S11100,6.892452,8.074154,7.010682,8.37715,7.603482,7.203244
S11107,6.879136,8.45126,7.046148,8.905388,7.531092,7.294286
S11109,6.70949,8.321532,6.953502,8.759662,7.124232,7.114336
S1111,7.04624,8.245766,7.354708,8.39898,7.979494,7.886884
S11119,6.742806,8.260748,7.086238,8.60725,7.496174,7.413838
S11127,7.088616,8.570824,7.639194,8.847156,7.840782,8.115938
S11136,6.600332,7.888352,6.97158,8.122736,7.405484,7.183462
S11147,6.92625,8.590016,7.190678,9.034374,7.616986,7.570706
S11150,6.857202,8.566334,7.090712,9.093158,7.51822,7.365802
S11152,6.908556,8.386294,7.07014,8.607006,7.192258,7.240582
S1116,7.235314,8.490426,7.523214,8.6965,8.168192,8.053724
S11163,7.018876,8.153726,7.290638,8.590442,7.866012,7.768634
S11164,6.709652,8.553492,7.047058,8.871368,7.194472,7.14278
S11166,6.523114,7.499354,6.690478,7.636552,6.765534,6.599192
S11173,7.38375,8.473834,7.136162,8.853346,7.590832,7.460292
S11174,6.91058,8.229446,7.18206,8.470866,7.59383,7.584548
S11182,7.359936,8.488722,7.332654,8.81623,7.878162,7.781008
S11188,6.955924,8.554964,7.22593,8.802506,7.43285,7.505818
S11189,7.034356,8.546868,7.314782,8.890596,7.85963,7.77076
S1119,7.10754,8.072076,7.286414,8.075538,7.912828,7.807368
S11195,7.49501,8.56747,7.476138,8.64491,8.093808,7.972206
S11197,6.799556,7.716926,6.989258,8.060174,7.598342,7.305378
S11198,6.60851,8.761856,7.22234,9.103064,7.093818,7.188584
S11211,6.607096,8.275684,7.32684,8.351184,7.571714,7.446892
S11214,7.039548,8.38999,7.238672,8.68084,7.566798,7.734618
S11216,6.777512,8.561058,7.41063,8.728694,7.769024,7.657048
S11224,6.904536,8.33849,7.202326,8.632312,7.510204,7.468782
S11236,6.946028,8.562636,7.208074,8.733974,7.66547,7.513508
S11241,6.793956,8.185574,7.080906,8.515726,7.355122,7.384682
S11243,6.63948,8.13506,7.232642,8.458526,7.61815,7.465878
S11245,6.737658,8.038382,7.079116,8.37337,7.258584,7.235966
S11249,6.7645,7.983982,7.012778,8.170888,7.301542,7.188888
S11274,6.355938,7.598036,6.954746,7.733212,6.99688,6.89958
S11280,7.07484,8.349364,7.3612,8.474236,7.811486,7.715814
S11281,6.74883,8.297828,7.261536,8.366854,7.591878,7.541754
S11285,6.625614,8.017714,6.993202,8.185904,7.283582,7.126908
S11298,6.925998,8.263644,7.245334,8.348556,7.625806,7.455208
S11311,6.698452,8.310834,7.302386,8.602416,7.636344,7.700692
S11312,6.669412,8.299158,7.210898,8.55948,7.597254,7.428742
S11316,6.995532,8.470638,7.202588,8.65436,7.684514,7.558406
S1133,6.942174,8.08409,6.979466,8.4494,7.326624,7.243752
S11330,6.793118,8.337936,7.601276,8.786616,7.572328,7.850848
S11332,7.219858,8.036354,7.65838,8.309724,8.030474,8.013564
S11334,6.929654,8.368098,7.36282,8.548938,7.739036,7.835348
S11335,6.859914,8.361784,7.117648,8.80811,7.456056,7.335884
S11345,6.65373,7.788692,7.100538,8.102964,7.280774,7.037854
S11349,6.781078,8.549282,7.66494,8.610634,7.817792,7.85903
S1135,6.894944,8.589294,7.235406,8.66277,7.40807,7.406018
S11352,6.601362,8.365732,6.97362,8.688312,7.093994,7.03521
S11353,6.6855,8.582134,7.190094,8.812754,7.540008,7.377602
S11368,6.909952,8.63968,7.18415,8.88584,7.32844,7.442004
S11369,6.637372,8.165852,7.27144,8.20399,7.498832,7.50065
S11371,6.758724,8.000574,7.4301,8.179216,7.438864,7.700838
S11377,6.697646,8.59592,6.962794,8.703064,7.21193,7.08478
S11378,6.998208,8.06878,7.161192,8.22483,7.249722,7.479178
S11383,7.26396,8.466616,7.502186,8.673284,7.98021,8.060758
S11384,7.096484,8.109248,7.412438,8.380078,7.70909,7.77649
S11392,6.695908,8.273978,7.292762,8.441172,7.72175,7.544814
S1140,6.733522,8.10765,7.032058,8.436872,7.142234,7.065788
S11410,6.778928,8.41437,7.18489,8.664292,7.669748,7.47332
S11411,7.214684,8.424836,7.537752,8.447334,7.978804,8.081702
S11414,6.846632,8.011854,7.219926,8.372248,7.364586,7.391916
S11419,7.109128,8.596822,7.182766,8.834634,7.50351,7.52707
S11424,6.717618,8.32696,7.01255,8.414696,7.768916,7.471014
S11425,6.952852,8.252236,7.193764,8.426736,7.791944,7.580896
S11433,6.878088,8.44321,7.543198,8.51992,7.79936,7.67855
S11434,7.208594,8.51396,7.500934,8.779438,7.830702,7.905476
S11436,6.872052,8.543806,7.27919,8.609752,7.535954,7.457376
S11437,7.158634,8.195328,7.304906,8.569638,7.895782,7.837228
S11440,6.730126,8.472452,7.02728,9.042314,7.009144,6.9441
S11449,7.052986,8.18288,7.23109,8.56069,7.845746,7.72101
S11459,6.961924,7.877864,7.095306,7.974078,7.432048,7.34456
S11477,6.822238,8.522362,7.268164,8.871252,7.526754,7.504402
S11480,6.731358,8.370932,7.047108,8.749514,7.363694,7.337618
S11486,6.967806,8.178976,6.982308,8.55601,7.527592,7.38539
S11501,6.58876,7.980598,6.941038,8.28569,7.01906,7.013038
S11504,6.82651,7.886268,7.290592,7.951774,7.479714,7.554806
S11507,6.86748,7.895302,7.195748,8.226638,7.712004,7.58459
S11518,6.860132,8.471186,7.733228,8.062072,8.057958,8.14409
S11525,6.840376,7.93973,7.20792,8.094342,7.716912,7.510936
S11531,6.644738,8.137062,7.238416,8.369706,7.467654,7.396638
S11532,7.233426,8.052836,7.238758,8.301174,7.65485,7.651838
S1154,7.14083,8.421296,7.269284,8.66592,7.600324,7.669484
S11542,6.490394,8.02666,7.096492,8.41124,7.313974,7.244834
S11543,6.951718,8.57195,7.253912,8.811372,7.452076,7.446746
S11546,6.974612,8.611538,7.155508,8.908566,7.657716,7.467278
S1155,6.576652,8.412096,7.096284,8.570382,7.398432,7.262764
S1156,7.072634,7.731264,7.571298,7.9739,7.788046,8.009668
S11568,6.70701,8.380578,7.187422,8.73529,7.358376,7.387486
S11576,7.306804,8.40562,7.395512,8.550034,7.98219,7.965208
S11584,6.689038,8.53951,7.043566,8.904096,7.344432,7.173734
S11586,7.174418,8.650134,7.353552,8.966662,7.850132,7.728638
S11590,6.915808,8.674354,7.374082,8.914838,7.835816,7.811542
S11592,6.698388,7.873048,7.208822,8.123698,7.41642,7.346256
S11593,7.300664,8.579084,7.313576,8.848558,7.654952,7.6598
S11599,6.719596,8.090186,7.04977,8.341874,7.234232,7.031
S1160,6.9449,7.95313,7.144812,8.175578,7.511438,7.471866
S11610,6.591944,8.242006,7.008664,8.6127,7.275016,7.166654
S11615,6.879128,8.386644,7.433744,8.58177,7.598984,7.58972
S11629,7.252772,8.918382,7.746818,9.24441,7.90277,8.164174
S11631,7.406042,8.569388,7.192952,8.377724,7.84202,7.671788
S1164,6.847524,8.49739,7.310878,8.76827,7.490696,7.529934
S11642,6.255958,7.898988,7.000936,8.171504,6.92599,6.992008
S11656,6.606318,8.00953,7.09699,8.055148,7.435442,7.230744
S11663,6.889144,8.33399,7.35601,8.633118,7.780782,7.64453
S11667,7.102568,8.63285,7.491742,8.766178,7.811294,7.739236
S11668,6.973182,8.230856,7.170278,8.551346,7.527038,7.48728
S1167,6.70006,8.0919,7.423782,8.320662,7.461048,7.58465
S11673,6.53325,7.768692,7.185938,7.95616,7.228774,7.202418
S11682,7.211246,8.634492,7.333832,9.033062,7.6039,7.61992
S11693,6.927434,8.122586,7.20091,8.299522,7.608018,7.503628
S11696,6.964252,8.461454,7.156534,8.735802,7.75895,7.504716
S11699,7.237802,8.566746,7.452226,8.811836,7.802088,7.712042
S117,6.404854,7.46752,6.643496,7.674556,6.871566,6.694514
S1170,7.142232,8.273632,7.264574,8.607184,7.700446,7.58938
S11709,6.641036,8.33449,7.332192,8.619464,7.436142,7.538678
S11713,7.264888,7.710122,7.458538,7.441484,7.760672,7.882748
S11717,6.850572,8.229254,7.240098,8.450604,7.686666,7.632962
S1173,6.62805,8.30405,7.174476,8.591534,7.249012,7.331224
S11731,6.603346,8.823018,7.085906,9.025316,7.177242,7.20383
S11732,6.852928,8.347982,7.093002,8.721958,7.542678,7.48132
S11733,6.869124,8.376448,7.503804,8.38174,7.816152,7.805914
S11734,6.750696,8.359562,7.384212,8.713876,7.409456,7.570664
S11735,7.037644,8.368318,7.424232,8.74282,7.485752,7.58778
S11737,6.575966,7.810068,7.20065,7.938664,7.18067,7.175484
S11745,6.720396,8.406614,7.045848,8.64459,7.314212,7.134094
S11760,6.569418,7.863404,6.806998,8.241086,7.07001,6.84641
S11761,7.774626,7.385036,6.964844,7.458202,7.26578,7.256602
S11769,6.621184,8.487246,7.05776,8.819998,6.989968,7.078806
S11783,7.341028,8.35854,7.386432,8.69582,7.834122,7.86381
S11784,6.88579,8.250726,7.078368,8.590962,7.588222,7.443408
S11786,6.961752,8.590628,7.307528,8.927708,7.677568,7.62802
S11797,6.622214,8.289252,7.304396,8.469548,7.393476,7.465204
S11799,6.854868,8.26739,7.321228,8.448378,7.350604,7.486382
S118,6.795952,8.43129,7.26145,8.697086,7.50073,7.456892
S11800,7.21979,8.56386,7.386258,8.77075,7.74506,7.866774
S11802,6.818802,8.239464,7.12517,8.495236,7.283678,7.268642
S11806,6.484468,8.263348,6.913526,8.684198,7.114302,7.023182
S11807,7.74532,7.716856,6.84507,7.738884,7.073268,6.971194
S11810,6.727236,7.931578,7.153412,8.193642,7.675792,7.530764
S11811,6.916126,8.74933,7.316138,9.036874,7.480916,7.54993
S11812,6.572564,7.962886,7.103424,8.292938,7.093208,7.144576
S11820,6.865344,8.476422,7.2796,8.722588,7.611904,7.705032
S11822,6.73413,8.4614,7.120662,8.984284,7.35618,7.445514
S11823,6.921748,8.237304,7.11451,8.566368,7.378186,7.428756
S11826,6.650348,8.044014,7.368294,8.54923,7.395738,7.54295
S1183,6.742576,7.736714,6.91637,7.934688,7.344782,7.216266
S1184,6.91446,8.360094,7.182858,8.485228,7.751868,7.577396
S11842,7.104436,8.470292,7.515628,8.594766,7.940932,8.030522
S11843,6.697832,8.36296,7.291016,8.738198,7.535014,7.617684
S11844,6.901698,8.269478,7.263314,8.383324,7.630746,7.640562
S11850,6.595658,8.028196,7.41096,8.065948,7.340224,7.326112
S11853,6.946066,8.116332,7.110384,8.488372,7.425356,7.340986
S11857,6.562572,8.218576,7.175166,8.552272,7.319206,7.229864
S11858,6.816332,8.325444,7.040672,8.648124,7.232658,7.164152
S11860,6.996232,8.498152,7.289774,8.755974,7.676096,7.614402
S11864,6.78163,8.223682,7.18596,8.188022,7.197014,7.424644
S11870,6.952078,8.51523,7.141386,8.859412,7.780504,7.670312
S11875,6.916606,8.21816,7.206766,8.6683,7.655188,7.571538
S11877,6.471866,7.868778,6.885056,7.963134,6.814372,6.797044
S11878,7.26311,8.548934,7.5251,8.601234,7.799466,7.860062
S11882,6.663332,8.001112,7.111726,8.123144,7.299696,7.34479
S11883,6.497332,8.087216,6.866766,8.37826,6.809466,6.815416
S11884,6.869724,8.70958,7.497686,8.954138,7.50192,7.476996
S11886,6.836904,8.200326,6.906538,8.564498,7.20325,7.053042
S11897,7.457392,8.72866,7.160218,8.97377,7.631568,7.5203
S1190,7.039384,8.530024,7.394538,8.693758,7.710898,7.751694
