Gene,B_cells,Blood_CD34._cells,Dendritic_cells,Eosinophils,Fibroblasts,Keratinocytes,Lymphatic_endothelial_cells,Macrophages,Monocytes,NK_cells,Neutrophils,Plasma_cells_CD138.,Platelets,Reticulocytes,Subcutaneous_Adipose,T_cells_CD3.,T_cells_CD4.,T_cells_CD8.,T_cells_Gamma_Delta,T_cells_Regulatory,Vascular_Endothelial_Cells
Mix_12,96.3877117155,327.071643874,499.922949093,656.753538859,398.889469306,166.146072992,397.356844854,233.389972266,519.799172813,218.111621942,276.135827042,124.262319524,336.98580853,44.0869011834,112.001323653,302.765177436,362.992530252,430.116693201,895.340066051,151.394562339,232.312345683
Mix_13,157.069259404,359.015450062,788.38910246,647.832845469,347.271288823,165.859586155,397.183974046,213.031967103,370.492698547,205.540615768,231.555712303,126.783558762,312.412482987,44.6634010541,109.665554061,288.799601237,520.62222626,418.32346431,803.104892299,163.368400415,227.089372223
Mix_14,105.855820064,346.910205974,288.788648037,638.736819639,349.966363022,172.23627846,381.801332062,187.18961823,337.996414629,244.838199382,209.455905166,113.514404055,297.975310653,44.1505542681,104.127636026,358.134306524,465.390865136,503.138042838,847.174005986,173.364145937,210.911218058
Mix_15,116.73510866,362.614096811,485.936328881,669.811751126,393.9583296,171.950110016,411.161398258,202.931748872,383.845987131,195.417996395,237.680335985,120.441624624,311.871087548,46.2307289708,110.83288488,394.643229277,555.151485647,428.062305265,907.330934298,171.003336916,225.553582692
Mix_16,133.99088628,364.766182694,689.020872521,646.95702343,371.363697159,165.976938263,409.17108537,212.923198506,410.47306169,178.783878057,246.686948886,126.955206732,317.794884434,44.3923836999,108.164183632,345.311652474,534.924467804,405.86606868,841.264464708,161.682920322,230.1743843
Mix_17,122.006512854,371.690060323,497.127780587,657.491580849,373.170897224,172.463321163,410.697471174,198.991972355,370.480108211,197.998728089,234.730706633,122.223220693,309.27820293,45.6711768807,108.119152223,382.778278018,540.072050483,446.418146486,867.969068509,173.853863112,222.288064926
Mix_18,117.588817036,362.910321824,514.334286606,676.569481979,408.657844078,170.877506256,420.269906517,207.715773555,393.208461952,169.142370467,239.548841498,128.600255622,313.625792092,47.1823459936,111.549209805,431.98207301,612.402826026,389.638086414,931.467601467,171.077714232,229.772018764
Mix_19,105.21543885,333.153709343,608.728816289,643.496483447,387.348689676,164.181706475,401.833633589,234.686505516,533.39570265,215.886493042,277.000790411,127.798264751,344.102958273,42.9415856136,112.705029255,270.271564514,337.944005732,441.334569779,853.927361205,147.662787542,231.607029258
Mix_20,139.963893938,351.456078136,807.096045261,645.784683688,378.021463108,160.91486322,407.885713793,228.081672387,462.063239202,183.737304398,259.468476454,130.638254318,328.601917123,44.2016286011,110.020343598,294.978862719,482.173632147,388.28283867,839.291705798,153.127636939,234.552524347
Mix_21,136.573470166,355.313093123,859.448793229,645.943693578,388.870440809,159.556023409,418.268369359,239.184225519,512.965653535,171.611289063,285.096458038,132.995664709,342.076975405,43.5857777403,111.088215573,291.564707303,464.251100497,375.264205283,841.7360126,149.404220732,241.634052917
Mix_22,105.661160714,330.971874738,666.584859648,643.574495948,397.183599612,162.287041391,414.92391766,244.872776184,570.032419621,200.391856533,296.228611293,132.640324081,351.466496416,43.157986417,114.943380907,272.827873912,341.034842396,418.155344768,866.499592541,145.435908002,241.337725052
Mix_23,158.939405638,354.969373545,863.571945959,666.907348552,373.532283298,164.862613294,403.500893464,218.189110881,398.000772087,184.324581345,237.721593297,129.605424833,320.011871186,45.1292012453,110.319742736,305.098080452,558.121293522,363.695527707,839.403143259,163.276039825,230.123669183
Mix_24,90.5213005011,378.123980403,353.139997155,655.89475882,410.618806182,172.175634084,431.325781892,202.531956107,427.335646821,164.951663983,258.289530428,126.536833769,318.92393659,47.8294627248,107.238141075,458.109237856,555.671953368,437.949927782,937.681751428,170.428320024,231.506074489
Mix_25,153.37047732,366.866789592,706.006577503,640.744927565,344.675588681,169.801885644,394.417797495,201.144757028,330.036115829,204.104650464,215.112254079,121.035641661,300.165191429,43.2784415994,106.236174569,319.076510451,557.05194119,427.632601505,803.651061439,166.857991641,220.744051282
Mix_26,133.985104012,375.792970249,575.959109197,647.6390808,369.421955544,167.971923905,408.132531628,201.740724309,344.567730868,185.43770949,228.193758771,122.18782583,306.898803612,44.9362444287,106.999132962,379.983789827,578.115080041,432.768736785,848.047463604,170.297465414,226.255807518
Mix_27,147.506822037,385.500431476,873.932220238,624.689282092,360.447239133,160.982580315,427.099511431,223.4397905,450.254379572,157.256240207,270.335429346,132.999875288,330.28497666,44.2004871887,106.704569548,312.918825535,505.891684329,408.280322042,784.031335377,153.201794681,241.087174817
Mix_28,125.140008215,339.221107771,733.100893403,657.345345781,391.27334106,163.715389318,407.862594773,233.782754862,496.926342367,188.476613692,271.330890155,131.318815279,338.040541682,43.0216690846,111.801144314,296.046118423,443.862195191,387.532326356,859.697444363,150.315197309,234.764004613
Mix_29,143.042871462,378.207265776,669.057915064,650.821144955,360.908168004,168.264343657,410.872708112,199.685934951,346.957900011,185.869620153,226.036441163,123.830156696,303.002117292,43.8983742001,107.047735515,370.112665825,587.097698438,425.129154823,834.490105503,173.488518075,227.203747544
Mix_30,123.809224902,347.697250143,441.126103068,635.292934905,334.358580121,168.497646973,380.675560761,195.50457626,346.941133677,249.886799219,214.446263183,117.081727092,303.144541279,42.710886699,106.593034534,309.716938281,444.247507014,498.145039886,812.030312548,170.610895577,213.903410343
Mix_31,138.16108473,353.685377464,687.966763593,649.392095391,370.620123431,165.011698014,409.194791566,215.913150283,407.969890371,189.256965773,242.491563308,129.664547428,314.060793911,43.6687019823,107.732982053,335.409072986,527.504698784,402.27312737,839.40733337,163.203510454,229.095420963
Mix_32,115.426388858,374.965908063,573.772575863,678.781148018,405.35120673,171.59200908,421.619608762,211.413735786,427.281465634,163.929629444,252.820782414,130.939876692,325.934227526,44.5776864759,110.406209099,418.373477491,578.792755709,390.743615931,927.449902213,167.628709272,232.28711481
Mix_33,105.863267337,357.522884997,488.467966836,646.842131122,394.252463682,168.058490518,411.08193312,212.110364686,442.806959103,186.349466403,255.335528069,124.789039017,322.446727795,44.6571445667,109.347262747,381.512260188,490.150913654,429.372909025,891.47470712,163.06870045,227.389751327
Mix_34,134.057810192,332.651938887,886.11453924,650.538011425,388.057804239,160.961489559,409.976310388,250.586234131,564.056093432,193.121275474,294.612899761,135.385383495,348.230605186,43.2680523174,113.439784011,233.707087855,381.474124309,388.16617759,831.575660517,142.321276664,242.160207662
Mix_35,124.768701767,339.695264573,537.424251393,655.434708281,373.285178971,169.545668134,389.059209825,208.858521743,393.67494719,220.735777445,227.134541091,120.915064325,311.943323267,44.0292456865,110.260044391,317.321160606,483.487706397,427.681859714,868.937725828,164.915551517,218.147513483
Mix_36,134.164042335,353.219822422,636.831157906,646.277401824,361.01079558,167.356574914,398.073923425,210.206927194,399.268705242,206.311440624,236.006747225,123.659918798,316.306042338,43.2735041933,108.998950168,313.219522605,490.097015137,427.221621666,834.891136656,163.037936438,224.071374612
Mix_37,107.615812353,337.472847719,452.214296227,641.392282359,367.386914386,170.607115899,387.981533327,214.48334788,442.163577936,240.877112213,244.686521506,121.033776309,321.452921156,43.5361061346,110.812995142,297.678125683,386.740074065,482.468488687,853.868887838,160.845504614,221.370895923
Mix_38,96.3860129955,329.439877932,486.061535664,655.017728927,398.477351428,166.546168751,402.129811016,224.880738187,497.063821622,205.780170942,265.446989975,125.42606039,331.984624374,43.9642367097,111.7592752,329.095588702,411.410650868,418.281466222,897.696723078,155.588790049,227.844619318
Mix_39,153.572069657,357.13387462,1046.20302289,664.085003361,398.481025888,160.198765585,428.161761039,249.605546554,537.748868454,148.639577554,297.879632392,138.517245916,350.65729803,44.649776433,115.162968028,275.790645985,492.605842703,327.967834293,839.317147176,145.251169929,250.549153742
Mix_40,130.809420189,338.945554644,563.97557176,638.133588797,343.094622174,169.043865284,386.318452256,211.024725779,394.196428603,244.549891691,229.739296204,119.430121056,316.134436545,42.7161382861,107.192997837,273.400791649,422.662183063,474.534280493,813.864980591,161.761113832,220.530817199
Mix_41,119.200542478,323.93194495,558.139736112,660.104607802,375.515625141,170.722556566,389.883822949,221.843741106,451.549908062,245.061022129,241.94688485,126.137977043,327.323579626,43.2279256467,109.765631452,268.432468371,399.534565291,437.8292041,860.550217344,159.653494292,219.531262902
Mix_42,137.125398596,387.494932962,616.398417222,654.770956863,366.299747905,168.613453083,417.290081314,196.309397789,345.714009066,176.76197472,232.763310359,124.801041786,307.409185789,45.0764479018,106.540227388,396.162612469,602.110289384,427.041220747,844.940748378,175.475366052,227.910312695
Mix_43,140.597280756,336.266423605,798.380657013,637.62890335,359.056171218,160.079489769,395.70800129,230.398298072,469.818378229,205.632094471,259.345983393,128.362077,329.718572829,42.4064094367,109.605913042,242.243588712,411.842335967,407.539846686,800.155433936,148.879572508,229.295785204
Mix_44,102.350360302,314.874130469,535.987348868,660.982617871,395.100154536,166.915824938,391.875496472,231.033018723,506.936504799,220.115454164,262.397518805,125.761667627,337.200911549,42.93278041,112.082176138,290.08908986,380.336136856,415.431407326,891.625207182,152.455474516,226.926279191
Mix_45,111.626180739,366.498756434,555.787823091,634.724616894,371.821871651,165.221306442,410.698811317,215.313185382,441.750316637,196.932514097,262.038307722,126.708340475,323.231384166,43.244623923,110.329524473,336.903145874,441.591078071,461.518637645,844.851177279,158.874515245,227.506303955
Mix_46,142.545496782,388.545941993,750.261221469,628.684021262,364.926201846,162.516461441,418.125348864,209.24511321,390.491955608,163.489468247,251.35198265,123.790790632,315.838008578,43.8582816863,105.741514423,356.606993645,551.475931262,420.144337956,817.204089509,162.613762116,232.256724104
Mix_47,123.561137442,337.185081044,770.068446445,643.597829598,386.96077048,162.432831702,404.810820261,241.644065782,520.272595887,198.106719728,277.999453476,131.634287687,344.052501095,43.9567304813,111.372777467,259.572750122,392.307921956,399.044284356,841.940452974,148.095126536,238.891855452
Mix_48,135.150216781,348.312233458,637.362496061,657.264641364,375.885511571,166.542599654,395.474885267,212.306010439,396.693047995,202.478400316,235.599257294,127.00169579,316.030921043,43.4587785997,109.025564646,323.734977227,508.270169802,411.212230859,857.76764268,165.489053515,226.067957019
Mix_49,109.59693641,326.46759018,352.594585203,651.902638492,366.257325829,173.983292728,374.259524742,201.216582618,373.448241911,252.972740162,215.100582117,115.921254914,309.356897548,43.7723968769,110.150083795,325.527239634,443.144813175,476.130835953,881.440367655,170.277205184,212.002956722
Mix_50,111.167463752,382.605456085,488.897770735,637.238246741,381.011657338,167.934825599,421.794155139,203.748421334,407.731224827,176.630404143,256.882859537,124.785067897,318.244111938,45.7982762342,107.722045839,408.950012126,528.813054385,458.756223517,864.096750303,169.083298243,232.296169786
Mix_51,132.216998116,356.236723762,666.937890066,657.646412136,378.916709089,166.04675682,405.957104449,214.157590128,408.69333492,189.19497407,244.343918947,126.554317911,317.812439021,44.8917386244,108.717606905,343.009171086,532.818699494,397.514297009,866.872934491,163.09104261,228.453296985
Mix_52,98.9605817445,353.939296717,348.709763041,633.285413827,369.182831364,170.794347845,395.464020236,201.081137092,405.322247768,221.376178803,245.187247487,120.056743537,313.482733307,43.3717503483,108.262475865,356.120123575,426.262636225,496.605428844,865.34319341,166.744240842,219.862951997
Mix_53,129.680867949,361.280102661,758.854597065,645.328215928,378.943631298,163.247376375,415.876463899,232.315062273,481.094158324,179.808143628,274.935821923,131.07382969,334.504282704,43.3172405398,111.069351467,307.999316401,466.564793635,399.102883028,840.072004855,155.121766256,235.894200051
Mix_54,100.068558045,294.724570595,585.47918297,655.657798106,391.412261032,163.382987391,380.270765609,249.953687722,557.305286494,250.747679341,274.721104049,128.626644097,348.126910893,41.7998174342,116.050841176,211.176161015,262.401427484,429.984886703,869.90747519,141.919600737,227.363345213
Mix_55,96.959488808,333.0954929,374.321297931,661.595322388,379.187294512,177.969321948,387.297288936,213.653297364,437.263865673,253.617547639,237.938225094,118.49602954,327.193219207,41.8565822975,113.044311069,301.196181544,373.825687124,508.451594414,900.47971336,162.289999392,222.033624924
Mix_56,111.493497874,380.972841575,542.401544858,632.797211959,377.254555437,168.56230409,423.829531966,215.633052094,450.10542055,185.941848841,266.422086213,125.017042215,327.043921403,45.418176384,109.234983347,368.413297343,487.949310295,452.721992239,855.866836308,161.731674789,235.766882867
Mix_57,86.4852818023,298.493702416,313.382773271,674.37380996,401.108810886,172.970563595,376.109877239,224.209186978,477.139575426,261.983311116,242.406940224,120.583092149,331.327779912,44.2995811127,112.35734006,300.630559796,350.467588565,451.956825948,940.837628548,159.391179567,214.329093703
Mix_58,116.581024833,364.757664338,465.21011363,664.855724167,377.398980256,169.858601623,404.231505315,209.623047565,391.105847763,198.870663875,237.763294953,127.188106036,308.38030126,45.9640185165,110.478320584,399.049050114,553.457154456,433.001396799,882.567276581,173.297427021,217.51781575
Mix_59,106.258389403,318.111442168,395.290334756,655.616129331,364.15743563,173.460650112,378.178648066,220.232593938,446.376497831,272.023965843,235.519034097,121.938916905,326.44950046,43.0592263126,112.688235335,265.22077401,337.38023855,499.350131744,869.50184318,162.467687727,216.270979167
Mix_60,168.704537737,408.866645608,749.085254654,626.632000152,322.433731572,168.253952162,407.779939206,186.966505765,282.649676411,189.166423536,215.379901611,122.665294685,290.574681419,44.077870579,103.92623605,349.230320392,610.596455017,468.025880189,759.183672303,176.762067885,227.280661594
Mix_61,150.868551946,337.161977255,835.47641325,647.408331401,349.243292443,161.08420266,393.200168118,230.61433305,445.302261898,211.798424064,250.727106384,125.090529126,329.380791216,42.7965233289,110.597501283,233.57209384,434.586067024,408.990060304,791.428529514,151.391848078,228.794172586
Mix_62,161.788762972,337.29603666,740.118136186,645.361782526,330.374016888,167.02510954,372.121327917,208.50343019,342.119931287,243.812904161,208.288237854,121.15327894,303.83363015,42.0880322223,107.632027861,241.051269351,476.812393914,437.181140831,778.476168204,164.281407392,216.214488494
Mix_63,95.6132816365,300.971569064,529.811573371,653.68830325,394.343414071,166.015738179,383.669906415,243.846956056,550.41144312,245.021041874,269.31394535,125.008121747,346.056465419,42.181702277,114.82559543,243.078463491,290.853083786,437.101485759,880.777852347,144.497946723,227.815347536
Mix_64,130.082650261,343.168295213,857.57590647,641.751892827,387.671855887,159.271631043,417.611352467,244.688446917,551.54800299,185.235422129,295.317839566,136.938713829,350.653169351,44.1181606604,113.834996609,257.406647694,389.314877017,389.071466461,834.796736532,142.88198789,244.485604803
Mix_65,129.528238369,353.505449794,774.924357159,645.38052804,379.308198269,161.06839561,411.316079057,232.411825877,492.419340472,181.960046935,275.567117614,131.212043113,338.320025579,43.4359258656,111.037567847,295.383004825,446.691569307,400.137486481,831.39417898,151.713924842,234.625717284
Mix_66,136.990833912,350.157521498,589.897765976,643.032309506,352.822419349,168.806194577,386.636453417,200.118744354,344.601460885,211.318857492,215.416766461,121.818514533,300.517513877,42.9903332698,105.615432789,326.77681392,519.391105282,430.808392357,825.766366409,167.423464577,216.623512638
Mix_67,163.976338354,336.906113449,1057.92221898,661.364305375,378.348814356,162.238540502,405.416904739,248.693983528,501.902463566,182.770999884,272.116476251,137.134917226,343.347298962,42.3493780195,113.693535372,222.589237543,462.480897194,339.248362732,811.306037078,145.993908443,240.760558534
Mix_68,121.453244827,377.327504649,591.916618557,634.525006283,376.655704976,168.092430876,419.671244058,209.601510015,427.854986012,171.349641578,254.917454181,127.723375462,317.191251697,45.2548714777,107.487953852,379.057897868,525.754525767,436.262661209,847.851951132,163.674838813,230.203367839
Mix_69,159.426756319,358.264300733,831.725408938,641.308533303,346.9795755,166.66407248,398.138139834,216.210533223,388.019617215,208.475865938,234.818324827,126.052781735,319.110763216,42.9093958988,109.108543854,264.419290968,498.637364505,420.75904037,786.740858395,160.987409806,226.106105348
Mix_70,113.483829336,374.132780492,536.589700764,645.8203451,380.64777505,168.136028777,417.279253735,204.644583055,401.618681979,176.691568761,247.717301638,124.252008979,319.62809038,46.0720745616,108.14890928,397.291742224,535.704644871,437.512614103,878.786715579,167.545991526,230.237448361
Mix_71,124.409654195,349.398866647,541.522548797,640.188112419,356.572035892,167.75904723,388.989243089,213.194866869,413.250418893,236.35247817,240.939168144,120.926528735,322.792616306,43.3149066292,107.787213908,287.392336312,406.991138969,481.326554001,833.725736738,160.396202819,222.609651499
Mix_72,111.335846165,361.989500529,672.751093137,658.148376586,422.176372386,162.7018879,429.379063552,228.946913697,501.563842922,151.631450179,283.786033977,131.957249795,337.776618002,46.2156241943,109.895307923,385.393313644,519.521237465,366.153248059,918.372730343,156.387199727,238.991214614
Mix_73,96.3033467476,330.245154809,320.450890679,651.588319522,372.244287299,172.706906902,384.030605096,208.480871518,421.153356057,253.011572276,232.323264426,116.535142281,319.413362724,44.240192903,110.351475543,320.056630077,380.731266112,494.776341254,890.655515811,166.066727862,214.457032672
Mix_74,145.121940818,328.792161107,847.791871216,642.65150928,363.01600606,161.169646995,390.280214255,235.816819199,471.042407143,215.106832058,257.185606902,125.357923738,331.984810029,41.4199742606,110.644711017,218.248804031,396.07428073,400.297361375,805.020511218,148.635543852,231.17143058
Mix_75,117.208218577,322.703624207,456.787035193,663.879983468,364.662073134,173.269113349,375.569433563,211.499962641,399.312223285,249.492098677,222.92147479,119.68716414,314.128308805,43.3540034545,108.559452961,298.777208931,435.027401972,453.334873937,868.090009844,165.446662931,218.128846702
Mix_76,119.825402232,329.109362873,447.273474698,651.805371908,355.361615266,173.546898882,380.51277983,207.352227564,381.729771646,252.767272008,221.280023015,117.719813188,311.124928021,41.8220209305,109.084966372,294.009773039,428.51634664,478.335742392,848.166038296,165.974505242,218.015394087
Mix_77,115.243097952,320.842910584,687.413509953,662.776822879,403.508983726,163.301284267,406.405459106,240.940141512,527.441507799,200.22302212,275.181807359,131.290237404,344.630630782,43.6302411854,113.212235909,277.279255017,398.564999959,386.729402214,885.122924253,148.502625582,234.5645664
Mix_78,102.117883904,349.767404498,260.952756526,641.36159374,360.598089154,173.306123538,382.790374379,186.048105491,334.173645632,232.647353751,211.410717163,115.269429559,297.813489981,44.0660209066,105.409562578,386.097222076,491.157897104,490.672488201,874.782567849,175.793843823,208.543771233
Mix_79,99.0483129022,288.914631081,458.40678724,655.981606722,381.962172158,169.515874592,373.565835281,239.390474637,522.612673952,268.255847436,255.874808317,121.818040003,338.557379867,41.3412857714,114.085820175,226.677377013,275.157920951,458.454224144,883.916062539,149.853266488,219.799021948
Mix_80,123.457347482,346.299009679,586.850450685,669.214977919,396.055055078,168.102345626,407.733798155,217.040623497,422.402503923,188.393203398,246.480255951,126.447310145,322.992633998,45.2838790592,110.373066393,357.08331948,528.201183026,393.985080941,891.749977269,166.03237148,225.116078224
Mix_81,121.890896975,333.651283051,633.23807449,638.044559868,366.144171769,164.703977697,393.149547266,224.110565057,468.651967092,219.985107592,255.175914545,124.470944971,328.242349932,41.817732249,110.837290327,266.386681469,388.434738715,439.276090613,828.37876058,153.165793505,225.263073796
Mix_82,132.909658509,351.43654732,493.911673722,627.261847118,330.291828916,168.292449928,375.649137798,191.608277816,310.311328646,233.347070915,203.565112629,114.313633844,292.407541806,42.4624962508,104.512175836,318.350726806,493.48689132,473.411995054,805.638943341,170.856876366,209.99977768
Mix_83,141.057396896,341.578874074,763.3531511,642.43362311,363.075092952,163.569081343,395.794184369,223.191415948,439.089942951,206.561519021,251.400257764,126.695812642,322.166337747,43.190255689,109.4065225,265.695902689,447.899436399,407.742389427,816.315614393,155.590423399,229.574342291
Mix_84,123.624024782,362.221583352,640.969474001,640.703577813,381.454744674,166.504224963,416.889850121,216.971331127,442.167719254,182.245282297,260.844210593,129.349657129,323.365279622,43.1283699903,108.574297645,342.119827685,488.203221509,414.46133113,850.176634942,158.279167947,228.848029821
Mix_85,124.293142675,335.69879773,466.683191407,646.294883495,358.297550968,171.258149353,379.191928914,199.538153375,366.146093715,235.308991791,214.751280544,118.443558514,305.94587685,44.1243812737,108.511890432,323.136920931,479.918401644,452.522147655,850.672620943,167.912523886,213.741280409
Mix_86,111.95193842,329.820383488,566.175188814,638.615572677,368.313363939,164.522525476,392.546306615,226.093051096,486.133505547,230.39538657,262.685706662,124.63090592,331.827126554,42.6128847637,110.948566888,265.711023871,347.516208606,454.816151777,840.156426498,151.904368371,225.484947133
Mix_87,180.021476733,337.792055338,1123.50640061,658.696850102,362.713061241,158.965100507,397.424462267,244.033797298,469.985812134,194.800757478,257.61855615,136.78446839,336.597533442,42.0659084324,112.027416494,186.743590159,452.630111505,346.270818629,780.584927752,143.131829863,236.023473972
Mix_88,144.273787504,388.325400149,716.553214429,641.051911269,366.341294212,165.466267706,413.443024522,201.518222407,363.108822514,159.265199582,237.504208242,128.589702923,306.392138112,46.2441358201,107.578636931,377.077718042,600.398632078,400.067848329,826.193376522,167.544285233,229.785857483
Mix_89,88.6092488886,312.152594606,478.287921665,656.797117718,406.850572805,168.211667834,399.106382544,242.482941349,558.647924367,222.67352726,282.719060085,127.751079856,343.914997952,42.649163488,115.208858741,294.952635938,334.346994824,432.945126745,903.039919649,150.001597372,228.201083329
Mix_90,123.073392249,308.827939909,477.789748218,664.952861242,359.624325706,173.429601374,366.799205136,213.353623843,396.599164575,274.626213968,213.551703331,118.803678714,315.386572055,42.9392325257,111.056569615,260.58457871,405.336671091,462.009415259,864.903105887,164.472006498,212.693358861
Mix_91,180.114684849,352.274056794,944.053324113,664.817269317,351.473953475,167.633073217,398.542888138,216.165053935,353.23418078,198.174159525,219.616928208,129.913917255,311.011586147,42.4283354568,111.031479158,269.314773706,574.199854455,372.116618842,786.615852916,164.867001781,225.606272966
Mix_92,125.789471949,312.296436445,637.87099112,661.330022431,376.601780839,163.829900996,381.063596604,227.276614164,457.389777877,230.174494486,243.590607109,124.424861636,325.666550977,42.594240988,111.898045616,258.003345259,407.987817977,404.384633484,856.576626033,154.231630705,221.57284971
Mix_93,115.792128931,373.382160002,658.003009391,667.190450471,422.242641857,169.132437506,438.833186335,228.888768957,485.263931809,141.190468034,277.901109427,129.763113661,334.810093453,50.6068550364,110.742832812,402.842714802,556.219829717,360.018609375,924.059153539,159.944996458,244.226480457
Mix_94,153.573544373,374.989179904,786.133529766,645.784692193,365.021548183,164.817818575,411.144349833,206.570574815,370.520931188,167.534775679,238.486636993,130.25026816,312.073619389,45.2389722512,108.105431162,346.461130475,589.530586721,390.292522553,817.656778959,165.177897234,231.694244303
Mix_95,116.48346799,333.494455482,510.170015854,669.998515612,390.25660725,170.067880876,390.643316284,212.320039517,412.38308592,216.086248635,232.210331484,123.410602631,319.303917512,45.1776960838,110.598766225,342.052493187,492.465470104,411.206145602,906.143190515,165.797268727,222.189525025
Mix_96,105.511234229,358.860883864,420.747954961,657.745116065,389.515227567,170.009796012,405.815135779,204.625192633,408.777162111,197.071149126,243.955293902,122.144151391,313.115979983,44.745877242,108.560894493,396.298092556,514.446137435,439.413978968,898.755910219,168.993242584,225.517118077
Mix_97,130.91385522,324.051041341,751.490756105,644.083492544,368.154707808,162.068731317,390.840297215,235.98774385,489.418185313,213.691050272,260.444969761,127.961127723,333.283716124,41.7414844792,110.51843009,237.125624223,378.582877174,406.943464783,819.259453398,147.794814437,231.176958558
Mix_98,155.572859687,356.921472409,1267.90748378,676.575335317,434.400573873,155.799312165,453.68138577,275.916182202,644.839636513,129.401422067,335.537887414,149.782146046,375.425875783,45.3228480812,119.114009017,234.637128537,442.455812304,283.162661844,859.581296448,134.965683215,264.690608841
Mix_99,90.4316451337,370.94286869,228.828723662,682.590888886,408.342667928,176.433361696,412.721677701,193.592970025,363.228682726,200.950724944,225.697222433,118.793371671,305.690530154,47.78721788,108.405952977,476.42099529,582.331930964,461.70548548,973.413153069,183.027335824,219.71427294
Mix_100,122.117882247,317.371058123,797.264990944,663.22466044,406.471351295,158.829173005,401.649018514,246.862396811,546.914098048,196.792218236,279.202807241,134.840632536,347.023274524,43.4215155156,114.176423598,255.829883721,396.49835672,359.663942567,875.694590255,145.018832778,237.217731272
