ID,Bcells,Monocytes,NKcells,Neutrophils,CD4_Tcells,CD8_Tcells
S21129,7.770424,8.382596,8.460424,9.816486,8.248158,7.560004
S21130,8.2578,9.059482,8.914574,10.256184,8.912652,8.176104
S21132,8.400108,9.129378,8.833458,10.095706,8.56041,7.969944
S21134,8.15816,8.761486,8.623262,9.832454,8.414378,7.80571
S21139,8.506926,9.132742,8.901488,10.40979,8.60747,8.130794
S21141,8.151112,8.95751,8.727058,10.051606,8.616244,7.891552
S21151,8.30409,8.85301,8.748062,10.069654,8.533264,7.874292
S21156,7.792946,8.417234,8.463978,9.67889,8.116038,7.494836
S2116,8.106228,8.596452,8.629004,9.869562,8.361374,7.717926
S21160,8.200412,8.710182,8.786856,9.853398,8.74298,7.959962
S21165,8.17827,8.774996,8.680656,10.075418,8.338504,7.747084
S21166,8.17193,8.826356,8.72252,10.077708,8.869714,8.030298
S21177,8.067498,8.729716,8.594134,9.977326,8.370282,7.79153
S21179,8.081294,8.795764,8.598514,10.042734,8.681324,7.90161
S21188,8.353616,8.95371,8.86195,10.051868,8.710094,8.126182
S21191,8.467448,9.219248,8.924974,10.252026,8.652382,7.922802
S21195,8.200756,9.113776,8.980166,10.290454,8.577328,8.005054
S21198,8.28043,8.79003,8.787884,9.923468,8.568854,7.832722
S21199,8.27302,9.154934,8.836356,10.283736,8.313518,7.992926
S21202,8.143894,8.952792,8.677982,10.226878,8.559784,7.839972
S21207,8.19399,8.550858,8.654082,9.777124,8.541512,7.905266
S21208,8.237662,8.924428,8.65131,10.021912,8.56655,7.853306
S21213,8.279674,8.99628,8.893992,10.29173,8.867346,8.037
S21216,8.223872,8.914784,8.67573,10.09404,8.667656,7.95957
S21218,8.019578,8.560862,8.57605,9.949654,8.609878,7.656228
S21221,8.209438,8.902146,8.849628,9.994032,8.813294,7.937866
S21222,8.56389,9.2519,9.083128,10.206494,8.959404,8.114324
S21224,8.043374,8.735692,8.488758,10.002892,8.696032,7.992288
S21234,7.682304,8.447532,8.495516,9.876234,8.182022,7.734002
S21242,8.193022,8.937698,8.774512,10.285362,8.425464,7.788964
S21247,8.020746,8.654568,8.620186,9.904326,8.543364,7.820194
S2125,8.02403,8.71176,8.704786,10.051778,8.447642,7.861894
S21252,8.131884,8.930296,8.781532,10.300768,8.52258,7.963692
S21253,8.157016,8.625202,8.660598,9.88806,8.531624,7.91601
S21254,7.942784,8.714584,8.534456,9.854888,8.356486,7.605078
S21265,8.418568,9.077814,8.983558,10.300334,8.73692,7.953868
S21273,8.009088,8.621288,8.660292,9.83316,8.547926,7.785334
S21275,7.910026,8.658324,8.462922,9.921666,8.34882,7.68989
S21276,8.217114,8.977294,8.735334,10.315696,8.619472,7.932472
S21280,8.12862,8.8538,8.6183,10.067696,8.58704,7.900764
S21281,8.227604,9.034244,8.8876,10.187812,8.597648,7.91692
S21292,8.365698,8.893176,8.741206,10.380484,8.492462,7.7506
S21296,8.15097,8.941082,8.676626,10.239166,8.375846,7.797278
S21300,8.08155,8.763816,8.563264,10.029018,8.356536,7.735568
S21301,8.108514,8.942394,8.743564,10.271596,8.55408,7.905482
S21306,8.005894,8.736064,8.706272,10.08227,8.388552,7.820884
S21316,8.088542,8.814568,8.61871,10.04331,8.523006,7.957814
S21317,7.768734,8.462702,8.446458,9.64551,8.410678,7.612854
S21328,7.560456,8.421224,8.254984,9.879848,7.809934,7.280198
S21332,7.903414,8.419332,8.358396,9.921636,8.306814,7.485948
S21333,7.94542,8.727114,8.632864,10.079614,7.861038,7.365976
S21335,8.07507,8.837622,8.57332,9.877956,8.714274,7.848072
S21338,8.140636,8.765052,8.684418,10.053432,8.404292,7.84021
S21340,8.015472,8.785924,8.600418,10.065054,8.52421,7.677954
S21343,8.255916,8.962582,8.85468,10.18811,8.8575,8.036762
S21351,8.150344,8.783242,8.773474,10.018526,8.258488,7.735718
S21353,7.98111,8.54903,8.457722,9.687252,8.352066,7.634526
S21361,7.989504,8.666824,8.600618,9.811578,8.241164,7.593772
S21363,8.209234,8.875986,8.8211,10.172062,8.527494,8.008544
S21368,8.064216,8.904882,8.615972,10.102366,8.399926,7.8226
S21372,7.676872,8.282906,8.4797,9.790704,8.164392,7.620524
S21378,8.096546,8.66374,8.778374,9.990192,8.323732,7.580606
S21391,8.15413,8.90958,8.743708,10.063696,8.243648,7.896684
S21396,8.264254,9.090828,8.754208,10.306896,8.27557,7.94681
S21400,8.068312,8.785858,8.661668,9.982446,8.518754,7.942174
S21402,7.995388,8.601896,8.501194,9.847198,8.802396,7.88699
S21407,8.035064,8.682718,8.675486,9.793448,8.20027,7.702596
S21410,8.180354,8.989828,8.908104,10.26849,8.610682,8.040956
S21414,8.053848,8.824408,8.584446,9.92633,8.503868,7.882412
S21418,7.753146,8.604314,8.386144,9.922792,8.249014,7.520134
S21420,8.46889,8.921702,8.934118,10.185828,8.85076,8.04064
S21426,8.243644,9.044482,8.884772,10.293996,8.915914,8.115966
S21427,8.19735,8.7253,8.709964,10.032744,8.758314,7.915096
S21428,8.231894,8.595366,8.480572,9.833766,8.622026,7.895548
S21431,7.944722,8.910188,8.59506,10.109548,8.508244,7.809934
S21437,8.131548,9.039428,8.760408,10.13862,8.66837,8.006256
S21438,7.797328,8.40101,8.474278,9.774192,8.22209,7.624382
S21441,8.1693,8.852406,8.713424,9.811858,8.551776,7.823586
S21442,8.250684,8.920878,8.706172,10.142266,8.735448,7.963846
S21444,7.791826,8.529374,8.298774,9.883868,8.107704,7.405254
S21446,8.104468,8.763664,8.698442,10.189936,8.427454,7.876142
S21450,8.425296,9.079094,8.706272,10.32926,8.963264,8.020118
S21453,8.27727,8.856278,8.800534,10.15567,9.008636,8.122376
S21456,8.29925,8.67128,8.71233,9.968202,8.227044,7.680646
S21461,8.128914,8.781616,8.657504,9.948618,8.229434,7.650668
S21475,7.937696,8.449304,8.371062,9.830512,8.278382,7.553676
S21478,8.279868,9.217772,8.861266,10.245594,8.670914,7.898496
S21480,8.090788,8.867496,8.625074,9.942776,8.404454,7.755612
S21486,8.237434,8.858196,8.894648,10.131884,8.65088,8.030724
S21490,8.072876,8.652072,8.72872,9.965672,8.773698,8.02053
S21491,8.31768,9.081012,8.81368,10.18168,8.774126,8.037812
S21498,8.151464,8.855786,8.876204,10.017404,8.40696,7.84727
S2150,7.989062,8.633256,8.51541,9.90344,8.558046,7.676462
S21502,7.8991,8.76187,8.67963,10.123212,8.452168,7.799734
S21505,8.062256,8.798824,8.636294,9.788844,8.361332,7.650722
S21512,7.735552,8.261226,8.327208,9.709844,8.224624,7.436614
S21518,8.185576,8.644968,8.693722,9.957028,8.774876,8.030782
S21520,8.27412,8.959914,8.867738,10.088622,8.325142,7.817148
S21528,8.035178,8.82807,8.640888,9.883984,8.40934,7.703518
S21533,8.039396,8.781316,8.67169,10.020248,8.543588,7.99682
S21536,8.234346,9.114776,8.816894,10.404194,8.647562,7.983418
S21537,8.264482,8.845876,8.74624,10.119024,8.488244,7.87828
S2154,8.155092,9.064796,8.852192,10.356272,8.436476,7.930284
S21540,8.025106,8.647602,8.636016,9.888156,8.214246,7.732026
S21543,8.074106,8.732374,8.487658,10.05966,8.4641,7.696732
S2155,8.15638,8.866138,8.828396,10.103244,8.699944,8.07257
S21550,8.066668,8.661046,8.630676,9.87775,8.426252,7.73902
S21557,7.941784,8.914538,8.5714,10.217564,8.436042,7.760094
S2156,8.141892,8.823964,8.741728,10.17724,8.181376,7.760022
S21562,7.705878,8.248326,8.352566,9.496546,8.264546,7.579016
S21563,8.1779,8.727836,8.839672,9.859216,8.71868,8.17864
S21567,8.26484,9.095724,8.79163,10.273316,8.866406,8.050334
S21570,8.178708,8.796464,8.652582,10.032936,8.361494,7.82864
S21577,8.13835,8.727498,8.666262,10.006038,8.326206,7.753548
S21578,7.945116,8.548232,8.408558,9.765592,8.700724,7.703056
S21589,7.961018,8.622768,8.551536,9.952074,8.253238,7.771538
S21597,8.172128,8.882964,8.802,9.95713,8.587746,8.038194
S21602,8.043798,9.082356,8.737688,10.3115,8.331894,7.864436
S21618,8.160122,8.846978,8.732718,10.079036,8.614694,7.983678
S21619,8.148354,8.685398,8.57119,9.930604,8.507642,7.790806
S21626,8.480924,8.95017,8.916108,10.211826,8.898978,8.146542
S21628,8.098532,8.644972,8.554548,9.945192,8.712312,7.898432
S21629,7.95539,8.771066,8.525794,9.959736,8.374482,7.615752
S21630,8.244734,8.958994,8.849232,10.172466,8.731064,8.038038
S21631,8.097074,8.899238,8.768492,10.023042,8.52526,8.050162
S21637,7.983796,8.708834,8.611618,10.028778,8.258856,7.794516
S21641,8.119352,8.839554,8.73953,10.037582,8.55235,7.867018
S21642,7.882948,8.510294,8.566288,9.733648,8.44366,7.97288
S21646,8.069592,8.73599,8.582774,9.831514,8.326498,7.72259
S21647,8.209966,8.998862,8.87748,10.214452,8.272586,7.743496
S21651,8.268188,8.433318,8.550728,9.70494,8.36513,7.658656
S21652,8.396548,9.271482,8.972104,10.444528,8.732586,7.994446
S21656,8.28883,8.877112,8.83017,10.097428,8.222604,7.6892
S21657,8.353596,8.837948,8.721706,10.090098,8.256268,7.64149
S2166,8.212242,8.8605,8.678632,9.978562,8.764422,8.05796
S21660,8.121722,8.91882,8.60924,10.22829,8.265446,7.565086
S21672,8.265198,8.914634,8.87574,10.092088,9.309778,8.276964
S21674,8.011372,8.835474,8.72888,10.102504,8.123172,7.650868
S21683,8.0963,8.696918,8.690058,10.157792,8.767906,8.002278
S21693,7.965874,8.860366,8.578146,10.03498,8.203742,7.48006
S21695,8.120194,8.750988,8.68669,9.937182,8.47142,7.932798
S21696,8.268376,8.915982,8.72355,10.160852,8.64914,7.995354
S21697,8.06175,8.563754,8.476642,9.918566,8.24872,7.554796
S21710,7.987932,8.739044,8.639658,9.939354,8.29297,7.649592
S21715,8.004246,8.722862,8.689048,10.06441,8.494854,7.805558
S21726,7.986804,8.629206,8.599394,10.054386,8.574268,7.768448
S21740,8.093858,8.777822,8.629488,10.008654,8.649634,7.93114
S21750,7.90569,8.638456,8.375348,9.924538,8.396468,7.558072
S21753,8.148006,8.911234,8.874594,10.21116,8.659904,7.986388
S21754,7.985932,8.788724,8.52952,10.237388,8.390808,7.77524
S21761,8.16656,8.810324,8.688492,9.973044,8.672542,8.00361
S21773,8.069218,8.854002,8.71584,10.086676,8.52294,7.915464
S2178,8.082028,9.05018,8.654216,10.378678,8.400426,7.79925
S21780,8.136356,8.685618,8.658514,10.02011,8.15727,7.69583
S21781,8.199332,8.810354,8.708256,9.960242,8.742622,7.9992
S21783,8.065602,8.926098,8.665762,10.10295,8.190078,7.689536
S21791,8.002394,8.807154,8.788802,10.092638,8.159544,7.707208
S21797,7.924182,8.792138,8.475812,10.120014,8.440514,7.637432
S2180,8.034448,8.793584,8.739282,10.005912,8.355926,7.89737
S21805,7.961384,8.550462,8.498936,10.019668,8.311818,7.759288
S21811,8.177932,8.75764,8.932598,9.944654,8.159368,7.823918
S21822,8.15443,8.82831,8.686346,9.969588,8.599408,7.924184
S21828,8.273168,8.820978,8.736592,9.89948,8.711252,7.905224
S21829,8.195262,9.090328,8.63353,10.436634,8.57762,7.813214
S21832,7.885184,8.65567,8.484958,9.904776,8.161394,7.635322
S21834,8.129624,9.034536,8.81905,10.22138,8.537262,7.85155
S21836,7.83062,8.392618,8.582308,9.548154,8.288006,7.597594
S21838,7.939108,8.813858,8.662816,10.065202,8.484976,7.772032
S21839,7.752082,8.522336,8.478026,9.958634,8.328474,7.671916
S21845,8.234896,8.830882,8.5734,10.077648,8.491616,7.872356
S21857,8.382028,9.039774,8.831684,10.212954,8.704334,8.178036
S21859,8.093954,8.845002,8.634488,10.075204,8.934808,7.937266
S21863,8.251302,8.855804,8.831376,9.995946,8.54518,8.015996
S21867,8.082516,8.8613,8.711224,10.128548,8.455004,7.86467
S2187,7.920514,8.600836,8.599424,10.023914,8.624292,7.786018
S21895,7.94365,8.693446,8.610292,10.07208,8.221646,7.721376
S21900,8.159338,8.678966,8.681208,10.044454,8.613846,7.913886
S21906,8.067342,8.568792,8.517726,9.915886,8.606742,7.692024
S21913,8.237978,8.757678,8.678356,9.941392,8.522472,7.90661
S21917,8.19112,8.620552,8.531784,9.858516,8.475208,7.697414
S21919,8.156654,8.745982,8.641482,10.185416,8.666798,7.816868
S2192,8.529396,9.3135,9.117244,10.33107,9.157252,8.334308
S21936,8.05118,8.930624,8.7804,10.094206,8.393176,7.886416
S21937,7.912428,8.759914,8.604724,9.988404,8.31918,7.729906
S21942,8.348216,9.182878,8.766134,10.286458,8.659796,7.979118
S21948,7.810228,8.258614,8.36636,9.597714,8.0212,7.400396
S21957,8.357848,8.909368,8.90494,10.141628,8.603376,8.070018
S21959,7.910618,8.469848,8.628984,9.786076,8.42896,7.72521
S21960,7.589446,8.189192,8.234674,9.773348,8.02606,7.448982
S21961,8.119742,8.85637,8.580826,10.11572,9.09607,8.004978
S21976,8.546834,8.90464,8.881398,9.967478,8.61544,8.00046
S21979,8.093766,8.597198,8.594726,9.861734,8.655788,7.924758
S21980,8.078832,8.312322,8.49725,9.619734,8.67334,7.853018
S21984,7.974798,8.82366,8.516574,10.101124,8.305684,7.612734
S2199,8.127052,8.731504,8.671196,9.966856,8.582788,7.808856
S21994,7.89477,8.697834,8.715184,9.997832,8.400248,7.795688
S21999,8.012166,8.89017,8.645894,10.054504,8.523874,7.867624
S22002,8.029246,8.817116,8.7365,10.012012,8.67508,8.181524
S22011,7.75298,8.40772,8.439054,9.804298,8.351324,7.74889
S22023,7.750586,8.416768,8.194264,9.90312,8.056186,7.251526
S22025,8.206674,8.786416,8.662664,9.973978,9.087516,8.027382
S22026,8.122508,8.943982,8.805178,10.186894,8.467058,8.076644
S22032,7.875316,8.727322,8.431644,10.01737,8.043252,7.398612
S22034,8.152626,8.956376,8.735764,10.198392,8.403576,7.739736
S22038,8.015902,8.729212,8.659126,10.178744,8.351992,7.69307
S22041,8.12848,9.056846,8.885248,10.451504,8.454942,7.899542
S22046,8.206336,8.785792,8.784086,10.04782,8.595404,7.930192
S22048,8.373188,9.190794,8.792014,10.155074,8.72791,7.845888
S2207,8.360636,9.304412,8.821572,10.289808,8.863436,8.000084
S22070,8.031978,8.755904,8.662986,10.121056,8.247854,7.7767
S22075,8.073482,8.686124,8.818332,9.827632,8.43278,8.008676
S22077,8.336366,8.863982,8.81736,9.965656,8.365186,7.845122
S22078,8.016288,8.76827,8.563928,10.12206,8.33696,7.616388
S2210,8.233126,9.022902,8.667162,10.062656,8.60308,7.757866
S22100,8.0618,8.895652,8.572378,10.161194,8.153042,7.574216
S22106,7.944824,8.67769,8.506684,9.87141,8.5913,7.84476
S22109,8.019168,8.65471,8.529932,10.065674,8.292088,7.651188
S22110,8.192938,8.916658,8.658988,9.974674,8.43664,8.011368
S22113,8.167952,8.64784,8.633998,9.97168,8.918634,7.875494
S22114,8.22012,8.920436,8.81762,10.092512,8.43165,7.780116
S22117,8.075434,8.84751,8.834504,10.046956,8.36435,7.816096
S2212,7.927512,8.708872,8.541288,10.000282,8.21223,7.722642
S22126,8.173572,8.946268,8.707004,10.145742,8.7837,8.070968
S22129,7.949866,8.617478,8.55743,9.965928,8.220704,7.707452
S22131,8.264158,9.011678,8.563364,10.074228,8.488858,7.948036
S22144,8.274524,9.106038,8.956088,10.12942,8.72253,7.869284
S22147,7.794426,8.634158,8.431558,10.053176,8.077744,7.666238
S22148,8.058636,9.000246,8.65335,10.240974,8.525066,7.79906
S22150,8.161852,8.689902,8.867162,9.829768,8.348172,7.678428
S22151,7.90186,8.694458,8.527902,10.08741,8.660606,7.780754
S22160,7.816208,8.774706,8.435376,10.190376,8.242836,7.689498
S22166,8.114124,8.671278,8.670574,9.940278,8.514602,7.88902
S22173,8.099162,9.05133,8.647772,10.21804,8.488156,7.884852
S22174,7.87221,8.828844,8.629168,9.999192,8.313932,7.70884
S22177,8.26097,9.025854,8.853556,10.32819,8.532226,8.036812
S22178,8.091404,8.80974,8.632858,10.02193,8.486744,7.797748
S22181,8.370096,8.804496,8.79137,10.001052,8.704876,8.043686
S22185,8.515492,9.176528,8.788392,10.333168,8.500232,7.858256
S22189,8.27318,9.046546,8.769136,10.264626,8.59345,7.857324
S22191,8.248814,8.985682,8.698178,10.155476,8.781534,7.979498
S222,8.007152,8.86422,8.657502,10.040114,8.579384,7.943178
S2220,8.064922,8.672724,8.642092,10.00467,8.488782,7.80659
S22226,7.944802,8.644594,8.597336,9.861672,8.082114,7.51674
S22227,8.17164,8.793576,8.711424,9.812294,8.627316,7.901714
S22231,7.786924,8.603126,8.460138,10.105126,8.320998,7.743998
S22238,8.122002,8.773948,8.512584,9.941696,8.567156,7.704214
S2224,8.22902,8.806192,8.676028,10.198376,8.480764,7.88058
S22249,8.090254,9.048688,8.81215,10.376786,8.635358,7.927418
S22257,8.05742,8.648974,8.654228,9.886306,8.485554,7.89335
S22259,8.211494,9.060922,8.69745,10.111212,8.578766,7.710796
S2226,7.984128,8.65846,8.651302,9.940526,8.66165,7.971834
S22260,7.970398,8.752876,8.508402,10.078644,8.570462,7.871236
S22262,7.819108,8.418864,8.166558,9.748392,8.117984,7.44219
S22268,8.033602,8.749368,8.52534,9.909182,8.217216,7.469856
S22275,7.819986,8.675036,8.509244,9.989882,8.321046,7.591778
S22289,8.161116,8.748364,8.684408,10.07799,8.420016,7.851074
S2229,8.142394,8.789488,8.6857,10.061942,8.464746,7.794582
S22295,8.171932,8.712042,8.579416,10.04362,8.419188,7.760508
S22296,7.784052,8.477498,8.372796,9.894986,8.271046,7.63144
S22301,8.148478,8.728228,8.615314,9.8299,8.588278,7.786704
S22320,8.093106,8.51689,8.680774,9.70645,8.48221,7.812394
S22323,8.177336,9.016224,8.602924,10.271382,8.46588,7.685318
S22326,8.240274,8.802746,8.790876,10.147618,8.476672,7.872742
S22327,8.351036,9.13821,8.857964,10.336108,8.893208,8.199402
S22333,8.36669,8.879962,8.87285,9.77275,8.704302,8.07309
S22335,8.207328,8.755086,8.645528,9.890984,8.634946,7.88864
S22336,7.882402,8.66419,8.466448,9.8682,8.052478,7.508108
S22343,7.80029,8.47339,8.346536,9.81136,8.479242,7.529204
S22352,8.164116,8.740542,8.669916,9.998268,7.956472,7.814248
S22371,8.050082,8.623508,8.549448,9.817834,8.713184,7.8505
S22372,7.905708,8.572938,8.38853,9.867124,8.228388,7.459554
S22375,7.897608,8.668894,8.597382,10.099842,8.269838,7.723694
S22376,8.252976,8.942794,8.823058,10.022112,8.563354,7.965566
S22377,7.77802,8.784434,8.425542,10.018882,7.963578,7.490172
S22388,8.238982,9.004452,8.778452,10.332234,8.46326,7.830212
S22392,7.917924,8.593142,8.51321,9.961044,8.397556,7.659332
S22395,8.012288,8.976438,8.702146,10.123502,8.55002,7.946644
S22396,8.420628,8.966866,9.083908,10.27654,8.660326,8.116982
S22406,8.149544,8.942538,8.768712,10.04918,8.343964,7.69483
S22407,8.027726,8.42863,8.595812,9.781992,8.47819,7.850522
S22408,7.954066,8.56061,8.58714,9.814058,8.71157,7.735786
S22412,8.025866,8.654664,8.541022,10.063974,8.476606,7.723168
S22416,8.107422,8.784756,8.673536,10.046934,8.661226,8.015186
S22418,8.151162,8.622338,8.549628,9.976416,8.899002,7.923744
S22421,8.245546,8.741722,8.607832,9.891594,8.468714,7.82058
S22423,8.248684,8.829536,8.669726,10.051482,8.691204,8.00086
S22424,8.126748,8.743456,8.750748,10.001812,8.722054,7.987858
S22425,8.13672,8.695318,8.648276,10.003894,8.662288,7.926308
S22427,7.860634,8.65066,8.52202,10.003542,8.72962,7.773796
S2243,8.035258,8.78625,8.591704,10.080726,8.304944,7.631816
S22434,8.066678,8.570244,8.552252,9.535226,8.397244,7.75581
S22441,8.26901,9.092016,8.794422,10.345576,8.550682,7.961296
S22447,8.199008,8.962122,8.689126,10.212052,8.45437,7.905014
S22455,8.101622,8.94446,8.655846,10.11837,8.565358,7.628854
S22459,8.065484,8.876404,8.718394,10.037058,8.706732,8.089786
S22466,8.118652,8.909164,8.747878,10.07188,8.833308,8.019966
S22467,8.082108,8.832984,8.530966,10.049802,8.43159,7.686006
S22468,7.999474,8.44322,8.469434,9.904032,8.527842,7.819476
S22470,7.936264,8.625102,8.783296,9.90756,8.37013,7.882794
S22475,7.90366,8.489004,8.400698,9.750682,8.08406,7.450738
S22481,8.301132,9.15903,8.84914,10.282318,8.74938,7.977282
S22482,8.078556,8.85634,8.746982,10.252956,8.432326,7.824332
S22485,8.233694,8.803016,8.6643,10.04147,8.468184,7.821588
S22486,8.245442,9.04424,8.88369,10.29549,8.619232,8.053854
S22493,8.240426,8.89087,8.80801,9.915624,8.485216,8.005216
S22498,8.005964,8.558296,8.548584,9.91037,8.256942,7.603266
S225,8.003122,8.90692,8.62315,10.194352,8.36513,7.707566
S22507,7.876986,8.721198,8.561042,10.245062,8.426602,7.761598
S22514,7.768482,8.401216,8.459072,9.892616,8.386806,7.676056
S22515,8.18097,9.031036,8.807766,10.35889,8.50971,7.868878
S22516,7.902908,8.641484,8.500038,9.986544,8.050208,7.652526
S22517,8.039508,8.631368,8.747928,9.949314,8.59034,8.021206
S22519,8.268566,9.023974,8.82346,10.11116,8.700396,8.057674
S22521,8.150466,8.971886,8.711024,10.135438,8.538154,7.899454
S22523,8.117708,8.667052,8.620992,9.877664,8.687156,8.025816
S2253,8.010028,8.789078,8.57751,10.061836,8.50694,7.79321
S22537,8.229386,8.961878,8.7762,10.293974,8.89547,8.133704
S22542,8.313044,8.944694,8.924516,9.738068,8.93664,8.067176
S22543,8.104274,9.018254,8.635492,10.294254,8.907224,8.025418
S22549,8.072012,8.948016,8.749196,10.185208,8.396722,7.785454
S2255,7.70046,8.336398,8.272148,9.777006,8.619748,7.849476
S22551,7.948582,8.551022,8.493454,9.842128,8.447194,7.759762
S2256,8.248228,8.994728,8.802258,10.05571,8.746496,8.017754
S22561,8.53669,9.005548,9.014064,10.212412,8.953096,8.197394
S2257,7.975276,8.886878,8.800172,10.19213,8.49063,7.82707
S22572,8.324092,8.990258,8.710154,10.224406,8.495864,7.53989
S22578,8.284734,8.951242,8.810966,10.24434,8.197464,7.723678
S22584,8.0358,8.530646,8.501792,9.838718,8.283604,7.65932
S22592,8.429226,9.068726,8.915726,10.094168,8.629578,7.835316
S22593,8.308336,8.887502,8.786458,10.068388,8.663798,7.9809
S22603,7.778864,8.541342,8.513636,9.824882,8.174018,7.693668
S22606,7.996386,8.641296,8.469992,10.02797,8.028116,7.385352
S22608,8.193456,8.986326,8.848298,10.063258,8.631206,7.966834
S22609,8.222642,8.781836,8.748354,9.95424,8.587564,7.967374
S22614,8.032966,8.809856,8.732968,10.023898,8.536604,7.914804
S22617,7.769392,8.948486,8.672142,10.329622,8.276388,7.725878
S22628,8.11928,8.943732,8.78298,10.034604,8.857066,7.839246
S22639,7.854034,8.726456,8.503392,9.782108,8.317042,7.51954
S22643,7.566916,8.420928,8.258844,9.794702,8.591898,7.785282
S22649,8.380254,8.854756,8.746968,10.249388,8.400708,7.849788
S22654,8.195878,8.997314,8.709392,10.287172,8.424866,7.849952
S22655,8.216966,8.851188,8.747462,10.212318,8.690724,7.991154
S22660,8.305834,8.861214,8.77706,10.40938,8.263336,7.735386
S22664,8.096662,8.95934,8.728018,10.039504,8.463282,7.876558
S22666,8.209578,8.762156,8.621198,9.898864,8.547288,7.806414
S22669,8.095514,8.746414,8.629254,10.031078,8.585246,7.9549
S22677,8.193808,8.8388,8.641164,9.944796,8.558368,7.77776
S22690,8.053916,8.628846,8.375952,9.608936,8.481778,7.580116
S22695,7.956072,8.66668,8.449074,10.007604,8.5463,7.802582
S22714,8.24581,8.758452,8.856978,10.077268,8.833242,8.082696
S22716,8.17668,8.427276,8.58757,9.676236,8.755528,7.884646
S22717,8.399452,9.168686,8.794998,10.181116,8.842358,7.972686
S22724,8.135016,8.639246,8.62193,9.931032,8.482756,7.979022
S22725,8.14277,8.81068,8.75033,10.097944,8.49862,7.904788
S22729,8.206798,8.814836,8.671266,10.170206,8.764026,8.094216
S22736,8.028098,8.639534,8.490818,9.838824,8.576528,7.780506
S22739,7.843824,8.581214,8.528526,9.88007,8.486416,7.691492
S22743,8.32598,9.093776,8.772046,10.3854,8.16004,7.740538
S22748,8.170916,8.93968,8.697042,10.115414,8.824388,7.990346
S22757,8.1294,8.769524,8.646854,10.081088,8.540666,7.881208
S22767,8.137178,8.60866,8.586808,9.967782,8.36019,7.694306
S22769,8.04187,8.758824,8.71307,9.924594,8.367774,7.574808
S22771,8.124658,8.655384,8.566304,9.888792,8.624698,8.027594
S22772,8.72072,9.305598,9.008258,10.432732,8.509626,7.893374
S22773,8.356126,8.931688,8.781878,10.11556,8.6291,8.03685
S22784,8.021874,8.71712,8.452036,10.15206,8.442048,7.662802
S22787,7.857092,8.715478,8.635258,10.116964,8.144558,7.677596
S22791,7.910518,8.703804,8.546412,9.979366,8.340384,7.744192
S22795,8.194298,8.979244,8.876438,10.31744,8.558732,7.837774
S22805,8.414128,9.194224,8.66656,10.422398,8.482096,7.764348
S22807,7.920476,8.698908,8.492084,10.069428,8.332346,7.680922
S22808,8.155818,8.990702,8.778044,10.137478,8.579072,7.933942
S22809,7.97482,8.734334,8.551166,10.181026,8.302102,7.734116
S2281,8.117372,8.810478,8.625216,10.050544,8.583984,7.80276
S22811,8.190246,8.902296,8.691306,10.023364,8.543818,7.914702
S22822,8.127262,8.63982,8.621336,9.80322,8.377138,7.751514
S22825,8.161516,8.720936,8.646614,9.976498,8.503494,7.800498
S22828,8.481396,8.85273,8.864588,9.939534,8.58824,7.975264
S22830,7.886042,8.62934,8.366296,9.8385,8.27072,7.629568
S22834,8.425148,8.997608,8.86219,10.162462,8.657684,8.022622
S22838,8.039966,8.705758,8.630556,9.965844,8.630458,7.861466
S2284,8.156142,8.654916,8.550476,9.652054,8.394636,7.81832
S22847,8.056658,8.835022,8.69338,9.963414,8.5965,7.85979
S2285,8.384164,8.98493,8.866908,9.989578,8.689296,7.947718
S22851,8.12541,8.693652,8.72474,9.969962,8.497524,7.98901
S22852,8.170006,8.767524,8.683522,10.03062,8.412096,7.86257
S22854,8.16527,8.577472,8.694564,9.683966,8.751704,8.027748
S22855,8.197038,9.119822,8.882562,10.243006,8.441058,7.821054
S22859,7.936374,8.610296,8.586798,9.972114,8.426406,7.877922
S22860,8.328422,9.08609,8.81583,10.187152,8.455748,7.929938
S22865,8.14783,8.922502,8.599072,10.145516,8.57657,7.82085
S22873,8.31822,9.008672,8.823848,10.126858,8.606976,7.771936
S22896,8.293342,8.883026,8.74693,10.03046,8.384216,7.854608
S229,8.046962,8.715652,8.611122,10.008978,8.611904,7.78021
S22904,7.882284,8.68779,8.507496,9.981876,8.136508,7.520558
S22907,7.791028,8.389158,8.371608,9.832472,8.28149,7.636016
S22911,8.59617,9.066996,8.872054,10.284198,8.953344,8.035372
S22915,7.93596,8.598394,8.459992,9.804052,8.618482,7.913876
S22923,8.208934,8.819348,8.84096,9.983326,8.436568,7.82717
S22929,8.202492,8.940426,8.73715,10.073614,8.240924,7.771656
S22931,8.020536,8.760774,8.672838,9.942276,8.743034,8.054094
S22932,8.410134,8.99725,8.869022,10.279486,8.738912,8.070706
S22937,7.92861,8.699494,8.677242,9.963146,8.497138,7.938328
S22939,8.28382,9.010374,8.877694,10.180928,8.674558,7.95237
S22942,8.248014,8.717948,8.730392,10.11007,8.228202,7.551206
S22945,8.230056,9.049416,8.805772,10.272718,8.662828,8.121798
S22947,7.944486,8.671356,8.465288,9.82358,8.233884,7.351088
S22948,8.215982,8.998636,8.804764,10.075682,8.643332,7.947114
S22952,8.071154,8.51253,8.63212,9.865316,8.154664,7.518618
S22953,8.012544,8.896684,8.72306,10.031162,8.430414,7.753706
