B_cells	T_cells_.CD4..	T_cells_.CD8..	Endothelial_cells	Fibroblasts	Macrophage
mix_29	0.04	0.1926	0.5065	0.1119	0.0668	0.0822
mix_30	0.0339	0.3683	0.3905	0.0578	0.107	0.0425
mix_31	0.0481	0.3308	0.3296	0.1167	0.0984	0.0764
mix_32	0.067	0.4513	0.3263	0.0234	0.0276	0.1044
mix_33	0.0604	0.3552	0.2335	0.149	0.1131	0.0889
mix_34	0.0997	0.197	0.1549	0.26	0.1507	0.1378
mix_35	0.0254	0.2989	0.3971	0.0534	0.1589	0.0663
mix_36	0.0454	0.2608	0.3635	0.056	0.1821	0.0923
mix_37	0.0467	0.1384	0.2565	0.1674	0.3276	0.0634
mix_38	0.0452	0.1259	0.3515	0.1354	0.2646	0.0773
mix_39	0.0403	0.2813	0.4181	0.1001	0.1222	0.0378
mix_40	0.0442	0.3289	0.3077	0.0409	0.1731	0.1052
mix_41	0.075	0.2202	0.1924	0.1737	0.2215	0.1172
mix_42	0.0907	0.5282	0.2388	0.056	0.0234	0.063
mix_43	0.0958	0.2846	0.1696	0.16	0.1792	0.1108
mix_44	0.0714	0.2865	0.3945	0.1668	0.0247	0.0561
mix_45	0.0461	0.2038	0.4186	0.0706	0.1837	0.0772
mix_46	0.0564	0.2613	0.2483	0.099	0.1909	0.1441
mix_47	0.0735	0	0.1158	0.3878	0.3817	0.0411
mix_48	0.0987	0.4338	0.2145	0.1103	0.0437	0.099
mix_49	0.0708	0.2782	0.3761	0.0195	0.0612	0.1942
mix_50	0.0282	0.2878	0.4325	0.0625	0.1358	0.0532
mix_51	0.0746	0.1785	0.1523	0.1753	0.3254	0.0938
mix_52	0.0803	0.2163	0.2112	0.1778	0.2113	0.103
mix_53	0.14	0.2412	0.2211	0.2242	0.0732	0.1004
mix_54	0.0521	0.3285	0.3075	0.0905	0.1615	0.0599
mix_55	0.0618	0.3418	0.1681	0.2026	0.1649	0.0608
mix_56	0.0366	0.4016	0.3343	0.0587	0.0966	0.0722
mix_57	0.0316	0.3226	0.464	0.0296	0.1017	0.0505
mix_58	0.0254	0.2365	0.3746	0.1103	0.2075	0.0457
mix_59	0.1067	0.1763	0.2007	0.147	0.2298	0.1395
mix_60	0.0671	0.3512	0.2328	0.1513	0.126	0.0715
mix_61	0.0426	0.2484	0.3531	0.0471	0.2349	0.074
mix_62	0.0479	0.1628	0.2698	0.1368	0.2822	0.1004
mix_63	0.0232	0.2836	0.3609	0.0788	0.2037	0.0499
mix_64	0.1086	0.008	0.1356	0.3468	0.3451	0.0559
mix_65	0.0807	0.1702	0.2151	0.2022	0.2216	0.1103
mix_66	0.1099	0.1576	0.329	0.1827	0.0979	0.123
mix_67	0.0534	0.1556	0.4833	0.0903	0.1342	0.0831
mix_68	0.0498	0.2262	0.259	0.156	0.2481	0.0609
mix_69	0.0636	0.3418	0.3327	0.0867	0.1433	0.0319
mix_70	0.0464	0.1945	0.1808	0.165	0.3387	0.0746
mix_71	0.0547	0.1632	0.3083	0.1751	0.2318	0.067
mix_72	0.0544	0.1185	0.2944	0.1255	0.3164	0.0908
mix_73	0.0399	0.1941	0.1881	0.0895	0.4296	0.0588
mix_74	0.0437	0.4156	0.3955	0.0932	0.0133	0.0387
mix_75	0.079	0.3613	0.2349	0.116	0.136	0.0728
mix_76	0.0321	0.1125	0.4292	0.0545	0.27	0.1017
mix_77	0.0555	0.3346	0.3563	0.0705	0.1206	0.0624
mix_78	0.0536	0.2466	0.254	0.1684	0.2235	0.0539
mix_79	0.1237	0.1212	0.1638	0.1175	0.3485	0.1254
mix_80	0.1312	0.3292	0.1904	0.1241	0.0939	0.1312
mix_81	0.129	0.1131	0.1951	0.3289	0.076	0.1579
mix_82	0.0506	0	0.1372	0.2044	0.5102	0.0975
mix_83	0.0342	0.2928	0.1738	0.0748	0.3677	0.0566
mix_84	0.0383	0.1727	0.3544	0.1061	0.2563	0.0722
mix_85	0.0688	0.1098	0.2477	0.1879	0.2691	0.1167
mix_86	0.0408	0.273	0.3484	0.0639	0.2256	0.0483
mix_87	0.0277	0.3707	0.5094	0.0084	0.0154	0.0685
mix_88	0.0408	0.3329	0.3872	0.0872	0.0735	0.0784
mix_89	0.1704	0.0926	0.1364	0.3173	0.1629	0.1203
mix_90	0.0118	0.3398	0.5157	0.0351	0.0482	0.0494
mix_91	0.0228	0.2812	0.4078	0.051	0.1643	0.0729
mix_92	0.0522	0.3515	0.3239	0.1326	0.0951	0.0447
mix_93	0.0487	0.0731	0.1475	0.0866	0.5874	0.0567
mix_94	0.0249	0.3836	0.4161	0.0288	0.0916	0.0549
mix_95	0.0338	0.4008	0.3094	0.1037	0.1057	0.0465
mix_96	0.0784	0.2743	0.3114	0.1648	0.0743	0.0968
mix_97	0.0528	0.4136	0.3591	0.0147	0.0524	0.1075
mix_98	0.0519	0.4188	0.2515	0.0466	0.1288	0.1024
mix_99	0.1152	0.0526	0.1482	0.0659	0.4895	0.1286
mix_100	0.0161	0.2989	0.3223	0.0371	0.2645	0.0611
