CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	otherCells
mix_12	9.33174485818194e-09	1.40668980892316e-09	0.0021962875100196	4.29450455661655e-07	0.00299359632273584	0.00176319058606447	0.00257400105546625	1.28255271750935e-06	0.990471201784106
mix_13	9.59148224474325e-10	1.1038387033391e-07	0.0013075868286281	8.85972163070543e-07	0.00345547528122313	0.00220856625676731	0.00258524305713689	3.15811329246383e-08	0.99044209967993
mix_14	1.55193060069223e-08	7.21463860677621e-07	0.00271186882556255	4.88221814093597e-09	0.00341101221715121	0.00132623528388274	0.00212851066535642	4.09143118835718e-08	0.99042159022835
mix_15	1.10874674159502e-05	1.88432279927381e-08	0.00286497865166123	1.62205695945533e-08	0.00280036236408355	0.00139393897308045	0.00240995552857071	3.0190129246454e-08	0.990519611761261
mix_16	1.96952857046462e-07	3.59343486367285e-08	0.00313727386280393	2.87270542675973e-08	0.00218596974276042	0.00134146520041778	0.00261444669292054	5.46667206482605e-09	0.990720577420165
mix_17	2.46137600065863e-09	8.63055329021117e-07	0.00286379915276278	6.48672608686363e-09	0.00218393652141403	0.0015886643662801	0.00273867356395909	2.06554085963e-06	0.990621988851293
mix_18	1.20612474683929e-09	1.12519822682012e-07	0.00236590855250478	1.06988387616632e-06	0.00302564849534614	0.00161135762245878	0.00246475120656904	1.02978502376557e-08	0.990531140215447
mix_19	2.02685754904117e-07	9.56491865924086e-09	0.00369391657754871	2.18415895950752e-08	0.00232354183474997	0.000843660931186735	0.00238857238712925	4.28825076899649e-06	0.990745785926353
mix_20	4.45843856790016e-08	3.39268161473885e-07	0.00189310246029363	2.11931687774835e-09	0.0030533546702561	0.00204281917354055	0.00250883548165077	5.33904913364415e-07	0.990500968337482
mix_21	3.64682622043438e-07	1.94855455010669e-07	0.00176046430787951	4.14876678530543e-09	0.00293660229018222	0.00202312113851014	0.00275213880954726	2.86974142391357e-06	0.990524240025613
mix_22	4.80495622685785e-08	2.26646181134704e-07	0.00342417912233165	1.40500464117561e-09	0.00335221692138994	0.000824740657657608	0.00193124132796915	4.71871760312296e-07	0.990466873998143
mix_23	4.44783558773004e-06	2.3185196629154e-09	0.00220618991432549	7.06440834284408e-07	0.00306008929088552	0.00171227484556164	0.00258782655409827	4.79985345583898e-06	0.990423662946731
mix_24	1.1120867699298e-08	2.43481836872119e-07	0.00179978284653112	1.0649375407082e-07	0.00273854435584229	0.00217025191074511	0.00286331350563501	3.92537899840915e-08	0.990427707030998
mix_25	1.9148336834225e-05	1.291039765781e-05	0.00155466723493363	2.53018204603183e-09	0.00335667993490124	0.00222978225272636	0.00245789327221392	5.02444668118148e-09	0.990368911016104
mix_26	1.2267436547052e-08	2.05832879279703e-09	0.00312150602609812	1.9650630417957e-08	0.00257243664407898	0.00121374300309903	0.00248379143743601	1.11415244126443e-06	0.990607374760451
mix_27	2.01816561146672e-07	5.69511869048232e-07	0.00258382316010192	1.81646345674392e-10	0.00331382144947865	0.00141924058234482	0.00219669682423557	4.05046849593738e-09	0.990485642423294
mix_28	1.36940053884151e-08	2.45015012646364e-08	0.00201692250425395	1.09202281022233e-09	0.0031109329016253	0.00186820375119115	0.00247663627789468	4.03778353511464e-07	0.990526861499152
mix_29	1.67598913056351e-05	2.38267587520185e-05	0.00345331363348562	1.34824756209468e-05	0.00302394936809881	0.000831022382681801	0.00207438620440798	4.27768861634345e-10	0.990563258857878
mix_30	4.28499100418517e-08	1.74487934273793e-08	0.00189427862622721	9.5239102408068e-10	0.00335980550448068	0.00196565057914043	0.0023539964269071	4.41734282285191e-07	0.990425765877868
mix_31	1.31896134196112e-06	1.33940489752924e-08	0.00300201999070818	2.98362566132086e-07	0.00301321683094415	0.0012408956737855	0.00227702789972531	1.24115191017078e-09	0.990465207645728
mix_32	7.0601160567516e-09	9.7382190982111e-07	0.00272273857067959	3.567569273864e-08	0.00371666062442705	0.00114195714946879	0.00198433082770705	2.66492756072993e-09	0.990433293605071
mix_33	7.58427313339649e-08	1.4159573606107e-08	0.00291639700463099	9.30693964547235e-07	0.00302075028412882	0.00125953834378685	0.00227730981375143	3.2651733796498e-09	0.990524980592259
mix_34	1.39152157869846e-07	2.5125510292365e-09	0.00391855408997278	1.92709042731258e-08	0.00249464611617974	0.000580645045379641	0.00226735790463724	5.78427451768123e-08	0.990738578065472
mix_35	1.90107427536462e-08	5.71656384137843e-07	0.00267240006862568	3.57888676985759e-07	0.00313527797925114	0.00144879593217122	0.00229063178086306	3.06033600145803e-07	0.990451639649685
mix_36	7.62313434393659e-09	5.01784859444239e-07	0.00349130090754094	3.46003342755001e-08	0.0029104978293792	0.000881023376349652	0.00217922335436161	2.26229348965943e-09	0.990537408261747
mix_37	5.19173680325294e-07	2.12687214624957e-08	0.00289694758734991	1.52630661200984e-06	0.00229187305642187	0.00146980242050519	0.0027643729350461	4.51106511822547e-09	0.990574932740598
mix_38	1.71773278332104e-07	3.34563928171297e-06	0.00357644625779863	7.3812903343745e-06	0.002396272213599	0.00106019880287678	0.00236104104305232	4.87614006015176e-09	0.990595138103639
mix_39	1.83666295467857e-07	4.1226929316779e-09	0.00211499871808882	1.14874234101239e-08	0.00311269503083495	0.00184975530755087	0.00242627047914723	5.32205264352497e-07	0.990495548982702
mix_40	6.93402889048574e-07	1.95139460418448e-07	0.00288597602793928	2.95048249733059e-10	0.00333009547735568	0.00119406809920796	0.00211829052913201	1.36563098091746e-07	0.990470544465869
mix_41	3.98114476088300e-09	2.13800140091743e-07	0.00350411585624911	1.02185910650128e-08	0.00260804734325201	0.000972066706073564	0.00232312470167921	1.98043168849437e-07	0.990592219349701
mix_42	2.33634827939752e-09	2.89059521755019e-07	0.00172839242399057	1.41299912734506e-08	0.00350622449788943	0.0019746224741726	0.00235834862359169	7.38509704582773e-08	0.990432032603524
mix_43	9.42211142976517e-09	4.41640669668822e-07	0.00345926962399086	2.00823937270598e-08	0.00257368499158492	0.00103829761523098	0.00233844176856925	3.76149904370365e-06	0.990586073356405
mix_44	5.18530979034393e-08	3.40254525927853e-09	0.00249182319970021	2.4010140472645e-08	0.00319343820895192	0.00153470643399666	0.00229690668613301	9.2129487092379e-08	0.990482954075948
mix_45	2.75965405002786e-10	2.39293006660915e-05	0.00264434168120663	2.97800044362383e-07	0.00319553678625408	0.00138328362092107	0.00227037550859075	9.74627298559032e-08	0.990482137563622
mix_46	3.89816686345711e-09	2.10307118732543e-08	0.0038279506772733	3.36841298362567e-09	0.00274780004182052	0.000716475213200335	0.00216753155971358	4.51232118978963e-07	0.990539762978581
mix_47	5.42164543465138e-06	6.0183924110082e-07	0.00360477503991451	8.19093750692259e-09	0.00139570020946	0.00127966508214476	0.00282619211314351	9.87618080951464e-09	0.990887626003543
mix_48	1.92973694030772e-05	5.05998034964793e-09	0.00272989483275202	5.27026285919916e-09	0.00328088978967788	0.00117466320109323	0.002234603120392	2.32815124756881e-05	0.990537359843963
mix_49	2.43652689331641e-09	1.62495826736359e-10	0.00414970941635471	3.69258303124213e-06	0.00347334207948186	0.000155541501704979	0.00172617721038574	3.69117630510196e-07	0.990491165492388
mix_50	4.78028421495012e-07	2.42549427499566e-09	0.00227940350900008	6.44021452300203e-08	0.00307117990551044	0.00171589307475879	0.00249279690614564	2.74060248747749e-08	0.990440154342499
mix_51	3.76962033809929e-08	8.36855824420228e-10	0.00322540756946827	2.93051515943644e-08	0.00244479688404341	0.00116982991377952	0.00248775937697587	2.39097369866118e-07	0.990671899320152
mix_52	1.27915465004678e-05	2.14003593613505e-08	0.0035297012463029	1.53344870962077e-06	0.00241827270981336	0.00102909175272807	0.00242972696751089	2.69558709556362e-09	0.990578858232488
mix_53	1.06049714402964e-07	8.98004296130772e-09	0.00290322626042998	2.17479884841572e-07	0.00255770998006517	0.00129327348719629	0.002700015629742	3.05083368858768e-06	0.990542391299236
mix_54	1.43047024991756e-06	3.93837672945485e-09	0.00231997789328946	6.28772279298833e-09	0.00284348407567095	0.00171234475524334	0.00267356461640283	5.64102537779157e-06	0.990443546937666
mix_55	9.34864878979019e-07	4.18809241737778e-08	0.00217959362009158	2.50422340720626e-07	0.00281814990716728	0.00179376811629755	0.00261547235379615	1.03860386910255e-05	0.990581402795813
mix_56	3.40058933613707e-07	4.7251453273391e-08	0.00279560489064056	2.07403738782558e-08	0.00318583244013281	0.00132418317027753	0.00223320186909955	3.46378339211127e-09	0.990460766115305
mix_57	1.98010948574576e-06	3.78163914932516e-09	0.00228426243561184	4.34398938804661e-09	0.0032285299674983	0.00173649862706072	0.00235597185247422	1.00101797053224e-06	0.99039174786427
mix_58	3.53294461668635e-09	3.32135077294762e-10	0.00255436906518595	9.16419335301295e-08	0.0027844584621953	0.0016095852001915	0.00250929144550008	2.34473774571175e-06	0.990539855582168
mix_59	6.49221869392434e-07	9.58958151849887e-09	0.00369373124395741	3.23279592551283e-07	0.00253164648637047	0.000852233042836117	0.00234668983170138	6.65611882231727e-08	0.990574650742903
mix_60	1.95985751345199e-05	3.63256253175576e-09	0.00289744226261099	2.46366980659594e-06	0.00278228156292752	0.00135181483183387	0.0023653249520007	1.78766361662323e-05	0.990563193876957
mix_61	1.59300687054642e-09	1.29626460917807e-07	0.00312330717219096	1.39006112954777e-07	0.00274221716776252	0.00123509107836392	0.00236737438237591	7.18147914813445e-09	0.990531732792247
mix_62	2.43807460412794e-10	3.72677946314538e-06	0.00360140107707342	3.14820138642627e-07	0.00246434502026657	0.000938603577942884	0.0023385455563487	1.52252143901182e-08	0.990653047699745
mix_63	4.49809677706476e-07	2.23675666459061e-08	0.00257759629640786	1.47494710313398e-07	0.002782445246877	0.00164006794260729	0.00245860544498848	2.93414796664094e-10	0.99054066510375
mix_64	5.99815981214888e-10	4.95957396374854e-07	0.00333004718849907	5.76269847590446e-07	0.00151171259842728	0.00137417426040645	0.00298746336875622	7.28182636930189e-09	0.990795522475025
mix_65	6.17973189955445e-08	2.07880494282663e-06	0.0037395525547174	3.97846005497038e-08	0.00232953469253867	0.000838085828778455	0.00237110587555068	3.38039197044251e-10	0.990719540323513
mix_66	5.75525243335782e-07	5.97257281455154e-07	0.00408272529134029	8.88684809571198e-09	0.00252189866816326	0.000666505860607882	0.00219731402641207	1.17389472724769e-08	0.990530362745156
mix_67	7.39530614403430e-09	1.29823464874768e-07	0.00324416430956486	1.56744099686567e-07	0.00287525849689437	0.00116983477349945	0.00224171119300432	4.89558212354372e-08	0.990468688308345
mix_68	2.01761110463891e-07	4.89528164784924e-09	0.00266747384427527	1.03352928436694e-06	0.0025821906967229	0.00160108525827311	0.00260863041881568	1.73994266679265e-08	0.99053936219681
mix_69	5.81601012769342e-06	2.77444249343481e-06	0.00188490982282731	9.14077561162285e-09	0.00305539743052477	0.00207078194400112	0.00252550282988448	4.9759101397704e-09	0.990454803403455
mix_70	1.60325955904574e-07	1.52361838995488e-05	0.00286358510186251	5.57204837564255e-09	0.00247082795517668	0.00145642398072829	0.00255711655088457	2.24630876445808e-09	0.990636642083135
mix_71	1.50758355692463e-08	2.78554282062853e-07	0.00309119933121539	3.55812290248622e-09	0.00246185292918826	0.00135877537050949	0.00247382066622167	1.25033628278818e-07	0.990613929480996
mix_72	2.55162529503271e-08	3.33654031742772e-08	0.00360591647059201	3.35763254424409e-07	0.00248746603932209	0.00094956410617285	0.0023962416394445	5.17265419698202e-09	0.990560411926904
mix_73	2.71956404713729e-07	3.0423224071014e-07	0.00247254484266625	5.33116254608232e-08	0.0024311400162987	0.00185892040454583	0.00269788411245002	4.14073063237429e-08	0.990538839716462
mix_74	1.65913052307158e-08	1.43005227907211e-08	0.00140040306867059	4.25720020854473e-06	0.00358995663692935	0.00210766229612444	0.00243136567082665	9.34751569362374e-09	0.990466314887897
mix_75	1.07998114922243e-08	8.75901821781677e-11	0.00240026403486982	1.21594447283077e-06	0.00297756017425491	0.00167657713185402	0.00241649208726804	5.46793200394313e-07	0.990527332946678
mix_76	2.19815563760879e-09	9.50331013814789e-06	0.00375316546303675	1.01900026038684e-05	0.00254950706500314	0.000883262883090371	0.00226949068481959	1.02518732068369e-08	0.990524868141279
mix_77	7.5419254318947e-08	4.81868017415127e-09	0.00239829388192127	6.70170576367175e-07	0.00310675314864863	0.00166707139170961	0.00236677422111909	1.67314038464207e-05	0.990443625544244
mix_78	9.16335823647893e-09	1.28481907178821e-05	0.00263452782226963	2.80604012372053e-07	0.00263305690614325	0.00160775993554883	0.00254873113460318	6.30701492098106e-09	0.990562779936332
mix_79	3.20452836337813e-09	1.05173956611469e-05	0.00457884200692173	3.49443454819649e-08	0.00199032758601032	0.00044778005593315	0.00231645280443132	5.65433766574505e-09	0.990656036347831
mix_80	1.26847997155134e-07	3.97506839449577e-12	0.00351041309354283	7.03751425722461e-08	0.00269755549083002	0.00107692872194789	0.00227922778002714	1.18534149829492e-08	0.990435665833122
mix_81	1.22703600595946e-08	1.52466712617091e-05	0.00449887535800319	1.88293184844905e-09	0.00231935522257732	0.000228711907648037	0.00227410472986587	2.81370490956218e-09	0.990663689143647
mix_82	4.8105967188966e-10	1.79871781445624e-06	0.00427657795631349	6.26347340075072e-09	0.00179550125372465	0.00057335585553622	0.00244752640118135	1.27381009723485e-05	0.990892494969924
mix_83	2.52532180092797e-07	5.31559912038642e-09	0.00209792698478275	8.82252083701938e-09	0.00273056153954351	0.00194885637417562	0.00270620957851963	9.71630926874034e-09	0.990516169136369
mix_84	4.72773129882547e-07	3.61474693417955e-08	0.00281126267086112	5.29660239950848e-06	0.00261722083018574	0.00152823472231553	0.00250786989740138	1.86191766777307e-08	0.990529587737061
mix_85	1.6758401802415e-06	6.82900386511799e-08	0.00399593364915992	3.79839645227603e-07	0.0022307959079304	0.000640486888426268	0.00246018115196486	2.6190423484688e-09	0.990670475813612
mix_86	3.78686758305238e-09	1.64021485041775e-09	0.00231792460867781	6.25860798619639e-07	0.00292500882930706	0.00179991311520746	0.00250608446823741	1.26178513585604e-07	0.990450311512176
mix_87	1.16723862803499e-09	3.70563464293377e-07	0.00219471472279005	1.53786650466273e-07	0.00397205778275102	0.00146637481090335	0.00187732181332266	2.16608614242711e-08	0.990488983692018
mix_88	1.12931165012889e-08	4.89805562900948e-07	0.0028201477585645	3.33392989459373e-09	0.00325608616293391	0.00126835611073774	0.00218896886419938	1.51539229982979e-08	0.990465921517032
mix_89	1.15834776593418e-09	2.12709427842873e-07	0.00397624386709504	1.27962720788178e-08	0.00217177641816378	0.000740708554505844	0.00235018921924223	2.52788275150873e-07	0.99076060248867
mix_90	3.94573773870336e-08	1.39803636795301e-09	0.0026334297330679	1.12135262423293e-08	0.00337833776972995	0.00140066888175256	0.00211907708771066	1.62180615129879e-08	0.990468418240737
mix_91	3.39740902337685e-12	1.62843225944912e-07	0.00296148354684043	4.52862164076158e-07	0.00313069840008093	0.00120710164413951	0.00218971227278872	3.22787659524293e-07	0.990510065639704
mix_92	3.06499646434366e-09	2.06453896186839e-08	0.00200454771926005	8.14235359896491e-09	0.00309126238145512	0.00194035505692958	0.00247986373845875	6.21121125938403e-09	0.990483933039946
mix_93	4.36818107454579e-10	3.88900809095722e-06	0.00285506115548559	6.34716874871457e-07	0.00203376446328948	0.00167041880840601	0.00277645949874451	9.76088697402515e-07	0.990658795823593
mix_94	2.1848353058872e-07	1.11433119522053e-09	0.00170481893994887	5.01880460159719e-09	0.00367797963174369	0.00188603965101113	0.00232354005533989	3.08168764708072e-07	0.990407088936525
mix_95	1.0605707215413e-07	4.40525333639049e-08	0.0019754363978327	9.32779997377698e-09	0.00327307015558883	0.00184721695492903	0.00239857555388517	2.48975545688749e-08	0.990505516602804
mix_96	8.06287658160359e-07	1.19194944073318e-07	0.00334832832845125	1.08181869922848e-08	0.00268273977694817	0.00106138434377968	0.00234420280057836	4.88402023985281e-08	0.990562359609251
mix_97	1.09227705774186e-09	3.80045251044928e-07	0.00283186554549625	1.18092871018888e-08	0.0036665427424995	0.00110246180562307	0.00198367492940562	1.18141351344824e-10	0.990415061912019
mix_98	2.72453991730472e-06	3.89495494650775e-08	0.00266096465931805	1.29200716233816e-07	0.00338419135133146	0.00124864442588917	0.00218355054031347	4.94113374223273e-09	0.990519751391831
mix_99	1.27846863103751e-07	1.95687695928533e-05	0.0040132168781487	7.06099378864566e-09	0.00202283706745048	0.000763058816415552	0.00246238121081877	1.91845217499866e-09	0.990718800431265
mix_100	1.88532531383402e-07	4.36581300819936e-10	0.00223322334814983	5.52185496492805e-08	0.00295098038394137	0.00177177157638505	0.00259064320958658	1.02026471738232e-06	0.990452117029557
