ID,CD14,CD19B,CD4HelperT,CD4MemoryT,CD4NaiveT,CD4RegulatoryT,CD56NK,CD8CytotoxicT,CD8NaiveT
S1620,6.311622,6.151924,6.916094,5.957346,5.712782,5.551014,6.543534,5.78028,5.673556
S16203,6.194418,5.992704,6.70601,5.88543,5.655282,5.444244,6.419114,5.78866,5.622574
S16208,6.18963,6.140774,6.824804,5.817764,5.706286,5.4952,6.616066,5.912524,5.691444
S16211,6.305106,6.174964,6.79815,5.857452,5.68516,5.495306,6.564218,5.877334,5.689332
S16213,6.311034,6.068738,7.012372,5.977668,5.71301,5.493972,6.624626,5.921196,5.734332
S16229,6.494512,6.151082,7.016308,5.98981,5.575288,5.584844,6.532586,5.720798,5.683348
S16232,6.353394,6.077872,7.059856,5.988106,5.756684,5.605836,6.631906,5.91757,5.713182
S16237,6.396056,6.05801,6.855126,5.907122,5.672088,5.540494,6.48961,5.755606,5.670294
S16239,6.244246,6.085192,6.857302,5.8974,5.700358,5.465264,6.401852,5.877386,5.708984
S16249,6.450012,6.048384,6.723016,5.964626,5.653124,5.57554,6.368512,5.733042,5.799982
S16253,6.283622,6.02296,6.882284,5.978368,5.722692,5.52689,6.537888,5.858456,5.789008
S16255,6.38169,6.150978,7.09163,5.958962,5.731672,5.5229,6.658238,5.91414,5.752226
S16257,6.327568,6.081962,6.884734,5.917342,5.748084,5.626836,6.364436,5.670068,5.761548
S16272,6.416752,6.089676,6.832372,5.963706,5.6942,5.557074,6.349508,5.67564,5.688378
S16274,6.30595,6.122356,6.937298,5.909312,5.777628,5.499776,6.589602,5.89038,5.65704
S16275,6.313298,6.102834,6.739078,5.844432,5.668476,5.51982,6.491892,5.7808,5.684758
S1628,6.30573,6.084266,6.836302,5.92594,5.578392,5.533656,6.465228,5.734444,5.652748
S16282,6.25742,6.06389,6.966946,5.970796,5.846416,5.555798,6.570458,5.94499,5.873766
S16288,6.32773,6.198294,6.904138,5.91687,5.708328,5.483742,6.56594,5.842152,5.661426
S16294,6.244206,6.06664,6.959578,5.921332,5.818216,5.476634,6.613648,6.00892,5.824554
S16297,6.308724,6.041092,6.678626,5.84952,5.585404,5.575146,6.35446,5.713484,5.617564
S16305,6.329166,6.023314,6.894884,5.948104,5.720288,5.44865,6.573354,5.832552,5.729634
S16306,6.3487,6.072694,6.924274,5.961672,5.71546,5.60939,6.384214,5.612626,5.80798
S16308,6.225384,6.168744,6.86805,5.861258,5.717948,5.500146,6.578314,5.856402,5.653704
S16311,6.503934,6.113632,7.089386,6.081734,5.655286,5.585314,6.567518,5.86276,5.82323
S16318,6.280508,6.067596,6.834332,5.989556,5.698988,5.54278,6.490868,5.757424,5.771612
S16322,6.339928,6.032456,6.840788,5.92907,5.73388,5.487762,6.481886,5.785136,5.69893
S16327,6.32012,6.23663,6.934614,5.919894,5.734846,5.533966,6.649334,5.912652,5.742546
S16352,6.351334,6.137076,7.020134,6.034682,5.690564,5.594472,6.626154,5.897226,5.747842
S16354,6.369498,5.970816,6.70882,5.83841,5.665176,5.515718,6.319072,5.590346,5.65159
S16358,6.274198,5.98135,6.945014,5.947068,5.620294,5.482708,6.495118,5.790178,5.774726
S1636,6.273414,6.057664,6.901108,5.981204,5.701334,5.583162,6.527278,5.829216,5.777084
S16367,6.245434,6.04824,6.840712,5.946722,5.72517,5.548284,6.43309,5.791204,5.716206
S16368,6.40994,6.04858,6.934876,5.969308,5.70969,5.626794,6.436134,5.683394,5.743004
S16372,6.238028,6.117404,6.96159,5.975622,5.827882,5.54073,6.561868,5.931494,5.797522
S16373,6.32694,6.015508,6.71986,5.903734,5.701102,5.53811,6.389588,5.695374,5.720972
S16379,6.44029,6.115144,6.938298,5.962818,5.644532,5.566838,6.520826,5.749074,5.699008
S16386,6.279762,6.13242,6.914768,5.918386,5.670944,5.45836,6.522148,5.835516,5.671132
S16389,6.350868,6.193318,6.914926,5.932434,5.714928,5.596688,6.483314,5.741174,5.699652
S1639,6.22505,6.132048,6.972986,5.976424,5.803294,5.513038,6.604612,6.038634,5.765484
S16391,6.311588,6.152108,6.935988,5.978116,5.737302,5.49846,6.538124,5.923078,5.754836
S16401,6.19579,6.033356,6.851772,5.935258,5.803196,5.499662,6.534668,5.969046,5.81935
S16407,6.269084,6.003236,6.77203,5.940514,5.635418,5.502456,6.372612,5.753804,5.725508
S16408,6.357026,6.07714,7.029094,5.994572,5.823262,5.56849,6.641806,5.891446,5.7172
S16412,6.414702,6.146556,6.99329,5.9787,5.604736,5.530178,6.577644,5.766548,5.695238
S16414,6.25726,5.992082,6.781088,5.867142,5.669298,5.420144,6.423306,5.836558,5.669978
S16419,6.24993,6.131302,6.840628,5.8537,5.687096,5.554626,6.52455,5.800176,5.704476
S16420,6.289426,6.184658,6.920036,5.906342,5.575912,5.547344,6.575738,5.852074,5.639846
S16422,6.300948,6.058856,6.786086,5.874786,5.570484,5.538964,6.417,5.757754,5.678276
S16423,6.25497,5.972566,6.706768,5.88392,5.656962,5.49459,6.34545,5.735208,5.678108
S16428,6.278374,6.12573,6.937688,5.949598,5.778006,5.50047,6.594742,5.933732,5.785866
S16439,6.224626,6.217434,6.958916,5.931916,5.751776,5.610916,6.660926,5.936388,5.759402
S16441,6.23805,6.10226,6.777734,5.863324,5.710992,5.464338,6.533022,5.850728,5.6419
S16450,6.435774,6.099944,7.194378,6.07665,5.767264,5.61449,6.606912,5.824624,5.88082
S16455,6.372878,6.135266,7.019582,6.01537,5.743414,5.52069,6.609484,5.951216,5.823288
S16460,6.26542,6.252996,7.044798,5.921172,5.76243,5.54206,6.740402,6.02049,5.75951
S16473,6.402744,6.114156,6.95749,5.958122,5.643698,5.495186,6.500508,5.711324,5.654962
S16475,6.298,6.024522,6.983742,6.013414,5.701708,5.585068,6.596832,5.905094,5.777526
S16476,6.360058,6.144384,7.10275,5.994808,5.657734,5.561522,6.540588,5.84496,5.788464
S16478,6.371734,6.09094,7.064218,5.994076,5.654034,5.500756,6.560318,5.8751,5.751712
S16480,6.35015,6.077306,6.913306,5.984742,5.653408,5.556226,6.537374,5.781388,5.72697
S16488,6.325058,6.19262,7.118798,5.960276,5.843542,5.502694,6.717468,6.063288,5.866498
S1649,6.240832,6.041566,6.657168,5.831366,5.508446,5.570902,6.352944,5.600306,5.566814
S16498,6.322832,6.05468,7.10388,5.991788,5.884254,5.58946,6.607976,5.98183,5.906694
S16503,6.371214,5.992656,7.03023,6.03611,5.82865,5.546306,6.546944,5.82587,5.822764
S16504,6.3292,6.092676,6.880698,5.98349,5.571402,5.547672,6.473134,5.762046,5.68468
S16505,6.322392,6.109174,6.782586,5.926342,5.568384,5.55197,6.436362,5.7805,5.692344
S16506,6.244028,6.131456,6.808962,5.853282,5.692532,5.484958,6.42967,5.891362,5.652204
S16515,6.360486,6.032554,6.746436,5.89432,5.626198,5.42674,6.41629,5.654984,5.614206
S16518,6.378094,6.158416,7.04403,5.982146,5.770296,5.517782,6.597172,5.817756,5.701372
S16526,6.277658,6.089644,6.964242,5.955498,5.707906,5.511654,6.625554,5.846136,5.661616
S16529,6.417482,6.142568,6.984284,6.027346,5.684088,5.585724,6.53631,5.835424,5.798568
S1653,6.386326,6.098978,7.121722,6.022698,5.818622,5.528258,6.636104,5.92083,5.837972
S16532,6.2391,6.087014,7.078762,5.930412,5.752946,5.485982,6.647948,5.918284,5.750314
S16535,6.411494,6.037586,6.698974,5.927988,5.612282,5.649338,6.21302,5.529808,5.73993
S1655,6.196358,6.55684,6.880934,5.861166,5.781416,5.588286,6.388124,5.912442,5.811774
S16551,6.280848,6.188078,6.923512,5.907608,5.660112,5.592974,6.56181,5.858344,5.650446
S16561,6.285908,6.017162,6.905484,5.924934,5.709784,5.46136,6.519348,5.883862,5.739224
S16571,6.298016,5.98325,6.705966,5.945978,5.598286,5.57254,6.394556,5.63003,5.671792
S16575,6.405314,6.13466,7.120576,6.075148,5.78049,5.626306,6.657856,5.85833,5.833224
S16584,6.29571,6.104516,6.683606,5.9164,5.717564,5.55394,6.399094,5.758066,5.722058
S1659,6.31464,6.164278,6.825506,5.895848,5.714964,5.53535,6.501814,5.875758,5.757886
S16591,6.164094,6.233304,6.989086,5.87259,5.751178,5.460722,6.662352,5.99802,5.715096
S166,6.322092,6.116452,6.831262,5.909046,5.61499,5.535124,6.45157,5.773936,5.710834
S1660,6.277754,5.995342,6.791956,5.87505,5.622754,5.46769,6.493104,5.749256,5.642374
S16604,6.435816,6.155402,6.902152,6.003104,5.589196,5.58573,6.455712,5.691794,5.727982
S16606,6.27876,6.18487,7.03461,5.983746,5.696148,5.534024,6.57505,5.927742,5.714956
S16609,6.29419,6.052308,6.795058,5.925964,5.693754,5.529226,6.44398,5.755068,5.734692
S16612,6.202776,5.98405,6.757812,5.913942,5.658174,5.472362,6.42118,5.841276,5.696248
S16619,6.34763,6.137134,6.837066,5.963,5.61193,5.586872,6.49578,5.79766,5.663452
S16623,6.312818,6.011246,6.863184,5.928688,5.698298,5.482088,6.492004,5.908558,5.70181
S16632,6.285738,6.071618,6.705398,5.929188,5.618234,5.485984,6.386054,5.729834,5.667052
S16640,6.28018,5.990246,6.901074,5.979346,5.69507,5.54432,6.574812,5.850068,5.73781
S16641,6.360414,6.070264,6.894424,5.929888,5.67557,5.542936,6.442552,5.802186,5.667176
S16644,6.088804,6.033166,6.805224,5.851314,5.717342,5.522508,6.43458,5.921282,5.740762
S16646,6.320396,6.055906,6.762792,5.939024,5.713346,5.553272,6.318716,5.727602,5.76182
S16649,6.298012,6.093674,6.898402,5.963502,5.738636,5.528078,6.552894,5.888492,5.776278
S16652,6.274044,6.09812,6.932688,5.856832,5.733014,5.516194,6.546888,5.784556,5.696996
S16654,6.28212,6.121746,6.864466,5.93447,5.701134,5.493774,6.471744,5.819138,5.725906
S16655,6.200822,6.106376,6.872108,5.879416,5.75103,5.429974,6.545674,5.940116,5.672928
S16656,6.310318,6.129592,6.94471,5.963428,5.788792,5.642764,6.588238,5.91095,5.790668
S16669,6.480162,5.964838,6.705804,5.939098,5.536822,5.690404,6.323592,5.54122,5.715232
S16671,6.316314,6.028872,6.978398,5.964284,5.725864,5.59851,6.601398,5.851992,5.72283
S16675,6.320628,6.011254,6.907558,5.969204,5.755964,5.604632,6.493884,5.860402,5.786652
S16676,6.461958,6.110216,7.00292,5.965044,5.762478,5.639528,6.54427,5.74617,5.839052
S16696,6.310408,5.971572,6.825616,5.97535,5.65322,5.495836,6.370874,5.783318,5.743988
S16698,6.260654,5.882808,6.615026,5.883366,5.578242,5.54818,6.219824,5.615244,5.582078
S1670,6.3494,6.181674,6.879644,5.952028,5.62896,5.540372,6.47313,5.74415,5.669778
S16700,6.309988,6.078274,6.85866,5.882802,5.719244,5.44707,6.51333,5.797698,5.687672
S16706,6.362256,6.001334,6.721584,5.923468,5.649368,5.566126,6.307766,5.626538,5.739114
S1671,6.32663,6.069394,6.92562,5.914402,5.677884,5.544218,6.52088,5.785488,5.695112
S16712,6.300482,6.132876,6.816458,5.898344,5.643838,5.593802,6.492272,5.803024,5.710704
S16715,6.159456,6.117292,6.860736,5.914856,5.768742,5.460982,6.515322,5.932426,5.750544
S16717,6.382446,6.25906,7.010658,5.979886,5.748298,5.597138,6.517904,5.773158,5.745482
S16721,6.37023,6.069644,6.83113,5.992504,5.635898,5.586774,6.495686,5.729156,5.687278
S16725,6.308812,6.07856,6.902712,5.892354,5.692176,5.467066,6.564906,5.813034,5.706148
S1673,6.31976,5.949412,6.653512,6.027148,5.68019,5.544488,6.20977,5.638356,5.773188
S16747,6.26312,6.084624,6.941776,6.004066,5.764614,5.559504,6.454188,5.87843,5.834212
S1675,6.2659,6.143542,6.842794,5.936506,5.672196,5.481396,6.496282,5.835014,5.697574
S16757,6.349488,6.014836,6.769902,5.965732,5.673696,5.554548,6.389966,5.741248,5.678352
S16758,6.276942,5.982094,6.683744,5.909146,5.600568,5.477792,6.376844,5.856848,5.607342
S16762,6.238694,6.155702,6.963678,5.92727,5.762428,5.477796,6.585686,5.94028,5.736054
S16770,6.27601,6.201634,7.151426,5.975856,5.88519,5.533798,6.811364,6.081954,5.881278
S16773,6.403612,6.148062,6.961228,5.941706,5.642942,5.585024,6.522658,5.753054,5.731748
S16775,6.31474,6.105378,6.952248,5.95207,5.717958,5.570086,6.4573,5.761654,5.789484
S1678,6.123804,6.01509,6.77406,5.858454,5.648532,5.484332,6.470472,5.893772,5.67064
S16780,6.323884,6.050252,6.90412,6.020854,5.692144,5.56911,6.447292,5.761546,5.79818
S16785,6.367548,6.032328,6.886776,6.011524,5.76048,5.64069,6.403256,5.702504,5.824382
S16791,6.336418,6.173876,6.930676,5.93179,5.768424,5.496854,6.582562,5.919316,5.692876
S16792,6.322056,6.11469,6.936262,5.922542,5.68109,5.540168,6.519948,5.812214,5.743264
S16797,6.29477,6.075378,6.70419,5.911034,5.62891,5.511688,6.273106,5.733772,5.715034
S16799,6.403034,6.016428,6.815094,5.95619,5.693888,5.566022,6.422936,5.622386,5.695388
S1680,6.29281,6.090354,6.811962,5.942774,5.663214,5.523084,6.43253,5.755692,5.7269
S16801,6.155996,6.17353,6.938502,5.869314,5.755394,5.479582,6.654158,6.066486,5.779238
S16806,6.243304,6.13982,6.866666,5.948026,5.738566,5.474356,6.5427,5.85418,5.742762
S16811,6.316748,5.89866,6.59446,5.895756,5.684164,5.617768,6.17086,5.516888,5.736836
S16815,6.373876,6.199328,7.034592,6.0188,5.776778,5.629996,6.573028,5.895256,5.911562
S16816,6.192316,5.893828,6.635248,5.893362,5.591054,5.51023,6.340582,5.63928,5.650818
S16825,6.389644,6.090976,7.009156,5.98057,5.663782,5.51466,6.522432,5.866484,5.775952
S16827,6.179696,5.966352,6.599446,5.85544,5.676144,5.475316,6.32442,5.718544,5.754884
S16829,6.2511,6.230926,7.072942,5.967732,5.767254,5.533542,6.703968,5.9352,5.741418
S16830,6.299494,5.951996,6.658328,5.877742,5.605332,5.486114,6.329614,5.657424,5.702738
S16835,6.304688,6.047942,6.742376,5.86964,5.60283,5.525722,6.393916,5.719218,5.684516
S16841,6.260468,6.289378,6.966738,5.894136,5.791394,5.506542,6.645346,6.075422,5.83847
S16843,6.401626,6.113682,6.933396,5.928396,5.610804,5.523594,6.528294,5.685554,5.67164
S16853,6.365328,6.09852,6.998288,6.000518,5.782336,5.569664,6.526868,5.762822,5.785038
S16859,6.34112,6.148356,6.971956,5.892498,5.704872,5.635272,6.583908,5.854962,5.794462
S16860,6.25134,5.952452,6.739636,5.960784,5.74937,5.483046,6.392908,5.734978,5.737928
S16880,6.285188,5.991288,6.629816,5.875682,5.601528,5.481874,6.316154,5.69294,5.616178
S16893,6.41895,6.162394,6.950158,5.968878,5.682544,5.593158,6.5122,5.737422,5.684936
S16896,6.309654,6.038356,6.878632,5.96506,5.61768,5.506802,6.437882,5.826004,5.691904
S16905,6.27062,5.999846,6.685726,5.880946,5.589962,5.49048,6.257004,5.659146,5.707034
S16909,6.223302,6.091932,6.917992,5.89677,5.737076,5.448446,6.600024,5.957134,5.746744
S16910,6.277466,5.989346,6.762618,5.953616,5.585546,5.5056,6.405228,5.77429,5.704402
S16915,6.32529,6.025914,6.948884,5.996866,5.69753,5.595108,6.521304,5.798458,5.7333
S16928,6.251088,6.15897,6.96491,5.99082,5.646124,5.52689,6.5564,5.961524,5.703922
S16929,6.363106,5.974208,6.868736,5.994476,5.67441,5.555328,6.395072,5.775308,5.779854
S16932,6.298756,6.087964,6.95338,5.970882,5.76349,5.561406,6.608526,5.88176,5.791336
S16933,6.307862,6.10295,6.90942,5.90408,5.699878,5.481438,6.50492,5.808354,5.677278
S16939,6.241096,6.207496,7.114906,5.968238,5.766806,5.54696,6.64888,5.887564,5.743752
S16947,6.340146,5.991718,6.651464,5.910176,5.645122,5.51875,6.39454,5.680294,5.608646
S16949,6.328002,6.11803,6.88543,5.904552,5.756988,5.567046,6.564462,5.818184,5.774344
S16951,6.353236,6.067512,6.846372,5.95497,5.727476,5.467316,6.439284,5.813948,5.749192
S16961,6.372278,6.127806,7.032374,6.004044,5.6966,5.486518,6.607572,5.859988,5.724444
S16963,6.300174,6.12775,6.85695,5.922964,5.750542,5.504462,6.447844,5.832438,5.689048
S1697,6.363744,6.138504,7.01642,5.982396,5.70944,5.539602,6.579092,5.870146,5.723928
S16976,6.321886,6.042156,6.814724,5.925634,5.70628,5.496356,6.469326,5.712878,5.656804
S16977,6.30175,6.12252,6.86054,5.85775,5.616408,5.550408,6.457378,5.757566,5.727504
S16992,6.34689,6.008618,6.72915,5.968526,5.628758,5.590462,6.241448,5.670738,5.695954
S16994,6.384444,5.993916,6.760004,5.925278,5.718292,5.520658,6.405088,5.767782,5.713648
S16995,6.374662,6.089698,6.959674,6.078,5.698786,5.629148,6.474026,5.789918,5.860734
S17000,6.411098,6.155018,6.972756,5.989202,5.705684,5.566256,6.521628,5.761578,5.774862
S17002,6.343594,6.065686,6.787588,5.906856,5.646314,5.499572,6.451996,5.794702,5.688884
S17012,6.304474,6.196614,6.98296,5.951912,5.611416,5.521092,6.694698,5.942674,5.746084
S17015,6.316614,5.918636,6.719194,6.02277,5.75295,5.516876,6.29116,5.664652,5.730656
S1702,6.079604,6.14503,6.715128,5.842896,5.80367,5.47533,6.46043,5.892712,5.747522
S17021,6.297204,6.001026,6.836342,5.96257,5.593028,5.537952,6.437488,5.726062,5.70931
S17025,6.263614,6.057622,6.879024,5.882138,5.749592,5.457296,6.527976,5.838328,5.712092
S17027,6.25502,6.087938,6.84747,5.962382,5.703966,5.472058,6.56278,5.939394,5.66819
S17030,6.40513,6.231682,6.911726,5.956978,5.616096,5.529164,6.51715,5.840888,5.704052
S17037,6.286406,6.179152,7.005588,5.939688,5.710864,5.519608,6.63766,5.946058,5.75598
S17040,6.324136,6.090558,6.857538,5.911952,5.60292,5.63995,6.478066,5.762164,5.736586
S17046,6.397296,6.022746,6.91749,5.947934,5.70187,5.60663,6.555856,5.792822,5.75454
S17047,6.170974,6.025428,6.85399,5.92846,5.740684,5.489492,6.49121,5.873328,5.719816
S17055,6.188608,6.14396,6.73863,5.843582,5.686874,5.42649,6.459104,5.810236,5.665066
S17056,6.362376,6.118038,6.963818,5.961302,5.669128,5.492276,6.585516,5.947662,5.752366
S17057,6.408888,6.016834,6.822914,6.003874,5.67318,5.59863,6.404568,5.678974,5.71646
S1706,6.250858,6.136378,6.988364,5.956376,5.763048,5.606294,6.566976,5.879046,5.823938
S17068,6.164212,6.118876,6.880458,5.867514,5.754032,5.521396,6.576024,5.947062,5.769338
S17070,6.179562,6.038996,6.923254,5.868152,5.680828,5.473222,6.57886,5.95388,5.797392
S17077,6.314036,6.15301,6.811722,5.88883,5.637522,5.481656,6.498906,5.777422,5.702424
S17078,6.449536,6.171614,6.654828,5.911598,5.595678,5.637936,6.242732,5.542636,5.57341
S17079,6.272282,6.105268,7.02327,6.005028,5.825208,5.523324,6.627486,5.964604,5.764896
S17080,6.383894,6.015036,6.85664,5.948188,5.608456,5.580198,6.502132,5.69361,5.712794
S17091,6.284464,6.078372,6.69909,5.940312,5.62461,5.536708,6.358136,5.747768,5.68676
S17095,6.394674,6.141332,6.976708,5.946664,5.695548,5.56794,6.502892,5.817066,5.73798
S17097,6.233832,6.036436,6.810226,5.872454,5.720788,5.494256,6.64514,5.986686,5.733348
S17099,6.277594,6.029738,6.926074,5.93334,5.740964,5.475988,6.599658,5.891726,5.663534
S17102,6.19832,6.133212,6.82123,5.847214,5.690914,5.469482,6.580012,5.93828,5.646948
S17110,6.134114,6.051066,6.819066,5.816584,5.745614,5.415634,6.559986,5.971104,5.761814
S17114,6.24576,6.103088,6.69894,5.917304,5.657458,5.53899,6.358222,5.80606,5.735212
S17117,6.357562,6.197776,7.065354,5.984872,5.79947,5.493404,6.6546,5.972404,5.789648
S17131,6.247906,5.921918,6.728538,5.925984,5.68629,5.513514,6.249364,5.70921,5.670148
S17132,6.25254,6.130258,6.827822,5.922674,5.717028,5.485384,6.505194,5.942166,5.660934
S17133,6.344938,6.157442,6.910876,5.939866,5.700386,5.509458,6.494918,5.79083,5.654858
S17134,6.36457,6.18669,6.941054,5.943824,5.716722,5.507276,6.586688,5.85977,5.692748
S17142,6.266332,6.1103,6.894004,5.909832,5.605354,5.454258,6.6069,5.814878,5.608228
S17148,6.375568,6.154412,6.996954,6.019364,5.732626,5.55252,6.598302,5.837,5.70871
S17150,6.34683,6.078876,6.890416,5.948646,5.65926,5.491412,6.469248,5.856658,5.690782
S17151,6.29143,6.095612,6.819906,5.943356,5.65246,5.45759,6.496818,5.835272,5.762086
S17180,6.11838,6.128108,6.951578,5.826464,5.710652,5.554324,6.54917,5.898616,5.69992
S17187,6.419866,6.134974,6.72438,5.883034,5.646558,5.542634,6.367068,5.62575,5.6168
S17197,6.298518,6.060048,6.77119,5.918736,5.734408,5.488288,6.422356,5.789768,5.69956
S17198,6.384054,6.14423,6.879326,5.91231,5.663178,5.584608,6.578084,5.764542,5.64688
S17205,6.383022,6.204574,6.91586,5.956942,5.628726,5.584042,6.501598,5.715176,5.678922
S1721,6.375814,6.149418,7.027138,5.962306,5.780076,5.540146,6.590244,5.926594,5.794134
S17210,6.272088,6.040798,6.879508,5.841114,5.653524,5.489426,6.437262,5.774564,5.715408
S17211,6.383336,6.238288,7.081146,6.022518,5.669028,5.605228,6.692748,5.94345,5.778232
S17212,6.397486,6.109562,6.858814,5.894494,5.678672,5.500676,6.517024,5.839308,5.727376
S17219,6.405126,5.979108,6.735028,5.96361,5.634294,5.581266,6.363418,5.625882,5.657438
S17223,6.290014,6.044484,6.678792,5.92307,5.606454,5.540888,6.347954,5.74794,5.712236
S17229,6.497746,6.052894,6.798358,6.094184,5.79403,5.633584,6.353332,5.64404,5.836736
S17230,6.386366,6.17682,6.958342,5.973608,5.711558,5.591218,6.546728,5.768524,5.694208
S17233,6.30423,6.09607,6.895326,5.963144,5.79214,5.598984,6.551164,5.898258,5.754164
S17240,6.395044,6.22716,6.934384,5.972446,5.73068,5.626368,6.52032,5.741942,5.763128
S1725,6.258442,6.194156,6.89794,5.924988,5.733056,5.515262,6.608618,5.911638,5.744586
S17251,6.370254,6.101334,6.927106,5.942212,5.720854,5.556004,6.486118,5.765598,5.706148
S17252,6.204734,5.929222,6.530894,5.879274,5.663096,5.460942,6.264236,5.72026,5.675236
S17254,6.489332,6.261622,6.946024,5.944648,5.595976,5.550188,6.534024,5.791172,5.707214
S17256,6.352852,6.211614,7.07528,5.98167,5.777066,5.57765,6.648632,5.923222,5.796278
S17259,6.333536,6.032246,6.6508,5.92935,5.601474,5.537826,6.332524,5.74528,5.632148
S1726,6.284206,6.07577,6.830588,5.923252,5.756846,5.550308,6.465182,5.881932,5.800616
S17275,6.31412,6.10351,6.84697,5.97866,5.736338,5.576568,6.442886,5.832084,5.813192
S17281,6.328564,6.14729,6.842916,5.909372,5.646846,5.469184,6.543582,5.850846,5.6773
S17283,6.288468,6.1775,6.967058,5.8701,5.669282,5.471336,6.55435,5.88673,5.67376
S17284,6.324128,6.118706,6.894436,5.953576,5.69086,5.48514,6.546286,5.845216,5.747298
S17290,6.306266,5.960368,6.763918,5.941894,5.689968,5.61177,6.385322,5.768498,5.780044
S17291,6.336824,6.113948,6.900642,5.96098,5.635798,5.574964,6.547906,5.852642,5.751422
S17295,6.277022,6.1233,6.8273,5.93029,5.74384,5.46296,6.451836,5.869244,5.766028
S17301,6.221452,6.110884,6.816842,5.85144,5.651628,5.455134,6.442532,5.873972,5.676874
S1731,6.344236,6.07569,6.8382,5.991336,5.694928,5.514636,6.45993,5.797762,5.762508
