CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	otherCells
mix_37	0.573577011373501	1.62164749003367e-07	0.000850667835704592	0.000130319864964201	0.000670521422134416	1.58778759444852e-08	4.31103562899242e-06	6.78206362225355e-08	0.424766922604805
mix_38	0.560571283599637	4.22298051230928e-05	5.60578909484264e-05	0.0107663771153129	0.00197247294950409	1.35393225024332e-06	5.61764469035664e-10	8.69661452418708e-08	0.426590137179315
mix_39	0.574044777795968	1.53498373164457e-05	0.00380323834255158	9.09493200379905e-07	2.31620122147806e-09	1.70843764769988e-07	0.000182012204215052	1.74660481212671e-05	0.421936073118661
mix_40	0.556335993706903	4.65643282191245e-08	5.43120328360668e-07	0.00180435785482202	1.97994502974375e-06	3.1454307262922e-09	1.88421689923318e-05	5.48350395953246e-05	0.44178339845457
mix_41	0.484313483371032	2.15224739385998e-07	3.89793525204396e-08	0.0524175046664644	0.000923202373339314	2.10711456851535e-05	0.00116902410132119	6.52517940060379e-06	0.461148934958665
mix_42	0.570539167145735	0.00017410084575382	2.17553936080259e-08	3.96927140678912e-06	1.77706129547764e-08	3.70212448083629e-05	0.0047500052053769	0.000475863631197771	0.424019833129715
mix_43	0.503370269595837	4.42149188740864e-09	4.7074334986288e-09	0.0514711880369108	8.94496949294251e-05	1.27747126018889e-06	0.00319380471691014	7.96397349166993e-08	0.441873921715492
mix_44	0.562946311984424	0.000143493225223474	6.39994799752237e-09	8.64450144684119e-06	0.00108782960126355	8.90402894019195e-06	0.00178182028417759	2.99142130568715e-06	0.434019998553271
mix_45	0.549113857217682	8.90731084007548e-08	1.68943565273881e-08	0.00942576914562431	0.000162748652049063	2.33477821414004e-05	5.65942974293696e-06	3.34608141162657e-05	0.441235050991179
mix_46	0.568682963327557	0.000481525965172524	0.0014624763252141	0.00178540964249259	0.000568018593002135	0.000882427316803851	1.35036148934608e-09	9.07781973063198e-08	0.426137086701199
mix_47	0.555163734849685	1.7196575900433e-07	3.9116981693648e-06	9.57119236569065e-07	0.000911420183378001	8.43529191401798e-06	3.80801086357904e-09	3.81212240838175e-07	0.443910983871606
mix_48	0.500793668299644	1.72132434625504e-08	8.9210306360092e-05	0.0288766166055687	2.61576137904179e-05	3.61231693551413e-05	7.4334686384811e-08	1.51612688911515e-06	0.470176616330462
mix_49	0.521604307356498	5.36619643225619e-07	1.2249571209122e-08	0.0300020637283207	0.000183763494070121	0.000163844548233811	4.64600017579118e-05	3.72025961697945e-08	0.447998974799309
mix_50	0.579894251213127	9.08420788463919e-08	2.36869328747031e-08	4.3620763635953e-06	1.57110000677904e-05	0.000295688172709958	0.000680121659050858	1.63372742166729e-06	0.419108117622247
mix_51	0.502372384164099	6.54538947923871e-08	4.93190738048706e-09	0.0414759370700212	3.54291767330174e-08	1.3879653683472e-05	2.92724935982807e-06	1.46041528155539e-07	0.456134620006329
mix_52	0.569485977480263	0.000227001953201575	0.000446335124896336	2.69807374324327e-06	8.47470149114346e-07	2.4174223914863e-05	0.00446672694523544	7.71226681121039e-06	0.425338526461785
mix_53	0.513012651339059	2.33309981483512e-06	2.93621468991106e-05	0.0356977920409805	1.48631686059358e-05	6.86692931282152e-07	2.08965575494682e-07	5.45627577537389e-05	0.45118753978838
mix_54	0.573946399269186	6.20012943732296e-08	0.00115232352503099	1.02767345109588e-07	6.90052889865737e-10	5.63260994560392e-06	0.00498419728449467	1.23124363954475e-07	0.419911158728287
mix_55	0.528770987575004	4.49794523487683e-05	3.92924127571768e-06	0.0231218008750753	1.51674626369458e-08	4.56102123144053e-07	3.69324022769239e-06	6.37056154416886e-08	0.448054074640867
mix_56	0.570902319739377	4.70309333437158e-09	0.00017053002973161	5.40054931162697e-05	6.72537343505981e-08	1.06739566956959e-05	0.000258916897843452	3.92023820197791e-05	0.428564279544388
mix_57	0.487792514924429	4.94910305112595e-08	7.95139116999627e-09	0.0596666910238759	0.000212874979245395	1.43525806041999e-06	1.27429357509438e-05	1.22485923433559e-06	0.452312458576983
mix_58	0.569671131378857	0.000425662544088506	0.000131332917312507	1.79437494185082e-05	0.000501121339478093	3.12960119448763e-05	2.1494877855534e-09	2.15317763240133e-07	0.42922129459165
mix_59	0.466309783346149	4.98809554758913e-07	4.33166123960858e-05	0.0749202743362338	2.29754778919233e-09	1.01508274445018e-05	0.000132831006365934	1.58922235459857e-07	0.458582983842073
mix_60	0.562369509558422	8.90389378842527e-05	0.000605801640618249	2.40233877155675e-05	0.00261562254981628	4.15295832277925e-07	5.12678995042587e-09	6.4525116165875e-06	0.434289130991305
mix_61	0.583661364599487	2.05810764046146e-08	0.0011648277585251	3.85190539477718e-07	4.84957460319772e-05	1.30658891818861e-07	5.61010204157699e-06	1.01677978065848e-06	0.415118148583626
mix_62	0.550799029112888	9.08522917494816e-06	1.02963685944337e-05	3.75836279255509e-06	0.00333331461329271	6.32342529377864e-07	0.00682656987552755	3.56273050563795e-05	0.438981686790144
mix_63	0.502599673631601	7.31137220765795e-07	2.42561516858756e-07	0.0452398567426267	3.39344566646395e-05	3.49561790458872e-05	9.00966486218073e-06	3.39922549472822e-06	0.452078196400967
mix_64	0.554936851276227	9.50254821933919e-05	4.3524066961924e-08	6.44780501276637e-08	8.02377613335459e-08	2.99043055759376e-07	0.000258958583510179	5.43124360157363e-07	0.444708134250775
mix_65	0.501051545374094	3.84092180288227e-09	3.18619517206595e-07	0.0588177919747742	0.00105129512919155	8.68118081319287e-06	0.000357117176864772	1.66994430507324e-07	0.438713079709393
mix_66	0.509523453574262	3.96737337018167e-08	1.5379740990466e-05	0.0337199230249355	2.26655055525281e-08	1.87142958932635e-07	5.18928008980067e-05	1.35960683659143e-06	0.456687741769879
mix_67	0.560851391685136	4.11843308369298e-07	1.67404000449078e-05	1.57184755908848e-06	0.00233198691947543	4.81045544679678e-05	0.00590336867980163	1.29797516129219e-05	0.430833444318594
mix_68	0.545638990885172	1.18822016433464e-08	0.000433050025234239	0.0274868295984727	5.05233790450811e-07	3.08847392330626e-06	0.000276838453940143	2.51680394608236e-07	0.426160433766871
mix_69	0.552028809246426	4.00722802648351e-07	1.52484012520522e-05	6.22828127802637e-06	9.09713623952206e-06	6.18971709188456e-09	7.47375698247276e-05	9.68006883011311e-06	0.44785579238363
mix_70	0.526384625439099	5.70458961907034e-09	2.1935177937219e-06	0.0331483609452799	2.75540550211679e-05	2.99192541028969e-06	9.2556882971205e-06	3.99304971359973e-06	0.440421019674796
mix_71	0.526057573221207	6.08924431596192e-05	9.81238594763095e-05	0.00922730520068109	5.27899829705343e-09	3.35232431394275e-08	7.80451814587897e-07	1.12929316723663e-07	0.464555173092103
mix_72	0.581312837309411	0.000720233315149984	0.00111369687612958	8.5893629966106e-05	2.20344233278596e-09	0.000373485111441782	0.00139893803868845	2.99240045103553e-06	0.414991921115319
mix_73	0.558765206641147	0.000242508141369387	0.000395743023123431	0.000516826225516889	1.97612328896039e-09	5.83512576292918e-07	0.00431598869041983	3.51531620219913e-08	0.435763106636562
mix_74	0.559526811748683	0.000163783170968941	5.08905142415119e-08	1.13588371560252e-05	0.001544997148603	4.72971561913499e-08	0.000333602804389808	1.72511484976857e-06	0.438417622987679
mix_75	0.497211317970869	3.50813839573187e-09	2.01044668437235e-06	0.0390493746760209	3.52296065559101e-06	7.15601704929876e-09	4.44715366396482e-07	3.04063046901663e-07	0.463733014503201
mix_76	0.552259605783583	6.97039639641142e-05	4.80710246222803e-06	0.011667827673047	0.000112983291784664	7.47801951314716e-09	0.00233590503953308	5.44853307657963e-07	0.433548614814298
mix_77	0.574854840047051	1.24152892178012e-07	1.41569892777957e-06	0.00488582080743276	9.44987930787666e-06	3.76018118304635e-07	2.4710604447225e-08	2.72552694407338e-07	0.420247676132971
mix_78	0.51463491985572	0.000159111018065206	2.2899806418133e-05	0.0352234483410382	2.23445303191918e-07	8.15673953664799e-05	0.000386046543370913	5.47276222337017e-07	0.449491236318495
mix_79	0.490440828924364	1.17605593418921e-08	0.000444790410719142	0.0506566183866412	1.03109624785815e-05	2.07360683370985e-08	5.23699334299967e-05	7.48697465450537e-07	0.458394300188274
mix_80	0.574819451431109	0.000166284169243353	0.000525731389896229	9.2097046047565e-07	6.76457397627008e-06	1.51051366911518e-08	3.08671843322218e-05	6.76488373925918e-06	0.424443200292107
mix_81	0.57053279395473	4.00343952006612e-06	1.50612470516004e-08	2.3615023321206e-07	0.000895721790651384	0.000234185856951298	1.00821030109031e-06	2.46733104915486e-07	0.428331788803261
mix_82	0.554277397420632	2.29059427921726e-07	0.000962644537900139	0.00272729891970365	4.35037034549747e-08	3.51822585949221e-06	4.82921735535728e-05	1.06731961754399e-06	0.441979508839602
mix_83	0.506142805530146	6.38169034838558e-05	0.000886808686127808	0.0337760179850837	2.07356891862723e-05	1.10737909415002e-09	0.000391025641927899	1.75222508698215e-06	0.458717036231579
mix_84	0.571385942640611	6.72527639431503e-09	8.75311265716736e-06	2.5655771008432e-06	0.000535942034525279	1.15935343779821e-05	1.31754087583095e-06	4.90559341059792e-06	0.428048973241165
mix_85	0.563176795039234	0.000797707997964487	2.0223307545013e-06	0.00233047561690293	9.98797167475319e-05	2.6490083243363e-10	0.00109040936414186	4.43322984468817e-08	0.432502665337055
mix_86	0.566633000076245	3.3352852252117e-07	0.00111215177362047	0.00473336653143021	0.000345786018015965	1.90288303808236e-06	0.000237457232057279	7.67834000155502e-07	0.42693523412307
mix_87	0.554088267251406	0.00014744339663501	2.44543457161722e-05	9.55670630634285e-06	0.00244680114083754	0.000430126692201044	3.22409109626785e-10	1.50763684406608e-06	0.442851842507645
mix_88	0.55928873136005	5.03105394921143e-08	0.000156107830508031	0.00981085909508245	0.00113703031818666	5.19898615921953e-06	0.000358436695170908	1.82941311194341e-05	0.429225291273184
mix_89	0.554428646741811	1.83719688473106e-08	9.74810771736823e-08	9.52169596446079e-08	0.00288162271666683	0.000238858353453614	0.00641383674138928	5.90054276695767e-07	0.436036234322397
mix_90	0.549054503454889	3.53375434371568e-07	7.44139911989922e-08	8.26157376669543e-06	0.000279604881170967	2.68554112770588e-07	0.00274627643148549	7.8047458755122e-06	0.447902852569274
mix_91	0.497816249950472	1.74659076256081e-08	0.000117061269907682	0.0449467484153756	4.16525780876042e-05	1.32845509277682e-05	1.1489088329817e-06	1.0393775727297e-07	0.457063732922732
mix_92	0.545173155677875	3.38378640623794e-08	1.66168672060609e-05	4.85506544311571e-05	0.00303573663243142	1.70519928954566e-09	0.00173361740806707	2.51623966803003e-06	0.449989770977258
mix_93	0.490143666594852	1.02183991639293e-08	7.59112992051665e-05	0.0158922425766387	0.000779966095548048	1.2740814099751e-07	6.02826480776754e-05	9.99497472943064e-08	0.493047693209391
mix_94	0.423323548519342	6.08922012158156e-06	4.59676083346016e-05	0.100064294530178	7.37920237911969e-05	1.73347616588383e-09	5.0956824832909e-07	4.51625150786534e-07	0.476485345171358
mix_95	0.507100932028518	9.59831104798223e-09	0.000222105711159982	0.037757461452075	0.000108056928660487	1.97820459262646e-07	4.26411604290431e-05	1.40395924814023e-07	0.454768454904463
mix_96	0.477969521283383	1.36435052177529e-07	1.6305794501257e-09	0.0656316601930087	6.50428924083336e-06	1.77555196361511e-05	0.00104347375400159	1.19449504440713e-05	0.455319001944654
mix_97	0.517445338093242	6.20231631441074e-09	7.68713946651161e-07	0.0219342296954393	0.0046144672930304	1.24985177613837e-06	0.000350551046079594	4.95057442258335e-07	0.455652894046727
mix_98	0.555948744981289	5.31012123759189e-05	3.50890045076469e-08	5.45810193299698e-06	0.000240889600478924	1.21946402843957e-07	0.000511468938858372	0.000547167117321162	0.442693013012336
mix_99	0.577082400790407	8.92081542706688e-06	6.80994091465061e-06	5.3301319372873e-06	0.00154269139081271	9.22106408479458e-08	0.00020020342143342	3.09877478524073e-08	0.421153520310679
mix_100	0.559682667144028	4.12165441791441e-09	0.00161844658450092	9.02059019292258e-06	0.000120224062989971	3.65851630983036e-05	7.99995299421313e-06	2.4914368716258e-06	0.438522560943669
