ID,T_cells_(CD4+),B_cells,T_cells_(CD8+),Endothelial_cells,Fibroblasts,Macrophage
S7723,6.32347,5.094048,5.458734,6.071294,5.601588,5.946682
S7741,6.325142,5.10912,5.649366,6.079272,5.51347,5.969072
S7743,6.394252,5.079686,5.431952,6.1202,5.568184,6.08374
S7746,6.396514,5.075032,5.448274,6.087446,5.59234,6.010326
S7747,6.591098,4.960878,5.456494,6.143578,5.592272,6.045146
S7764,6.71245,4.826776,5.622148,6.230522,5.662978,6.159896
S7781,6.448546,4.971972,5.620696,6.122912,5.591286,6.051748
S7784,6.367494,5.005436,5.530518,6.060348,5.613014,6.093312
S7795,6.324214,5.002904,5.402334,6.051906,5.543988,6.002556
S7800,6.164682,5.167738,5.422964,5.914692,5.482016,5.89358
S7803,6.490832,4.950762,5.592788,6.182448,5.662444,6.119458
S7805,6.464836,4.98032,5.494066,6.103474,5.577656,6.044864
S7806,6.441816,4.978954,5.511918,6.081054,5.57303,6.068652
S7807,6.245732,5.093586,5.725714,6.083498,5.570556,5.995384
S7823,6.371628,5.134232,5.631502,6.11735,5.575326,6.106396
S7824,6.421642,4.994864,5.455168,6.05264,5.564334,6.008704
S7827,6.233794,5.125722,5.393406,6.004282,5.573462,5.923366
S7829,6.462576,4.937442,5.4943,6.101672,5.59824,6.070842
S7831,6.536536,4.87555,5.58944,6.167912,5.62604,6.089438
S7837,6.427878,5.039108,5.435342,6.023472,5.508662,5.898802
S7849,6.46873,5.011236,5.58769,6.177724,5.591952,6.051758
S7851,6.666462,4.859834,5.54584,6.207906,5.668396,6.148994
S7853,6.441468,4.95239,5.559348,6.112506,5.578152,6.016568
S7855,6.374586,5.04736,5.355002,6.113192,5.628748,6.04199
S7856,6.49114,5.056134,5.40544,6.098786,5.58451,5.968652
S7863,6.467144,5.02944,5.635628,6.186596,5.655532,6.133728
S7878,6.474158,5.060248,5.710298,6.322338,5.715666,6.075744
S7881,6.612322,4.980702,5.708248,6.250302,5.62945,6.156288
S7886,6.540394,4.980688,5.508382,6.136872,5.58707,6.024412
S7898,6.297198,4.950802,5.55201,6.077486,5.581946,5.981058
S7903,6.447012,5.00115,5.798036,6.204834,5.61415,6.111268
S7907,6.573408,4.868356,5.525006,6.236282,5.66661,6.176944
S7908,6.382118,5.07354,5.771596,6.042396,5.60114,6.00214
S7913,6.53855,4.987202,5.468702,6.068188,5.598734,5.960994
S7929,6.529238,4.995616,5.655868,6.299184,5.64749,6.162416
S7930,6.36599,5.023724,5.57591,6.0827,5.509376,6.09287
S7933,6.195038,5.197484,5.285348,6.014276,5.584726,6.035408
S7936,6.491656,4.933048,5.55012,6.169228,5.605652,6.117844
S7939,6.419016,4.983312,5.549248,6.106722,5.59131,6.021554
S7941,6.43954,5.133808,5.524274,6.099798,5.585126,6.031782
S7951,6.559844,4.95891,5.568478,6.216182,5.642834,6.113576
S7955,6.405296,4.857318,5.54659,6.073744,5.618012,6.01611
S7961,6.651776,4.901048,5.540392,6.188052,5.666994,6.092496
S7978,6.435902,5.035876,5.461346,6.114298,5.613652,6.06846
S7982,6.353736,5.03087,5.492928,6.01621,5.556562,5.99144
S7994,6.3056,5.020246,5.521688,6.100794,5.597646,6.083972
S7997,6.585966,4.922328,5.628318,6.18134,5.617192,6.112156
S800,6.518086,4.965794,5.635558,6.160464,5.637278,6.116146
S8003,6.623008,4.984434,5.587954,6.208338,5.713644,6.15519
S8008,6.584842,5.01457,5.62348,6.1216,5.581822,6.074502
S8016,6.280488,5.103842,5.594334,6.125128,5.602784,5.990984
S8020,6.41988,4.958312,5.49495,6.098894,5.59768,6.06191
S8023,6.619584,4.984786,5.720248,6.246468,5.661528,6.116064
S8028,6.546982,5.051344,5.740022,6.182664,5.657286,6.14641
S8033,6.599314,4.91518,5.61084,6.251172,5.650038,6.1525
S8036,6.216208,5.113082,5.367632,6.049948,5.575118,5.99688
S8038,6.635806,5.045418,5.738134,6.232666,5.654824,6.144426
S8041,6.588374,5.025116,5.7533,6.21933,5.646456,6.046708
S8049,6.392872,5.001866,5.421422,6.108388,5.6208,6.057854
S8060,6.35882,5.01092,5.430178,6.100378,5.577438,6.040194
S8064,6.476218,4.994106,5.505992,6.138662,5.626396,6.031154
S8066,6.415384,4.98703,5.608816,6.078148,5.567846,5.960324
S8070,6.38438,5.003714,5.409504,6.032774,5.558078,5.968386
S8073,6.399296,5.001586,5.414224,6.135768,5.627544,6.06517
S8077,6.51537,4.968052,5.554804,6.226628,5.681238,6.108142
S8088,6.54446,5.067242,5.74729,6.278698,5.696506,6.044576
S8089,6.482952,5.030638,5.449338,6.09989,5.64766,6.064554
S8093,6.403214,5.024848,5.500948,6.047924,5.550086,6.008412
S810,6.381182,5.038702,5.636342,6.177542,5.616536,6.049878
S8110,6.626076,4.982952,5.664358,6.175098,5.660178,6.078136
S8119,6.532904,5.24622,5.641878,6.277274,5.793762,6.237742
S8125,6.562126,4.904646,5.568438,6.155224,5.63142,6.076984
S814,6.514672,4.922744,5.75823,6.216784,5.636156,6.063586
S8142,6.538618,4.983698,5.506774,6.11183,5.620078,6.075634
S8147,6.397264,5.017396,5.57778,6.102588,5.598866,5.941312
S8148,6.41341,4.95946,5.545426,6.129864,5.612606,6.162154
S8154,6.517784,4.98481,5.549294,6.1472,5.630988,6.053344
S8158,6.486626,4.945772,5.514798,6.144766,5.586708,6.05611
S8161,6.43548,4.981206,5.58711,6.072776,5.541946,6.030634
S8165,6.560178,4.921988,5.588898,6.203536,5.677312,6.123152
S8175,6.452518,5.029542,5.787942,6.34138,5.687264,6.17645
S8180,6.38914,5.058842,5.38662,6.12696,5.600226,6.067576
S8190,6.714996,5.007684,5.602228,6.246774,5.674634,6.11474
S8194,6.597232,4.917694,5.53555,6.168112,5.62073,6.127848
S8196,6.512878,4.958086,5.584322,6.161338,5.629092,6.101706
S8202,6.445204,5.053918,5.572958,6.156074,5.638822,6.07586
S8204,6.680856,4.923866,5.511416,6.15305,5.646118,6.107564
S8211,6.67475,4.926564,5.647272,6.295614,5.673494,6.170698
S8215,6.1901,5.129244,5.529274,5.948646,5.522812,5.845246
S8216,6.275598,5.058578,5.367494,6.043192,5.53963,6.027216
S8217,6.426816,5.00631,5.359036,6.069102,5.580186,6.0096
S8221,6.646756,4.945316,5.382026,6.154864,5.650088,6.07815
S8228,6.48889,4.951164,5.435418,6.14102,5.641576,6.10628
S823,6.41776,4.977306,5.56089,6.149654,5.610108,6.106952
S8230,6.13173,5.170018,5.250692,5.903922,5.496962,5.887886
S8231,6.5073,5.067282,5.478086,6.183338,5.625218,6.073504
S8237,6.660186,5.020618,5.548136,6.291104,5.713758,6.115168
S8241,6.422852,5.040772,5.39579,6.167494,5.617054,6.070614
S8242,6.288464,5.178254,5.40413,6.07479,5.603082,6.000194
S8250,6.41072,5.09435,5.588366,6.082742,5.581284,5.983298
S8256,6.470034,5.046562,5.561654,6.121686,5.637894,6.104058
S8267,6.363738,5.1399,5.393828,6.145522,5.64548,6.069262
S827,6.480032,4.991226,5.609604,6.095198,5.584104,5.988614
S8276,6.608152,4.879662,5.664772,6.224526,5.645428,6.111362
S8281,6.569684,4.9731,5.677274,6.220182,5.599012,6.151214
S8283,6.351738,5.036212,5.664876,6.04513,5.571976,5.891668
S8294,6.438588,4.974974,5.401398,6.070796,5.57578,6.005354
S8299,6.297524,5.099744,5.421022,5.988412,5.569526,5.975536
S8306,6.52163,4.99797,5.750804,6.268762,5.6628,6.215998
S8308,6.365114,5.054172,5.463058,6.01625,5.60302,5.98877
S8310,6.263168,5.097866,5.426656,6.066288,5.563962,5.982986
S8312,6.573662,5.019718,5.378982,6.201782,5.637492,6.107682
S8313,6.526992,4.998892,5.706914,6.255484,5.59738,6.089336
S8323,6.240438,5.050086,5.681934,6.127794,5.531846,5.958352
S8325,6.26245,5.119042,5.488676,5.984884,5.494496,5.93634
S8327,6.403996,5.021544,5.667872,6.168354,5.584266,6.01538
S833,6.346466,5.084622,5.421842,6.034178,5.615628,5.974076
S8336,6.30721,5.134992,5.619864,6.121904,5.549386,6.00525
S8346,6.421622,5.075908,5.454016,6.008914,5.583812,6.005834
S8350,6.36626,5.078326,5.509062,6.011736,5.514902,5.96337
S8352,6.46111,5.039666,5.666216,6.234686,5.649664,6.138662
S8353,6.562688,4.906916,5.562224,6.122582,5.600842,6.045874
S8355,6.344942,5.032286,5.429098,6.023352,5.498962,5.97889
S8363,6.530516,4.955428,5.59591,6.188566,5.618442,6.078016
S8382,6.414678,5.059722,5.738836,6.212128,5.576536,6.031236
S8383,6.557924,4.95836,5.484844,6.213248,5.693108,6.103462
S8389,6.334216,5.05928,5.68452,6.069696,5.589986,5.952164
S839,6.600168,4.928452,5.57305,6.235654,5.663536,6.046446
S8393,6.654972,4.973916,5.628484,6.242404,5.615688,6.05764
S8394,6.58269,4.931402,5.436856,6.133734,5.582162,6.068314
S8399,6.558524,4.96142,5.473332,6.214276,5.631134,6.037002
S841,6.543672,5.035652,5.497156,6.192304,5.638148,6.052576
S8413,6.369398,5.079912,5.50258,6.112938,5.590298,5.988842
S8419,6.502412,5.040662,5.707848,6.19402,5.670366,6.117172
S8421,6.287562,5.118432,5.374154,6.014774,5.55807,5.96125
S843,6.614836,4.919128,5.399698,6.15275,5.584924,6.092966
S8439,6.358782,5.0423,5.437982,6.018564,5.623804,6.034052
S8440,6.425944,5.071672,5.59263,6.118432,5.628324,6.080762
S8446,6.262352,5.072814,5.535208,6.046574,5.505298,5.923136
S8456,6.369708,4.979088,5.511054,6.114288,5.601672,6.06391
S8458,6.379568,4.913476,5.592736,6.023978,5.558256,5.988046
S8461,6.20325,5.131726,5.367816,6.020644,5.51345,5.909222
S8471,6.425124,5.102874,5.453726,6.054836,5.610024,5.997224
S8474,6.457518,5.01992,5.50469,6.090976,5.610832,6.07628
S8479,6.38617,4.978314,5.445858,6.036118,5.572914,5.96801
S848,6.528882,4.945248,5.533584,6.137596,5.588052,6.115296
S8492,6.588076,5.144752,5.6709,6.172382,5.687058,6.100436
S8499,6.404926,4.907226,5.533994,6.135336,5.593996,6.109984
S8508,6.344038,5.068682,5.552836,6.022304,5.5447,5.95631
S8513,6.370426,5.027314,5.717706,6.179508,5.615974,5.978424
S8517,6.25725,5.11107,5.277868,6.087252,5.582052,5.943218
S8519,6.604258,4.959964,5.570602,6.157276,5.617914,6.07184
S8528,6.449148,4.9642,5.67283,6.123654,5.61545,6.068372
S8531,6.49285,4.88311,5.561474,6.162436,5.612408,6.075942
S8539,6.467886,5.0825,5.525318,6.15109,5.639734,6.06922
S8540,6.59435,5.003862,5.557996,6.299688,5.7831,6.180432
S8545,6.39581,5.068674,5.670956,6.247322,5.626124,6.169504
S8547,6.56922,4.86261,5.523598,6.143466,5.594644,6.028268
S8557,6.622094,4.961166,5.804538,6.21761,5.58596,6.093582
S8563,6.37701,5.04379,5.462006,6.044812,5.61103,5.983054
S8567,6.384388,4.998464,5.536802,6.024216,5.546954,5.935992
S8575,6.739548,4.86294,5.775806,6.261934,5.676186,6.144442
S8586,6.674854,4.903198,5.412912,6.206432,5.633346,6.0836
S8587,6.386932,4.941282,5.565984,6.10507,5.610556,6.07893
S8588,6.531588,4.912646,5.522712,6.22871,5.661862,6.12691
S8590,6.466176,4.909434,5.529182,6.20752,5.668862,6.206466
S8592,6.342406,5.06263,5.7614,6.09546,5.49972,5.987482
S8594,6.20926,5.07184,5.484076,5.95238,5.528448,5.89904
S8596,6.61021,4.881376,5.604508,6.213384,5.69215,6.098098
S86,6.420348,4.947486,5.474084,6.229198,5.63507,6.002616
S8608,6.496296,5.008054,5.826144,6.235448,5.619076,6.075674
S8612,6.478734,4.88809,5.471482,6.118396,5.592236,6.097602
S8618,6.57434,5.031234,5.607412,6.22301,5.631538,6.10877
S8633,6.49572,4.987076,5.560644,6.141416,5.611604,6.082564
S8638,6.54794,4.952158,5.580708,6.14664,5.637742,6.093792
S8639,6.69688,4.922234,5.611104,6.243814,5.717126,6.156344
S8641,6.346156,5.021034,5.566112,6.068496,5.599088,6.01115
S8644,6.267128,5.079714,5.75853,6.044794,5.535906,5.962712
S8645,6.43366,4.99478,5.423554,6.115068,5.638994,5.99528
S8658,6.589584,4.888692,5.438684,6.144812,5.628808,6.022668
S8665,6.488746,5.129432,5.660154,6.198162,5.655632,6.0923
S8668,6.27699,5.10463,5.52285,6.066696,5.583208,6.000116
S8669,6.58785,5.110302,5.761588,6.256672,5.711348,6.097808
S8671,6.498828,4.892602,5.659058,6.185356,5.662142,6.144236
S8672,6.426592,5.04858,5.542126,6.146146,5.61559,6.106308
S8674,6.50098,5.136384,5.415856,6.172576,5.665046,6.14193
S8678,6.657372,4.935982,5.585622,6.159248,5.672604,6.051244
S8685,6.591412,4.928632,5.597702,6.167142,5.634476,6.14038
S8689,6.425248,5.0327,5.425428,5.992586,5.534026,5.956624
S8692,6.422152,4.986702,5.505096,6.139144,5.633968,6.108132
S8715,6.39668,5.094408,5.546792,6.106068,5.601154,6.070854
S8725,6.468034,5.172346,5.642998,6.133338,5.655402,6.059598
S8729,6.575388,4.944444,5.540948,6.189852,5.657944,6.142684
S8731,6.666922,4.961032,5.665558,6.26631,5.669406,6.068248
S8734,6.54731,5.022264,5.787728,6.18044,5.591704,6.117772
S8739,6.482894,4.976858,5.504146,6.085856,5.601132,5.979318
S874,6.41335,5.003592,5.551352,6.09578,5.589722,6.031378
S8743,6.56183,4.967552,5.691094,6.258958,5.70177,6.163834
S8744,6.516602,4.906774,5.634366,6.24048,5.65497,6.177376
S8754,6.491906,4.916908,5.608452,6.088002,5.591052,6.074058
S8755,6.63778,5.041372,5.603664,6.296618,5.746198,6.121274
S8760,6.46755,5.02998,5.610756,6.194356,5.652068,6.106664
S8762,6.662862,5.029942,5.510556,6.355634,5.75637,6.224976
S8774,6.349834,5.165218,5.530986,6.070126,5.58313,6.010754
S8776,6.452698,5.042264,5.52062,6.120772,5.577172,6.024268
S8788,6.504674,5.048228,5.633016,6.276404,5.648708,6.122306
S8791,6.53762,5.017408,5.450992,6.231922,5.675766,6.140136
S8792,6.401624,5.01368,5.807098,6.112484,5.532602,6.025218
S8794,6.546752,4.858386,5.528064,6.20423,5.627966,6.133512
S8796,6.293996,5.087826,5.347534,6.041002,5.554036,5.978178
S8798,6.26736,5.067386,5.303724,6.08951,5.633952,6.056678
S8804,6.41899,4.984658,5.454022,6.085928,5.618442,5.967048
S8808,6.289358,5.06996,5.461372,5.985292,5.55226,5.98314
S881,6.419672,4.991154,5.658352,6.15385,5.577456,6.091516
S8811,6.347356,5.037246,5.519844,6.094512,5.60557,6.098604
S8812,6.430118,4.972824,5.506916,6.093526,5.57253,6.016274
S8818,6.5711,5.044474,5.536576,6.129272,5.636972,5.981914
S8834,6.34075,5.062902,5.560292,6.135508,5.582738,6.005454
S8840,6.592202,4.926934,5.509596,6.191328,5.63537,6.128588
S8845,6.354686,4.996756,5.536178,6.09045,5.611218,6.079154
S8849,6.528532,4.938256,5.545214,6.188168,5.633374,6.122386
S8856,6.71066,4.893796,5.695382,6.275874,5.689068,6.103504
S8858,6.605182,4.984362,5.457528,6.226008,5.692286,6.17785
S8859,6.511718,5.009258,5.491552,6.136834,5.63706,6.006136
S8863,6.515122,4.998504,5.538822,6.143296,5.625142,6.104602
S8864,6.525492,5.013984,5.55323,6.25777,5.654746,6.128694
S8868,6.653712,4.954218,5.744366,6.310824,5.740106,6.110604
S8870,6.577874,4.949354,5.615924,6.235832,5.689324,6.072142
S8876,6.549562,4.964614,5.492548,6.12426,5.612748,5.995412
S8879,6.404996,5.014544,5.602748,6.05702,5.569776,5.982334
S8903,6.414398,4.99082,5.605296,6.101758,5.600342,6.049422
S8905,6.399142,4.987614,5.44498,6.117184,5.582338,6.03227
S8909,6.564816,4.809742,5.648658,6.13108,5.660854,6.08024
S8911,6.380762,5.02594,5.540658,6.047108,5.548526,5.94918
S8925,6.36718,4.987794,5.528504,6.084996,5.582084,6.040554
S8944,6.207902,5.100448,5.41428,5.97228,5.53839,5.830928
S8959,6.503318,4.908562,5.7244,6.25988,5.658892,6.183398
S8963,6.276274,4.981892,5.53218,6.017806,5.532734,5.987866
S8964,6.524216,4.991714,5.464698,6.211418,5.649926,6.076986
S8967,6.41566,5.086054,5.4397,6.085108,5.597154,5.99731
S898,6.421162,4.978328,5.659364,6.129474,5.65749,6.097888
S8992,6.45333,5.028492,5.483328,6.126818,5.551312,6.036392
S8999,6.37094,4.975852,5.464566,6.045486,5.621316,6.03404
S9,6.448564,4.965796,5.51169,6.164448,5.660222,6.138426
S9003,6.525782,4.924352,5.438906,6.21698,5.61572,6.129106
S9005,6.322308,5.020662,5.418062,6.056096,5.6437,6.072494
S9007,6.649168,5.061684,5.606202,6.33166,5.757832,6.123152
S9008,6.616372,5.065486,5.685264,6.269116,5.69378,6.161064
S9017,6.461518,5.083612,5.442394,6.130232,5.626766,6.058656
S9029,6.256286,5.03352,5.427226,6.015542,5.49687,5.907802
S9031,6.284238,5.130642,5.43716,6.096988,5.601262,6.071032
S9033,6.37679,5.170118,5.514598,6.115318,5.572344,6.055912
S9034,6.459524,5.010576,5.515304,6.111388,5.616776,6.094698
S9043,6.407846,4.99555,5.46446,6.021096,5.61062,6.007728
S9045,6.51277,5.068814,5.47758,6.13828,5.732318,6.072794
S9046,6.219636,5.193536,5.31981,6.013584,5.625388,6.006266
S905,6.375868,5.077484,5.319824,6.145352,5.618572,6.045576
S9055,6.462458,5.054336,5.557944,6.129854,5.598786,6.038596
S9057,6.545782,5.047392,5.637902,6.215178,5.63261,6.095396
S9063,6.728324,5.050536,5.594204,6.413812,5.7881,6.193048
S9074,6.428808,5.089034,5.538294,6.028102,5.558282,5.919098
S908,6.211888,5.033608,5.41457,5.985124,5.489488,5.995692
S909,6.474092,5.00608,5.480408,6.09922,5.59148,6.045742
S9093,6.279532,5.089586,5.484694,6.019942,5.474806,5.850572
S9103,6.560316,4.927246,5.766786,6.320028,5.664046,6.16551
S9106,6.540494,4.914066,5.52441,6.175456,5.677856,6.101044
S9110,6.392376,4.982412,5.508938,6.195144,5.627038,6.11124
S9118,6.318268,4.994978,5.558544,6.09889,5.562218,6.080594
S9119,6.379478,5.033188,5.375914,6.033718,5.563388,6.023828
S9121,6.541396,4.92755,5.558942,6.038952,5.612302,6.063558
S9122,6.395286,5.040318,5.559254,6.099112,5.603976,6.071268
S9124,6.579976,5.017884,5.561048,6.34186,5.793044,6.284432
S9131,6.65584,5.020578,5.44373,6.194048,5.683448,6.08908
S9137,6.371934,5.009722,5.391122,6.078678,5.536788,6.031754
S914,6.596386,5.032614,5.573024,6.170562,5.668558,6.18005
S9143,6.619492,5.008892,5.613346,6.328882,5.723048,6.186126
S9146,6.576854,4.99571,5.595248,6.225912,5.692738,6.120316
S9148,6.259136,5.01869,5.55194,6.037702,5.628918,6.027814
S9150,6.480932,5.00322,5.68098,6.148174,5.604658,6.115898
S9157,6.603902,4.918286,5.67902,6.20381,5.629406,5.986518
S9166,6.61939,4.97671,5.659862,6.259904,5.69469,6.092156
S9167,6.442674,5.02908,5.62833,6.157392,5.587572,6.08883
S9179,6.491312,4.969214,5.51039,6.140828,5.62957,6.060568
S918,6.501512,5.033942,5.630074,6.146196,5.652074,6.076386
S919,6.57234,5.048318,5.698032,6.264104,5.682168,6.11622
S92,6.386276,5.09568,5.298482,6.117386,5.647056,6.083944
S9203,6.350448,5.118912,5.410056,6.018962,5.558176,5.98049
S9207,6.6011,4.961046,5.57276,6.166788,5.619262,6.07123
S921,6.507226,4.881694,5.595506,6.197058,5.659612,6.065326
S9210,6.69889,4.929744,5.405612,6.162114,5.626318,6.058228
S9220,6.380724,5.03193,5.668122,6.162482,5.651962,6.002028
S9222,6.402964,4.975794,5.596004,6.172652,5.594714,6.063348
S9228,6.307908,4.993332,5.522384,6.043094,5.560542,5.984814
S9232,6.53065,4.932854,5.490818,6.109692,5.534288,6.02984
S9235,6.480126,4.963636,5.529836,6.125694,5.604368,6.048684
S9239,6.354286,4.977312,5.441712,6.06788,5.539104,5.957744
S924,6.392144,4.995116,5.483216,6.140026,5.60191,6.062744
S9245,6.30959,5.06809,5.517724,6.034898,5.552988,5.887698
S9248,6.325778,5.019978,5.528162,6.085518,5.548974,5.941714
S9251,6.506772,5.014208,5.587986,6.124416,5.62412,6.000902
S9252,6.29527,5.130238,5.394056,6.115244,5.62168,6.054046
S9261,6.47076,4.834078,5.563344,6.143856,5.607246,6.110674
S9262,6.53974,4.976336,5.585252,6.216634,5.649298,6.087062
S9268,6.455948,4.893118,5.482554,6.11901,5.624854,6.056512
S9270,6.400332,5.017408,5.676026,6.15611,5.603076,6.017222
S9273,6.546022,4.90757,5.542096,6.122002,5.618102,6.03956
S9277,6.78873,5.02222,5.629758,6.3231,5.737608,6.149932
S9284,6.449562,4.965416,5.499996,6.145164,5.59292,6.125028
S9286,6.401202,4.956028,5.50147,6.130694,5.590764,6.065176
S9297,6.38074,5.035742,5.340242,6.18669,5.652296,6.1495
S9307,6.56699,4.891188,5.652876,6.186832,5.624238,6.141544
S9311,6.539964,4.87569,5.79555,6.25748,5.60062,6.091728
S9313,6.591812,5.005074,5.697202,6.175848,5.66734,6.09523
S9315,6.473218,5.078968,5.421252,6.009714,5.625082,5.991036
S9326,6.457388,5.212734,5.781548,6.17148,5.664716,6.011796
S933,6.707518,4.978628,5.715886,6.355086,5.768692,6.177916
S9333,6.427316,5.06076,5.436444,6.094642,5.610156,6.01724
S9338,6.520968,5.064414,5.47486,6.085406,5.624422,6.027198
S9346,6.440784,5.099282,5.552266,6.132596,5.622986,6.077128
S9352,6.291786,5.176548,5.30302,6.107976,5.610762,6.00117
S9356,6.476218,5.034376,5.592916,6.11807,5.61192,5.97445
S9357,6.494092,4.949838,5.529824,6.151472,5.625008,6.119564
S936,6.57954,4.917182,5.71396,6.176842,5.612774,6.051406
S9368,6.469226,4.980184,5.478426,6.088116,5.596972,6.097896
S9370,6.595504,4.821808,5.679424,6.151826,5.63378,6.090912
S9372,6.343422,5.069,5.4343,6.036808,5.671058,6.030098
S9376,6.474262,5.007122,5.747648,6.164646,5.573612,6.10187
S9387,6.386352,4.944692,5.53343,6.053164,5.557046,5.97337
S9390,6.538462,4.983624,5.534386,6.121922,5.601082,6.111754
S9395,6.416576,4.93647,5.680552,6.194018,5.60529,6.043634
S9396,6.333284,5.014352,5.630064,6.029916,5.51814,5.975118
S9397,6.448598,4.9303,5.557712,6.102174,5.621264,6.001112
S9400,6.447364,4.97634,5.537198,6.1767,5.666464,6.080846
S9402,6.667406,4.986192,5.638514,6.24672,5.643022,6.05113
S9405,6.596256,4.935806,5.718364,6.146874,5.613178,6.057392
S9408,6.759356,4.91843,5.739522,6.206608,5.74171,6.224168
S941,6.30519,5.01173,5.835072,6.163612,5.59768,6.052678
S9410,6.353946,5.024872,5.493114,6.07091,5.558064,6.001016
S9419,6.349778,5.082438,5.612476,5.976284,5.554558,5.969216
S9422,6.52538,4.940854,5.459918,6.156604,5.66543,6.045034
S9444,6.50261,4.971936,5.560834,6.156712,5.639428,6.07945
S9447,6.325352,4.967764,5.5359,6.105922,5.600396,6.08934
S9449,6.30776,5.04234,5.41944,5.962514,5.52541,5.952986
S9452,6.321874,5.198696,5.335478,6.081926,5.610796,5.977646
S9453,6.585326,5.028812,5.50769,6.17251,5.65038,6.084464
S9455,6.417312,5.109902,5.462148,6.16972,5.640718,6.076066
S9456,6.379776,5.016836,5.511958,6.078468,5.569522,6.091672
S946,6.289092,5.091416,5.298086,6.004324,5.61018,5.974864
S9462,6.565772,4.948256,5.623934,6.133704,5.57753,6.032672
S9463,6.34533,5.05266,5.516102,6.066004,5.544534,5.953334
S9465,6.754022,4.865542,5.55795,6.384594,5.824778,6.308474
S9466,6.246014,5.105412,5.57111,6.021104,5.49888,5.966054
S9467,6.458466,4.943846,5.502168,6.125452,5.623618,6.05892
S9478,6.376072,5.001476,5.431122,6.085044,5.590064,6.086144
S9485,6.493602,4.930858,5.780162,6.201238,5.645518,6.0381
S949,6.250106,5.036566,5.7122,6.071254,5.551054,5.865708
S9503,6.568498,4.998374,5.418556,6.136644,5.646928,6.035138
