naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	otherCells
S10044	0.0210767614714347	0.00663217858353764	0.000674203007499465	3.0056837916946e-05	9.69891713550463e-06	0.0981585651454257	0.219780125740547	0.0698319622517259	0.000195473756780945	0.00324595612353704	2.72645844551415e-05	1.76170197185946e-05	0.0840947405178996	8.15654815783587e-06	2.52556072562326e-05	0.000114493258332346	1.81639921360946e-05	3.09058479117395e-06	3.75448120503134e-05	0.280152904815296	0.215865786424366
S10049	0.0148806018163701	0.0160835392180155	0.00131016386487702	8.76990618328003e-06	1.73933858029278e-06	0.0992737355254337	0.210863646485121	0.0719044305502934	0.000216865420609866	0.00519139223712105	4.65667586151335e-05	3.71058263740654e-05	0.0822430629521885	2.16897272669385e-06	3.26347632973698e-05	0.00013531234399589	2.33651703575388e-05	2.75128780672765e-06	3.37468832693734e-05	0.28294841260166	0.214759988077104
S10057	0.0013957509065166	0.0285954621283175	0.000374025811709869	3.32548103057161e-05	9.69023031050378e-07	0.0917453446670602	0.196963124965204	0.0659017329848866	0.000222687866381983	0.0112907992660692	1.21525973472372e-06	3.22004878972161e-06	0.0790029136791466	9.22100418507853e-07	2.15553236077551e-06	0.000138467904707219	5.50085501104657e-05	8.12385437719802e-06	9.23256119937147e-06	0.304302557069715	0.219953031009958
S10062	7.7020357188149e-05	0.0326115525428374	0.0131733029818501	4.40102307325042e-05	1.91503587382771e-05	0.0906732227311604	0.20349038635761	0.0679058488508853	9.85228166525088e-05	0.00608045914872624	2.49125734312532e-06	1.15402450448387e-05	0.0795416937355368	2.60010123487018e-06	9.74351137387892e-07	0.000202852513260574	4.10984936389249e-05	1.24930660828588e-05	1.39084182983789e-05	0.289536539222703	0.216460332219338
S10066	0.000538325870808179	0.0260815905386085	0.00317913674778017	1.27177576910069e-05	1.21084532289505e-05	0.0815582466671851	0.227425450933674	0.0670905680587414	0.000229452460651286	0.00984194857359049	1.29099363762314e-05	1.02131547696937e-05	0.0779266121317621	1.5578796755252e-06	3.80807690409183e-06	2.43319629381859e-05	5.58222045930835e-05	3.5539293345217e-06	5.16793895233243e-05	0.289212269524372	0.216727695747792
S10067	0.000200240517413133	0.0349614160606271	0.00413770335202281	2.47531463478084e-05	7.66207687383261e-07	0.105578436931252	0.197163192178099	0.073316504983626	0.000116274915640257	0.00271583470149904	2.2402662741753e-05	3.58363835633221e-05	0.0756333835280947	3.56716999984694e-06	8.07812439965358e-06	4.40220827946632e-06	3.78670920791164e-05	3.12501373885765e-05	2.12893926596508e-05	0.289783621599005	0.216203178707574
S1007	0.0306774325939328	0.000478282265236482	0.00470558527172352	2.38495992146884e-05	1.47694624882314e-05	0.0920257781608135	0.20549805761197	0.0649862711491933	0.000265016125111651	0.0062414920649305	9.67562419185832e-06	4.23308785574963e-05	0.0856157775200005	1.26820424259882e-05	3.91028768015869e-05	0.000228773179807289	1.06006586687441e-05	6.98447097875684e-06	2.03388136711146e-05	0.295667526854267	0.213429672776015
S10073	0.0192932461513981	0.00858491948816169	0.00367141602802632	1.9349096525333e-05	4.81466084258207e-06	0.0972954371060403	0.211339946663374	0.078683024186328	0.000389914586663169	0.00519468522394114	1.69849549660869e-05	1.12150104140594e-05	0.07910956545892	6.4885026955284e-07	3.61104856192819e-05	3.13337576686135e-06	4.02253160359849e-06	1.21634590532989e-05	1.11899670375177e-05	0.282203754199152	0.214114458515898
S10077	0.00707605203604944	0.0271370015279888	0.0204526780247429	7.70928899600819e-06	3.4615317501589e-06	0.0878308377433349	0.192623404230696	0.062424833651376	0.000183046435824005	0.00634726131376357	1.23785229964154e-05	3.78625466378765e-05	0.0753726037061562	1.72135895981888e-05	1.23472553331917e-05	8.78213467396786e-05	1.98248083356142e-05	2.14059633359586e-07	1.99622068173788e-05	0.301616378410631	0.218717107762599
S10080	0.0256457095512804	0.00154434468008359	0.00781747135104833	1.99008482583668e-05	5.50486311914461e-06	0.0918860659741569	0.208798528291089	0.0652613132130146	0.000448520319389648	0.00719500137935278	1.454691138603e-05	1.23597059671894e-05	0.0816246456522283	7.81176315668043e-06	1.5684654540893e-06	0.000224134927514255	1.05682505630693e-05	1.03654480783036e-05	5.50319760432157e-05	0.295779634788147	0.213636971640669
S10082	0.0225462130361821	0.00586733659038392	0.00523996070011195	6.02811873274449e-05	2.04989534014735e-05	0.0883484281394697	0.209077550919419	0.0805102180233998	5.44353752469949e-05	0.00675368042801119	1.80593271711252e-05	6.82440898610127e-06	0.0814076009037674	1.05660698671736e-05	5.48357288959954e-05	8.85859601897557e-05	4.45171350826775e-06	2.55955723176858e-05	2.62245894605885e-05	0.282942390121162	0.216936262251721
S10087	0.00227622519393388	0.0330447867133512	0.00693974370803754	2.18942858348291e-05	7.07210465910766e-06	0.094927863341283	0.205128635523519	0.0697205252105951	0.000179376015058134	0.00423961133289251	6.24291840837042e-08	1.81217372721824e-05	0.0748456990007247	2.07932207614016e-05	7.64742827440077e-05	0.000106455569104122	1.50968012689682e-05	1.05444922508956e-05	1.01038845406697e-05	0.291063167602959	0.217347747550026
S10089	0.0217543285992912	0.00599208748941298	0.00294656107789014	1.63865585427673e-05	7.12654989001882e-06	0.0879794956336134	0.207178132927797	0.0682225422089392	0.000276583725406179	0.00603538413159156	7.50642911698441e-06	2.42984841112276e-06	0.0808319164915662	1.41009032351653e-06	1.23062346134695e-05	7.0812900541281e-05	4.12026533842599e-05	1.72430882539562e-06	1.08971222460099e-05	0.299019659625627	0.21959150539297
S1009	0.0193472942706235	0.0157521459490004	0.00304388430572114	2.68588973504072e-05	4.39453268335109e-05	0.0909864472786936	0.199264630736121	0.0766287875725689	0.000359225358028818	0.00842487230083082	6.55703056642907e-06	4.32699677840835e-06	0.083241955892873	1.41842574976124e-05	9.03468389220097e-06	0.000114091217017419	2.51825850737008e-06	2.04266357128806e-05	3.56861936367172e-05	0.287866427483025	0.214806699354721
S10090	0.0207017293268047	0.00260205169921256	0.00356575777446214	2.1606254348199e-05	2.5573879203837e-06	0.0914912254500451	0.207152560939811	0.0693513039397192	0.000606636236083045	0.0115509935183105	2.59269521793504e-06	1.27201422414353e-05	0.0791218051468115	1.1486777724154e-05	3.56005353846286e-05	0.000144325524919416	9.22885238262525e-06	1.67653277426586e-05	1.10497834457976e-05	0.29596072404213	0.217627278645284
S10093	0.0251133638378964	0.000566408864101872	0.000720446626634693	3.19432802988859e-05	2.38311660452063e-06	0.0814991345909292	0.217368379152141	0.0643157016077113	0.000494221168940803	0.00836811196353469	7.64929565943296e-06	1.89106730552926e-06	0.0860207134823329	7.90585757141058e-06	1.61404358756483e-05	0.000144882948958433	0.000105304149105454	2.10630512289521e-07	4.3516288141123e-05	0.300014994178356	0.215156697457388
S10094	0.0224464571467031	0.00551115586212017	0.00567270284136091	1.27281681093676e-05	1.62493419588581e-05	0.101513209897477	0.20962223041821	0.0628711207322179	9.89972372183053e-05	0.0101715426614659	5.80475922693051e-07	1.69435824814514e-05	0.0821052249875077	6.49612619739775e-06	1.17973105949919e-05	0.000159006861241556	3.61084954788509e-05	4.14234801861039e-06	3.95848010881607e-05	0.284507601883861	0.215176118820766
S1010	0.025531006733876	0.00222816578889195	0.0086862723932658	3.02960173412183e-05	8.44735257558242e-06	0.0916232162235204	0.199865092424981	0.070157421774689	0.000830961126119404	0.00766172382180123	6.34141066824164e-06	7.74229156153e-06	0.0797595813372751	2.49776670754826e-06	3.21063934987209e-05	6.72767748869593e-05	4.62565859390643e-06	1.3648574354994e-05	2.08445988970247e-05	0.294658234711482	0.218804496825013
S10111	0.000792844213709737	0.0285254004562023	0.00107030538356291	4.95116425236868e-06	1.20940991206412e-05	0.101117443166564	0.20820886441276	0.0764077838652079	0.000274842967963395	0.00682945420597787	1.43127675009869e-05	8.38231898703032e-06	0.0795253694380247	1.51961274520904e-06	4.53079741981088e-06	0.00012085048122742	5.40812863044573e-05	5.51012189400081e-06	6.29481829621568e-07	0.285372344454968	0.211648485303778
S10116	0.000548429647380086	0.0299735510802673	0.00787176878510899	1.80737976880903e-05	3.35703059120534e-07	0.0953370073090666	0.18917622443427	0.0753141815389907	0.00201230368993259	0.00858999299876253	7.97686341156511e-06	2.14533369582669e-05	0.075833016141571	1.72477731991708e-05	6.60646766925162e-06	0.000160589104046158	5.03780683581973e-05	3.01857493651206e-06	6.24014531174202e-06	0.301209157514319	0.213842447025693
S10119	0.00515751259818864	0.0246830590941989	0.00358426096748797	5.70188440398892e-06	1.89387417450691e-07	0.0933249106425664	0.204029884738925	0.0726047252426276	0.000170741255126681	0.00713848832948831	2.27643835919408e-06	7.52593106085272e-06	0.0783046886497943	0.000124963983799093	1.69885021678968e-05	5.36640429363347e-05	5.79105139642976e-05	8.41589925894448e-06	8.09377455043715e-06	0.298073330505345	0.212642667618333
S10121	0.00564429390197903	0.0233698277360982	0.0043523832931874	2.31168106930986e-05	6.89711783328964e-06	0.101002841239905	0.206650490796142	0.0655314974481963	0.000295748530457249	0.00682910835030245	1.19031055498243e-05	8.23199468586592e-06	0.0779176960567333	1.80051673415163e-06	1.69994188001317e-05	1.48339017529318e-05	1.05407273257525e-05	4.14950296697596e-06	2.20692193721952e-05	0.291420238158435	0.21686533217285
S10130	0.0314993144745343	0.000275121053388906	0.00384264728674462	3.44506004482201e-05	9.1971583822315e-06	0.0957907375700231	0.212439281542046	0.0577602799201564	9.92097915606968e-05	0.00903200828211864	3.93185360204573e-07	2.54809498025897e-05	0.0807940822257872	4.72209034761851e-07	2.15816209569094e-05	9.98448218266537e-05	1.12137687339672e-05	9.24213109754084e-06	1.67080515799752e-05	0.291841113480462	0.216397619875955
S10140	0.0271747948965154	0.00574633203114934	0.00140088878303744	3.26779059640813e-06	1.41125828469401e-05	0.0958152896292435	0.226728839801282	0.0563318861445215	0.000199407998667468	0.00875036900931175	1.27090684834935e-05	1.59189261586391e-05	0.0797146269562081	3.13177176416404e-05	3.21649742816222e-05	0.000615243854099515	7.33273825996947e-05	8.57189573763122e-06	3.25530751489272e-05	0.283997883343338	0.213300494139131
S10142	0.00101496094809734	0.0341704452990124	0.00344993085402225	9.20844584793976e-06	3.7919102416688e-05	0.118557451429724	0.194443529843945	0.0571951605730682	4.10596576984539e-06	0.0073614363319214	5.488459340938e-06	2.86198440126065e-06	0.0764666862803427	6.43968066381708e-06	1.05945113588072e-05	8.06314570396213e-05	6.09754847566701e-05	9.6603669384474e-06	1.82033729903167e-06	0.291164360753158	0.215946331890876
S10150	0.000384292686784546	0.0290055544478922	0.000474702517154176	2.81285490960979e-05	2.27831622399329e-06	0.0925229996157757	0.237320604088436	0.0492103203704143	0.00102884255689047	0.0105255881204709	2.96010682790102e-05	2.96269839957913e-05	0.0717849452074315	1.27302680893162e-05	3.67902633741702e-06	0.000301131071894784	3.77562631649356e-05	5.58463792947598e-06	3.05521314906731e-05	0.296030718387331	0.211230363684917
S10155	0.0208265784627406	0.00818152911230399	0.00202805341101892	1.26204841515981e-05	1.56632155245058e-05	0.094050939425965	0.210404677532308	0.0696904633867744	0.000191011046263208	0.00792341173292384	5.09204861057954e-06	2.49395927893251e-05	0.0826247221292133	8.4085797791036e-06	1.01426174923178e-05	0.000110453595093348	4.50320642109966e-05	3.54443301097886e-06	2.22546192293296e-05	0.289287429374619	0.214533033135978
S1016	0.000353518614177159	0.0283967709691836	0.00386518927817601	4.51823313300311e-05	2.1534090395707e-06	0.098315454616387	0.211997603521962	0.0605673354577546	9.60598340642753e-05	0.00711855097154559	9.3249353162622e-07	2.27473404644249e-05	0.0776331819866964	1.86644092345056e-06	1.67570339507868e-05	2.17012850751856e-05	1.22196712046492e-05	4.92224713770369e-06	1.97808401135143e-06	0.295820882654407	0.215704991758977
S10163	0.0367450385652278	0.000126842372802768	0.0160438224451871	1.64301266669987e-05	2.34784515579763e-05	0.0842216069576227	0.208477028483976	0.0624091359568637	6.75594168041447e-05	0.00664931853398593	5.48626520134845e-05	2.45584767407543e-06	0.0755143345151056	1.40625318201585e-05	4.02550641427717e-05	0.000167480486938226	4.762534010116e-05	4.07911775691761e-05	4.60011762090426e-05	0.298819358297302	0.210472511600429
S10167	0.000414281260570517	0.0263083899421708	0.000515295612593827	2.17666353542999e-05	5.48327117484474e-05	0.098998803528781	0.208970202932877	0.066838519426799	0.000984354503108337	0.00667993618148631	2.05440373414199e-05	2.48846001676054e-05	0.078674443988892	2.351682122203e-05	5.22052074337291e-05	0.000221346610228104	3.2964701288929e-05	5.9298292990075e-07	4.29422643929394e-05	0.298593326545482	0.212526849505132
S10168	0.00077772355578317	0.0309756900028734	0.00380799987760017	9.97538202577378e-07	3.80823181289036e-07	0.112979377216383	0.194178323512204	0.0637122927164019	0.00013831852478257	0.00605044580897555	2.59110510002358e-05	7.37686983168425e-06	0.0783633121600567	1.62861996940853e-05	1.27872243603301e-05	0.000215093065150393	2.79836723020024e-05	1.7652410412254e-05	2.28695273093974e-06	0.292433295451646	0.216256465366427
S10173	0.0301382319626651	0.00290198848452383	0.00399759036481723	1.07162977720015e-05	7.35636903551281e-06	0.0909732120916542	0.207015052786749	0.0783814319039821	0.000616695645083762	0.00355092333356352	1.64368705459716e-06	2.59062540483926e-05	0.0802819789795979	1.42739895852113e-05	2.69511206191736e-05	2.1213308201843e-05	3.65827416756685e-06	1.06461735870634e-05	1.62870887312454e-05	0.288262780767622	0.213741461116939
S10175	0.0141744789265738	0.0156746234345957	0.000392964526412687	2.21986075680703e-05	5.61217875725149e-07	0.0988738044726348	0.212734307212246	0.0673939594440969	5.01096471781417e-05	0.0052251150821729	2.1407171359997e-07	2.96361789053702e-05	0.0824768579432733	6.52277857545288e-07	1.72374184066838e-05	4.58645458097527e-05	6.9814427849365e-06	1.00325038973798e-05	8.32395955864024e-06	0.290025568013866	0.212836509072572
S10179	0.0169662348257913	0.00587847116092829	0.00593160824482692	1.1713659665782e-05	1.75477673696777e-05	0.107105632589736	0.198530660627426	0.0832550726374506	8.55420690412434e-05	0.00332907807003991	4.9900816356771e-06	1.01348081349614e-05	0.0832322156476089	2.42728973626268e-06	1.50490759854955e-05	9.08529020679767e-05	9.70042418830079e-05	1.05311443333261e-05	1.97102810518005e-05	0.282261650216599	0.213143872658688
S10186	0.000900302933262719	0.0337391635302003	0.0151918699303486	2.8551021831863e-05	8.53444552555065e-06	0.099282836254979	0.18006671179047	0.0697903534510856	0.000244544313646001	0.00606600667844799	1.26946920058779e-05	5.81602485712828e-06	0.0786041975050076	5.97206570889322e-06	2.86564559401189e-05	0.00024109705751411	2.36875761263671e-05	1.95426608543449e-05	1.71707406608633e-05	0.29774736153971	0.217974929331817
S1019	0.0266984598578172	0.00183899128656714	0.0147786922005906	1.47990933197471e-06	9.82358293140171e-07	0.0995867289169764	0.18933414648291	0.0646811024306334	6.8051477321127e-05	0.0062563909296099	5.08735472576188e-07	4.51432725738021e-06	0.0871232248629745	4.1646831448217e-05	3.63455216103319e-05	0.000220063002339623	1.53121849532519e-05	2.70746380100326e-06	2.32434161838237e-05	0.291249463747577	0.218037944056332
S10190	0.00146673929607908	0.0285092706549003	0.00179755489693711	1.79981529142476e-06	5.22194612655058e-06	0.085579482515752	0.21176775410194	0.0853660439378032	0.000166294261185909	0.0039597541055568	9.61729486777164e-06	1.64379943031085e-05	0.0784846458830258	8.44138544653497e-07	2.30337399910195e-07	6.45643792223902e-05	3.38871422181448e-05	7.45424376305403e-06	1.08689372380444e-05	0.289088730977678	0.213662803140167
S10195	0.025538604535453	0.00131773418063301	0.00223636973654325	0.000102583646231778	1.08927403302438e-05	0.0925811351900192	0.220237276414034	0.0621165375626479	0.000127432514691411	0.00788844553019356	2.30081546480148e-05	2.09045505453341e-05	0.0792550875990247	2.59304875514203e-06	1.02361138435511e-06	7.24402247695233e-05	4.39658201266718e-05	1.245878802065e-05	4.00208678631144e-05	0.295096867256345	0.21327461802774
S10196	0.000842658287982535	0.0270618913073436	0.000545350571540459	1.87667406705695e-05	7.70993976576476e-06	0.0936530220971783	0.218495322880709	0.0675566247347101	7.78550162596343e-05	0.00653522066391634	6.75174445573913e-06	9.8199061944179e-06	0.0819559817642861	2.0090879170614e-05	2.70089507518869e-05	0.000100098259884196	6.69949082969595e-05	6.76447591467288e-06	1.94569178150543e-05	0.288844092357058	0.214148517596096
S10200	5.39147705502088e-05	0.0373808862749662	0.00254478247330192	2.69829223482185e-05	1.85319133640719e-05	0.106833765372099	0.217672394674611	0.0550822916822228	0.00012757718160712	0.00598546705859771	1.20858590143525e-05	3.2892159302314e-05	0.0764135694510496	1.28795774705047e-05	1.13751437450934e-05	0.000100449040812337	8.12443259845857e-05	2.19833088187627e-05	3.28838412930275e-05	0.285195419971404	0.212358622997437
S10201	0.0254666317272188	0.00432181622156627	0.000907182116418793	3.41436541559976e-05	1.91656091773919e-05	0.09042293190408	0.231306434579655	0.0441366912815638	0.00019299514407481	0.01544018775899	1.06303980619307e-05	1.24017995648119e-05	0.0803964339050015	1.17424374754247e-05	1.20912489042171e-05	6.30158011814512e-05	1.3731266162734e-05	1.30790388769088e-05	2.12849264615618e-05	0.29083594881163	0.216361460369778
S10202	0.00316077607940565	0.0241817945013759	0.00480965500599493	5.41780930932268e-05	1.49212026731509e-05	0.101740926439668	0.210728430454237	0.0662938532039823	0.000109433976735816	0.00834712632966627	2.85122937909525e-05	2.88234217165574e-05	0.0699465625312919	5.5532035346778e-06	1.13210936818133e-05	0.000209532405617401	3.66372428807502e-06	3.88460011683586e-06	6.04683534247557e-05	0.294307387963284	0.215953195122421
S10205	0.0361876563102038	0.000216594282884687	0.000605355244152911	1.45857966448944e-05	1.50605240696314e-05	0.100888015107979	0.211141994331917	0.0692436552266757	9.46823340311065e-05	0.00446577397605177	5.09808322112092e-06	3.12496247107967e-06	0.0820506715903453	2.28731795691061e-06	3.8972093791073e-06	0.000108564313137349	2.27018196798068e-06	1.81233575588667e-05	4.54061936087113e-05	0.281992011617669	0.212895172038073
S10211	0.000944049656844944	0.0252818421529836	0.00080789768053279	1.67522357910221e-06	3.71280599531598e-06	0.0959197786923353	0.20646461026812	0.0681269270726268	0.000239614895996339	0.00809960834429725	2.8652202066281e-07	1.10825045634905e-05	0.0824790109252539	2.20187351479672e-07	7.42592761327948e-07	0.000134659375127243	3.4085318606552e-05	1.16904238952194e-05	8.94699278866238e-06	0.301099506656385	0.210330051707935
S10221	0.0164607548969382	0.00957705257805596	0.000683678329802467	2.91040144820103e-06	1.1796691275134e-05	0.0912687629034809	0.215547797468585	0.0770778674523397	0.000177222800060427	0.0049372079904906	1.78048520281668e-05	1.43503609757806e-05	0.0833218468102684	7.00542149164397e-06	4.10496648506238e-06	4.47079711717657e-05	9.37396287790469e-05	6.85887377972666e-06	0.000296890854937901	0.287069307714209	0.213378331033397
S10222	0.000689409587171211	0.0316341427221351	0.000775514909004952	3.99825892285278e-05	6.87902368596082e-07	0.0795939865720849	0.221838878001944	0.0686409584729207	0.000292560594019202	0.00739011763298888	1.78898813117542e-05	8.16761005323851e-06	0.076374782716522	1.12880929741352e-05	1.85024908842877e-05	4.10130490603533e-05	5.89661060534765e-05	1.15550826070391e-05	1.86817531213556e-05	0.299126069900345	0.213416844333202
S10226	0.011482336488567	0.0206841102366968	0.00433174664403806	6.64817731457847e-07	1.98993895896984e-06	0.0908346885261872	0.216824230596956	0.0668446497656743	0.000171628994050561	0.00590047624409551	2.36443519794453e-06	8.79549710423969e-06	0.0797179645189006	3.03504224833307e-05	4.9731564648488e-06	0.000115789850215822	2.81914431337695e-06	1.30890186153491e-05	1.24124283720778e-05	0.288064037628339	0.214950881647037
S10227	0.0168055073542503	0.0111696437473944	0.00323402125261443	7.50407638491149e-06	3.05097455098692e-06	0.0871592108508229	0.218014432630685	0.0683414448395971	2.39848294976694e-05	0.00731284200245687	2.66603592062622e-05	2.85182230124084e-05	0.0822085502911452	1.55780927531691e-05	2.28804622046751e-05	4.2660655490897e-05	6.80888823682389e-05	3.05834655133481e-06	1.75331936185734e-05	0.289807415702187	0.215687413233207
S10228	0.0137191693005054	0.0138135035757475	0.00138119592010341	2.38047238088707e-05	3.41329939295644e-05	0.0995415072771031	0.213586199528409	0.0711135211418459	8.43092188471048e-05	0.00605249341568716	4.4960275752797e-06	4.54860739502228e-06	0.0830695097134548	1.02455739789406e-05	1.39471754055199e-05	9.76951878961978e-05	8.66783911876163e-05	2.59814831004136e-05	2.66505651769162e-05	0.284777206091561	0.212533204087281
S10232	0.0324885190334193	0.000441625459861315	0.000493156714407497	3.88774728833233e-05	1.27962244737352e-06	0.0932326879500882	0.194763472128932	0.0797042158506714	0.00042656750405435	0.00492843919145385	3.18160776388679e-06	2.38490071632453e-05	0.0828570115061959	1.39991359642615e-06	3.26758904281416e-05	0.000260475284900373	1.50265620806301e-05	4.43379137370892e-06	2.83534095287261e-05	0.292686939503908	0.217567812594842
S10248	0.000695252031336593	0.0290129606252109	0.000954772887193923	2.43702102320424e-05	1.0181285577787e-05	0.0910773858698105	0.217644601764899	0.0751494577568422	7.44280521029064e-05	0.0020481805924854	3.4977266066367e-07	3.42374474150983e-05	0.0790986366737826	2.06680939903704e-05	5.1950555709801e-05	8.83127202828053e-05	7.79351331836638e-05	2.14098635255226e-06	1.22266543577345e-05	0.29111921961975	0.212802731266823
S10249	0.00467094173151279	0.0198849727845534	0.00984163496746762	1.45239641192417e-05	1.56215094634118e-05	0.0863148034219121	0.228404121473948	0.0572973266808758	0.000157071822594958	0.00807133424925684	1.48608887321777e-05	1.17429587803923e-05	0.0806183959692347	5.36481903881969e-06	1.84278227197395e-07	0.000316069899383375	1.7645780914633e-05	1.06405639031437e-06	2.59064987173535e-05	0.291560579907275	0.212755832337602
S1025	0.0313503362989492	0.00076697594431278	0.00378835485234957	1.361306912229e-05	9.10879601203753e-07	0.108974315906141	0.201758183423554	0.0631741645978457	0.0001045575025188	0.00556857965394791	1.92744222450658e-06	4.16025267629252e-06	0.0823879189859798	3.9012886388657e-06	2.97804168506467e-05	0.000338643828193402	3.38926603857755e-06	5.23629757191249e-06	9.33843711633278e-06	0.283359185340989	0.218356526315377
S10266	0.0324081494128245	0.000229157569264638	0.00446595805486249	5.7062071033731e-05	2.69933170025467e-05	0.084343133823752	0.218441655743864	0.063426138817324	0.00100451108159668	0.00995399449367631	1.91020269418791e-05	2.24241639482276e-05	0.0761305383817042	3.47613008444893e-06	6.50895873978248e-07	0.000137482780210955	5.81478647351907e-05	2.75684462538249e-05	1.1018148894715e-05	0.295387577106	0.213845259670152
S10269	0.0113269246873808	0.0226954700587839	0.0026767584648776	1.70884933195918e-05	7.19055316998466e-06	0.0941092786745398	0.21204029863757	0.0603691027061437	0.000174265661383292	0.00927530138406068	1.14644297859137e-06	4.38726613080289e-06	0.0786774672376055	3.73821504980786e-07	2.93136066421203e-06	7.02935907291335e-05	8.71340954780112e-06	2.43661922934022e-05	0.000106866984222816	0.289834545175455	0.218577229197638
