CD14	CD19B	CD4HelperT	CD4MemoryT	CD4NaiveT	CD4RegulatoryT	CD56NK	CD8CytotoxicT	CD8NaiveT	otherCells
mix_15	0.0544888641547078	1.64388476132673e-08	5.85029061848426e-05	7.09277513073436e-08	1.8311809617776e-07	0.0287630550088042	0.0404607547978265	1.8427507305585e-08	5.70924102138704e-09	0.876228528511033
mix_16	0.0583595218881756	2.52358895522836e-07	5.09032322711618e-06	1.21549579653394e-08	4.392243478412e-06	0.0293639658101334	0.0364215702951794	6.76067208917759e-06	1.68673776172923e-09	0.875838432567126
mix_17	0.0570564924367222	1.62697241289616e-06	0.00145207575031246	2.20195272900374e-05	5.61047382232805e-08	0.0298401298657503	0.0352904201128407	2.3362742855603e-08	4.01500194909462e-06	0.876333140865241
mix_18	0.0562027512370895	5.41655302608925e-10	8.59291979138245e-05	4.1754566761147e-08	2.53804942606419e-07	0.0298559689710671	0.0377363333207561	6.20017830892721e-06	2.41970765781248e-07	0.876112279022934
mix_19	0.0597614603849042	3.06419746978327e-06	1.27682506622456e-05	6.85362242917987e-06	7.70493019602378e-07	0.0276755531820897	0.0362776051843788	1.28786235415912e-06	8.3551463379347e-07	0.876259801308059
mix_20	0.0519807541873564	1.09751657046892e-08	2.84382399298035e-07	3.6641636552671e-08	3.10156543499197e-05	0.0296347804869495	0.0411100292410735	3.19499590403944e-10	5.50281861930631e-06	0.87723758529295
mix_21	0.0550404202428882	6.25658465553661e-09	1.88057320163899e-07	5.91502751777806e-07	3.93213456443903e-08	0.0336482520983818	0.0352662068903408	6.13821039250407e-09	1.04603420115922e-07	0.876044184888756
mix_22	0.0556328902325361	4.7904477680976e-06	1.55959174032034e-06	3.4661537206438e-07	6.92709181010865e-07	0.0242178524901622	0.0422830504129923	3.64560960156863e-07	8.63046061768035e-06	0.87784982247867
mix_23	0.0530968703200334	3.68947349083561e-09	0.000110967972436912	2.1847658556137e-07	4.44072597487921e-08	0.0269183220206798	0.0425084149159159	1.77084975830674e-07	5.93774823664188e-07	0.877364387337816
mix_24	0.053196415562717	1.42275993097198e-05	0.000221372643878063	4.07756084305395e-08	1.18069780918295e-07	0.0314078599116696	0.0390336704620393	2.93640231341572e-08	2.68641552359929e-09	0.876126262924558
mix_25	0.0508175278304594	4.81030158343906e-08	0.000213257332211463	5.91237931851565e-07	1.40581960281268e-06	0.0289102112770496	0.0424513961380444	3.53580834694577e-07	7.64098818472841e-07	0.877604444582031
mix_26	0.0579597408235833	4.71423119029788e-09	9.54076009018146e-07	1.10765896684881e-07	2.02272046578906e-05	0.0324114307317365	0.0340062819751746	2.66586426126821e-05	5.79689470412656e-06	0.875568794171394
mix_27	0.0538063032828442	1.02533380176559e-05	3.73334963106632e-05	6.0562804311067e-09	5.53670963251322e-09	0.0241163847748441	0.0445850116171388	6.98989788393267e-06	2.65308405104853e-06	0.877435058915919
mix_28	0.052926469142676	2.81867055127576e-08	7.75980137023854e-07	1.36404572234798e-08	9.3554494892502e-06	0.0289067902871548	0.0413700702400776	3.85983259889551e-08	1.02256415655112e-05	0.876776232833411
mix_29	0.0561462841759988	7.52065444847561e-06	7.72419167965606e-06	6.4553357754727e-06	1.1687028108089e-06	0.0227834306780844	0.0437876048179876	2.26242520812239e-08	8.38557422061022e-06	0.877251403244742
mix_30	0.0514965983632796	1.53536920695874e-05	9.59203421494629e-08	2.97884325121941e-07	1.34881255498381e-07	0.030031657091699	0.0411865076290647	2.66964037151687e-07	1.74552008959674e-08	0.877269070118726
mix_31	0.056241627036119	3.62088799594249e-09	2.18577775855077e-05	7.14199595092931e-08	2.59636416869613e-07	0.0259731675996657	0.0412450587999086	4.22292181254065e-09	6.03935735396098e-07	0.8765173459508
mix_32	0.0541907320473915	6.41822909606294e-06	2.21612551748235e-06	3.80551986924952e-06	3.40634117046754e-07	0.0263762811792565	0.040725353110618	2.30944605001333e-05	8.39616900411579e-07	0.878670919076734
mix_33	0.0564308631463742	2.16174455460906e-08	0.00121586388706024	3.79719857091501e-08	1.36059848217912e-08	0.0280094372595852	0.0378088944479934	1.36533231661846e-05	1.0978464219678e-08	0.876521203761941
mix_34	0.0607883025199262	2.29796130293032e-09	2.78968209140029e-05	3.3166792754762e-08	1.23625643595547e-07	0.0279274417434592	0.0353827290159861	3.10408816458622e-08	7.86415408408592e-08	0.875873361126894
mix_35	0.0542234223630012	6.73423109497478e-06	2.50820913774964e-06	3.78406699728867e-06	3.02922613002037e-07	0.0273481893398038	0.0414501767065051	2.56836608539002e-08	5.13943012996947e-07	0.876964342534173
mix_36	0.056232819700418	1.2040598950093e-08	3.56541260752907e-06	6.87528609890984e-09	4.39766594319639e-06	0.027685526004888	0.0400103745849337	8.87851111721187e-10	8.158060783896e-08	0.876063215246866
mix_37	0.056872986287642	6.47939864092456e-10	2.31754771906625e-05	1.85329438038845e-07	1.53451709498318e-07	0.0302901381811809	0.036952607736529	1.43951532382653e-06	1.00443488847892e-06	0.875858308938158
mix_38	0.0574608389964702	1.8556659988271e-08	2.00747942917126e-06	5.24913360954054e-06	1.04781491852529e-08	0.0281459042406746	0.038516113517103	6.29674466208917e-06	5.45896408874813e-06	0.875858101889153
mix_39	0.052499814128522	1.3934826062417e-08	6.96570803947194e-05	2.11867991197044e-06	3.32598013687364e-09	0.0293632071518728	0.0413756766577516	2.52012753161136e-07	1.69728877128681e-07	0.876689087299111
mix_40	0.0565183057474158	1.01397889564175e-05	5.60281924681198e-08	1.54283050926374e-08	9.35641477621978e-09	0.0277916772608537	0.0389919372431459	4.60831579192116e-06	1.2066935553347e-08	0.876683238763989
mix_41	0.0598825165464516	5.46258467839087e-08	1.41475003715573e-05	2.60220632225871e-06	8.96442873818146e-08	0.0282978832651767	0.0357957274829186	6.37488103652686e-08	6.11570508530185e-05	0.875945757928962
mix_42	0.051604111306762	1.06243453832629e-05	5.78189222611171e-07	1.3418341770228e-06	1.14913809540401e-08	0.0312448684643402	0.0388069748774915	5.0362148396462e-09	3.12253951355437e-06	0.878328361915514
mix_43	0.0583727183110693	7.79038948354818e-06	0.000339875820116157	3.24478517477169e-07	4.14394634137143e-05	0.0304204229812373	0.0355087049822546	1.0710455426761e-07	1.47564456488686e-08	0.875308601712908
mix_44	0.0529316974255225	1.69112236704014e-08	0.000469011785801646	1.93780924142939e-08	8.61803195122304e-06	0.0265745199008598	0.0425724426736804	4.02626445725096e-06	1.82521918729502e-09	0.877439645803192
mix_45	0.0561960713009581	2.65115420763025e-06	1.55045572571001e-08	1.40004576523976e-07	5.69513616746458e-06	0.0245951924730477	0.042278834644456	2.54207941614452e-06	4.86873250048054e-08	0.876918809015288
mix_46	0.0597981795947251	2.25580757116786e-06	3.21663483715777e-05	2.38768450422192e-06	6.04140644403673e-08	0.0275808703156211	0.0369587239357866	3.2056702036664e-08	1.31109348209372e-09	0.87562532253156
mix_47	0.0584281438806236	6.46905615844247e-08	0.000450995591134398	1.76143960925427e-06	3.13985823706715e-07	0.03114009808238	0.0328502917508836	2.54979896736453e-08	9.98681434498914e-07	0.87712730639956
mix_48	0.055289089249693	5.77335200703524e-09	0.000387963146555115	1.50810652935521e-08	1.52093432048244e-08	0.0294824407401675	0.0378452776843511	3.92304386034238e-08	2.69824704935807e-09	0.876995151186787
mix_49	0.060205844983108	5.33120802085462e-07	0.00415238881793868	1.88045326662539e-05	2.19406441469711e-09	0.0152021910876152	0.0427123810498815	2.19130762160747e-05	2.02802102985778e-09	0.877685939109687
mix_50	0.0531899340217216	1.36823367330965e-05	8.18114909162088e-08	3.02347737044169e-08	7.62999251266226e-07	0.0273339054697737	0.042268461894873	4.12105310995287e-09	1.97272530703752e-07	0.877192939837799
mix_51	0.0587426075256746	1.18221597305018e-07	3.07581747909603e-06	3.22922710848635e-05	1.04970213821572e-06	0.0309372461583029	0.0343937799818987	3.35238574442726e-08	9.783437601625e-09	0.875889787014529
mix_52	0.0585245303020956	2.82622858347645e-10	2.58703167452562e-05	2.10762146256324e-08	3.03038287518031e-06	0.0297828772762511	0.0363455295247215	5.2244425595063e-06	3.04709406824087e-05	0.875282445455232
mix_53	0.05907918190051	3.5792690797005e-08	0.000170195844024399	6.20435832542288e-09	1.53013940260723e-06	0.0282564986619695	0.0369214023341134	2.00511957939647e-05	6.04634371533155e-09	0.875551091880793
mix_54	0.0546945410381972	1.3713716000196e-07	0.00032866899685668	1.18825201534337e-06	1.1539314565621e-08	0.0302653367227221	0.0381669267368079	1.35566640047353e-07	1.42202291998688e-07	0.876542911807994
mix_55	0.054983878937387	8.8332421800873e-06	2.49464148138568e-07	2.34456033586885e-08	9.02574195350509e-10	0.0325687203254316	0.0362894494365126	8.62326814940356e-07	3.79803149934864e-09	0.876147978121317
mix_56	0.0540329837714764	5.5514492732242e-10	1.94145266269988e-05	2.70684686342846e-07	1.68571324963882e-07	0.0283207805289156	0.0406878064396322	2.84405616698463e-07	3.32634115055415e-08	0.876938257253164
mix_57	0.0514891518762636	7.99755800392822e-06	0.000471170858432154	2.12268167382219e-08	3.06454142616127e-06	0.0275708462474511	0.042946519914402	2.87240157876587e-05	1.82515197123116e-08	0.877482485509897
mix_58	0.0537480793382221	1.76923932473511e-06	0.00148701527176818	2.03061609422903e-07	9.01898584044502e-07	0.0282384318157837	0.0397839952260834	4.08765048368925e-07	3.53446474003033e-09	0.876739191849111
mix_59	0.0608904585996424	1.07617314969849e-08	0.000387436530892334	1.34446895456112e-08	2.60146847885476e-07	0.0272324510258913	0.0364615050883547	1.15607624846173e-05	9.31574714858507e-07	0.875015372064751
mix_60	0.0560524531190324	9.50899982426159e-06	3.56477037145603e-07	1.19415190317548e-08	8.39021928519272e-08	0.0300133254572672	0.0381303395146021	4.26062382721715e-06	2.37811590737195e-08	0.875789636183539
mix_61	0.0553555817134984	1.30705470413291e-08	1.80830139442049e-06	3.68197550440526e-05	3.47003279433361e-05	0.0293904698542789	0.0390874436898479	1.66742607188172e-08	5.84910039221033e-06	0.876087297512793
mix_62	0.0590335633059855	1.04362824048971e-06	3.53975095672944e-08	4.0422760921997e-08	8.62749142108522e-06	0.0282088368555815	0.0373014853858463	5.67358125903481e-08	5.90947473434864e-07	0.875445719829369
mix_63	0.0539968389075489	2.17588375771236e-09	0.000920370817670908	2.26906810033864e-05	8.86644336590947e-06	0.029184412833394	0.0394668534640257	2.55947324613524e-10	2.32587164202498e-07	0.876399731833996
mix_64	0.0588020942326863	9.05660086120653e-07	1.3827854287905e-06	2.72752289403181e-06	4.21906136530238e-06	0.0313848161417195	0.0334985906824496	1.12893500919729e-08	8.37803392922666e-08	0.876305168843681
mix_65	0.059985301747013	8.84046212894436e-08	2.64661180147521e-07	2.15137247475261e-06	6.50135651441444e-07	0.0281185386041336	0.0365488729592199	1.20202243781377e-07	1.70062426843329e-07	0.875343841851035
mix_66	0.0595734272773228	1.80040679696236e-06	2.15901287481318e-07	1.84334685644274e-07	3.11653436702163e-06	0.0260395582097606	0.038860735435858	9.33464602512814e-06	8.09397278851554e-06	0.875503533281108
mix_67	0.0561809558743926	6.90145434169552e-10	0.000581388354687193	3.75763315156539e-06	3.20755475764557e-09	0.0245931465295801	0.0423848799968915	2.0058736480583e-05	9.82529301830537e-08	0.876235710724186
mix_68	0.0562671130264784	2.9740492231972e-06	3.39109639424522e-07	3.29203770064548e-05	9.95437972828968e-09	0.0318504273328378	0.0364580711839247	1.31006633031479e-07	5.70283745510024e-08	0.875387956931503
mix_69	0.0529179458039588	5.94139734121092e-06	1.85302938543639e-06	2.14550829887625e-07	5.54061984561813e-09	0.0296479792155421	0.0410140026519182	9.57719365330693e-06	3.63537602778048e-07	0.876402117079148
mix_70	0.057506397576352	3.82905795003847e-06	8.6007692056634e-08	1.1234213005649e-07	4.5220835705251e-07	0.0311526787303798	0.0355650721578284	9.48352359690005e-07	2.86716348296513e-06	0.875767556403468
mix_71	0.0574494276585664	4.75736815286099e-06	3.67734680267165e-05	1.36700531168569e-05	1.16866294730568e-07	0.0286565991201662	0.0381241655654848	1.35279748551588e-08	9.75286739386226e-10	0.87571447539693
mix_72	0.0587908112922335	2.37884610975315e-08	8.33634816551997e-05	1.00683033122237e-07	6.667142466911e-07	0.0279102968119431	0.0377868109847993	1.09441949971885e-08	5.71312922419386e-06	0.875422202170209
mix_73	0.0555722283782431	9.15039805872921e-06	2.43588371098949e-06	1.90991311287496e-06	2.54332701762837e-06	0.03391077226402	0.0345048434736967	3.13285613585028e-05	3.35472462978686e-08	0.875964754253535
mix_74	0.0498386303948843	1.31605143787284e-05	6.92240643032898e-07	2.15278580875861e-05	5.13348042861243e-08	0.0287480917632063	0.042339198463331	3.18913718590335e-06	1.68677998048461e-08	0.879035441425679
mix_75	0.0552161867712378	1.04641559097416e-07	2.68635166001551e-06	1.06254102208958e-07	1.63041814343606e-08	0.0312135048443578	0.0376027420495765	9.94548852407017e-08	1.92108932325218e-06	0.875962632239117
mix_76	0.0578688384741303	5.00888487112255e-07	8.04746262249473e-06	3.49315081184971e-07	8.68418617086747e-07	0.0256325001184686	0.0402011665328705	1.98886148396233e-05	1.44636455272623e-08	0.876267825711238
mix_77	0.0550630855705706	2.49371897267438e-06	2.79062823066913e-05	1.31139997123848e-07	9.90041555195905e-09	0.0285014019830172	0.0403402708126967	1.12610611044548e-05	1.92865471724958e-08	0.876053420244372
mix_78	0.0551525066054826	9.28540508338562e-06	0.000128280961263605	8.40414491175901e-05	3.5741705407196e-08	0.0308866468822152	0.0383095125785615	1.30464472483249e-09	1.17023003477774e-06	0.875428518841891
mix_79	0.0613198606305181	1.35730888875801e-06	2.30837517891466e-07	9.23122948434037e-07	1.31366688086043e-07	0.0284590447208497	0.0348819652416073	1.42683151235515e-08	2.14827922230057e-10	0.875336472287839
mix_80	0.0585686331669687	1.30915989047234e-08	0.000167454075213899	1.65310786223203e-06	5.84455253254045e-06	0.0299399118993501	0.0363001308136083	6.07092042273425e-08	3.24543819895073e-08	0.875016266129279
mix_81	0.0636088769650232	1.47706006098793e-07	0.00146597803761656	4.07376545952502e-09	8.20687920046858e-06	0.0228674115624277	0.0367232416353721	1.17930181737434e-07	2.81872148008765e-06	0.875323196488927
mix_82	0.0606550189214605	1.47670219652569e-08	8.63817354324342e-05	3.87002617976909e-09	9.59577265482873e-08	0.0284876561614736	0.0333140550258221	2.25019382140433e-06	2.0886559979817e-05	0.877433636807235
mix_83	0.0548136174727043	4.40774063675773e-06	0.000404640406224393	1.34547812536698e-07	6.14922897033159e-07	0.0334909674438202	0.0350025170297828	3.98371588476307e-08	1.20214220695638e-09	0.876283059396821
mix_84	0.055730340544908	1.84891471713336e-09	2.41681629906423e-09	2.71885171285385e-06	6.74435912762562e-06	0.0288727339165852	0.0396776469685764	2.02664515364022e-08	6.59277784714013e-09	0.875709784234129
mix_85	0.059757985367654	7.39467996977021e-06	6.19741360729325e-05	7.95189421239046e-07	2.44932111021169e-08	0.0270392069285573	0.0376496467852326	3.75812830088936e-07	6.05651892652009e-08	0.875482536041862
mix_86	0.0536214745890319	7.54132277375226e-07	2.00666215620701e-06	3.09942555607384e-08	5.39069905239303e-08	0.0304315106599128	0.0397133978800162	4.33301052120893e-07	6.31701388413874e-06	0.876224020860423
mix_87	0.0513175581709358	2.27412775643409e-07	0.0005977703296438	3.08657553791977e-08	2.84295005622368e-06	0.0212405076430539	0.0462647476666292	8.70342889178882e-09	1.65946231056503e-05	0.880559711634615
mix_88	0.0548955189215028	2.51449031584282e-06	9.5799457050544e-05	1.29166551103316e-07	2.1468605839946e-08	0.0261440900657798	0.0417216286355076	6.2107491013975e-06	2.48021655142616e-08	0.87713406224342
mix_89	0.0618169390087842	4.15070560967926e-06	5.16107165606917e-08	2.90406572451737e-08	9.94760034658686e-09	0.0285207741473808	0.0342502746323042	9.88664430195801e-07	2.17697220388583e-06	0.875404605270313
mix_90	0.0499251345080953	2.12390407104843e-07	2.98448340796333e-07	6.25903033599976e-06	2.86802567033493e-11	0.025720414774282	0.0450025559851159	1.36562029848436e-06	1.630024498371e-09	0.87934375758442
mix_91	0.0558185193442397	4.9920338924196e-09	5.09182137455255e-07	6.97763726590552e-08	6.00306491792316e-08	0.0258136773687002	0.041388629440994	2.72102157169783e-06	1.12969414058003e-08	0.87697579754636
mix_92	0.0531346251125613	4.33157329915874e-06	0.0008505035680938	2.78859869694589e-08	5.34619703510411e-09	0.029094959648519	0.0398669026203314	1.4175434630596e-06	3.90707740208093e-08	0.877047187630774
mix_93	0.0562416056617194	1.37259782566201e-07	1.81003429833045e-06	2.38461955553085e-06	1.40007434579244e-07	0.0341204147351353	0.033069382158672	1.76505467012765e-07	6.9662953936245e-07	0.876563252388396
mix_94	0.0513537390818852	1.75618557978222e-08	2.54900100697857e-07	8.66487423277119e-08	2.26150938206197e-05	0.0281264852501234	0.0423335139045872	9.58485433873887e-10	1.83005173712817e-08	0.878163268299882
mix_95	0.0524727726719961	3.22058788390207e-06	5.0810660614467e-07	9.96584881673321e-06	3.51858616608357e-05	0.0304714848714043	0.0399156743140467	2.54549086796033e-06	7.91482784410452e-08	0.877088563098439
mix_96	0.0574510463480445	6.30022011444392e-07	0.000211121173027865	8.53024430296859e-08	2.1404441348868e-08	0.0264692750358731	0.0395237833340229	1.69264622366162e-08	4.02237677881488e-07	0.876343618215996
mix_97	0.0537019147852045	6.9227388576218e-10	0.000100362593094963	1.87271368484425e-07	6.51884182785142e-06	0.0260480793750976	0.041533068457394	7.10465187055354e-09	2.83795732803212e-06	0.878607022921759
mix_98	0.0550436603704006	5.38631538492901e-08	0.000410192109499598	2.62324143863407e-06	3.93084244350718e-07	0.0285821598730514	0.039071108151326	2.49145487645861e-05	1.1186373763845e-07	0.876864782894383
mix_99	0.0615716509409278	7.22089678218653e-06	1.0408756586704e-06	1.80943168375965e-05	5.68563333211818e-08	0.0284731420391953	0.0338770908048753	3.80677228879899e-08	4.09177895818528e-07	0.876051256023771
mix_100	0.053352041588567	9.54526428879459e-09	3.9434975832478e-06	3.52653683632086e-06	3.27404609082754e-08	0.0305780162645602	0.0391082129175695	1.20777260673712e-06	1.1995864589675e-07	0.876952889177906
