naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	myeloid_dendritic_cell	plasma_cell	plasmacytoid_dendritic_cell	otherCells
mix_26	0.0666586794150746	9.99786372815838e-07	4.6250160043033e-07	2.15316934943971e-06	0.25560942102287	4.88609500899713e-07	1.63110702098199e-07	0.465503166531999	0.00728261472443657	0.0673927920850049	1.56342778904686e-06	7.12586898648548e-06	0.105333670047135	9.12261638713869e-07	1.60078935090476e-05	2.08524735583344e-06	0.0173246184426556	7.56244710286335e-05	1.05041035579209e-07	0.0146389552521231	0.000148391089832445
mix_27	0.068941693644571	1.45808463534985e-06	3.02521530600054e-06	6.75324326311674e-08	0.237495259187134	9.81817748952135e-06	2.30489712507509e-06	0.439692732001712	0.2009579221497	0.00135569475576439	3.98812796787876e-06	1.12804945068351e-06	0.0513815816026147	6.20504502682265e-07	1.12657448116476e-05	1.21644568130531e-06	8.46223694433252e-07	1.92153718200543e-06	9.52978962257886e-06	4.0107140078041e-05	8.78191885241852e-05
mix_28	0.0711398998544519	2.20854672184187e-06	6.93028817740318e-08	2.06523680083778e-07	0.238603919758636	1.33537788252088e-07	1.92246730869725e-07	0.448652532455248	0.158182150427853	0.0106211398451343	2.96466007174584e-07	5.28892787044322e-07	0.0709222363807615	1.55664345264982e-06	4.14515689844724e-06	2.64050523597106e-06	2.02494804722647e-06	1.75315166102641e-06	0.00108222810472209	0.000770183630239464	9.95362106082087e-06
mix_29	0.0753470857678185	2.72136117278677e-07	1.73433536817309e-06	2.01615338509973e-07	0.251528927887383	1.24181239415162e-06	9.14655220263706e-07	0.356794972492317	0.201393489229656	0.023140955249065	3.52326403618584e-06	5.62225369125541e-07	0.0917358201991312	1.1887204538999e-05	7.41798942386037e-06	1.71884073709399e-06	1.2679907442342e-06	1.90607548068616e-06	1.02804544633351e-06	6.75976690449055e-06	1.83132175093359e-05
mix_30	0.0659463000840599	1.50291459213399e-06	1.50329060582661e-07	1.03747360758325e-07	0.212756418481296	1.71029166332606e-07	5.01122855095458e-07	0.463252500436546	0.203330422605503	0.000178070760595894	1.58930798514091e-06	4.36921633646348e-07	0.0544912782878872	4.45862225288164e-07	8.70885874523376e-06	2.34492198325097e-06	6.13766636524737e-07	9.65899944920824e-07	1.81387663298486e-06	6.83781375869796e-06	1.88229715313293e-05
mix_31	0.0609610606584284	3.87968274663621e-06	1.4195696112567e-07	7.33517551151473e-07	0.237245159588999	4.97563951851078e-07	7.54544060846061e-07	0.498170710595345	0.112118028400212	0.013208146679068	8.94351246410243e-07	8.18751000772061e-07	0.0782661366522156	8.82978335505242e-07	3.29898109815006e-06	1.82463553894943e-07	4.48078145820452e-06	1.56129318713474e-06	2.24866545071033e-06	4.16537172789494e-06	6.21652340204726e-06
mix_32	0.0682996864746591	3.54846292039988e-07	9.81481348170099e-08	1.4735781301035e-06	0.201099455258265	1.98496427195083e-07	8.23295230954965e-07	0.487884486847337	0.195151767077922	1.81307691969102e-05	2.4553381642154e-06	1.79823395120548e-05	0.0474914706472474	7.5045752381055e-07	6.7014751093564e-06	1.65265641798861e-06	6.24782430924431e-07	1.48501896277794e-06	1.10059571484158e-06	6.60846194963338e-06	1.26934353718022e-05
mix_33	0.062059694133155	1.69089723224494e-05	1.98690691769166e-06	5.61977070933823e-07	0.214344555999101	1.31767401662885e-05	6.78712397138659e-06	0.535170290679542	0.0893140807095548	0.0320862631277713	4.46490295134004e-06	1.67353314533042e-06	0.066440609604354	2.35532103197273e-06	3.764650099372e-05	1.63253478525696e-06	9.56689447123204e-06	2.61256566949459e-05	3.86195134415702e-06	7.49254498725462e-05	0.000382831280782647
mix_34	0.0775599531634622	5.49713785820794e-07	1.23912758114154e-07	9.37439642134907e-07	0.280690732249346	8.88849817971094e-08	3.81306281263383e-07	0.394500584683272	7.15032268255151e-06	0.0610432772576101	2.24493741466545e-06	2.30529145357511e-07	0.141794657841241	0.0132699494159615	5.86879445022787e-06	2.87076015836972e-07	0.011258249918131	0.0154106358595664	8.86217470138696e-07	0.00432833429251233	0.000124876184269707
mix_35	0.088819272164694	5.26747433864243e-08	6.77092020222026e-06	1.25771850581226e-06	0.228658188780435	4.82374541166739e-08	1.7794838203284e-07	0.411302668254322	0.170150343117442	0.0171235125452348	3.98909659437263e-07	3.41162541626447e-06	0.0839056319451773	1.51179017908275e-06	1.12002971197639e-07	3.71690436586396e-07	3.44838106377968e-06	7.17481246042069e-07	3.20473523437365e-10	4.52602840122656e-06	1.75774635602366e-05
mix_36	0.0645670975200476	1.12745231920279e-05	9.08342537445108e-08	7.52840821230363e-08	0.249795095953346	2.45243235322036e-07	7.77088206391155e-07	0.421295299149306	0.12467065863146	0.0376301131985204	3.0256510069187e-06	9.59083669881361e-07	0.101831332667825	8.34333741954873e-07	4.09333966468958e-06	8.06350129691522e-06	1.24802675691768e-06	7.69208658215433e-06	4.60063662767807e-06	0.00013445616157931	3.29670855975239e-05
mix_37	0.0710674542328048	1.57878783326633e-06	3.9324432348677e-07	3.31174637881365e-07	0.274691491293426	6.48688991268308e-08	9.30368800031604e-07	0.351132940563549	0.0711253550370294	0.0636623150615771	1.4218537922498e-06	9.07542441584683e-07	0.108756773003437	4.26944305914877e-06	1.37792291356328e-06	4.13547822582482e-07	0.0211432818731367	6.60793090020981e-05	3.57108748105295e-06	0.0383271295926478	1.19201913859612e-05
mix_38	0.0718743993825446	8.50119319642468e-06	2.09323700890505e-07	1.75120845532276e-06	0.266442571922509	9.35330599554542e-07	1.25542234799665e-06	0.352600855185704	0.104893773488739	0.0623601553199004	4.04632075800597e-06	1.52145981013275e-06	0.0968638437096207	2.7148634301315e-06	9.37991665414584e-06	1.86073041661162e-06	0.00927858889637953	0.000150974468978638	2.83157876404543e-05	0.0352353006001425	0.000239045468472088
mix_39	0.0812391534673629	3.87035497146245e-07	6.32864640099068e-08	8.91550937005019e-08	0.245600198139155	5.73419945512255e-07	1.81941586616641e-07	0.409076739746448	0.176402144484867	0.000621684363316702	1.76303553497286e-06	3.33049101288804e-07	0.0840980757120057	5.5970097319666e-07	2.53617488484268e-06	4.1708427970666e-07	7.74533853607548e-07	5.55915421089491e-06	8.6955604857316e-06	0.00292769138857462	1.23795663601323e-05
mix_40	0.0574982750675257	4.72663738548064e-07	1.75089202587092e-06	1.18875023138626e-06	0.238640426223591	2.25168284470654e-07	1.54953726753197e-06	0.460676594001272	0.11371350766435	0.0341586078064169	2.37783367882518e-06	2.58171214878639e-06	0.0952269818521067	3.99748045053561e-06	3.1191912587106e-06	4.12565183329359e-06	2.66107810330137e-06	8.17468203939333e-06	2.47008347850782e-07	3.96169239170217e-06	4.91740429368059e-05
mix_41	0.0735877318905964	2.54377829963702e-07	1.07137959957405e-07	1.07376228032968e-06	0.263377560083219	1.74942504383184e-07	4.7944658915668e-07	0.429716111342021	0.0206820682382382	0.067142943846834	2.65387790902696e-06	2.55931586320797e-07	0.112589971774687	4.93335335188542e-07	7.03081060477666e-07	5.56388304982795e-07	0.0124055062306987	0.00891168667289124	1.75653538448939e-07	0.0115526942610582	2.67977248578077e-05
mix_42	0.083682106274481	5.5148560422196e-07	7.86466177163439e-08	7.40923811461644e-08	0.237009517619327	1.26595265179214e-07	1.46943851830193e-06	0.416481194405457	0.16623724601561	1.00864687979393e-06	4.94591088256465e-07	2.75906552476598e-07	0.0687988650104232	0.0013952312863761	0.00174322187301484	0.0172540718987388	4.29029241592497e-07	1.12313777629604e-06	0.00738424095492067	2.98699207978495e-06	5.68609964546329e-06
mix_43	0.0754190160275454	1.66597634197109e-05	3.17996887529835e-06	1.50470254788199e-06	0.256618363541292	1.4393582245384e-06	1.06279574365731e-06	0.480804334781799	0.0104508430838735	0.0490996181081608	7.67813499532744e-05	3.05918101335661e-06	0.113359655315399	3.3935732278016e-06	8.20956765788478e-05	2.87647720305937e-08	0.00449435049284933	0.00502530501229787	0.000616388112654741	0.00361609340363442	0.000306826986138042
mix_44	0.0785096878885598	1.26214526075965e-06	4.14307478799955e-07	9.59756521811203e-07	0.251191776174018	6.8013393126498e-07	2.90803169120816e-06	0.433251638216354	0.161672727615989	0.000142557998336846	1.87976689395193e-06	3.42076260206837e-06	0.060301100468646	1.81639457036052e-06	8.5536329933309e-06	3.26752159176532e-07	1.24987907713094e-06	3.11464735929222e-06	0.014856948198986	1.44432363315943e-05	3.25339922399026e-05
mix_45	0.0704127497473482	1.63566307434471e-06	6.37783744230824e-07	2.99989190692573e-07	0.265991414721177	4.51951254546102e-07	9.59821787837323e-07	0.365192734559131	0.145588220716103	0.0206723776369834	1.98901140350682e-06	1.27833807906022e-06	0.12100494211533	0.00693742394020492	3.72973013141364e-06	1.29455764474368e-06	5.64306055769107e-06	0.000218363642050679	0.00028471388364418	0.00367260446114292	6.53467001621166e-06
mix_46	0.0618289537843696	2.05595998486254e-07	6.90213932744099e-07	2.24399989316901e-07	0.238855168760633	5.02163215296553e-08	3.58712764559115e-07	0.453745635961397	0.072133680144348	0.0721034410178262	2.48156479093147e-06	6.74921881545828e-08	0.0985609163986706	1.76169828112667e-06	1.59615861173643e-06	4.43974887373744e-07	1.56595147704006e-05	7.18258101565185e-05	1.9356508428226e-07	0.00236705347638169	0.000309591538596221
mix_47	0.0920199624446651	7.42507328544831e-06	3.28111650424472e-05	7.65261822850542e-06	0.306683787160391	4.36430081629382e-06	7.40775325333898e-07	0.175346176531453	1.83135624106653e-05	0.0920251023480048	1.52641076018842e-05	8.00095823916955e-07	0.103671899757472	1.735175470467e-06	1.84957212308902e-05	8.84495400836323e-06	0.071717939431357	0.0518411173865135	0.0207294770332175	0.0853142779417051	0.000533812415976498
mix_48	0.0787478179048965	5.5508009290302e-07	1.06284049686959e-07	9.14374249880836e-08	0.234342652363691	1.23410813302682e-07	1.17309526845886e-06	0.519531907989415	0.0699952458754406	0.00744453856406201	3.95980509910628e-06	2.02286685082743e-06	0.0874470345523885	3.11662612533823e-06	0.00183799159078438	4.96950466638319e-07	3.20916813601128e-06	9.22035764096308e-06	0.000588641259024395	3.12173342632834e-05	8.8774840668604e-06
mix_49	0.0614156720510144	1.05125716556113e-06	1.04898511170866e-05	1.19275747572633e-05	0.228254814673022	1.1620691187689e-05	3.29310310374671e-05	0.416007295949459	0.134663349494889	0.0492927246764733	5.75820643556807e-05	1.24043640621149e-05	0.102403284909335	0.00446134054650655	8.47668430934462e-05	8.37665797971942e-07	7.29053751367322e-08	2.54597464528331e-05	4.34304754631937e-06	2.00782384640524e-05	0.00322795241888774
mix_50	0.0638709748039993	2.89124012674317e-06	1.59237657726485e-06	2.80072993731441e-07	0.240408076636933	2.32693539238596e-08	3.94547686447613e-07	0.434231428828273	0.172586014794767	0.00121245907696815	3.99269346786073e-06	3.00316534746824e-07	0.0876460198691549	5.01940495602416e-06	2.92862871993086e-06	3.10370079483051e-06	8.22429361538581e-07	1.44724608887087e-06	1.70530377551934e-07	3.07725466488436e-06	1.89822781998528e-05
mix_51	0.0771737653613509	1.63726553746873e-06	5.67056755143582e-07	1.11304497707834e-07	0.274569759802322	7.57993939331936e-08	2.95599235253175e-06	0.391576711518609	6.24577931050578e-06	0.0733432384650371	5.78604786268156e-06	1.7695172801631e-07	0.114606619543191	6.63101871942322e-07	4.04960538565209e-06	2.3918343068881e-07	0.0282479242189817	0.0132404609997878	6.21616963952109e-06	0.0271929119115264	1.98839214278212e-05
mix_52	0.0729129381128569	4.91913230726438e-07	6.74616279133808e-08	8.75544899312126e-07	0.266989224765177	1.25082807422999e-07	1.29368720945452e-07	0.416940171039153	0.0355886073421022	0.0581820378673685	2.7652313729109e-06	1.75027544546951e-07	0.115628462529854	2.86763929490543e-06	2.52231836200584e-06	9.70991261728672e-08	0.0123053550742455	0.0113808047402484	4.06993107889801e-07	0.0100481025725215	1.37722763783321e-05
mix_53	0.0838729696761074	1.73683814334848e-07	5.44976206279631e-07	4.71369412491688e-08	0.279082367317214	3.65370503883486e-07	1.30646107336766e-06	0.42125981980527	0.0261389857590854	0.0341479523970938	3.18736278663074e-06	1.85865576672409e-06	0.10346325036728	1.17018690816781e-05	6.4384774390868e-07	2.77502612404569e-07	1.92950484379089e-06	0.00269556902537368	0.04913673999535	0.000115636599005952	6.46726868456238e-05
mix_54	0.0713121070394921	1.32466630578081e-06	2.00059481271285e-07	2.95661320032125e-07	0.232176181788504	2.67594889872266e-07	7.65581968342998e-07	0.473008984315596	0.122601566654563	0.0276303773443423	1.94284910921695e-06	1.09514537454706e-06	0.0704473105649807	3.69914532501047e-07	1.10614248395958e-05	9.02502945770926e-06	7.0233277541515e-06	2.82179848770857e-07	0.000311654497865902	0.00246172059924248	1.64437605321144e-05
mix_55	0.0678105061797646	1.17161252964056e-06	3.85939879898657e-07	1.19421049661002e-07	0.240667905316161	2.85738530250597e-07	7.40228620201594e-07	0.481697037274031	0.0556308186491715	0.0301328453945214	2.87557184244703e-06	5.86170655873724e-07	0.123875269082805	4.42201646587411e-07	7.57800053521934e-06	5.53103033057223e-07	4.09678586319258e-05	9.12018782202156e-05	4.21934572652274e-07	2.51596498472945e-05	1.31287939505453e-05
mix_56	0.0523345993053492	1.55074035302792e-05	1.07848193963687e-06	5.80375752091057e-08	0.220932184344114	3.29893696928702e-06	5.89211927316243e-06	0.527810728672149	0.143273973474413	0.0107143499054452	4.63591064843334e-06	1.65769465913018e-05	0.0446095150346431	1.56625742130171e-05	2.19330426853722e-05	9.40011815975647e-06	8.47085261312878e-06	6.78923483113396e-06	2.12887849742039e-07	4.2657820979545e-05	0.000172474896027452
mix_57	0.068601710071963	1.02388142343715e-06	1.09507946048474e-06	3.58261836912329e-09	0.237791913093123	1.2628539563532e-06	2.71582312820965e-07	0.416998748263876	0.215977332832267	6.04158461457653e-05	1.32991423447806e-06	1.02699772949249e-06	0.060482664603994	5.92530416414897e-07	3.50705237924588e-06	2.70262746426898e-06	5.06374598902073e-07	7.99271075648614e-07	1.16011628059493e-05	4.00881632415857e-05	2.14042149141447e-05
mix_58	0.0625085766020949	3.22067935964057e-06	8.70691107420747e-08	1.38963465281895e-06	0.235651180959197	7.99005538360077e-07	1.3515456186416e-06	0.436736928453454	0.146671457392764	0.0297952688625027	4.65273898531889e-06	7.88831794596451e-06	0.0794204489050705	1.84532687741114e-07	6.02646285263883e-06	1.07758789642758e-06	8.11627820407407e-06	2.70986062251483e-06	3.28016589506292e-06	0.00912540801362381	4.99469319227286e-05
mix_59	0.0757907399259636	9.54782667071228e-07	1.13703587720413e-07	1.17870438009187e-07	0.290021506336208	8.56996308427475e-07	1.2871826615309e-06	0.337402166384918	0.0235331994468428	0.0664848430985387	2.93928869486504e-06	3.39062981637597e-07	0.12784850360151	0.00540680066970802	2.78477798164319e-06	3.32319108800432e-07	0.0133130564640449	0.0206085937678477	0.022156844974499	0.0173779754538573	4.60438916323192e-05
mix_60	0.0694886372772793	7.36813359746437e-06	4.57825888471469e-06	1.81664898251896e-06	0.220631966667958	1.07853401474441e-07	5.47568621459878e-07	0.53504211778421	0.0728918017651142	0.0252531955508537	2.19510161827336e-06	4.60359561534483e-07	0.0765112183222887	2.76570022532802e-07	1.54131385604292e-05	4.65898029849781e-07	6.60138679377304e-06	1.10387638952315e-05	6.88659740216693e-06	8.7578497648917e-05	3.57278552751694e-05
mix_61	0.0694570879075641	6.37859855337036e-06	1.41189878528576e-06	5.93979067489583e-07	0.249859382667109	1.22088369101791e-06	3.07039422555566e-06	0.41149486266915	0.12419958049863	0.0388883411306909	6.93244886114743e-07	1.30585903463022e-06	0.0964995250396049	9.26620375579199e-07	3.92872229261364e-06	1.09230207828596e-06	2.31400463939689e-05	8.65045024342124e-06	2.00529267111977e-05	0.00945022328978032	7.85308711322985e-05
mix_62	0.0709931029235045	2.23223020072856e-06	5.60247723348247e-07	1.12907923139457e-06	0.259906219683258	3.13950779538626e-07	3.90041588706649e-06	0.384796688345355	0.0703882397984012	0.0733206352012877	8.51288380431078e-06	7.43616906316953e-06	0.0956717967415369	4.03763266480674e-07	3.57227880601142e-06	1.83967023468317e-06	0.0124929641004483	0.00564364257022062	6.84509031088051e-06	0.0266448529402492	0.000105111916431033
