ID,Bcells,CD4_Tcells,CD8_Tcells,Endothelial,CAFs,Macrophages
S18647,8.689516,8.736674,9.433398,8.045942,7.410854,8.829514
S18652,8.626412,8.756354,9.177906,7.995934,7.240402,8.530456
S18658,8.895814,8.922794,9.468412,8.079126,7.391522,8.854364
S18663,8.500838,8.508758,9.126398,7.921666,7.280514,8.498786
S18669,8.671064,8.834286,9.368608,8.123888,7.46175,8.755924
S18672,8.39619,8.426546,9.093068,7.817432,7.230488,8.491436
S18677,8.590348,8.65983,9.27201,8.25289,7.474024,9.115094
S18679,8.787642,8.775298,9.254336,8.0742,7.39955,8.86084
S1868,8.491806,8.3857,8.934874,7.866756,7.104246,8.498822
S18680,8.688532,8.754114,9.102316,8.00636,7.275148,8.581288
S18685,8.491434,8.46304,9.086208,7.798474,7.014788,8.499086
S18687,8.57423,8.780812,9.309952,8.024252,7.485872,8.934042
S18693,8.209854,8.178918,8.9068,7.788576,6.986032,8.348428
S18694,8.93843,8.946554,9.459258,8.119226,7.441552,8.911456
S18699,8.458872,8.427334,8.991634,7.799634,7.175884,8.705122
S187,8.662686,8.716124,9.084262,7.865678,7.22303,8.50175
S18701,8.46541,8.449094,9.12081,7.798966,7.142628,8.644882
S18702,8.33522,8.305632,9.009836,7.971558,7.184842,8.700004
S18703,8.366018,8.349276,8.947082,7.811096,7.128356,8.497188
S18717,8.878352,8.813176,9.250068,8.037484,7.313248,8.609046
S18718,8.516282,8.55539,9.110216,7.907154,7.167858,8.468228
S18719,8.515962,8.586606,9.13494,7.837504,7.241262,8.473616
S18725,8.48861,8.443056,8.987594,7.977578,7.215382,8.892258
S18730,8.593024,8.671758,9.266398,8.047308,7.33957,8.655508
S18732,8.520344,8.628602,9.168168,7.971186,7.347332,8.797372
S18740,8.506106,8.615678,9.2027,8.02592,7.349804,8.571856
S18741,8.529818,8.57305,9.070374,7.939944,7.226414,8.428278
S18746,8.449782,8.429424,8.98093,7.855656,7.153,8.415034
S18749,8.326614,8.5037,9.123086,7.865104,7.152,8.46523
S18751,8.36821,8.433824,9.112642,8.052576,7.323554,8.640924
S18757,8.731408,8.772282,9.333468,8.032882,7.361204,8.638642
S18758,8.792146,8.892502,9.395516,8.067522,7.43691,8.858398
S1876,8.647574,8.59628,8.923018,7.954676,6.97804,8.34794
S18761,8.4426,8.51422,9.00261,7.903808,7.16458,8.448518
S18763,8.836062,8.820956,9.384442,7.960442,7.356946,8.732682
S18767,8.627176,8.685538,9.147276,8.006146,7.246346,8.66825
S18771,8.711434,8.797418,9.234612,8.108836,7.470668,8.728254
S18786,8.932836,8.96377,9.161222,8.139996,7.412066,8.833544
S18792,8.50708,8.492314,9.13945,7.84002,7.16685,8.598704
S18801,8.481502,8.691484,9.299064,7.981854,7.408194,8.784616
S18806,8.126084,8.22458,8.785388,7.732936,6.881248,8.15791
S18815,8.668588,8.644358,9.219724,7.922472,7.22223,8.633668
S18825,8.39161,8.427052,9.072636,7.872178,7.124098,8.581198
S18826,8.629944,8.651386,9.229066,8.126376,7.374924,8.809672
S18827,8.55963,8.453922,8.974518,7.800396,7.0444,8.374716
S18832,8.306114,8.485436,9.015872,7.8581,7.237512,8.365116
S18842,8.407074,8.301718,8.896958,7.837064,7.1143,8.388758
S18851,8.359482,8.430378,9.084236,7.906226,7.318624,8.571176
S18856,8.946284,8.943868,9.473874,8.085732,7.482428,8.727934
S1887,8.499376,8.597452,9.201292,7.88402,7.207258,8.55769
S18879,8.566128,8.566508,9.267824,8.006498,7.248016,8.757984
S18881,8.842076,8.761428,8.997066,8.145398,7.319388,8.718198
S18882,8.160936,8.18846,9.032146,7.907698,7.18974,8.728054
S18888,8.67083,8.716106,9.262618,8.104086,7.4106,8.838364
S18889,8.501974,8.558882,9.1703,7.896272,7.209892,8.557206
S18895,8.507706,8.464236,9.027148,7.736848,7.034786,8.235056
S18896,8.412036,8.35612,9.03598,7.914478,7.361058,8.646026
S18897,8.215744,8.205492,8.976658,7.663536,6.877374,8.157292
S18905,8.85101,8.986292,9.430692,8.286258,7.47897,8.92439
S18906,8.9595,9.168176,9.523232,8.446676,7.768778,9.356682
S18907,8.697794,8.716692,9.310756,8.10037,7.304032,9.026254
S1891,8.50514,8.655712,9.168094,7.935176,7.360118,8.590404
S18911,8.654578,8.81005,9.306648,8.042354,7.469848,8.76707
S18914,8.452934,8.48219,9.04994,7.85239,7.229006,8.439822
S18920,8.76466,8.836722,9.376276,8.080856,7.351658,8.981684
S18921,8.799996,8.794004,9.225076,8.022608,7.370536,8.834008
S18934,8.365286,8.441076,8.935316,7.85031,7.191832,8.507414
S18936,8.0408,7.998764,8.720342,7.787138,6.958244,8.353956
S18939,8.679298,8.737848,9.156906,7.941056,7.194104,8.565046
S18941,8.32505,8.276916,8.767724,7.840592,7.253398,8.381316
S18943,8.661652,8.694902,9.266692,8.047704,7.248234,8.716844
S18954,8.963402,9.028732,9.363896,8.22416,7.546066,9.025378
S18957,9.44877,9.493204,9.724506,8.49324,7.85539,9.13679
S18960,8.63201,8.702732,9.122094,7.915684,7.253974,8.469154
S18967,8.308436,8.208656,8.917856,7.973378,7.170002,8.688484
S18969,8.543074,8.599878,9.235494,7.991084,7.439628,8.913644
S18972,8.499,8.539034,9.07398,7.932968,7.18562,8.560192
S18979,8.71711,8.744354,9.378126,8.082874,7.441976,8.860104
S18980,8.971904,9.064516,9.367514,8.192856,7.477228,9.040888
S18985,8.658142,8.67738,9.08149,7.96624,7.263124,8.69959
S18986,8.533134,8.57681,9.331134,8.012778,7.313672,8.83108
S18987,8.677778,8.744064,9.320486,8.061414,7.439206,8.698892
S1899,8.6923,8.80925,9.161796,8.080532,7.260984,8.575948
S18990,8.347084,8.395528,8.8842,7.783746,7.049978,8.495156
S190,8.272598,8.26904,8.808236,7.704588,7.068094,8.357852
S1900,8.503504,8.479566,9.12046,8.090754,7.278882,8.664954
S19002,8.42924,8.593154,9.172578,7.841706,7.199556,8.553506
S19020,8.514004,8.58373,9.198926,7.96755,7.166754,8.552912
S19021,8.589514,8.831222,9.114768,8.080564,7.244084,8.646198
S19037,8.362082,8.480432,8.91782,7.737324,7.030912,8.247942
S19042,8.637894,8.70897,9.258658,8.021746,7.384764,8.643156
S19044,8.400232,8.364178,9.055902,7.805524,7.191752,8.423694
S19060,8.898398,8.933296,9.36679,8.047106,7.29552,8.588148
S19061,8.563216,8.658054,9.262978,8.050056,7.4743,8.719418
S19063,8.54358,8.64884,9.227232,8.027876,7.387582,8.792074
S1907,8.590976,8.71329,9.227874,8.010828,7.31324,8.670358
S19076,8.807588,8.934308,9.310368,8.184158,7.504912,8.95266
S19078,8.520342,8.605546,9.125968,7.830164,7.158,8.370388
S19084,8.901632,8.85759,9.337904,8.000928,7.339928,8.82422
S19086,8.673272,8.712172,9.075954,7.875426,7.23154,8.5682
S19091,8.719972,8.733378,9.029912,7.90882,7.193246,8.61284
S19098,8.657762,8.60581,9.35159,7.90718,7.217476,8.653698
S19099,8.45696,8.501086,9.12171,7.94267,7.320768,8.669732
S19104,8.734718,8.785052,9.272382,8.001846,7.310224,8.677654
S19107,9.010264,9.06823,9.392132,8.216302,7.493178,8.97613
S19113,8.333962,8.425672,8.985306,7.8748,7.190184,8.67383
S19122,8.430502,8.454044,9.083686,7.88275,7.216592,8.483116
S19126,8.876706,8.89011,9.325422,8.248322,7.442636,8.747354
S19135,8.647426,8.711718,9.226564,7.891354,7.178058,8.451146
S19136,8.157486,8.15402,8.859882,7.630428,6.960784,8.169246
S19138,8.643268,8.662302,9.266916,7.919066,7.280572,8.567614
S19141,8.500716,8.430724,9.09273,7.801272,7.04238,8.40651
S19142,8.419538,8.486468,9.153284,7.813196,7.228286,8.565974
S19145,8.527342,8.544468,9.196392,7.945962,7.313972,8.57558
S1915,8.544176,8.617388,9.252138,7.94584,7.211418,8.43181
S19166,8.45964,8.393384,9.052192,7.784766,7.16415,8.38888
S19169,8.999882,9.045766,9.34375,8.27406,7.474074,8.82086
S19183,8.758028,8.737662,9.07617,8.00958,7.265224,8.46554
S19184,8.473954,8.620036,9.184598,7.914484,7.286072,8.589512
S19188,8.690712,8.660474,9.24394,7.983956,7.346394,8.85346
S1919,8.466716,8.649686,9.20373,8.01803,7.397374,8.74763
S19195,8.724106,8.84324,9.252418,8.159072,7.343254,8.765862
S19211,8.499374,8.523342,9.105946,7.994602,7.245556,8.597892
S19220,8.53963,8.676568,9.207756,8.06865,7.307552,8.765336
S19221,8.81705,8.859462,9.35925,8.13796,7.526038,8.889944
S19226,8.724968,8.993364,9.342008,8.248768,7.56842,8.975444
S1923,8.580652,8.673462,9.263992,7.976462,7.35974,8.566496
S19234,8.4533,8.332542,9.010436,7.786268,7.008312,8.417792
S19235,8.30129,8.328892,8.8475,7.815464,7.172528,8.425736
S19244,8.90628,8.96873,9.339152,8.273576,7.425544,8.777816
S19247,8.710638,8.751038,9.052378,8.058116,7.240602,8.505048
S19249,8.655212,8.685022,9.108766,7.913088,7.182338,8.535528
S1925,8.40448,8.559312,9.105068,7.95673,7.316406,8.861268
S19250,8.978474,9.048756,9.43121,8.129102,7.328962,8.856098
S19268,8.528634,8.634248,8.966112,7.915938,7.063328,8.392646
S19272,8.461474,8.576046,9.042648,7.928636,7.276836,8.538234
S19278,8.486592,8.570338,8.989688,7.977452,7.423888,8.804636
S19279,8.701384,8.779288,9.373628,8.017218,7.393938,8.571168
S1928,8.687058,8.714188,9.26971,8.031544,7.432376,8.628478
S19280,8.603702,8.72371,9.26617,8.129964,7.473838,8.806832
S19283,8.415698,8.331278,9.079428,7.786842,7.112568,8.534662
S19285,8.625546,8.689022,9.08112,7.986852,7.230752,8.494412
S19295,8.786544,8.841332,9.437488,8.118396,7.51593,8.86822
S19302,8.566706,8.598156,9.151188,8.035358,7.280948,8.631922
S19305,8.131296,8.191702,8.774856,7.80968,7.034502,8.280486
S19308,8.428716,8.542568,9.028168,7.900926,7.25556,8.62334
S19315,8.406488,8.496716,9.147122,7.867268,7.220104,8.514506
S19318,8.7067,8.80265,9.100528,8.073824,7.286782,8.669836
S19321,8.60081,8.563046,9.20244,7.876572,7.253348,8.470842
S19325,8.597464,8.71618,9.424726,8.030266,7.388998,8.838432
S19329,8.642528,8.753446,9.22348,7.899692,7.360538,8.424986
S19339,8.580274,8.54269,9.216418,7.957334,7.226192,8.581798
S1935,8.68041,8.69095,9.034084,7.882126,7.226384,8.474148
S19351,8.45566,8.616492,9.136724,7.97713,7.262634,8.699302
S19358,8.55632,8.563448,9.071626,8.279396,7.3658,9.10716
S19359,8.855198,8.778492,9.227508,7.989324,7.443504,8.702656
S19360,8.316928,8.262362,8.84754,7.945336,7.345526,8.636962
S1937,8.369336,8.358016,9.070596,7.835872,7.139146,8.638382
S19370,8.648744,8.74663,9.0107,7.986446,7.153664,8.387758
S19372,8.645946,8.703512,9.228836,7.947632,7.295684,8.648128
S19374,8.5995,8.681926,9.17851,7.922322,7.263584,8.695934
S19376,8.34927,8.444078,8.883424,7.804222,7.115856,8.446982
S19378,8.500866,8.402598,9.11322,7.9162,7.300308,8.747862
S1938,8.244592,8.232936,8.82239,7.83152,6.971946,8.582934
S19385,8.896184,9.065054,9.389836,8.118374,7.503468,8.975172
S19387,8.40845,8.51904,9.157542,8.00857,7.29764,8.573112
S19391,8.685568,8.733196,9.26205,8.02815,7.329836,8.779946
S19392,8.318032,8.364916,9.068524,7.837908,7.024432,8.341552
S19393,8.5881,8.622194,9.225758,7.900724,7.299182,8.463608
S19403,8.50457,8.640516,9.210892,7.922252,7.210564,8.628776
S19407,8.59357,8.639004,9.073878,7.989944,7.35312,9.013824
S19415,8.624112,8.710488,9.300392,8.10455,7.370458,8.806048
S19431,8.461814,8.436898,8.96956,7.771676,7.06054,8.255242
S19435,8.627704,8.635738,9.199618,8.157268,7.407382,8.838978
S19443,8.556994,8.622754,9.181936,7.96093,7.307282,8.69216
S19446,8.412026,8.509882,9.100068,7.962358,7.206826,8.748886
S19452,8.486494,8.436906,9.014954,7.728152,7.158276,8.29011
S19453,8.620046,8.713208,9.116834,8.01784,7.304902,8.546536
S19455,8.585156,8.573682,9.236958,7.976876,7.406592,8.822216
S1946,8.682468,8.744238,9.289064,8.097252,7.484388,8.828766
S19476,8.205302,8.15071,8.908168,7.855512,7.151438,8.54966
S19477,8.780424,8.92847,9.345062,8.18336,7.444938,8.804156
S19481,8.502318,8.531218,9.043868,7.939576,7.237818,8.556924
S19485,8.391966,8.480892,9.14161,7.894166,7.311964,8.726852
S19486,8.414802,8.356006,9.01279,7.93082,7.370702,8.69761
S19487,8.551818,8.583516,9.117128,8.018184,7.255874,8.602982
S19495,8.600296,8.706102,8.968392,8.012642,7.19989,8.36123
S19510,8.463484,8.5265,8.914222,7.890322,7.10133,8.385764
S19512,8.594024,8.721584,9.300512,8.057206,7.373076,8.737934
S19514,8.54796,8.59518,9.18996,7.995642,7.206068,8.62364
S19516,9.107186,9.154964,9.495994,8.177006,7.466554,8.805368
S19517,8.607398,8.887376,9.414194,8.120998,7.511202,8.832656
S1953,8.377816,8.49707,9.038844,8.000856,7.3011,8.580402
S19535,8.697568,8.732968,9.387626,8.087304,7.461618,8.943098
S19538,8.378754,8.488106,8.995512,7.850508,7.135042,8.384726
S1954,8.569342,8.702102,9.20664,8.06801,7.322346,8.726614
S19545,8.708632,8.840012,9.327952,8.088898,7.49201,8.638372
S19549,8.63291,8.527752,9.137832,7.884508,7.247022,8.391466
S19553,8.620822,8.73777,9.226052,7.936964,7.34125,8.59982
S19558,8.603604,8.62642,9.231644,8.03443,7.386688,8.79895
S1956,8.362314,8.494652,9.015918,7.751494,7.207592,8.539484
S19567,8.408178,8.47857,8.915296,7.822332,7.137284,8.396272
S19569,8.516644,8.630744,8.958734,7.904524,7.159482,8.380716
S19577,8.520454,8.40598,8.992804,7.871646,7.162624,8.519186
S19586,8.441974,8.480532,9.036206,7.812078,7.186842,8.453456
S19587,8.561692,8.598382,9.012792,7.909094,7.096376,8.482192
S19592,8.366446,8.445676,9.095598,7.845712,7.194496,8.535078
S19593,8.445954,8.493614,9.087826,7.898618,7.110032,8.589184
S19596,8.951678,9.096614,9.325032,8.258686,7.497422,8.743174
S19600,8.752256,8.854038,9.20335,8.13052,7.409178,8.780694
S19610,8.36457,8.475944,9.229752,8.007328,7.241226,8.850002
S19612,8.927852,8.9162,9.127136,8.161282,7.389818,8.738358
S19613,8.586082,8.690882,9.346242,8.036698,7.38102,8.968564
S19614,8.85364,8.972968,9.361724,8.095466,7.555562,8.94993
S19615,8.54828,8.581438,9.225864,7.846144,7.179928,8.435588
S19618,8.602054,8.667546,9.269502,7.946208,7.316844,8.673076
S19621,8.375932,8.452586,8.924288,7.742116,7.13066,8.302628
S19627,8.551328,8.49485,8.949856,7.86954,7.23807,8.564226
S19628,8.442466,8.473676,9.016636,7.881636,7.099616,8.336134
S19633,8.46826,8.402608,8.967574,7.87988,7.28037,8.456634
S19635,8.658162,8.715742,9.284258,8.000132,7.349946,8.744562
S19640,8.746348,8.821738,9.25264,8.059566,7.320608,8.680146
S19641,8.608992,8.70449,9.279568,7.947548,7.25352,8.460044
S19648,8.64675,8.851598,9.199132,8.025878,7.316286,8.767076
S19659,8.691852,8.883408,9.364654,8.039046,7.477242,8.73036
S19660,8.779706,8.856462,9.132486,8.127454,7.29463,8.620842
S19664,8.6096,8.62409,9.319368,8.155686,7.44116,8.808614
S19676,8.697752,8.774776,9.181924,7.99189,7.235624,8.583234
S19677,8.552598,8.711116,9.12644,8.032654,7.37349,8.67755
S19678,8.605654,8.557216,8.928458,7.80224,7.258332,8.47452
S1968,8.662232,8.560268,9.11063,7.919668,7.26706,8.645608
S19682,8.617864,8.656004,9.308726,8.030912,7.383532,8.742568
S19688,8.618574,8.702602,9.257524,8.060248,7.286542,8.788282
S19689,8.490852,8.569924,9.290866,7.977448,7.314474,8.63691
S19697,8.3843,8.414638,9.12686,7.849648,7.198114,8.488422
S19702,8.473844,8.47334,9.168552,7.889296,7.178844,8.438302
S19711,8.58529,8.68368,9.253438,7.913108,7.368338,8.839476
S19729,8.10189,8.14046,8.701788,7.723604,6.904404,8.172002
S19730,8.61508,8.519304,9.048648,7.951986,7.25979,8.544864
S19737,8.887242,8.905876,9.260406,8.057238,7.446002,8.60604
S19739,8.559492,8.693222,9.21295,7.884896,7.179548,8.504698
S19744,8.533388,8.605648,9.085098,7.863468,7.197206,8.410082
S19746,8.860734,8.94738,9.181346,7.995072,7.277862,8.53512
S19747,8.407702,8.455538,9.063232,7.822288,7.040472,8.505954
S19758,8.542894,8.68269,9.26399,7.960104,7.33757,8.670086
S19759,9.027348,9.09,9.34335,8.198342,7.406076,8.784442
S1977,8.272488,8.235396,8.837122,7.886384,7.155286,8.4982
S19778,8.519526,8.504886,9.147318,8.015646,7.313556,8.724336
S19779,8.746208,8.790722,9.193178,8.110472,7.259956,8.638926
S19780,8.652066,8.634548,9.304328,8.05737,7.442768,8.858282
S19781,8.537752,8.61286,9.133732,8.01494,7.244286,8.471314
S19784,9.167604,9.234694,9.52429,8.271834,7.568696,8.986206
S19785,8.81456,8.966056,9.235546,8.266394,7.49747,8.79835
S19789,8.81586,8.974512,9.28489,8.117876,7.315686,8.696868
S19797,8.688176,8.673682,9.149244,7.840038,7.245484,8.588886
S19799,8.602398,8.737986,9.276592,8.076778,7.426338,8.752004
S19800,8.697208,8.705688,9.225398,8.06039,7.46781,8.834596
S19802,8.582822,8.786842,9.528348,8.108748,7.495722,8.861018
S19808,8.375428,8.451046,9.024212,7.766552,7.092664,8.49237
S1981,8.432542,8.510186,9.248404,7.940922,7.351902,8.618524
S19813,8.728382,8.759116,9.339726,8.069878,7.372042,8.849852
S19814,8.435162,8.371274,9.01896,7.831164,7.181944,8.490816
S19815,8.492072,8.506386,9.019842,7.933606,7.263324,8.773966
S19827,8.959538,9.07513,9.374912,8.093754,7.447082,8.687094
S19828,8.53671,8.641914,9.23099,7.87536,7.282818,8.691216
S19832,8.710708,8.806316,9.346636,7.99523,7.434838,8.726002
S19837,8.740734,8.862816,9.36678,8.025398,7.34467,8.704776
S19840,8.428714,8.526786,9.126694,7.95693,7.205858,8.680188
S19847,8.930626,9.00003,9.502548,8.237872,7.667712,8.99228
S19853,8.677104,8.657094,9.091134,7.875854,7.375062,8.641458
S19858,8.582062,8.648952,9.144778,7.82402,7.05871,8.353958
S19861,8.64614,8.63563,9.318692,7.996438,7.275712,8.561076
S19862,9.013868,9.029034,9.46363,8.077904,7.481424,8.73807
S19863,8.411398,8.405892,8.975924,7.877676,7.135752,8.39199
S19864,8.397866,8.286636,8.852066,7.765528,7.03806,8.383184
S19868,8.458092,8.447394,9.113572,7.938358,7.163166,8.599612
S19869,8.538874,8.692396,9.294534,7.981124,7.324106,8.64871
S19876,8.676952,8.673766,9.126512,7.86115,7.31173,8.569872
S19886,8.482604,8.55789,9.15152,7.835334,7.160842,8.481644
S19887,8.49743,8.506486,9.075876,7.937676,7.244736,8.487636
S19899,8.473878,8.58131,9.138858,7.82109,7.208658,8.538522
S19901,8.68668,8.693716,9.100414,7.97358,7.308136,8.613702
S19902,8.47455,8.363798,8.930074,7.645106,7.106484,8.413614
S19907,8.865602,8.914984,9.275348,7.99606,7.313374,8.70738
S19910,8.251162,8.27457,9.0518,7.91998,7.230894,8.728324
S19913,8.752572,8.766634,9.327318,8.002468,7.307742,8.703344
S19914,8.601662,8.653976,9.287644,7.980862,7.33079,8.600738
S1992,8.64034,8.577728,9.124934,7.768386,7.164242,8.463892
S19933,8.500156,8.45225,9.076334,7.907616,7.235772,8.64841
S19937,8.356724,8.31702,8.974234,7.733668,7.046604,8.372344
S19940,8.590518,8.716506,9.300472,7.995564,7.327934,8.580968
S19946,8.802042,8.928372,9.384406,8.155958,7.686148,8.970912
S19950,8.865558,8.878252,9.222962,8.07701,7.356092,8.49162
S19953,8.425912,8.330032,8.9682,7.808662,7.154574,8.422318
S19958,8.593892,8.599792,9.335036,8.082134,7.461404,8.834264
S19959,9.058314,9.04097,9.383726,8.069876,7.33274,8.571792
S19965,8.735106,8.881516,9.23228,8.101922,7.264886,8.662472
S19975,8.747348,8.886724,9.304116,7.969728,7.358038,8.711574
S1998,8.653982,8.67909,9.222168,7.959122,7.29802,8.447122
S19986,8.600238,8.606636,8.967378,7.861944,7.175784,8.45084
S2000,8.435968,8.540672,9.080356,7.924238,7.300898,8.780912
S20006,8.2117,8.248014,8.827328,7.715202,7.074924,8.283466
S20016,8.577192,8.58885,9.221066,7.93249,7.205054,8.465236
S20023,8.400768,8.374882,9.099132,7.648184,7.065706,8.338342
S20026,8.492152,8.61897,9.244846,7.96801,7.251818,8.708328
S20033,8.515616,8.626948,9.200754,8.030394,7.265604,8.660472
S2004,8.393986,8.450686,9.016844,7.818038,7.081946,8.40803
S20054,8.228596,8.233624,9.00269,7.621758,7.006434,8.49108
S20063,8.692834,8.82228,9.245526,8.099614,7.34328,8.775678
S20071,8.678306,8.687218,9.26506,7.993116,7.37017,8.593928
S20072,8.500676,8.59565,9.234758,7.972064,7.323766,8.588084
S20079,8.600906,8.527488,9.17847,7.8886,7.157984,8.405208
S2008,8.803356,8.829144,9.184214,8.02471,7.300014,8.685562
S20088,8.510308,8.6326,9.05966,7.993088,7.227516,8.539716
S20093,8.52404,8.569514,9.122626,7.861526,7.188472,8.62688
S20095,8.69755,8.706516,9.176114,8.074564,7.507128,8.723628
S20099,8.396976,8.43377,9.034346,7.809774,7.09047,8.408466
S201,8.493208,8.481894,9.115538,7.919742,7.209732,8.58119
S20102,8.696986,8.782446,9.21809,8.043642,7.240872,8.568172
S20104,8.46517,8.587164,9.142918,8.062044,7.355644,8.646616
S20105,8.82126,9.015728,9.418804,8.064974,7.383524,8.761972
S20108,8.854206,8.90917,9.36242,8.02067,7.40187,8.622182
S20115,8.594928,8.52408,9.22305,7.912058,7.333208,8.615412
S20117,8.54547,8.546054,9.242948,7.956724,7.205112,8.728274
S20129,8.715692,8.812888,9.046376,8.159368,7.41828,8.793652
S20132,8.643542,8.813474,9.173128,8.041266,7.383938,8.682898
S20135,8.717244,8.75831,9.231242,8.08353,7.435006,8.730196
S20138,8.788936,8.78955,9.09647,8.04607,7.359108,8.754238
S20151,8.455412,8.541474,9.13347,7.996806,7.205336,8.638182
S20152,8.622922,8.586302,9.210358,7.9106,7.222638,8.768304
S20156,8.580128,8.711872,9.295388,7.982996,7.338282,8.708526
S2016,8.662994,8.687896,9.203264,7.934862,7.281528,8.559438
S20160,8.610622,8.580288,9.194936,7.968734,7.24844,8.596784
S20166,8.855286,8.958246,9.341054,8.23442,7.539624,8.94685
S20168,8.469012,8.536922,9.383458,8.155398,7.560676,9.074852
S20171,8.441058,8.447846,9.055084,7.760144,7.257578,8.530006
S20175,8.746588,8.774896,9.292984,8.100888,7.486558,8.791006
S20179,8.68184,8.837918,9.26477,7.988176,7.36089,8.469262
S2018,8.811502,8.758604,9.152636,7.995034,7.361438,8.722306
S20186,8.679398,8.772274,9.118044,8.11453,7.441172,8.697252
S20189,8.74802,8.801204,9.514156,7.946482,7.36475,8.679234
S20192,8.856148,8.953512,9.371788,8.079752,7.377996,8.649552
S20193,8.784064,8.762892,9.207992,8.067268,7.318924,8.557696
S20195,8.429934,8.387358,8.78403,7.647412,7.059744,8.175964
S20197,8.677158,8.774342,9.313062,8.173676,7.47392,8.790292
S2020,8.796822,8.89492,9.237098,8.13525,7.278896,8.614886
