ID,Bcells,CD4_Tcells,CD8_Tcells,Endothelial,CAFs,Macrophages
S21292,8.75221,8.717112,9.223346,8.07492,7.382068,9.038196
S21296,8.590556,8.634852,9.242114,8.02522,7.269064,8.802276
S21300,8.449582,8.476984,9.17698,7.924082,7.20305,8.726602
S21301,8.633854,8.747604,9.413608,8.041464,7.394156,8.908894
S21306,8.511032,8.533476,9.22709,7.864536,7.095012,8.543674
S21316,8.645588,8.664376,9.222034,7.89146,7.285564,8.51622
S21317,8.386506,8.320678,8.913666,7.743832,7.081386,8.245638
S21328,7.957264,7.963092,8.695082,7.70577,6.950866,8.374256
S21332,8.531656,8.451204,8.801102,7.837068,6.957938,8.520348
S21333,8.24024,8.184168,8.904112,8.01021,7.270098,8.678068
S21335,8.587262,8.760222,9.166548,7.92432,7.358636,8.661054
S21338,8.575782,8.624392,9.13914,7.98555,7.197024,8.727792
S21340,8.568122,8.60581,9.03331,7.950406,7.336864,8.640738
S21343,8.877442,8.95727,9.391634,8.072684,7.329808,8.738296
S21351,8.428462,8.49517,9.1517,8.012124,7.265488,8.723498
S21353,8.39784,8.405984,8.929214,7.836458,7.062986,8.403836
S21361,8.376718,8.421092,9.0882,7.87919,7.189416,8.52873
S21363,8.653304,8.823116,9.346938,8.093378,7.407126,8.650428
S21368,8.553734,8.577576,9.197004,7.855212,7.325558,8.725626
S21372,8.180736,8.312436,8.909306,7.736818,6.99257,8.342922
S21378,8.505394,8.43926,9.045672,8.02935,7.31019,8.573982
S21391,8.350402,8.608144,9.336814,8.026284,7.434386,8.770836
S21396,8.441024,8.6573,9.416972,8.032454,7.381556,8.96334
S21400,8.603916,8.717254,9.171942,7.839652,7.168142,8.442706
S21402,8.726514,8.828408,9.076744,8.000242,7.208722,8.451484
S21407,8.41645,8.385794,9.01753,7.90599,7.197706,8.45062
S21410,8.735092,8.843334,9.397114,8.111146,7.404158,8.80302
S21414,8.520734,8.611074,9.093384,7.951274,7.306986,8.734498
S21418,8.31843,8.410582,8.914088,7.774886,7.098674,8.510426
S21420,8.904258,8.9445,9.335174,8.204668,7.407094,8.873742
S21426,8.867244,9.122876,9.527394,8.241774,7.561054,8.820202
S21427,8.862858,8.771324,9.277922,7.963244,7.315374,8.619516
S21428,8.654302,8.638414,9.143784,7.809384,7.21753,8.508014
S21431,8.484182,8.679304,9.144154,7.966544,7.326046,8.658174
S21437,8.656402,8.799656,9.304718,8.162806,7.473658,8.8441
S21438,8.335042,8.283188,8.90115,7.774102,7.06146,8.208484
S21441,8.65735,8.700778,9.02962,7.992214,7.338528,8.54928
S21442,8.822348,8.817102,9.273206,8.059172,7.453366,8.711136
S21444,8.268128,8.252846,8.814512,7.747522,6.897578,8.424618
S21446,8.59071,8.671004,9.305716,7.99958,7.24559,8.823034
S21450,9.062884,9.140402,9.349118,8.299068,7.663052,9.156422
S21453,9.00219,9.072946,9.404486,8.215854,7.419782,8.704716
S21456,8.500674,8.393262,9.041286,7.915634,7.240114,8.704238
S21461,8.379046,8.396574,9.04424,7.899104,7.226388,8.616834
S21475,8.39349,8.294364,8.881746,7.808186,6.974058,8.307828
S21478,8.777578,8.878648,9.240858,8.212468,7.5604,8.975462
S21480,8.509134,8.560894,9.129534,7.919328,7.305918,8.650822
S21486,8.70382,8.852476,9.351408,8.09448,7.335184,8.616426
S21490,8.784702,8.89316,9.299436,8.136942,7.294706,8.457788
S21491,8.839872,8.869816,9.383066,8.318756,7.443762,8.947826
S21498,8.52625,8.647762,9.141466,8.003584,7.294536,8.65966
S2150,8.61091,8.60791,8.991044,7.991548,7.230574,8.645294
S21502,8.559942,8.598176,9.22389,7.910524,7.17486,8.52852
S21505,8.437282,8.47879,8.950366,7.971994,7.18734,8.664316
S21512,8.254752,8.199704,8.794828,7.748428,6.916514,8.24619
S21518,8.776256,8.836496,9.181934,8.070808,7.23777,8.66014
S21520,8.492214,8.61479,9.258744,8.026408,7.346406,8.849758
S21528,8.5523,8.534262,9.086366,7.847126,7.284796,8.527188
S21533,8.609788,8.68079,9.229766,7.957374,7.193866,8.528562
S21536,8.707968,8.96725,9.351678,8.285272,7.437592,8.919016
S21537,8.63854,8.703646,9.273756,8.00077,7.321774,8.72771
S2154,8.578632,8.706458,9.380682,8.12041,7.363202,8.91722
S21540,8.258922,8.398186,9.08337,7.84442,7.176694,8.448384
S21543,8.620142,8.647702,9.12922,7.956606,7.332058,8.853934
S2155,8.698982,8.838282,9.412172,8.0146,7.359992,8.609862
S21550,8.524292,8.43771,9.146454,7.732746,7.086524,8.403618
S21557,8.501576,8.627266,9.23969,7.96156,7.309048,8.68317
S2156,8.464116,8.473146,9.28134,7.944048,7.24644,8.639076
S21562,8.20218,8.28719,8.743816,7.713844,6.966418,8.172706
S21563,8.735166,8.884092,9.257254,7.950168,7.227232,8.434744
S21567,8.895538,9.034864,9.38615,8.211718,7.546914,8.848726
S21570,8.455134,8.541026,9.174156,7.943186,7.258346,8.665004
S21577,8.428682,8.41174,9.114384,7.929484,7.201156,8.574716
S21578,8.60424,8.70182,8.970916,8.028296,7.247426,8.375676
S21589,8.400724,8.384576,9.097306,7.764204,7.087828,8.382418
S21597,8.70447,8.697306,9.233782,7.96473,7.326082,8.57593
S21602,8.504536,8.65639,9.300706,8.131202,7.393098,8.86098
S21618,8.659154,8.732,9.25207,7.959432,7.330034,8.664962
S21619,8.53965,8.583206,9.10226,7.885784,7.206048,8.694934
S21626,8.942282,8.997904,9.430044,8.096256,7.47197,8.850724
S21628,8.754776,8.69529,9.110868,7.966698,7.16227,8.52529
S21629,8.463828,8.387554,9.038392,7.878176,7.206708,8.598276
S21630,8.816476,8.822308,9.38888,8.047974,7.366912,8.711048
S21631,8.675294,8.710632,9.240276,8.04168,7.342762,8.608626
S21637,8.427498,8.457038,9.143192,7.929788,7.18745,8.49308
S21641,8.596566,8.675006,9.207026,8.059548,7.371468,8.703036
S21642,8.449424,8.517032,9.185756,7.659742,7.121688,8.294012
S21646,8.488402,8.460698,8.958262,7.872174,7.20832,8.5275
S21647,8.483298,8.60818,9.264386,8.098414,7.399384,8.790186
S21651,8.556434,8.358038,8.904148,7.809062,7.039866,8.327196
S21652,8.8919,9.014684,9.496058,8.223962,7.62898,9.104306
S21656,8.464294,8.47383,9.08234,8.063936,7.349604,8.707118
S21657,8.53623,8.388688,9.110042,7.958574,7.301532,8.872476
S2166,8.714772,8.880028,9.309256,8.02854,7.395234,8.662646
S21660,8.47413,8.462018,9.056054,8.00366,7.314886,8.774326
S21672,9.16529,9.279262,9.525766,8.290356,7.614242,8.728612
S21674,8.329426,8.349742,9.08121,7.886946,7.263976,8.638952
S21683,8.858752,8.86548,9.291476,8.011596,7.218624,8.469244
S21693,8.292478,8.4006,9.091828,7.904114,7.283878,8.758182
S21695,8.598388,8.640274,9.199322,7.861454,7.13108,8.494446
S21696,8.73541,8.822652,9.32838,8.037718,7.405812,8.795782
S21697,8.510888,8.331828,9.02221,7.94842,7.217868,8.457426
S21710,8.41058,8.432746,9.024608,7.875112,7.284942,8.619582
S21715,8.519072,8.621908,9.213692,7.948222,7.206662,8.537812
S21726,8.652226,8.6591,9.062322,8.06291,7.178506,8.51569
S21740,8.710752,8.751306,9.234264,7.906822,7.249552,8.502434
S21750,8.449242,8.415492,8.975922,7.785616,7.154626,8.399476
S21753,8.809676,8.77433,9.35925,7.999758,7.340914,8.63338
S21754,8.505268,8.679544,9.09245,8.005674,7.203334,8.68224
S21761,8.716628,8.784288,9.162952,7.98001,7.309614,8.537796
S21773,8.553592,8.67112,9.31929,8.01141,7.424988,8.604772
S2178,8.624286,8.664534,9.328322,8.021914,7.368722,8.813412
S21780,8.448018,8.385358,9.094358,7.918934,7.217814,8.511042
S21781,8.811892,8.773328,9.277014,7.880414,7.300442,8.506468
S21783,8.422874,8.494754,9.091508,7.930456,7.234014,8.677278
S21791,8.357858,8.401224,9.1867,7.941352,7.242346,8.600088
S21797,8.453508,8.559574,9.024184,7.89575,7.275984,8.584564
S2180,8.549496,8.566584,9.2133,7.994808,7.285166,8.594652
S21805,8.457576,8.48537,9.110788,7.84592,7.030778,8.395864
S21811,8.402724,8.45467,9.26083,8.056788,7.413666,8.549356
S21822,8.687546,8.687962,9.254202,7.941762,7.303522,8.55436
S21828,8.807544,8.741136,9.14537,7.954342,7.327186,8.5455
S21829,8.724476,8.847994,9.27682,8.18776,7.388142,9.00958
S21832,8.339672,8.330702,8.999748,7.987362,7.208836,8.567886
S21834,8.659122,8.727608,9.302066,8.000824,7.466048,8.768634
S21836,8.317556,8.317378,8.856896,7.755518,6.99119,8.217496
S21838,8.537374,8.562792,9.16241,7.915212,7.327146,8.66656
S21839,8.347272,8.358714,9.029534,7.743792,7.10604,8.374088
S21845,8.599468,8.647502,9.15318,7.852168,7.27014,8.700238
S21857,8.799162,8.892718,9.46867,8.11935,7.55491,8.998178
S21859,8.8974,9.0176,9.353984,8.183882,7.489938,8.844566
S21863,8.64086,8.697132,9.199964,7.977926,7.293878,8.76514
S21867,8.533146,8.676392,9.179674,8.072296,7.22387,8.781352
S2187,8.651204,8.619836,9.121726,7.98685,7.112982,8.527554
S21895,8.400492,8.481026,9.098712,7.841216,7.213138,8.513686
S21900,8.71084,8.716014,9.216144,7.93409,7.254756,8.588884
S21906,8.603714,8.630114,9.03113,7.920366,7.13735,8.551316
S21913,8.57799,8.620712,9.144184,7.879196,7.182028,8.615468
S21917,8.53403,8.477708,9.016756,7.922256,7.153492,8.572172
S21919,8.6548,8.721562,9.217904,8.142694,7.256754,8.84482
S2192,9.20864,9.244938,9.607842,8.337918,7.63365,9.04192
S21936,8.504912,8.653376,9.232232,8.085244,7.436318,8.754826
S21937,8.44946,8.457044,8.982954,7.887158,7.168482,8.56064
S21942,8.83034,8.835228,9.330594,8.181574,7.55666,8.96527
S21948,8.18668,8.067436,8.753688,7.73297,6.928458,8.290718
S21957,8.782842,8.821856,9.405014,8.046622,7.399488,8.663604
S21959,8.535012,8.599488,9.033942,7.960988,7.18628,8.378658
S21960,8.027898,8.123788,8.749516,7.7223,6.946124,8.16616
S21961,9.054072,9.084484,9.223572,8.215942,7.42849,8.753106
S21976,8.77769,8.8761,9.346218,8.009964,7.387176,8.821218
S21979,8.759202,8.774928,9.202668,7.914752,7.256952,8.468832
S21980,8.609974,8.601936,9.055852,7.90554,7.081322,8.204776
S21984,8.418518,8.543234,8.975198,8.007016,7.301588,8.748244
S2199,8.636126,8.770306,9.024608,8.05192,7.188856,8.558734
S21994,8.487664,8.547178,9.17452,7.975176,7.207672,8.479586
S21999,8.513194,8.680676,9.27621,7.956238,7.355684,8.619518
S22002,8.717884,8.841186,9.49369,7.854318,7.199718,8.618158
S22011,8.339284,8.350624,8.970748,7.730996,7.048112,8.349044
S22023,8.21864,8.119174,8.723216,7.772704,6.934276,8.389486
S22025,9.031964,9.045856,9.30436,8.11272,7.440988,8.600662
S22026,8.584648,8.750826,9.402132,8.064602,7.397752,8.679586
S22032,8.232056,8.281114,8.975206,7.842386,7.165108,8.641844
S22034,8.547542,8.62601,9.197154,8.028428,7.383144,8.710604
S22038,8.568156,8.66341,9.18033,8.087018,7.322382,8.586808
S22041,8.65267,8.785658,9.416268,8.202448,7.331942,8.885826
S22046,8.631794,8.691226,9.282046,7.987038,7.26496,8.692116
S22048,8.761058,8.950292,9.307384,8.118492,7.643014,9.038288
S2207,8.912188,9.010074,9.387946,8.17514,7.66818,9.05304
S22070,8.423216,8.500412,9.103048,7.890922,7.242622,8.552188
S22075,8.54185,8.65419,9.281006,7.956188,7.2263,8.35204
S22077,8.58055,8.538088,9.244282,7.911896,7.278056,8.673688
S22078,8.441946,8.45614,9.047738,7.921396,7.307694,8.662292
S2210,8.64913,8.778064,9.19933,8.050066,7.498276,8.721664
S22100,8.379162,8.412074,9.05901,7.902804,7.270776,8.814912
S22106,8.613786,8.667122,9.134834,7.868536,7.24318,8.39515
S22109,8.46679,8.358918,9.11989,7.799106,7.102002,8.720338
S22110,8.514086,8.699368,9.388762,8.026718,7.340714,8.796914
S22113,8.868212,8.915378,9.20584,8.026278,7.290098,8.605486
S22114,8.62941,8.559274,9.268302,8.08503,7.44546,8.74533
S22117,8.47172,8.53158,9.206482,7.996706,7.323708,8.74375
S2212,8.37284,8.405738,9.02461,7.869302,7.191244,8.442824
S22126,8.739656,8.895218,9.328144,8.065696,7.466748,8.74848
S22129,8.317652,8.327794,9.04326,7.841502,7.170842,8.453542
S22131,8.630636,8.752446,9.34951,8.064818,7.42592,8.820368
S22144,8.695722,8.851548,9.334918,8.173544,7.581284,8.91552
S22147,8.254942,8.313494,8.99697,7.771408,7.093642,8.452042
S22148,8.60259,8.679416,9.271422,7.971464,7.407194,8.784248
S22150,8.476104,8.467898,9.171108,7.823868,7.29126,8.653556
S22151,8.563696,8.714902,9.183902,8.02344,7.327102,8.579998
S22160,8.355918,8.4554,9.197562,7.782416,7.152364,8.507736
S22166,8.613036,8.622158,9.158466,7.875846,7.217032,8.511476
S22173,8.576478,8.719774,9.238844,8.103284,7.458906,8.738546
S22174,8.360188,8.54539,9.183884,7.92756,7.265258,8.612848
S22177,8.669694,8.85383,9.431182,8.236926,7.437418,8.922586
S22178,8.589816,8.602892,9.165366,7.954412,7.244486,8.637012
S22181,8.777228,8.80831,9.335032,7.953114,7.343312,8.738418
S22185,8.72359,8.739396,9.240338,8.177244,7.437806,9.126592
S22189,8.688356,8.79324,9.26545,8.075358,7.403462,8.979348
S22191,8.960946,8.89901,9.291914,8.227332,7.526716,8.910636
S222,8.68096,8.758604,9.139006,8.002128,7.28321,8.545736
S2220,8.576844,8.568068,9.12392,7.920968,7.16409,8.500322
S22226,8.273248,8.344694,9.01916,7.782022,7.102336,8.487072
S22227,8.719288,8.708478,9.206058,7.875184,7.268902,8.52053
S22231,8.484418,8.59307,9.181334,8.006444,7.336634,8.739572
S22238,8.566314,8.646226,9.141588,7.856492,7.307832,8.610286
S2224,8.72139,8.747654,9.23102,8.088874,7.316216,8.681158
S22249,8.668168,8.871906,9.405962,8.10183,7.485536,8.900242
S22257,8.603104,8.535588,9.116024,7.901188,7.17593,8.405214
S22259,8.638694,8.720494,9.139414,8.050162,7.506398,8.886058
S2226,8.67163,8.738384,9.20986,7.893102,7.220254,8.425048
S22260,8.676612,8.714356,9.165968,8.025066,7.217524,8.580894
S22262,8.161834,8.272492,8.801508,7.842196,7.034886,8.452138
S22268,8.381026,8.384468,8.8998,7.959916,7.239396,8.615798
S22275,8.283106,8.447254,9.046546,7.866776,7.146386,8.444536
S22289,8.53184,8.55274,9.218532,7.933758,7.277226,8.562388
S2229,8.623046,8.565652,9.184466,7.938122,7.277734,8.605524
S22295,8.594436,8.570364,9.126648,7.905082,7.26284,8.526772
S22296,8.318766,8.371868,8.923982,7.770374,6.999186,8.30515
S22301,8.665668,8.64109,9.007656,7.856832,7.212284,8.472064
S22320,8.580136,8.528692,9.011346,7.7713,7.1829,8.301742
S22323,8.575772,8.634512,9.14219,8.052558,7.396204,8.904804
S22326,8.636482,8.600784,9.234556,8.006024,7.282628,8.56448
S22327,8.958438,9.14592,9.399672,8.286066,7.596992,9.029114
S22333,8.83251,8.822296,9.283072,7.966462,7.364868,8.510312
S22335,8.713762,8.773546,9.048766,8.005708,7.234892,8.67943
S22336,8.268314,8.20286,8.908994,7.858602,7.189848,8.463752
S22343,8.557098,8.54576,8.769978,7.822078,7.214304,8.556726
S22352,8.18937,8.399654,9.288828,7.880282,7.214864,8.647356
S22371,8.706982,8.609782,9.109138,7.83251,7.12234,8.398196
S22372,8.317476,8.333484,8.875138,7.870134,7.176952,8.582804
S22375,8.405774,8.437662,9.112154,7.8123,7.091824,8.519818
S22376,8.68545,8.768146,9.149342,8.09931,7.400592,8.716914
S22377,8.009966,8.284858,9.091428,7.822638,7.347528,8.601256
S22388,8.658526,8.713882,9.223378,8.05378,7.399058,8.818408
S22392,8.451598,8.391562,9.044558,7.915954,7.076118,8.506224
S22395,8.544348,8.725,9.238774,8.046364,7.494118,8.738016
S22396,8.779838,8.861352,9.509856,8.123426,7.346142,8.862722
S22406,8.528304,8.55828,9.182852,8.016604,7.34167,8.68366
S22407,8.508256,8.528194,9.045186,7.8077,7.026172,8.386824
S22408,8.725776,8.710178,8.990928,8.02104,7.265192,8.390616
S22412,8.591102,8.568746,9.09801,7.922944,7.170432,8.514146
S22416,8.771852,8.768362,9.287348,7.91717,7.232912,8.524506
S22418,8.875278,8.852894,9.166382,8.064746,7.24642,8.480766
S22421,8.556544,8.533418,9.146612,7.891818,7.276982,8.651052
S22423,8.802316,8.890026,9.301526,7.968018,7.308484,8.519942
S22424,8.719182,8.917112,9.24489,8.055806,7.343792,8.6478
S22425,8.710944,8.736012,9.267832,7.832728,7.300958,8.553664
S22427,8.697662,8.774222,8.989812,8.086046,7.4267,8.689858
S2243,8.45067,8.406084,9.072084,7.875444,7.172898,8.704658
S22434,8.418338,8.436418,8.964266,7.782832,7.159178,8.353606
S22441,8.7847,8.775102,9.437726,8.0281,7.44801,8.797712
S22447,8.531648,8.666246,9.243058,8.07519,7.420204,8.965762
S22455,8.600522,8.647912,9.176568,7.963524,7.439022,8.711378
S22459,8.738406,8.81681,9.229098,7.991798,7.351436,8.609434
S22466,8.850048,8.923968,9.268904,8.09369,7.421542,8.660752
S22467,8.534414,8.501872,9.155696,7.916022,7.270456,8.720834
S22468,8.592958,8.519262,9.036934,7.776848,7.01603,8.309278
S22470,8.474944,8.50493,9.308948,7.804352,7.192818,8.401112
S22475,8.20095,8.16891,8.835902,7.706578,6.990256,8.418854
S22481,8.824548,8.939898,9.423048,8.163916,7.507372,8.889996
S22482,8.601658,8.619952,9.275718,8.018796,7.223114,8.738476
S22485,8.567282,8.58697,9.216974,7.937032,7.33255,8.80234
S22486,8.748118,8.858864,9.487086,8.221264,7.464462,8.899228
S22493,8.591172,8.671594,9.346972,7.967588,7.304424,8.692152
S22498,8.382526,8.34377,8.987606,7.87974,7.132324,8.581058
S225,8.473682,8.576916,9.15212,7.93321,7.321624,8.711556
S22507,8.520916,8.653788,9.137866,7.925636,7.235644,8.64989
S22514,8.40033,8.491776,9.00139,7.793198,7.000196,8.411606
S22515,8.709456,8.733324,9.295306,8.14846,7.454106,8.812082
S22516,8.167906,8.323864,9.063996,7.914214,7.251012,8.729432
S22517,8.648934,8.666652,9.229852,7.890358,7.155464,8.346012
S22519,8.820026,8.835534,9.345332,8.059894,7.40994,8.749122
S22521,8.610282,8.692744,9.275368,8.093818,7.361052,8.74998
S22523,8.703882,8.67618,9.187924,7.876466,7.227666,8.4526
S2253,8.610976,8.613192,9.130958,7.901526,7.279856,8.51189
S22537,8.878102,9.021668,9.409468,8.249288,7.43171,8.89549
S22542,8.915232,8.990656,9.360658,8.089846,7.514342,8.58857
S22543,8.943802,8.99195,9.274394,8.241476,7.587348,8.936346
S22549,8.530134,8.654124,9.271968,8.06588,7.403678,8.674392
S2255,8.62373,8.650352,8.899914,7.837284,7.165344,8.429608
S22551,8.447674,8.50653,9.048962,7.75317,7.07187,8.46773
S2256,8.84161,8.835998,9.383366,8.041384,7.476438,8.681338
S22561,8.96075,9.07161,9.58436,8.121118,7.543898,8.953074
S2257,8.559944,8.675842,9.290094,8.031484,7.289144,8.709486
S22572,8.701262,8.60862,9.064412,8.285144,7.558944,9.071226
S22578,8.50881,8.503284,9.269072,8.12013,7.366378,8.856484
S22584,8.456034,8.352608,8.941206,7.74341,7.071684,8.386954
S22592,8.810994,8.816328,9.302752,8.16428,7.590782,8.887694
S22593,8.844602,8.752472,9.339964,7.995034,7.345234,8.634944
S22603,8.27669,8.402552,9.082526,7.713908,7.108148,8.329908
S22606,8.27844,8.239912,8.891522,7.861122,7.224574,8.59025
S22608,8.70981,8.795784,9.320622,8.051018,7.423172,8.782726
S22609,8.754156,8.699698,9.250728,7.924454,7.296586,8.497482
S22614,8.667648,8.749484,9.267396,7.892162,7.232886,8.431878
S22617,8.384408,8.55042,9.238808,7.984764,7.311332,8.675406
S22628,8.863854,8.847584,9.248174,8.132684,7.428952,8.74118
S22639,8.311752,8.434324,8.963456,7.80662,7.203316,8.41801
S22643,8.578452,8.748176,8.871166,7.884296,7.163178,8.324824
S22649,8.598314,8.593218,9.313754,7.967626,7.322782,8.895134
S22654,8.59212,8.687278,9.290864,8.04563,7.33379,8.932272
S22655,8.77241,8.768306,9.3153,7.990162,7.338648,8.777046
S22660,8.508914,8.620044,9.178742,8.065438,7.353654,8.936042
S22664,8.607632,8.729636,9.22145,8.042436,7.483276,8.584452
S22666,8.64249,8.639716,9.077844,7.845564,7.27314,8.515204
S22669,8.709702,8.719318,9.1596,7.969006,7.24078,8.51169
S22677,8.708768,8.647242,9.127088,7.870746,7.294446,8.60241
S22690,8.454556,8.476396,8.898198,7.762038,7.172126,8.426302
S22695,8.584798,8.668456,9.0982,7.980416,7.188568,8.532882
S22714,8.875526,8.917222,9.241622,8.122438,7.334844,8.56414
S22716,8.755742,8.69168,9.023902,7.93366,7.07427,8.384448
S22717,8.875592,8.888398,9.34141,8.125484,7.603338,9.011974
S22724,8.599976,8.61792,9.134414,7.957836,7.28618,8.426678
S22725,8.553648,8.648834,9.266402,7.927218,7.283388,8.675368
S22729,8.879564,8.919438,9.309106,8.0249,7.250458,8.62028
S22736,8.517342,8.58503,9.028858,7.940702,7.209044,8.439068
S22739,8.552538,8.56097,8.95193,7.879672,7.136162,8.476598
S22743,8.485786,8.565752,9.321984,8.119902,7.412426,9.063972
S22748,8.870814,8.901846,9.324726,8.024438,7.4379,8.684308
S22757,8.586304,8.62521,9.24532,7.93546,7.304976,8.654972
S22767,8.42464,8.473804,9.022498,7.9211,7.296922,8.635134
S22769,8.450804,8.464876,9.068198,7.99472,7.233612,8.60357
S22771,8.672198,8.689354,9.150768,7.883114,7.20879,8.548514
S22772,8.840578,8.895004,9.369786,8.294234,7.690434,9.302674
S22773,8.764104,8.842016,9.245896,8.095994,7.361268,8.754994
S22784,8.492444,8.506918,9.09468,7.869694,7.237654,8.61033
S22787,8.404398,8.38357,9.137742,7.89532,7.167956,8.5006
S22791,8.392528,8.504736,9.131518,7.853058,7.268574,8.501772
S22795,8.707614,8.71083,9.362872,8.171894,7.477308,8.85784
S22805,8.676882,8.786888,9.217922,8.09429,7.356396,9.115018
S22807,8.436518,8.562526,9.042272,7.92923,7.304652,8.600836
S22808,8.651432,8.780112,9.349026,8.052918,7.444664,8.701646
S22809,8.521864,8.543518,9.158476,7.86987,7.086232,8.494368
S2281,8.629144,8.719748,9.119488,8.06414,7.324782,8.730924
S22811,8.67421,8.71634,9.224586,7.952912,7.38337,8.640414
S22822,8.521864,8.450532,9.071482,7.818946,7.165422,8.532334
S22825,8.61827,8.686666,9.043602,8.017414,7.203664,8.67975
S22828,8.664244,8.73958,9.230888,7.99496,7.390018,8.755304
S22830,8.39448,8.32873,8.942742,7.827896,7.104654,8.514698
S22834,8.77911,8.84264,9.32908,8.151218,7.392866,8.914442
S22838,8.706668,8.766646,9.05969,8.035,7.283636,8.580546
S2284,8.484006,8.444388,8.970868,7.811566,7.211502,8.302924
S22847,8.680462,8.696652,9.11662,7.955406,7.288842,8.528716
S2285,8.788056,8.838116,9.290078,8.088768,7.48574,8.691598
S22851,8.617312,8.651882,9.179198,8.010882,7.289318,8.454408
S22852,8.58191,8.55011,9.20819,7.906864,7.20441,8.671822
S22854,8.69799,8.762988,9.056234,8.037878,7.22766,8.517136
S22855,8.602704,8.755676,9.329234,8.08835,7.52644,8.957618
S22859,8.557212,8.529178,9.142614,7.864088,7.114162,8.36523
S22860,8.721688,8.72965,9.324408,8.060864,7.382198,8.802722
S22865,8.643776,8.706662,9.26742,7.991262,7.320836,8.741906
S22873,8.702202,8.750412,9.273456,8.09135,7.429528,8.851406
S22896,8.58138,8.593936,9.253228,7.94715,7.318464,8.799798
S229,8.682322,8.731656,9.083726,8.04366,7.280154,8.685892
S22904,8.259428,8.319838,9.064604,7.689252,7.159858,8.506084
S22907,8.301004,8.378422,8.953318,7.702184,6.96535,8.355306
S22911,9.015426,9.03851,9.450322,8.192004,7.549948,9.114348
S22915,8.512614,8.652,9.166704,7.843392,7.245168,8.345154
S22923,8.615944,8.631496,9.253254,7.925882,7.308746,8.591728
S22929,8.470488,8.574416,9.212552,8.019448,7.445402,8.736064
S22931,8.738508,8.81887,9.248204,8.022498,7.321864,8.48726
S22932,8.8369,8.929616,9.470128,8.174338,7.402918,8.971794
S22937,8.528394,8.70128,9.218748,7.893276,7.22,8.50057
S22939,8.855796,8.831636,9.316982,8.155262,7.5483,8.80342
S22942,8.569158,8.405466,9.142618,7.990452,7.274274,8.59512
S22945,8.747954,8.90186,9.40974,8.078296,7.486672,8.738744
S22947,8.282994,8.296042,8.7731,7.762486,7.16373,8.50555
S22948,8.71831,8.786028,9.337154,8.053696,7.45185,8.749158
S22952,8.373206,8.290226,8.954214,7.91138,7.14283,8.406108
S22953,8.533962,8.63808,9.24041,8.05195,7.2734,8.675766
S22955,8.447262,8.528556,9.07027,7.873028,7.213812,8.423344
S22957,8.491592,8.552422,9.268544,7.977316,7.361806,8.740248
S22958,8.818298,8.927852,9.44104,8.199412,7.560126,8.881068
S22963,8.658684,8.75743,9.220702,8.054866,7.24569,8.475374
S22966,8.499334,8.532652,9.200876,7.828416,7.110336,8.421778
S22969,8.368058,8.383558,8.990818,7.89232,7.173428,8.468926
S22970,8.754952,8.749834,8.997756,7.964268,7.246194,8.564182
S22977,8.746158,8.63471,9.21988,7.888644,7.224196,8.573978
S22980,8.431494,8.599136,9.36194,8.062,7.46104,9.049398
S22988,8.936434,9.047184,9.413922,8.186438,7.651632,8.995906
S22989,9.027392,9.04652,9.269162,7.97838,7.32928,8.482814
S2299,8.53532,8.500506,9.116236,7.743306,7.18337,8.470366
S22994,8.714566,8.705002,9.105796,7.85557,7.132934,8.471372
S22998,8.315636,8.132484,8.902178,7.69818,7.032004,8.432464
S230,8.292302,8.455642,8.880326,7.851958,6.949116,8.265412
S23007,8.489988,8.571234,9.246232,7.853588,7.2492,8.63434
S23008,8.539144,8.499284,9.106992,7.797184,7.173256,8.358526
S23009,8.552174,8.559642,9.139888,7.823384,7.216852,8.359854
S23012,8.641914,8.7997,9.251326,7.958158,7.308662,8.564778
S23014,8.881836,8.978418,9.300996,7.985746,7.215686,8.547252
S23015,8.250312,8.47959,8.9492,7.74332,7.009208,8.350016
S23017,8.525126,8.582452,9.141988,8.021062,7.241586,8.584898
S23023,8.611516,8.592238,9.288256,7.956324,7.299708,8.633334
S23030,8.579314,8.74763,9.02967,7.92301,7.187312,8.493548
S23042,8.649744,8.687374,8.969244,7.903484,7.220754,8.497128
S23048,8.713548,8.743252,9.252372,8.061102,7.399606,8.745764
S23058,8.514018,8.577546,9.079302,7.997536,7.35933,8.522024
S23065,8.328832,8.313066,8.756256,7.904542,7.076342,8.468088
S23067,8.619714,8.649296,9.282562,8.096298,7.45682,8.86217
S23086,8.717132,8.830986,9.021676,8.138852,7.43104,8.64164
S23087,8.52166,8.642104,9.244294,8.087798,7.189774,8.614982
S23089,8.627506,8.672062,9.160794,7.967772,7.316752,8.57477
S2309,9.157788,9.22875,9.5133,8.42286,7.737916,9.247664
S23093,8.222468,8.124036,8.880068,7.68032,6.976832,8.424712
S23112,8.434178,8.57454,9.138074,7.871912,7.24054,8.652652
S23124,8.286272,8.317118,8.950816,7.89684,7.04987,8.388294
S23126,8.50031,8.571072,9.20571,7.886514,7.212278,8.404014
S23130,8.450856,8.648744,9.381988,8.156318,7.479396,9.15616
S23136,8.566088,8.785476,9.363038,8.07029,7.480636,8.830868
S23141,8.178838,8.324878,8.854642,7.865108,7.300212,8.485876
S23144,8.76786,8.673088,9.239786,8.254444,7.570416,8.931092
