CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	otherCells
S10140	7.50161042553597e-08	0.0771309127270104	5.87072954487251e-05	0.00017020299397559	0.000198770753526314	1.02551379632905e-05	2.64183347021188e-10	2.41044716637316e-08	0.922431051707316
S10142	2.69218367233572e-05	0.0759995384287506	3.77424413604758e-05	0.00119514324594177	8.09135393257308e-07	4.07313120241888e-06	1.73839807188649e-09	6.40163760075258e-09	0.922735763640593
S10150	2.76360096308011e-07	0.0765430242755105	4.02009536892422e-06	0.00105579333644801	9.2402162658467e-06	4.77633903533567e-07	9.11419813912592e-07	1.60689541383576e-07	0.922386095973052
S10155	4.98988269294732e-07	0.0771549517263842	3.32481317555532e-05	0.000479538670697566	0.000387491999372105	1.67007424700263e-06	1.05005435973959e-08	4.22476229625298e-05	0.921900342285768
S1016	2.24550875421784e-06	0.0764900719793311	9.06628783013588e-05	0.000703900338227621	2.41405222530487e-05	2.22287822543564e-05	2.93897971631187e-10	1.34458765088111e-08	0.922666736251104
S10163	1.97014644655415e-08	0.0773266400887153	8.23112796719295e-06	0.000615883436216851	5.59598590645204e-06	5.46773507387866e-09	3.11427886120752e-07	3.84310250233194e-07	0.922042928453858
S10167	5.49580725610373e-07	0.0779077015888712	0.000149092033788731	6.9170619516062e-08	6.77456687513299e-05	3.22824641722768e-05	1.10802785783097e-06	2.0070566277504e-07	0.921841250759551
S10168	2.15542555113732e-07	0.0770264098136783	1.85707633534581e-07	0.000833053618813467	7.79662717746441e-06	2.31698631620038e-05	3.91738643492686e-10	5.09201484943107e-06	0.922104076420392
S10173	1.94210950037232e-06	0.0785503588198102	1.29353402183041e-06	1.6532086899578e-06	2.42657660471563e-05	1.15235420286648e-07	1.65533066289737e-09	9.72186038586646e-06	0.921410647810794
S10175	2.38505566434576e-07	0.0772353552978219	2.94743423550862e-06	0.000721955007976375	2.22253291708125e-06	1.91533251099335e-08	1.85044862228434e-08	9.80739975881626e-09	0.922037233756271
S10179	2.90443649681457e-07	0.0780254453829479	7.50428494977163e-06	0.000166457773505903	3.95712157551733e-08	2.17931096938435e-08	4.25882023254033e-09	2.04067432271407e-09	0.921800234451127
S10186	6.26287700585091e-08	0.0770913781011391	6.17245538513778e-06	0.000305652853366004	0.00018735796708418	7.11670462570518e-05	1.62505945383282e-10	2.87318568666015e-08	0.922338180053636
S1019	8.67252558626953e-06	0.0759704148684555	3.78548981300371e-05	0.00101546366922891	0.000171508126122077	4.21174860797552e-07	1.47439260813325e-08	6.67238339382842e-07	0.922794982755351
S10190	3.65781745309686e-07	0.078565367435108	3.80360140856414e-05	1.47910306069863e-06	2.53126034674452e-06	5.02633094164157e-07	3.12738298617262e-08	1.19602462954603e-07	0.921391566896267
S10195	8.86269454224013e-09	0.077057828041536	4.70277085611589e-05	8.30774989349455e-07	0.000229073129631151	5.63880069448153e-06	6.46816109223084e-10	1.53323858183196e-05	0.922644259649259
S10196	1.12958420063926e-07	0.0777759631094418	4.03106831985868e-06	1.37668766694981e-05	2.08235381794063e-05	1.07104930632482e-06	2.62614391113431e-08	9.63656512770726e-07	0.922183241481711
S10200	3.73214824271716e-07	0.0769760128211583	4.34203600209341e-05	0.000718908775499598	5.65521091536555e-05	5.6353366685031e-09	3.13483184611676e-07	3.64958603878241e-06	0.922200764014783
S10201	2.83888726397311e-07	0.0758568706060502	1.1241170567553e-06	0.000152856478459586	0.000477891230075073	9.7103799297027e-09	1.87211320990708e-09	3.30453019533248e-08	0.923510929051837
S10202	4.05909652731966e-07	0.0766628426493947	6.17048993539325e-06	0.000678682609020908	5.30489250005266e-05	3.85200345129778e-07	2.66831758570166e-09	4.59739034734417e-09	0.922598456950943
S10205	3.62065455403953e-05	0.0755516899596014	0.000559936457801461	3.76218621777616e-08	0.00123011452862888	5.83242115866955e-08	1.12814384594687e-09	4.80683437320345e-05	0.922573887090478
S10211	1.48921605821023e-07	0.0770502282408893	1.28455883089684e-05	0.000205855110349542	0.000264946913315016	1.28334433245156e-07	3.85475566947908e-09	6.66406317850771e-08	0.922465776395711
S10221	7.84880017553427e-07	0.0780062193338543	2.44731725352508e-05	3.51726055099796e-06	0.000132968172942813	2.10137376690595e-05	1.81993786212655e-10	3.18724714341513e-07	0.921810704535722
S10222	1.35101430906954e-06	0.0768717302311114	6.47051876779814e-09	0.000176969238115737	6.39021967737365e-05	1.82128459958294e-09	4.88009467262171e-06	8.958462445368e-06	0.922872200470769
S10226	2.66477467127318e-08	0.0771107617188588	0.000245445246647622	0.000176331571710001	1.66748082614988e-05	5.65938666961177e-09	6.22370545541768e-08	5.60124348616679e-09	0.922450686509091
S10227	8.24270462899683e-07	0.0773720664153048	5.7545769953708e-05	0.000386423846421554	0.00030092557892452	7.92696340083449e-08	5.68395533838909e-09	4.75733023163545e-07	0.92188165343232
S10228	0.000258424907026355	0.075932900719098	0.000748852771087419	2.36239875383298e-06	0.000445802528545465	4.02134842134869e-08	5.89018943851732e-09	3.61896073794462e-05	0.922575420964436
S10232	3.83888540301325e-09	0.0789200010711809	8.16390161209472e-08	9.60141656516545e-08	2.8872671318636e-05	7.25822004671307e-09	1.50182698853761e-07	5.23593156369972e-07	0.921050263731358
S10248	7.35857872409617e-05	0.0774558475270526	7.75798471478783e-05	0.000183919504805273	8.54627587628702e-05	6.05342131655571e-08	1.16956391355783e-06	5.38790573514865e-07	0.92212183568629
S10249	1.47901907459832e-07	0.0772870297783315	8.72208200449258e-08	0.000655545636518356	3.99769089235523e-07	3.20852018131535e-08	1.58942991212232e-07	6.27894887540569e-08	0.922056535875652
S1025	3.27864601672436e-07	0.0770826366314782	5.13654923360149e-05	4.4486918584018e-05	0.000492346250421569	6.58701293174735e-09	8.6972621177384e-10	4.30727795289182e-05	0.922285756606311
S10266	4.14571526905841e-05	0.076918823870403	7.22081318271011e-08	0.000125938579137395	0.000439928184923697	4.0351646678637e-08	1.12704384756013e-09	5.86154492584754e-05	0.922415123076765
S10269	2.7569466974026e-07	0.0772837656376053	7.98135949303434e-05	7.4379602086594e-10	0.000307486300906275	5.76789637657818e-08	1.0943777948849e-06	1.36642231461207e-05	0.922313841748188
S10272	0.000183769268631041	0.0764147459172209	0.00021101685896212	2.21563827220756e-06	5.40482698876476e-05	2.32181639168529e-08	1.96579854902421e-09	3.01581347726086e-06	0.923131163049586
S10273	5.26682267478898e-08	0.0771030772388758	5.31614464644613e-05	0.000548116504046407	1.62226326093305e-05	7.94445711443473e-07	3.27226453479461e-09	1.37302746115196e-06	0.92227719876434
S10274	1.11962347277786e-06	0.0774339545117645	5.34902408942181e-05	0.000482882993497444	4.76840550332921e-06	1.95396208024277e-06	1.24805710999218e-07	1.77597222368082e-08	0.922021687697354
S1028	7.54419633542815e-08	0.0780755045156745	7.26870115617594e-08	8.34562629731324e-05	2.39314451194439e-05	6.99048812094855e-06	1.25930443427388e-08	3.35034109965114e-08	0.921809923062682
S10280	2.84912968673425e-07	0.0765579587569676	3.50682087516392e-06	0.000335491414915036	4.17697987505961e-07	3.25973566916896e-10	4.82157809729508e-07	2.20590145749166e-08	0.923101835853488
S10283	2.28015230681727e-06	0.0775529306570535	4.23580680110972e-05	0.000398520341134276	1.9389147334904e-05	1.4155452267122e-08	8.1260485057831e-10	9.97955108156955e-06	0.921974527115021
S1029	2.47535504925796e-07	0.0766351101148387	1.06310849314056e-05	0.000254901713199916	0.000443235587305016	4.77158204251012e-08	1.09175228936354e-10	1.18856182143088e-05	0.92264394052101
S10292	3.64491360157663e-05	0.0781105386558133	2.86029761065921e-05	4.18293796325832e-08	1.39324571887645e-05	8.42666867502055e-09	8.64624934530667e-10	0.000179776248406803	0.921630649405796
S10294	3.41976906262999e-05	0.0778011906599868	1.97364106875331e-08	5.03181725307446e-08	1.52331183750717e-06	2.34114591448506e-05	4.69872031168781e-07	1.76559791057976e-05	0.922121480972684
S10302	1.4919920781318e-08	0.0779106673061743	4.11523107811558e-05	0.000145695029197578	0.000200550132728852	2.88190801722864e-05	6.24067019289786e-08	6.94887574502224e-09	0.921673031865447
S10303	4.29470328856125e-07	0.0776419020401376	4.57798503189125e-06	0.000342361183893952	3.68807051042718e-06	5.7976714174173e-07	1.38103473236436e-06	2.46478129687226e-09	0.922005077983442
S10323	1.36850138630529e-05	0.0768546039014321	3.52879951657767e-05	5.61849957542957e-07	0.000432562802379531	5.5899405786234e-07	1.90967162693317e-08	4.58724362945816e-08	0.922662674473992
S10326	1.03090430787203e-07	0.0771916442227533	4.97451509720681e-05	6.02138669701037e-05	6.81896211714408e-06	6.1613340754832e-08	5.74303142284796e-07	8.83533955525599e-07	0.922689955256318
S10328	4.71413134720127e-06	0.0765076987677175	3.03396343836052e-05	0.0010483899762791	2.54346186648388e-07	7.98216278410951e-08	4.52477061898105e-09	2.30346722666996e-07	0.922408288450965
S10329	2.15591579820622e-08	0.0772747825285226	5.37001675959759e-09	0.000448644641885809	1.02099734009323e-07	6.51666653395781e-08	6.83051143529979e-10	9.78707730936584e-06	0.922266590873657
S10336	1.97303330054844e-07	0.076534305874924	1.18416607137458e-08	0.00106457408232522	1.33786746331158e-06	1.28061630867232e-08	1.72525852243179e-08	6.66698600126824e-06	0.922392875985547
S10340	1.7607753858096e-07	0.0780228913095333	7.79751273311998e-05	3.66831754452386e-07	5.1949075681077e-05	1.33413759218419e-05	3.6327720578026e-07	2.20435036261045e-08	0.92183291488153
S10347	1.38239403069859e-06	0.0765830137503341	4.28790293331292e-09	0.000486218094730214	2.19328168896702e-05	4.30328703985968e-06	4.31346665183342e-09	1.42747385795901e-07	0.92290299830822
S10353	6.18639517364652e-08	0.0775355690446796	4.4887502605556e-06	4.05002238253515e-05	0.000621608643424714	2.08980654741822e-08	1.68882604365692e-09	1.21716735420296e-06	0.921796531719612
S10356	3.59923949051e-05	0.0775567980172313	7.91081914806955e-06	8.79472021053214e-07	2.15635583366875e-05	1.92783147432916e-09	9.75836818374071e-09	1.07282986753425e-05	0.922366115753483
S10358	3.37869121332833e-06	0.076838186965511	3.20576700398848e-08	0.000833035667689972	4.7325163491082e-06	4.10195948014635e-09	2.34074955491435e-07	4.96730187418362e-07	0.922319899194464
S10365	1.8609590700049e-07	0.0771920078110963	6.52394146702865e-05	0.000234304160119631	2.57004760521225e-08	4.37067426622948e-08	9.38980647776183e-08	7.97215401131049e-05	0.92242837767281
S1037	1.1664779802596e-07	0.0777252323356669	5.39256181262831e-06	0.000258702798125851	3.4282763610834e-06	1.90414505178753e-07	6.38552315567498e-09	6.27467977453301e-07	0.92200630311223
S10373	2.55029717903755e-06	0.0783187505486684	3.83632624122001e-07	1.36619111046646e-05	9.31499451179565e-06	2.16920465482006e-08	3.52711464449113e-10	1.96722191116876e-08	0.921655296898935
S10374	1.51771388940853e-05	0.0774350347310097	4.49286476499318e-06	4.45652797764869e-08	1.39825699827126e-07	9.65058272464145e-07	2.47193197762097e-09	1.45497516870234e-05	0.92252959359246
S10375	2.87554511386615e-08	0.0783668214660642	5.0063686137398e-07	8.80703679154984e-06	0.000146913455507183	1.02629319735837e-06	9.80284179544348e-10	2.24705507322175e-08	0.921475878905292
S10377	2.21187578433524e-07	0.078385059556731	3.07159085801909e-05	8.83073078252578e-06	2.16544217363686e-06	1.99815591457292e-08	5.83127417734763e-11	6.81426209865536e-08	0.921572918991661
S10378	2.25445556130569e-07	0.0780951694108761	2.49263071107574e-05	0.000203379848303189	1.08865783203824e-05	2.92816576929853e-07	1.71190378124676e-07	1.36276828778094e-11	0.921664948389251
S10390	0.000110961001675482	0.0758649884687081	2.2579769914244e-05	6.71220832112509e-07	0.000849548100683911	6.25073282546538e-08	3.16425312458616e-08	1.23864905142795e-05	0.923138770797812
S10391	4.99362322220322e-06	0.0769295882052002	4.20595461052138e-07	0.000557267804947858	5.29072624772837e-05	4.00061492666434e-07	5.36746091460391e-08	1.3314935606184e-05	0.922441053836983
S10393	3.48560067215231e-07	0.0772521513871868	5.71751759506585e-07	0.000701401596285059	0.000141516616923735	2.26710989627604e-08	2.64796160003599e-09	7.92725258409682e-09	0.921903976841464
S10400	1.21850020284703e-07	0.0774481381836654	3.73684260673293e-07	0.000486565785610406	4.51673753249908e-06	5.58718639664728e-08	2.48840549252837e-10	1.08385060726221e-05	0.922049389132134
S10401	9.06666663002234e-08	0.0768223839039341	6.64515433138487e-06	0.00044954746641331	0.000465270707440714	9.46868611323075e-07	3.4132717336047e-07	6.2283571257862e-07	0.922254151069717
S10406	9.86788482806062e-09	0.0774637023661457	7.97665344276588e-09	4.72318841361449e-05	4.80654431812334e-05	3.45972604653231e-08	3.10623921844486e-07	1.20854953219809e-05	0.922428551745494
S10408	2.16243270688455e-06	0.0772078245399298	2.76679790919609e-06	1.44148846816533e-06	0.000578623226555704	3.15680230408085e-06	1.50599518090959e-08	4.00760789278848e-08	0.922203969576096
S10409	7.87348487409662e-08	0.0784793887876553	6.46002349004617e-05	1.72083164045344e-07	2.40422510540858e-06	1.00403138903938e-08	8.12333002647419e-09	4.02174146926838e-05	0.921413120355989
S10418	7.20382709565473e-08	0.0756479597534694	2.97877841827169e-05	0.000296701789845442	5.01850393132472e-05	2.87271364968658e-09	6.53186726539183e-08	8.84317652983680e-09	0.923975216560355
S10431	4.66887467227042e-08	0.0776212406108863	0.000121643671731205	0.00030554401237035	7.35405945929147e-08	1.83589068236315e-08	8.97134843613151e-07	4.79624072403214e-06	0.921945739741196
S10438	6.39978794116634e-05	0.0773113044589903	4.17535736621912e-07	5.608338601926e-05	6.40183231639464e-05	6.36011949444626e-05	4.47502476298914e-09	5.107776653443e-07	0.922440061969044
S10439	4.21289543786867e-07	0.0782206261840618	4.15075162691223e-08	1.5172115412415e-05	0.000101450166436391	1.11359234942208e-06	1.12688197615482e-09	6.84477551617807e-07	0.921660489540246
S10441	1.10656730360571e-07	0.076554056224239	9.51145137216205e-05	0.000305836030461424	6.38398996808393e-06	2.28921229832863e-08	2.58953869524311e-07	2.19957674981625e-08	0.923038194743119
S10442	1.42838191206447e-07	0.0770290310505863	4.03140508964056e-05	0.000172491937082482	0.000567463493060401	7.91413576810301e-08	1.52838846659822e-09	9.72216519111651e-06	0.922180753795246
S1046	0.000160840855793157	0.0776419597541167	2.61865041339073e-05	3.6935156098817e-05	9.62604915827334e-09	2.5447590319084e-07	3.26609811899881e-08	6.27877094698858e-08	0.922133718179214
S10478	2.95050523134281e-06	0.0771047935174735	6.91202298933268e-05	0.000184789653788155	4.47833962037355e-05	6.03172642508975e-09	6.22681925805717e-09	7.62668451315722e-07	0.922592787770413
S10480	1.62317828461683e-07	0.077061486103098	0.00026279305009035	5.12211765651328e-05	1.31991065686631e-05	2.44565225816129e-08	5.01072958425576e-09	9.25655345470292e-08	0.922611016213063
S10484	6.97225744651257e-08	0.0765913830970695	8.83392950284189e-05	0.000340055323063587	0.000488127264085515	4.45496991186681e-06	6.88775101501006e-11	3.57020828273428e-05	0.922451868176562
S10492	9.83008226930833e-07	0.0784060844476112	7.71318332127426e-05	1.33914292406144e-06	2.17548551722462e-05	4.96163038491974e-05	4.28699023505412e-09	6.96266156325937e-05	0.921373459506381
S10496	0.000418533133991395	0.077000152044893	3.96706344602848e-05	9.07628515233832e-07	8.53527790393263e-05	1.14993511535887e-08	2.97501886303625e-07	1.75884067608521e-06	0.922453315937187
S10510	2.20015855374898e-07	0.0764339392214514	9.16400595094659e-08	0.000514251116311195	0.000123978973114274	3.60143081482801e-06	4.26757753458059e-07	9.10193534257876e-08	0.922923399825287
S10513	4.08386485560634e-06	0.0774546126567479	6.94321980625564e-06	6.32624627654839e-05	6.3675221245146e-05	8.21615257141834e-08	4.16459727697865e-08	2.23784581808275e-06	0.922405060921263
S10516	3.03966373327831e-05	0.0766829303418133	1.79193120689871e-08	0.000650745695835738	5.25134725748222e-06	7.8105244528114e-10	3.61331270816365e-07	4.81175639405725e-08	0.922630247828561
S10534	2.04024363734818e-06	0.0775454112823839	7.60709245209531e-07	4.75892908985987e-05	2.1773002252871e-09	4.56078191125455e-06	1.16757362131332e-05	3.53780913618708e-06	0.922384421969274
S10535	3.38682544099346e-07	0.0779417818469778	3.53926838566593e-06	1.76844734800816e-06	6.44840631992171e-05	9.30544759382044e-09	3.60811212506538e-07	1.74269777689991e-08	0.921987700147907
S10537	1.08748210943023e-06	0.0779807933450603	2.64055673449969e-06	0.000170609987109539	7.83759639148813e-06	6.66130433256726e-06	2.95562176343279e-07	3.361042291936e-07	0.921829738061857
S1054	7.53039298850958e-08	0.0766111600847212	2.24231623350548e-05	0.000637755255343865	1.02313124414792e-05	3.97014662752552e-07	5.02991564099606e-10	4.93981260274347e-09	0.922717952423761
S10543	1.84205978963592e-07	0.07576668498018	3.44304374729379e-05	0.001601277923666	9.1279088184107e-07	1.30155121500192e-05	2.16535742729683e-10	4.54480000786216e-05	0.922538045933056
S10546	1.16972073583402e-07	0.0770686301096997	3.41451196818105e-08	0.000396850104617958	4.45796323673797e-06	3.71794035107793e-07	5.37946978692219e-07	2.29286478951315e-06	0.922526708099449
S1055	1.65429268296437e-08	0.0773578921755106	0.000298255878975937	9.78801342807231e-08	0.000120608035150258	5.57691798097884e-09	4.61412654407068e-10	3.37087857588582e-06	0.922219752570396
S10551	1.74774997977191e-06	0.0774044590873565	9.25277692174158e-09	0.000508247801004656	1.85453321625315e-05	1.94720949962917e-07	1.06590491327345e-07	1.70867281388305e-07	0.922066518597997
S10552	1.93664963208415e-06	0.0757530678045742	5.29793268362592e-06	1.64722888335875e-06	0.00095409031888027	3.10449900353337e-07	5.12017631192774e-08	2.10901682761588e-07	0.923283387512
S10555	9.48729640836203e-08	0.0781183614669663	6.89150849377929e-07	0.000193284966259266	3.05014473324668e-06	1.27273586616293e-08	3.94221476789324e-08	1.12770682807736e-10	0.921684467135951
S10559	4.34682147748612e-07	0.0776616466192979	3.56310180069356e-06	4.81800513916719e-05	1.2720934564488e-07	5.00744976688247e-09	2.7231812796021e-10	1.27335990113997e-05	0.922273309457237
S1056	2.35935734422981e-07	0.0780146396042652	5.70382918723325e-05	4.640552387067e-06	0.000139104773607285	1.14916286611256e-05	7.74667262097018e-08	4.5231112528003e-10	0.921772771294435
S10563	6.04487685618779e-07	0.077558514824804	4.56902175196344e-05	0.000790043904024171	4.3266843515918e-05	1.25265782424278e-09	4.78089910576191e-08	2.39895063739103e-09	0.921561828261851
S10574	5.11188550095273e-07	0.0774202318278834	2.98028561008866e-06	5.63385746489092e-08	0.000311380793305886	3.8759621623274e-05	2.49613573198893e-11	1.19021794041902e-07	0.922225960897697
S10576	2.06690305062641e-08	0.0761626459560089	1.26113519915746e-06	0.000307149485829666	0.000791730930552972	3.58564410478626e-06	5.21624413964787e-11	4.06251886051758e-09	0.922733602064593
S10578	3.81568388918236e-07	0.0776878919013395	1.64000477918386e-07	9.78934724728935e-05	3.54322382547658e-05	2.96983502282549e-06	4.18644122494083e-10	7.54251505826116e-06	0.922167724050341
S10579	1.82356497421392e-05	0.0764328288421221	4.1314897754082e-08	0.000716074001620403	2.53058542835791e-07	1.47657194830122e-09	1.41999379034183e-09	2.08364570722321e-08	0.922832543400052
S10582	2.38728922506933e-07	0.078109233255825	9.04435096551275e-06	6.05249822973405e-05	2.63507540012676e-06	4.32091030912255e-10	4.28465949048102e-09	1.04728721232533e-08	0.921818308416967
S1059	1.47283353293765e-05	0.0771021808203659	1.56351685539995e-05	0.000883436328549249	1.90574199913997e-05	5.88765703121062e-09	2.69160682214415e-07	2.27786118998165e-09	0.92196468460101
S10599	1.22195644965748e-06	0.0785089787611361	0.000112153020843199	1.99435389745461e-05	2.75327602783416e-05	4.56791159675889e-09	1.23667879926282e-08	1.23048296305456e-07	0.921330029979322
S10611	1.19401922354852e-07	0.0773519575386494	1.99363723205312e-05	2.34983728987093e-05	3.413766941461e-05	2.83153593847393e-08	8.05459244331695e-10	1.21205983353155e-06	0.922569109464142
S10614	9.56406040650485e-07	0.0774062115396048	7.28305221938602e-05	0.000106864580941652	2.06650140114658e-05	1.43592535424938e-07	3.05930672342892e-09	1.35870504572108e-08	0.922392311698315
S10624	7.0502624667649e-07	0.0774616573880441	3.57247090647611e-05	0.000282074327388553	6.58438101931054e-06	6.12567626717363e-09	9.85424353929258e-07	2.51998740214629e-08	0.922212237418332
S10632	7.90045602819139e-05	0.0766345257268135	5.11263135179562e-05	0.000128777880993488	0.000125197063287647	9.98095680039785e-05	1.72613500238767e-10	3.14663704815874e-08	0.922881527248118
S10634	1.16218044932783e-05	0.0778159559621527	4.29160793099719e-07	4.21546253251671e-07	1.93754084649094e-05	1.02437793261192e-06	2.52959805521395e-06	1.25674222245328e-08	0.922148629574433
S10638	3.74729976598689e-09	0.0760609231728023	1.29609306056061e-05	0.000417233014433204	0.000227237265838894	8.47692633373492e-06	2.23608289061069e-10	1.56788738010924e-05	0.923257485845277
S10644	4.87548677289441e-07	0.0779116659978292	7.08005447622437e-07	0.000503733570575199	1.35161323142215e-05	1.05231949181844e-06	3.94909163875707e-07	2.52173275709853e-05	0.92154322418893
