CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	otherCells
S10649	4.45997416045178e-05	0.0759726414332984	3.7423491246121e-05	0.000896416066497633	0.000132498299823424	3.68097596435694e-06	8.52534051419766e-10	9.47833764772409e-09	0.922912729660694
S10652	3.64279425125669e-08	0.0764001587135712	5.0215791324374e-06	0.000547577318871221	0.000189578670472982	9.41604812814739e-07	6.27276955728637e-09	4.11707816925471e-08	0.922856638241646
S10654	0.000255580418265384	0.0766481919273602	3.87212010253195e-06	3.28043059895017e-08	9.63466697042709e-09	2.27040891434957e-06	4.25487100678418e-10	3.69048936934947e-08	0.923090005356004
S10655	4.16808591770935e-05	0.0766550571264701	1.25966943928605e-07	0.000425844255334303	0.000175477936934847	5.67979605652048e-06	1.94859555360324e-07	1.12037963840365e-08	0.922695927995732
S10656	5.46619767406635e-08	0.0777938086422992	2.11898788210722e-06	0.000144799639024334	1.49268786327725e-05	6.58666225743353e-08	3.61601162294135e-09	2.40201786296051e-08	0.922044197687372
S10657	2.62431410293289e-07	0.0778379283774586	3.54046424709832e-05	4.14294163051616e-05	0.000105006236928461	6.86758780376965e-07	2.1283054401284e-09	6.61003393273277e-08	0.921979213908001
S10658	4.35659817175514e-08	0.0779740914949933	8.00259039565706e-07	5.91320238195935e-07	5.92660986417561e-05	3.04752142045564e-06	1.12829390438768e-06	1.32045216178812e-08	0.921961018241259
S10660	3.08110436207664e-06	0.0776230824670193	2.55714554939181e-05	2.38288523398351e-06	1.06680930405107e-05	4.79524742615916e-08	2.26858916289403e-09	4.51510274819006e-05	0.922290012746305
S10661	2.5092062210946e-07	0.0775645405858615	1.83937886582371e-05	0.000123359608596652	5.74401747319825e-06	5.9227029788137e-10	8.3748070817564e-10	1.48059873625962e-08	0.92228769484305
S10676	1.63421546381071e-08	0.077399777505299	6.31620314249237e-06	2.99978583037263e-05	1.43186721495517e-06	1.06248874830399e-06	5.63244991638485e-10	3.18272404517823e-06	0.922558214447847
S1068	9.873914042814e-07	0.0778696155896365	1.27400180701036e-05	2.43035221656406e-07	6.60581260835581e-06	4.22061329201932e-06	5.25516922590682e-09	8.7963083056138e-09	0.92210557348829
S10681	0.000455441160107247	0.0749917599956156	7.7195982684457e-05	0.000150711737221918	0.000477457252169387	1.28633879727289e-07	4.04312875096904e-07	2.32784256641597e-08	0.923846877647021
S10686	9.47546503466194e-08	0.0772187978060137	2.38587640784336e-05	2.02681546671882e-05	0.000387940691629407	2.03197364820946e-06	2.25366013176775e-07	9.73007206373203e-09	0.922346772759227
S10688	1.53723574782374e-07	0.076985721757659	2.70987486391162e-07	8.13010941492568e-08	0.000196600300782741	1.5505957765625e-05	4.22127633105161e-10	1.88569284379138e-05	0.922782808621072
S10690	6.01080645858277e-05	0.0766304751475871	6.47219056676944e-06	0.000457088090698961	1.81586296212914e-06	1.60626431923049e-09	5.16245767501392e-08	2.8944763520171e-08	0.922843958467995
S10698	1.06679563314187e-08	0.0779450131823246	4.76014165326487e-08	0.000186529560295775	7.89758941983585e-06	1.30180607397177e-06	5.15649939013214e-10	1.53213033679427e-06	0.921857666946526
S107	1.92106659832524e-07	0.0782080945007249	1.98682850343746e-07	2.92906756025352e-05	2.0214576342256e-05	5.12080154200837e-08	1.42854452718074e-07	9.02485026182335e-06	0.92173279054509
S10703	5.72546292326997e-07	0.0779076953805233	7.55131988715091e-07	5.27307671387693e-05	2.05064712840334e-08	8.17720441190971e-08	3.19778844087288e-07	6.02429605590796e-07	0.922037221687092
S10726	1.36826028835863e-06	0.0773431456195695	5.70545046081588e-07	0.000269094207647455	3.5675033730963e-06	1.21585408860688e-07	1.05738550519417e-07	2.31996817216987e-05	0.922358826858394
S10729	1.38110521837407e-07	0.0773263016187447	4.25287319751925e-05	0.000110667968056022	4.86540258311653e-09	1.44299024116676e-05	2.65598175471587e-07	9.54791753181609e-08	0.922505567725537
S10733	4.91089372207343e-06	0.0772766849196	6.82066698372052e-07	0.000248795465211367	8.80884301327948e-06	2.56726402697259e-06	4.65907615800585e-07	3.94005104782843e-05	0.922417684129634
S10734	3.70031187647532e-08	0.0771280344133626	7.39337748010586e-07	1.83068158955997e-06	0.00112851277233751	2.52984614597438e-08	1.2716540924249e-10	8.22721701924925e-06	0.921732593149197
S10735	4.02627363948381e-07	0.0780604850873284	3.58835905096284e-05	1.30859988895615e-07	6.03136026227278e-05	3.83148461884343e-06	1.19317845185058e-09	1.96008776522953e-08	0.921838931953512
S10740	3.76024668713518e-08	0.0774153649819242	0.000261429457654409	7.2028087097436e-05	0.000366825130745696	2.83809414658551e-05	4.19024628950176e-11	9.23405261848461e-06	0.921846699704125
S10745	2.68099187698628e-07	0.0771315547265645	3.87205629994807e-05	0.000187840446080727	9.24640639277985e-05	1.21918963484225e-08	5.40360544642751e-08	6.25471906138419e-07	0.922548460401383
S10748	4.60934960335954e-07	0.0769645193266359	4.4278294728795e-07	0.000641362199663195	3.3424328808027e-05	6.75483825500492e-06	1.15416259487791e-08	3.72432472887397e-07	0.922352651614631
S10753	1.13631966688487e-08	0.078229908950248	8.49273808109952e-05	1.50505842238193e-07	1.45567708054069e-06	9.62829949159885e-06	8.70728349709251e-08	5.69567474204138e-08	0.921673773793747
S10756	1.02370043267143e-07	0.0765708925328061	9.40552433683802e-09	0.000123320132042246	0.000993752932065682	6.76062732049465e-09	8.07017937037991e-06	3.81722782169947e-05	0.922265673409304
S10757	1.9763752491168e-06	0.0775921731211554	1.99911963244328e-05	1.75425902072623e-05	1.97668533599401e-05	5.55693965419401e-08	6.80102259145448e-09	1.43729527204394e-06	0.922347050198013
S1076	3.6716608629802e-08	0.0781509524471572	1.32880349765099e-05	4.77687697642005e-06	4.61214735645153e-05	1.73788871533523e-09	5.54597315692236e-08	1.0955142332256e-07	0.921784657701673
S10764	2.63800545345035e-06	0.0764747096313952	7.7850956987622e-05	2.63674790267375e-05	0.000432088274214296	3.23084354503318e-05	5.73876404562014e-09	6.333544916563e-08	0.922953968143259
S10767	4.31950003868973e-08	0.0776926600528786	2.51566254961859e-06	0.000624613923885611	8.01945007740629e-10	4.75109025380378e-08	4.07196548590092e-06	3.48198283445026e-07	0.921675698689069
S10776	1.57201183144853e-08	0.0775915472399832	5.56540226770083e-05	1.06404647590241e-05	8.771390639375e-09	8.38675885913985e-06	1.92655426888607e-08	2.44949020076068e-08	0.922333703261768
S10778	7.73643785048029e-05	0.0773842635797763	9.99995927831573e-07	0.000227958593829517	8.77758154281e-08	1.56224973966746e-07	3.45036053727002e-06	1.42202513352248e-07	0.922305576888122
S10784	4.37421350858238e-07	0.0773210555940009	5.86855057302283e-07	0.000139388229604705	5.47087926322369e-06	4.32226255908743e-06	1.66874033719363e-09	1.09059513523882e-05	0.922517831138071
S10787	1.15278949533794e-06	0.0780929833995995	5.61875044722197e-05	7.55105110088661e-05	4.61861130925037e-09	1.02616267464383e-07	5.03911157661777e-08	1.79005218648704e-08	0.921773990268908
S10800	6.97104165154365e-08	0.0778565166136333	1.92345990813533e-05	9.19441143675778e-08	0.000382394036684792	5.13825776997287e-05	3.98710589100148e-08	6.07496680141041e-06	0.92168419568051
S10805	2.34282317088993e-07	0.0771994065341002	3.37243268087927e-07	0.000272694231022065	1.33029325998283e-05	3.19675997896918e-08	8.92008694531307e-09	3.87932090448884e-07	0.922513595956916
S10813	1.21673331323026e-05	0.0760648333065537	4.31285102192244e-05	0.00141404189083488	1.26729009219953e-05	2.39934329014583e-07	1.75048070000284e-06	2.08480181149033e-06	0.922449080841497
S10814	3.28296117999399e-07	0.0745212038391673	0.00102156561365208	8.45854243560876e-09	0.000461594202680907	1.33477034812104e-08	3.97914134262917e-08	5.18154505526882e-05	0.92394343100017
S10815	0.000451763539217669	0.0763444575737252	1.5107908180227e-05	9.84039476267872e-05	0.000179196826096355	2.21379272600068e-08	4.23864198758229e-07	3.07581585540765e-08	0.922910593444869
S10817	2.00816763379195e-08	0.0771181940824023	2.90027783209806e-05	0.000503327135475896	6.40258067343127e-05	2.96513003792944e-08	1.66909988638025e-07	4.37945527950744e-08	0.922285189759548
S1083	4.22428697842599e-07	0.0772847124180465	4.48924935302558e-05	1.16115778114912e-06	0.000251695352545565	7.94440884128344e-06	1.10049132957579e-07	1.02538071633028e-08	0.922409051437617
S10835	1.91510348810806e-06	0.0778013524714073	2.76701283729412e-07	1.7083741299347e-06	9.26439488474988e-06	1.49124070379169e-05	1.8944915753722e-06	3.05095771845752e-08	0.922168645546616
S10838	1.84712377032089e-08	0.0768210424243729	1.6752883440129e-06	0.000333072175110268	0.00012786351157616	9.11937184526044e-08	2.5699898679841e-09	2.35509204488224e-05	0.922692683445202
S10844	3.64634148176853e-07	0.077135400560013	2.89711608079579e-05	0.000527756773097351	6.34985065450759e-05	1.26297429363251e-06	1.43244796370539e-11	1.08853671651981e-05	0.922231860009605
S10845	1.11100645935763e-06	0.0760435413901959	3.81147912044076e-05	0.000184545744160219	0.00066840751746832	1.30344267662896e-09	2.41712200622585e-10	8.15808085124337e-06	0.923056119924506
S10846	4.30094430258074e-06	0.0785164814417441	4.30418296534305e-06	1.43229954937613e-05	0.0003790533917674	5.30515829562071e-09	9.88375043947022e-07	3.99818218959968e-08	0.921080503381703
S10853	1.8590532733716e-06	0.0774253359602125	5.80353532463699e-08	0.000303290548468258	2.83472182309412e-05	1.32821602555843e-05	2.90763442547483e-09	1.17718656992979e-05	0.922216052250872
S10854	1.00769879505022e-08	0.0777224997575219	0.000109854302521723	0.000271645526537666	4.47259280573703e-07	8.46308504382006e-06	5.22240944287378e-07	2.1628868613067e-08	0.921886536122293
S10865	7.18400347812047e-08	0.0769568509274396	6.07404574966286e-05	0.00036330873676221	0.000230495043786492	1.52179423141052e-06	1.11265980860017e-08	2.58835720932858e-07	0.92238674123793
S10866	2.22340261519752e-08	0.0769078883430911	0.000176439501162043	0.000300674084953738	0.000148829230415991	2.81789254022681e-07	2.54509051112329e-10	3.67936306890829e-06	0.922462185199519
S10869	7.07800210100673e-08	0.0771382779519604	1.32177172973002e-06	0.000488138245140505	2.55524342823262e-06	1.37436274830695e-08	1.37104420064223e-08	6.04213161446665e-10	0.922369607949437
S10873	1.25807865069278e-06	0.0771846124579541	1.41909909051188e-05	0.00057625640918383	2.80421668043593e-07	4.26912053514966e-07	1.26984729212923e-07	2.29286192821427e-07	0.922222618458663
S10876	1.81699429017168e-06	0.0781686509450911	4.46371152975619e-08	0.000311325428581843	5.31915841726416e-05	1.89223075490166e-08	9.97520935453918e-11	2.00436174903337e-09	0.921464949384328
S10883	9.52917240935146e-10	0.0779860558879996	4.64872239528569e-06	2.71144298329338e-09	1.64297606511251e-05	4.48504860462755e-08	2.86146041726478e-09	9.41067272706956e-07	0.921991873185375
S10885	1.77451999097581e-06	0.0785109589852555	3.53305281634984e-06	2.51251323238275e-07	1.56268392216623e-05	3.55865943176737e-06	5.98856855404508e-07	2.61364574147803e-07	0.921463436470531
S10893	5.71764000628246e-06	0.0768782477296276	5.93336451141503e-05	0.000166792368335058	0.000539757745542995	8.70858338886437e-06	1.08634700447791e-08	0.000201996303501995	0.922139435121013
S10895	1.77201907645314e-07	0.0769786931285553	8.66477756051003e-06	0.0004406005322382	1.65437089386052e-05	5.2412349909168e-09	6.54604598674487e-07	1.06595558399204e-06	0.922553594849382
S10902	2.66998759712323e-06	0.0768691362064519	2.6494859714776e-06	0.000303727187720902	0.000977348172989303	1.18299149942038e-07	4.39975587001914e-08	2.43335694665754e-07	0.921844063326866
S10903	9.74502725900082e-08	0.0771436628825263	1.52238009995082e-06	0.000823574561954243	2.72240076872451e-05	2.13759313538512e-08	1.44159500063584e-09	2.65188520220885e-07	0.922003630711413
S1092	8.77905109320518e-06	0.0769599420836235	1.53129507104692e-07	0.00010470590592652	7.44989975840939e-05	1.6831693829835e-05	2.30368651765451e-08	2.18201987020185e-07	0.922834847899584
S10925	8.32141635683667e-08	0.077006713035117	3.95283028287662e-08	0.000601426098484219	1.83208955468426e-06	6.49058395958445e-09	2.90671937139232e-06	2.03176456939497e-05	0.922366675178728
S10927	2.43606506767531e-07	0.0778320500345759	2.37064701336309e-07	0.000254803735675825	2.51547461073374e-05	1.86656842689595e-08	1.93899735973628e-07	5.3706943262398e-07	0.92188676117758
S10936	5.13560238932124e-06	0.0778466198732854	5.3715712164229e-05	3.86631756787644e-06	9.74374006679512e-06	2.3044489083618e-05	1.48050180050941e-07	5.17532705754435e-05	0.922005972944687
S10945	9.11000477041702e-08	0.0768861347826337	0.000154654867661686	0.000281207312190506	0.000514767949277899	1.1964411720376e-08	1.93058189004141e-08	6.33681642194854e-09	0.922163106381142
S10947	0.000153910825597051	0.0753845270927692	6.33433355639653e-09	0.000398969453267065	0.000658680978850316	4.41317674893725e-09	6.06805173669788e-09	1.88543236893903e-08	0.923403875979631
S10949	1.08933506435416e-06	0.0774767117813009	1.26713999352969e-05	0.000536687168442399	5.58952211509233e-05	2.62344744018624e-08	2.39889267373753e-09	1.09735504829792e-05	0.921905942910256
S1095	6.8448534002536e-07	0.0758458654656419	0.000241326076981563	0.000259389017195908	0.000299991833661059	9.69048978912741e-08	1.25292572584433e-10	1.40632561326333e-07	0.923352505458428
S10961	1.49870009798872e-07	0.0755673013345982	1.36292602053288e-05	0.00165103088544348	1.30664309557174e-08	8.86130430000877e-06	1.10981845231229e-08	5.90249211540067e-08	0.922758944155907
S10969	4.04035122050992e-08	0.0770184891942512	1.93944451769495e-09	0.000187728252771143	0.000194699353806291	9.70404155603702e-08	4.0114540280327e-06	1.05642735821917e-06	0.922593875934413
S10972	6.09228271310532e-05	0.0768114092074317	1.02173576444214e-06	0.000436249507870771	0.000431691769425227	2.29504692621911e-07	8.44354858952099e-07	9.60915711221165e-09	0.922257621483668
S10973	6.9394339888405e-06	0.0769372026708264	5.09600169446612e-07	0.000646855995675261	2.00051464916923e-05	5.47588159609996e-09	4.82043035741498e-10	8.68380295613095e-06	0.922379797391968
S10978	1.15024242953119e-07	0.0761923940679243	0.000106011493639317	0.00091589735358489	7.46074897951718e-05	2.29338451288655e-08	4.75012903170648e-10	8.36096367084826e-06	0.922702590198284
S10979	5.3342694089794e-08	0.0768206661965695	1.34891614940766e-06	3.89921491385006e-05	0.000558179196059362	1.43768983248708e-07	1.9908551651505e-09	4.64010561805238e-05	0.92253421338337
S10986	2.79955980164473e-05	0.0773777431061825	2.82805959752685e-05	0.00029153621954093	2.02682870791873e-05	2.68935441877776e-06	3.36791982213134e-07	3.70212424781874e-08	0.922251113025562
S10989	7.60122436778473e-07	0.0769028414189281	0.00018368984885736	1.40996236696328e-07	0.000237374472335569	2.34139860558275e-08	5.08278013400882e-10	1.32675785741276e-07	0.922675036543156
S10995	0.000157267002033846	0.0769013249268745	0.000127262500177254	0.000145011863879996	0.000328351965982106	4.58068119664594e-08	1.76314327789459e-09	8.75933129056781e-07	0.922339858237968
S11005	1.12472413430026e-06	0.0780560792038175	1.06196907918e-05	0.00020687824114768	3.26168454336829e-06	3.1665189311333e-05	1.70243823270311e-09	4.20904098993264e-05	0.921648279153916
S11008	0.000112536392036019	0.0766271569180629	7.43826615627598e-05	8.11346571400738e-07	0.000414351072064634	3.70077349604729e-05	3.39745931840315e-07	8.96613885887101e-07	0.922732517514924
S11010	7.40995144191759e-07	0.0756110942648628	6.72128628231465e-09	1.89553688178612e-07	1.14779516215943e-05	1.97043955041813e-07	3.22122166822082e-07	2.91171305348836e-08	0.924375942230144
S11013	1.96967105291508e-07	0.0779708644992404	4.96258068093797e-05	6.77421423025863e-05	2.14484310013642e-06	1.90478037209977e-07	7.74562493961171e-11	2.16277238443136e-07	0.92190901890871
S11016	1.62099463052683e-06	0.0776766670890045	0.000204285034636841	0.00014113530733108	0.000315634057598865	3.95495193486629e-07	1.68678822520382e-07	3.99870787319263e-08	0.921660053355703
S11017	1.50683851164525e-07	0.076626400108461	0.00156286656378986	0.000120241611589212	7.42293449278674e-06	1.03178687606175e-07	5.82370004812915e-08	2.3908622328262e-08	0.921682732773506
S11020	8.26031575679052e-08	0.0775085700147861	1.75962478520394e-05	0.000624306798200308	0.00035421803750551	1.60697617364147e-08	7.61874567248994e-10	5.27912920375144e-05	0.921442418174825
S11027	1.81461867260683e-05	0.0765738001675029	8.58646544870652e-06	0.000855320914113589	0.000353035257639349	1.08950963185433e-08	2.28351468365454e-09	2.26082934884408e-06	0.92218883700061
S11035	9.84353221233483e-07	0.0772094239690921	6.0690708491205e-05	1.16707609909456e-07	0.000464343716167228	2.8869079294376e-07	1.93924266165184e-09	2.48295972303576e-05	0.922239320318152
S11041	2.06587285613368e-05	0.0769134366378031	0.000112793850880901	1.58194411107496e-05	0.000184282443739428	2.34502161956998e-06	1.66695125271239e-08	8.18887506733705e-06	0.922742458331705
S1106	6.03921535590033e-07	0.0769528646109956	1.26621834105333e-08	2.20880446431877e-05	0.000589667025566907	1.07812001200256e-05	1.41936409255991e-06	7.47232434453633e-06	0.922415090846518
S11071	4.86839552619683e-06	0.0787688080322956	8.21629795049226e-05	2.7839540441436e-05	4.15936913110983e-05	1.35077782640963e-08	1.22233210646308e-10	2.02452009215032e-05	0.921054468529988
S11076	8.76929621394812e-08	0.0775207409057333	7.86998561280265e-06	0.000114132247568508	4.87674585520939e-07	4.24999462047277e-06	2.6317443998785e-09	2.44216406925868e-06	0.922349986703104
S11078	3.9339392541525e-07	0.0778861641954697	2.64897354189001e-05	0.000103157002455046	8.95959813628229e-06	1.74540433471346e-09	5.71410708372306e-09	1.60154668415815e-05	0.921958813148242
S11081	4.54162738444046e-07	0.0770811393708096	0.000769315955531036	9.64341479929562e-09	0.000360635965365805	1.57222491428977e-05	3.41200345118256e-09	1.70838712344481e-08	0.921772702157123
