naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	otherCells
S1437	0.0120493665478062	0.0639419483017556	0.223561799385239	0.0287834056013229	0.0359369304634355	0.0299736497831024	1.47069850404835e-09	0.175532531249647	0.430220367196993
S14372	0.0277517172784628	0.0520630800718824	0.223703024947463	0.027623883087536	0.0391252579273166	0.0232895688187636	1.08584791778701e-07	0.171768730461162	0.434674628822621
S14379	0.0197199178710128	0.0561382346017771	0.23364357121554	0.0301525539953427	0.0337960485623984	0.0296740950573069	1.7720648371255e-08	0.172162838479571	0.424712722496403
S14381	0.0102167741219434	0.0619797721025913	0.220801655828448	0.0285503691990179	0.0368189105271095	0.0256220957460308	8.07223741674567e-09	0.176487236704838	0.439523177697784
S14389	0.0399406199411468	0.0362597374710833	0.239618573767233	0.025625181015867	0.0320273995061658	0.0299846823171405	2.10208827025045e-09	0.170863722187275	0.425680081692001
S14392	0.0372549087904286	0.039288145171291	0.226228247907826	0.0281003581321401	0.034124228575597	0.0297312742796705	2.01363993690148e-09	0.170967684632165	0.434305150497241
S14393	0.0133312907456558	0.0655518902441725	0.237300083930293	0.0301666869815275	0.03484517900156	0.0276407413805499	1.78468821198433e-09	0.169799338058119	0.421364787873435
S14395	0.0147912775957997	0.0588901886850587	0.203473911609391	0.0276003739849408	0.036247026221458	0.0322442284282685	2.14165023529145e-08	0.177276134747243	0.449476837311338
S14397	0.0497038894149694	0.0547241015155712	0.206475582711955	0.0285986569137104	0.0315147694462846	0.0272447653502729	6.38399881698804e-07	0.175736971226766	0.426000625020589
S144	0.00837193726180052	0.0680709781589934	0.232778586195034	0.0271067780117784	0.0341785876196336	0.024222084823249	1.89886349974271e-08	0.173404572482639	0.431866456458237
S14402	0.0156684265911346	0.0624319861014057	0.240661612822108	0.0266790062275289	0.0363300586060961	0.0249800366378447	2.21617231641881e-08	0.169880335510653	0.423368515341507
S14405	0.0192829652216834	0.0608241662965083	0.214449735674726	0.0275182573698584	0.0362859468220674	0.0314790596605141	6.35398309775194e-09	0.177321612640614	0.432838249960045
S14409	0.0121439140635067	0.0620044307397246	0.216827005188554	0.0298085321888524	0.0405297930890368	0.0254480684138587	4.34943364496808e-08	0.179322725060467	0.433915487761663
S1441	0.0298386472536823	0.052697818086043	0.233516606700111	0.0282074139658832	0.0361667217055411	0.0236530908956011	2.78812251921216e-09	0.1757670717572	0.420152626847816
S14414	0.0249783950753179	0.0465115728209643	0.233032996190225	0.0265183521870326	0.0333884732732967	0.0278310338664947	7.28662600698893e-09	0.177341234489473	0.43039793481057
S14415	0.0231560201688358	0.0540118616086828	0.215264486336191	0.0257249576584247	0.0362264775992915	0.0305550255190556	5.4269171440989e-09	0.181345170081197	0.433715995601405
S14416	0.0153428881672858	0.0583803438423799	0.234239065770714	0.0289378484788216	0.0347128762253374	0.0260777974665454	7.6196218604295e-08	0.172005241936548	0.43030386191615
S14417	0.0184049999188756	0.0561358922415142	0.232746731321034	0.0264318724593005	0.0351790052471221	0.0234718909483792	1.608713845718e-07	0.17617615808387	0.43145328890852
S14428	0.0156961721312445	0.056699521448767	0.229994730506785	0.0265886399965404	0.0355498421721315	0.0267522462541576	4.31568277179428e-08	0.173465429196176	0.43525337513737
S14432	0.00605847223319751	0.0697136520041197	0.219034600831103	0.0318135516840132	0.0361582846331661	0.0271373583269405	1.44881397646268e-09	0.178243473645685	0.431840605192961
S14433	0.0240222852157214	0.0573144619315345	0.225428419183099	0.030609529530058	0.0346011296875478	0.0284828314898503	1.27005425517013e-09	0.170680389019136	0.428860952672999
S14434	0.0152315396740674	0.0565268049834885	0.238257827704231	0.0281923748661064	0.0334828148256306	0.0250464548972029	3.27993731703666e-09	0.174505108207237	0.428757071562099
S14437	0.00545185294759403	0.0645375971981972	0.232264644701223	0.030590877250325	0.0357703447958619	0.0234208482669213	8.14455051500261e-09	0.172980225793972	0.434983600901355
S14438	0.0106074313813139	0.0668000506592813	0.234910756801343	0.0253484622757806	0.0346579463807873	0.0295084446934836	9.35522268847827e-09	0.172873379603722	0.425293518849066
S14440	0.0364365971450715	0.0408715861799271	0.232584873985147	0.027499981397039	0.0343074929567825	0.0281811435779147	1.12258941001159e-08	0.171277356967107	0.428840956565117
S14462	0.0109885407129126	0.0627235158292827	0.223113514201695	0.0259418062505898	0.0374904859295773	0.0266649513903812	1.15748990466076e-09	0.174758964150423	0.438318220377649
S14467	0.0294359240641445	0.0523181899232827	0.234267234598046	0.0267499606184473	0.0386222975979971	0.0249259579144674	3.05187223090232e-09	0.175105223514358	0.418575208717385
S14469	0.0217891966683127	0.0554515825683058	0.239589905454746	0.0283541558846669	0.0389627698417763	0.024461627403092	2.37216344287632e-08	0.171804293677359	0.419586444780107
S14488	0.0292069151169664	0.044717064369637	0.239949279793364	0.0277711866974501	0.0344794793168853	0.028069748652775	7.80731961098476e-08	0.172389205444868	0.423417042534858
S14492	0.0199896214746551	0.0528870978944362	0.238292937534299	0.0247582728581291	0.0352711027012879	0.0251782657896349	4.22191496843110e-09	0.170009052584071	0.433613644941571
S14493	0.0260207742222729	0.0490634732923924	0.232902095212234	0.0267394990686293	0.0345403465211514	0.0289303839781574	1.93882957691433e-08	0.174227857792269	0.427575550524598
S14495	0.0244863106744265	0.0502126850419174	0.23712410777415	0.0296271233418924	0.0337386027800959	0.0259934292758275	1.46672936541509e-10	0.174077430292732	0.424740310672286
S14502	0.0230984471746564	0.050659541475453	0.234894526534036	0.0273033178708573	0.0321058817560508	0.0303270049529733	1.99667203581087e-09	0.173619044196322	0.42799223404298
S14507	0.00397029574815165	0.0668328723876562	0.228460074546342	0.026131582255457	0.0287608051594435	0.0345375269192551	7.26832289939834e-09	0.176821201010917	0.434485634704454
S14513	0.0191623424859739	0.0595852908571734	0.230471767399295	0.0296831874217243	0.0340411243470124	0.0264689447599008	4.68360525485314e-08	0.172444902591548	0.428142393301319
S14522	0.0169874524073224	0.0582482693103778	0.22846399152932	0.0261321492737201	0.0352173954839124	0.0314770924232715	1.23456967432821e-09	0.179326213897628	0.424147434439878
S14532	0.0134616228456093	0.0592584807685419	0.212688262069092	0.0308289578901006	0.0345559018937496	0.0342170513104786	6.84483977672709e-09	0.171605400859915	0.443384315517673
S14533	0.0147146127698886	0.0610219166423399	0.252281487700437	0.025837522768488	0.0346883740478799	0.0235316059994123	8.23370356385755e-09	0.171297420687942	0.416627051149909
S14534	0.0253992416364961	0.0495717775146141	0.215539835440931	0.0273745819084352	0.0368406713946246	0.0333516531925118	1.22417454705504e-08	0.174143277864119	0.437778948806523
S14538	0.0180771218830958	0.0529200127146801	0.230532720432607	0.0309009357136536	0.0347484119454233	0.0282953093660624	3.07517081614728e-10	0.172702472380055	0.431823015256906
S1454	0.0214115288972235	0.0530277284437519	0.236531745784222	0.0280765243092	0.0351914972141534	0.0264488332730949	5.81066625466075e-09	0.173054156992148	0.42625797927554
S14549	0.00858249636699897	0.0597788729069	0.213188560257581	0.0324867421775316	0.0377914446172243	0.0288233853839922	4.10357645269768e-09	0.183264361213146	0.43608413297305
S14554	0.0177839767660532	0.0592496533470662	0.210442197839566	0.0241478742287839	0.0330664514833994	0.0327153686009759	6.85849190934001e-09	0.181093866134767	0.441500604740896
S14562	0.0283285067237979	0.039626440578136	0.226646906567187	0.0283115721592696	0.0368710130179278	0.0301245298381668	7.21397870746389e-09	0.179484541214835	0.430606482686701
S14564	0.0341211119897649	0.0406575186024055	0.237115148859816	0.0298902907609772	0.0349490475702785	0.0319016696760417	1.95346182552763e-07	0.169187634906896	0.422177382287638
S1457	0.0249286501184061	0.0513274340076083	0.230801389223715	0.0276108980110092	0.0324789677579996	0.0289152218103853	6.29148741677876e-09	0.173500976939158	0.430436455840232
S14570	0.0220619020426932	0.0519520482869312	0.223979497105252	0.0298156849815381	0.0341875048984641	0.029497046814556	4.59646915756054e-08	0.175383689400117	0.433122580505757
S14571	0.020752698404767	0.049174479136276	0.231518246558942	0.0289197272852315	0.033661408030983	0.0308923492291684	2.4590111439358e-09	0.169105386376756	0.435975702518865
S14579	0.0143441421975581	0.0594673336477054	0.231211878902182	0.0282781169117128	0.0349791138683454	0.0272773641970292	3.73951073718168e-09	0.174706672568066	0.42973537396789
S1458	0.0123513259359498	0.0645618772850056	0.219349457527651	0.0275480671951134	0.0344342826780925	0.0314368916018486	1.88661116309785e-09	0.176789999792108	0.433528096097621
S1459	0.0125523736720667	0.0623117293193886	0.224694003756627	0.0314843225890149	0.0347460922665229	0.0287734903884046	1.55428032437545e-09	0.165885114292697	0.439552872160998
S14594	0.0191665431526524	0.0580694259687008	0.238031902502565	0.0296495693158792	0.0386613107801695	0.0236199917995184	4.8282612637815e-08	0.169388534151441	0.423412674046461
S14595	0.00373072092936432	0.0701971001575547	0.224963470293585	0.02661695637339	0.0386990073697591	0.0273159019591198	1.00181206291994e-08	0.175583767441214	0.432893065457892
S14599	0.0244263540723005	0.0591431352611701	0.237582000457809	0.0275779687387848	0.0379528575896872	0.0259437108279571	1.62305804682497e-08	0.176051222259432	0.411322734562278
S14608	0.0149976058322651	0.0605248754506978	0.232617401244359	0.0299723089890565	0.0374671071470433	0.0260989771846815	2.8071830529016e-08	0.176329818990658	0.421991877089408
S14614	0.0289230248880762	0.0526612764936641	0.218290683597586	0.0276848400646986	0.0368427838030658	0.0263647480675282	5.12965401346582e-09	0.177553853096071	0.431678784859655
S14619	0.0156712314994446	0.0548804310099903	0.237632779585799	0.0263546693655769	0.0365076996772518	0.0240748778480475	2.56059480766283e-09	0.171610676967706	0.433267631485589
S14640	0.0262762385551435	0.0481934126687308	0.220880634808136	0.0252163795344025	0.0323193818481799	0.0352173875641741	1.6007839154751e-09	0.173036365568372	0.438860197852078
S14641	0.01585473151917	0.0594251834957838	0.241655654717112	0.0265547628388114	0.0369075836851819	0.025211029698762	1.80250559157647e-09	0.170421481928353	0.42396957031432
S14644	0.0111544786967526	0.064046701168418	0.237604608854216	0.033406516350034	0.0353494207475081	0.0245028870619469	6.60053082128395e-08	0.170255980418431	0.423679340697385
S14647	0.0315732694237997	0.0449977339398525	0.224647881515246	0.0305531157033941	0.0365135361695	0.0281170643786624	2.65571143300383e-07	0.17499047041752	0.428606662880882
S1465	0.0127668003478914	0.0607097084450338	0.226190038754699	0.0276223262116009	0.0371730055736747	0.0254388314690888	9.67159382841466e-09	0.179248702087667	0.430850577438751
S14650	0.0226165397667849	0.0494025165513439	0.238654422488046	0.0288200625253019	0.0318583649719899	0.0288967303797602	2.0043784516629e-10	0.171962317115442	0.427789046000893
S14653	0.0274482227912392	0.0526927444883918	0.218385637577477	0.0283656744599561	0.0356853995022622	0.031644464187732	5.50713658715636e-07	0.181154281581976	0.424623024697308
S14660	0.0119403908707718	0.0614912521962984	0.22251010083419	0.0297271566059724	0.0361114117715488	0.028602500120332	1.11144746083292e-07	0.175299890056318	0.434317186399823
S14663	0.0288945917521889	0.0490634744205869	0.230275180381465	0.029379821141773	0.0325527884679328	0.0303235075443029	6.25779727935739e-09	0.174235599204437	0.425275030829516
S14664	0.0215572728290669	0.0577786283151685	0.224344039895414	0.0271106968097028	0.0347441841654829	0.027585870515834	2.34366794558446e-08	0.178409765349124	0.428469518683527
S14674	0.0139191575051982	0.0612699574435519	0.223769379191269	0.0277533201251339	0.0338768315167202	0.0288444292249984	1.01627899511934e-09	0.176877114431479	0.43368980954537
S14676	0.0163339222838666	0.0617314608253574	0.232767774488988	0.0266238840152152	0.0373739316658069	0.0256427845584656	5.26298783864191e-11	0.174593244980113	0.424932997129557
S14678	0.0318942636661508	0.0470287523679042	0.225120569155545	0.0293344983529471	0.0354740699927138	0.0293737607809778	5.2400743858221e-09	0.174446556853934	0.427327523589753
S14682	0.0167866767521773	0.0595203397152228	0.2352853778646	0.024973761970101	0.03438620639472	0.0283113958324116	1.084027771126e-10	0.169922893750467	0.430813347611898
S14683	0.00907961450050788	0.0686492223360782	0.229057128413039	0.0274338091714608	0.0364167306657262	0.0279237177319385	3.05337450606764e-10	0.174667200779932	0.42677257609598
S14685	0.0239967040415213	0.0499233119948537	0.208497152764612	0.0274788340809951	0.0354431245787422	0.0358072030434267	5.6521640659962e-08	0.17545080627599	0.443402806698218
S14694	0.0232294320106821	0.0554208107365846	0.232767566521458	0.0267201047067843	0.0352738125663133	0.024913738127805	7.1730191125024e-10	0.174720189053168	0.426954345559903
S14696	0.0243603980440263	0.0519837970656643	0.232471281978561	0.0266415375517104	0.0366002735033942	0.0273096419359007	2.30776037226495e-09	0.170350749953769	0.430282317659214
S14705	0.0315078840036679	0.0456832636007833	0.235212882002974	0.0268145784544117	0.0306291645620748	0.0289863201019291	1.59423639997816e-07	0.171457134307281	0.429708613543238
S14707	0.0173461854123858	0.0586521498008305	0.233595525460678	0.0271213702715541	0.0356786169219113	0.0265771591782539	2.55472851093915e-09	0.17061261780916	0.430416372590499
S14714	0.0199941668698859	0.0608553818084654	0.243942689402511	0.0282904271167998	0.0330773223413855	0.023994795448671	4.32339858269361e-09	0.170335523814034	0.419509688874848
S14729	0.0260534317515387	0.0516192132341681	0.230141607491547	0.0293789688849947	0.0355656484642144	0.0262755772581264	1.68503124925652e-09	0.176140340483094	0.424825210747285
S14733	0.0175587845627807	0.0579766907473869	0.234972179081003	0.0314505770276733	0.0346426640564672	0.0239711543986831	6.15253451903683e-09	0.175258063376043	0.424169880597428
S14735	0.0239260182319758	0.0494251724388113	0.238432279566291	0.0254296649711586	0.0348766344265029	0.0246739837770963	2.64346727907484e-10	0.17381987489655	0.429416371427268
S14749	0.0231933704710624	0.0541481892441543	0.234814516749493	0.0298977745429088	0.0380692062798325	0.0281683590741074	1.96570701141628e-09	0.173568783433383	0.418139798239352
S14761	0.0156183432255145	0.0574216160511395	0.208188789303507	0.0287058882915391	0.0366247962999977	0.0305920730680291	3.83581242434754e-09	0.184805895418925	0.438042594505536
S14762	0.0237960531878375	0.0534288188783295	0.214115339570595	0.0294257842477307	0.0358384120535505	0.0291692097269422	2.39500497365438e-10	0.181350366771822	0.432876015323692
S14766	0.0110289971836115	0.0616648931567734	0.238252497342732	0.026926146991606	0.0322538615164158	0.0281190623852349	1.25269756499981e-09	0.17370364368742	0.428050896483508
S14767	0.0203938445817309	0.0549399665865336	0.225367353741407	0.0295645147226067	0.0360383333649233	0.0298409151372391	2.17361058226825e-09	0.175173340586039	0.42868172910591
S14769	0.0320836465094368	0.0463932204355158	0.22009137723592	0.0288679167584811	0.0359154249680828	0.0289252031650205	3.67829407267734e-09	0.186227212413006	0.421495994836242
S14770	0.0791880833866706	0.0246022496852035	0.207573683468235	0.0288467369190487	0.037748907342196	0.0229266768554544	1.61810793914317e-07	0.186166137449039	0.412947363083359
S14774	0.00690118949628416	0.0675424906384005	0.221841491098171	0.0320794082289444	0.0349567008692525	0.0279469262301411	1.96896822834892e-09	0.173760679904594	0.434971111565244
S14780	0.0204595183361	0.0587414930705491	0.232208767833545	0.030883785922918	0.0392058104052017	0.0241614813910638	2.96505583843069e-09	0.177468615844416	0.41687052423115
S14793	0.0130667905637535	0.0630357413443377	0.225252066388782	0.0278437511861088	0.0375741398320211	0.0267597861907811	9.43007794400595e-09	0.173489324947122	0.432978390117016
S14796	0.0223759220708445	0.0578936126531242	0.238946502886716	0.029060418767508	0.0362184846728124	0.0246926998297788	1.25624333386136e-07	0.168584104973712	0.42222812852117
S14803	0.0308000903261278	0.0458227859603781	0.219619408427232	0.0297535920721461	0.0375880544978582	0.0278306226598991	2.47421030071257e-09	0.178557519660753	0.430027923921395
S14804	0.0196005704631641	0.055346185161855	0.236388797619867	0.0302150217988312	0.0364287803566598	0.0238512627822122	2.74446418637502e-09	0.17363848806388	0.424530891009066
S14805	0.0219628570803138	0.0509719984693394	0.225883215080163	0.0288787192593967	0.0362682422251207	0.0285073914736829	5.62123213350399e-09	0.172961685913572	0.434565884877179
S14814	0.0102844850003995	0.0660713946029495	0.232715905578738	0.0301978835399622	0.0379625416299169	0.0251276615175694	1.10127040735871e-09	0.170766221748545	0.426873905280649
S14816	0.020682844140767	0.0571550043996646	0.207111591512394	0.0273947156031499	0.0368291668176495	0.0328953765703211	3.26238669692467e-09	0.185937977537939	0.431993320155728
S1482	0.0197528460344916	0.0577012562102057	0.236460331738994	0.0266937987660246	0.0378067554148137	0.0245093543443589	6.99868914961873e-09	0.177104298992281	0.419971351500141
S14823	0.0255927688582628	0.0488431576391456	0.222791101518903	0.0263222293858848	0.034361672044178	0.0312952676237773	3.86128164114793e-10	0.175050912619013	0.435742889924708
S14824	0.011411309447823	0.0609895566580614	0.238751844263296	0.0313210583643785	0.0367214341041954	0.0257201096285242	9.41050138144019e-09	0.174063922716728	0.421020755406492
S14829	0.038763455782656	0.0412822579069084	0.222516424832461	0.0306007857356347	0.0387871978504702	0.0261283235923733	2.15588198113725e-07	0.177747405775182	0.424173932936116
S14838	0.0167652359222096	0.0579890888558136	0.224780548588082	0.0265274478184607	0.0341104852693016	0.0300774512281754	2.42673001922632e-09	0.169136932963986	0.440612806927241
S14841	0.0211124080763033	0.0546175463347096	0.230175001883291	0.0271377936151004	0.0358069943310258	0.0281024224307485	9.27927736291549e-10	0.175328352909425	0.427719479491469
S14848	0.0159935715201947	0.0629712259597821	0.222886146258181	0.027560680701981	0.0355057455383961	0.0288620083175404	8.45065734975293e-09	0.178502729037438	0.42771788421583
S14853	0.0130905494656879	0.0636592831668096	0.23485742754372	0.0307485419623582	0.0337607170709118	0.0261352995701595	4.84266282436154e-09	0.168763641816059	0.428984534561631
S1486	0.0182107320778278	0.0570323065539968	0.212602622625763	0.0290858156222172	0.0385531747542429	0.0288107754627512	8.6395208101691e-09	0.182034552762798	0.433670011500883
S14862	0.0141730516354334	0.0620544205189548	0.231406293692533	0.0275846600980396	0.0396728061353782	0.0237731333284478	4.5190906300779e-08	0.172766031854209	0.428569557546098
S14873	0.0187094721017139	0.0549211281131071	0.235898922952442	0.0290094027953397	0.0343581218666242	0.0276628349664231	1.39025426497523e-07	0.172980133399035	0.426459844779888
S14885	0.0166153177289243	0.0594837800944723	0.23918538761296	0.0297275364969829	0.0356391113223656	0.0270927946577301	5.55762161774291e-09	0.171387464386063	0.42086860214288
S14888	0.0355721753636049	0.0421616978320613	0.247331644316152	0.026753575256767	0.0344236850876987	0.0277907956268257	1.25778710350126e-09	0.169545340692199	0.416421084566905
S14890	0.0156266087863515	0.0588554385795147	0.227542987677359	0.0271832784033732	0.0379820736478861	0.0270312140132676	4.97722051087488e-09	0.178064252175986	0.427714141739041
S14895	0.0162448797653447	0.0622955183673556	0.222578313244243	0.0286080485365751	0.0381899967780068	0.0270554039164165	4.53714173484002e-09	0.178555289654539	0.426472545200377
S14896	0.0219045773884749	0.0516470596543647	0.231872975741333	0.0268809559823823	0.035673196634488	0.0277336868288668	1.09905252194467e-08	0.171422095158538	0.432865441621027
S14900	0.0163653006670339	0.059109000292517	0.231322644948998	0.028764886060711	0.0356719188563108	0.0254976106414741	6.84073813678893e-09	0.174851035064735	0.428417596627482
S14906	0.0280445800111608	0.0518971813142036	0.224910739922532	0.0283252292646204	0.0366855362478793	0.0270400306120744	6.84677055423683e-09	0.176539167576536	0.426557528204223
S14909	0.0175727788556294	0.0583387896324629	0.237624570952215	0.0261334019657242	0.0341262400456054	0.0263113127036786	1.74309818121636e-08	0.1705966695327	0.429296218881003
S1491	0.0158677144179363	0.0514685845299943	0.235455756944455	0.0302553599150183	0.0363637118326339	0.0268321591217641	7.16743525923874e-09	0.173316191272406	0.430440514798356
S14913	0.0162450284946992	0.0629083763110995	0.236948288624048	0.0284620665626373	0.0359747100402725	0.0234346867516048	7.70996755580091e-09	0.175460989772834	0.420565845732838
S14914	0.0201108624399894	0.0508473431937372	0.228515390289508	0.0263305814612578	0.0330612348755076	0.0347711840017835	2.0523915535257e-08	0.168455408984502	0.4379079742298
S14916	0.0270254663432025	0.054354401941896	0.253094440671261	0.0281198688408108	0.0356891754970712	0.0234582086302624	4.51633871909135e-09	0.169120132961334	0.409138300597823
S14919	0.0237347408760348	0.049284944688508	0.226589517999485	0.027482575873042	0.0354313282794733	0.0294641624374628	1.63773185952324e-08	0.170084987490792	0.437927725977883
S14949	0.0157013367200931	0.0610843708644025	0.243435039248228	0.0289025282894839	0.0350356821769551	0.0261626893250633	7.81496893676484e-09	0.1691680469326	0.420510298628206
S1495	0.0180592753473894	0.0594588811699755	0.22591545486338	0.0292604489810446	0.0377037578484477	0.025408455028696	5.84335314494603e-09	0.175561988668052	0.428631732249661
S14954	0.0214267043010085	0.0535322838830331	0.243075741328988	0.0274285354670344	0.0335678633636853	0.0263945169557127	3.18332168787842e-09	0.169801948546511	0.424772402970705
S14956	0.0160556714049798	0.0570934701830445	0.23225220359458	0.0299459713046659	0.0367388112424446	0.0259002643930097	7.482372841774e-09	0.171350125602484	0.430663474792419
S14961	0.0654983195089538	0.0238693045469659	0.215565009845974	0.0272463998479621	0.0382795589833075	0.023656155852382	1.18154682538498e-09	0.185257040038805	0.420628210194103
S14976	0.0276784605459296	0.0523521199557923	0.21915623611539	0.0278569389400928	0.0369379981964063	0.0276841945155763	2.88023714698653e-08	0.176689727154408	0.431644295774033
S14978	0.0188431495022875	0.0579264164771079	0.231572800649681	0.0284412159272752	0.0362419736182668	0.0280160997251871	1.31711902591354e-08	0.176816289929812	0.422142040999193
S14980	0.0153761780587437	0.0584606016527963	0.234881124281421	0.0291860071457374	0.0350806694520084	0.0237910824351846	4.71125376482674e-10	0.173472067193519	0.429752269309463
S14983	0.0125415610592396	0.0586678468540878	0.233157586635233	0.0262890131271604	0.0370808877010987	0.026362339844107	1.03362085250351e-08	0.171586344515208	0.434314409927658
S14989	0.0120102548028214	0.0601834668073351	0.228820306492241	0.0264898886709728	0.034500847034446	0.0294200120196405	1.07816025866748e-08	0.174547976412282	0.434027236978658
S14991	0.0220246420555095	0.0550849302039037	0.216705443734794	0.0272425501043322	0.0334883843801125	0.0281512187249622	9.23655015139081e-09	0.172879351024773	0.444423470535062
S14999	0.0295722534419569	0.0495883097732879	0.220801900519919	0.0300206912171624	0.0390801917824346	0.0240751281516036	2.09868498092205e-08	0.179664347476076	0.42719715665071
S15000	0.0163894597068141	0.0575726099673363	0.238212717017082	0.0315921216778427	0.0370101078921477	0.0225473154720249	5.67477530357922e-09	0.170029192622541	0.426646469969436
S15012	0.0234536377677526	0.0492588542923845	0.216288918141611	0.026243975665635	0.0345812314446939	0.0312782048258743	2.3414376399739e-09	0.182905235909728	0.435989939610883
S15013	0.0133604636012777	0.0612904150218976	0.225367968703918	0.02759888883272	0.0384907853945063	0.0254642637757457	1.93374989377777e-08	0.176858467897099	0.431568727435337
S1502	0.0290280933058955	0.048162925834483	0.240130408724221	0.029933821850562	0.0369219810775685	0.0234517000894705	5.42734352698489e-08	0.173825876338147	0.418545138506217
S15023	0.0124779635067397	0.0665970542567198	0.232060938205051	0.027916229643113	0.0360554319982698	0.025214132828875	6.04497006627351e-08	0.17513008642259	0.424548102688941
S15024	0.0176420745878858	0.0535526132331692	0.224690237253623	0.0277253735735081	0.033885844819587	0.0306510351467468	6.86341430410241e-09	0.173613928561416	0.43823888596065
S15025	0.0257178476852369	0.0481484957798441	0.230102609545278	0.0278047751569738	0.0348149154063296	0.028592798798359	6.86605002014963e-09	0.171461558827805	0.433356991934124
S15032	0.0289689992038225	0.0424199322561317	0.237240802702124	0.0251721644685536	0.0349367001312021	0.0270926228410548	4.44981351293807e-09	0.169276511407134	0.434892262540164
S15033	0.0113593295683463	0.0656396203184194	0.227391463404649	0.027186964720043	0.0342081580786475	0.0275116451307275	3.91688153720205e-09	0.174631754316407	0.432071060545879
S15041	0.0175202504428017	0.0557122928030985	0.244847943555872	0.0250893269350244	0.0356946116059824	0.026260099449911	4.96267538408273e-09	0.165213553023791	0.429661917220843
S1505	0.0161075928534382	0.0595374875567187	0.213423568989304	0.0260712513527721	0.0331555379294436	0.0332587055826921	1.44263600013614e-08	0.178124917750443	0.440320923558829
S15054	0.0352250843990154	0.0419426656556954	0.218575819885075	0.0286695248264961	0.0343118311711765	0.0305300398725488	5.4010851335222e-09	0.172428889116948	0.438316139671959
S15061	0.022334375142811	0.0539815909836049	0.234873798849709	0.0297458466413458	0.0345324832315241	0.0281740195305616	4.36690508507547e-07	0.171947973045696	0.424409475884239
S15063	0.0122523262842541	0.0609524174498476	0.236664446054998	0.0276867732030659	0.0363016984252251	0.0271449490282046	1.89510122048902e-09	0.174731908823686	0.424265478835617
S15065	0.0242783847551248	0.0550544067013536	0.234538255422377	0.0334319981369828	0.0392216936143705	0.0231042465918313	2.07243171349915e-08	0.172292663439335	0.418078330614308
S15069	0.0166303560978917	0.0585170618086917	0.233718320453829	0.0275616406693275	0.0329807898915461	0.0334999316427691	1.96959376250396e-09	0.172868833739987	0.424223063726365
S15070	0.0192439014650677	0.0575665186036046	0.227055044345888	0.0310593260776005	0.0362912357294072	0.025532888277153	1.17398826744557e-08	0.17275524230508	0.430495831456316
S15071	0.0325446871205263	0.0477916964494012	0.235381563467427	0.0242304421248576	0.0398464820088903	0.0258139204901642	5.32291382954217e-09	0.171025913239	0.42336528977682
S15077	0.0126855939898897	0.0608669546277307	0.221580540783681	0.0304888363977766	0.0339587549965599	0.0284986029057332	1.15909902279196e-08	0.179182476117475	0.432738228590163
S15078	0.0439751411238918	0.0376946465222777	0.236130939696445	0.0286475320018461	0.0335114730356685	0.0302504199014255	2.40280351719309e-09	0.171125035774025	0.418664809541616
S1508	0.0322703527391712	0.0470107175933939	0.232746618533837	0.0292893391595889	0.0352594180454773	0.0250634791393759	8.25208852272142e-09	0.175687484222342	0.422672582314726
S15080	0.0166730874892644	0.0553860286250445	0.244269005359179	0.0279607387488823	0.0358240669403562	0.0258579234790381	5.00257225022076e-09	0.168167829364092	0.425861314991571
S15085	0.0177902404697591	0.0564825254196236	0.227104705126431	0.03183727355005	0.0372449862077092	0.0256642029494327	2.3859358607535e-09	0.1723624622849	0.431513601606159
S15089	0.0249877762975099	0.0485056806751809	0.234986457747629	0.0301582221055878	0.0374179073999896	0.0250703061687686	2.16008193092333e-07	0.171870439563591	0.42700299403355
S15092	0.0273423831679514	0.053167506257004	0.215932692845589	0.0321558960508137	0.0368911995546559	0.0277833523008354	9.29887835316663e-09	0.175685827655053	0.431041132869219
S15093	0.0195565505038474	0.0593703917175616	0.228558343592314	0.0299956050090411	0.0355001349835657	0.0293974654082114	1.5239689316325e-08	0.17399874579265	0.423622747753119
S15099	0.0254102710734449	0.0587240829664557	0.220297852741616	0.0280741412769173	0.0380475396205451	0.0272969410216664	9.82257557729186e-09	0.180758916604364	0.421390244872415
S1510	0.0154314586217176	0.0571175304113394	0.243458799250976	0.0293661325732811	0.0373635874581809	0.0237503843416295	3.90804648236166e-08	0.17211240206119	0.421399666201221
S15100	0.0240686261794138	0.0560840863667009	0.238032658197307	0.0317475209935142	0.0362510732054006	0.0255455892307708	2.81546822092441e-09	0.17136965039747	0.416900792613954
S15107	0.026160129468439	0.0520332523316537	0.222816361961959	0.0284990649832295	0.0321842787142798	0.0341501119031905	9.73749439667361e-07	0.174021374113994	0.430134452773815
S15108	0.0212635839568728	0.0531523314507979	0.223871174166782	0.0301651707876037	0.0350243379041341	0.029800018332318	1.80070500658383e-08	0.173702394392138	0.433020971002304
S1511	0.00888222267118703	0.065596342372899	0.237372144730644	0.0274428062775282	0.0360877557277884	0.0247309853115566	1.05439393409361e-08	0.170710958689221	0.429176773675236
S15110	0.0246176864700117	0.0508601432148945	0.228396051289994	0.0289588572027808	0.0356269389171258	0.0296741788733283	3.69120594371126e-09	0.177954102239264	0.423912038101395
