naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	otherCells
S10179	0.0178516730201817	0.0563700797650388	3.42910913550275e-08	0.00257544946450774	0.00418514620245976	0.0964781859601565	0.228518956254025	0.291698184790612	0.00719485061077383	0.295127439641154
S10186	0.0342997667735451	0.0486039919626154	1.0159517475272e-07	0.0027966161142743	0.0080569729818604	0.090715022723452	0.21105624387897	0.29219715799798	0.00704015104607568	0.305233974926052
S1019	0.0213676544424282	0.062419800187866	4.79357098123154e-08	0.00660109796176086	0.00452722605069102	0.0876899856742396	0.220560763354741	0.283027966840979	0.00698418239250455	0.306821275159079
S10190	0.027048713314	0.0537005577856845	2.16602577087881e-09	0.000970539872011141	0.0084918726449726	0.0679424288612335	0.236050230252294	0.299874596948337	0.00948513127907092	0.29643592687637
S10195	0.0254543752765929	0.0531956556059372	2.68196593091105e-09	0.00204533571538225	0.00402957264606632	0.0810268894350326	0.246922504024622	0.276115676374089	0.0062975048772945	0.304912483363017
S10196	0.0110632143950872	0.066134738336777	1.10933318086959e-07	0.00180515659547868	0.00832859756275101	0.0804121232243408	0.238857400081357	0.282953497008003	0.00655248597049366	0.303892675892393
S10200	0.00974082531738642	0.0678127831687902	4.65462908076364e-08	0.000868287250250722	0.00987626915087854	0.0916602533980741	0.245994439590101	0.270313852036181	0.00472965315854162	0.299003590383506
S10201	0.0209362293547639	0.0615171794263326	3.30651141611616e-10	0.00454864320933825	0.00785614782611955	0.0758623111394599	0.257646720712791	0.250623897458639	0.00842809919886859	0.312580771343036
S10202	0.0268320019942055	0.052272530471053	8.30725587877479e-09	0.00713818112027752	5.95452556661942e-07	0.0910517234050336	0.235769880082277	0.275763260136275	0.00927787721803945	0.301893941813026
S10205	0.0399007121242842	0.0410667337160119	1.51043650918362e-07	5.45730219395052e-08	0.00831363467972815	0.0899646000968134	0.237431277175908	0.282894146207058	0.0029149583346927	0.297513732048831
S10211	0.00938962734920264	0.06691597007866	6.43820237548793e-08	6.91618927119026e-08	0.0060396898457995	0.0895613224876718	0.232622372339301	0.282626938665152	0.00660793050155764	0.306236015188739
S10221	0.0228506953896641	0.0528501617550101	6.84579811061964e-07	0.000601782305903198	0.0030494489386053	0.0853922666877543	0.24250387720303	0.280504037338272	0.00847785107481653	0.303769194727133
S10222	0.0223430581136822	0.059769669816051	1.61649461679409e-09	0.00165580163719328	0.0135483343007043	0.0607433565004536	0.243930532468556	0.27635416311793	0.0102011134259764	0.311453969002959
S10226	0.0250258080140886	0.0583868569207019	3.85030500664627e-08	0.00208737445250738	0.0106354594051157	0.0730563703929644	0.246017505235185	0.276981005814844	0.0105805993829353	0.297228981878608
S10227	0.0142224447122597	0.065934477005086	1.78480137787111e-07	0.00429498782011199	0.00431158934259875	0.075975340840707	0.240584678053122	0.278462428515711	0.00792284123354835	0.308291033996717
S10228	0.0085735121216609	0.0688880503168725	5.43150905316984e-08	0.00135024113116271	0.00351881634213272	0.0888441123168194	0.240010657659978	0.280918802818813	0.00752719210023272	0.300368560877237
S10232	0.0296876530830352	0.0525051607706026	4.60366843507568e-08	0.00172574608911954	0.00276386451212537	0.0850077388345803	0.221205133992773	0.292690338995646	0.00797486157190361	0.30643945611353
S10248	0.0234340638344245	0.0542552177425694	7.32541515804098e-08	5.90830477612615e-08	0.0140095355446721	0.071438561381122	0.241853051252052	0.290319991796258	0.00850679514153903	0.296182650970164
S10249	0.0118365137588365	0.0641722499597063	3.24430209136304e-08	0.00811695736138466	2.9540983699211e-06	0.0715302092159618	0.253972459497782	0.270147017746508	0.00650702201770679	0.313714583900722
S1025	0.0229886518346129	0.058084410564953	3.5684007333694e-08	0.0019063669557205	0.010342560832712	0.0922085876402016	0.228116068225598	0.280656472822601	0.00544379967242722	0.300253045767166
S10266	0.021760430100408	0.0590642207541057	3.92885589631786e-09	0.00569110069843305	0.0027589988113138	0.0718784577063738	0.24566234793897	0.275254232521088	0.0114788151698122	0.30645139237064
S10269	0.0209627840709415	0.065675224736451	1.91907825108086e-08	0.00453434972594	0.00363954404767389	0.0790628048462813	0.238715295379436	0.272647262953953	0.0108917787534331	0.303870936295108
S10272	0.0107668361624262	0.0642803063572422	4.2401336726066e-08	8.59891608021629e-08	0.0114406623063482	0.0798784979634554	0.247003715361348	0.273049808806142	0.00761568867504701	0.305964355977493
S10273	0.0361600519854525	0.047763832905461	4.07922181044004e-09	0.00307228628063313	0.00396755525835516	0.0871075468003828	0.244113871095122	0.272766185755752	0.00527688307493476	0.299771782764685
S10274	0.021299121154107	0.0584319840360341	1.20536245275567e-08	0.00202136633360537	0.00845527618454821	0.0818395870119747	0.241531133988463	0.276215740712706	0.00723265682555776	0.30297312169938
S1028	0.0264011247428166	0.0488365253340999	5.46252565844891e-07	9.63295938903443e-09	0.0123698221275083	0.0798401479825272	0.240847418341781	0.286676932512323	0.00587581251013209	0.299151660563287
S10280	0.030501588027198	0.0446992201912021	2.07418076471765e-09	0.00760192210281413	0.00437424946693464	0.0845606796276438	0.231195885619449	0.286997284911859	0.00806305660556309	0.302006111373155
S10283	0.0221426608661008	0.0604054328894443	2.21510925955713e-06	0.00433395291615806	0.00418990496137324	0.0969249228794102	0.221992774001105	0.286531334727829	0.0086051203729343	0.294871681276385
S1029	0.0285105777716297	0.052409826525362	2.24168183180332e-08	0.00180186110339958	0.00577638978467262	0.0859963644540143	0.236286704625148	0.276147208313554	0.00833548228660732	0.304735562718795
S10292	0.0264407645020655	0.0568345355289311	2.33135411884334e-08	0.000601092269632506	0.00788813353927434	0.07859968106929	0.223979984610137	0.28843046916004	0.00898106895160275	0.308244247055485
S10294	0.0258213341863801	0.0526908044626888	9.67121243389168e-08	8.50197469275608e-07	0.01040703746138	0.0950646937662935	0.231161818012134	0.279124153578097	0.00537849584229627	0.300350715781136
S10302	0.0170809112478344	0.0613985607563631	1.11583113921151e-08	0.000765330225891034	0.00606134129408681	0.0786444091092667	0.238989428471122	0.28530475460683	0.00980893695226869	0.301946316178026
S10303	0.0267218399158451	0.0542779528198338	6.90011597315441e-08	0.00446136051630241	0.00186097780572845	0.0891428477022062	0.239171390452002	0.274818627741511	0.00768636060957273	0.301858573435839
S10323	0.0227549513146451	0.0583893877851373	7.53641546577785e-09	0.00410813915086304	0.00383348044435326	0.0812301485830442	0.236247043313556	0.276828487787805	0.0108567635812793	0.305751590502901
S10326	0.0171398199005246	0.0637427360283849	1.19562015991335e-07	0.0025121546120362	0.0130775068559012	0.0895279949407379	0.236921897735185	0.267376577717177	0.00664530509600031	0.303055887552037
S10328	0.0230522132573675	0.057337227658655	2.15588851172602e-09	0.00337348186414032	0.00402829900318499	0.098080417305491	0.231311259706789	0.272673173692852	0.0125019310728504	0.297641994282781
S10329	0.0300884635241777	0.0545226620079785	2.71712554149591e-08	0.00302139875976344	0.00646062019072119	0.0905987312689693	0.231589711025401	0.275926921906626	0.00754793092145786	0.30024353322365
S10336	0.0227302462919012	0.0597339235790972	1.46765604949888e-07	0.00664331660725283	0.00929308684448504	0.0939417433461067	0.230434404888655	0.265258577492046	0.00662304824058681	0.305341505944265
S10340	0.0357847612078407	0.0494752879190005	1.09626384934278e-08	0.00135745887329732	0.00758960593429571	0.0677751556123571	0.243159092613294	0.283832039400981	0.0122631346428069	0.298763452833488
S10347	0.0210666769168886	0.0611013611638684	1.13712745172954e-08	0.00925658989485362	5.76408458207345e-08	0.078445187273518	0.223226874735738	0.275558110724205	0.0126198730843018	0.318725257194506
S10353	0.0291089512009308	0.0588086432170091	5.75039539438922e-08	0.00574634215330519	0.00554346673575488	0.0783897165157391	0.233757144520408	0.273180545922143	0.0120323629937535	0.303432769237002
S10356	0.0348896285502402	0.0492152628494293	1.6709014784387e-11	0.00740805803962966	0.00188659838319504	0.0766296147665535	0.23046043974723	0.282779089242102	0.00860168070461863	0.308129627700293
S10358	0.0134423421590949	0.0642806017559656	2.60406213057176e-08	0.00535764743042885	0.00862890709931125	0.0812824069028204	0.238390924675598	0.282627027016038	0.0064455593304077	0.299544557589715
S10365	0.0160299145112053	0.0629092679305959	1.22660254976108e-09	0.00440720030482173	0.0071453208294769	0.081693282335019	0.244204665054757	0.273414876233553	0.00703813474717883	0.30315733682679
S1037	0.0242014904768161	0.0603941134788802	2.22142463728688e-09	0.00168043249601503	0.00728363120890897	0.0876545427923607	0.220477858796831	0.294008616687978	0.0110928423729292	0.293206469467856
S10373	0.0291288293679434	0.0526831267962647	1.06378029016914e-08	0.00382210100932203	0.00619957976952347	0.0866265297451846	0.22879385924148	0.282896395335099	0.00666941344293127	0.303180154654449
S10374	0.020448126255393	0.0589430392057867	1.99535522177924e-08	1.20092581381039e-07	0.00698396072403605	0.0750430108124407	0.236830002801693	0.287637874913124	0.00439093695268406	0.309722908288708
S10375	0.0218414991320495	0.0525251879920451	1.21964781609016e-07	0.00474885144931165	1.7193638136092e-07	0.0929909500980064	0.244166907190895	0.280121496115659	0.00349184486729981	0.300112969253571
S10377	0.0272563474807905	0.0549246333675878	1.46249863479444e-08	0.00447831384571699	7.14555889971367e-08	0.0760458561009853	0.228331726065448	0.281478731122413	0.0101745404174367	0.317309765519046
S10378	0.0288233050503477	0.0531628609179354	1.20529344894452e-08	0.000555457664922945	0.00915632182905614	0.0926127689422995	0.233577056098693	0.279983777688675	0.0074830103390569	0.294645429416079
S10390	0.0385999869578321	0.0433798554347904	5.08579178069267e-08	0.00743775712663244	6.47843435339408e-09	0.0635993547538475	0.228310472820899	0.273941131979993	0.0158188007932778	0.328912582796376
S10391	0.0220562222138858	0.0599899525503068	3.86249707828097e-09	0.00492782776866204	0.0117686982956221	0.0780458778289896	0.225418049808395	0.277044256424014	0.00696819884088649	0.313780912406741
S10393	0.0250593496874017	0.0477533304444755	1.2023270252262e-10	1.91830183143373e-07	0.0109138508397769	0.0909045521037856	0.23877201097446	0.280404450604247	0.00652598611805511	0.299666277277382
S10400	0.0209634416728808	0.0585029300829563	2.31166971862433e-07	0.00803767517990971	0.00339367013623292	0.0737288147348516	0.238081285812055	0.277416016440607	0.00922690720884634	0.310649027564689
S10401	0.0297851585815237	0.0571288048525696	5.41121437054667e-07	0.00887476157461276	9.50574161174124e-07	0.0820305388399198	0.230086492417892	0.266752391889222	0.0117359544819585	0.313604405666704
S10406	0.021447809709438	0.0554101370356382	8.38457804413445e-09	0.00200873561268093	0.00880710302364386	0.0711536929330946	0.252969943900596	0.267104075256202	0.0102294970295929	0.310868997114536
S10408	0.0325336161035125	0.0494194188546335	1.06137657155062e-09	0.00424846193210112	7.6968414985094e-07	0.0791299301338503	0.245056910088513	0.273083755987855	0.0113804620562403	0.305146674097767
S10409	0.0229373748272883	0.0572167935036269	1.09865071596547e-07	4.79032848218053e-08	0.00714683409954131	0.0883441361208764	0.233202508337607	0.287333866293083	0.00660966879727882	0.297208660252341
S10418	0.0161121908840422	0.0693811524375184	6.2386040793865e-09	0.00868480562581449	0.00364068100882627	0.0709601005357108	0.23259006868875	0.260956876926017	0.00986419794241142	0.327809919712305
S10431	0.00928573767238901	0.0680832836881995	2.05686959607529e-08	0.00244961005287413	0.00502582392822886	0.0827096163731865	0.238714765149041	0.283373943205484	0.00521677465741313	0.305140424704488
S10438	0.0190510267447228	0.0593806037881878	1.36380565133075e-08	0.00307465482687249	0.00707681384461157	0.0772166558424804	0.237332129097632	0.279939969379456	0.00814677310979462	0.308781359728186
S10439	0.0223047979312542	0.0526167360662576	6.62560298381715e-08	0.00382449707722014	0.00456015231707366	0.0835876863273534	0.247846764342767	0.274279535770264	0.00844357240334071	0.302536191508439
S10441	0.0197217384371177	0.0576038781066186	1.10820347985206e-09	0.00733801156482753	0.00680460082627818	0.0876794204968998	0.241166976625594	0.266415693953864	0.00719272631424059	0.306076952566356
S10442	0.0257744957523643	0.053160534784326	7.97762785937614e-09	0.00476945494791828	0.00339342633569227	0.0851270358093729	0.242150193266446	0.276522729736942	0.00600562797474625	0.303096493414564
S1046	0.0258818736163191	0.0535409934570373	5.56799696006332e-07	0.00414103408047824	0.00550135243886215	0.0775832537807612	0.250283151412825	0.272519845227568	0.00703109818092506	0.303516841005528
S10478	0.0243653766121644	0.0601816373393121	6.80604565190461e-10	0.00796838312738036	0.00527693502551102	0.0626088200507499	0.25973861354115	0.261025645516361	0.00775340231099085	0.311081185795776
S10480	0.0248975982742899	0.0633223113181726	2.96338491846354e-08	0.00303179685113285	0.00531521508919997	0.0988929626876852	0.211877592075178	0.275780279703073	0.00882469902740768	0.308057515340011
S10484	0.0218519302072163	0.0605718039878825	1.22991946923074e-07	0.00741669372024963	0.000192565199495899	0.0852038186272746	0.238331101972326	0.269381416781748	0.00934406499880898	0.307706481513051
S10492	0.0277977663436333	0.0504191972891666	7.37050798974465e-09	0.00239564037923406	2.83716218234665e-06	0.0862584051418205	0.232790860891894	0.291998266654836	0.00884939690633555	0.29948762186039
S10496	0.0242574782587306	0.0625722058732202	1.49583469270378e-08	5.81490407000686e-05	0.0106791106780566	0.0926028778421472	0.234757059772315	0.275510071920694	0.00557201698636381	0.293991014669426
S10510	0.0143096601789106	0.067600539409627	1.08082401619293e-07	9.87505219490092e-08	0.0108380692075849	0.0725548587361258	0.233536112032019	0.279173226622064	0.00841680253918357	0.313570524441561
S10513	0.00819640734859896	0.0685058238449074	2.50385032182073e-08	0.00714918826707478	0.00593767642922191	0.0846747268373069	0.241620216939348	0.277896133627174	0.00604637017648189	0.299973431491383
S10516	0.0264544668298726	0.0565350275022652	2.35622261081545e-08	0.00829007344575853	0.00833555056236384	0.0862919829878439	0.225938722710407	0.273886602695708	0.00655240484325089	0.307715144860304
S10534	0.0197824288574308	0.0621942959386583	1.78774641286386e-10	0.00341335819349077	0.0112741144416354	0.0704899179064717	0.235430587892308	0.287394277233592	0.00967233350576459	0.300348685851873
S10535	0.0250673365039106	0.0533490794131828	3.07602097658586e-07	1.64188015475481e-07	0.0151116444077228	0.0682461448257939	0.231128061066565	0.292460024013622	0.0086252931636061	0.306011944815485
S10537	0.0261114077517698	0.0562166151356657	2.44201041336663e-07	0.00625958347879248	0.00562059705782255	0.0906192490428857	0.23779647680187	0.270050217825461	0.00525462917990519	0.302070979524786
S1054	0.0115888925996722	0.0714501471756525	1.28095217754748e-07	0.00306147797335918	0.00281995653047125	0.0811939413164525	0.23306203468003	0.276762480925734	0.012396819614869	0.307664121088542
S10543	0.0209150899710767	0.0623181195005601	7.62431733372859e-09	0.00119009110406648	0.0109103022398127	0.0924495026824324	0.236326153334987	0.269865876630543	0.00778049580569031	0.298244361106514
S10546	0.0228465953044479	0.0582733432301669	2.36573629575872e-08	5.46494720497752e-09	0.00746952431210805	0.0988955158505263	0.234843281933494	0.271539579142206	0.00189347378469719	0.304238657320044
S1055	0.0198729902878877	0.0553618607115676	1.44958612220346e-08	0.00441739079754985	0.00437667377622571	0.0813629954693594	0.25532673009001	0.260991758545894	0.0095645957282044	0.30872499009744
S10551	0.0242585607067405	0.0597395490193055	1.33510175338096e-07	0.0089064275795833	0.00147819391361332	0.0822340625214767	0.231665868998898	0.273239996026368	0.0111670110513089	0.30731019667253
S10552	0.0185794524173398	0.064464828126569	7.75070918019189e-09	0.00755835749033016	0.00644919713692597	0.0842659282131969	0.237788629286175	0.259693287568705	0.00600749056374703	0.315192821446302
S10555	0.023020678696939	0.0589550406433442	1.72106138049708e-08	0.00292848450482799	0.00848721268647322	0.0964137187245163	0.228781563801591	0.274377805876607	0.0142497153949725	0.292785762460114
S10559	0.0155693503443343	0.0633534374278844	5.53858167789551e-08	0.00430274438285775	0.0114804479091413	0.0829509471272378	0.233333273141539	0.277636370270679	0.00545386829318491	0.305919505717326
S1056	0.0274443412056596	0.0588593035996615	5.50886000605056e-09	0.00321339146495201	0.000453272206376727	0.0759531537881489	0.236897607269203	0.288431681823711	0.00963756193938925	0.299109681194038
S10563	0.0295574203650403	0.0506833613936088	1.60950919679036e-07	0.00436121146407801	0.000223547681911877	0.0742695322745328	0.24415888029081	0.279116583787459	0.0132870162024433	0.304342285589196
S10574	0.0120195706430037	0.0690813480633166	1.7838785953669e-08	0.0023469289222705	0.0098904844567007	0.0890640957665343	0.227042739432624	0.286180971563468	0.00700222118780226	0.297371622125494
S10576	0.0205089130673984	0.0589003078028901	2.72667118070196e-08	9.26936279555945e-05	0.00996639173097051	0.0726195020363742	0.252034940202215	0.270988130007876	0.00832837661850817	0.3065607176391
S10578	0.0133090762041686	0.0632493107408803	2.98526960810956e-08	0.00172795175075145	0.00714002242527054	0.0869275017887078	0.24521993537594	0.273025120740047	0.0060809339804536	0.303320117141085
S10579	0.00803677112166494	0.0728929042694088	2.24450179201958e-07	4.9656313564655e-05	0.0123389267975756	0.0837001945142402	0.245319546075697	0.271714928779323	0.00805626779210498	0.297890579886242
S10582	0.0276264155176591	0.0555205223008481	5.73223534249933e-07	0.00219172523732112	0.00806347892983405	0.0889485404920778	0.240660733247598	0.271184904641493	0.00631796367877661	0.299485142730858
S1059	0.0280473292707676	0.0535276691561326	4.23445464558324e-08	0.00493349014031976	0.00678890484827791	0.085552546360058	0.235946201948672	0.271774687555793	0.0100394519936139	0.303389676381819
S10599	0.0251688438731339	0.0518687618075411	2.31502617515959e-07	0.00197997812476251	0.00642558613216509	0.0802053216159395	0.254656649097458	0.276698997950151	0.00244577211053882	0.300549857785692
S10611	0.0128196490431102	0.0665396594919373	1.56150090416973e-08	0.00278182596513142	0.0113519948847712	0.0737583891491477	0.237595949797297	0.284064662853005	0.0079874459496405	0.30310040725095
S10614	0.0160420018379484	0.0621652251631645	5.17020587640526e-08	0.00545875013007511	0.00145058428661883	0.079547793715575	0.250193379799562	0.272097233224144	0.00891289233053213	0.304132087810321
S10624	0.0139265962232122	0.0753032722226122	6.47290292449416e-09	0.00945113463871631	0.00507305208958871	0.0749668106885811	0.222186710992399	0.279689981663284	0.0113255400534657	0.308076894955237
S10632	0.0233642752617667	0.0604415679228743	3.73172611777598e-09	0.00524611841590944	0.0106329097739727	0.0702599592822827	0.23509289179229	0.276471127730485	0.00539458163938508	0.313096564449308
S10634	0.0241652662833502	0.0615474694084756	4.39586663509931e-08	0.000367550357875652	0.0101764525019045	0.0826200488562614	0.233117852965944	0.282526631191319	0.00679364303293428	0.298685041443269
S10638	0.0269558865266839	0.0508731658915646	4.03399159355272e-08	0.00647728243913021	0.00185495067722774	0.077023892077398	0.241207511208996	0.281373046754302	0.00979549944965068	0.304438724635131
S10644	0.0187148959692377	0.0605508711038157	1.34279610285644e-08	0.00309666607088737	0.00352865778859509	0.0905644175187944	0.230359236288898	0.291280075185266	0.00562843768318567	0.296276728963359
S10649	0.0175169347263663	0.059560273058495	2.94518363172567e-09	2.20726546367394e-08	0.00937606843666226	0.0799085250216867	0.257225630443851	0.268612462373684	0.00793110831283262	0.299868972608584
S10652	0.0291505243048249	0.0520632857258378	2.0106177911949e-08	0.00332820644993294	0.00685758695802726	0.0901391756408758	0.243845457802952	0.257879529579126	0.00649086401504701	0.310245349417198
S10654	0.0219364409058823	0.0588165795313316	2.4171931642003e-08	5.49195448562387e-09	0.0176410143924668	0.0966749627902932	0.229716416363843	0.271950732539831	0.00256270923406399	0.300701114578402
S10655	0.00832356213466819	0.0713745381588514	1.14568523260047e-07	0.00151316869794674	0.00399558210421673	0.0843751596244763	0.240999986367333	0.280379516811287	0.00819010246548295	0.300848269067214
