Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	P-value	Correlation	RMSE	Absolute score (sig.score)
mix_55	0.343047881032932	0	0.302099085298032	0	0.260406042692782	0	0	0.292040847370877	0.0620888280569147	9999	0.628718077505575	0.776125454109674	1.25968268445154
mix_56	0.231761414429719	0	0.155332886937564	0	0.171816689362585	0	0	0.407444071128035	0.0971369292496621	9999	0.612505328510838	0.789953329084856	1.06349199110756
mix_57	0.0703916552834588	0	0.308774020449724	0	0.251057276353462	0	0	0.480651602410968	0.0663095075214267	9999	0.586335306092733	0.808724278015538	1.17718406201904
mix_58	0.315791997329632	0	0.165757253243295	0	0.215497235044072	0	0	0.369025176101072	0.0916596271150813	9999	0.624735328807485	0.7799711490465	1.15773128883315
mix_59	0.0953555768922949	0	0.376861732259189	0	0.279006219963676	0	0	0.256976127483156	0.166687572875929	9999	0.57356228939845	0.820543637223263	1.17488722947424
mix_60	0.373602654033937	0	0.209736509634733	0	0.202303958940528	0	0	0.234496454888114	0.130823579697391	9999	0.616369301295818	0.786014655109158	1.1509631571947
mix_61	0.290176106603568	0	0	0.0129862340716491	0.0900698154431763	0	0	0.392422563738003	0.0567926000622797	9999	0.640986621543548	0.767732306200842	0.842447319918676
mix_62	0.305956938471547	0	0.0617948996615647	0.000526508475063035	0.152958468942406	0	0	0.456678832018087	0.0356958593951732	9999	0.642441327653344	0.767181597434335	1.01361150696384
mix_63	0.122906540194566	0	0.318899270972706	0	0.272902606213186	0	0	0.402485448605383	0.101267438618085	9999	0.593531302197473	0.803382912617529	1.21846130460393
mix_64	0.25351234506717	0	0.248644026843366	0	0.217538255420926	0	0	0.408056518487093	0.0572525593629984	9999	0.622015391896996	0.782176757073353	1.18500370518155
mix_65	0.345929622722085	0	0.209710264920253	0.000753182663527316	0.241067932814892	0	0	0.367277814101418	0.0697429323835543	9999	0.628205097525616	0.776990463618044	1.23448174960573
mix_66	0.415710482556329	0	0.372437781270498	0	0.309086774395336	0	0	0.170492320913573	0.0550391764245074	9999	0.638639694364445	0.768331715318085	1.32276653556024
mix_67	0.360724120179076	0	0.0363957259724279	0.0127192469582317	0.142458027938651	0	0	0.309269001966716	0.0744835834205122	9999	0.656546248847483	0.753625557693946	0.936049706435615
mix_68	0.223456287242222	0	0.11258442829373	0	0.191810186572705	0	0	0.352721440236673	0.179757133799001	9999	0.623031916991616	0.781612638469466	1.06032947614433
mix_69	0.282985166257845	0	0.281158368899745	0	0.220518316727811	0	0	0.360179540454819	0.0659427760840333	9999	0.617875530450175	0.784914296464978	1.21078416842425
mix_70	0.623058540284606	0	0.257941213287599	0.0170573293083795	0.247236542088899	0	0	0.125890671970473	0.019827882656843	9999	0.645314147350537	0.764925241187124	1.2910121795968
mix_71	0.433391917166766	0	0.338373165045011	0.0196830523773009	0.23200208201638	0	0	0.167752042460731	0.0677918316442557	9999	0.632369182103407	0.773874996774594	1.25899409071044
mix_72	0.476644716056965	0	0.0823351085117593	0.00519646529793518	0.123583380869142	0	0	0.389176695889897	0.0335266860638834	9999	0.654028122443111	0.755725800204215	1.11046305268958
mix_73	0.521827532278869	0	0.192016958848456	0	0.209417662738763	0	0	0.208662931303955	0.0778923158826086	9999	0.643869736630235	0.763933999895777	1.20981740105265
mix_74	0.387301646465107	0	0.244766056668511	0	0.207722842004447	0	0	0.435376487716462	0.0331857764331288	9999	0.62716159683162	0.777946555722718	1.30835280928766
mix_75	0.385864405983532	0	0.387498138240523	0	0.29119591149696	0	0	0.274965144671479	0.0272570718604454	9999	0.632531586770719	0.77307380101816	1.36678067225294
mix_76	0.227482028224172	0	0.169196919550833	0	0.215203698507246	0	0	0.387854829482992	0.141194709911856	9999	0.609940642672416	0.791486073489151	1.1409321856771
mix_77	0.226716545934415	0	0.0341773699023297	0.00354042573308048	0.130612334678682	0	0	0.427107227968239	0.130452073476161	9999	0.637823428932507	0.771097926464333	0.952605977692907
mix_78	0.331749968790139	0	0.315263483507286	0	0.261111448274503	0	0	0.206189468149397	0.0991056088575767	9999	0.62078104025793	0.782571726115682	1.2134199775789
mix_79	0.141944835373831	0	0.374428191571296	0	0.26072364280697	0	0	0.350699720918777	0.0949036416307085	9999	0.581459639659845	0.813061141718562	1.22270003230158
mix_80	0.326984176095116	0	0.162956750954208	0	0.190403875988263	0	0	0.295917345590512	0.133661277619787	9999	0.623292136819129	0.780790216031165	1.10992342624789
mix_81	0.221842982424113	0	0.145181044618048	0	0.167404569773858	0	0	0.439631091104084	0.109184911065248	9999	0.615224071300954	0.788240997734984	1.08324459898535
mix_82	0.345280141136583	0	0.270526907345947	0	0.217010514272663	0	0	0.257153861117611	0.123151379144544	9999	0.624315193009563	0.779662298156792	1.21312280301735
mix_83	0.404500330148163	0	0.362509101296699	0.00541000402650446	0.255288330279693	0	0	0.248340418930687	0.0538877821806295	9999	0.623086292385569	0.780878776539532	1.32993596686238
mix_84	0.264222466582096	0	0.181591140662251	0	0.192552338568719	0	0	0.36449369552979	0.107670294624006	9999	0.615002881028809	0.787574484992224	1.11052993596686
mix_85	0.25243831091666	0	0.156530467555679	0	0.160678241279264	0	0	0.419580045422097	0.118011909536061	9999	0.611643635165049	0.790607518824512	1.10723897470976
mix_86	0.179628802755967	0	0.104048475119431	0	0.156491937615436	0	0	0.48183925007779	0.0935464566225643	9999	0.616296758148051	0.788143784149479	1.01555492219119
mix_87	0.200956586833775	0	0.185326250526416	0	0.181829983526355	0	0	0.383665947019043	0.0844035650287245	9999	0.618282385934286	0.785477173039778	1.03618233293431
mix_88	0.301809202497558	0	0.146616365419921	0	0.207882286554757	0	0	0.377570758894366	0.109994916436358	9999	0.628772173829834	0.777051835629606	1.14387352980296
mix_89	0.238533689289616	0	0.0640693599881525	0	0.141474072420971	0	0	0.395192993295226	0.138307646316339	9999	0.634488338866255	0.773437118751651	0.977577761310304
mix_90	0.197157166731488	0	0.24534510799126	0	0.231458961153602	0	0	0.34192400679518	0.124780169933688	9999	0.609888729046957	0.791101045501444	1.14066541260522
mix_91	0.357842514892483	0	0.35730425092482	0	0.296061623903082	0	0	0.269756307323553	0.0514315103702255	9999	0.635445797738019	0.770624906181204	1.33239620741416
mix_92	0.26529942730071	0	0.222115406831248	0	0.212750050395749	0	0	0.41229124808426	0.0768250621665769	9999	0.62170091012007	0.782586212051444	1.18928119477854
mix_93	0.0979133973136197	0	0.646559284952858	0.0087008476729052	0.370118408480717	0	0	0.213335222130104	0.0736398025309873	9999	0.569558536613152	0.836775427951068	1.41026696308119
mix_94	0.0931051141391793	0	0.50193745301268	0	0.361588934595286	0	0	0.240440497052142	0.148119435580997	9999	0.573800814803069	0.823847112352147	1.34519143438028
mix_95	0.421342488444081	0	0.363839392561645	0	0.296190762963266	0	0	0.182021617162625	0.0397617935150607	9999	0.635233007747195	0.771218766951115	1.30315605464668
mix_96	0.475314768762447	0	0.361836607658963	0	0.303079080091905	0	0	0.197753430449012	0.0506885179855157	9999	0.634319842058857	0.771906767516388	1.38867240494784
mix_97	0.309817226577835	0	0.283743920889938	0	0.226325679595631	0	0	0.320520193253419	0.109109405988066	9999	0.617680586422888	0.784965284339083	1.24951642630489
mix_98	0.270915658127144	0	0.251370084166477	0	0.211784289648058	0	0	0.358392443483498	0.0555540173829711	9999	0.621289139836969	0.7824116532255	1.14801649280815
mix_99	0.164147959992658	0	0	0.00540073549807232	0.0796318070894551	0	0	0.400945188549305	0.0789514336496233	9999	0.648087220042423	0.76411533395038	0.729077124779114
mix_100	0.293130142201288	0	0.213861827419377	0	0.197057208040329	0	0	0.41333349659598	0.0851900518066031	9999	0.623370858770337	0.781344010292763	1.20257272606358
