naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
mix_81	0.0634	0	0.4655	0.3913	0	0	0.0798	0
mix_82	0.1819	0	0.2965	0.321	0	0	0.2006	0
mix_83	0.1873	0	0.3412	0.2013	0	0.0316	0.2386	0
mix_84	0.1267	0	0.3822	0.37	0	0	0.1211	0
mix_85	0.0822	0	0.3916	0.4172	0	0	0.109	0
mix_86	0	0	0.3697	0.6303	0	0	0	0
mix_87	0.0626	0	0.4925	0.2868	0	0	0.1581	0
mix_88	0.1204	0	0.2871	0.5163	0	0	0.0762	0
mix_89	0.0598	0	0.2975	0.6427	0	0	0	0
mix_90	0.0498	0	0.3828	0.3737	0	0	0.1938	0
mix_91	0.1651	0	0.2755	0.2823	0	0.0175	0.2596	0
mix_92	0.1151	0	0.465	0.2347	0	0	0.1852	0
mix_93	0.018	0.1137	0.4378	0.0302	0.0066	0.1136	0.2801	0
mix_94	0.0595	0	0.2284	0.3972	0	0.0571	0.2578	0
mix_95	0.2516	0	0.219	0.2602	0	0.0262	0.243	0
mix_96	0.2263	0	0.1787	0.3611	0	0.0015	0.2324	0
mix_97	0.1093	0	0.3336	0.3299	0	0	0.2272	0
mix_98	0.1626	0	0.4196	0.2084	0	0	0.2094	0
mix_99	0.0052	0	0.4176	0.5772	0	0	0	0
mix_100	0.1263	0	0.406	0.3043	0	0	0.1634	0
