B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
mix_22	0	0	0.1096	0.1234	0.2099	0.3892	0	0.0417	0.0574	0	0.0688
mix_23	0	0.0073	0.1292	0.1906	0.25	0.317	0	0.0367	0.055	0.006	0.0081
mix_24	0	0.0111	0.2113	0.1326	0.2389	0.2502	0	0.0489	0.0636	0.0434	0
mix_25	0	0	0.1559	0.2232	0.2621	0.3248	0	0.025	0.009	0	0
mix_26	0.0343	0	0.2636	0.1834	0.207	0.0095	0.034	0.0602	0.1584	0.0085	0.0409
mix_27	0	0	0.0828	0.1005	0.2482	0.4645	0	0.0393	0.0416	0	0.0231
mix_28	0	0.0017	0.1774	0.1513	0.2568	0.3222	0	0.041	0.0399	0.0074	0.0022
mix_29	0	0	0.0664	0.0443	0.2205	0.4886	0	0.0369	0.0604	0.0144	0.0683
mix_30	0	0	0.1605	0.2086	0.2639	0.3145	0	0.0341	0.0184	0	0
mix_31	0	0	0.1686	0.1924	0.2506	0.2264	0	0.0433	0.0704	0.0024	0.0458
mix_32	0	0.0196	0.1675	0.2522	0.2447	0.2164	0	0.0248	0.0481	0	0.0268
mix_33	0.005	0	0.218	0.2649	0.2562	0.0883	0	0.0565	0.1067	0	0.0045
mix_34	0.0185	0.0393	0.2181	0.1267	0.1409	0	0.0498	0.0381	0.1716	0.0835	0.1135
mix_35	0	0	0.151	0.1389	0.2362	0.3507	0	0.0381	0.0398	0	0.0453
mix_36	0	0	0.1634	0.1271	0.2238	0.2875	0	0.0448	0.0779	0	0.0756
mix_37	0.0305	0	0.253	0.044	0.2006	0.1542	0.0349	0.0568	0.139	0.0623	0.0248
mix_38	0.007	0.0071	0.1832	0.0226	0.1976	0.2906	0.0241	0.057	0.133	0.0394	0.0386
mix_39	0	0	0.1463	0.1524	0.2449	0.3548	0	0.0362	0.0321	0.0124	0.0209
mix_40	0	0	0.1904	0.1778	0.232	0.2174	0	0.0431	0.0789	0	0.0604
mix_41	0.0362	0	0.2562	0.1572	0.1791	0.0391	0.0371	0.0572	0.1572	0.0204	0.0603
mix_42	0	0.0326	0.1925	0.3428	0.2734	0.0841	0	0.0189	0.0191	0.0027	0.034
mix_43	0.0066	0.0475	0.2565	0.2101	0.1986	0	0.028	0.0437	0.1322	0.0171	0.0598
mix_44	0	0.0326	0.1513	0.1601	0.2384	0.2829	0	0.0325	0.0619	0.0143	0.0259
mix_45	0	0	0.1582	0.058	0.2325	0.3338	0	0.0332	0.0539	0.0456	0.0849
mix_46	0.0154	0	0.2282	0.1444	0.1888	0.1206	0.0357	0.0602	0.1379	0	0.0688
mix_47	0.0425	0.0405	0.2894	0	0.1103	0	0.0985	0.0471	0.2324	0.1332	0.0062
mix_48	0	0.0475	0.2115	0.3049	0.242	0.0499	0	0.0296	0.0755	0	0.0392
mix_49	0	0.009	0.1157	0.1227	0.1713	0.2862	0.0063	0.0396	0.1172	0.003	0.1289
mix_50	0	0	0.1448	0.1089	0.2623	0.3685	0	0.034	0.0304	0.0169	0.0342
mix_51	0.0373	0.0135	0.2789	0.1186	0.1761	0	0.0576	0.0509	0.1707	0.0423	0.0541
mix_52	0.0322	0.0094	0.2366	0.1674	0.1801	0.0447	0.0392	0.0562	0.1423	0.024	0.0677
mix_53	0	0.0933	0.2	0.2436	0.1673	0.0079	0.0273	0.0286	0.1213	0.0689	0.0418
mix_54	0	0.0191	0.211	0.2112	0.243	0.1896	0	0.0417	0.074	0	0.0105
mix_55	0.0251	0	0.2543	0.2635	0.2621	0.014	0	0.0536	0.1064	0.0102	0.0107
mix_56	0	0	0.178	0.2186	0.2674	0.2507	0	0.0399	0.0453	0	0
mix_57	0	0	0.136	0.1532	0.246	0.3994	0	0.0296	0.0211	0	0.0147
mix_58	0	0	0.1716	0.0957	0.2454	0.3417	0	0.0516	0.0695	0.0222	0.0023
mix_59	0	0.0779	0.2276	0.1316	0.1533	0.0116	0.048	0.0352	0.1566	0.0457	0.1125
mix_60	0.0153	0.0092	0.2172	0.2629	0.2464	0.0987	0	0.0503	0.0918	0	0.0081
mix_61	0	0.014	0.1906	0.1152	0.2232	0.2849	6e-04	0.0457	0.0728	0	0.053
mix_62	0.0288	0	0.233	0.0666	0.1908	0.1547	0.0502	0.0665	0.1363	0.0211	0.0521
mix_63	0	0	0.1814	0.1408	0.258	0.3118	0	0.0471	0.0549	0	0.006
mix_64	0	0.0967	0.2801	0	0.1239	0	0.0967	0.0332	0.1964	0.1289	0.044
mix_65	0.0408	0.0116	0.2435	0.1212	0.1536	0.0445	0.045	0.0562	0.1778	0.0373	0.0685
mix_66	0	0.0517	0.1621	0.0861	0.1735	0.161	0.0202	0.0289	0.1288	0.0746	0.1131
mix_67	0	0.0136	0.1008	0.0348	0.2186	0.4527	0.0085	0.0442	0.0826	0	0.0442
mix_68	0.0095	0.0082	0.2389	0.1522	0.2169	0.1273	0.0068	0.0503	0.1012	0.0643	0.0245
mix_69	0	0.0318	0.2053	0.2199	0.2375	0.2236	0	0.0266	0.0326	0	0.0227
mix_70	0.0299	0	0.2884	0.1128	0.1966	0.0506	0.0384	0.062	0.1526	0.0352	0.0334
mix_71	0.0215	0	0.1917	0.0992	0.2054	0.2045	0.0222	0.0569	0.1242	0.0441	0.0304
mix_72	0.0174	0.0098	0.2429	0.0305	0.1834	0.1874	0.047	0.0632	0.1482	0.0352	0.0351
mix_73	0.0104	0.0226	0.3019	0.0916	0.236	0.0743	0.049	0.0546	0.1205	0.0392	0
mix_74	0	0	0.1493	0.26	0.275	0.2754	0	0.0287	0.0115	0	0
mix_75	0	0.0406	0.2206	0.268	0.2524	0.0741	0	0.0428	0.0821	0.006	0.0133
mix_76	0	0	0.1411	0	0.1918	0.3987	0.0278	0.0566	0.101	0.0143	0.0688
mix_77	0	0.0204	0.1644	0.1998	0.2423	0.2658	0	0.0321	0.047	0.0042	0.024
mix_78	0.0105	0.0098	0.2282	0.1703	0.2367	0.1406	0.0128	0.0493	0.1128	0.0289	0
mix_79	0	0.116	0.2571	0.0849	0.1585	0	0.0927	0.0437	0.173	0.0401	0.034
mix_80	0	0.0938	0.2227	0.2542	0.178	1e-04	0.034	0.035	0.1186	0	0.0635
mix_81	0.0155	0.068	0.1791	0.1241	0.133	0	0.0788	0.0525	0.2262	0.0512	0.0718
mix_82	0.032	0	0.2767	0	0.0774	0	0.1164	0.0522	0.2139	0.1094	0.1219
mix_83	0.018	0	0.2984	0.1766	0.2402	0.0631	0.0016	0.0563	0.0871	0.031	0.0277
mix_84	0.002	0	0.1946	0.04	0.2092	0.2989	0.0088	0.0527	0.097	0.0361	0.0606
mix_85	0.0404	0	0.2035	0.0442	0.1498	0.1239	0.0384	0.0543	0.1777	0.0687	0.0991
mix_86	0	0.0152	0.194	0.1568	0.2439	0.2686	0	0.0429	0.0636	3e-04	0.0148
mix_87	0	0	0.0899	0.1712	0.2615	0.4408	0	0.0278	0.0088	0	0
mix_88	0	0	0.1349	0.1906	0.2536	0.3025	0	0.0401	0.0576	0	0.0207
mix_89	0	0.1392	0.2508	0.0657	0.1374	0	0.0936	0.0394	0.1963	0.0385	0.0391
mix_90	0	0	0.0833	0.1292	0.2726	0.4832	0	0.0236	0	0	0.0082
mix_91	0	0	0.1457	0.1059	0.2381	0.3673	0	0.0396	0.0514	0	0.052
mix_92	0	0.0036	0.1831	0.2354	0.2539	0.2074	0	0.0389	0.0502	0.0182	0.0092
mix_93	0.0089	0.0658	0.3574	0	0.1655	0.0182	0.0814	0.0549	0.1544	0.071	0.0226
mix_94	0	0	0.1522	0.1868	0.2629	0.3513	0	0.0292	0.0134	0	0.0041
mix_95	0	0	0.1986	0.2468	0.2683	0.2111	0	0.0396	0.0356	0	0
mix_96	0	0.0308	0.1703	0.1872	0.2072	0.1706	0	0.0437	0.1098	0.0267	0.0537
mix_97	0	0	0.1571	0.2148	0.2354	0.2485	0	0.0206	0.0303	0.0134	0.0798
mix_98	0	0	0.2065	0.2537	0.2545	0.1373	0	0.0408	0.0657	0	0.0415
mix_99	0	0.108	0.2781	0.0112	0.1265	0	0.1036	0.0204	0.1239	0.1009	0.1274
mix_100	0	0	0.2211	0.1451	0.2437	0.2557	0	0.0494	0.0538	0	0.0313
