B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
S10121	0	0.0992	0.1876	0.0525	0.0427	0.1711	0.149	0.0852	0.1388	0.0145	0.0596
S10130	0	0.1288	0.2116	0.0093	0.038	0.1007	0.1555	0.0701	0.1739	0.051	0.0612
S10140	0	0.1621	0.1658	0	0.0571	0.0715	0.1775	0.0525	0.2123	0.0974	0.0038
S10142	0.0949	0.0506	0.0817	0.0272	0.0523	0.316	0.0763	0.0551	0.1599	0.0651	0.0209
S10150	0	0.118	0.1326	0	0.0748	0.1489	0.1857	0.0516	0.172	0.0244	0.0922
S10155	0.0186	0.0935	0.2324	0.1056	0.0175	0.1223	0.1187	0.0602	0.1515	0.0244	0.0553
S1016	0	0.1073	0.1551	0.0536	0.072	0.1568	0.138	0.0603	0.1625	0.0306	0.0638
S10163	0	0.0884	0.2481	0.0052	0.0722	0.2397	0.1016	0.0435	0.133	0.0172	0.0511
S10167	0	0.1106	0.139	0	0.0693	0.2702	0.1115	0.0508	0.1255	0.0315	0.0916
S10168	0.0379	0.0479	0.1732	0.029	0.0543	0.3091	0.0571	0.0689	0.1322	0.0446	0.0457
S10173	0	0.1512	0.252	0.1302	0.0741	0.1539	0.0556	0.0426	0.1102	0	0.0303
S10175	0	0.1333	0.1818	0.0727	0.0682	0.0768	0.1306	0.0503	0.1759	0.0804	0.0302
S10179	0.0361	0.0176	0.1331	0.0808	0.072	0.281	0.0738	0.0493	0.1795	0.0767	0
S10186	0.0524	0.0755	0.2832	0.0994	0.0717	0.1489	0.0528	0.0592	0.126	0.0087	0.0222
S1019	0	0.132	0.2168	0.0782	0.0582	0.1197	0.1026	0.0658	0.1384	0.0476	0.0407
S10190	0.0879	0.0127	0.2042	0.1639	0.0844	0.0463	0.109	0.0642	0.1705	0.0248	0.0321
S10195	0	0.1167	0.2006	0.0151	0.0559	0.0941	0.1562	0.0623	0.1885	0.0383	0.0722
S10196	0	0.0901	0.2149	0.0983	0.0501	0.075	0.1344	0.0467	0.1793	0.0478	0.0634
S10200	0	0.103	0.121	0.0176	0.0763	0.1799	0.1445	0.041	0.2233	0.0769	0.0166
S10201	0	0.1422	0.1474	0	0.0553	0.0836	0.1921	0.0546	0.2051	0.0619	0.0579
S10202	0	0.0742	0.1178	0.0219	0.0288	0.3699	0.0974	0.0658	0.15	0.0274	0.0469
S10205	0.0529	0.0622	0.1969	0.0362	0.0779	0.1316	0.1336	0.041	0.1696	0.0778	0.0202
S10211	0	0.0785	0.117	0.1007	0.0858	0.1367	0.1149	0.0338	0.1956	0.058	0.079
S10221	0.04	0.0528	0.2318	0.0831	0.0415	0.0916	0.0982	0.032	0.2208	0.0557	0.0526
S10222	0	0.1577	0.2473	0.0142	0.064	0.0346	0.1517	0.0492	0.1814	0.0791	0.0207
S10226	5e-04	0.1177	0.191	0.0631	0.0382	0.0884	0.1653	0.06	0.1782	0.0518	0.0457
S10227	0	0.1245	0.2069	0.0222	0.0763	0.0737	0.1547	0.042	0.1837	0.0696	0.0464
S10228	0	0.0865	0.2399	0.076	0.0505	0.13	0.1256	0.0478	0.1708	0.0196	0.0533
S10232	0	0.1464	0.2295	0.1215	0.1147	0.1524	0.0333	0.0639	0.0789	0	0.0595
S10248	0.0722	0.017	0.1769	0.1696	0.0846	0.0362	0.1104	0.0532	0.1813	0.0615	0.0371
S10249	0	0.121	0.155	0.0366	0.0391	0.0784	0.1677	0.0806	0.1799	0.0655	0.0763
S1025	0.0076	0.111	0.1423	0.0989	0.0404	0.2004	0.1099	0.0679	0.1461	0.0454	0.0301
S10266	0	0.1124	0.2385	0.0644	0.0294	0.1021	0.1404	0.0644	0.1657	0.0033	0.0793
S10269	0	0.1694	0.1478	0.0238	0.061	0.1482	0.1502	0.0629	0.143	0.0471	0.0466
S10272	0	0.1144	0.16	0.0542	0.0686	0.0791	0.1564	0.046	0.2188	0.0449	0.0577
S10273	0.0026	0.1493	0.1607	0.0155	0.0439	0.1819	0.1183	0.0546	0.1653	0.0587	0.0492
S10274	0	0.1236	0.2232	0.0388	0.0656	0.0627	0.138	0.045	0.204	0.0263	0.0727
S1028	0.0166	0.0758	0.1671	0.0983	0.089	0.0394	0.1602	0.0525	0.1959	0.0699	0.0353
S10280	0.008	0.0882	0.1844	0.1014	0.0398	0.1309	0.1198	0.0724	0.1541	0.0884	0.0126
S10283	0.0505	0.0432	0.1681	0.1316	0.0548	0.2138	0.0822	0.0642	0.1477	0.0438	0
S1029	0	0.1249	0.2119	0.0635	0.0672	0.1517	0.0808	0.059	0.1553	0.0419	0.0438
S10292	0	0.1254	0.2678	0.0906	0.0564	0.1293	0.0883	0.0672	0.1144	0.0257	0.0349
S10294	0	0.1244	0.1623	0.0604	0.0963	0.1802	0.0774	0.0364	0.1783	0.0699	0.0143
S10302	0	0.0581	0.1676	0.0703	0.0587	0.1952	0.0976	0.043	0.1673	0.0762	0.066
S10303	0	0.0916	0.1752	0	0.039	0.3165	0.0965	0.0368	0.1749	0.0259	0.0438
S10323	0	0.11	0.2003	0.0826	0.0411	0.1236	0.1434	0.0697	0.1526	0.0408	0.0359
S10326	0	0.1155	0.1235	0.0424	0.0479	0.1538	0.1566	0.0523	0.1921	0.0635	0.0524
S10328	0	0.0432	0.1342	0.011	0.0215	0.4255	0.093	0.0805	0.1138	0.0488	0.0286
S10329	0	0.1141	0.1635	0.0685	0.0461	0.2041	0.0957	0.067	0.1754	0.0608	0.0049
S10336	0	0.0957	0.1127	0	0.0401	0.3049	0.0955	0.0486	0.1926	0.0556	0.0542
S10340	0.0276	0.0996	0.2075	0.0983	0.0695	0.0835	0.1334	0.0819	0.1455	0.0221	0.031
S10347	0	0.0958	0.2759	0.0163	0.0518	0.1909	0.1065	0.071	0.1198	0.0014	0.0706
S10353	0	0.1314	0.194	0.0656	0.0135	0.1446	0.1537	0.086	0.1192	0.0449	0.0471
S10356	0	0.111	0.2695	0.0615	0.0738	0.114	0.0905	0.0727	0.1272	0.0225	0.0572
S10358	0	0.0836	0.1994	0.0592	0.0517	0.0961	0.1546	0.0651	0.1947	0.0701	0.0256
S10365	0	0.1261	0.208	0.0339	0.0681	0.0773	0.1563	0.068	0.1775	0.0314	0.0535
S1037	0.0404	0.0471	0.237	0.1348	0.0388	0.2514	0.0364	0.0583	0.1114	0.0254	0.019
S10373	0	0.1168	0.2275	0.0865	0.041	0.1308	0.1114	0.0469	0.1588	0.0329	0.0472
S10374	0	0.1295	0.1524	0.105	0.1121	0.0256	0.123	0.0428	0.1435	0.0964	0.0698
S10375	0	0.1035	0.1912	0.011	0.0557	0.1904	0.1609	0.0448	0.1551	0.0348	0.0525
S10377	0	0.1359	0.2457	0.0585	0.0633	0.1294	0.0424	0.0399	0.1859	0.0289	0.0701
S10378	0.0183	0.1073	0.1919	0.0845	0.0475	0.1413	0.1362	0.0347	0.1688	0.0472	0.0224
S10390	0	0.115	0.2918	0.0207	0.0978	0.134	0.1054	0.0673	0.078	0.0137	0.0764
S10391	0	0.1311	0.1687	0.056	0.0998	0.0373	0.0895	0.0632	0.2257	0.0771	0.0516
S10393	0	0.0856	0.0609	0.1586	0.0387	0.1789	0.1239	0.042	0.1984	0.0668	0.0461
S10400	0	0.1151	0.2355	0.0456	0.0663	0.0571	0.1224	0.057	0.2127	0.0489	0.0393
S10401	0	0.1248	0.192	0.0294	0.032	0.2199	0.1004	0.0552	0.1686	0.045	0.0326
S10406	0	0.1403	0.1748	0.0322	0.0534	0.039	0.1793	0.0623	0.184	0.0535	0.0813
S10408	0	0.1177	0.1997	0	0.0178	0.2333	0.0932	0.0713	0.1615	0.05	0.0554
S10409	0.0167	0.0761	0.1216	0.1387	0.0668	0.1538	0.1154	0.0336	0.1918	0.0533	0.0322
S10418	0	0.1134	0.2102	0.0074	0.0765	0.0698	0.1739	0.076	0.1598	0.0118	0.1014
S10431	0	0.0903	0.2122	0.103	0.0497	0.1107	0.1178	0.0532	0.1797	0.0136	0.0699
S10438	0	0.1236	0.1999	0.0758	0.0848	0.0858	0.1055	0.0495	0.1776	0.0404	0.0571
S10439	0	0.1101	0.1576	0.0354	0.0446	0.1353	0.1478	0.0233	0.2556	0.0398	0.0504
S10441	0	0.122	0.1099	0.017	0.0267	0.1309	0.1694	0.0724	0.2206	0.0852	0.0459
S10442	0	0.1072	0.1959	0.0623	0.0508	0.1505	0.1255	0.05	0.1939	0.0291	0.0347
S1046	0	0.1313	0.1974	0.0407	0.0546	0.0477	0.156	0.0419	0.2299	0.0501	0.0504
S10478	0	0.157	0.1445	0.0222	0.0496	0	0.2189	0.0658	0.2229	0.0396	0.0795
S10480	0	0.1409	0.1749	0.0444	0.0308	0.3035	0.0483	0.0844	0.0923	0.034	0.0464
S10484	0	0.1248	0.1783	0.0069	0.0373	0.1589	0.1264	0.0755	0.1855	0.0277	0.0786
S10492	0	0.105	0.1904	0.1662	0.0517	0.1248	0.0709	0.0295	0.1873	0.0743	0
S10496	0.0531	0.1227	0.1586	0.0669	0.0566	0.1583	0.0986	0.0587	0.1536	0.0478	0.025
S10510	0	0.1443	0.1412	0.1614	0.0714	0.0166	0.1067	0.0424	0.1733	0.088	0.0549
S10513	0	0.0733	0.132	0.0616	0.036	0.1408	0.1733	0.0574	0.1708	0.1147	0.0399
S10516	0	0.133	0.168	0.0608	0.0323	0.1291	0.1157	0.0636	0.1785	0.0646	0.0545
S10534	0.0453	0.0786	0.2148	0.0907	0.0671	0.032	0.1482	0.0446	0.2025	0.0654	0.0106
S10535	0	0.0967	0.1508	0.2314	0.0872	0.0619	0.0867	0.0441	0.1653	0.0125	0.0634
S10537	0	0.1317	0.1988	0.0026	0.0548	0.1388	0.1264	0.0329	0.2225	0.0517	0.0398
S1054	0	0.0833	0.1747	0.043	0.0636	0.2699	0.0871	0.0618	0.1394	0.0188	0.0582
S10543	0	0.124	0.1615	0.0111	0.0575	0.2513	0.1127	0.0674	0.1407	0.0321	0.0415
S10546	0	0.1432	0.1699	0	0.0832	0.1395	0.1357	0.0522	0.1528	0.0732	0.0503
S1055	0	0.125	0.1575	0.0343	0.0815	0.0666	0.1529	0.0557	0.2129	0.0463	0.0674
S10551	0	0.122	0.1875	0.0589	0.0347	0.165	0.1079	0.0593	0.1663	0.0423	0.056
S10552	0	0.1384	0.1464	0	0.0789	0.1286	0.1749	0.07	0.1784	0.0278	0.0565
S10555	0.0116	0.0437	0.0626	0.0126	0.0359	0.4777	0.1031	0.0576	0.1322	0.0291	0.0338
S10559	0	0.117	0.1834	0.0627	0.0603	0.0495	0.1509	0.0511	0.22	0.073	0.0321
S1056	0.0563	0.09	0.2459	0.0965	0.0422	0.061	0.1177	0.079	0.1435	0.0458	0.0221
S10563	0	0.0798	0.1705	0.0311	0.0462	0.2316	0.1385	0.0621	0.1609	0.0256	0.0538
S10574	0.0236	0.0796	0.1905	0.1127	0.0508	0.1567	0.1112	0.058	0.1562	0.035	0.0257
S10576	0	0.1457	0.182	0.0082	0.0794	0.0344	0.1988	0.0554	0.1837	0.0144	0.0982
S10578	0	0.1166	0.1351	0.0257	0.0995	0.0863	0.1499	0.05	0.1981	0.0917	0.0472
S10579	0	0.1278	0.1856	0.0116	0.0528	0.1107	0.1506	0.041	0.2035	0.0464	0.0701
S10582	0.0223	0.1028	0.1563	0.0518	0.0413	0.1256	0.1873	0.0446	0.1687	0.0549	0.0444
S1059	0	0.1123	0.1362	0.0356	0.0513	0.2415	0.1096	0.0554	0.1754	0.0494	0.0333
S10599	0	0.1265	0.2026	0.047	0.0542	0.0083	0.1446	0.0517	0.2479	0.0618	0.0553
S10611	0	0.1138	0.1881	0.0553	0.0444	0.0726	0.155	0.0667	0.1892	0.0658	0.049
S10614	0	0.1147	0.1852	0	0.0397	0.1197	0.1843	0.0574	0.19	0.0534	0.0557
S10624	0	0.2087	0.1793	0.0138	0.0369	0.0935	0.1036	0.1168	0.1591	0.0346	0.0536
S10632	0	0.1651	0.1271	0.1066	0.0427	0.0899	0.1168	0.0761	0.1547	0.057	0.0641
S10634	0.003	0.1484	0.2234	0.1102	0.0694	0.0324	0.1338	0.0659	0.1403	0.0106	0.0624
S10638	0.0227	0.0812	0.2129	0.0598	0.0379	0.097	0.1389	0.0948	0.1917	0.0157	0.0474
S10644	0.0144	0.0873	0.2092	0.0757	0.0256	0.1944	0.1137	0.049	0.1557	0.0657	0.0094
S10649	0.0096	0.1139	0.1787	0.0094	0.0467	0.0647	0.1963	0.0539	0.185	0.0824	0.0594
S10652	0	0.1593	0.1189	0	0.0525	0.1097	0.1657	0.0593	0.148	0.1284	0.0583
S10654	0.0045	0.1048	0.0866	0.1002	0.0575	0.1972	0.124	0.055	0.1818	0.0728	0.0157
S10655	0	0.1243	0.1806	0.0734	0.0504	0.1196	0.1164	0.0433	0.201	0.0578	0.0331
S10656	0.006	0.0632	0.0989	0.066	0.0513	0.3296	0.0925	0.0347	0.1634	0.0901	0.0044
S10657	0	0.1759	0.2125	0	0.0365	0.1368	0.0931	0.061	0.1569	0.0714	0.0559
S10658	0.0316	0.0958	0.1559	0.103	0.0475	0.1298	0.1537	0.0408	0.1803	0.0588	0.0027
S10660	0	0.1107	0.1335	0.138	0.0425	0.2746	0.0502	0.0577	0.1251	0	0.0677
S10661	0.0424	0.0892	0.2418	0.1101	0.0681	0.0871	0.1152	0.0631	0.1378	0.0193	0.026
S10676	0.0017	0.1737	0.0601	0	0.0581	0.099	0.138	0.0953	0.2353	0.1376	0.0011
S1068	0.0213	0.0949	0.1774	0.1511	0.024	0.1256	0.1335	0.0819	0.1307	0.0474	0.0122
S10681	0.0169	0.1149	0.1389	0.0308	0.0762	0.1283	0.1313	0.0397	0.1918	0.0503	0.081
S10686	0	0.1067	0.1758	0.0499	0.0843	0.072	0.1548	0.0575	0.1789	0.0273	0.0929
S10688	0	0.0707	0.2278	0.1956	0.0275	0.1167	0.117	0.0589	0.138	0.0326	0.0153
S10690	0	0.0938	0.1209	0	0.0314	0.2968	0.1198	0.0742	0.1618	0.0346	0.0666
S10698	0.0249	0.0766	0.1966	0.1138	0.0383	0.1812	0.095	0.0774	0.1511	0.0224	0.0227
S107	0	0.075	0.2102	0.1264	0.048	0.1674	0.1294	0.0602	0.1051	0.0313	0.0469
S10703	0.0458	0.0528	0.1603	0.1268	0.0539	0.1629	0.09	0.0529	0.188	0.0412	0.0253
S10726	0	0.1345	0.2524	0.128	0.0475	0.0482	0.1087	0.053	0.148	0.0241	0.0555
S10729	0	0.108	0.2002	0.0147	0.0718	0.1169	0.105	0.0665	0.2066	0.0419	0.0683
S10733	0	0.1009	0.1362	0.1108	0.0518	0.0978	0.1373	0.0365	0.2195	0.0646	0.0445
S10734	0	0.1418	0.1763	0.0998	0.0458	0.1266	0.0682	0.0277	0.2094	0.0347	0.0697
S10735	0	0.159	0.2098	0.0689	0.0565	0.0988	0.1014	0.0465	0.1663	0.0629	0.03
S10740	0	0.0893	0.2212	0.0779	0.0402	0.0734	0.1219	0.0844	0.1966	0.0379	0.0571
S10745	0	0.1346	0.1189	0.0135	0.0299	0.0852	0.2269	0.0676	0.2076	0.0624	0.0535
S10748	0	0.1097	0.2271	0.0967	0.055	0.1264	0.0975	0.046	0.1606	0.0447	0.0364
S10753	0	0.1131	0.2078	0.0864	0.0164	0.1408	0.1194	0.0519	0.2066	0.02	0.0376
S10756	0.0546	0.0893	0.1526	0.0854	0.0567	0.1125	0.128	0.0442	0.1897	0.0445	0.0426
S10757	0.018	0.0712	0.2255	0.2197	0.0766	0.1353	0.0665	0.0677	0.116	0	0.0035
S1076	0	0.1103	0.2287	0.0355	0.0477	0.1706	0.1329	0.053	0.166	0.0352	0.0202
S10764	0	0.0997	0.1987	0	0.055	0.187	0.0846	0.0493	0.13	0.1184	0.0774
S10767	0.0039	0.0915	0.1298	0.0902	0.0421	0.3184	0.0615	0.0643	0.1167	0.0266	0.055
S10776	0	0.1253	0.1554	0.0495	0.0357	0.1115	0.1773	0.0633	0.1886	0.0582	0.0353
S10778	0	0.105	0.2065	0.0526	0.0304	0.1187	0.1908	0.0748	0.1538	0.0167	0.0506
S10784	0.0029	0.1455	0.1747	0.0012	0.0342	0.0893	0.1885	0.0703	0.1982	0.0534	0.0417
S10787	0	0.1295	0.2143	0.0386	0.0577	0.1637	0.1148	0.0502	0.1517	0.0363	0.0433
S10800	0.0952	0.1784	0.1839	0.0126	0.0857	0.0615	0.116	0.0642	0.1513	0.0268	0.0243
S10805	0	0.1311	0.1924	0	0.0643	0.1208	0.1337	0.0674	0.1805	0.0739	0.0359
S10813	7e-04	0.1198	0.1396	0	0.0398	0.196	0.1648	0.0562	0.1959	0.0428	0.0444
S10814	0	0.1298	0.1574	0.1278	0.0777	0.0228	0.1274	0.0568	0.1902	0.0256	0.0844
S10815	0.0544	0.0602	0.1664	0.089	0.0484	0.1052	0.1415	0.0546	0.1796	0.0472	0.0535
S10817	2e-04	0.1294	0.1821	0.0958	0.0231	0.1747	0.1093	0.0666	0.0933	0.0571	0.0683
S1083	0	0.1154	0.1699	0.0909	0.0525	0.1228	0.1091	0.0836	0.1761	0.0448	0.0349
S10835	0	0.1283	0.1576	0.0304	0.0441	0.059	0.1538	0.088	0.2121	0.0925	0.0342
S10838	0	0.0941	0.1334	0.0764	0.0728	0.1225	0.1466	0.0431	0.187	0.0986	0.0258
S10844	0	0.1507	0.1907	0.0493	0.0818	0.1299	0.1063	0.053	0.1542	0.0351	0.0492
S10845	0	0.1151	0.1622	0.0178	0.0554	0.0804	0.1774	0.0676	0.213	0.0677	0.0433
S10846	0.1399	0.0409	0.1818	0.0996	0.0385	0.2151	0.0491	0.0456	0.1336	0.0253	0.0305
S10853	0.0077	0.1082	0.1382	0.0359	0.0451	0.0312	0.2182	0.0344	0.2429	0.0538	0.0843
S10854	0.0532	0.0641	0.2474	0.185	0.0629	0.0648	0.0861	0.0633	0.1337	0.0236	0.0159
S10865	0	0.0834	0.1486	0.0266	0.0295	0.261	0.1319	0.0707	0.1452	0.0613	0.0418
S10866	0	0.109	0.0811	0.066	0.044	0.17	0.1543	0.0368	0.204	0.1117	0.0231
S10869	0	0.1118	0.1059	0	0.0309	0.1373	0.2177	0.07	0.2201	0.0523	0.054
S10873	0	0.1144	0.1764	0	0.0696	0.1733	0.1235	0.0458	0.2019	0.0611	0.034
S10876	0.0448	0.0494	0.1246	0.1329	0.0507	0.1742	0.1057	0.0441	0.2079	0.0572	0.0085
S10883	0	0.1561	0.1507	0.0361	0.0471	0.094	0.1398	0.0558	0.2114	0.0474	0.0617
S10885	0	0.1467	0.2031	0.1024	0.0782	0.003	0.1352	0.0339	0.2231	0.0245	0.0499
S10893	0	0.1099	0.1341	0.0672	0.0437	0.0867	0.1647	0.0522	0.2121	0.0316	0.0977
S10895	0	0.1105	0.1161	0	0.0486	0.1963	0.135	0.0465	0.2274	0.0763	0.0433
S10902	0	0.1405	0.1726	0.067	0.0612	0.1202	0.1138	0.0569	0.1666	0.0365	0.0648
S10903	0	0.0862	0.0965	0.0284	0.0744	0.1865	0.1293	0.0367	0.2188	0.0454	0.0978
S1092	0.0377	0.1088	0.1915	0.0306	0.0728	0.0129	0.1742	0.0472	0.2248	0.0796	0.02
S10925	0.0365	0.1235	0.1745	0.0584	0.0262	0.0901	0.1491	0.0549	0.1871	0.0356	0.0641
S10927	0	0.079	0.2343	0.0545	0.0514	0.1178	0.1359	0.048	0.2148	0.0071	0.0574
S10936	0.0047	0.0784	0.1692	0.0327	0.0553	0.2898	0.0643	0.035	0.2053	0.0605	0.0047
S10945	0.0051	0.1158	0.1363	0	0.0255	0.2116	0.1545	0.053	0.2047	0.0569	0.0366
S10947	0	0.099	0.2056	0.073	0.1144	0.0926	0.0867	0.0528	0.1758	0.0172	0.0829
S10949	0.0734	0.0234	0.1733	0.1587	0.0858	0.0568	0.1168	0.065	0.1448	0.0536	0.0484
S1095	0	0.1232	0.2074	0.0386	0.0828	0.1129	0.1099	0.0777	0.149	0.0274	0.0711
S10961	0	0.0977	0.1574	0	0.0636	0.1476	0.1484	0.0593	0.19	0.0813	0.0548
S10969	0.0048	0.0869	0.1613	0.1082	0.0588	0.1652	0.1076	0.055	0.1836	0.0413	0.0274
S10972	0	0.17	0.0806	0	0.0432	0.2855	0.0981	0.0523	0.1849	0.0596	0.0258
S10973	0	0.1548	0.1856	0	0.0107	0.152	0.1706	0.0782	0.1391	0.0576	0.0514
S10978	0	0.089	0.1312	0.042	0.0465	0.2368	0.1385	0.0443	0.1681	0.0489	0.0546
S10979	0.0143	0.1069	0.2074	0.0604	0.036	0.1852	0.1258	0.056	0.137	0.0192	0.0519
S10986	0	0.0879	0.2445	0.0123	0.0772	0.0838	0.1723	0.0667	0.1654	0.0606	0.0294
S10989	0	0.1061	0.2116	0.1006	0.0767	0.072	0.1327	0.0592	0.1716	0.0516	0.0178
S10995	0.0221	0.0617	0.164	0.0544	0.08	0.1081	0.1454	0.0386	0.2343	0.0622	0.0291
S11005	0	0.1177	0.1803	0.0754	0.0425	0.1536	0.1157	0.0503	0.1715	0.018	0.0751
S11008	0.039	0.1029	0.1923	0.0778	0.0629	0.0853	0.1552	0.0688	0.14	0.0193	0.0565
S11010	0.0282	0.101	0.209	0.1193	0.0864	0.0479	0.0748	0.0433	0.1669	0.0798	0.0433
S11013	0	0.0859	0.1743	0.0707	0.0452	0.2026	0.105	0.0523	0.1705	0.0662	0.0274
S11016	0.027	0.0778	0.1211	0.1193	0.0855	0.1253	0.1169	0.0433	0.197	0.0462	0.0406
S11017	0	0.14	0.1601	0	0.0705	0.1392	0.1179	0.0603	0.2325	0.0283	0.0512
S11020	0	0.1033	0.1505	0	0.0553	0.2542	0.1175	0.0537	0.1784	0.0312	0.0561
S11027	0	0.0936	0.1293	0.0261	0.0586	0.1357	0.1701	0.046	0.2364	0.0604	0.0439
S11035	0.0038	0.1233	0.1489	0.0673	0.0818	0.0296	0.1379	0.0539	0.2162	0.0399	0.0974
S11041	0.0369	0.0834	0.2198	0.0512	0.067	0.1174	0.1386	0.0729	0.1335	0.0399	0.0393
S1106	0	0.1191	0.1141	0.0885	0.0424	0.2107	0.1409	0.0388	0.1566	0.0322	0.0568
S11071	0.0544	0.0761	0.1173	0.1351	0.0471	0.297	0.0445	0.0416	0.1369	0.016	0.0341
S11076	0	0.0982	0.203	0.0752	0.0478	0.1354	0.1355	0.0552	0.1513	0.051	0.0474
S11078	0	0.1514	0.162	0.0298	0.0572	0.1214	0.1748	0.0592	0.1569	0.0351	0.0523
S11081	0	0.103	0.176	0.0077	0.0432	0.247	0.1121	0.0588	0.164	0.0396	0.0487
S11086	0	0.1261	0.1635	0.0179	0.0544	0.1806	0.1402	0.0684	0.1499	0.0323	0.0668
S1109	0	0.076	0.163	0	0.068	0.1388	0.1516	0.0533	0.2209	0.1246	0.0037
S11096	0	0.0978	0.1726	0	0.0554	0.1122	0.2001	0.0421	0.2092	0.0598	0.0507
S11100	0.0339	0.07	0.3287	0.1457	0	0.0767	0.116	0.0638	0.1195	0	0.0457
S11107	0	0.1212	0.2312	0.0805	0.0556	0.0503	0.157	0.0688	0.1629	0.008	0.0646
S11109	0	0.1457	0.1674	0.0204	0.0594	0.0675	0.172	0.0725	0.1788	0.0602	0.0561
S1111	0.0551	0.0223	0.1264	0.2184	0.0786	0.1087	0.0753	0.0548	0.1754	0.0666	0.0185
S11119	0	0.1126	0.2195	0.0695	0.058	0.0847	0.1531	0.0677	0.1358	0.0497	0.0494
S11127	0	0.0686	0.0332	0.0975	0.0565	0.2627	0.1169	0.0227	0.245	0.0534	0.0435
S11136	0	0.1246	0.2736	0.0835	0.0945	0.0922	0.0797	0.0587	0.135	0.0318	0.0261
S11147	0	0.1122	0.1514	0.0949	0.0326	0.0951	0.1362	0.0708	0.197	0.0367	0.073
S11150	0	0.1161	0.1897	0.0748	0.0416	0.0665	0.1887	0.0702	0.1501	0.0349	0.0675
S11152	0.0078	0.1275	0.163	0.0116	0.05	0.0887	0.1529	0.074	0.1784	0.0807	0.0654
